context: Signs response:	Opening 1st Frame
context: Who'd have thought killing Titans was a punishable offense...\It does seem ironic, but those two were valuable test subjects.\Even so, why are they looking for the culprit among us trainees?\We just finished cleaning up the battlefield today.\Everyone's totally beat.\The culprit must've really loathed the Titans.\Yeah.\But in reality, they ended up helping the Titans... response:	They may have fulfilled their personal desire for vengeance,
context: It does seem ironic, but those two were valuable test subjects.\Even so, why are they looking for the culprit among us trainees?\We just finished cleaning up the battlefield today.\Everyone's totally beat.\The culprit must've really loathed the Titans.\Yeah.\But in reality, they ended up helping the Titans...\They may have fulfilled their personal desire for vengeance, response:	but the net result is a major setback for humanity.
context: Even so, why are they looking for the culprit among us trainees?\We just finished cleaning up the battlefield today.\Everyone's totally beat.\The culprit must've really loathed the Titans.\Yeah.\But in reality, they ended up helping the Titans...\They may have fulfilled their personal desire for vengeance,\but the net result is a major setback for humanity. response:	I think I get why they did it, because I can be an idiot myself...
context: We just finished cleaning up the battlefield today.\Everyone's totally beat.\The culprit must've really loathed the Titans.\Yeah.\But in reality, they ended up helping the Titans...\They may have fulfilled their personal desire for vengeance,\but the net result is a major setback for humanity.\I think I get why they did it, because I can be an idiot myself... response:	Before I'd ever seen a Titan,
context: Everyone's totally beat.\The culprit must've really loathed the Titans.\Yeah.\But in reality, they ended up helping the Titans...\They may have fulfilled their personal desire for vengeance,\but the net result is a major setback for humanity.\I think I get why they did it, because I can be an idiot myself...\Before I'd ever seen a Titan, response:	I was certain I wanted to join the Recon Corps.
context: The culprit must've really loathed the Titans.\Yeah.\But in reality, they ended up helping the Titans...\They may have fulfilled their personal desire for vengeance,\but the net result is a major setback for humanity.\I think I get why they did it, because I can be an idiot myself...\Before I'd ever seen a Titan,\I was certain I wanted to join the Recon Corps. response:	But now, I never want to see another.
context: Yeah.\But in reality, they ended up helping the Titans...\They may have fulfilled their personal desire for vengeance,\but the net result is a major setback for humanity.\I think I get why they did it, because I can be an idiot myself...\Before I'd ever seen a Titan,\I was certain I wanted to join the Recon Corps.\But now, I never want to see another. response:	And today, we all have to decide which force to join.
context: But in reality, they ended up helping the Titans...\They may have fulfilled their personal desire for vengeance,\but the net result is a major setback for humanity.\I think I get why they did it, because I can be an idiot myself...\Before I'd ever seen a Titan,\I was certain I wanted to join the Recon Corps.\But now, I never want to see another.\And today, we all have to decide which force to join. response:	Even Jean's seriously...
context: They may have fulfilled their personal desire for vengeance,\but the net result is a major setback for humanity.\I think I get why they did it, because I can be an idiot myself...\Before I'd ever seen a Titan,\I was certain I wanted to join the Recon Corps.\But now, I never want to see another.\And today, we all have to decide which force to join.\Even Jean's seriously... response:	Everyone's regretting it.
context: but the net result is a major setback for humanity.\I think I get why they did it, because I can be an idiot myself...\Before I'd ever seen a Titan,\I was certain I wanted to join the Recon Corps.\But now, I never want to see another.\And today, we all have to decide which force to join.\Even Jean's seriously...\Everyone's regretting it. response:	If I'd known it'd be this hellish,
context: I think I get why they did it, because I can be an idiot myself...\Before I'd ever seen a Titan,\I was certain I wanted to join the Recon Corps.\But now, I never want to see another.\And today, we all have to decide which force to join.\Even Jean's seriously...\Everyone's regretting it.\If I'd known it'd be this hellish, response:	I'd have never chosen to be a soldier.
context: Before I'd ever seen a Titan,\I was certain I wanted to join the Recon Corps.\But now, I never want to see another.\And today, we all have to decide which force to join.\Even Jean's seriously...\Everyone's regretting it.\If I'd known it'd be this hellish,\I'd have never chosen to be a soldier. response:	Now I'm so exhausted,
context: I was certain I wanted to join the Recon Corps.\But now, I never want to see another.\And today, we all have to decide which force to join.\Even Jean's seriously...\Everyone's regretting it.\If I'd known it'd be this hellish,\I'd have never chosen to be a soldier.\Now I'm so exhausted, response:	I can't think of anything else...
context: But now, I never want to see another.\And today, we all have to decide which force to join.\Even Jean's seriously...\Everyone's regretting it.\If I'd known it'd be this hellish,\I'd have never chosen to be a soldier.\Now I'm so exhausted,\I can't think of anything else... response:	Hey, Marco...
context: And today, we all have to decide which force to join.\Even Jean's seriously...\Everyone's regretting it.\If I'd known it'd be this hellish,\I'd have never chosen to be a soldier.\Now I'm so exhausted,\I can't think of anything else...\Hey, Marco... response:	I can't even tell which are your bones anymore.
context: Even Jean's seriously...\Everyone's regretting it.\If I'd known it'd be this hellish,\I'd have never chosen to be a soldier.\Now I'm so exhausted,\I can't think of anything else...\Hey, Marco...\I can't even tell which are your bones anymore. response:	If I hadn't become a soldier,
context: Everyone's regretting it.\If I'd known it'd be this hellish,\I'd have never chosen to be a soldier.\Now I'm so exhausted,\I can't think of anything else...\Hey, Marco...\I can't even tell which are your bones anymore.\If I hadn't become a soldier, response:	I wouldn't have to keep wondering who'll be on that pile next.
context: If I'd known it'd be this hellish,\I'd have never chosen to be a soldier.\Now I'm so exhausted,\I can't think of anything else...\Hey, Marco...\I can't even tell which are your bones anymore.\If I hadn't become a soldier,\I wouldn't have to keep wondering who'll be on that pile next. response:	Will we abandon the tactical progress bought by tens of thousands of sacrifices,
context: I'd have never chosen to be a soldier.\Now I'm so exhausted,\I can't think of anything else...\Hey, Marco...\I can't even tell which are your bones anymore.\If I hadn't become a soldier,\I wouldn't have to keep wondering who'll be on that pile next.\Will we abandon the tactical progress bought by tens of thousands of sacrifices, response:	just to serve ourselves up on a silver platter?
context: Now I'm so exhausted,\I can't think of anything else...\Hey, Marco...\I can't even tell which are your bones anymore.\If I hadn't become a soldier,\I wouldn't have to keep wondering who'll be on that pile next.\Will we abandon the tactical progress bought by tens of thousands of sacrifices,\just to serve ourselves up on a silver platter? response:	I know we have to fight...
context: I can't think of anything else...\Hey, Marco...\I can't even tell which are your bones anymore.\If I hadn't become a soldier,\I wouldn't have to keep wondering who'll be on that pile next.\Will we abandon the tactical progress bought by tens of thousands of sacrifices,\just to serve ourselves up on a silver platter?\I know we have to fight... response:	But not everyone's as eager to die as you are.
context: Hey, Marco...\I can't even tell which are your bones anymore.\If I hadn't become a soldier,\I wouldn't have to keep wondering who'll be on that pile next.\Will we abandon the tactical progress bought by tens of thousands of sacrifices,\just to serve ourselves up on a silver platter?\I know we have to fight...\But not everyone's as eager to die as you are. response:	I hope you won't get upset when I say this...
context: I can't even tell which are your bones anymore.\If I hadn't become a soldier,\I wouldn't have to keep wondering who'll be on that pile next.\Will we abandon the tactical progress bought by tens of thousands of sacrifices,\just to serve ourselves up on a silver platter?\I know we have to fight...\But not everyone's as eager to die as you are.\I hope you won't get upset when I say this... response:	But you aren't a strong person, Jean.
context: If I hadn't become a soldier,\I wouldn't have to keep wondering who'll be on that pile next.\Will we abandon the tactical progress bought by tens of thousands of sacrifices,\just to serve ourselves up on a silver platter?\I know we have to fight...\But not everyone's as eager to die as you are.\I hope you won't get upset when I say this...\But you aren't a strong person, Jean. response:	So you can relate to the feelings of the weak.
context: I wouldn't have to keep wondering who'll be on that pile next.\Will we abandon the tactical progress bought by tens of thousands of sacrifices,\just to serve ourselves up on a silver platter?\I know we have to fight...\But not everyone's as eager to die as you are.\I hope you won't get upset when I say this...\But you aren't a strong person, Jean.\So you can relate to the feelings of the weak. response:	What's more, you excel at sizing up any situation.
context: Will we abandon the tactical progress bought by tens of thousands of sacrifices,\just to serve ourselves up on a silver platter?\I know we have to fight...\But not everyone's as eager to die as you are.\I hope you won't get upset when I say this...\But you aren't a strong person, Jean.\So you can relate to the feelings of the weak.\What's more, you excel at sizing up any situation. response:	Isn't that why you already know what needs to be done?
context: just to serve ourselves up on a silver platter?\I know we have to fight...\But not everyone's as eager to die as you are.\I hope you won't get upset when I say this...\But you aren't a strong person, Jean.\So you can relate to the feelings of the weak.\What's more, you excel at sizing up any situation.\Isn't that why you already know what needs to be done? response:	What needs to be done...
context: I know we have to fight...\But not everyone's as eager to die as you are.\I hope you won't get upset when I say this...\But you aren't a strong person, Jean.\So you can relate to the feelings of the weak.\What's more, you excel at sizing up any situation.\Isn't that why you already know what needs to be done?\What needs to be done... response:	Hey, guys...
context: But not everyone's as eager to die as you are.\I hope you won't get upset when I say this...\But you aren't a strong person, Jean.\So you can relate to the feelings of the weak.\What's more, you excel at sizing up any situation.\Isn't that why you already know what needs to be done?\What needs to be done...\Hey, guys... response:	Have you decided which force you're joining?
context: I hope you won't get upset when I say this...\But you aren't a strong person, Jean.\So you can relate to the feelings of the weak.\What's more, you excel at sizing up any situation.\Isn't that why you already know what needs to be done?\What needs to be done...\Hey, guys...\Have you decided which force you're joining? response:	I've made up my mind..
context: But you aren't a strong person, Jean.\So you can relate to the feelings of the weak.\What's more, you excel at sizing up any situation.\Isn't that why you already know what needs to be done?\What needs to be done...\Hey, guys...\Have you decided which force you're joining?\I've made up my mind.. response:	I'm joining the Recon Corps!
context: So you can relate to the feelings of the weak.\What's more, you excel at sizing up any situation.\Isn't that why you already know what needs to be done?\What needs to be done...\Hey, guys...\Have you decided which force you're joining?\I've made up my mind..\I'm joining the Recon Corps! response:	Damn it.
context: What's more, you excel at sizing up any situation.\Isn't that why you already know what needs to be done?\What needs to be done...\Hey, guys...\Have you decided which force you're joining?\I've made up my mind..\I'm joining the Recon Corps!\Damn it. response:	Hey, Annie. What do you think?
context: Isn't that why you already know what needs to be done?\What needs to be done...\Hey, guys...\Have you decided which force you're joining?\I've made up my mind..\I'm joining the Recon Corps!\Damn it.\Hey, Annie. What do you think? response:	Even Jean said he's joining the Recon Corps.
context: What needs to be done...\Hey, guys...\Have you decided which force you're joining?\I've made up my mind..\I'm joining the Recon Corps!\Damn it.\Hey, Annie. What do you think?\Even Jean said he's joining the Recon Corps. response:	Huh? Jean said that?
context: Hey, guys...\Have you decided which force you're joining?\I've made up my mind..\I'm joining the Recon Corps!\Damn it.\Hey, Annie. What do you think?\Even Jean said he's joining the Recon Corps.\Huh? Jean said that? response:	I have no opinion.
context: Have you decided which force you're joining?\I've made up my mind..\I'm joining the Recon Corps!\Damn it.\Hey, Annie. What do you think?\Even Jean said he's joining the Recon Corps.\Huh? Jean said that?\I have no opinion. response:	You're joining the Military Police, right?
context: I've made up my mind..\I'm joining the Recon Corps!\Damn it.\Hey, Annie. What do you think?\Even Jean said he's joining the Recon Corps.\Huh? Jean said that?\I have no opinion.\You're joining the Military Police, right? response:	Maybe I should too.
context: I'm joining the Recon Corps!\Damn it.\Hey, Annie. What do you think?\Even Jean said he's joining the Recon Corps.\Huh? Jean said that?\I have no opinion.\You're joining the Military Police, right?\Maybe I should too. response:	If someone told you to die, would you do it?
context: Damn it.\Hey, Annie. What do you think?\Even Jean said he's joining the Recon Corps.\Huh? Jean said that?\I have no opinion.\You're joining the Military Police, right?\Maybe I should too.\If someone told you to die, would you do it? response:	What? Of course not.
context: Hey, Annie. What do you think?\Even Jean said he's joining the Recon Corps.\Huh? Jean said that?\I have no opinion.\You're joining the Military Police, right?\Maybe I should too.\If someone told you to die, would you do it?\What? Of course not. response:	Then why not make your own decision?
context: Even Jean said he's joining the Recon Corps.\Huh? Jean said that?\I have no opinion.\You're joining the Military Police, right?\Maybe I should too.\If someone told you to die, would you do it?\What? Of course not.\Then why not make your own decision? response:	Armin, what about you?
context: Huh? Jean said that?\I have no opinion.\You're joining the Military Police, right?\Maybe I should too.\If someone told you to die, would you do it?\What? Of course not.\Then why not make your own decision?\Armin, what about you? response:	I think if you know why you have to die,
context: I have no opinion.\You're joining the Military Police, right?\Maybe I should too.\If someone told you to die, would you do it?\What? Of course not.\Then why not make your own decision?\Armin, what about you?\I think if you know why you have to die, response:	there are times when you must lay down your life.
context: You're joining the Military Police, right?\Maybe I should too.\If someone told you to die, would you do it?\What? Of course not.\Then why not make your own decision?\Armin, what about you?\I think if you know why you have to die,\there are times when you must lay down your life. response:	Not that I want to die.
context: Maybe I should too.\If someone told you to die, would you do it?\What? Of course not.\Then why not make your own decision?\Armin, what about you?\I think if you know why you have to die,\there are times when you must lay down your life.\Not that I want to die. response:	I see. You've made your choice.
context: If someone told you to die, would you do it?\What? Of course not.\Then why not make your own decision?\Armin, what about you?\I think if you know why you have to die,\there are times when you must lay down your life.\Not that I want to die.\I see. You've made your choice. response:	Yeah.
context: What? Of course not.\Then why not make your own decision?\Armin, what about you?\I think if you know why you have to die,\there are times when you must lay down your life.\Not that I want to die.\I see. You've made your choice.\Yeah. response:	I've been thinking it over for quite a long time.
context: Then why not make your own decision?\Armin, what about you?\I think if you know why you have to die,\there are times when you must lay down your life.\Not that I want to die.\I see. You've made your choice.\Yeah.\I've been thinking it over for quite a long time. response:	Seriously? Armin, you too?
context: Armin, what about you?\I think if you know why you have to die,\there are times when you must lay down your life.\Not that I want to die.\I see. You've made your choice.\Yeah.\I've been thinking it over for quite a long time.\Seriously? Armin, you too? response:	You're weak, but you've got guts.
context: I think if you know why you have to die,\there are times when you must lay down your life.\Not that I want to die.\I see. You've made your choice.\Yeah.\I've been thinking it over for quite a long time.\Seriously? Armin, you too?\You're weak, but you've got guts. response:	Th-Thank you.
context: there are times when you must lay down your life.\Not that I want to die.\I see. You've made your choice.\Yeah.\I've been thinking it over for quite a long time.\Seriously? Armin, you too?\You're weak, but you've got guts.\Th-Thank you. response:	Annie, you're actually pretty nice, aren't you?
context: Not that I want to die.\I see. You've made your choice.\Yeah.\I've been thinking it over for quite a long time.\Seriously? Armin, you too?\You're weak, but you've got guts.\Th-Thank you.\Annie, you're actually pretty nice, aren't you? response:	It seems like you don't want us to join the Recon Corps.
context: I see. You've made your choice.\Yeah.\I've been thinking it over for quite a long time.\Seriously? Armin, you too?\You're weak, but you've got guts.\Th-Thank you.\Annie, you're actually pretty nice, aren't you?\It seems like you don't want us to join the Recon Corps. response:	Do you have a reason you want to join the Military Police?
context: Yeah.\I've been thinking it over for quite a long time.\Seriously? Armin, you too?\You're weak, but you've got guts.\Th-Thank you.\Annie, you're actually pretty nice, aren't you?\It seems like you don't want us to join the Recon Corps.\Do you have a reason you want to join the Military Police? response:	Not really.
context: I've been thinking it over for quite a long time.\Seriously? Armin, you too?\You're weak, but you've got guts.\Th-Thank you.\Annie, you're actually pretty nice, aren't you?\It seems like you don't want us to join the Recon Corps.\Do you have a reason you want to join the Military Police?\Not really. response:	It's just...
context: Seriously? Armin, you too?\You're weak, but you've got guts.\Th-Thank you.\Annie, you're actually pretty nice, aren't you?\It seems like you don't want us to join the Recon Corps.\Do you have a reason you want to join the Military Police?\Not really.\It's just... response:	I want to survive.
context: You're weak, but you've got guts.\Th-Thank you.\Annie, you're actually pretty nice, aren't you?\It seems like you don't want us to join the Recon Corps.\Do you have a reason you want to join the Military Police?\Not really.\It's just...\I want to survive. response:	It looks like they couldn't find any soldiers who used
context: Th-Thank you.\Annie, you're actually pretty nice, aren't you?\It seems like you don't want us to join the Recon Corps.\Do you have a reason you want to join the Military Police?\Not really.\It's just...\I want to survive.\It looks like they couldn't find any soldiers who used response:	their Maneuver Gear without permission.
context: Annie, you're actually pretty nice, aren't you?\It seems like you don't want us to join the Recon Corps.\Do you have a reason you want to join the Military Police?\Not really.\It's just...\I want to survive.\It looks like they couldn't find any soldiers who used\their Maneuver Gear without permission. response:	Then who did it?
context: It seems like you don't want us to join the Recon Corps.\Do you have a reason you want to join the Military Police?\Not really.\It's just...\I want to survive.\It looks like they couldn't find any soldiers who used\their Maneuver Gear without permission.\Then who did it? response:	No idea...
context: Do you have a reason you want to join the Military Police?\Not really.\It's just...\I want to survive.\It looks like they couldn't find any soldiers who used\their Maneuver Gear without permission.\Then who did it?\No idea... response:	Right now, I'm more worried about the upcoming induction ceremony.
context: Not really.\It's just...\I want to survive.\It looks like they couldn't find any soldiers who used\their Maneuver Gear without permission.\Then who did it?\No idea...\Right now, I'm more worried about the upcoming induction ceremony. response:	How many of the new cadets are actually crazy enough to join us?
context: It's just...\I want to survive.\It looks like they couldn't find any soldiers who used\their Maneuver Gear without permission.\Then who did it?\No idea...\Right now, I'm more worried about the upcoming induction ceremony.\How many of the new cadets are actually crazy enough to join us? response:	Hey, Eren.
context: I want to survive.\It looks like they couldn't find any soldiers who used\their Maneuver Gear without permission.\Then who did it?\No idea...\Right now, I'm more worried about the upcoming induction ceremony.\How many of the new cadets are actually crazy enough to join us?\Hey, Eren. response:	Are there any people in your class who'd join us?
context: It looks like they couldn't find any soldiers who used\their Maneuver Gear without permission.\Then who did it?\No idea...\Right now, I'm more worried about the upcoming induction ceremony.\How many of the new cadets are actually crazy enough to join us?\Hey, Eren.\Are there any people in your class who'd join us? response:	There are some.
context: their Maneuver Gear without permission.\Then who did it?\No idea...\Right now, I'm more worried about the upcoming induction ceremony.\How many of the new cadets are actually crazy enough to join us?\Hey, Eren.\Are there any people in your class who'd join us?\There are some. response:	No, there were some.
context: Then who did it?\No idea...\Right now, I'm more worried about the upcoming induction ceremony.\How many of the new cadets are actually crazy enough to join us?\Hey, Eren.\Are there any people in your class who'd join us?\There are some.\No, there were some. response:	I don't know about now.
context: No idea...\Right now, I'm more worried about the upcoming induction ceremony.\How many of the new cadets are actually crazy enough to join us?\Hey, Eren.\Are there any people in your class who'd join us?\There are some.\No, there were some.\I don't know about now. response:	Attention!
context: Right now, I'm more worried about the upcoming induction ceremony.\How many of the new cadets are actually crazy enough to join us?\Hey, Eren.\Are there any people in your class who'd join us?\There are some.\No, there were some.\I don't know about now.\Attention! response:	Get ready.
context: How many of the new cadets are actually crazy enough to join us?\Hey, Eren.\Are there any people in your class who'd join us?\There are some.\No, there were some.\I don't know about now.\Attention!\Get ready. response:	We're going out on patrol.
context: Hey, Eren.\Are there any people in your class who'd join us?\There are some.\No, there were some.\I don't know about now.\Attention!\Get ready.\We're going out on patrol. response:	Yes, sir!
context: Are there any people in your class who'd join us?\There are some.\No, there were some.\I don't know about now.\Attention!\Get ready.\We're going out on patrol.\Yes, sir! response:	Good morning, Captain Levi!
context: There are some.\No, there were some.\I don't know about now.\Attention!\Get ready.\We're going out on patrol.\Yes, sir!\Good morning, Captain Levi! response:	Listen, Eren...
context: No, there were some.\I don't know about now.\Attention!\Get ready.\We're going out on patrol.\Yes, sir!\Good morning, Captain Levi!\Listen, Eren... response:	Never stray more than two horse-lengths from me.
context: I don't know about now.\Attention!\Get ready.\We're going out on patrol.\Yes, sir!\Good morning, Captain Levi!\Listen, Eren...\Never stray more than two horse-lengths from me. response:	Don't forget that the only reason
context: Attention!\Get ready.\We're going out on patrol.\Yes, sir!\Good morning, Captain Levi!\Listen, Eren...\Never stray more than two horse-lengths from me.\Don't forget that the only reason response:	you're not locked up is because I'm watching you.
context: Get ready.\We're going out on patrol.\Yes, sir!\Good morning, Captain Levi!\Listen, Eren...\Never stray more than two horse-lengths from me.\Don't forget that the only reason\you're not locked up is because I'm watching you. response:	Yes, sir!
context: We're going out on patrol.\Yes, sir!\Good morning, Captain Levi!\Listen, Eren...\Never stray more than two horse-lengths from me.\Don't forget that the only reason\you're not locked up is because I'm watching you.\Yes, sir! response:	Let's go.
context: Yes, sir!\Good morning, Captain Levi!\Listen, Eren...\Never stray more than two horse-lengths from me.\Don't forget that the only reason\you're not locked up is because I'm watching you.\Yes, sir!\Let's go. response:	Jean...
context: Good morning, Captain Levi!\Listen, Eren...\Never stray more than two horse-lengths from me.\Don't forget that the only reason\you're not locked up is because I'm watching you.\Yes, sir!\Let's go.\Jean... response:	You're really joining the Recon Corps?
context: Listen, Eren...\Never stray more than two horse-lengths from me.\Don't forget that the only reason\you're not locked up is because I'm watching you.\Yes, sir!\Let's go.\Jean...\You're really joining the Recon Corps? response:	Yeah.
context: Never stray more than two horse-lengths from me.\Don't forget that the only reason\you're not locked up is because I'm watching you.\Yes, sir!\Let's go.\Jean...\You're really joining the Recon Corps?\Yeah. response:	Why the sudden choice?
context: Don't forget that the only reason\you're not locked up is because I'm watching you.\Yes, sir!\Let's go.\Jean...\You're really joining the Recon Corps?\Yeah.\Why the sudden choice? response:	I mean... Aren't you scared?
context: you're not locked up is because I'm watching you.\Yes, sir!\Let's go.\Jean...\You're really joining the Recon Corps?\Yeah.\Why the sudden choice?\I mean... Aren't you scared? response:	Huh?
context: Yes, sir!\Let's go.\Jean...\You're really joining the Recon Corps?\Yeah.\Why the sudden choice?\I mean... Aren't you scared?\Huh? response:	Of course I don't want to join the Recon Corps.
context: Let's go.\Jean...\You're really joining the Recon Corps?\Yeah.\Why the sudden choice?\I mean... Aren't you scared?\Huh?\Of course I don't want to join the Recon Corps. response:	Th-Then why...
context: Jean...\You're really joining the Recon Corps?\Yeah.\Why the sudden choice?\I mean... Aren't you scared?\Huh?\Of course I don't want to join the Recon Corps.\Th-Then why... response:	It's not that the Titans don't scare me anymore either.
context: You're really joining the Recon Corps?\Yeah.\Why the sudden choice?\I mean... Aren't you scared?\Huh?\Of course I don't want to join the Recon Corps.\Th-Then why...\It's not that the Titans don't scare me anymore either. response:	And I won't spout nonsense like, The best belong in the Recon Corps.
context: Yeah.\Why the sudden choice?\I mean... Aren't you scared?\Huh?\Of course I don't want to join the Recon Corps.\Th-Then why...\It's not that the Titans don't scare me anymore either.\And I won't spout nonsense like, The best belong in the Recon Corps. response:	I'm not as eager to die as some are.
context: Why the sudden choice?\I mean... Aren't you scared?\Huh?\Of course I don't want to join the Recon Corps.\Th-Then why...\It's not that the Titans don't scare me anymore either.\And I won't spout nonsense like, The best belong in the Recon Corps.\I'm not as eager to die as some are. response:	You mean Eren?
context: I mean... Aren't you scared?\Huh?\Of course I don't want to join the Recon Corps.\Th-Then why...\It's not that the Titans don't scare me anymore either.\And I won't spout nonsense like, The best belong in the Recon Corps.\I'm not as eager to die as some are.\You mean Eren? response:	He's already joined the Recon Corps.
context: Huh?\Of course I don't want to join the Recon Corps.\Th-Then why...\It's not that the Titans don't scare me anymore either.\And I won't spout nonsense like, The best belong in the Recon Corps.\I'm not as eager to die as some are.\You mean Eren?\He's already joined the Recon Corps. response:	Trainees, line up!
context: Of course I don't want to join the Recon Corps.\Th-Then why...\It's not that the Titans don't scare me anymore either.\And I won't spout nonsense like, The best belong in the Recon Corps.\I'm not as eager to die as some are.\You mean Eren?\He's already joined the Recon Corps.\Trainees, line up! response:	Line up in front of the stage!
context: Th-Then why...\It's not that the Titans don't scare me anymore either.\And I won't spout nonsense like, The best belong in the Recon Corps.\I'm not as eager to die as some are.\You mean Eren?\He's already joined the Recon Corps.\Trainees, line up!\Line up in front of the stage! response:	Line up in front of the stage!
context: It's not that the Titans don't scare me anymore either.\And I won't spout nonsense like, The best belong in the Recon Corps.\I'm not as eager to die as some are.\You mean Eren?\He's already joined the Recon Corps.\Trainees, line up!\Line up in front of the stage!\Line up in front of the stage! response:	I'm not risking my life because someone convinced me.
context: And I won't spout nonsense like, The best belong in the Recon Corps.\I'm not as eager to die as some are.\You mean Eren?\He's already joined the Recon Corps.\Trainees, line up!\Line up in front of the stage!\Line up in front of the stage!\I'm not risking my life because someone convinced me. response:	This is a job you can't do unless you decide for yourself.
context: I'm not as eager to die as some are.\You mean Eren?\He's already joined the Recon Corps.\Trainees, line up!\Line up in front of the stage!\Line up in front of the stage!\I'm not risking my life because someone convinced me.\This is a job you can't do unless you decide for yourself. response:	I am Erwin Smith, Commander of the Recon Corps.
context: You mean Eren?\He's already joined the Recon Corps.\Trainees, line up!\Line up in front of the stage!\Line up in front of the stage!\I'm not risking my life because someone convinced me.\This is a job you can't do unless you decide for yourself.\I am Erwin Smith, Commander of the Recon Corps. response:	Today, you will choose a branch of the military.
context: He's already joined the Recon Corps.\Trainees, line up!\Line up in front of the stage!\Line up in front of the stage!\I'm not risking my life because someone convinced me.\This is a job you can't do unless you decide for yourself.\I am Erwin Smith, Commander of the Recon Corps.\Today, you will choose a branch of the military. response:	Putting it bluntly, I'm here to persuade you to join the Recon Corps.
context: Trainees, line up!\Line up in front of the stage!\Line up in front of the stage!\I'm not risking my life because someone convinced me.\This is a job you can't do unless you decide for yourself.\I am Erwin Smith, Commander of the Recon Corps.\Today, you will choose a branch of the military.\Putting it bluntly, I'm here to persuade you to join the Recon Corps. response:	During their recent attack,
context: Line up in front of the stage!\Line up in front of the stage!\I'm not risking my life because someone convinced me.\This is a job you can't do unless you decide for yourself.\I am Erwin Smith, Commander of the Recon Corps.\Today, you will choose a branch of the military.\Putting it bluntly, I'm here to persuade you to join the Recon Corps.\During their recent attack, response:	you learned how terrifying the Titans can be,
context: Line up in front of the stage!\I'm not risking my life because someone convinced me.\This is a job you can't do unless you decide for yourself.\I am Erwin Smith, Commander of the Recon Corps.\Today, you will choose a branch of the military.\Putting it bluntly, I'm here to persuade you to join the Recon Corps.\During their recent attack,\you learned how terrifying the Titans can be, response:	as well as how limited your own strength is.
context: I'm not risking my life because someone convinced me.\This is a job you can't do unless you decide for yourself.\I am Erwin Smith, Commander of the Recon Corps.\Today, you will choose a branch of the military.\Putting it bluntly, I'm here to persuade you to join the Recon Corps.\During their recent attack,\you learned how terrifying the Titans can be,\as well as how limited your own strength is. response:	However...
