context: The sports festival is coming up soon. response:	Sports Festival
context: Oh!\Work that day. Can't.\Kobayashi. Take the day off.\I can't do that.\Kanna, Miss Kobayashi's in the middle of her death march\and on the verge of facing Hades.\Give it up.\No! response:	Also, what is a sports festival?
context: Work that day. Can't.\Kobayashi. Take the day off.\I can't do that.\Kanna, Miss Kobayashi's in the middle of her death march\and on the verge of facing Hades.\Give it up.\No!\Also, what is a sports festival? response:	You train with everyone to defeat strong opponents.
context: Kobayashi. Take the day off.\I can't do that.\Kanna, Miss Kobayashi's in the middle of her death march\and on the verge of facing Hades.\Give it up.\No!\Also, what is a sports festival?\You train with everyone to defeat strong opponents. response:	No, I don't think that's quite right.
context: I can't do that.\Kanna, Miss Kobayashi's in the middle of her death march\and on the verge of facing Hades.\Give it up.\No!\Also, what is a sports festival?\You train with everyone to defeat strong opponents.\No, I don't think that's quite right. response:	Kobayashi, come!
context: Kanna, Miss Kobayashi's in the middle of her death march\and on the verge of facing Hades.\Give it up.\No!\Also, what is a sports festival?\You train with everyone to defeat strong opponents.\No, I don't think that's quite right.\Kobayashi, come! response:	Defeat Hades!
context: and on the verge of facing Hades.\Give it up.\No!\Also, what is a sports festival?\You train with everyone to defeat strong opponents.\No, I don't think that's quite right.\Kobayashi, come!\Defeat Hades! response:	Don't be selfish.
context: Give it up.\No!\Also, what is a sports festival?\You train with everyone to defeat strong opponents.\No, I don't think that's quite right.\Kobayashi, come!\Defeat Hades!\Don't be selfish. response:	At least I'll be sure to come for you.
context: No!\Also, what is a sports festival?\You train with everyone to defeat strong opponents.\No, I don't think that's quite right.\Kobayashi, come!\Defeat Hades!\Don't be selfish.\At least I'll be sure to come for you. response:	No.
context: Also, what is a sports festival?\You train with everyone to defeat strong opponents.\No, I don't think that's quite right.\Kobayashi, come!\Defeat Hades!\Don't be selfish.\At least I'll be sure to come for you.\No. response:	Why does it have to be Miss Kobayashi?
context: You train with everyone to defeat strong opponents.\No, I don't think that's quite right.\Kobayashi, come!\Defeat Hades!\Don't be selfish.\At least I'll be sure to come for you.\No.\Why does it have to be Miss Kobayashi? response:	Saikawa said mothers and fathers come with us.
context: No, I don't think that's quite right.\Kobayashi, come!\Defeat Hades!\Don't be selfish.\At least I'll be sure to come for you.\No.\Why does it have to be Miss Kobayashi?\Saikawa said mothers and fathers come with us. response:	Lady Tohru, you're like a big sister.
context: Kobayashi, come!\Defeat Hades!\Don't be selfish.\At least I'll be sure to come for you.\No.\Why does it have to be Miss Kobayashi?\Saikawa said mothers and fathers come with us.\Lady Tohru, you're like a big sister. response:	Kobayashi's like a mother.
context: Defeat Hades!\Don't be selfish.\At least I'll be sure to come for you.\No.\Why does it have to be Miss Kobayashi?\Saikawa said mothers and fathers come with us.\Lady Tohru, you're like a big sister.\Kobayashi's like a mother. response:	A mother? I'm not that old... Wait.
context: Don't be selfish.\At least I'll be sure to come for you.\No.\Why does it have to be Miss Kobayashi?\Saikawa said mothers and fathers come with us.\Lady Tohru, you're like a big sister.\Kobayashi's like a mother.\A mother? I'm not that old... Wait. response:	Some of my old classmates do have children already...
context: At least I'll be sure to come for you.\No.\Why does it have to be Miss Kobayashi?\Saikawa said mothers and fathers come with us.\Lady Tohru, you're like a big sister.\Kobayashi's like a mother.\A mother? I'm not that old... Wait.\Some of my old classmates do have children already... response:	Miss Kobayashi, hang in there!
context: No.\Why does it have to be Miss Kobayashi?\Saikawa said mothers and fathers come with us.\Lady Tohru, you're like a big sister.\Kobayashi's like a mother.\A mother? I'm not that old... Wait.\Some of my old classmates do have children already...\Miss Kobayashi, hang in there! response:	Well, at any rate, I can't.
context: Why does it have to be Miss Kobayashi?\Saikawa said mothers and fathers come with us.\Lady Tohru, you're like a big sister.\Kobayashi's like a mother.\A mother? I'm not that old... Wait.\Some of my old classmates do have children already...\Miss Kobayashi, hang in there!\Well, at any rate, I can't. response:	Sorry, but you'll have to make do with Tohru.
context: Saikawa said mothers and fathers come with us.\Lady Tohru, you're like a big sister.\Kobayashi's like a mother.\A mother? I'm not that old... Wait.\Some of my old classmates do have children already...\Miss Kobayashi, hang in there!\Well, at any rate, I can't.\Sorry, but you'll have to make do with Tohru. response:	Make do?
context: Lady Tohru, you're like a big sister.\Kobayashi's like a mother.\A mother? I'm not that old... Wait.\Some of my old classmates do have children already...\Miss Kobayashi, hang in there!\Well, at any rate, I can't.\Sorry, but you'll have to make do with Tohru.\Make do? response:	Forget it!
context: Kobayashi's like a mother.\A mother? I'm not that old... Wait.\Some of my old classmates do have children already...\Miss Kobayashi, hang in there!\Well, at any rate, I can't.\Sorry, but you'll have to make do with Tohru.\Make do?\Forget it! response:	Ah, Kanna!
context: A mother? I'm not that old... Wait.\Some of my old classmates do have children already...\Miss Kobayashi, hang in there!\Well, at any rate, I can't.\Sorry, but you'll have to make do with Tohru.\Make do?\Forget it!\Ah, Kanna! response:	Is it that important whether a parent shows up or not?
context: Some of my old classmates do have children already...\Miss Kobayashi, hang in there!\Well, at any rate, I can't.\Sorry, but you'll have to make do with Tohru.\Make do?\Forget it!\Ah, Kanna!\Is it that important whether a parent shows up or not? response:	For one thing, I'm not exactly Kanna-chan's mother anyway.
context: Miss Kobayashi, hang in there!\Well, at any rate, I can't.\Sorry, but you'll have to make do with Tohru.\Make do?\Forget it!\Ah, Kanna!\Is it that important whether a parent shows up or not?\For one thing, I'm not exactly Kanna-chan's mother anyway. response:	But Kanna does tend to view you as her mother.
context: Well, at any rate, I can't.\Sorry, but you'll have to make do with Tohru.\Make do?\Forget it!\Ah, Kanna!\Is it that important whether a parent shows up or not?\For one thing, I'm not exactly Kanna-chan's mother anyway.\But Kanna does tend to view you as her mother. response:	I'm not that great though.
context: Sorry, but you'll have to make do with Tohru.\Make do?\Forget it!\Ah, Kanna!\Is it that important whether a parent shows up or not?\For one thing, I'm not exactly Kanna-chan's mother anyway.\But Kanna does tend to view you as her mother.\I'm not that great though. response:	I never had both my parents come to a sports festival.
context: Make do?\Forget it!\Ah, Kanna!\Is it that important whether a parent shows up or not?\For one thing, I'm not exactly Kanna-chan's mother anyway.\But Kanna does tend to view you as her mother.\I'm not that great though.\I never had both my parents come to a sports festival. response:	They were busy with work.
context: Forget it!\Ah, Kanna!\Is it that important whether a parent shows up or not?\For one thing, I'm not exactly Kanna-chan's mother anyway.\But Kanna does tend to view you as her mother.\I'm not that great though.\I never had both my parents come to a sports festival.\They were busy with work. response:	I understood they were supporting our family, too.
context: Ah, Kanna!\Is it that important whether a parent shows up or not?\For one thing, I'm not exactly Kanna-chan's mother anyway.\But Kanna does tend to view you as her mother.\I'm not that great though.\I never had both my parents come to a sports festival.\They were busy with work.\I understood they were supporting our family, too. response:	Kanna's parents basically gave her free rein.
context: Is it that important whether a parent shows up or not?\For one thing, I'm not exactly Kanna-chan's mother anyway.\But Kanna does tend to view you as her mother.\I'm not that great though.\I never had both my parents come to a sports festival.\They were busy with work.\I understood they were supporting our family, too.\Kanna's parents basically gave her free rein. response:	They felt a dragon would grow up strong on its own.
context: For one thing, I'm not exactly Kanna-chan's mother anyway.\But Kanna does tend to view you as her mother.\I'm not that great though.\I never had both my parents come to a sports festival.\They were busy with work.\I understood they were supporting our family, too.\Kanna's parents basically gave her free rein.\They felt a dragon would grow up strong on its own. response:	They probably told her to live strong since she bears the name Kanna Kamui.
context: But Kanna does tend to view you as her mother.\I'm not that great though.\I never had both my parents come to a sports festival.\They were busy with work.\I understood they were supporting our family, too.\Kanna's parents basically gave her free rein.\They felt a dragon would grow up strong on its own.\They probably told her to live strong since she bears the name Kanna Kamui. response:	But Kanna's pulled many different pranks to try and get her parents' attention.
context: I'm not that great though.\I never had both my parents come to a sports festival.\They were busy with work.\I understood they were supporting our family, too.\Kanna's parents basically gave her free rein.\They felt a dragon would grow up strong on its own.\They probably told her to live strong since she bears the name Kanna Kamui.\But Kanna's pulled many different pranks to try and get her parents' attention. response:	To the point she was banished to this world...
context: I never had both my parents come to a sports festival.\They were busy with work.\I understood they were supporting our family, too.\Kanna's parents basically gave her free rein.\They felt a dragon would grow up strong on its own.\They probably told her to live strong since she bears the name Kanna Kamui.\But Kanna's pulled many different pranks to try and get her parents' attention.\To the point she was banished to this world... response:	So I think that's why she wants you to spoil her.
context: They were busy with work.\I understood they were supporting our family, too.\Kanna's parents basically gave her free rein.\They felt a dragon would grow up strong on its own.\They probably told her to live strong since she bears the name Kanna Kamui.\But Kanna's pulled many different pranks to try and get her parents' attention.\To the point she was banished to this world...\So I think that's why she wants you to spoil her. response:	Even if you say that...
context: I understood they were supporting our family, too.\Kanna's parents basically gave her free rein.\They felt a dragon would grow up strong on its own.\They probably told her to live strong since she bears the name Kanna Kamui.\But Kanna's pulled many different pranks to try and get her parents' attention.\To the point she was banished to this world...\So I think that's why she wants you to spoil her.\Even if you say that... response:	Hmm...
context: Kanna's parents basically gave her free rein.\They felt a dragon would grow up strong on its own.\They probably told her to live strong since she bears the name Kanna Kamui.\But Kanna's pulled many different pranks to try and get her parents' attention.\To the point she was banished to this world...\So I think that's why she wants you to spoil her.\Even if you say that...\Hmm... response:	Good morning, Kanna-san.
context: They felt a dragon would grow up strong on its own.\They probably told her to live strong since she bears the name Kanna Kamui.\But Kanna's pulled many different pranks to try and get her parents' attention.\To the point she was banished to this world...\So I think that's why she wants you to spoil her.\Even if you say that...\Hmm...\Good morning, Kanna-san. response:	What's wrong?
context: They probably told her to live strong since she bears the name Kanna Kamui.\But Kanna's pulled many different pranks to try and get her parents' attention.\To the point she was banished to this world...\So I think that's why she wants you to spoil her.\Even if you say that...\Hmm...\Good morning, Kanna-san.\What's wrong? response:	Kobayashi won't come to the sports festival.
context: But Kanna's pulled many different pranks to try and get her parents' attention.\To the point she was banished to this world...\So I think that's why she wants you to spoil her.\Even if you say that...\Hmm...\Good morning, Kanna-san.\What's wrong?\Kobayashi won't come to the sports festival. response:	Wow, really?
context: To the point she was banished to this world...\So I think that's why she wants you to spoil her.\Even if you say that...\Hmm...\Good morning, Kanna-san.\What's wrong?\Kobayashi won't come to the sports festival.\Wow, really? response:	But there's more to the sports festival than that!
context: So I think that's why she wants you to spoil her.\Even if you say that...\Hmm...\Good morning, Kanna-san.\What's wrong?\Kobayashi won't come to the sports festival.\Wow, really?\But there's more to the sports festival than that! response:	It's still fun working together with everyone to be victorious!
context: Even if you say that...\Hmm...\Good morning, Kanna-san.\What's wrong?\Kobayashi won't come to the sports festival.\Wow, really?\But there's more to the sports festival than that!\It's still fun working together with everyone to be victorious! response:	Victorious...
context: Hmm...\Good morning, Kanna-san.\What's wrong?\Kobayashi won't come to the sports festival.\Wow, really?\But there's more to the sports festival than that!\It's still fun working together with everyone to be victorious!\Victorious... response:	Your working together sounds fishy, Saikawa-san.
context: Good morning, Kanna-san.\What's wrong?\Kobayashi won't come to the sports festival.\Wow, really?\But there's more to the sports festival than that!\It's still fun working together with everyone to be victorious!\Victorious...\Your working together sounds fishy, Saikawa-san. response:	Shut up! You got a problem with that?!
context: What's wrong?\Kobayashi won't come to the sports festival.\Wow, really?\But there's more to the sports festival than that!\It's still fun working together with everyone to be victorious!\Victorious...\Your working together sounds fishy, Saikawa-san.\Shut up! You got a problem with that?! response:	No, no problem. I just don't believe you.
context: Kobayashi won't come to the sports festival.\Wow, really?\But there's more to the sports festival than that!\It's still fun working together with everyone to be victorious!\Victorious...\Your working together sounds fishy, Saikawa-san.\Shut up! You got a problem with that?!\No, no problem. I just don't believe you. response:	That is basically having a problem with it!
context: Wow, really?\But there's more to the sports festival than that!\It's still fun working together with everyone to be victorious!\Victorious...\Your working together sounds fishy, Saikawa-san.\Shut up! You got a problem with that?!\No, no problem. I just don't believe you.\That is basically having a problem with it! response:	Sports festival?
context: But there's more to the sports festival than that!\It's still fun working together with everyone to be victorious!\Victorious...\Your working together sounds fishy, Saikawa-san.\Shut up! You got a problem with that?!\No, no problem. I just don't believe you.\That is basically having a problem with it!\Sports festival? response:	Yeah.
context: It's still fun working together with everyone to be victorious!\Victorious...\Your working together sounds fishy, Saikawa-san.\Shut up! You got a problem with that?!\No, no problem. I just don't believe you.\That is basically having a problem with it!\Sports festival?\Yeah. response:	That date overlaps directly with our delivery date.
context: Victorious...\Your working together sounds fishy, Saikawa-san.\Shut up! You got a problem with that?!\No, no problem. I just don't believe you.\That is basically having a problem with it!\Sports festival?\Yeah.\That date overlaps directly with our delivery date. response:	Well, I'm wondering if there's really any need to go in the first place.
context: Your working together sounds fishy, Saikawa-san.\Shut up! You got a problem with that?!\No, no problem. I just don't believe you.\That is basically having a problem with it!\Sports festival?\Yeah.\That date overlaps directly with our delivery date.\Well, I'm wondering if there's really any need to go in the first place. response:	You don't want to?
context: Shut up! You got a problem with that?!\No, no problem. I just don't believe you.\That is basically having a problem with it!\Sports festival?\Yeah.\That date overlaps directly with our delivery date.\Well, I'm wondering if there's really any need to go in the first place.\You don't want to? response:	Well, I think it would be nice if I could go.
context: No, no problem. I just don't believe you.\That is basically having a problem with it!\Sports festival?\Yeah.\That date overlaps directly with our delivery date.\Well, I'm wondering if there's really any need to go in the first place.\You don't want to?\Well, I think it would be nice if I could go. response:	Hmm? What?
context: That is basically having a problem with it!\Sports festival?\Yeah.\That date overlaps directly with our delivery date.\Well, I'm wondering if there's really any need to go in the first place.\You don't want to?\Well, I think it would be nice if I could go.\Hmm? What? response:	It's my first time seeing you worry about something like this.
context: Sports festival?\Yeah.\That date overlaps directly with our delivery date.\Well, I'm wondering if there's really any need to go in the first place.\You don't want to?\Well, I think it would be nice if I could go.\Hmm? What?\It's my first time seeing you worry about something like this. response:	Really?
context: Yeah.\That date overlaps directly with our delivery date.\Well, I'm wondering if there's really any need to go in the first place.\You don't want to?\Well, I think it would be nice if I could go.\Hmm? What?\It's my first time seeing you worry about something like this.\Really? response:	Oh, I guess so.
context: That date overlaps directly with our delivery date.\Well, I'm wondering if there's really any need to go in the first place.\You don't want to?\Well, I think it would be nice if I could go.\Hmm? What?\It's my first time seeing you worry about something like this.\Really?\Oh, I guess so. response:	Well, I think it's more a question of do you want to go, rather than can you.
context: Well, I'm wondering if there's really any need to go in the first place.\You don't want to?\Well, I think it would be nice if I could go.\Hmm? What?\It's my first time seeing you worry about something like this.\Really?\Oh, I guess so.\Well, I think it's more a question of do you want to go, rather than can you. response:	If I want to go, huh?
context: You don't want to?\Well, I think it would be nice if I could go.\Hmm? What?\It's my first time seeing you worry about something like this.\Really?\Oh, I guess so.\Well, I think it's more a question of do you want to go, rather than can you.\If I want to go, huh? response:	Lalala, I'm a cute maid!
context: Well, I think it would be nice if I could go.\Hmm? What?\It's my first time seeing you worry about something like this.\Really?\Oh, I guess so.\Well, I think it's more a question of do you want to go, rather than can you.\If I want to go, huh?\Lalala, I'm a cute maid! response:	I'm home.
context: Hmm? What?\It's my first time seeing you worry about something like this.\Really?\Oh, I guess so.\Well, I think it's more a question of do you want to go, rather than can you.\If I want to go, huh?\Lalala, I'm a cute maid!\I'm home. response:	Kanna, are you still in a bad mood?
context: It's my first time seeing you worry about something like this.\Really?\Oh, I guess so.\Well, I think it's more a question of do you want to go, rather than can you.\If I want to go, huh?\Lalala, I'm a cute maid!\I'm home.\Kanna, are you still in a bad mood? response:	Would you give
context: Really?\Oh, I guess so.\Well, I think it's more a question of do you want to go, rather than can you.\If I want to go, huh?\Lalala, I'm a cute maid!\I'm home.\Kanna, are you still in a bad mood?\Would you give response:	Lady Tohru, perception blocking.
context: Oh, I guess so.\Well, I think it's more a question of do you want to go, rather than can you.\If I want to go, huh?\Lalala, I'm a cute maid!\I'm home.\Kanna, are you still in a bad mood?\Would you give\Lady Tohru, perception blocking. response:	Huh?
context: Well, I think it's more a question of do you want to go, rather than can you.\If I want to go, huh?\Lalala, I'm a cute maid!\I'm home.\Kanna, are you still in a bad mood?\Would you give\Lady Tohru, perception blocking.\Huh? response:	Place it on me.
context: If I want to go, huh?\Lalala, I'm a cute maid!\I'm home.\Kanna, are you still in a bad mood?\Would you give\Lady Tohru, perception blocking.\Huh?\Place it on me. response:	Oh.
context: Lalala, I'm a cute maid!\I'm home.\Kanna, are you still in a bad mood?\Would you give\Lady Tohru, perception blocking.\Huh?\Place it on me.\Oh. response:	I'm home.
context: I'm home.\Kanna, are you still in a bad mood?\Would you give\Lady Tohru, perception blocking.\Huh?\Place it on me.\Oh.\I'm home. response:	I'll get your dinner ready.
context: Kanna, are you still in a bad mood?\Would you give\Lady Tohru, perception blocking.\Huh?\Place it on me.\Oh.\I'm home.\I'll get your dinner ready. response:	Yeah.
context: Would you give\Lady Tohru, perception blocking.\Huh?\Place it on me.\Oh.\I'm home.\I'll get your dinner ready.\Yeah. response:	Kobayashi.
context: Lady Tohru, perception blocking.\Huh?\Place it on me.\Oh.\I'm home.\I'll get your dinner ready.\Yeah.\Kobayashi. response:	Hmm?
context: Huh?\Place it on me.\Oh.\I'm home.\I'll get your dinner ready.\Yeah.\Kobayashi.\Hmm? response:	It's all right if you don't come to the sports festival.
context: Place it on me.\Oh.\I'm home.\I'll get your dinner ready.\Yeah.\Kobayashi.\Hmm?\It's all right if you don't come to the sports festival. response:	Huh?
context: Oh.\I'm home.\I'll get your dinner ready.\Yeah.\Kobayashi.\Hmm?\It's all right if you don't come to the sports festival.\Huh? response:	It'll still be fun working together with everyone in my class.
context: I'm home.\I'll get your dinner ready.\Yeah.\Kobayashi.\Hmm?\It's all right if you don't come to the sports festival.\Huh?\It'll still be fun working together with everyone in my class. response:	So, good luck with your work, Kobayashi.
context: I'll get your dinner ready.\Yeah.\Kobayashi.\Hmm?\It's all right if you don't come to the sports festival.\Huh?\It'll still be fun working together with everyone in my class.\So, good luck with your work, Kobayashi. response:	Oh, sure.
context: Yeah.\Kobayashi.\Hmm?\It's all right if you don't come to the sports festival.\Huh?\It'll still be fun working together with everyone in my class.\So, good luck with your work, Kobayashi.\Oh, sure. response:	Good night.
context: Kobayashi.\Hmm?\It's all right if you don't come to the sports festival.\Huh?\It'll still be fun working together with everyone in my class.\So, good luck with your work, Kobayashi.\Oh, sure.\Good night. response:	It seems that Kanna went to your work today and was secretly observing you.
context: Hmm?\It's all right if you don't come to the sports festival.\Huh?\It'll still be fun working together with everyone in my class.\So, good luck with your work, Kobayashi.\Oh, sure.\Good night.\It seems that Kanna went to your work today and was secretly observing you. response:	Hmm...
context: It's all right if you don't come to the sports festival.\Huh?\It'll still be fun working together with everyone in my class.\So, good luck with your work, Kobayashi.\Oh, sure.\Good night.\It seems that Kanna went to your work today and was secretly observing you.\Hmm... response:	I've felt this feeling before.
context: Huh?\It'll still be fun working together with everyone in my class.\So, good luck with your work, Kobayashi.\Oh, sure.\Good night.\It seems that Kanna went to your work today and was secretly observing you.\Hmm...\I've felt this feeling before. response:	Oh, right.
context: It'll still be fun working together with everyone in my class.\So, good luck with your work, Kobayashi.\Oh, sure.\Good night.\It seems that Kanna went to your work today and was secretly observing you.\Hmm...\I've felt this feeling before.\Oh, right. response:	It's the same guilt I felt then...
context: So, good luck with your work, Kobayashi.\Oh, sure.\Good night.\It seems that Kanna went to your work today and was secretly observing you.\Hmm...\I've felt this feeling before.\Oh, right.\It's the same guilt I felt then... response:	Tohru.
context: Oh, sure.\Good night.\It seems that Kanna went to your work today and was secretly observing you.\Hmm...\I've felt this feeling before.\Oh, right.\It's the same guilt I felt then...\Tohru. response:	Yes?
context: Good night.\It seems that Kanna went to your work today and was secretly observing you.\Hmm...\I've felt this feeling before.\Oh, right.\It's the same guilt I felt then...\Tohru.\Yes? response:	Starting tomorrow, I'll be getting home even later.
context: It seems that Kanna went to your work today and was secretly observing you.\Hmm...\I've felt this feeling before.\Oh, right.\It's the same guilt I felt then...\Tohru.\Yes?\Starting tomorrow, I'll be getting home even later. response:	You mean...?
context: Hmm...\I've felt this feeling before.\Oh, right.\It's the same guilt I felt then...\Tohru.\Yes?\Starting tomorrow, I'll be getting home even later.\You mean...? response:	All right!
context: I've felt this feeling before.\Oh, right.\It's the same guilt I felt then...\Tohru.\Yes?\Starting tomorrow, I'll be getting home even later.\You mean...?\All right! response:	Boys Relay
context: Oh, right.\It's the same guilt I felt then...\Tohru.\Yes?\Starting tomorrow, I'll be getting home even later.\You mean...?\All right!\Boys Relay response:	Girls Relay
context: It's the same guilt I felt then...\Tohru.\Yes?\Starting tomorrow, I'll be getting home even later.\You mean...?\All right!\Boys Relay\Girls Relay response:	Thirty-five!
context: Tohru.\Yes?\Starting tomorrow, I'll be getting home even later.\You mean...?\All right!\Boys Relay\Girls Relay\Thirty-five! response:	Thirty-six!
context: Yes?\Starting tomorrow, I'll be getting home even later.\You mean...?\All right!\Boys Relay\Girls Relay\Thirty-five!\Thirty-six! response:	Thirty-seven!
context: Starting tomorrow, I'll be getting home even later.\You mean...?\All right!\Boys Relay\Girls Relay\Thirty-five!\Thirty-six!\Thirty-seven! response:	Thirty-eight!
context: You mean...?\All right!\Boys Relay\Girls Relay\Thirty-five!\Thirty-six!\Thirty-seven!\Thirty-eight! response:	Thirty-nine!
context: All right!\Boys Relay\Girls Relay\Thirty-five!\Thirty-six!\Thirty-seven!\Thirty-eight!\Thirty-nine! response:	For
context: Boys Relay\Girls Relay\Thirty-five!\Thirty-six!\Thirty-seven!\Thirty-eight!\Thirty-nine!\For response:	Shoot!
context: Girls Relay\Thirty-five!\Thirty-six!\Thirty-seven!\Thirty-eight!\Thirty-nine!\For\Shoot! response:	So close!
context: Thirty-five!\Thirty-six!\Thirty-seven!\Thirty-eight!\Thirty-nine!\For\Shoot!\So close! response:	Okay. That's enough for today.
context: Thirty-six!\Thirty-seven!\Thirty-eight!\Thirty-nine!\For\Shoot!\So close!\Okay. That's enough for today. response:	You're all able to jump a lot now, huh?
context: Thirty-seven!\Thirty-eight!\Thirty-nine!\For\Shoot!\So close!\Okay. That's enough for today.\You're all able to jump a lot now, huh? response:	That's incredible.
context: Thirty-eight!\Thirty-nine!\For\Shoot!\So close!\Okay. That's enough for today.\You're all able to jump a lot now, huh?\That's incredible. response:	Let's keep it up and work hard toward winning the sports festival!
context: Thirty-nine!\For\Shoot!\So close!\Okay. That's enough for today.\You're all able to jump a lot now, huh?\That's incredible.\Let's keep it up and work hard toward winning the sports festival! response:	Yes!
context: For\Shoot!\So close!\Okay. That's enough for today.\You're all able to jump a lot now, huh?\That's incredible.\Let's keep it up and work hard toward winning the sports festival!\Yes! response:	Kanna-san, let's do our best!
context: Shoot!\So close!\Okay. That's enough for today.\You're all able to jump a lot now, huh?\That's incredible.\Let's keep it up and work hard toward winning the sports festival!\Yes!\Kanna-san, let's do our best! response:	Okay.
