context: Piercing through the Macro sky, response:	A thunderbolt strikes the Earth
context: Another one?\All right.\Tell them to send a patrol unit there right away.\Yes, ma'am!\Oh, and Machizaki? Tell Captain Vanessa to return to Command Section 1.\I'm sorry, ma'am, but could you possibly tell her that yourself?\I suppose. Why?\Huh? response:	They always start picking on me! Please, ma'am!
context: All right.\Tell them to send a patrol unit there right away.\Yes, ma'am!\Oh, and Machizaki? Tell Captain Vanessa to return to Command Section 1.\I'm sorry, ma'am, but could you possibly tell her that yourself?\I suppose. Why?\Huh?\They always start picking on me! Please, ma'am! response:	I swear. Men these days are all wimps!
context: Tell them to send a patrol unit there right away.\Yes, ma'am!\Oh, and Machizaki? Tell Captain Vanessa to return to Command Section 1.\I'm sorry, ma'am, but could you possibly tell her that yourself?\I suppose. Why?\Huh?\They always start picking on me! Please, ma'am!\I swear. Men these days are all wimps! response:	Trad City! Move it!
context: Yes, ma'am!\Oh, and Machizaki? Tell Captain Vanessa to return to Command Section 1.\I'm sorry, ma'am, but could you possibly tell her that yourself?\I suppose. Why?\Huh?\They always start picking on me! Please, ma'am!\I swear. Men these days are all wimps!\Trad City! Move it! response:	Huh? But Trad City is over half Zentradi.
context: Oh, and Machizaki? Tell Captain Vanessa to return to Command Section 1.\I'm sorry, ma'am, but could you possibly tell her that yourself?\I suppose. Why?\Huh?\They always start picking on me! Please, ma'am!\I swear. Men these days are all wimps!\Trad City! Move it!\Huh? But Trad City is over half Zentradi. response:	Can we handle this with just three units?
context: I'm sorry, ma'am, but could you possibly tell her that yourself?\I suppose. Why?\Huh?\They always start picking on me! Please, ma'am!\I swear. Men these days are all wimps!\Trad City! Move it!\Huh? But Trad City is over half Zentradi.\Can we handle this with just three units? response:	Other units should be coming too, so stop complaining!
context: I suppose. Why?\Huh?\They always start picking on me! Please, ma'am!\I swear. Men these days are all wimps!\Trad City! Move it!\Huh? But Trad City is over half Zentradi.\Can we handle this with just three units?\Other units should be coming too, so stop complaining! response:	Everybody's gotta argue...
context: Huh?\They always start picking on me! Please, ma'am!\I swear. Men these days are all wimps!\Trad City! Move it!\Huh? But Trad City is over half Zentradi.\Can we handle this with just three units?\Other units should be coming too, so stop complaining!\Everybody's gotta argue... response:	They stole the micloning device!
context: They always start picking on me! Please, ma'am!\I swear. Men these days are all wimps!\Trad City! Move it!\Huh? But Trad City is over half Zentradi.\Can we handle this with just three units?\Other units should be coming too, so stop complaining!\Everybody's gotta argue...\They stole the micloning device! response:	Scramble the Valkyries!
context: I swear. Men these days are all wimps!\Trad City! Move it!\Huh? But Trad City is over half Zentradi.\Can we handle this with just three units?\Other units should be coming too, so stop complaining!\Everybody's gotta argue...\They stole the micloning device!\Scramble the Valkyries! response:	There they are. Stop them with some warning shots!
context: Trad City! Move it!\Huh? But Trad City is over half Zentradi.\Can we handle this with just three units?\Other units should be coming too, so stop complaining!\Everybody's gotta argue...\They stole the micloning device!\Scramble the Valkyries!\There they are. Stop them with some warning shots! response:	Yes, sir!
context: Huh? But Trad City is over half Zentradi.\Can we handle this with just three units?\Other units should be coming too, so stop complaining!\Everybody's gotta argue...\They stole the micloning device!\Scramble the Valkyries!\There they are. Stop them with some warning shots!\Yes, sir! response:	Okay, let's do it!
context: Can we handle this with just three units?\Other units should be coming too, so stop complaining!\Everybody's gotta argue...\They stole the micloning device!\Scramble the Valkyries!\There they are. Stop them with some warning shots!\Yes, sir!\Okay, let's do it! response:	There's no point in trying to fight back.
context: Other units should be coming too, so stop complaining!\Everybody's gotta argue...\They stole the micloning device!\Scramble the Valkyries!\There they are. Stop them with some warning shots!\Yes, sir!\Okay, let's do it!\There's no point in trying to fight back. response:	You're free to live your lives however you want,
context: Everybody's gotta argue...\They stole the micloning device!\Scramble the Valkyries!\There they are. Stop them with some warning shots!\Yes, sir!\Okay, let's do it!\There's no point in trying to fight back.\You're free to live your lives however you want, response:	but you can't go running off with that micloning device!
context: They stole the micloning device!\Scramble the Valkyries!\There they are. Stop them with some warning shots!\Yes, sir!\Okay, let's do it!\There's no point in trying to fight back.\You're free to live your lives however you want,\but you can't go running off with that micloning device! response:	What? You haven't secured it yet?
context: Scramble the Valkyries!\There they are. Stop them with some warning shots!\Yes, sir!\Okay, let's do it!\There's no point in trying to fight back.\You're free to live your lives however you want,\but you can't go running off with that micloning device!\What? You haven't secured it yet? response:	No, with patrols this tight, things haven't really gone...
context: There they are. Stop them with some warning shots!\Yes, sir!\Okay, let's do it!\There's no point in trying to fight back.\You're free to live your lives however you want,\but you can't go running off with that micloning device!\What? You haven't secured it yet?\No, with patrols this tight, things haven't really gone... response:	You dumb bastard! Just crush their patrols with your fingers!
context: Yes, sir!\Okay, let's do it!\There's no point in trying to fight back.\You're free to live your lives however you want,\but you can't go running off with that micloning device!\What? You haven't secured it yet?\No, with patrols this tight, things haven't really gone...\You dumb bastard! Just crush their patrols with your fingers! response:	But Boss...
context: Okay, let's do it!\There's no point in trying to fight back.\You're free to live your lives however you want,\but you can't go running off with that micloning device!\What? You haven't secured it yet?\No, with patrols this tight, things haven't really gone...\You dumb bastard! Just crush their patrols with your fingers!\But Boss... response:	Silence, Oigur! You've grown weak-willed these past two years!
context: There's no point in trying to fight back.\You're free to live your lives however you want,\but you can't go running off with that micloning device!\What? You haven't secured it yet?\No, with patrols this tight, things haven't really gone...\You dumb bastard! Just crush their patrols with your fingers!\But Boss...\Silence, Oigur! You've grown weak-willed these past two years! response:	I have not!
context: You're free to live your lives however you want,\but you can't go running off with that micloning device!\What? You haven't secured it yet?\No, with patrols this tight, things haven't really gone...\You dumb bastard! Just crush their patrols with your fingers!\But Boss...\Silence, Oigur! You've grown weak-willed these past two years!\I have not! response:	Then you should be able to smash your way in and steal a micloning device or two, shouldn't you?
context: but you can't go running off with that micloning device!\What? You haven't secured it yet?\No, with patrols this tight, things haven't really gone...\You dumb bastard! Just crush their patrols with your fingers!\But Boss...\Silence, Oigur! You've grown weak-willed these past two years!\I have not!\Then you should be able to smash your way in and steal a micloning device or two, shouldn't you? response:	Quit tryin' to make it sound so easy! With our current firepower...
context: What? You haven't secured it yet?\No, with patrols this tight, things haven't really gone...\You dumb bastard! Just crush their patrols with your fingers!\But Boss...\Silence, Oigur! You've grown weak-willed these past two years!\I have not!\Then you should be able to smash your way in and steal a micloning device or two, shouldn't you?\Quit tryin' to make it sound so easy! With our current firepower... response:	How dare you use that tone to address a superior officer?!
context: No, with patrols this tight, things haven't really gone...\You dumb bastard! Just crush their patrols with your fingers!\But Boss...\Silence, Oigur! You've grown weak-willed these past two years!\I have not!\Then you should be able to smash your way in and steal a micloning device or two, shouldn't you?\Quit tryin' to make it sound so easy! With our current firepower...\How dare you use that tone to address a superior officer?! response:	Enough! This isn't the time for you two to be standing around arguing!
context: You dumb bastard! Just crush their patrols with your fingers!\But Boss...\Silence, Oigur! You've grown weak-willed these past two years!\I have not!\Then you should be able to smash your way in and steal a micloning device or two, shouldn't you?\Quit tryin' to make it sound so easy! With our current firepower...\How dare you use that tone to address a superior officer?!\Enough! This isn't the time for you two to be standing around arguing! response:	Oigur! I already said I'd turn everyone back to normal
context: But Boss...\Silence, Oigur! You've grown weak-willed these past two years!\I have not!\Then you should be able to smash your way in and steal a micloning device or two, shouldn't you?\Quit tryin' to make it sound so easy! With our current firepower...\How dare you use that tone to address a superior officer?!\Enough! This isn't the time for you two to be standing around arguing!\Oigur! I already said I'd turn everyone back to normal response:	so if I don't get that micloning device, I'll look like a fool!
context: Silence, Oigur! You've grown weak-willed these past two years!\I have not!\Then you should be able to smash your way in and steal a micloning device or two, shouldn't you?\Quit tryin' to make it sound so easy! With our current firepower...\How dare you use that tone to address a superior officer?!\Enough! This isn't the time for you two to be standing around arguing!\Oigur! I already said I'd turn everyone back to normal\so if I don't get that micloning device, I'll look like a fool! response:	Do whatever it takes. Just go and steal one!
context: I have not!\Then you should be able to smash your way in and steal a micloning device or two, shouldn't you?\Quit tryin' to make it sound so easy! With our current firepower...\How dare you use that tone to address a superior officer?!\Enough! This isn't the time for you two to be standing around arguing!\Oigur! I already said I'd turn everyone back to normal\so if I don't get that micloning device, I'll look like a fool!\Do whatever it takes. Just go and steal one! response:	Yes, sir!
context: Then you should be able to smash your way in and steal a micloning device or two, shouldn't you?\Quit tryin' to make it sound so easy! With our current firepower...\How dare you use that tone to address a superior officer?!\Enough! This isn't the time for you two to be standing around arguing!\Oigur! I already said I'd turn everyone back to normal\so if I don't get that micloning device, I'll look like a fool!\Do whatever it takes. Just go and steal one!\Yes, sir! response:	Go!
context: Quit tryin' to make it sound so easy! With our current firepower...\How dare you use that tone to address a superior officer?!\Enough! This isn't the time for you two to be standing around arguing!\Oigur! I already said I'd turn everyone back to normal\so if I don't get that micloning device, I'll look like a fool!\Do whatever it takes. Just go and steal one!\Yes, sir!\Go! response:	Yes, sir!
context: How dare you use that tone to address a superior officer?!\Enough! This isn't the time for you two to be standing around arguing!\Oigur! I already said I'd turn everyone back to normal\so if I don't get that micloning device, I'll look like a fool!\Do whatever it takes. Just go and steal one!\Yes, sir!\Go!\Yes, sir! response:	Can that man really be counted on?
context: Enough! This isn't the time for you two to be standing around arguing!\Oigur! I already said I'd turn everyone back to normal\so if I don't get that micloning device, I'll look like a fool!\Do whatever it takes. Just go and steal one!\Yes, sir!\Go!\Yes, sir!\Can that man really be counted on? response:	Compared to how he used to be, he's a complete wimp, all right.
context: Oigur! I already said I'd turn everyone back to normal\so if I don't get that micloning device, I'll look like a fool!\Do whatever it takes. Just go and steal one!\Yes, sir!\Go!\Yes, sir!\Can that man really be counted on?\Compared to how he used to be, he's a complete wimp, all right. response:	The only one that's as powerful as ever is you.
context: so if I don't get that micloning device, I'll look like a fool!\Do whatever it takes. Just go and steal one!\Yes, sir!\Go!\Yes, sir!\Can that man really be counted on?\Compared to how he used to be, he's a complete wimp, all right.\The only one that's as powerful as ever is you. response:	Stop that.
context: Do whatever it takes. Just go and steal one!\Yes, sir!\Go!\Yes, sir!\Can that man really be counted on?\Compared to how he used to be, he's a complete wimp, all right.\The only one that's as powerful as ever is you.\Stop that. response:	All right...
context: Yes, sir!\Go!\Yes, sir!\Can that man really be counted on?\Compared to how he used to be, he's a complete wimp, all right.\The only one that's as powerful as ever is you.\Stop that.\All right... response:	It was a mistake to have them handle it.
context: Go!\Yes, sir!\Can that man really be counted on?\Compared to how he used to be, he's a complete wimp, all right.\The only one that's as powerful as ever is you.\Stop that.\All right...\It was a mistake to have them handle it. response:	I'm going to go steal that micloning device myself!
context: Yes, sir!\Can that man really be counted on?\Compared to how he used to be, he's a complete wimp, all right.\The only one that's as powerful as ever is you.\Stop that.\All right...\It was a mistake to have them handle it.\I'm going to go steal that micloning device myself! response:	So easy to manipulate...
context: Can that man really be counted on?\Compared to how he used to be, he's a complete wimp, all right.\The only one that's as powerful as ever is you.\Stop that.\All right...\It was a mistake to have them handle it.\I'm going to go steal that micloning device myself!\So easy to manipulate... response:	Minmay!
context: Compared to how he used to be, he's a complete wimp, all right.\The only one that's as powerful as ever is you.\Stop that.\All right...\It was a mistake to have them handle it.\I'm going to go steal that micloning device myself!\So easy to manipulate...\Minmay! response:	Hikaru.
context: The only one that's as powerful as ever is you.\Stop that.\All right...\It was a mistake to have them handle it.\I'm going to go steal that micloning device myself!\So easy to manipulate...\Minmay!\Hikaru. response:	Where do you think you're taking this?
context: Stop that.\All right...\It was a mistake to have them handle it.\I'm going to go steal that micloning device myself!\So easy to manipulate...\Minmay!\Hikaru.\Where do you think you're taking this? response:	Who are you?
context: All right...\It was a mistake to have them handle it.\I'm going to go steal that micloning device myself!\So easy to manipulate...\Minmay!\Hikaru.\Where do you think you're taking this?\Who are you? response:	The mayor of this city.
context: It was a mistake to have them handle it.\I'm going to go steal that micloning device myself!\So easy to manipulate...\Minmay!\Hikaru.\Where do you think you're taking this?\Who are you?\The mayor of this city. response:	Oh, I see.
context: I'm going to go steal that micloning device myself!\So easy to manipulate...\Minmay!\Hikaru.\Where do you think you're taking this?\Who are you?\The mayor of this city.\Oh, I see. response:	The military is taking custody of this device.
context: So easy to manipulate...\Minmay!\Hikaru.\Where do you think you're taking this?\Who are you?\The mayor of this city.\Oh, I see.\The military is taking custody of this device. response:	That's going to make things difficult for us.
context: Minmay!\Hikaru.\Where do you think you're taking this?\Who are you?\The mayor of this city.\Oh, I see.\The military is taking custody of this device.\That's going to make things difficult for us. response:	As you know, most of our population is Zentradi.
context: Hikaru.\Where do you think you're taking this?\Who are you?\The mayor of this city.\Oh, I see.\The military is taking custody of this device.\That's going to make things difficult for us.\As you know, most of our population is Zentradi. response:	It would be extremely inconvenient not to have the device on hand.
context: Where do you think you're taking this?\Who are you?\The mayor of this city.\Oh, I see.\The military is taking custody of this device.\That's going to make things difficult for us.\As you know, most of our population is Zentradi.\It would be extremely inconvenient not to have the device on hand. response:	I thought that the military understood that.
context: Who are you?\The mayor of this city.\Oh, I see.\The military is taking custody of this device.\That's going to make things difficult for us.\As you know, most of our population is Zentradi.\It would be extremely inconvenient not to have the device on hand.\I thought that the military understood that. response:	We do, but circumstances have changed.
context: The mayor of this city.\Oh, I see.\The military is taking custody of this device.\That's going to make things difficult for us.\As you know, most of our population is Zentradi.\It would be extremely inconvenient not to have the device on hand.\I thought that the military understood that.\We do, but circumstances have changed. response:	I'm sure you understand what a dangerous time this is.
context: Oh, I see.\The military is taking custody of this device.\That's going to make things difficult for us.\As you know, most of our population is Zentradi.\It would be extremely inconvenient not to have the device on hand.\I thought that the military understood that.\We do, but circumstances have changed.\I'm sure you understand what a dangerous time this is. response:	There are some Zentradi who can't get used to life on Earth,
context: The military is taking custody of this device.\That's going to make things difficult for us.\As you know, most of our population is Zentradi.\It would be extremely inconvenient not to have the device on hand.\I thought that the military understood that.\We do, but circumstances have changed.\I'm sure you understand what a dangerous time this is.\There are some Zentradi who can't get used to life on Earth, response:	who are dissatisfied and have started turning violent.
