context: And we broke response:	Everything that was right
context: Whenever there's thunder and lightning,\does it start to feel hot around your navel?\How long ago was he hit by lightning?\The first time was five years ago,\under that tree.\Since then, he's been hit about three more times...\all while he was under that tree.\It's a miracle he survived. response:	Indeed.
context: does it start to feel hot around your navel?\How long ago was he hit by lightning?\The first time was five years ago,\under that tree.\Since then, he's been hit about three more times...\all while he was under that tree.\It's a miracle he survived.\Indeed. response:	I see.
context: How long ago was he hit by lightning?\The first time was five years ago,\under that tree.\Since then, he's been hit about three more times...\all while he was under that tree.\It's a miracle he survived.\Indeed.\I see. response:	As I suspected, the cause is a mushi.
context: The first time was five years ago,\under that tree.\Since then, he's been hit about three more times...\all while he was under that tree.\It's a miracle he survived.\Indeed.\I see.\As I suspected, the cause is a mushi. response:	It is?
context: under that tree.\Since then, he's been hit about three more times...\all while he was under that tree.\It's a miracle he survived.\Indeed.\I see.\As I suspected, the cause is a mushi.\It is? response:	It is a Shouraishi, or Lightning Summoner mushi.
context: Since then, he's been hit about three more times...\all while he was under that tree.\It's a miracle he survived.\Indeed.\I see.\As I suspected, the cause is a mushi.\It is?\It is a Shouraishi, or Lightning Summoner mushi. response:	Typically, it hovers in the sky and eats lightning to sustain itself.
context: all while he was under that tree.\It's a miracle he survived.\Indeed.\I see.\As I suspected, the cause is a mushi.\It is?\It is a Shouraishi, or Lightning Summoner mushi.\Typically, it hovers in the sky and eats lightning to sustain itself. response:	However, its larvae sometimes fall to the surface when lightning strikes.
context: It's a miracle he survived.\Indeed.\I see.\As I suspected, the cause is a mushi.\It is?\It is a Shouraishi, or Lightning Summoner mushi.\Typically, it hovers in the sky and eats lightning to sustain itself.\However, its larvae sometimes fall to the surface when lightning strikes. response:	After a Shouraishi larva falls, it is unable to return to the sky on its own.
context: Indeed.\I see.\As I suspected, the cause is a mushi.\It is?\It is a Shouraishi, or Lightning Summoner mushi.\Typically, it hovers in the sky and eats lightning to sustain itself.\However, its larvae sometimes fall to the surface when lightning strikes.\After a Shouraishi larva falls, it is unable to return to the sky on its own. response:	It may therefore hide in a nearby tree hollow,
context: I see.\As I suspected, the cause is a mushi.\It is?\It is a Shouraishi, or Lightning Summoner mushi.\Typically, it hovers in the sky and eats lightning to sustain itself.\However, its larvae sometimes fall to the surface when lightning strikes.\After a Shouraishi larva falls, it is unable to return to the sky on its own.\It may therefore hide in a nearby tree hollow, response:	or if a person is nearby,
context: As I suspected, the cause is a mushi.\It is?\It is a Shouraishi, or Lightning Summoner mushi.\Typically, it hovers in the sky and eats lightning to sustain itself.\However, its larvae sometimes fall to the surface when lightning strikes.\After a Shouraishi larva falls, it is unable to return to the sky on its own.\It may therefore hide in a nearby tree hollow,\or if a person is nearby, response:	it may enter his body through the navel and hide there instead.
context: It is?\It is a Shouraishi, or Lightning Summoner mushi.\Typically, it hovers in the sky and eats lightning to sustain itself.\However, its larvae sometimes fall to the surface when lightning strikes.\After a Shouraishi larva falls, it is unable to return to the sky on its own.\It may therefore hide in a nearby tree hollow,\or if a person is nearby,\it may enter his body through the navel and hide there instead. response:	While it remains in its host's body,
context: It is a Shouraishi, or Lightning Summoner mushi.\Typically, it hovers in the sky and eats lightning to sustain itself.\However, its larvae sometimes fall to the surface when lightning strikes.\After a Shouraishi larva falls, it is unable to return to the sky on its own.\It may therefore hide in a nearby tree hollow,\or if a person is nearby,\it may enter his body through the navel and hide there instead.\While it remains in its host's body, response:	it discharges electricity and calls lightning down to it.
context: Typically, it hovers in the sky and eats lightning to sustain itself.\However, its larvae sometimes fall to the surface when lightning strikes.\After a Shouraishi larva falls, it is unable to return to the sky on its own.\It may therefore hide in a nearby tree hollow,\or if a person is nearby,\it may enter his body through the navel and hide there instead.\While it remains in its host's body,\it discharges electricity and calls lightning down to it. response:	It does so in order to eat the lightning and eventually emerge as an adult.
context: However, its larvae sometimes fall to the surface when lightning strikes.\After a Shouraishi larva falls, it is unable to return to the sky on its own.\It may therefore hide in a nearby tree hollow,\or if a person is nearby,\it may enter his body through the navel and hide there instead.\While it remains in its host's body,\it discharges electricity and calls lightning down to it.\It does so in order to eat the lightning and eventually emerge as an adult. response:	I see.
context: After a Shouraishi larva falls, it is unable to return to the sky on its own.\It may therefore hide in a nearby tree hollow,\or if a person is nearby,\it may enter his body through the navel and hide there instead.\While it remains in its host's body,\it discharges electricity and calls lightning down to it.\It does so in order to eat the lightning and eventually emerge as an adult.\I see. response:	Since the Shouraishi eats lightning,
context: It may therefore hide in a nearby tree hollow,\or if a person is nearby,\it may enter his body through the navel and hide there instead.\While it remains in its host's body,\it discharges electricity and calls lightning down to it.\It does so in order to eat the lightning and eventually emerge as an adult.\I see.\Since the Shouraishi eats lightning, response:	the host may be struck by lightning, but he does not usually die as a result.
context: or if a person is nearby,\it may enter his body through the navel and hide there instead.\While it remains in its host's body,\it discharges electricity and calls lightning down to it.\It does so in order to eat the lightning and eventually emerge as an adult.\I see.\Since the Shouraishi eats lightning,\the host may be struck by lightning, but he does not usually die as a result. response:	However, if it continues to happen,
context: it may enter his body through the navel and hide there instead.\While it remains in its host's body,\it discharges electricity and calls lightning down to it.\It does so in order to eat the lightning and eventually emerge as an adult.\I see.\Since the Shouraishi eats lightning,\the host may be struck by lightning, but he does not usually die as a result.\However, if it continues to happen, response:	it will eventually prove fatal.
context: While it remains in its host's body,\it discharges electricity and calls lightning down to it.\It does so in order to eat the lightning and eventually emerge as an adult.\I see.\Since the Shouraishi eats lightning,\the host may be struck by lightning, but he does not usually die as a result.\However, if it continues to happen,\it will eventually prove fatal. response:	When there is lightning, it would be best if he hid in a nearby cave of some sort.
context: it discharges electricity and calls lightning down to it.\It does so in order to eat the lightning and eventually emerge as an adult.\I see.\Since the Shouraishi eats lightning,\the host may be struck by lightning, but he does not usually die as a result.\However, if it continues to happen,\it will eventually prove fatal.\When there is lightning, it would be best if he hid in a nearby cave of some sort. response:	I often tell him to go into the cellar,
context: It does so in order to eat the lightning and eventually emerge as an adult.\I see.\Since the Shouraishi eats lightning,\the host may be struck by lightning, but he does not usually die as a result.\However, if it continues to happen,\it will eventually prove fatal.\When there is lightning, it would be best if he hid in a nearby cave of some sort.\I often tell him to go into the cellar, response:	but he refuses to listen.
context: I see.\Since the Shouraishi eats lightning,\the host may be struck by lightning, but he does not usually die as a result.\However, if it continues to happen,\it will eventually prove fatal.\When there is lightning, it would be best if he hid in a nearby cave of some sort.\I often tell him to go into the cellar,\but he refuses to listen. response:	Well, there are ways to extract the Shouraishi from him.
context: Since the Shouraishi eats lightning,\the host may be struck by lightning, but he does not usually die as a result.\However, if it continues to happen,\it will eventually prove fatal.\When there is lightning, it would be best if he hid in a nearby cave of some sort.\I often tell him to go into the cellar,\but he refuses to listen.\Well, there are ways to extract the Shouraishi from him. response:	We would simply need to make an infusion out of his umbilical cord.
context: the host may be struck by lightning, but he does not usually die as a result.\However, if it continues to happen,\it will eventually prove fatal.\When there is lightning, it would be best if he hid in a nearby cave of some sort.\I often tell him to go into the cellar,\but he refuses to listen.\Well, there are ways to extract the Shouraishi from him.\We would simply need to make an infusion out of his umbilical cord. response:	If it's all right, may we use it to help him?
context: However, if it continues to happen,\it will eventually prove fatal.\When there is lightning, it would be best if he hid in a nearby cave of some sort.\I often tell him to go into the cellar,\but he refuses to listen.\Well, there are ways to extract the Shouraishi from him.\We would simply need to make an infusion out of his umbilical cord.\If it's all right, may we use it to help him? response:	Oh, but I'm not quite sure where I put it...
context: it will eventually prove fatal.\When there is lightning, it would be best if he hid in a nearby cave of some sort.\I often tell him to go into the cellar,\but he refuses to listen.\Well, there are ways to extract the Shouraishi from him.\We would simply need to make an infusion out of his umbilical cord.\If it's all right, may we use it to help him?\Oh, but I'm not quite sure where I put it... response:	Shino!
context: When there is lightning, it would be best if he hid in a nearby cave of some sort.\I often tell him to go into the cellar,\but he refuses to listen.\Well, there are ways to extract the Shouraishi from him.\We would simply need to make an infusion out of his umbilical cord.\If it's all right, may we use it to help him?\Oh, but I'm not quite sure where I put it...\Shino! response:	Why are you always like this?!
context: I often tell him to go into the cellar,\but he refuses to listen.\Well, there are ways to extract the Shouraishi from him.\We would simply need to make an infusion out of his umbilical cord.\If it's all right, may we use it to help him?\Oh, but I'm not quite sure where I put it...\Shino!\Why are you always like this?! response:	This is Reki's life we're talking about here!
context: but he refuses to listen.\Well, there are ways to extract the Shouraishi from him.\We would simply need to make an infusion out of his umbilical cord.\If it's all right, may we use it to help him?\Oh, but I'm not quite sure where I put it...\Shino!\Why are you always like this?!\This is Reki's life we're talking about here! response:	Find it immediately!
context: Well, there are ways to extract the Shouraishi from him.\We would simply need to make an infusion out of his umbilical cord.\If it's all right, may we use it to help him?\Oh, but I'm not quite sure where I put it...\Shino!\Why are you always like this?!\This is Reki's life we're talking about here!\Find it immediately! response:	Okay
context: We would simply need to make an infusion out of his umbilical cord.\If it's all right, may we use it to help him?\Oh, but I'm not quite sure where I put it...\Shino!\Why are you always like this?!\This is Reki's life we're talking about here!\Find it immediately!\Okay response:	It's fine.
context: If it's all right, may we use it to help him?\Oh, but I'm not quite sure where I put it...\Shino!\Why are you always like this?!\This is Reki's life we're talking about here!\Find it immediately!\Okay\It's fine. response:	I don't mind it.
context: Oh, but I'm not quite sure where I put it...\Shino!\Why are you always like this?!\This is Reki's life we're talking about here!\Find it immediately!\Okay\It's fine.\I don't mind it. response:	Reki, please return to your room for now.
context: Shino!\Why are you always like this?!\This is Reki's life we're talking about here!\Find it immediately!\Okay\It's fine.\I don't mind it.\Reki, please return to your room for now. response:	I'm sorry about that.
context: Why are you always like this?!\This is Reki's life we're talking about here!\Find it immediately!\Okay\It's fine.\I don't mind it.\Reki, please return to your room for now.\I'm sorry about that. response:	I'm certain she has it somewhere around here.
context: This is Reki's life we're talking about here!\Find it immediately!\Okay\It's fine.\I don't mind it.\Reki, please return to your room for now.\I'm sorry about that.\I'm certain she has it somewhere around here. response:	Can you wait here for her?
context: Find it immediately!\Okay\It's fine.\I don't mind it.\Reki, please return to your room for now.\I'm sorry about that.\I'm certain she has it somewhere around here.\Can you wait here for her? response:	Now then, I must get back to work myself.
context: Okay\It's fine.\I don't mind it.\Reki, please return to your room for now.\I'm sorry about that.\I'm certain she has it somewhere around here.\Can you wait here for her?\Now then, I must get back to work myself. response:	If it's not too rude, I'd like to ask a personal question.
context: It's fine.\I don't mind it.\Reki, please return to your room for now.\I'm sorry about that.\I'm certain she has it somewhere around here.\Can you wait here for her?\Now then, I must get back to work myself.\If it's not too rude, I'd like to ask a personal question. response:	Are your wife and son related by blood?
context: I don't mind it.\Reki, please return to your room for now.\I'm sorry about that.\I'm certain she has it somewhere around here.\Can you wait here for her?\Now then, I must get back to work myself.\If it's not too rude, I'd like to ask a personal question.\Are your wife and son related by blood? response:	Yes.
context: Reki, please return to your room for now.\I'm sorry about that.\I'm certain she has it somewhere around here.\Can you wait here for her?\Now then, I must get back to work myself.\If it's not too rude, I'd like to ask a personal question.\Are your wife and son related by blood?\Yes. response:	My wife seems to struggle with how to relate to our son.
context: I'm sorry about that.\I'm certain she has it somewhere around here.\Can you wait here for her?\Now then, I must get back to work myself.\If it's not too rude, I'd like to ask a personal question.\Are your wife and son related by blood?\Yes.\My wife seems to struggle with how to relate to our son. response:	However, she did give birth to him.
context: I'm certain she has it somewhere around here.\Can you wait here for her?\Now then, I must get back to work myself.\If it's not too rude, I'd like to ask a personal question.\Are your wife and son related by blood?\Yes.\My wife seems to struggle with how to relate to our son.\However, she did give birth to him. response:	Mother.
context: Can you wait here for her?\Now then, I must get back to work myself.\If it's not too rude, I'd like to ask a personal question.\Are your wife and son related by blood?\Yes.\My wife seems to struggle with how to relate to our son.\However, she did give birth to him.\Mother. response:	Mother!
context: Now then, I must get back to work myself.\If it's not too rude, I'd like to ask a personal question.\Are your wife and son related by blood?\Yes.\My wife seems to struggle with how to relate to our son.\However, she did give birth to him.\Mother.\Mother! response:	Please help me!
context: If it's not too rude, I'd like to ask a personal question.\Are your wife and son related by blood?\Yes.\My wife seems to struggle with how to relate to our son.\However, she did give birth to him.\Mother.\Mother!\Please help me! response:	I don't want to go through with this arranged marriage.
context: Are your wife and son related by blood?\Yes.\My wife seems to struggle with how to relate to our son.\However, she did give birth to him.\Mother.\Mother!\Please help me!\I don't want to go through with this arranged marriage. response:	There's someone else I wish to marry!
context: Yes.\My wife seems to struggle with how to relate to our son.\However, she did give birth to him.\Mother.\Mother!\Please help me!\I don't want to go through with this arranged marriage.\There's someone else I wish to marry! response:	Mother?
context: My wife seems to struggle with how to relate to our son.\However, she did give birth to him.\Mother.\Mother!\Please help me!\I don't want to go through with this arranged marriage.\There's someone else I wish to marry!\Mother? response:	Mother!
context: However, she did give birth to him.\Mother.\Mother!\Please help me!\I don't want to go through with this arranged marriage.\There's someone else I wish to marry!\Mother?\Mother! response:	Shino!
context: Mother.\Mother!\Please help me!\I don't want to go through with this arranged marriage.\There's someone else I wish to marry!\Mother?\Mother!\Shino! response:	What is the meaning of this?!
context: Mother!\Please help me!\I don't want to go through with this arranged marriage.\There's someone else I wish to marry!\Mother?\Mother!\Shino!\What is the meaning of this?! response:	I don't want to have this child.
context: Please help me!\I don't want to go through with this arranged marriage.\There's someone else I wish to marry!\Mother?\Mother!\Shino!\What is the meaning of this?!\I don't want to have this child. response:	No matter what,
context: I don't want to go through with this arranged marriage.\There's someone else I wish to marry!\Mother?\Mother!\Shino!\What is the meaning of this?!\I don't want to have this child.\No matter what, response:	I'm sure I won't love him.
context: There's someone else I wish to marry!\Mother?\Mother!\Shino!\What is the meaning of this?!\I don't want to have this child.\No matter what,\I'm sure I won't love him. response:	Come inside.
context: Mother?\Mother!\Shino!\What is the meaning of this?!\I don't want to have this child.\No matter what,\I'm sure I won't love him.\Come inside. response:	It's not safe up there.
context: Mother!\Shino!\What is the meaning of this?!\I don't want to have this child.\No matter what,\I'm sure I won't love him.\Come inside.\It's not safe up there. response:	Reki?
context: Shino!\What is the meaning of this?!\I don't want to have this child.\No matter what,\I'm sure I won't love him.\Come inside.\It's not safe up there.\Reki? response:	What are you looking at?
context: What is the meaning of this?!\I don't want to have this child.\No matter what,\I'm sure I won't love him.\Come inside.\It's not safe up there.\Reki?\What are you looking at? response:	The clouds.
context: I don't want to have this child.\No matter what,\I'm sure I won't love him.\Come inside.\It's not safe up there.\Reki?\What are you looking at?\The clouds. response:	How's it look?
context: No matter what,\I'm sure I won't love him.\Come inside.\It's not safe up there.\Reki?\What are you looking at?\The clouds.\How's it look? response:	Do you think any of them are thunder clouds?
context: I'm sure I won't love him.\Come inside.\It's not safe up there.\Reki?\What are you looking at?\The clouds.\How's it look?\Do you think any of them are thunder clouds? response:	Nah...
context: Come inside.\It's not safe up there.\Reki?\What are you looking at?\The clouds.\How's it look?\Do you think any of them are thunder clouds?\Nah... response:	Yeah, you're right.
context: It's not safe up there.\Reki?\What are you looking at?\The clouds.\How's it look?\Do you think any of them are thunder clouds?\Nah...\Yeah, you're right. response:	It's fine weather.
context: Reki?\What are you looking at?\The clouds.\How's it look?\Do you think any of them are thunder clouds?\Nah...\Yeah, you're right.\It's fine weather. response:	So, are you always on the lookout for thunder clouds?
context: What are you looking at?\The clouds.\How's it look?\Do you think any of them are thunder clouds?\Nah...\Yeah, you're right.\It's fine weather.\So, are you always on the lookout for thunder clouds? response:	Yeah.
context: The clouds.\How's it look?\Do you think any of them are thunder clouds?\Nah...\Yeah, you're right.\It's fine weather.\So, are you always on the lookout for thunder clouds?\Yeah. response:	Well then, why don't you ever try to run away from the lightning?
context: How's it look?\Do you think any of them are thunder clouds?\Nah...\Yeah, you're right.\It's fine weather.\So, are you always on the lookout for thunder clouds?\Yeah.\Well then, why don't you ever try to run away from the lightning? response:	Aren't you scared?
context: Do you think any of them are thunder clouds?\Nah...\Yeah, you're right.\It's fine weather.\So, are you always on the lookout for thunder clouds?\Yeah.\Well then, why don't you ever try to run away from the lightning?\Aren't you scared? response:	I am.
context: Nah...\Yeah, you're right.\It's fine weather.\So, are you always on the lookout for thunder clouds?\Yeah.\Well then, why don't you ever try to run away from the lightning?\Aren't you scared?\I am. response:	But I like it.
context: Yeah, you're right.\It's fine weather.\So, are you always on the lookout for thunder clouds?\Yeah.\Well then, why don't you ever try to run away from the lightning?\Aren't you scared?\I am.\But I like it. response:	It's strong, and it's beautiful too.
context: It's fine weather.\So, are you always on the lookout for thunder clouds?\Yeah.\Well then, why don't you ever try to run away from the lightning?\Aren't you scared?\I am.\But I like it.\It's strong, and it's beautiful too. response:	Neither Father nor Mother look me in the eye.
context: So, are you always on the lookout for thunder clouds?\Yeah.\Well then, why don't you ever try to run away from the lightning?\Aren't you scared?\I am.\But I like it.\It's strong, and it's beautiful too.\Neither Father nor Mother look me in the eye. response:	But the lightning does. It always comes right for me.
context: Yeah.\Well then, why don't you ever try to run away from the lightning?\Aren't you scared?\I am.\But I like it.\It's strong, and it's beautiful too.\Neither Father nor Mother look me in the eye.\But the lightning does. It always comes right for me. response:	Still, you can't predict the time when it might kill you.
