context: /** TS by scol **/ response:	PHONE TEXT HERE
context: MANAGEMENT\MANAGEMENT\MANAGEMENT\The Earth we live on is not the real Earth.\It is all nothing but a duplicate made for observation and experiments.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: MANAGEMENT\MANAGEMENT\The Earth we live on is not the real Earth.\It is all nothing but a duplicate made for observation and experiments.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: MANAGEMENT\The Earth we live on is not the real Earth.\It is all nothing but a duplicate made for observation and experiments.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: The Earth we live on is not the real Earth.\It is all nothing but a duplicate made for observation and experiments.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: It is all nothing but a duplicate made for observation and experiments.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Yes. By them.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them. response:	Having been injured in war and returning home, Hayato...
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Having been injured in war and returning home, Hayato... response:	stepped on the ground of his homeland for the first time in ages.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Having been injured in war and returning home, Hayato...\stepped on the ground of his homeland for the first time in ages. response:	But all that waited for him was
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Having been injured in war and returning home, Hayato...\stepped on the ground of his homeland for the first time in ages.\But all that waited for him was response:	the death of his lover, Amy.
context: Yes. By them.\Yes. By them.\Yes. By them.\Yes. By them.\Having been injured in war and returning home, Hayato...\stepped on the ground of his homeland for the first time in ages.\But all that waited for him was\the death of his lover, Amy. response:	It was a cruel world.
context: Yes. By them.\Yes. By them.\Yes. By them.\Having been injured in war and returning home, Hayato...\stepped on the ground of his homeland for the first time in ages.\But all that waited for him was\the death of his lover, Amy.\It was a cruel world. response:	Amy!?
context: Yes. By them.\Yes. By them.\Having been injured in war and returning home, Hayato...\stepped on the ground of his homeland for the first time in ages.\But all that waited for him was\the death of his lover, Amy.\It was a cruel world.\Amy!? response:	Amy!?
context: Yes. By them.\Having been injured in war and returning home, Hayato...\stepped on the ground of his homeland for the first time in ages.\But all that waited for him was\the death of his lover, Amy.\It was a cruel world.\Amy!?\Amy!? response:	Amy!?
context: Having been injured in war and returning home, Hayato...\stepped on the ground of his homeland for the first time in ages.\But all that waited for him was\the death of his lover, Amy.\It was a cruel world.\Amy!?\Amy!?\Amy!? response:	Amy!?
context: stepped on the ground of his homeland for the first time in ages.\But all that waited for him was\the death of his lover, Amy.\It was a cruel world.\Amy!?\Amy!?\Amy!?\Amy!? response:	Pull yourself together, Hayato. She's dead.
context: But all that waited for him was\the death of his lover, Amy.\It was a cruel world.\Amy!?\Amy!?\Amy!?\Amy!?\Pull yourself together, Hayato. She's dead. response:	Pull yourself together, Hayato. She's dead.
context: the death of his lover, Amy.\It was a cruel world.\Amy!?\Amy!?\Amy!?\Amy!?\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead. response:	Pull yourself together, Hayato. She's dead.
context: It was a cruel world.\Amy!?\Amy!?\Amy!?\Amy!?\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead. response:	Pull yourself together, Hayato. She's dead.
context: Amy!?\Amy!?\Amy!?\Amy!?\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead. response:	Pull yourself together, Hayato. She's dead.
context: Amy!?\Amy!?\Amy!?\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead. response:	Pull yourself together, Hayato. She's dead.
context: Amy!?\Amy!?\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead. response:	Pull yourself together, Hayato. She's dead.
context: Amy!?\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead. response:	Pull yourself together, Hayato. She's dead.
context: Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead. response:	Pull yourself together, Hayato. She's dead.
context: Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead. response:	Pull yourself together, Hayato. She's dead.
context: Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead. response:	I saw her.
context: Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\I saw her. response:	I saw her.
context: Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\I saw her.\I saw her. response:	I saw her.
context: Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\I saw her.\I saw her.\I saw her. response:	I saw her.
context: Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\I saw her.\I saw her.\I saw her.\I saw her. response:	I saw her.
context: Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\I saw her.\I saw her.\I saw her.\I saw her.\I saw her. response:	I saw her.
context: Pull yourself together, Hayato. She's dead.\Pull yourself together, Hayato. She's dead.\I saw her.\I saw her.\I saw her.\I saw her.\I saw her.\I saw her. response:	She was over there!
context: Pull yourself together, Hayato. She's dead.\I saw her.\I saw her.\I saw her.\I saw her.\I saw her.\I saw her.\She was over there! response:	She was over there!
context: I saw her.\I saw her.\I saw her.\I saw her.\I saw her.\I saw her.\She was over there!\She was over there! response:	She was over there!
context: I saw her.\I saw her.\I saw her.\I saw her.\I saw her.\She was over there!\She was over there!\She was over there! response:	She was over there!
context: I saw her.\I saw her.\I saw her.\I saw her.\She was over there!\She was over there!\She was over there!\She was over there! response:	She was over there!
context: I saw her.\I saw her.\I saw her.\She was over there!\She was over there!\She was over there!\She was over there!\She was over there! response:	She was over there!
context: I saw her.\I saw her.\She was over there!\She was over there!\She was over there!\She was over there!\She was over there!\She was over there! response:	Ugh. It's so bright...
context: I saw her.\She was over there!\She was over there!\She was over there!\She was over there!\She was over there!\She was over there!\Ugh. It's so bright... response:	Ugh. It's so bright...
context: She was over there!\She was over there!\She was over there!\She was over there!\She was over there!\She was over there!\Ugh. It's so bright...\Ugh. It's so bright... response:	Ugh. It's so bright...
context: She was over there!\She was over there!\She was over there!\She was over there!\She was over there!\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright... response:	Ugh. It's so bright...
context: She was over there!\She was over there!\She was over there!\She was over there!\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright... response:	Ugh. It's so bright...
context: She was over there!\She was over there!\She was over there!\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright... response:	When the light that covered his whole body disappeared, he was in a place he did not recognize.
context: She was over there!\She was over there!\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\When the light that covered his whole body disappeared, he was in a place he did not recognize. response:	Where... the hell am I...?
context: She was over there!\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\When the light that covered his whole body disappeared, he was in a place he did not recognize.\Where... the hell am I...? response:	Amy!
context: Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\When the light that covered his whole body disappeared, he was in a place he did not recognize.\Where... the hell am I...?\Amy! response:	Please wait, Amy!
context: Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\When the light that covered his whole body disappeared, he was in a place he did not recognize.\Where... the hell am I...?\Amy!\Please wait, Amy! response:	Please wait, Amy!
context: Ugh. It's so bright...\Ugh. It's so bright...\Ugh. It's so bright...\When the light that covered his whole body disappeared, he was in a place he did not recognize.\Where... the hell am I...?\Amy!\Please wait, Amy!\Please wait, Amy! response:	Please wait, Amy!
context: Ugh. It's so bright...\Ugh. It's so bright...\When the light that covered his whole body disappeared, he was in a place he did not recognize.\Where... the hell am I...?\Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy! response:	Please wait, Amy!
context: Ugh. It's so bright...\When the light that covered his whole body disappeared, he was in a place he did not recognize.\Where... the hell am I...?\Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy! response:	Please wait, Amy!
context: When the light that covered his whole body disappeared, he was in a place he did not recognize.\Where... the hell am I...?\Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy! response:	Please wait, Amy!
context: Where... the hell am I...?\Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy! response:	Please wait, Amy!
context: Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy! response:	Please wait, Amy!
context: Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy! response:	Please wait, Amy!
context: Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy! response:	Why're you running!?
context: Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Why're you running!? response:	Why're you running!?
context: Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Why're you running!?\Why're you running!? response:	Why're you running!?
context: Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Why're you running!?\Why're you running!?\Why're you running!? response:	Why're you running!?
context: Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!? response:	Why're you running!?
context: Please wait, Amy!\Please wait, Amy!\Please wait, Amy!\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!? response:	Why're you running!?
context: Please wait, Amy!\Please wait, Amy!\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!? response:	Why're you running!?
context: Please wait, Amy!\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!? response:	Why're you running!?
context: Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!? response:	You're calling me other...?
context: Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\You're calling me other...? response:	What are you talking about? Where am I?
context: Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\You're calling me other...?\What are you talking about? Where am I? response:	Earth.
context: Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\You're calling me other...?\What are you talking about? Where am I?\Earth. response:	Yes. The Real Earth.
context: Why're you running!?\Why're you running!?\Why're you running!?\Why're you running!?\You're calling me other...?\What are you talking about? Where am I?\Earth.\Yes. The Real Earth. response:	The Other Earth where you clones live
context: Why're you running!?\Why're you running!?\Why're you running!?\You're calling me other...?\What are you talking about? Where am I?\Earth.\Yes. The Real Earth.\The Other Earth where you clones live response:	is a test model made for the sake of the Real Earth.
context: Why're you running!?\Why're you running!?\You're calling me other...?\What are you talking about? Where am I?\Earth.\Yes. The Real Earth.\The Other Earth where you clones live\is a test model made for the sake of the Real Earth. response:	In order for us Real Earthlings to simulate different problems.
context: Why're you running!?\You're calling me other...?\What are you talking about? Where am I?\Earth.\Yes. The Real Earth.\The Other Earth where you clones live\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different problems. response:	No way...
context: You're calling me other...?\What are you talking about? Where am I?\Earth.\Yes. The Real Earth.\The Other Earth where you clones live\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different problems.\No way... response:	Having gotten too close to the truth, Hayato was taken prisoner. A resistance organization calling themselves Missing rescued people like him.
context: What are you talking about? Where am I?\Earth.\Yes. The Real Earth.\The Other Earth where you clones live\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different problems.\No way...\Having gotten too close to the truth, Hayato was taken prisoner. A resistance organization calling themselves Missing rescued people like him. response:	Then, you guys, too?
context: Earth.\Yes. The Real Earth.\The Other Earth where you clones live\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different problems.\No way...\Having gotten too close to the truth, Hayato was taken prisoner. A resistance organization calling themselves Missing rescued people like him.\Then, you guys, too? response:	Yes. We're Other Earthlings.
context: Yes. The Real Earth.\The Other Earth where you clones live\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different problems.\No way...\Having gotten too close to the truth, Hayato was taken prisoner. A resistance organization calling themselves Missing rescued people like him.\Then, you guys, too?\Yes. We're Other Earthlings. response:	In order for them to send in investigators, they take us clones captive.
context: The Other Earth where you clones live\is a test model made for the sake of the Real Earth.\In order for us Real Earthlings to simulate different problems.\No way...\Having gotten too close to the truth, Hayato was taken prisoner. A resistance organization calling themselves Missing rescued people like him.\Then, you guys, too?\Yes. We're Other Earthlings.\In order for them to send in investigators, they take us clones captive. response:	And when the investigators return, our memories are erased and we're sent back again.
