context: And we broke response:	Everything that was right
context: but he left again right after breakfast.\He's in the fields out back at the moment.\I didn't imagine it after all.\What's going on?\Is it possible spring came without my realizing it?\Can't be.\Man, don't tell me I'm actually still out there freezing to death and this is all just a dream.\Oh, hey. response:	Feeling better already?
context: He's in the fields out back at the moment.\I didn't imagine it after all.\What's going on?\Is it possible spring came without my realizing it?\Can't be.\Man, don't tell me I'm actually still out there freezing to death and this is all just a dream.\Oh, hey.\Feeling better already? response:	Even so, you probably shouldn't push yourself.
context: I didn't imagine it after all.\What's going on?\Is it possible spring came without my realizing it?\Can't be.\Man, don't tell me I'm actually still out there freezing to death and this is all just a dream.\Oh, hey.\Feeling better already?\Even so, you probably shouldn't push yourself. response:	Yeah...
context: What's going on?\Is it possible spring came without my realizing it?\Can't be.\Man, don't tell me I'm actually still out there freezing to death and this is all just a dream.\Oh, hey.\Feeling better already?\Even so, you probably shouldn't push yourself.\Yeah... response:	You saved my life.
context: Is it possible spring came without my realizing it?\Can't be.\Man, don't tell me I'm actually still out there freezing to death and this is all just a dream.\Oh, hey.\Feeling better already?\Even so, you probably shouldn't push yourself.\Yeah...\You saved my life. response:	Thank you.
context: Can't be.\Man, don't tell me I'm actually still out there freezing to death and this is all just a dream.\Oh, hey.\Feeling better already?\Even so, you probably shouldn't push yourself.\Yeah...\You saved my life.\Thank you. response:	Don't mention it.
context: Man, don't tell me I'm actually still out there freezing to death and this is all just a dream.\Oh, hey.\Feeling better already?\Even so, you probably shouldn't push yourself.\Yeah...\You saved my life.\Thank you.\Don't mention it. response:	You've had a rough time, so feel free to rest here as long as you need.
context: Oh, hey.\Feeling better already?\Even so, you probably shouldn't push yourself.\Yeah...\You saved my life.\Thank you.\Don't mention it.\You've had a rough time, so feel free to rest here as long as you need. response:	I'm in your debt.
context: Feeling better already?\Even so, you probably shouldn't push yourself.\Yeah...\You saved my life.\Thank you.\Don't mention it.\You've had a rough time, so feel free to rest here as long as you need.\I'm in your debt. response:	You know, these rice paddies are very impressive, especially given the time of year.
context: Even so, you probably shouldn't push yourself.\Yeah...\You saved my life.\Thank you.\Don't mention it.\You've had a rough time, so feel free to rest here as long as you need.\I'm in your debt.\You know, these rice paddies are very impressive, especially given the time of year. response:	What's your secret?
context: Yeah...\You saved my life.\Thank you.\Don't mention it.\You've had a rough time, so feel free to rest here as long as you need.\I'm in your debt.\You know, these rice paddies are very impressive, especially given the time of year.\What's your secret? response:	I don't have any.
context: You saved my life.\Thank you.\Don't mention it.\You've had a rough time, so feel free to rest here as long as you need.\I'm in your debt.\You know, these rice paddies are very impressive, especially given the time of year.\What's your secret?\I don't have any. response:	I just work on them nonstop.
context: Thank you.\Don't mention it.\You've had a rough time, so feel free to rest here as long as you need.\I'm in your debt.\You know, these rice paddies are very impressive, especially given the time of year.\What's your secret?\I don't have any.\I just work on them nonstop. response:	He gives off a sweet scent...
context: Don't mention it.\You've had a rough time, so feel free to rest here as long as you need.\I'm in your debt.\You know, these rice paddies are very impressive, especially given the time of year.\What's your secret?\I don't have any.\I just work on them nonstop.\He gives off a sweet scent... response:	So you didn't do anything special?
context: You've had a rough time, so feel free to rest here as long as you need.\I'm in your debt.\You know, these rice paddies are very impressive, especially given the time of year.\What's your secret?\I don't have any.\I just work on them nonstop.\He gives off a sweet scent...\So you didn't do anything special? response:	Nah.
context: I'm in your debt.\You know, these rice paddies are very impressive, especially given the time of year.\What's your secret?\I don't have any.\I just work on them nonstop.\He gives off a sweet scent...\So you didn't do anything special?\Nah. response:	I've got a lot of endurance.
context: You know, these rice paddies are very impressive, especially given the time of year.\What's your secret?\I don't have any.\I just work on them nonstop.\He gives off a sweet scent...\So you didn't do anything special?\Nah.\I've got a lot of endurance. response:	I can work day and night without feeling a bit of fatigue.
context: What's your secret?\I don't have any.\I just work on them nonstop.\He gives off a sweet scent...\So you didn't do anything special?\Nah.\I've got a lot of endurance.\I can work day and night without feeling a bit of fatigue. response:	I consider these rice paddies as the fruits of my labor.
context: I don't have any.\I just work on them nonstop.\He gives off a sweet scent...\So you didn't do anything special?\Nah.\I've got a lot of endurance.\I can work day and night without feeling a bit of fatigue.\I consider these rice paddies as the fruits of my labor. response:	This scent...
context: I just work on them nonstop.\He gives off a sweet scent...\So you didn't do anything special?\Nah.\I've got a lot of endurance.\I can work day and night without feeling a bit of fatigue.\I consider these rice paddies as the fruits of my labor.\This scent... response:	Is it kouki?
context: He gives off a sweet scent...\So you didn't do anything special?\Nah.\I've got a lot of endurance.\I can work day and night without feeling a bit of fatigue.\I consider these rice paddies as the fruits of my labor.\This scent...\Is it kouki? response:	No, not quite.
context: So you didn't do anything special?\Nah.\I've got a lot of endurance.\I can work day and night without feeling a bit of fatigue.\I consider these rice paddies as the fruits of my labor.\This scent...\Is it kouki?\No, not quite. response:	What was this scent, again?
context: Nah.\I've got a lot of endurance.\I can work day and night without feeling a bit of fatigue.\I consider these rice paddies as the fruits of my labor.\This scent...\Is it kouki?\No, not quite.\What was this scent, again? response:	Honey, I made tea.
context: I've got a lot of endurance.\I can work day and night without feeling a bit of fatigue.\I consider these rice paddies as the fruits of my labor.\This scent...\Is it kouki?\No, not quite.\What was this scent, again?\Honey, I made tea. response:	All right. I'll take a break, then.
context: I can work day and night without feeling a bit of fatigue.\I consider these rice paddies as the fruits of my labor.\This scent...\Is it kouki?\No, not quite.\What was this scent, again?\Honey, I made tea.\All right. I'll take a break, then. response:	Would you like some help?
context: I consider these rice paddies as the fruits of my labor.\This scent...\Is it kouki?\No, not quite.\What was this scent, again?\Honey, I made tea.\All right. I'll take a break, then.\Would you like some help? response:	Huh?
context: This scent...\Is it kouki?\No, not quite.\What was this scent, again?\Honey, I made tea.\All right. I'll take a break, then.\Would you like some help?\Huh? response:	Oh, no.
context: Is it kouki?\No, not quite.\What was this scent, again?\Honey, I made tea.\All right. I'll take a break, then.\Would you like some help?\Huh?\Oh, no. response:	You should be taking it easy.
context: No, not quite.\What was this scent, again?\Honey, I made tea.\All right. I'll take a break, then.\Would you like some help?\Huh?\Oh, no.\You should be taking it easy. response:	Are you the husband's father?
context: What was this scent, again?\Honey, I made tea.\All right. I'll take a break, then.\Would you like some help?\Huh?\Oh, no.\You should be taking it easy.\Are you the husband's father? response:	Yeah.
context: Honey, I made tea.\All right. I'll take a break, then.\Would you like some help?\Huh?\Oh, no.\You should be taking it easy.\Are you the husband's father?\Yeah. response:	Then I take it that his mother is...
context: All right. I'll take a break, then.\Would you like some help?\Huh?\Oh, no.\You should be taking it easy.\Are you the husband's father?\Yeah.\Then I take it that his mother is... response:	That's correct.
context: Would you like some help?\Huh?\Oh, no.\You should be taking it easy.\Are you the husband's father?\Yeah.\Then I take it that his mother is...\That's correct. response:	She passed away a long time ago.
context: Huh?\Oh, no.\You should be taking it easy.\Are you the husband's father?\Yeah.\Then I take it that his mother is...\That's correct.\She passed away a long time ago. response:	You lost her about a year after she gave birth to your son, correct?
context: Oh, no.\You should be taking it easy.\Are you the husband's father?\Yeah.\Then I take it that his mother is...\That's correct.\She passed away a long time ago.\You lost her about a year after she gave birth to your son, correct? response:	How did you know that?
context: You should be taking it easy.\Are you the husband's father?\Yeah.\Then I take it that his mother is...\That's correct.\She passed away a long time ago.\You lost her about a year after she gave birth to your son, correct?\How did you know that? response:	And the circumstances of her death were strange, weren't they?
context: Are you the husband's father?\Yeah.\Then I take it that his mother is...\That's correct.\She passed away a long time ago.\You lost her about a year after she gave birth to your son, correct?\How did you know that?\And the circumstances of her death were strange, weren't they? response:	I happen to be a mushi-shi, you see.
context: Yeah.\Then I take it that his mother is...\That's correct.\She passed away a long time ago.\You lost her about a year after she gave birth to your son, correct?\How did you know that?\And the circumstances of her death were strange, weren't they?\I happen to be a mushi-shi, you see. response:	It's not easy for me to say this,
context: Then I take it that his mother is...\That's correct.\She passed away a long time ago.\You lost her about a year after she gave birth to your son, correct?\How did you know that?\And the circumstances of her death were strange, weren't they?\I happen to be a mushi-shi, you see.\It's not easy for me to say this, response:	but I believe your son may be under the influence of mushi.
context: That's correct.\She passed away a long time ago.\You lost her about a year after she gave birth to your son, correct?\How did you know that?\And the circumstances of her death were strange, weren't they?\I happen to be a mushi-shi, you see.\It's not easy for me to say this,\but I believe your son may be under the influence of mushi. response:	Are there other details you'd care to share with me?
context: She passed away a long time ago.\You lost her about a year after she gave birth to your son, correct?\How did you know that?\And the circumstances of her death were strange, weren't they?\I happen to be a mushi-shi, you see.\It's not easy for me to say this,\but I believe your son may be under the influence of mushi.\Are there other details you'd care to share with me? response:	I don't know what you're talking about.
context: You lost her about a year after she gave birth to your son, correct?\How did you know that?\And the circumstances of her death were strange, weren't they?\I happen to be a mushi-shi, you see.\It's not easy for me to say this,\but I believe your son may be under the influence of mushi.\Are there other details you'd care to share with me?\I don't know what you're talking about. response:	If my hunch is right,
context: How did you know that?\And the circumstances of her death were strange, weren't they?\I happen to be a mushi-shi, you see.\It's not easy for me to say this,\but I believe your son may be under the influence of mushi.\Are there other details you'd care to share with me?\I don't know what you're talking about.\If my hunch is right, response:	the lives of both your son and your daughter-in-law are in danger.
context: And the circumstances of her death were strange, weren't they?\I happen to be a mushi-shi, you see.\It's not easy for me to say this,\but I believe your son may be under the influence of mushi.\Are there other details you'd care to share with me?\I don't know what you're talking about.\If my hunch is right,\the lives of both your son and your daughter-in-law are in danger. response:	Mushi-shi or not,
context: I happen to be a mushi-shi, you see.\It's not easy for me to say this,\but I believe your son may be under the influence of mushi.\Are there other details you'd care to share with me?\I don't know what you're talking about.\If my hunch is right,\the lives of both your son and your daughter-in-law are in danger.\Mushi-shi or not, response:	I won't have you saying anything untoward to my son.
context: It's not easy for me to say this,\but I believe your son may be under the influence of mushi.\Are there other details you'd care to share with me?\I don't know what you're talking about.\If my hunch is right,\the lives of both your son and your daughter-in-law are in danger.\Mushi-shi or not,\I won't have you saying anything untoward to my son. response:	If you're going to repay our kindness by doing us harm, please leave.
context: but I believe your son may be under the influence of mushi.\Are there other details you'd care to share with me?\I don't know what you're talking about.\If my hunch is right,\the lives of both your son and your daughter-in-law are in danger.\Mushi-shi or not,\I won't have you saying anything untoward to my son.\If you're going to repay our kindness by doing us harm, please leave. response:	Please don't ever tell him.
context: Are there other details you'd care to share with me?\I don't know what you're talking about.\If my hunch is right,\the lives of both your son and your daughter-in-law are in danger.\Mushi-shi or not,\I won't have you saying anything untoward to my son.\If you're going to repay our kindness by doing us harm, please leave.\Please don't ever tell him. response:	Huh? Come, now.
context: I don't know what you're talking about.\If my hunch is right,\the lives of both your son and your daughter-in-law are in danger.\Mushi-shi or not,\I won't have you saying anything untoward to my son.\If you're going to repay our kindness by doing us harm, please leave.\Please don't ever tell him.\Huh? Come, now. response:	You didn't finish your vegetables again.
context: If my hunch is right,\the lives of both your son and your daughter-in-law are in danger.\Mushi-shi or not,\I won't have you saying anything untoward to my son.\If you're going to repay our kindness by doing us harm, please leave.\Please don't ever tell him.\Huh? Come, now.\You didn't finish your vegetables again. response:	But...
context: the lives of both your son and your daughter-in-law are in danger.\Mushi-shi or not,\I won't have you saying anything untoward to my son.\If you're going to repay our kindness by doing us harm, please leave.\Please don't ever tell him.\Huh? Come, now.\You didn't finish your vegetables again.\But... response:	You want to become tough like your dad, don't you?
context: Mushi-shi or not,\I won't have you saying anything untoward to my son.\If you're going to repay our kindness by doing us harm, please leave.\Please don't ever tell him.\Huh? Come, now.\You didn't finish your vegetables again.\But...\You want to become tough like your dad, don't you? response:	You'd better clean your plate, then!
context: I won't have you saying anything untoward to my son.\If you're going to repay our kindness by doing us harm, please leave.\Please don't ever tell him.\Huh? Come, now.\You didn't finish your vegetables again.\But...\You want to become tough like your dad, don't you?\You'd better clean your plate, then! response:	That's more like it. Attaboy!
context: If you're going to repay our kindness by doing us harm, please leave.\Please don't ever tell him.\Huh? Come, now.\You didn't finish your vegetables again.\But...\You want to become tough like your dad, don't you?\You'd better clean your plate, then!\That's more like it. Attaboy! response:	Mom, can I have more?
context: Please don't ever tell him.\Huh? Come, now.\You didn't finish your vegetables again.\But...\You want to become tough like your dad, don't you?\You'd better clean your plate, then!\That's more like it. Attaboy!\Mom, can I have more? response:	Oh, look who's suddenly eager!
context: Huh? Come, now.\You didn't finish your vegetables again.\But...\You want to become tough like your dad, don't you?\You'd better clean your plate, then!\That's more like it. Attaboy!\Mom, can I have more?\Oh, look who's suddenly eager! response:	Really? You're a mushi-shi, huh?
context: You didn't finish your vegetables again.\But...\You want to become tough like your dad, don't you?\You'd better clean your plate, then!\That's more like it. Attaboy!\Mom, can I have more?\Oh, look who's suddenly eager!\Really? You're a mushi-shi, huh? response:	So what's this important thing you have to tell me?
context: But...\You want to become tough like your dad, don't you?\You'd better clean your plate, then!\That's more like it. Attaboy!\Mom, can I have more?\Oh, look who's suddenly eager!\Really? You're a mushi-shi, huh?\So what's this important thing you have to tell me? response:	You have to get more rest.
context: You want to become tough like your dad, don't you?\You'd better clean your plate, then!\That's more like it. Attaboy!\Mom, can I have more?\Oh, look who's suddenly eager!\Really? You're a mushi-shi, huh?\So what's this important thing you have to tell me?\You have to get more rest. response:	You've gone far beyond your body's natural limits.
context: You'd better clean your plate, then!\That's more like it. Attaboy!\Mom, can I have more?\Oh, look who's suddenly eager!\Really? You're a mushi-shi, huh?\So what's this important thing you have to tell me?\You have to get more rest.\You've gone far beyond your body's natural limits. response:	I'm grateful for your concern, but I'm fine, really.
context: That's more like it. Attaboy!\Mom, can I have more?\Oh, look who's suddenly eager!\Really? You're a mushi-shi, huh?\So what's this important thing you have to tell me?\You have to get more rest.\You've gone far beyond your body's natural limits.\I'm grateful for your concern, but I'm fine, really. response:	I've been this way for as long as I can remember.
context: Mom, can I have more?\Oh, look who's suddenly eager!\Really? You're a mushi-shi, huh?\So what's this important thing you have to tell me?\You have to get more rest.\You've gone far beyond your body's natural limits.\I'm grateful for your concern, but I'm fine, really.\I've been this way for as long as I can remember. response:	You can barely get a good night's rest, right?
context: Oh, look who's suddenly eager!\Really? You're a mushi-shi, huh?\So what's this important thing you have to tell me?\You have to get more rest.\You've gone far beyond your body's natural limits.\I'm grateful for your concern, but I'm fine, really.\I've been this way for as long as I can remember.\You can barely get a good night's rest, right? response:	Yeah...
context: Really? You're a mushi-shi, huh?\So what's this important thing you have to tell me?\You have to get more rest.\You've gone far beyond your body's natural limits.\I'm grateful for your concern, but I'm fine, really.\I've been this way for as long as I can remember.\You can barely get a good night's rest, right?\Yeah... response:	My body gets restless when I try to sleep.
context: So what's this important thing you have to tell me?\You have to get more rest.\You've gone far beyond your body's natural limits.\I'm grateful for your concern, but I'm fine, really.\I've been this way for as long as I can remember.\You can barely get a good night's rest, right?\Yeah...\My body gets restless when I try to sleep. response:	I'm back out in the fields before I know it.
context: You have to get more rest.\You've gone far beyond your body's natural limits.\I'm grateful for your concern, but I'm fine, really.\I've been this way for as long as I can remember.\You can barely get a good night's rest, right?\Yeah...\My body gets restless when I try to sleep.\I'm back out in the fields before I know it. response:	Although you're likely unaware of it,
context: You've gone far beyond your body's natural limits.\I'm grateful for your concern, but I'm fine, really.\I've been this way for as long as I can remember.\You can barely get a good night's rest, right?\Yeah...\My body gets restless when I try to sleep.\I'm back out in the fields before I know it.\Although you're likely unaware of it, response:	it's a mushi that's responsible for all this.
context: I'm grateful for your concern, but I'm fine, really.\I've been this way for as long as I can remember.\You can barely get a good night's rest, right?\Yeah...\My body gets restless when I try to sleep.\I'm back out in the fields before I know it.\Although you're likely unaware of it,\it's a mushi that's responsible for all this. response:	You're wrong. It's my free will that's responsible.
context: I've been this way for as long as I can remember.\You can barely get a good night's rest, right?\Yeah...\My body gets restless when I try to sleep.\I'm back out in the fields before I know it.\Although you're likely unaware of it,\it's a mushi that's responsible for all this.\You're wrong. It's my free will that's responsible. response:	Before, this place was just a desolate, empty valley.
context: You can barely get a good night's rest, right?\Yeah...\My body gets restless when I try to sleep.\I'm back out in the fields before I know it.\Although you're likely unaware of it,\it's a mushi that's responsible for all this.\You're wrong. It's my free will that's responsible.\Before, this place was just a desolate, empty valley. response:	I've toiled for years to transform it into this.
context: Yeah...\My body gets restless when I try to sleep.\I'm back out in the fields before I know it.\Although you're likely unaware of it,\it's a mushi that's responsible for all this.\You're wrong. It's my free will that's responsible.\Before, this place was just a desolate, empty valley.\I've toiled for years to transform it into this. response:	I worked day and night, day after day...
context: My body gets restless when I try to sleep.\I'm back out in the fields before I know it.\Although you're likely unaware of it,\it's a mushi that's responsible for all this.\You're wrong. It's my free will that's responsible.\Before, this place was just a desolate, empty valley.\I've toiled for years to transform it into this.\I worked day and night, day after day... response:	I'm the one who made the valley into what it is today.
context: I'm back out in the fields before I know it.\Although you're likely unaware of it,\it's a mushi that's responsible for all this.\You're wrong. It's my free will that's responsible.\Before, this place was just a desolate, empty valley.\I've toiled for years to transform it into this.\I worked day and night, day after day...\I'm the one who made the valley into what it is today. response:	I wanted a better life for my family.
