context: OP response:	OP Kanji
context: Until that dream materializes.\Chase after what you want with full throttle.\Together, have fun,\And spread wings of hope.\Let's begin,\So that we can call this emotion\The one born in my heart now, courage.\Be starters! response:	Erect countless doors,
context: Chase after what you want with full throttle.\Together, have fun,\And spread wings of hope.\Let's begin,\So that we can call this emotion\The one born in my heart now, courage.\Be starters!\Erect countless doors, response:	And open them without fear.
context: Together, have fun,\And spread wings of hope.\Let's begin,\So that we can call this emotion\The one born in my heart now, courage.\Be starters!\Erect countless doors,\And open them without fear. response:	Fly far away!
context: And spread wings of hope.\Let's begin,\So that we can call this emotion\The one born in my heart now, courage.\Be starters!\Erect countless doors,\And open them without fear.\Fly far away! response:	Soar high to infinity.
context: Let's begin,\So that we can call this emotion\The one born in my heart now, courage.\Be starters!\Erect countless doors,\And open them without fear.\Fly far away!\Soar high to infinity. response:	koe ni dashite tanoshii tte icchattara
context: So that we can call this emotion\The one born in my heart now, courage.\Be starters!\Erect countless doors,\And open them without fear.\Fly far away!\Soar high to infinity.\koe ni dashite tanoshii tte icchattara response:	kumo hitotsu nai aozora
context: The one born in my heart now, courage.\Be starters!\Erect countless doors,\And open them without fear.\Fly far away!\Soar high to infinity.\koe ni dashite tanoshii tte icchattara\kumo hitotsu nai aozora response:	kono mune ni hirogatteku yo
context: Be starters!\Erect countless doors,\And open them without fear.\Fly far away!\Soar high to infinity.\koe ni dashite tanoshii tte icchattara\kumo hitotsu nai aozora\kono mune ni hirogatteku yo response:	haato shigunaru kyuntte tatete
context: Erect countless doors,\And open them without fear.\Fly far away!\Soar high to infinity.\koe ni dashite tanoshii tte icchattara\kumo hitotsu nai aozora\kono mune ni hirogatteku yo\haato shigunaru kyuntte tatete response:	tobikonda sekai
context: And open them without fear.\Fly far away!\Soar high to infinity.\koe ni dashite tanoshii tte icchattara\kumo hitotsu nai aozora\kono mune ni hirogatteku yo\haato shigunaru kyuntte tatete\tobikonda sekai response:	hamidashichae
context: Fly far away!\Soar high to infinity.\koe ni dashite tanoshii tte icchattara\kumo hitotsu nai aozora\kono mune ni hirogatteku yo\haato shigunaru kyuntte tatete\tobikonda sekai\hamidashichae response:	watashi to iu kyapashitii kakuchou
context: Soar high to infinity.\koe ni dashite tanoshii tte icchattara\kumo hitotsu nai aozora\kono mune ni hirogatteku yo\haato shigunaru kyuntte tatete\tobikonda sekai\hamidashichae\watashi to iu kyapashitii kakuchou response:	tanoshii jan
context: koe ni dashite tanoshii tte icchattara\kumo hitotsu nai aozora\kono mune ni hirogatteku yo\haato shigunaru kyuntte tatete\tobikonda sekai\hamidashichae\watashi to iu kyapashitii kakuchou\tanoshii jan response:	tomaranai supiido ni natte koishitai
context: kumo hitotsu nai aozora\kono mune ni hirogatteku yo\haato shigunaru kyuntte tatete\tobikonda sekai\hamidashichae\watashi to iu kyapashitii kakuchou\tanoshii jan\tomaranai supiido ni natte koishitai response:	isogou futari dake no jikuu
context: kono mune ni hirogatteku yo\haato shigunaru kyuntte tatete\tobikonda sekai\hamidashichae\watashi to iu kyapashitii kakuchou\tanoshii jan\tomaranai supiido ni natte koishitai\isogou futari dake no jikuu response:	wan tuu surii tobikoete
context: haato shigunaru kyuntte tatete\tobikonda sekai\hamidashichae\watashi to iu kyapashitii kakuchou\tanoshii jan\tomaranai supiido ni natte koishitai\isogou futari dake no jikuu\wan tuu surii tobikoete response:	kimi ni aitai yo
context: tobikonda sekai\hamidashichae\watashi to iu kyapashitii kakuchou\tanoshii jan\tomaranai supiido ni natte koishitai\isogou futari dake no jikuu\wan tuu surii tobikoete\kimi ni aitai yo response:	tsukinukeru kaze ni natte todoketai
context: hamidashichae\watashi to iu kyapashitii kakuchou\tanoshii jan\tomaranai supiido ni natte koishitai\isogou futari dake no jikuu\wan tuu surii tobikoete\kimi ni aitai yo\tsukinukeru kaze ni natte todoketai response:	mouchotto kawaiku apuroochi
context: watashi to iu kyapashitii kakuchou\tanoshii jan\tomaranai supiido ni natte koishitai\isogou futari dake no jikuu\wan tuu surii tobikoete\kimi ni aitai yo\tsukinukeru kaze ni natte todoketai\mouchotto kawaiku apuroochi response:	haato gata no mirai ni natte
context: tanoshii jan\tomaranai supiido ni natte koishitai\isogou futari dake no jikuu\wan tuu surii tobikoete\kimi ni aitai yo\tsukinukeru kaze ni natte todoketai\mouchotto kawaiku apuroochi\haato gata no mirai ni natte response:	kimi ni gohoushi
context: tomaranai supiido ni natte koishitai\isogou futari dake no jikuu\wan tuu surii tobikoete\kimi ni aitai yo\tsukinukeru kaze ni natte todoketai\mouchotto kawaiku apuroochi\haato gata no mirai ni natte\kimi ni gohoushi response:	soba ni itai kara
context: isogou futari dake no jikuu\wan tuu surii tobikoete\kimi ni aitai yo\tsukinukeru kaze ni natte todoketai\mouchotto kawaiku apuroochi\haato gata no mirai ni natte\kimi ni gohoushi\soba ni itai kara response:	If you say aloud that it's fun,
context: wan tuu surii tobikoete\kimi ni aitai yo\tsukinukeru kaze ni natte todoketai\mouchotto kawaiku apuroochi\haato gata no mirai ni natte\kimi ni gohoushi\soba ni itai kara\If you say aloud that it's fun, response:	A cloudless blue sky,
context: kimi ni aitai yo\tsukinukeru kaze ni natte todoketai\mouchotto kawaiku apuroochi\haato gata no mirai ni natte\kimi ni gohoushi\soba ni itai kara\If you say aloud that it's fun,\A cloudless blue sky, response:	Opens wide in my heart.
context: tsukinukeru kaze ni natte todoketai\mouchotto kawaiku apuroochi\haato gata no mirai ni natte\kimi ni gohoushi\soba ni itai kara\If you say aloud that it's fun,\A cloudless blue sky,\Opens wide in my heart. response:	With heart signal on high sensitivity,
context: mouchotto kawaiku apuroochi\haato gata no mirai ni natte\kimi ni gohoushi\soba ni itai kara\If you say aloud that it's fun,\A cloudless blue sky,\Opens wide in my heart.\With heart signal on high sensitivity, response:	I jumped into this world.
context: haato gata no mirai ni natte\kimi ni gohoushi\soba ni itai kara\If you say aloud that it's fun,\A cloudless blue sky,\Opens wide in my heart.\With heart signal on high sensitivity,\I jumped into this world. response:	Go beyond the bounds.
context: kimi ni gohoushi\soba ni itai kara\If you say aloud that it's fun,\A cloudless blue sky,\Opens wide in my heart.\With heart signal on high sensitivity,\I jumped into this world.\Go beyond the bounds. response:	Enhance the capacity that I call myself.
context: soba ni itai kara\If you say aloud that it's fun,\A cloudless blue sky,\Opens wide in my heart.\With heart signal on high sensitivity,\I jumped into this world.\Go beyond the bounds.\Enhance the capacity that I call myself. response:	It's fun.
context: If you say aloud that it's fun,\A cloudless blue sky,\Opens wide in my heart.\With heart signal on high sensitivity,\I jumped into this world.\Go beyond the bounds.\Enhance the capacity that I call myself.\It's fun. response:	I want to gain unstoppable speed and fall in love.
context: A cloudless blue sky,\Opens wide in my heart.\With heart signal on high sensitivity,\I jumped into this world.\Go beyond the bounds.\Enhance the capacity that I call myself.\It's fun.\I want to gain unstoppable speed and fall in love. response:	Let's hurry into a realm only the two of us exist.
context: Opens wide in my heart.\With heart signal on high sensitivity,\I jumped into this world.\Go beyond the bounds.\Enhance the capacity that I call myself.\It's fun.\I want to gain unstoppable speed and fall in love.\Let's hurry into a realm only the two of us exist. response:	One two three jump past.
context: With heart signal on high sensitivity,\I jumped into this world.\Go beyond the bounds.\Enhance the capacity that I call myself.\It's fun.\I want to gain unstoppable speed and fall in love.\Let's hurry into a realm only the two of us exist.\One two three jump past. response:	I want to see you.
context: I jumped into this world.\Go beyond the bounds.\Enhance the capacity that I call myself.\It's fun.\I want to gain unstoppable speed and fall in love.\Let's hurry into a realm only the two of us exist.\One two three jump past.\I want to see you. response:	I want to become piercing wind and deliver to you.
context: Go beyond the bounds.\Enhance the capacity that I call myself.\It's fun.\I want to gain unstoppable speed and fall in love.\Let's hurry into a realm only the two of us exist.\One two three jump past.\I want to see you.\I want to become piercing wind and deliver to you. response:	Approaching you a little cuter,
context: Enhance the capacity that I call myself.\It's fun.\I want to gain unstoppable speed and fall in love.\Let's hurry into a realm only the two of us exist.\One two three jump past.\I want to see you.\I want to become piercing wind and deliver to you.\Approaching you a little cuter, response:	Becoming a heart-shaped future,
context: It's fun.\I want to gain unstoppable speed and fall in love.\Let's hurry into a realm only the two of us exist.\One two three jump past.\I want to see you.\I want to become piercing wind and deliver to you.\Approaching you a little cuter,\Becoming a heart-shaped future, response:	I will serve you.
context: I want to gain unstoppable speed and fall in love.\Let's hurry into a realm only the two of us exist.\One two three jump past.\I want to see you.\I want to become piercing wind and deliver to you.\Approaching you a little cuter,\Becoming a heart-shaped future,\I will serve you. response:	Since I want to be beside you.
context: Let's hurry into a realm only the two of us exist.\One two three jump past.\I want to see you.\I want to become piercing wind and deliver to you.\Approaching you a little cuter,\Becoming a heart-shaped future,\I will serve you.\Since I want to be beside you. response:	1-2-3
context: One two three jump past.\I want to see you.\I want to become piercing wind and deliver to you.\Approaching you a little cuter,\Becoming a heart-shaped future,\I will serve you.\Since I want to be beside you.\1-2-3 response:	I fell in love!
context: I want to see you.\I want to become piercing wind and deliver to you.\Approaching you a little cuter,\Becoming a heart-shaped future,\I will serve you.\Since I want to be beside you.\1-2-3\I fell in love! response:	I fell in love!
context: I want to become piercing wind and deliver to you.\Approaching you a little cuter,\Becoming a heart-shaped future,\I will serve you.\Since I want to be beside you.\1-2-3\I fell in love!\I fell in love! response:	Boys
context: Approaching you a little cuter,\Becoming a heart-shaped future,\I will serve you.\Since I want to be beside you.\1-2-3\I fell in love!\I fell in love!\Boys response:	End of Earth
context: Becoming a heart-shaped future,\I will serve you.\Since I want to be beside you.\1-2-3\I fell in love!\I fell in love!\Boys\End of Earth response:	Left side: Konoe Famaily Right side: Suzutsuki Family
context: I will serve you.\Since I want to be beside you.\1-2-3\I fell in love!\I fell in love!\Boys\End of Earth\Left side: Konoe Famaily Right side: Suzutsuki Family response:	Left: Subaru Right: Kanade
context: Since I want to be beside you.\1-2-3\I fell in love!\I fell in love!\Boys\End of Earth\Left side: Konoe Famaily Right side: Suzutsuki Family\Left: Subaru Right: Kanade response:	Nii-san, it's morning-!
context: 1-2-3\I fell in love!\I fell in love!\Boys\End of Earth\Left side: Konoe Famaily Right side: Suzutsuki Family\Left: Subaru Right: Kanade\Nii-san, it's morning-! response:	Here now,
context: I fell in love!\I fell in love!\Boys\End of Earth\Left side: Konoe Famaily Right side: Suzutsuki Family\Left: Subaru Right: Kanade\Nii-san, it's morning-!\Here now, response:	Ass!
context: I fell in love!\Boys\End of Earth\Left side: Konoe Famaily Right side: Suzutsuki Family\Left: Subaru Right: Kanade\Nii-san, it's morning-!\Here now,\Ass! response:	Good morning, Nii-san!
context: Boys\End of Earth\Left side: Konoe Famaily Right side: Suzutsuki Family\Left: Subaru Right: Kanade\Nii-san, it's morning-!\Here now,\Ass!\Good morning, Nii-san! response:	Ankle Lock!
context: End of Earth\Left side: Konoe Famaily Right side: Suzutsuki Family\Left: Subaru Right: Kanade\Nii-san, it's morning-!\Here now,\Ass!\Good morning, Nii-san!\Ankle Lock! response:	And up next, the Sharpshooter!
context: Left side: Konoe Famaily Right side: Suzutsuki Family\Left: Subaru Right: Kanade\Nii-san, it's morning-!\Here now,\Ass!\Good morning, Nii-san!\Ankle Lock!\And up next, the Sharpshooter! response:	And a chain combo to a Sol Naciente!
context: Left: Subaru Right: Kanade\Nii-san, it's morning-!\Here now,\Ass!\Good morning, Nii-san!\Ankle Lock!\And up next, the Sharpshooter!\And a chain combo to a Sol Naciente! response:	And to finish it off, the Triangle Lancer!
context: Nii-san, it's morning-!\Here now,\Ass!\Good morning, Nii-san!\Ankle Lock!\And up next, the Sharpshooter!\And a chain combo to a Sol Naciente!\And to finish it off, the Triangle Lancer! response:	Let's start over. Mornin' Nii-san!
context: Here now,\Ass!\Good morning, Nii-san!\Ankle Lock!\And up next, the Sharpshooter!\And a chain combo to a Sol Naciente!\And to finish it off, the Triangle Lancer!\Let's start over. Mornin' Nii-san! response:	How was I today?
context: Ass!\Good morning, Nii-san!\Ankle Lock!\And up next, the Sharpshooter!\And a chain combo to a Sol Naciente!\And to finish it off, the Triangle Lancer!\Let's start over. Mornin' Nii-san!\How was I today? response:	As sharp as ever.
context: Good morning, Nii-san!\Ankle Lock!\And up next, the Sharpshooter!\And a chain combo to a Sol Naciente!\And to finish it off, the Triangle Lancer!\Let's start over. Mornin' Nii-san!\How was I today?\As sharp as ever. response:	Thanks to that, I almost went right back to sleep, permanently.
context: Ankle Lock!\And up next, the Sharpshooter!\And a chain combo to a Sol Naciente!\And to finish it off, the Triangle Lancer!\Let's start over. Mornin' Nii-san!\How was I today?\As sharp as ever.\Thanks to that, I almost went right back to sleep, permanently. response:	I nearly got to meet Father in the gardens of paradise.
context: And up next, the Sharpshooter!\And a chain combo to a Sol Naciente!\And to finish it off, the Triangle Lancer!\Let's start over. Mornin' Nii-san!\How was I today?\As sharp as ever.\Thanks to that, I almost went right back to sleep, permanently.\I nearly got to meet Father in the gardens of paradise. response:	So, my skills were enough to send you to Heaven?
context: And a chain combo to a Sol Naciente!\And to finish it off, the Triangle Lancer!\Let's start over. Mornin' Nii-san!\How was I today?\As sharp as ever.\Thanks to that, I almost went right back to sleep, permanently.\I nearly got to meet Father in the gardens of paradise.\So, my skills were enough to send you to Heaven? response:	Anyway, breakfast is ready, so hurry up and come down!
context: And to finish it off, the Triangle Lancer!\Let's start over. Mornin' Nii-san!\How was I today?\As sharp as ever.\Thanks to that, I almost went right back to sleep, permanently.\I nearly got to meet Father in the gardens of paradise.\So, my skills were enough to send you to Heaven?\Anyway, breakfast is ready, so hurry up and come down! response:	On a fateful day, much like today, I, Sakamachi Kinjirou, discovered a very important secret.
context: Let's start over. Mornin' Nii-san!\How was I today?\As sharp as ever.\Thanks to that, I almost went right back to sleep, permanently.\I nearly got to meet Father in the gardens of paradise.\So, my skills were enough to send you to Heaven?\Anyway, breakfast is ready, so hurry up and come down!\On a fateful day, much like today, I, Sakamachi Kinjirou, discovered a very important secret. response:	It was just like any ordinary morning...
context: How was I today?\As sharp as ever.\Thanks to that, I almost went right back to sleep, permanently.\I nearly got to meet Father in the gardens of paradise.\So, my skills were enough to send you to Heaven?\Anyway, breakfast is ready, so hurry up and come down!\On a fateful day, much like today, I, Sakamachi Kinjirou, discovered a very important secret.\It was just like any ordinary morning... response:	Tomato-infested...
context: As sharp as ever.\Thanks to that, I almost went right back to sleep, permanently.\I nearly got to meet Father in the gardens of paradise.\So, my skills were enough to send you to Heaven?\Anyway, breakfast is ready, so hurry up and come down!\On a fateful day, much like today, I, Sakamachi Kinjirou, discovered a very important secret.\It was just like any ordinary morning...\Tomato-infested... response:	With Nii-san's help, morning practice ended without a hitch!
context: Thanks to that, I almost went right back to sleep, permanently.\I nearly got to meet Father in the gardens of paradise.\So, my skills were enough to send you to Heaven?\Anyway, breakfast is ready, so hurry up and come down!\On a fateful day, much like today, I, Sakamachi Kinjirou, discovered a very important secret.\It was just like any ordinary morning...\Tomato-infested...\With Nii-san's help, morning practice ended without a hitch! response:	Morning practice?!
context: I nearly got to meet Father in the gardens of paradise.\So, my skills were enough to send you to Heaven?\Anyway, breakfast is ready, so hurry up and come down!\On a fateful day, much like today, I, Sakamachi Kinjirou, discovered a very important secret.\It was just like any ordinary morning...\Tomato-infested...\With Nii-san's help, morning practice ended without a hitch!\Morning practice?! response:	Aren't you in the textile arts club!?
context: So, my skills were enough to send you to Heaven?\Anyway, breakfast is ready, so hurry up and come down!\On a fateful day, much like today, I, Sakamachi Kinjirou, discovered a very important secret.\It was just like any ordinary morning...\Tomato-infested...\With Nii-san's help, morning practice ended without a hitch!\Morning practice?!\Aren't you in the textile arts club!? response:	Well, our textile arts club is well-known for taking things too seriously.
context: Anyway, breakfast is ready, so hurry up and come down!\On a fateful day, much like today, I, Sakamachi Kinjirou, discovered a very important secret.\It was just like any ordinary morning...\Tomato-infested...\With Nii-san's help, morning practice ended without a hitch!\Morning practice?!\Aren't you in the textile arts club!?\Well, our textile arts club is well-known for taking things too seriously. response:	Our captain can crush a concrete block with a single finger!
context: On a fateful day, much like today, I, Sakamachi Kinjirou, discovered a very important secret.\It was just like any ordinary morning...\Tomato-infested...\With Nii-san's help, morning practice ended without a hitch!\Morning practice?!\Aren't you in the textile arts club!?\Well, our textile arts club is well-known for taking things too seriously.\Our captain can crush a concrete block with a single finger! response:	You've joined quite the abnormal group, and it's only the beginning of the semester.
context: It was just like any ordinary morning...\Tomato-infested...\With Nii-san's help, morning practice ended without a hitch!\Morning practice?!\Aren't you in the textile arts club!?\Well, our textile arts club is well-known for taking things too seriously.\Our captain can crush a concrete block with a single finger!\You've joined quite the abnormal group, and it's only the beginning of the semester. response:	We're also going on a trip to the mountains for Golden Week to train.
context: Tomato-infested...\With Nii-san's help, morning practice ended without a hitch!\Morning practice?!\Aren't you in the textile arts club!?\Well, our textile arts club is well-known for taking things too seriously.\Our captain can crush a concrete block with a single finger!\You've joined quite the abnormal group, and it's only the beginning of the semester.\We're also going on a trip to the mountains for Golden Week to train. response:	It's a three-day, two-night survival camp.
context: With Nii-san's help, morning practice ended without a hitch!\Morning practice?!\Aren't you in the textile arts club!?\Well, our textile arts club is well-known for taking things too seriously.\Our captain can crush a concrete block with a single finger!\You've joined quite the abnormal group, and it's only the beginning of the semester.\We're also going on a trip to the mountains for Golden Week to train.\It's a three-day, two-night survival camp. response:	Your club's going to be the end of you.
context: Morning practice?!\Aren't you in the textile arts club!?\Well, our textile arts club is well-known for taking things too seriously.\Our captain can crush a concrete block with a single finger!\You've joined quite the abnormal group, and it's only the beginning of the semester.\We're also going on a trip to the mountains for Golden Week to train.\It's a three-day, two-night survival camp.\Your club's going to be the end of you. response:	It's still a good opportunity, because I've always wanted to fight a bear with my bare hands.
context: Aren't you in the textile arts club!?\Well, our textile arts club is well-known for taking things too seriously.\Our captain can crush a concrete block with a single finger!\You've joined quite the abnormal group, and it's only the beginning of the semester.\We're also going on a trip to the mountains for Golden Week to train.\It's a three-day, two-night survival camp.\Your club's going to be the end of you.\It's still a good opportunity, because I've always wanted to fight a bear with my bare hands. response:	Don't even try.
context: Well, our textile arts club is well-known for taking things too seriously.\Our captain can crush a concrete block with a single finger!\You've joined quite the abnormal group, and it's only the beginning of the semester.\We're also going on a trip to the mountains for Golden Week to train.\It's a three-day, two-night survival camp.\Your club's going to be the end of you.\It's still a good opportunity, because I've always wanted to fight a bear with my bare hands.\Don't even try. response:	Even you would die.
context: Our captain can crush a concrete block with a single finger!\You've joined quite the abnormal group, and it's only the beginning of the semester.\We're also going on a trip to the mountains for Golden Week to train.\It's a three-day, two-night survival camp.\Your club's going to be the end of you.\It's still a good opportunity, because I've always wanted to fight a bear with my bare hands.\Don't even try.\Even you would die. response:	Oh, come on. It'll be fine.
context: You've joined quite the abnormal group, and it's only the beginning of the semester.\We're also going on a trip to the mountains for Golden Week to train.\It's a three-day, two-night survival camp.\Your club's going to be the end of you.\It's still a good opportunity, because I've always wanted to fight a bear with my bare hands.\Don't even try.\Even you would die.\Oh, come on. It'll be fine. response:	Look at Mother; I received a letter the other day saying that she fought a tiger in India.
context: We're also going on a trip to the mountains for Golden Week to train.\It's a three-day, two-night survival camp.\Your club's going to be the end of you.\It's still a good opportunity, because I've always wanted to fight a bear with my bare hands.\Don't even try.\Even you would die.\Oh, come on. It'll be fine.\Look at Mother; I received a letter the other day saying that she fought a tiger in India. response:	Don't put yourself in the same league as your mother.
context: It's a three-day, two-night survival camp.\Your club's going to be the end of you.\It's still a good opportunity, because I've always wanted to fight a bear with my bare hands.\Don't even try.\Even you would die.\Oh, come on. It'll be fine.\Look at Mother; I received a letter the other day saying that she fought a tiger in India.\Don't put yourself in the same league as your mother. response:	She quit being human ages ago.
context: Your club's going to be the end of you.\It's still a good opportunity, because I've always wanted to fight a bear with my bare hands.\Don't even try.\Even you would die.\Oh, come on. It'll be fine.\Look at Mother; I received a letter the other day saying that she fought a tiger in India.\Don't put yourself in the same league as your mother.\She quit being human ages ago. response:	She became so strong that there aren't any opponents left to fight her,
