context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: Starting from the top of your scalp.\Wolf and Distant Past\Let us thank God for this encounter today.\Forgive me, but who is this person?\This is my wife. She has some burns on her face.\Is that so?\I'll come see you after I have a look at our soaked luggage.\We're quite soaked, aren't we? response:	My burns have cooled off thanks to the cold rain, and it feels good.
context: Wolf and Distant Past\Let us thank God for this encounter today.\Forgive me, but who is this person?\This is my wife. She has some burns on her face.\Is that so?\I'll come see you after I have a look at our soaked luggage.\We're quite soaked, aren't we?\My burns have cooled off thanks to the cold rain, and it feels good. response:	That's right, what should we do with the wheat?
context: Let us thank God for this encounter today.\Forgive me, but who is this person?\This is my wife. She has some burns on her face.\Is that so?\I'll come see you after I have a look at our soaked luggage.\We're quite soaked, aren't we?\My burns have cooled off thanks to the cold rain, and it feels good.\That's right, what should we do with the wheat? response:	Do with it? What do you mean?
context: Forgive me, but who is this person?\This is my wife. She has some burns on her face.\Is that so?\I'll come see you after I have a look at our soaked luggage.\We're quite soaked, aren't we?\My burns have cooled off thanks to the cold rain, and it feels good.\That's right, what should we do with the wheat?\Do with it? What do you mean? response:	B-Basically, should we thresh it? Or leave it as it is?
context: This is my wife. She has some burns on her face.\Is that so?\I'll come see you after I have a look at our soaked luggage.\We're quite soaked, aren't we?\My burns have cooled off thanks to the cold rain, and it feels good.\That's right, what should we do with the wheat?\Do with it? What do you mean?\B-Basically, should we thresh it? Or leave it as it is? response:	Well, that's only if you actually did dwell in that wheat.
context: Is that so?\I'll come see you after I have a look at our soaked luggage.\We're quite soaked, aren't we?\My burns have cooled off thanks to the cold rain, and it feels good.\That's right, what should we do with the wheat?\Do with it? What do you mean?\B-Basically, should we thresh it? Or leave it as it is?\Well, that's only if you actually did dwell in that wheat. response:	As long I live, it will neither rot nor whither.
context: I'll come see you after I have a look at our soaked luggage.\We're quite soaked, aren't we?\My burns have cooled off thanks to the cold rain, and it feels good.\That's right, what should we do with the wheat?\Do with it? What do you mean?\B-Basically, should we thresh it? Or leave it as it is?\Well, that's only if you actually did dwell in that wheat.\As long I live, it will neither rot nor whither. response:	If it were eaten, burnt, or mashed, and then returned to the earth,
context: We're quite soaked, aren't we?\My burns have cooled off thanks to the cold rain, and it feels good.\That's right, what should we do with the wheat?\Do with it? What do you mean?\B-Basically, should we thresh it? Or leave it as it is?\Well, that's only if you actually did dwell in that wheat.\As long I live, it will neither rot nor whither.\If it were eaten, burnt, or mashed, and then returned to the earth, response:	I might disappear, but...
context: My burns have cooled off thanks to the cold rain, and it feels good.\That's right, what should we do with the wheat?\Do with it? What do you mean?\B-Basically, should we thresh it? Or leave it as it is?\Well, that's only if you actually did dwell in that wheat.\As long I live, it will neither rot nor whither.\If it were eaten, burnt, or mashed, and then returned to the earth,\I might disappear, but... response:	There should be no problem with threshing it.
context: That's right, what should we do with the wheat?\Do with it? What do you mean?\B-Basically, should we thresh it? Or leave it as it is?\Well, that's only if you actually did dwell in that wheat.\As long I live, it will neither rot nor whither.\If it were eaten, burnt, or mashed, and then returned to the earth,\I might disappear, but...\There should be no problem with threshing it. response:	I'll put the wheat grains into a pouch later, then.
context: Do with it? What do you mean?\B-Basically, should we thresh it? Or leave it as it is?\Well, that's only if you actually did dwell in that wheat.\As long I live, it will neither rot nor whither.\If it were eaten, burnt, or mashed, and then returned to the earth,\I might disappear, but...\There should be no problem with threshing it.\I'll put the wheat grains into a pouch later, then. response:	You probably want to carry it yourself, don't you?
context: B-Basically, should we thresh it? Or leave it as it is?\Well, that's only if you actually did dwell in that wheat.\As long I live, it will neither rot nor whither.\If it were eaten, burnt, or mashed, and then returned to the earth,\I might disappear, but...\There should be no problem with threshing it.\I'll put the wheat grains into a pouch later, then.\You probably want to carry it yourself, don't you? response:	That'd be helpful, and even more useful if I could hang it around my neck.
context: Well, that's only if you actually did dwell in that wheat.\As long I live, it will neither rot nor whither.\If it were eaten, burnt, or mashed, and then returned to the earth,\I might disappear, but...\There should be no problem with threshing it.\I'll put the wheat grains into a pouch later, then.\You probably want to carry it yourself, don't you?\That'd be helpful, and even more useful if I could hang it around my neck. response:	Like a necklace?
context: As long I live, it will neither rot nor whither.\If it were eaten, burnt, or mashed, and then returned to the earth,\I might disappear, but...\There should be no problem with threshing it.\I'll put the wheat grains into a pouch later, then.\You probably want to carry it yourself, don't you?\That'd be helpful, and even more useful if I could hang it around my neck.\Like a necklace? response:	Yes.
context: If it were eaten, burnt, or mashed, and then returned to the earth,\I might disappear, but...\There should be no problem with threshing it.\I'll put the wheat grains into a pouch later, then.\You probably want to carry it yourself, don't you?\That'd be helpful, and even more useful if I could hang it around my neck.\Like a necklace?\Yes. response:	Would it be okay if I left some wheat behind?
context: I might disappear, but...\There should be no problem with threshing it.\I'll put the wheat grains into a pouch later, then.\You probably want to carry it yourself, don't you?\That'd be helpful, and even more useful if I could hang it around my neck.\Like a necklace?\Yes.\Would it be okay if I left some wheat behind? response:	I want to try and sell it in another land.
context: There should be no problem with threshing it.\I'll put the wheat grains into a pouch later, then.\You probably want to carry it yourself, don't you?\That'd be helpful, and even more useful if I could hang it around my neck.\Like a necklace?\Yes.\Would it be okay if I left some wheat behind?\I want to try and sell it in another land. response:	It'll grow well because it came from that land.
context: I'll put the wheat grains into a pouch later, then.\You probably want to carry it yourself, don't you?\That'd be helpful, and even more useful if I could hang it around my neck.\Like a necklace?\Yes.\Would it be okay if I left some wheat behind?\I want to try and sell it in another land.\It'll grow well because it came from that land. response:	It'll immediately whither away, though.
context: You probably want to carry it yourself, don't you?\That'd be helpful, and even more useful if I could hang it around my neck.\Like a necklace?\Yes.\Would it be okay if I left some wheat behind?\I want to try and sell it in another land.\It'll grow well because it came from that land.\It'll immediately whither away, though. response:	Basically, such a thing is pointless because it'll just die.
context: That'd be helpful, and even more useful if I could hang it around my neck.\Like a necklace?\Yes.\Would it be okay if I left some wheat behind?\I want to try and sell it in another land.\It'll grow well because it came from that land.\It'll immediately whither away, though.\Basically, such a thing is pointless because it'll just die. response:	Anyway...
context: Like a necklace?\Yes.\Would it be okay if I left some wheat behind?\I want to try and sell it in another land.\It'll grow well because it came from that land.\It'll immediately whither away, though.\Basically, such a thing is pointless because it'll just die.\Anyway... response:	Even though you were in the rain for so long, you still stink!
context: Yes.\Would it be okay if I left some wheat behind?\I want to try and sell it in another land.\It'll grow well because it came from that land.\It'll immediately whither away, though.\Basically, such a thing is pointless because it'll just die.\Anyway...\Even though you were in the rain for so long, you still stink! response:	I think you're a good man.
context: Would it be okay if I left some wheat behind?\I want to try and sell it in another land.\It'll grow well because it came from that land.\It'll immediately whither away, though.\Basically, such a thing is pointless because it'll just die.\Anyway...\Even though you were in the rain for so long, you still stink!\I think you're a good man. response:	You should try to keep a clean aspect.
context: I want to try and sell it in another land.\It'll grow well because it came from that land.\It'll immediately whither away, though.\Basically, such a thing is pointless because it'll just die.\Anyway...\Even though you were in the rain for so long, you still stink!\I think you're a good man.\You should try to keep a clean aspect. response:	Even so, it hasn't really hindered me.
context: It'll grow well because it came from that land.\It'll immediately whither away, though.\Basically, such a thing is pointless because it'll just die.\Anyway...\Even though you were in the rain for so long, you still stink!\I think you're a good man.\You should try to keep a clean aspect.\Even so, it hasn't really hindered me. response:	Well, I think that beard of yours is nice, though.
context: It'll immediately whither away, though.\Basically, such a thing is pointless because it'll just die.\Anyway...\Even though you were in the rain for so long, you still stink!\I think you're a good man.\You should try to keep a clean aspect.\Even so, it hasn't really hindered me.\Well, I think that beard of yours is nice, though. response:	Oh, so you understand?
context: Basically, such a thing is pointless because it'll just die.\Anyway...\Even though you were in the rain for so long, you still stink!\I think you're a good man.\You should try to keep a clean aspect.\Even so, it hasn't really hindered me.\Well, I think that beard of yours is nice, though.\Oh, so you understand? response:	However, I'd like it more if it were a bit longer.
context: Anyway...\Even though you were in the rain for so long, you still stink!\I think you're a good man.\You should try to keep a clean aspect.\Even so, it hasn't really hindered me.\Well, I think that beard of yours is nice, though.\Oh, so you understand?\However, I'd like it more if it were a bit longer. response:	Like this!
context: Even though you were in the rain for so long, you still stink!\I think you're a good man.\You should try to keep a clean aspect.\Even so, it hasn't really hindered me.\Well, I think that beard of yours is nice, though.\Oh, so you understand?\However, I'd like it more if it were a bit longer.\Like this! response:	How about you try growing a beard like that?
context: I think you're a good man.\You should try to keep a clean aspect.\Even so, it hasn't really hindered me.\Well, I think that beard of yours is nice, though.\Oh, so you understand?\However, I'd like it more if it were a bit longer.\Like this!\How about you try growing a beard like that? response:	There are other people here, so don't expose yourself.
context: You should try to keep a clean aspect.\Even so, it hasn't really hindered me.\Well, I think that beard of yours is nice, though.\Oh, so you understand?\However, I'd like it more if it were a bit longer.\Like this!\How about you try growing a beard like that?\There are other people here, so don't expose yourself. response:	I'm Horo the Wise; I've always been traveling in this form.
context: Even so, it hasn't really hindered me.\Well, I think that beard of yours is nice, though.\Oh, so you understand?\However, I'd like it more if it were a bit longer.\Like this!\How about you try growing a beard like that?\There are other people here, so don't expose yourself.\I'm Horo the Wise; I've always been traveling in this form. response:	Well, just leave it to me.
context: Well, I think that beard of yours is nice, though.\Oh, so you understand?\However, I'd like it more if it were a bit longer.\Like this!\How about you try growing a beard like that?\There are other people here, so don't expose yourself.\I'm Horo the Wise; I've always been traveling in this form.\Well, just leave it to me. response:	That was quite an insincere idea, though.
context: Oh, so you understand?\However, I'd like it more if it were a bit longer.\Like this!\How about you try growing a beard like that?\There are other people here, so don't expose yourself.\I'm Horo the Wise; I've always been traveling in this form.\Well, just leave it to me.\That was quite an insincere idea, though. response:	To hide my face because it is burned, that is.
context: However, I'd like it more if it were a bit longer.\Like this!\How about you try growing a beard like that?\There are other people here, so don't expose yourself.\I'm Horo the Wise; I've always been traveling in this form.\Well, just leave it to me.\That was quite an insincere idea, though.\To hide my face because it is burned, that is. response:	Then what do you want to do?
context: Like this!\How about you try growing a beard like that?\There are other people here, so don't expose yourself.\I'm Horo the Wise; I've always been traveling in this form.\Well, just leave it to me.\That was quite an insincere idea, though.\To hide my face because it is burned, that is.\Then what do you want to do? response:	Those burns are proof of who I am.
context: How about you try growing a beard like that?\There are other people here, so don't expose yourself.\I'm Horo the Wise; I've always been traveling in this form.\Well, just leave it to me.\That was quite an insincere idea, though.\To hide my face because it is burned, that is.\Then what do you want to do?\Those burns are proof of who I am. response:	Just like these ears and this tail, I'll believe that it's my face.
context: There are other people here, so don't expose yourself.\I'm Horo the Wise; I've always been traveling in this form.\Well, just leave it to me.\That was quite an insincere idea, though.\To hide my face because it is burned, that is.\Then what do you want to do?\Those burns are proof of who I am.\Just like these ears and this tail, I'll believe that it's my face. response:	I see.
context: I'm Horo the Wise; I've always been traveling in this form.\Well, just leave it to me.\That was quite an insincere idea, though.\To hide my face because it is burned, that is.\Then what do you want to do?\Those burns are proof of who I am.\Just like these ears and this tail, I'll believe that it's my face.\I see. response:	Oh? So you came from Yorentsu?
context: Well, just leave it to me.\That was quite an insincere idea, though.\To hide my face because it is burned, that is.\Then what do you want to do?\Those burns are proof of who I am.\Just like these ears and this tail, I'll believe that it's my face.\I see.\Oh? So you came from Yorentsu? response:	Yes. I stocked up on salt over there and then delivered it.
context: That was quite an insincere idea, though.\To hide my face because it is burned, that is.\Then what do you want to do?\Those burns are proof of who I am.\Just like these ears and this tail, I'll believe that it's my face.\I see.\Oh? So you came from Yorentsu?\Yes. I stocked up on salt over there and then delivered it. response:	In exchange, I got marten pelts.
context: To hide my face because it is burned, that is.\Then what do you want to do?\Those burns are proof of who I am.\Just like these ears and this tail, I'll believe that it's my face.\I see.\Oh? So you came from Yorentsu?\Yes. I stocked up on salt over there and then delivered it.\In exchange, I got marten pelts. response:	But won't you have to return to Yorentsu again?
context: Then what do you want to do?\Those burns are proof of who I am.\Just like these ears and this tail, I'll believe that it's my face.\I see.\Oh? So you came from Yorentsu?\Yes. I stocked up on salt over there and then delivered it.\In exchange, I got marten pelts.\But won't you have to return to Yorentsu again? response:	A merchant's wisdom plays its hand here.
context: Those burns are proof of who I am.\Just like these ears and this tail, I'll believe that it's my face.\I see.\Oh? So you came from Yorentsu?\Yes. I stocked up on salt over there and then delivered it.\In exchange, I got marten pelts.\But won't you have to return to Yorentsu again?\A merchant's wisdom plays its hand here. response:	There's no need to return.
context: Just like these ears and this tail, I'll believe that it's my face.\I see.\Oh? So you came from Yorentsu?\Yes. I stocked up on salt over there and then delivered it.\In exchange, I got marten pelts.\But won't you have to return to Yorentsu again?\A merchant's wisdom plays its hand here.\There's no need to return. response:	I don't pay for the salt I buy from a company in Yorentsu.
context: I see.\Oh? So you came from Yorentsu?\Yes. I stocked up on salt over there and then delivered it.\In exchange, I got marten pelts.\But won't you have to return to Yorentsu again?\A merchant's wisdom plays its hand here.\There's no need to return.\I don't pay for the salt I buy from a company in Yorentsu. response:	It's because I sell the same amount of wheat
context: Oh? So you came from Yorentsu?\Yes. I stocked up on salt over there and then delivered it.\In exchange, I got marten pelts.\But won't you have to return to Yorentsu again?\A merchant's wisdom plays its hand here.\There's no need to return.\I don't pay for the salt I buy from a company in Yorentsu.\It's because I sell the same amount of wheat response:	to a branch from the same company in another city.
context: Yes. I stocked up on salt over there and then delivered it.\In exchange, I got marten pelts.\But won't you have to return to Yorentsu again?\A merchant's wisdom plays its hand here.\There's no need to return.\I don't pay for the salt I buy from a company in Yorentsu.\It's because I sell the same amount of wheat\to a branch from the same company in another city. response:	In exchange for not receiving a fee for the wheat,
context: In exchange, I got marten pelts.\But won't you have to return to Yorentsu again?\A merchant's wisdom plays its hand here.\There's no need to return.\I don't pay for the salt I buy from a company in Yorentsu.\It's because I sell the same amount of wheat\to a branch from the same company in another city.\In exchange for not receiving a fee for the wheat, response:	I don't need to pay for the salt.
context: But won't you have to return to Yorentsu again?\A merchant's wisdom plays its hand here.\There's no need to return.\I don't pay for the salt I buy from a company in Yorentsu.\It's because I sell the same amount of wheat\to a branch from the same company in another city.\In exchange for not receiving a fee for the wheat,\I don't need to pay for the salt. response:	Basically, I can fulfill both contracts without exchanging any money.
context: A merchant's wisdom plays its hand here.\There's no need to return.\I don't pay for the salt I buy from a company in Yorentsu.\It's because I sell the same amount of wheat\to a branch from the same company in another city.\In exchange for not receiving a fee for the wheat,\I don't need to pay for the salt.\Basically, I can fulfill both contracts without exchanging any money. response:	Oh, that's quite fascinating.
context: There's no need to return.\I don't pay for the salt I buy from a company in Yorentsu.\It's because I sell the same amount of wheat\to a branch from the same company in another city.\In exchange for not receiving a fee for the wheat,\I don't need to pay for the salt.\Basically, I can fulfill both contracts without exchanging any money.\Oh, that's quite fascinating. response:	This system is called bartering, and was invented by merchants to deal with various regions.
context: I don't pay for the salt I buy from a company in Yorentsu.\It's because I sell the same amount of wheat\to a branch from the same company in another city.\In exchange for not receiving a fee for the wheat,\I don't need to pay for the salt.\Basically, I can fulfill both contracts without exchanging any money.\Oh, that's quite fascinating.\This system is called bartering, and was invented by merchants to deal with various regions. response:	I own a vineyard in the city of Perentso.
context: It's because I sell the same amount of wheat\to a branch from the same company in another city.\In exchange for not receiving a fee for the wheat,\I don't need to pay for the salt.\Basically, I can fulfill both contracts without exchanging any money.\Oh, that's quite fascinating.\This system is called bartering, and was invented by merchants to deal with various regions.\I own a vineyard in the city of Perentso. response:	I've never received payment in such a curious method before.
context: to a branch from the same company in another city.\In exchange for not receiving a fee for the wheat,\I don't need to pay for the salt.\Basically, I can fulfill both contracts without exchanging any money.\Oh, that's quite fascinating.\This system is called bartering, and was invented by merchants to deal with various regions.\I own a vineyard in the city of Perentso.\I've never received payment in such a curious method before. response:	Should I be bartering instead?
context: In exchange for not receiving a fee for the wheat,\I don't need to pay for the salt.\Basically, I can fulfill both contracts without exchanging any money.\Oh, that's quite fascinating.\This system is called bartering, and was invented by merchants to deal with various regions.\I own a vineyard in the city of Perentso.\I've never received payment in such a curious method before.\Should I be bartering instead? response:	No, you should be fine.
context: I don't need to pay for the salt.\Basically, I can fulfill both contracts without exchanging any money.\Oh, that's quite fascinating.\This system is called bartering, and was invented by merchants to deal with various regions.\I own a vineyard in the city of Perentso.\I've never received payment in such a curious method before.\Should I be bartering instead?\No, you should be fine. response:	I am simply able to evade the danger of having my precious money stolen on long journeys.
context: Basically, I can fulfill both contracts without exchanging any money.\Oh, that's quite fascinating.\This system is called bartering, and was invented by merchants to deal with various regions.\I own a vineyard in the city of Perentso.\I've never received payment in such a curious method before.\Should I be bartering instead?\No, you should be fine.\I am simply able to evade the danger of having my precious money stolen on long journeys. response:	You two own a vineyard, so you only need to look out for hassling merchants.
context: Oh, that's quite fascinating.\This system is called bartering, and was invented by merchants to deal with various regions.\I own a vineyard in the city of Perentso.\I've never received payment in such a curious method before.\Should I be bartering instead?\No, you should be fine.\I am simply able to evade the danger of having my precious money stolen on long journeys.\You two own a vineyard, so you only need to look out for hassling merchants. response:	There's a dispute over that every year.
context: This system is called bartering, and was invented by merchants to deal with various regions.\I own a vineyard in the city of Perentso.\I've never received payment in such a curious method before.\Should I be bartering instead?\No, you should be fine.\I am simply able to evade the danger of having my precious money stolen on long journeys.\You two own a vineyard, so you only need to look out for hassling merchants.\There's a dispute over that every year. response:	I'd assume so.
context: I own a vineyard in the city of Perentso.\I've never received payment in such a curious method before.\Should I be bartering instead?\No, you should be fine.\I am simply able to evade the danger of having my precious money stolen on long journeys.\You two own a vineyard, so you only need to look out for hassling merchants.\There's a dispute over that every year.\I'd assume so. response:	You said your name was Lawrence, did you not?
context: I've never received payment in such a curious method before.\Should I be bartering instead?\No, you should be fine.\I am simply able to evade the danger of having my precious money stolen on long journeys.\You two own a vineyard, so you only need to look out for hassling merchants.\There's a dispute over that every year.\I'd assume so.\You said your name was Lawrence, did you not? response:	If you're ever in the vicinity of Perentso, please come and visit us.
context: Should I be bartering instead?\No, you should be fine.\I am simply able to evade the danger of having my precious money stolen on long journeys.\You two own a vineyard, so you only need to look out for hassling merchants.\There's a dispute over that every year.\I'd assume so.\You said your name was Lawrence, did you not?\If you're ever in the vicinity of Perentso, please come and visit us. response:	I will, thanks.
context: No, you should be fine.\I am simply able to evade the danger of having my precious money stolen on long journeys.\You two own a vineyard, so you only need to look out for hassling merchants.\There's a dispute over that every year.\I'd assume so.\You said your name was Lawrence, did you not?\If you're ever in the vicinity of Perentso, please come and visit us.\I will, thanks. response:	My wife is a bit tired, so please excuse us.
context: I am simply able to evade the danger of having my precious money stolen on long journeys.\You two own a vineyard, so you only need to look out for hassling merchants.\There's a dispute over that every year.\I'd assume so.\You said your name was Lawrence, did you not?\If you're ever in the vicinity of Perentso, please come and visit us.\I will, thanks.\My wife is a bit tired, so please excuse us. response:	Excuse us.
context: You two own a vineyard, so you only need to look out for hassling merchants.\There's a dispute over that every year.\I'd assume so.\You said your name was Lawrence, did you not?\If you're ever in the vicinity of Perentso, please come and visit us.\I will, thanks.\My wife is a bit tired, so please excuse us.\Excuse us. response:	May God allow us to meet once more.
context: There's a dispute over that every year.\I'd assume so.\You said your name was Lawrence, did you not?\If you're ever in the vicinity of Perentso, please come and visit us.\I will, thanks.\My wife is a bit tired, so please excuse us.\Excuse us.\May God allow us to meet once more. response:	You're pretty good, boss!
context: I'd assume so.\You said your name was Lawrence, did you not?\If you're ever in the vicinity of Perentso, please come and visit us.\I will, thanks.\My wife is a bit tired, so please excuse us.\Excuse us.\May God allow us to meet once more.\You're pretty good, boss! response:	I'm just a normal merchant you can find anywhere.
context: You said your name was Lawrence, did you not?\If you're ever in the vicinity of Perentso, please come and visit us.\I will, thanks.\My wife is a bit tired, so please excuse us.\Excuse us.\May God allow us to meet once more.\You're pretty good, boss!\I'm just a normal merchant you can find anywhere. response:	No, no, I've had my eyes on that old couple for a while, but
context: If you're ever in the vicinity of Perentso, please come and visit us.\I will, thanks.\My wife is a bit tired, so please excuse us.\Excuse us.\May God allow us to meet once more.\You're pretty good, boss!\I'm just a normal merchant you can find anywhere.\No, no, I've had my eyes on that old couple for a while, but response:	I just couldn't find the right moment.
context: I will, thanks.\My wife is a bit tired, so please excuse us.\Excuse us.\May God allow us to meet once more.\You're pretty good, boss!\I'm just a normal merchant you can find anywhere.\No, no, I've had my eyes on that old couple for a while, but\I just couldn't find the right moment. response:	And yet you pulled it off so easily.
context: My wife is a bit tired, so please excuse us.\Excuse us.\May God allow us to meet once more.\You're pretty good, boss!\I'm just a normal merchant you can find anywhere.\No, no, I've had my eyes on that old couple for a while, but\I just couldn't find the right moment.\And yet you pulled it off so easily. response:	When I first started out, all merchants seemed like monsters to me.
