context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: an obstacle course race!\Who could've predicted the developments at the beginning or this conclusion?\Right now, the first person back in the stadium is that man...\Izuku Midoriya's made a huge splash!\The second round of the U.A. sports festival first-year stage is...\A cavalry battle with the top 42 from the qualifier!\Those at the top will suffer more.\You'll hear this many times as you attend U.A. response:	This is what Plus Ultra means!
context: Who could've predicted the developments at the beginning or this conclusion?\Right now, the first person back in the stadium is that man...\Izuku Midoriya's made a huge splash!\The second round of the U.A. sports festival first-year stage is...\A cavalry battle with the top 42 from the qualifier!\Those at the top will suffer more.\You'll hear this many times as you attend U.A.\This is what Plus Ultra means! response:	Izuku Midoriya, who placed first in the qualifier, is worth ten million points!
context: Right now, the first person back in the stadium is that man...\Izuku Midoriya's made a huge splash!\The second round of the U.A. sports festival first-year stage is...\A cavalry battle with the top 42 from the qualifier!\Those at the top will suffer more.\You'll hear this many times as you attend U.A.\This is what Plus Ultra means!\Izuku Midoriya, who placed first in the qualifier, is worth ten million points! response:	What the hell can you do?
context: Izuku Midoriya's made a huge splash!\The second round of the U.A. sports festival first-year stage is...\A cavalry battle with the top 42 from the qualifier!\Those at the top will suffer more.\You'll hear this many times as you attend U.A.\This is what Plus Ultra means!\Izuku Midoriya, who placed first in the qualifier, is worth ten million points!\What the hell can you do? response:	You're Quirkless!
context: The second round of the U.A. sports festival first-year stage is...\A cavalry battle with the top 42 from the qualifier!\Those at the top will suffer more.\You'll hear this many times as you attend U.A.\This is what Plus Ultra means!\Izuku Midoriya, who placed first in the qualifier, is worth ten million points!\What the hell can you do?\You're Quirkless! response:	The eyes around me are different from junior high...
context: A cavalry battle with the top 42 from the qualifier!\Those at the top will suffer more.\You'll hear this many times as you attend U.A.\This is what Plus Ultra means!\Izuku Midoriya, who placed first in the qualifier, is worth ten million points!\What the hell can you do?\You're Quirkless!\The eyes around me are different from junior high... response:	The top spot I got for an instant because of luck...
context: Those at the top will suffer more.\You'll hear this many times as you attend U.A.\This is what Plus Ultra means!\Izuku Midoriya, who placed first in the qualifier, is worth ten million points!\What the hell can you do?\You're Quirkless!\The eyes around me are different from junior high...\The top spot I got for an instant because of luck... response:	Even so...
context: You'll hear this many times as you attend U.A.\This is what Plus Ultra means!\Izuku Midoriya, who placed first in the qualifier, is worth ten million points!\What the hell can you do?\You're Quirkless!\The eyes around me are different from junior high...\The top spot I got for an instant because of luck...\Even so... response:	You're quick to understand, huh, young man?
context: This is what Plus Ultra means!\Izuku Midoriya, who placed first in the qualifier, is worth ten million points!\What the hell can you do?\You're Quirkless!\The eyes around me are different from junior high...\The top spot I got for an instant because of luck...\Even so...\You're quick to understand, huh, young man? response:	Even so,
context: Izuku Midoriya, who placed first in the qualifier, is worth ten million points!\What the hell can you do?\You're Quirkless!\The eyes around me are different from junior high...\The top spot I got for an instant because of luck...\Even so...\You're quick to understand, huh, young man?\Even so, response:	is it really this heavy, All Might?
context: What the hell can you do?\You're Quirkless!\The eyes around me are different from junior high...\The top spot I got for an instant because of luck...\Even so...\You're quick to understand, huh, young man?\Even so,\is it really this heavy, All Might? response:	Strategy, Strategy, Strategy
context: You're Quirkless!\The eyes around me are different from junior high...\The top spot I got for an instant because of luck...\Even so...\You're quick to understand, huh, young man?\Even so,\is it really this heavy, All Might?\Strategy, Strategy, Strategy response:	Now then, I will explain the rules of the cavalry battle.
context: The eyes around me are different from junior high...\The top spot I got for an instant because of luck...\Even so...\You're quick to understand, huh, young man?\Even so,\is it really this heavy, All Might?\Strategy, Strategy, Strategy\Now then, I will explain the rules of the cavalry battle. response:	The time limit is fifteen minutes.
context: The top spot I got for an instant because of luck...\Even so...\You're quick to understand, huh, young man?\Even so,\is it really this heavy, All Might?\Strategy, Strategy, Strategy\Now then, I will explain the rules of the cavalry battle.\The time limit is fifteen minutes. response:	Each team is worth the total of its members' points,
context: Even so...\You're quick to understand, huh, young man?\Even so,\is it really this heavy, All Might?\Strategy, Strategy, Strategy\Now then, I will explain the rules of the cavalry battle.\The time limit is fifteen minutes.\Each team is worth the total of its members' points, response:	and the riders will wear a headband with that number on their foreheads.
context: You're quick to understand, huh, young man?\Even so,\is it really this heavy, All Might?\Strategy, Strategy, Strategy\Now then, I will explain the rules of the cavalry battle.\The time limit is fifteen minutes.\Each team is worth the total of its members' points,\and the riders will wear a headband with that number on their foreheads. response:	Teams will try to grab each other's headbands until time runs out,
context: Even so,\is it really this heavy, All Might?\Strategy, Strategy, Strategy\Now then, I will explain the rules of the cavalry battle.\The time limit is fifteen minutes.\Each team is worth the total of its members' points,\and the riders will wear a headband with that number on their foreheads.\Teams will try to grab each other's headbands until time runs out, response:	and try to keep as many points as they can.
context: is it really this heavy, All Might?\Strategy, Strategy, Strategy\Now then, I will explain the rules of the cavalry battle.\The time limit is fifteen minutes.\Each team is worth the total of its members' points,\and the riders will wear a headband with that number on their foreheads.\Teams will try to grab each other's headbands until time runs out,\and try to keep as many points as they can. response:	Velcro Made to be taken off easily
context: Strategy, Strategy, Strategy\Now then, I will explain the rules of the cavalry battle.\The time limit is fifteen minutes.\Each team is worth the total of its members' points,\and the riders will wear a headband with that number on their foreheads.\Teams will try to grab each other's headbands until time runs out,\and try to keep as many points as they can.\Velcro Made to be taken off easily response:	Stolen headbands must be worn from the neck up.
context: Now then, I will explain the rules of the cavalry battle.\The time limit is fifteen minutes.\Each team is worth the total of its members' points,\and the riders will wear a headband with that number on their foreheads.\Teams will try to grab each other's headbands until time runs out,\and try to keep as many points as they can.\Velcro Made to be taken off easily\Stolen headbands must be worn from the neck up. response:	So the more you steal, the harder it'll be to manage them!
context: The time limit is fifteen minutes.\Each team is worth the total of its members' points,\and the riders will wear a headband with that number on their foreheads.\Teams will try to grab each other's headbands until time runs out,\and try to keep as many points as they can.\Velcro Made to be taken off easily\Stolen headbands must be worn from the neck up.\So the more you steal, the harder it'll be to manage them! response:	And the most important thing is that even if your headband gets stolen,
context: Each team is worth the total of its members' points,\and the riders will wear a headband with that number on their foreheads.\Teams will try to grab each other's headbands until time runs out,\and try to keep as many points as they can.\Velcro Made to be taken off easily\Stolen headbands must be worn from the neck up.\So the more you steal, the harder it'll be to manage them!\And the most important thing is that even if your headband gets stolen, response:	or if your team falls, you're not out!
context: and the riders will wear a headband with that number on their foreheads.\Teams will try to grab each other's headbands until time runs out,\and try to keep as many points as they can.\Velcro Made to be taken off easily\Stolen headbands must be worn from the neck up.\So the more you steal, the harder it'll be to manage them!\And the most important thing is that even if your headband gets stolen,\or if your team falls, you're not out! response:	Which means...
context: Teams will try to grab each other's headbands until time runs out,\and try to keep as many points as they can.\Velcro Made to be taken off easily\Stolen headbands must be worn from the neck up.\So the more you steal, the harder it'll be to manage them!\And the most important thing is that even if your headband gets stolen,\or if your team falls, you're not out!\Which means... response:	on the field the whole time?
context: and try to keep as many points as they can.\Velcro Made to be taken off easily\Stolen headbands must be worn from the neck up.\So the more you steal, the harder it'll be to manage them!\And the most important thing is that even if your headband gets stolen,\or if your team falls, you're not out!\Which means...\on the field the whole time? response:	That's tough.
context: Velcro Made to be taken off easily\Stolen headbands must be worn from the neck up.\So the more you steal, the harder it'll be to manage them!\And the most important thing is that even if your headband gets stolen,\or if your team falls, you're not out!\Which means...\on the field the whole time?\That's tough. response:	One strategy could be to let someone take your points first so you'll be more free.
context: Stolen headbands must be worn from the neck up.\So the more you steal, the harder it'll be to manage them!\And the most important thing is that even if your headband gets stolen,\or if your team falls, you're not out!\Which means...\on the field the whole time?\That's tough.\One strategy could be to let someone take your points first so you'll be more free. response:	It's hard to say without seeing how all the points end up getting split up, Mina.
context: So the more you steal, the harder it'll be to manage them!\And the most important thing is that even if your headband gets stolen,\or if your team falls, you're not out!\Which means...\on the field the whole time?\That's tough.\One strategy could be to let someone take your points first so you'll be more free.\It's hard to say without seeing how all the points end up getting split up, Mina. response:	During the game, it'll be a cruel fight where you can use your Quirks.
context: And the most important thing is that even if your headband gets stolen,\or if your team falls, you're not out!\Which means...\on the field the whole time?\That's tough.\One strategy could be to let someone take your points first so you'll be more free.\It's hard to say without seeing how all the points end up getting split up, Mina.\During the game, it'll be a cruel fight where you can use your Quirks. response:	But it is still a cavalry battle.
context: or if your team falls, you're not out!\Which means...\on the field the whole time?\That's tough.\One strategy could be to let someone take your points first so you'll be more free.\It's hard to say without seeing how all the points end up getting split up, Mina.\During the game, it'll be a cruel fight where you can use your Quirks.\But it is still a cavalry battle. response:	You'll get a red card for attacks that are trying to make people fall on purpose!
context: Which means...\on the field the whole time?\That's tough.\One strategy could be to let someone take your points first so you'll be more free.\It's hard to say without seeing how all the points end up getting split up, Mina.\During the game, it'll be a cruel fight where you can use your Quirks.\But it is still a cavalry battle.\You'll get a red card for attacks that are trying to make people fall on purpose! response:	You'll be removed immediately!
context: on the field the whole time?\That's tough.\One strategy could be to let someone take your points first so you'll be more free.\It's hard to say without seeing how all the points end up getting split up, Mina.\During the game, it'll be a cruel fight where you can use your Quirks.\But it is still a cavalry battle.\You'll get a red card for attacks that are trying to make people fall on purpose!\You'll be removed immediately! response:	Damn.
context: That's tough.\One strategy could be to let someone take your points first so you'll be more free.\It's hard to say without seeing how all the points end up getting split up, Mina.\During the game, it'll be a cruel fight where you can use your Quirks.\But it is still a cavalry battle.\You'll get a red card for attacks that are trying to make people fall on purpose!\You'll be removed immediately!\Damn. response:	Now, you have fifteen minutes to build your teams. Start!
context: One strategy could be to let someone take your points first so you'll be more free.\It's hard to say without seeing how all the points end up getting split up, Mina.\During the game, it'll be a cruel fight where you can use your Quirks.\But it is still a cavalry battle.\You'll get a red card for attacks that are trying to make people fall on purpose!\You'll be removed immediately!\Damn.\Now, you have fifteen minutes to build your teams. Start! response:	Fifteen minutes?
context: It's hard to say without seeing how all the points end up getting split up, Mina.\During the game, it'll be a cruel fight where you can use your Quirks.\But it is still a cavalry battle.\You'll get a red card for attacks that are trying to make people fall on purpose!\You'll be removed immediately!\Damn.\Now, you have fifteen minutes to build your teams. Start!\Fifteen minutes? response:	-Points don't really matter in my case. -Hey, be on my team.
context: During the game, it'll be a cruel fight where you can use your Quirks.\But it is still a cavalry battle.\You'll get a red card for attacks that are trying to make people fall on purpose!\You'll be removed immediately!\Damn.\Now, you have fifteen minutes to build your teams. Start!\Fifteen minutes?\-Points don't really matter in my case. -Hey, be on my team. response:	-Points don't really matter in my case. -Someone in the top ten, pick me.
context: But it is still a cavalry battle.\You'll get a red card for attacks that are trying to make people fall on purpose!\You'll be removed immediately!\Damn.\Now, you have fifteen minutes to build your teams. Start!\Fifteen minutes?\-Points don't really matter in my case. -Hey, be on my team.\-Points don't really matter in my case. -Someone in the top ten, pick me. response:	The people I want on my team are...
context: You'll get a red card for attacks that are trying to make people fall on purpose!\You'll be removed immediately!\Damn.\Now, you have fifteen minutes to build your teams. Start!\Fifteen minutes?\-Points don't really matter in my case. -Hey, be on my team.\-Points don't really matter in my case. -Someone in the top ten, pick me.\The people I want on my team are... response:	The U.A. sports festival is more about simulating the competition they'll face as heroes
context: You'll be removed immediately!\Damn.\Now, you have fifteen minutes to build your teams. Start!\Fifteen minutes?\-Points don't really matter in my case. -Hey, be on my team.\-Points don't really matter in my case. -Someone in the top ten, pick me.\The people I want on my team are...\The U.A. sports festival is more about simulating the competition they'll face as heroes response:	than seeing how prepared they are to be heroes.
context: Damn.\Now, you have fifteen minutes to build your teams. Start!\Fifteen minutes?\-Points don't really matter in my case. -Hey, be on my team.\-Points don't really matter in my case. -Someone in the top ten, pick me.\The people I want on my team are...\The U.A. sports festival is more about simulating the competition they'll face as heroes\than seeing how prepared they are to be heroes. response:	Huh? What are you talking about?
context: Now, you have fifteen minutes to build your teams. Start!\Fifteen minutes?\-Points don't really matter in my case. -Hey, be on my team.\-Points don't really matter in my case. -Someone in the top ten, pick me.\The people I want on my team are...\The U.A. sports festival is more about simulating the competition they'll face as heroes\than seeing how prepared they are to be heroes.\Huh? What are you talking about? response:	In a world crowded with hero agencies, in order to put food on the table,
context: Fifteen minutes?\-Points don't really matter in my case. -Hey, be on my team.\-Points don't really matter in my case. -Someone in the top ten, pick me.\The people I want on my team are...\The U.A. sports festival is more about simulating the competition they'll face as heroes\than seeing how prepared they are to be heroes.\Huh? What are you talking about?\In a world crowded with hero agencies, in order to put food on the table, response:	there are times when you have to kick down others in order to show your stuff.
context: -Points don't really matter in my case. -Hey, be on my team.\-Points don't really matter in my case. -Someone in the top ten, pick me.\The people I want on my team are...\The U.A. sports festival is more about simulating the competition they'll face as heroes\than seeing how prepared they are to be heroes.\Huh? What are you talking about?\In a world crowded with hero agencies, in order to put food on the table,\there are times when you have to kick down others in order to show your stuff. response:	That was what the obstacle course race in the qualifier was, right?
context: -Points don't really matter in my case. -Someone in the top ten, pick me.\The people I want on my team are...\The U.A. sports festival is more about simulating the competition they'll face as heroes\than seeing how prepared they are to be heroes.\Huh? What are you talking about?\In a world crowded with hero agencies, in order to put food on the table,\there are times when you have to kick down others in order to show your stuff.\That was what the obstacle course race in the qualifier was, right? response:	Doesn't that just pain your heart?
context: The people I want on my team are...\The U.A. sports festival is more about simulating the competition they'll face as heroes\than seeing how prepared they are to be heroes.\Huh? What are you talking about?\In a world crowded with hero agencies, in order to put food on the table,\there are times when you have to kick down others in order to show your stuff.\That was what the obstacle course race in the qualifier was, right?\Doesn't that just pain your heart? response:	You little-
context: The U.A. sports festival is more about simulating the competition they'll face as heroes\than seeing how prepared they are to be heroes.\Huh? What are you talking about?\In a world crowded with hero agencies, in order to put food on the table,\there are times when you have to kick down others in order to show your stuff.\That was what the obstacle course race in the qualifier was, right?\Doesn't that just pain your heart?\You little- response:	You did that quite gleefully, remember?
context: than seeing how prepared they are to be heroes.\Huh? What are you talking about?\In a world crowded with hero agencies, in order to put food on the table,\there are times when you have to kick down others in order to show your stuff.\That was what the obstacle course race in the qualifier was, right?\Doesn't that just pain your heart?\You little-\You did that quite gleefully, remember? response:	On the other hand,
context: Huh? What are you talking about?\In a world crowded with hero agencies, in order to put food on the table,\there are times when you have to kick down others in order to show your stuff.\That was what the obstacle course race in the qualifier was, right?\Doesn't that just pain your heart?\You little-\You did that quite gleefully, remember?\On the other hand, response:	even if you're business rivals, there are many cases where you have to work together.
context: In a world crowded with hero agencies, in order to put food on the table,\there are times when you have to kick down others in order to show your stuff.\That was what the obstacle course race in the qualifier was, right?\Doesn't that just pain your heart?\You little-\You did that quite gleefully, remember?\On the other hand,\even if you're business rivals, there are many cases where you have to work together. response:	Oh, that's just like the cavalry battle!
context: there are times when you have to kick down others in order to show your stuff.\That was what the obstacle course race in the qualifier was, right?\Doesn't that just pain your heart?\You little-\You did that quite gleefully, remember?\On the other hand,\even if you're business rivals, there are many cases where you have to work together.\Oh, that's just like the cavalry battle! response:	If you win, your teammates also win.
context: That was what the obstacle course race in the qualifier was, right?\Doesn't that just pain your heart?\You little-\You did that quite gleefully, remember?\On the other hand,\even if you're business rivals, there are many cases where you have to work together.\Oh, that's just like the cavalry battle!\If you win, your teammates also win. response:	You have to think about compatibility and other people's Quirks...
context: Doesn't that just pain your heart?\You little-\You did that quite gleefully, remember?\On the other hand,\even if you're business rivals, there are many cases where you have to work together.\Oh, that's just like the cavalry battle!\If you win, your teammates also win.\You have to think about compatibility and other people's Quirks... response:	It's a give-and-take situation...
context: You little-\You did that quite gleefully, remember?\On the other hand,\even if you're business rivals, there are many cases where you have to work together.\Oh, that's just like the cavalry battle!\If you win, your teammates also win.\You have to think about compatibility and other people's Quirks...\It's a give-and-take situation... response:	Coordinating with your sidekick,
context: You did that quite gleefully, remember?\On the other hand,\even if you're business rivals, there are many cases where you have to work together.\Oh, that's just like the cavalry battle!\If you win, your teammates also win.\You have to think about compatibility and other people's Quirks...\It's a give-and-take situation...\Coordinating with your sidekick, response:	and joint Quirk training with other agencies...
context: On the other hand,\even if you're business rivals, there are many cases where you have to work together.\Oh, that's just like the cavalry battle!\If you win, your teammates also win.\You have to think about compatibility and other people's Quirks...\It's a give-and-take situation...\Coordinating with your sidekick,\and joint Quirk training with other agencies... response:	The kids are doing stuff now that will be their way of life after they become pros.
context: even if you're business rivals, there are many cases where you have to work together.\Oh, that's just like the cavalry battle!\If you win, your teammates also win.\You have to think about compatibility and other people's Quirks...\It's a give-and-take situation...\Coordinating with your sidekick,\and joint Quirk training with other agencies...\The kids are doing stuff now that will be their way of life after they become pros. response:	They've got it rough.
context: Oh, that's just like the cavalry battle!\If you win, your teammates also win.\You have to think about compatibility and other people's Quirks...\It's a give-and-take situation...\Coordinating with your sidekick,\and joint Quirk training with other agencies...\The kids are doing stuff now that will be their way of life after they become pros.\They've got it rough. response:	Team up with me!
context: If you win, your teammates also win.\You have to think about compatibility and other people's Quirks...\It's a give-and-take situation...\Coordinating with your sidekick,\and joint Quirk training with other agencies...\The kids are doing stuff now that will be their way of life after they become pros.\They've got it rough.\Team up with me! response:	What? Bakugo, team up with me!
context: You have to think about compatibility and other people's Quirks...\It's a give-and-take situation...\Coordinating with your sidekick,\and joint Quirk training with other agencies...\The kids are doing stuff now that will be their way of life after they become pros.\They've got it rough.\Team up with me!\What? Bakugo, team up with me! response:	Don't you want to team up with me?
context: It's a give-and-take situation...\Coordinating with your sidekick,\and joint Quirk training with other agencies...\The kids are doing stuff now that will be their way of life after they become pros.\They've got it rough.\Team up with me!\What? Bakugo, team up with me!\Don't you want to team up with me? response:	I don't know what Quirks you all have!
context: Coordinating with your sidekick,\and joint Quirk training with other agencies...\The kids are doing stuff now that will be their way of life after they become pros.\They've got it rough.\Team up with me!\What? Bakugo, team up with me!\Don't you want to team up with me?\I don't know what Quirks you all have! response:	What?!
context: and joint Quirk training with other agencies...\The kids are doing stuff now that will be their way of life after they become pros.\They've got it rough.\Team up with me!\What? Bakugo, team up with me!\Don't you want to team up with me?\I don't know what Quirks you all have!\What?! response:	I can understand not knowing Class B's, but-
context: The kids are doing stuff now that will be their way of life after they become pros.\They've got it rough.\Team up with me!\What? Bakugo, team up with me!\Don't you want to team up with me?\I don't know what Quirks you all have!\What?!\I can understand not knowing Class B's, but- response:	He doesn't pay attention to what's around him at all, huh?
context: They've got it rough.\Team up with me!\What? Bakugo, team up with me!\Don't you want to team up with me?\I don't know what Quirks you all have!\What?!\I can understand not knowing Class B's, but-\He doesn't pay attention to what's around him at all, huh? response:	Even though his personality's like that, he still came in third and has two hundred points.
context: Team up with me!\What? Bakugo, team up with me!\Don't you want to team up with me?\I don't know what Quirks you all have!\What?!\I can understand not knowing Class B's, but-\He doesn't pay attention to what's around him at all, huh?\Even though his personality's like that, he still came in third and has two hundred points. response:	Considering the all-purpose use of his Quirk, it makes sense that he's popular.
context: What? Bakugo, team up with me!\Don't you want to team up with me?\I don't know what Quirks you all have!\What?!\I can understand not knowing Class B's, but-\He doesn't pay attention to what's around him at all, huh?\Even though his personality's like that, he still came in third and has two hundred points.\Considering the all-purpose use of his Quirk, it makes sense that he's popular. response:	Hey! Todoroki chose his team already!
context: Don't you want to team up with me?\I don't know what Quirks you all have!\What?!\I can understand not knowing Class B's, but-\He doesn't pay attention to what's around him at all, huh?\Even though his personality's like that, he still came in third and has two hundred points.\Considering the all-purpose use of his Quirk, it makes sense that he's popular.\Hey! Todoroki chose his team already! response:	Bakugo, team up with me!
context: I don't know what Quirks you all have!\What?!\I can understand not knowing Class B's, but-\He doesn't pay attention to what's around him at all, huh?\Even though his personality's like that, he still came in third and has two hundred points.\Considering the all-purpose use of his Quirk, it makes sense that he's popular.\Hey! Todoroki chose his team already!\Bakugo, team up with me! response:	Weird Hair.
context: What?!\I can understand not knowing Class B's, but-\He doesn't pay attention to what's around him at all, huh?\Even though his personality's like that, he still came in third and has two hundred points.\Considering the all-purpose use of his Quirk, it makes sense that he's popular.\Hey! Todoroki chose his team already!\Bakugo, team up with me!\Weird Hair. response:	I'm Kirishima! At least try to remember!
context: I can understand not knowing Class B's, but-\He doesn't pay attention to what's around him at all, huh?\Even though his personality's like that, he still came in third and has two hundred points.\Considering the all-purpose use of his Quirk, it makes sense that he's popular.\Hey! Todoroki chose his team already!\Bakugo, team up with me!\Weird Hair.\I'm Kirishima! At least try to remember! response:	My hair's not that different from yours!
context: He doesn't pay attention to what's around him at all, huh?\Even though his personality's like that, he still came in third and has two hundred points.\Considering the all-purpose use of his Quirk, it makes sense that he's popular.\Hey! Todoroki chose his team already!\Bakugo, team up with me!\Weird Hair.\I'm Kirishima! At least try to remember!\My hair's not that different from yours! response:	You're gonna be the rider, right?
context: Even though his personality's like that, he still came in third and has two hundred points.\Considering the all-purpose use of his Quirk, it makes sense that he's popular.\Hey! Todoroki chose his team already!\Bakugo, team up with me!\Weird Hair.\I'm Kirishima! At least try to remember!\My hair's not that different from yours!\You're gonna be the rider, right? response:	Then who'll be a front horse that can take your blasts?
context: Considering the all-purpose use of his Quirk, it makes sense that he's popular.\Hey! Todoroki chose his team already!\Bakugo, team up with me!\Weird Hair.\I'm Kirishima! At least try to remember!\My hair's not that different from yours!\You're gonna be the rider, right?\Then who'll be a front horse that can take your blasts? response:	Here
context: Hey! Todoroki chose his team already!\Bakugo, team up with me!\Weird Hair.\I'm Kirishima! At least try to remember!\My hair's not that different from yours!\You're gonna be the rider, right?\Then who'll be a front horse that can take your blasts?\Here response:	Someone with guts.
context: Bakugo, team up with me!\Weird Hair.\I'm Kirishima! At least try to remember!\My hair's not that different from yours!\You're gonna be the rider, right?\Then who'll be a front horse that can take your blasts?\Here\Someone with guts. response:	Not really, but yeah!
context: Weird Hair.\I'm Kirishima! At least try to remember!\My hair's not that different from yours!\You're gonna be the rider, right?\Then who'll be a front horse that can take your blasts?\Here\Someone with guts.\Not really, but yeah! response:	Me, with my Hardening!
