context: OP response:	ED
context: He's a hero after all!\Meanwhile, in the City of Kinokawa, Japan\Rebecca, you'll be spending spring break with Izumi-kun as usual, right?\Wh-What do you mean as usual?\I'm not in a relationship with him.\Really? But you're close, right?\Well, that's because our parents are close.\I think Izumi-kun is kind of cool. response:	Right! He's cute and good at sports.
context: Meanwhile, in the City of Kinokawa, Japan\Rebecca, you'll be spending spring break with Izumi-kun as usual, right?\Wh-What do you mean as usual?\I'm not in a relationship with him.\Really? But you're close, right?\Well, that's because our parents are close.\I think Izumi-kun is kind of cool.\Right! He's cute and good at sports. response:	No such thing.
context: Rebecca, you'll be spending spring break with Izumi-kun as usual, right?\Wh-What do you mean as usual?\I'm not in a relationship with him.\Really? But you're close, right?\Well, that's because our parents are close.\I think Izumi-kun is kind of cool.\Right! He's cute and good at sports.\No such thing. response:	He's actually kind of childish.
context: Wh-What do you mean as usual?\I'm not in a relationship with him.\Really? But you're close, right?\Well, that's because our parents are close.\I think Izumi-kun is kind of cool.\Right! He's cute and good at sports.\No such thing.\He's actually kind of childish. response:	The only things that Sink likes are
context: I'm not in a relationship with him.\Really? But you're close, right?\Well, that's because our parents are close.\I think Izumi-kun is kind of cool.\Right! He's cute and good at sports.\No such thing.\He's actually kind of childish.\The only things that Sink likes are response:	athletic games and staff techniques.
context: Really? But you're close, right?\Well, that's because our parents are close.\I think Izumi-kun is kind of cool.\Right! He's cute and good at sports.\No such thing.\He's actually kind of childish.\The only things that Sink likes are\athletic games and staff techniques. response:	He's only passionate about those things.
context: Well, that's because our parents are close.\I think Izumi-kun is kind of cool.\Right! He's cute and good at sports.\No such thing.\He's actually kind of childish.\The only things that Sink likes are\athletic games and staff techniques.\He's only passionate about those things. response:	Although the battlefield comprises of land and mountains,
context: I think Izumi-kun is kind of cool.\Right! He's cute and good at sports.\No such thing.\He's actually kind of childish.\The only things that Sink likes are\athletic games and staff techniques.\He's only passionate about those things.\Although the battlefield comprises of land and mountains, response:	there'll also be many unstable places, such as drawbridges and movable surfaces.
context: Right! He's cute and good at sports.\No such thing.\He's actually kind of childish.\The only things that Sink likes are\athletic games and staff techniques.\He's only passionate about those things.\Although the battlefield comprises of land and mountains,\there'll also be many unstable places, such as drawbridges and movable surfaces. response:	But you'll be fine even if you fall off, so don't worry.
context: No such thing.\He's actually kind of childish.\The only things that Sink likes are\athletic games and staff techniques.\He's only passionate about those things.\Although the battlefield comprises of land and mountains,\there'll also be many unstable places, such as drawbridges and movable surfaces.\But you'll be fine even if you fall off, so don't worry. response:	An opening!
context: He's actually kind of childish.\The only things that Sink likes are\athletic games and staff techniques.\He's only passionate about those things.\Although the battlefield comprises of land and mountains,\there'll also be many unstable places, such as drawbridges and movable surfaces.\But you'll be fine even if you fall off, so don't worry.\An opening! response:	Take this, Sir Hero!
context: The only things that Sink likes are\athletic games and staff techniques.\He's only passionate about those things.\Although the battlefield comprises of land and mountains,\there'll also be many unstable places, such as drawbridges and movable surfaces.\But you'll be fine even if you fall off, so don't worry.\An opening!\Take this, Sir Hero! response:	He's really... capable!
context: athletic games and staff techniques.\He's only passionate about those things.\Although the battlefield comprises of land and mountains,\there'll also be many unstable places, such as drawbridges and movable surfaces.\But you'll be fine even if you fall off, so don't worry.\An opening!\Take this, Sir Hero!\He's really... capable! response:	Interesting!
context: He's only passionate about those things.\Although the battlefield comprises of land and mountains,\there'll also be many unstable places, such as drawbridges and movable surfaces.\But you'll be fine even if you fall off, so don't worry.\An opening!\Take this, Sir Hero!\He's really... capable!\Interesting! response:	Well, let me try him out!
context: Although the battlefield comprises of land and mountains,\there'll also be many unstable places, such as drawbridges and movable surfaces.\But you'll be fine even if you fall off, so don't worry.\An opening!\Take this, Sir Hero!\He's really... capable!\Interesting!\Well, let me try him out! response:	It's the princess's decision,
context: there'll also be many unstable places, such as drawbridges and movable surfaces.\But you'll be fine even if you fall off, so don't worry.\An opening!\Take this, Sir Hero!\He's really... capable!\Interesting!\Well, let me try him out!\It's the princess's decision, response:	but even if a hero wasn't here...
context: But you'll be fine even if you fall off, so don't worry.\An opening!\Take this, Sir Hero!\He's really... capable!\Interesting!\Well, let me try him out!\It's the princess's decision,\but even if a hero wasn't here... response:	Gale Cross!
context: An opening!\Take this, Sir Hero!\He's really... capable!\Interesting!\Well, let me try him out!\It's the princess's decision,\but even if a hero wasn't here...\Gale Cross! response:	Hero Kick!
context: Take this, Sir Hero!\He's really... capable!\Interesting!\Well, let me try him out!\It's the princess's decision,\but even if a hero wasn't here...\Gale Cross!\Hero Kick! response:	Yo! I'm the hero who answered the summoning, Sink Izumi!
context: He's really... capable!\Interesting!\Well, let me try him out!\It's the princess's decision,\but even if a hero wasn't here...\Gale Cross!\Hero Kick!\Yo! I'm the hero who answered the summoning, Sink Izumi! response:	I am Eclair, the commanding officer of the Imperial Guards.
context: Interesting!\Well, let me try him out!\It's the princess's decision,\but even if a hero wasn't here...\Gale Cross!\Hero Kick!\Yo! I'm the hero who answered the summoning, Sink Izumi!\I am Eclair, the commanding officer of the Imperial Guards. response:	Eclair!
context: Well, let me try him out!\It's the princess's decision,\but even if a hero wasn't here...\Gale Cross!\Hero Kick!\Yo! I'm the hero who answered the summoning, Sink Izumi!\I am Eclair, the commanding officer of the Imperial Guards.\Eclair! response:	What was that beam just now?
context: It's the princess's decision,\but even if a hero wasn't here...\Gale Cross!\Hero Kick!\Yo! I'm the hero who answered the summoning, Sink Izumi!\I am Eclair, the commanding officer of the Imperial Guards.\Eclair!\What was that beam just now? response:	Beam?
context: but even if a hero wasn't here...\Gale Cross!\Hero Kick!\Yo! I'm the hero who answered the summoning, Sink Izumi!\I am Eclair, the commanding officer of the Imperial Guards.\Eclair!\What was that beam just now?\Beam? response:	Are you referring to the crest attack?
context: Gale Cross!\Hero Kick!\Yo! I'm the hero who answered the summoning, Sink Izumi!\I am Eclair, the commanding officer of the Imperial Guards.\Eclair!\What was that beam just now?\Beam?\Are you referring to the crest attack? response:	That's it!
context: Hero Kick!\Yo! I'm the hero who answered the summoning, Sink Izumi!\I am Eclair, the commanding officer of the Imperial Guards.\Eclair!\What was that beam just now?\Beam?\Are you referring to the crest attack?\That's it! response:	This is your weapon.
context: Yo! I'm the hero who answered the summoning, Sink Izumi!\I am Eclair, the commanding officer of the Imperial Guards.\Eclair!\What was that beam just now?\Beam?\Are you referring to the crest attack?\That's it!\This is your weapon. response:	It's the treasure of Biscotti,
context: I am Eclair, the commanding officer of the Imperial Guards.\Eclair!\What was that beam just now?\Beam?\Are you referring to the crest attack?\That's it!\This is your weapon.\It's the treasure of Biscotti, response:	the holy sword, Palladion.
context: Eclair!\What was that beam just now?\Beam?\Are you referring to the crest attack?\That's it!\This is your weapon.\It's the treasure of Biscotti,\the holy sword, Palladion. response:	It'll turn into whatever shape you wish it to.
context: What was that beam just now?\Beam?\Are you referring to the crest attack?\That's it!\This is your weapon.\It's the treasure of Biscotti,\the holy sword, Palladion.\It'll turn into whatever shape you wish it to. response:	A staff, then!
context: Beam?\Are you referring to the crest attack?\That's it!\This is your weapon.\It's the treasure of Biscotti,\the holy sword, Palladion.\It'll turn into whatever shape you wish it to.\A staff, then! response:	Wh-What an obscure weapon.
context: Are you referring to the crest attack?\That's it!\This is your weapon.\It's the treasure of Biscotti,\the holy sword, Palladion.\It'll turn into whatever shape you wish it to.\A staff, then!\Wh-What an obscure weapon. response:	Are you okay with that?
context: That's it!\This is your weapon.\It's the treasure of Biscotti,\the holy sword, Palladion.\It'll turn into whatever shape you wish it to.\A staff, then!\Wh-What an obscure weapon.\Are you okay with that? response:	Yeah! Its length is just perfect!
context: This is your weapon.\It's the treasure of Biscotti,\the holy sword, Palladion.\It'll turn into whatever shape you wish it to.\A staff, then!\Wh-What an obscure weapon.\Are you okay with that?\Yeah! Its length is just perfect! response:	Finally, let me explain the crest attack.
context: It's the treasure of Biscotti,\the holy sword, Palladion.\It'll turn into whatever shape you wish it to.\A staff, then!\Wh-What an obscure weapon.\Are you okay with that?\Yeah! Its length is just perfect!\Finally, let me explain the crest attack. response:	The crest lies between Flonyard's land and air.
context: the holy sword, Palladion.\It'll turn into whatever shape you wish it to.\A staff, then!\Wh-What an obscure weapon.\Are you okay with that?\Yeah! Its length is just perfect!\Finally, let me explain the crest attack.\The crest lies between Flonyard's land and air. response:	It's a technique that gathers Flonyard's power.
context: It'll turn into whatever shape you wish it to.\A staff, then!\Wh-What an obscure weapon.\Are you okay with that?\Yeah! Its length is just perfect!\Finally, let me explain the crest attack.\The crest lies between Flonyard's land and air.\It's a technique that gathers Flonyard's power. response:	First, you gather Flonyard's power to your crest,
context: A staff, then!\Wh-What an obscure weapon.\Are you okay with that?\Yeah! Its length is just perfect!\Finally, let me explain the crest attack.\The crest lies between Flonyard's land and air.\It's a technique that gathers Flonyard's power.\First, you gather Flonyard's power to your crest, response:	then you combine it with the power of your life.
context: Wh-What an obscure weapon.\Are you okay with that?\Yeah! Its length is just perfect!\Finally, let me explain the crest attack.\The crest lies between Flonyard's land and air.\It's a technique that gathers Flonyard's power.\First, you gather Flonyard's power to your crest,\then you combine it with the power of your life. response:	Just like this, you can transform it into a kind of power called Ki-Power.
context: Are you okay with that?\Yeah! Its length is just perfect!\Finally, let me explain the crest attack.\The crest lies between Flonyard's land and air.\It's a technique that gathers Flonyard's power.\First, you gather Flonyard's power to your crest,\then you combine it with the power of your life.\Just like this, you can transform it into a kind of power called Ki-Power. response:	You can do a lot of things with this kind of Ki-Power,
context: Yeah! Its length is just perfect!\Finally, let me explain the crest attack.\The crest lies between Flonyard's land and air.\It's a technique that gathers Flonyard's power.\First, you gather Flonyard's power to your crest,\then you combine it with the power of your life.\Just like this, you can transform it into a kind of power called Ki-Power.\You can do a lot of things with this kind of Ki-Power, response:	but what you would use it for the most is definitely the crest attack.
context: Finally, let me explain the crest attack.\The crest lies between Flonyard's land and air.\It's a technique that gathers Flonyard's power.\First, you gather Flonyard's power to your crest,\then you combine it with the power of your life.\Just like this, you can transform it into a kind of power called Ki-Power.\You can do a lot of things with this kind of Ki-Power,\but what you would use it for the most is definitely the crest attack. response:	The princess says that you are an expert with crest attacks,
context: The crest lies between Flonyard's land and air.\It's a technique that gathers Flonyard's power.\First, you gather Flonyard's power to your crest,\then you combine it with the power of your life.\Just like this, you can transform it into a kind of power called Ki-Power.\You can do a lot of things with this kind of Ki-Power,\but what you would use it for the most is definitely the crest attack.\The princess says that you are an expert with crest attacks, response:	so she told me to consult you.
context: It's a technique that gathers Flonyard's power.\First, you gather Flonyard's power to your crest,\then you combine it with the power of your life.\Just like this, you can transform it into a kind of power called Ki-Power.\You can do a lot of things with this kind of Ki-Power,\but what you would use it for the most is definitely the crest attack.\The princess says that you are an expert with crest attacks,\so she told me to consult you. response:	I-I see.
context: First, you gather Flonyard's power to your crest,\then you combine it with the power of your life.\Just like this, you can transform it into a kind of power called Ki-Power.\You can do a lot of things with this kind of Ki-Power,\but what you would use it for the most is definitely the crest attack.\The princess says that you are an expert with crest attacks,\so she told me to consult you.\I-I see. response:	First, activate your own crest.
context: then you combine it with the power of your life.\Just like this, you can transform it into a kind of power called Ki-Power.\You can do a lot of things with this kind of Ki-Power,\but what you would use it for the most is definitely the crest attack.\The princess says that you are an expert with crest attacks,\so she told me to consult you.\I-I see.\First, activate your own crest. response:	Crest activate,
context: Just like this, you can transform it into a kind of power called Ki-Power.\You can do a lot of things with this kind of Ki-Power,\but what you would use it for the most is definitely the crest attack.\The princess says that you are an expert with crest attacks,\so she told me to consult you.\I-I see.\First, activate your own crest.\Crest activate, response:	Level 1!
context: You can do a lot of things with this kind of Ki-Power,\but what you would use it for the most is definitely the crest attack.\The princess says that you are an expert with crest attacks,\so she told me to consult you.\I-I see.\First, activate your own crest.\Crest activate,\Level 1! response:	Use all of your strength and spirit and then solidify the crest!
context: but what you would use it for the most is definitely the crest attack.\The princess says that you are an expert with crest attacks,\so she told me to consult you.\I-I see.\First, activate your own crest.\Crest activate,\Level 1!\Use all of your strength and spirit and then solidify the crest! response:	Level 2.
context: The princess says that you are an expert with crest attacks,\so she told me to consult you.\I-I see.\First, activate your own crest.\Crest activate,\Level 1!\Use all of your strength and spirit and then solidify the crest!\Level 2. response:	Level 3!
