context: Big Brother! response:	Y-You sure like to get up close and personal, Alice.
context: Sir, please don't intimidate the newbie.\I'm the receptionist, Lola.\Is this your first time at the adventurers' guild?\First, allow me to explain the very simple system we use here.\S-Sure.\There are many prominent adventurers who belong to Odin.\We have adventurers harvest plants,\cull monsters, explore dungeons, and complete various other quests. response:	Adventurers have ranks, which affect the quests they can take
context: I'm the receptionist, Lola.\Is this your first time at the adventurers' guild?\First, allow me to explain the very simple system we use here.\S-Sure.\There are many prominent adventurers who belong to Odin.\We have adventurers harvest plants,\cull monsters, explore dungeons, and complete various other quests.\Adventurers have ranks, which affect the quests they can take response:	Master
context: Is this your first time at the adventurers' guild?\First, allow me to explain the very simple system we use here.\S-Sure.\There are many prominent adventurers who belong to Odin.\We have adventurers harvest plants,\cull monsters, explore dungeons, and complete various other quests.\Adventurers have ranks, which affect the quests they can take\Master response:	Newbie
context: First, allow me to explain the very simple system we use here.\S-Sure.\There are many prominent adventurers who belong to Odin.\We have adventurers harvest plants,\cull monsters, explore dungeons, and complete various other quests.\Adventurers have ranks, which affect the quests they can take\Master\Newbie response:	and the rewards they receive.
context: S-Sure.\There are many prominent adventurers who belong to Odin.\We have adventurers harvest plants,\cull monsters, explore dungeons, and complete various other quests.\Adventurers have ranks, which affect the quests they can take\Master\Newbie\and the rewards they receive. response:	Of course, those who show consistent results may rank up.
context: There are many prominent adventurers who belong to Odin.\We have adventurers harvest plants,\cull monsters, explore dungeons, and complete various other quests.\Adventurers have ranks, which affect the quests they can take\Master\Newbie\and the rewards they receive.\Of course, those who show consistent results may rank up. response:	In order to join the guild, we'll need you to register.
context: We have adventurers harvest plants,\cull monsters, explore dungeons, and complete various other quests.\Adventurers have ranks, which affect the quests they can take\Master\Newbie\and the rewards they receive.\Of course, those who show consistent results may rank up.\In order to join the guild, we'll need you to register. response:	Oh, sure. That'll be fine.
context: cull monsters, explore dungeons, and complete various other quests.\Adventurers have ranks, which affect the quests they can take\Master\Newbie\and the rewards they receive.\Of course, those who show consistent results may rank up.\In order to join the guild, we'll need you to register.\Oh, sure. That'll be fine. response:	First, I'll need you to write down all the skills you currently have.
context: Adventurers have ranks, which affect the quests they can take\Master\Newbie\and the rewards they receive.\Of course, those who show consistent results may rank up.\In order to join the guild, we'll need you to register.\Oh, sure. That'll be fine.\First, I'll need you to write down all the skills you currently have. response:	My skills?
context: Master\Newbie\and the rewards they receive.\Of course, those who show consistent results may rank up.\In order to join the guild, we'll need you to register.\Oh, sure. That'll be fine.\First, I'll need you to write down all the skills you currently have.\My skills? response:	Have no fear.
context: Newbie\and the rewards they receive.\Of course, those who show consistent results may rank up.\In order to join the guild, we'll need you to register.\Oh, sure. That'll be fine.\First, I'll need you to write down all the skills you currently have.\My skills?\Have no fear. response:	All that information will be classified with the guild.
context: and the rewards they receive.\Of course, those who show consistent results may rank up.\In order to join the guild, we'll need you to register.\Oh, sure. That'll be fine.\First, I'll need you to write down all the skills you currently have.\My skills?\Have no fear.\All that information will be classified with the guild. response:	She smells so nice...
context: Of course, those who show consistent results may rank up.\In order to join the guild, we'll need you to register.\Oh, sure. That'll be fine.\First, I'll need you to write down all the skills you currently have.\My skills?\Have no fear.\All that information will be classified with the guild.\She smells so nice... response:	I wrote them all down.
context: In order to join the guild, we'll need you to register.\Oh, sure. That'll be fine.\First, I'll need you to write down all the skills you currently have.\My skills?\Have no fear.\All that information will be classified with the guild.\She smells so nice...\I wrote them all down. response:	Er, Noir...
context: Oh, sure. That'll be fine.\First, I'll need you to write down all the skills you currently have.\My skills?\Have no fear.\All that information will be classified with the guild.\She smells so nice...\I wrote them all down.\Er, Noir... response:	Y-Yes?
context: First, I'll need you to write down all the skills you currently have.\My skills?\Have no fear.\All that information will be classified with the guild.\She smells so nice...\I wrote them all down.\Er, Noir...\Y-Yes? response:	I'd appreciate it if you didn't kid around.
context: My skills?\Have no fear.\All that information will be classified with the guild.\She smells so nice...\I wrote them all down.\Er, Noir...\Y-Yes?\I'd appreciate it if you didn't kid around. response:	We don't have an endless supply of paper.
context: Have no fear.\All that information will be classified with the guild.\She smells so nice...\I wrote them all down.\Er, Noir...\Y-Yes?\I'd appreciate it if you didn't kid around.\We don't have an endless supply of paper. response:	Oh, right. O-Of course.
context: All that information will be classified with the guild.\She smells so nice...\I wrote them all down.\Er, Noir...\Y-Yes?\I'd appreciate it if you didn't kid around.\We don't have an endless supply of paper.\Oh, right. O-Of course. response:	I'm sure Get Creative and Editor probably sound pretty weird.
context: She smells so nice...\I wrote them all down.\Er, Noir...\Y-Yes?\I'd appreciate it if you didn't kid around.\We don't have an endless supply of paper.\Oh, right. O-Of course.\I'm sure Get Creative and Editor probably sound pretty weird. response:	No, I'm aware of those skills.
context: I wrote them all down.\Er, Noir...\Y-Yes?\I'd appreciate it if you didn't kid around.\We don't have an endless supply of paper.\Oh, right. O-Of course.\I'm sure Get Creative and Editor probably sound pretty weird.\No, I'm aware of those skills. response:	Because...
context: Er, Noir...\Y-Yes?\I'd appreciate it if you didn't kid around.\We don't have an endless supply of paper.\Oh, right. O-Of course.\I'm sure Get Creative and Editor probably sound pretty weird.\No, I'm aware of those skills.\Because... response:	This is Odin, the guild that Olivia Servant was a member of.
context: Y-Yes?\I'd appreciate it if you didn't kid around.\We don't have an endless supply of paper.\Oh, right. O-Of course.\I'm sure Get Creative and Editor probably sound pretty weird.\No, I'm aware of those skills.\Because...\This is Odin, the guild that Olivia Servant was a member of. response:	What?! Master was in this guild?
context: I'd appreciate it if you didn't kid around.\We don't have an endless supply of paper.\Oh, right. O-Of course.\I'm sure Get Creative and Editor probably sound pretty weird.\No, I'm aware of those skills.\Because...\This is Odin, the guild that Olivia Servant was a member of.\What?! Master was in this guild? response:	Master?
context: We don't have an endless supply of paper.\Oh, right. O-Of course.\I'm sure Get Creative and Editor probably sound pretty weird.\No, I'm aware of those skills.\Because...\This is Odin, the guild that Olivia Servant was a member of.\What?! Master was in this guild?\Master? response:	Crap! I let the cat out of the bag.
context: Oh, right. O-Of course.\I'm sure Get Creative and Editor probably sound pretty weird.\No, I'm aware of those skills.\Because...\This is Odin, the guild that Olivia Servant was a member of.\What?! Master was in this guild?\Master?\Crap! I let the cat out of the bag. response:	We do get people like you every now and then...
context: I'm sure Get Creative and Editor probably sound pretty weird.\No, I'm aware of those skills.\Because...\This is Odin, the guild that Olivia Servant was a member of.\What?! Master was in this guild?\Master?\Crap! I let the cat out of the bag.\We do get people like you every now and then... response:	People who claim to be Olivia's successor.
context: No, I'm aware of those skills.\Because...\This is Odin, the guild that Olivia Servant was a member of.\What?! Master was in this guild?\Master?\Crap! I let the cat out of the bag.\We do get people like you every now and then...\People who claim to be Olivia's successor. response:	In that case...
context: Because...\This is Odin, the guild that Olivia Servant was a member of.\What?! Master was in this guild?\Master?\Crap! I let the cat out of the bag.\We do get people like you every now and then...\People who claim to be Olivia's successor.\In that case... response:	Let's find out the truth.
context: This is Odin, the guild that Olivia Servant was a member of.\What?! Master was in this guild?\Master?\Crap! I let the cat out of the bag.\We do get people like you every now and then...\People who claim to be Olivia's successor.\In that case...\Let's find out the truth. response:	When you touch this Discerning Tome, your skills appear in writing.
context: What?! Master was in this guild?\Master?\Crap! I let the cat out of the bag.\We do get people like you every now and then...\People who claim to be Olivia's successor.\In that case...\Let's find out the truth.\When you touch this Discerning Tome, your skills appear in writing. response:	Well? What will it be?
context: Master?\Crap! I let the cat out of the bag.\We do get people like you every now and then...\People who claim to be Olivia's successor.\In that case...\Let's find out the truth.\When you touch this Discerning Tome, your skills appear in writing.\Well? What will it be? response:	You still have a chance to take back what you said.
context: Crap! I let the cat out of the bag.\We do get people like you every now and then...\People who claim to be Olivia's successor.\In that case...\Let's find out the truth.\When you touch this Discerning Tome, your skills appear in writing.\Well? What will it be?\You still have a chance to take back what you said. response:	Oh, no. I'll go ahead and do this.
context: We do get people like you every now and then...\People who claim to be Olivia's successor.\In that case...\Let's find out the truth.\When you touch this Discerning Tome, your skills appear in writing.\Well? What will it be?\You still have a chance to take back what you said.\Oh, no. I'll go ahead and do this. response:	Huh?
context: People who claim to be Olivia's successor.\In that case...\Let's find out the truth.\When you touch this Discerning Tome, your skills appear in writing.\Well? What will it be?\You still have a chance to take back what you said.\Oh, no. I'll go ahead and do this.\Huh? response:	But what happens if I'm not lying?
context: In that case...\Let's find out the truth.\When you touch this Discerning Tome, your skills appear in writing.\Well? What will it be?\You still have a chance to take back what you said.\Oh, no. I'll go ahead and do this.\Huh?\But what happens if I'm not lying? response:	Well...
context: Let's find out the truth.\When you touch this Discerning Tome, your skills appear in writing.\Well? What will it be?\You still have a chance to take back what you said.\Oh, no. I'll go ahead and do this.\Huh?\But what happens if I'm not lying?\Well... response:	How about I lift up my skirt and say, I'm terribly sorry, Lord Noir.
context: When you touch this Discerning Tome, your skills appear in writing.\Well? What will it be?\You still have a chance to take back what you said.\Oh, no. I'll go ahead and do this.\Huh?\But what happens if I'm not lying?\Well...\How about I lift up my skirt and say, I'm terribly sorry, Lord Noir. response:	Well, if you're sure...
context: Well? What will it be?\You still have a chance to take back what you said.\Oh, no. I'll go ahead and do this.\Huh?\But what happens if I'm not lying?\Well...\How about I lift up my skirt and say, I'm terribly sorry, Lord Noir.\Well, if you're sure... response:	Noir Stardia 16 years old Level 33 Skills: Great Sage Get Creative Editor Bestow LP Conversion Stone Bullet Discerning Eye
context: You still have a chance to take back what you said.\Oh, no. I'll go ahead and do this.\Huh?\But what happens if I'm not lying?\Well...\How about I lift up my skirt and say, I'm terribly sorry, Lord Noir.\Well, if you're sure...\Noir Stardia 16 years old Level 33 Skills: Great Sage Get Creative Editor Bestow LP Conversion Stone Bullet Discerning Eye response:	S-So you're really...
context: Oh, no. I'll go ahead and do this.\Huh?\But what happens if I'm not lying?\Well...\How about I lift up my skirt and say, I'm terribly sorry, Lord Noir.\Well, if you're sure...\Noir Stardia 16 years old Level 33 Skills: Great Sage Get Creative Editor Bestow LP Conversion Stone Bullet Discerning Eye\S-So you're really... response:	Olivia's s-s-s-successor?!
context: Huh?\But what happens if I'm not lying?\Well...\How about I lift up my skirt and say, I'm terribly sorry, Lord Noir.\Well, if you're sure...\Noir Stardia 16 years old Level 33 Skills: Great Sage Get Creative Editor Bestow LP Conversion Stone Bullet Discerning Eye\S-So you're really...\Olivia's s-s-s-successor?! response:	So, what were you going to do again?
context: But what happens if I'm not lying?\Well...\How about I lift up my skirt and say, I'm terribly sorry, Lord Noir.\Well, if you're sure...\Noir Stardia 16 years old Level 33 Skills: Great Sage Get Creative Editor Bestow LP Conversion Stone Bullet Discerning Eye\S-So you're really...\Olivia's s-s-s-successor?!\So, what were you going to do again? response:	Weren't you supposed to say, Lord Noir, I love you?
context: Well...\How about I lift up my skirt and say, I'm terribly sorry, Lord Noir.\Well, if you're sure...\Noir Stardia 16 years old Level 33 Skills: Great Sage Get Creative Editor Bestow LP Conversion Stone Bullet Discerning Eye\S-So you're really...\Olivia's s-s-s-successor?!\So, what were you going to do again?\Weren't you supposed to say, Lord Noir, I love you? response:	While lifting up your skirt.
context: How about I lift up my skirt and say, I'm terribly sorry, Lord Noir.\Well, if you're sure...\Noir Stardia 16 years old Level 33 Skills: Great Sage Get Creative Editor Bestow LP Conversion Stone Bullet Discerning Eye\S-So you're really...\Olivia's s-s-s-successor?!\So, what were you going to do again?\Weren't you supposed to say, Lord Noir, I love you?\While lifting up your skirt. response:	L-Lord Noir...
context: Well, if you're sure...\Noir Stardia 16 years old Level 33 Skills: Great Sage Get Creative Editor Bestow LP Conversion Stone Bullet Discerning Eye\S-So you're really...\Olivia's s-s-s-successor?!\So, what were you going to do again?\Weren't you supposed to say, Lord Noir, I love you?\While lifting up your skirt.\L-Lord Noir... response:	I-I love you...
context: Noir Stardia 16 years old Level 33 Skills: Great Sage Get Creative Editor Bestow LP Conversion Stone Bullet Discerning Eye\S-So you're really...\Olivia's s-s-s-successor?!\So, what were you going to do again?\Weren't you supposed to say, Lord Noir, I love you?\While lifting up your skirt.\L-Lord Noir...\I-I love you... response:	Noir Stardia
context: S-So you're really...\Olivia's s-s-s-successor?!\So, what were you going to do again?\Weren't you supposed to say, Lord Noir, I love you?\While lifting up your skirt.\L-Lord Noir...\I-I love you...\Noir Stardia response:	So, what kind of quest would you like?
context: Olivia's s-s-s-successor?!\So, what were you going to do again?\Weren't you supposed to say, Lord Noir, I love you?\While lifting up your skirt.\L-Lord Noir...\I-I love you...\Noir Stardia\So, what kind of quest would you like? response:	You'll have to start at Rank E.
context: So, what were you going to do again?\Weren't you supposed to say, Lord Noir, I love you?\While lifting up your skirt.\L-Lord Noir...\I-I love you...\Noir Stardia\So, what kind of quest would you like?\You'll have to start at Rank E. response:	She got over that fast!
context: Weren't you supposed to say, Lord Noir, I love you?\While lifting up your skirt.\L-Lord Noir...\I-I love you...\Noir Stardia\So, what kind of quest would you like?\You'll have to start at Rank E.\She got over that fast! response:	Actually, I need to get 300,000 rels in a week.
context: While lifting up your skirt.\L-Lord Noir...\I-I love you...\Noir Stardia\So, what kind of quest would you like?\You'll have to start at Rank E.\She got over that fast!\Actually, I need to get 300,000 rels in a week. response:	In that case...
context: L-Lord Noir...\I-I love you...\Noir Stardia\So, what kind of quest would you like?\You'll have to start at Rank E.\She got over that fast!\Actually, I need to get 300,000 rels in a week.\In that case... response:	How about catching these?
context: I-I love you...\Noir Stardia\So, what kind of quest would you like?\You'll have to start at Rank E.\She got over that fast!\Actually, I need to get 300,000 rels in a week.\In that case...\How about catching these? response:	Rainbow grasshoppers?
context: Noir Stardia\So, what kind of quest would you like?\You'll have to start at Rank E.\She got over that fast!\Actually, I need to get 300,000 rels in a week.\In that case...\How about catching these?\Rainbow grasshoppers? response:	Their habitat is known,
context: So, what kind of quest would you like?\You'll have to start at Rank E.\She got over that fast!\Actually, I need to get 300,000 rels in a week.\In that case...\How about catching these?\Rainbow grasshoppers?\Their habitat is known, response:	but they're super rare bugs that are seldom seen, right?
context: You'll have to start at Rank E.\She got over that fast!\Actually, I need to get 300,000 rels in a week.\In that case...\How about catching these?\Rainbow grasshoppers?\Their habitat is known,\but they're super rare bugs that are seldom seen, right? response:	This was a D-Rank quest,
context: She got over that fast!\Actually, I need to get 300,000 rels in a week.\In that case...\How about catching these?\Rainbow grasshoppers?\Their habitat is known,\but they're super rare bugs that are seldom seen, right?\This was a D-Rank quest, response:	but we started taking E-Rank applicants, as well.
context: Actually, I need to get 300,000 rels in a week.\In that case...\How about catching these?\Rainbow grasshoppers?\Their habitat is known,\but they're super rare bugs that are seldom seen, right?\This was a D-Rank quest,\but we started taking E-Rank applicants, as well. response:	So I'm guessing you couldn't find anyone to take the quest...
context: In that case...\How about catching these?\Rainbow grasshoppers?\Their habitat is known,\but they're super rare bugs that are seldom seen, right?\This was a D-Rank quest,\but we started taking E-Rank applicants, as well.\So I'm guessing you couldn't find anyone to take the quest... response:	Correct. But, Noir, you have a useful skill
context: How about catching these?\Rainbow grasshoppers?\Their habitat is known,\but they're super rare bugs that are seldom seen, right?\This was a D-Rank quest,\but we started taking E-Rank applicants, as well.\So I'm guessing you couldn't find anyone to take the quest...\Correct. But, Noir, you have a useful skill response:	that should help you out.
context: Rainbow grasshoppers?\Their habitat is known,\but they're super rare bugs that are seldom seen, right?\This was a D-Rank quest,\but we started taking E-Rank applicants, as well.\So I'm guessing you couldn't find anyone to take the quest...\Correct. But, Noir, you have a useful skill\that should help you out. response:	Oh, you're right.
context: Their habitat is known,\but they're super rare bugs that are seldom seen, right?\This was a D-Rank quest,\but we started taking E-Rank applicants, as well.\So I'm guessing you couldn't find anyone to take the quest...\Correct. But, Noir, you have a useful skill\that should help you out.\Oh, you're right. response:	Good luck, Noir. I have very high hopes for you.
context: but they're super rare bugs that are seldom seen, right?\This was a D-Rank quest,\but we started taking E-Rank applicants, as well.\So I'm guessing you couldn't find anyone to take the quest...\Correct. But, Noir, you have a useful skill\that should help you out.\Oh, you're right.\Good luck, Noir. I have very high hopes for you. response:	I find capable men very attractive.
context: This was a D-Rank quest,\but we started taking E-Rank applicants, as well.\So I'm guessing you couldn't find anyone to take the quest...\Correct. But, Noir, you have a useful skill\that should help you out.\Oh, you're right.\Good luck, Noir. I have very high hopes for you.\I find capable men very attractive. response:	I-It's hard to believe she doubted me a few moments ago...
context: but we started taking E-Rank applicants, as well.\So I'm guessing you couldn't find anyone to take the quest...\Correct. But, Noir, you have a useful skill\that should help you out.\Oh, you're right.\Good luck, Noir. I have very high hopes for you.\I find capable men very attractive.\I-It's hard to believe she doubted me a few moments ago... response:	The grasshoppers' habitat should be around here.
context: So I'm guessing you couldn't find anyone to take the quest...\Correct. But, Noir, you have a useful skill\that should help you out.\Oh, you're right.\Good luck, Noir. I have very high hopes for you.\I find capable men very attractive.\I-It's hard to believe she doubted me a few moments ago...\The grasshoppers' habitat should be around here. response:	If I use the Great Sage skill that answers any question,
context: Correct. But, Noir, you have a useful skill\that should help you out.\Oh, you're right.\Good luck, Noir. I have very high hopes for you.\I find capable men very attractive.\I-It's hard to believe she doubted me a few moments ago...\The grasshoppers' habitat should be around here.\If I use the Great Sage skill that answers any question, response:	I should be able to find them quickly.
context: that should help you out.\Oh, you're right.\Good luck, Noir. I have very high hopes for you.\I find capable men very attractive.\I-It's hard to believe she doubted me a few moments ago...\The grasshoppers' habitat should be around here.\If I use the Great Sage skill that answers any question,\I should be able to find them quickly. response:	But kisses are absolutely necessary to avoid the headache side effect.
