context: Opening 1st Frame response:	Signs
context: You need training.\I've made my decision.\Eren was put under the care of the Recon Corps.\He was to dedicate himself to missions outside the Wall.\The former Recon Corps headquarters.\It's nothing more than a renovated old castle.\While it definitely looks impressive,\it's so far from the Walls and all rivers response:	that it's completely useless to the Recon Corps.
context: I've made my decision.\Eren was put under the care of the Recon Corps.\He was to dedicate himself to missions outside the Wall.\The former Recon Corps headquarters.\It's nothing more than a renovated old castle.\While it definitely looks impressive,\it's so far from the Walls and all rivers\that it's completely useless to the Recon Corps. response:	The story goes back to the ambitious early days when the Corps was formed.
context: Eren was put under the care of the Recon Corps.\He was to dedicate himself to missions outside the Wall.\The former Recon Corps headquarters.\It's nothing more than a renovated old castle.\While it definitely looks impressive,\it's so far from the Walls and all rivers\that it's completely useless to the Recon Corps.\The story goes back to the ambitious early days when the Corps was formed. response:	Who would've thought we'd end up using it again to serve as your hideout?
context: He was to dedicate himself to missions outside the Wall.\The former Recon Corps headquarters.\It's nothing more than a renovated old castle.\While it definitely looks impressive,\it's so far from the Walls and all rivers\that it's completely useless to the Recon Corps.\The story goes back to the ambitious early days when the Corps was formed.\Who would've thought we'd end up using it again to serve as your hideout? response:	Don't get cocky, new blood.
context: The former Recon Corps headquarters.\It's nothing more than a renovated old castle.\While it definitely looks impressive,\it's so far from the Walls and all rivers\that it's completely useless to the Recon Corps.\The story goes back to the ambitious early days when the Corps was formed.\Who would've thought we'd end up using it again to serve as your hideout?\Don't get cocky, new blood. response:	What?
context: It's nothing more than a renovated old castle.\While it definitely looks impressive,\it's so far from the Walls and all rivers\that it's completely useless to the Recon Corps.\The story goes back to the ambitious early days when the Corps was formed.\Who would've thought we'd end up using it again to serve as your hideout?\Don't get cocky, new blood.\What? response:	I don't know the deal with this crap about you being a Titan,
context: While it definitely looks impressive,\it's so far from the Walls and all rivers\that it's completely useless to the Recon Corps.\The story goes back to the ambitious early days when the Corps was formed.\Who would've thought we'd end up using it again to serve as your hideout?\Don't get cocky, new blood.\What?\I don't know the deal with this crap about you being a Titan, response:	but we can't have Captain Levi babysit
context: it's so far from the Walls and all rivers\that it's completely useless to the Recon Corps.\The story goes back to the ambitious early days when the Corps was formed.\Who would've thought we'd end up using it again to serve as your hideout?\Don't get cocky, new blood.\What?\I don't know the deal with this crap about you being a Titan,\but we can't have Captain Levi babysit response:	That's what you get for talking while riding your horse.
context: that it's completely useless to the Recon Corps.\The story goes back to the ambitious early days when the Corps was formed.\Who would've thought we'd end up using it again to serve as your hideout?\Don't get cocky, new blood.\What?\I don't know the deal with this crap about you being a Titan,\but we can't have Captain Levi babysit\That's what you get for talking while riding your horse. response:	The first moments leave the most important impression.
context: The story goes back to the ambitious early days when the Corps was formed.\Who would've thought we'd end up using it again to serve as your hideout?\Don't get cocky, new blood.\What?\I don't know the deal with this crap about you being a Titan,\but we can't have Captain Levi babysit\That's what you get for talking while riding your horse.\The first moments leave the most important impression. response:	That newbie was scared shitless.
context: Who would've thought we'd end up using it again to serve as your hideout?\Don't get cocky, new blood.\What?\I don't know the deal with this crap about you being a Titan,\but we can't have Captain Levi babysit\That's what you get for talking while riding your horse.\The first moments leave the most important impression.\That newbie was scared shitless. response:	I think he was just stunned silent by how lame you are.
context: Don't get cocky, new blood.\What?\I don't know the deal with this crap about you being a Titan,\but we can't have Captain Levi babysit\That's what you get for talking while riding your horse.\The first moments leave the most important impression.\That newbie was scared shitless.\I think he was just stunned silent by how lame you are. response:	Still, it's all going according to plan.
context: What?\I don't know the deal with this crap about you being a Titan,\but we can't have Captain Levi babysit\That's what you get for talking while riding your horse.\The first moments leave the most important impression.\That newbie was scared shitless.\I think he was just stunned silent by how lame you are.\Still, it's all going according to plan. response:	Man, you never used to talk like that.
context: I don't know the deal with this crap about you being a Titan,\but we can't have Captain Levi babysit\That's what you get for talking while riding your horse.\The first moments leave the most important impression.\That newbie was scared shitless.\I think he was just stunned silent by how lame you are.\Still, it's all going according to plan.\Man, you never used to talk like that. response:	If, by chance, you're trying to imitate Captain Levi,
context: but we can't have Captain Levi babysit\That's what you get for talking while riding your horse.\The first moments leave the most important impression.\That newbie was scared shitless.\I think he was just stunned silent by how lame you are.\Still, it's all going according to plan.\Man, you never used to talk like that.\If, by chance, you're trying to imitate Captain Levi, response:	you should really stop it.
context: That's what you get for talking while riding your horse.\The first moments leave the most important impression.\That newbie was scared shitless.\I think he was just stunned silent by how lame you are.\Still, it's all going according to plan.\Man, you never used to talk like that.\If, by chance, you're trying to imitate Captain Levi,\you should really stop it. response:	You two are nothing alike, but still...
context: The first moments leave the most important impression.\That newbie was scared shitless.\I think he was just stunned silent by how lame you are.\Still, it's all going according to plan.\Man, you never used to talk like that.\If, by chance, you're trying to imitate Captain Levi,\you should really stop it.\You two are nothing alike, but still... response:	Do you want to chain me down, Petra?
context: That newbie was scared shitless.\I think he was just stunned silent by how lame you are.\Still, it's all going according to plan.\Man, you never used to talk like that.\If, by chance, you're trying to imitate Captain Levi,\you should really stop it.\You two are nothing alike, but still...\Do you want to chain me down, Petra? response:	You're still ways to go to be fitting for my wife.
context: I think he was just stunned silent by how lame you are.\Still, it's all going according to plan.\Man, you never used to talk like that.\If, by chance, you're trying to imitate Captain Levi,\you should really stop it.\You two are nothing alike, but still...\Do you want to chain me down, Petra?\You're still ways to go to be fitting for my wife. response:	If only you'd bled to death from biting your tongue.
context: Still, it's all going according to plan.\Man, you never used to talk like that.\If, by chance, you're trying to imitate Captain Levi,\you should really stop it.\You two are nothing alike, but still...\Do you want to chain me down, Petra?\You're still ways to go to be fitting for my wife.\If only you'd bled to death from biting your tongue. response:	You keep on boasting about how many Titans you've killed too.
context: Man, you never used to talk like that.\If, by chance, you're trying to imitate Captain Levi,\you should really stop it.\You two are nothing alike, but still...\Do you want to chain me down, Petra?\You're still ways to go to be fitting for my wife.\If only you'd bled to death from biting your tongue.\You keep on boasting about how many Titans you've killed too. response:	So what? I've boasted about you guys too.
context: If, by chance, you're trying to imitate Captain Levi,\you should really stop it.\You two are nothing alike, but still...\Do you want to chain me down, Petra?\You're still ways to go to be fitting for my wife.\If only you'd bled to death from biting your tongue.\You keep on boasting about how many Titans you've killed too.\So what? I've boasted about you guys too. response:	Those people are the Recon Corps' Special Ops Squad,
context: you should really stop it.\You two are nothing alike, but still...\Do you want to chain me down, Petra?\You're still ways to go to be fitting for my wife.\If only you'd bled to death from biting your tongue.\You keep on boasting about how many Titans you've killed too.\So what? I've boasted about you guys too.\Those people are the Recon Corps' Special Ops Squad, response:	commonly known as the Levi Unit.
context: You two are nothing alike, but still...\Do you want to chain me down, Petra?\You're still ways to go to be fitting for my wife.\If only you'd bled to death from biting your tongue.\You keep on boasting about how many Titans you've killed too.\So what? I've boasted about you guys too.\Those people are the Recon Corps' Special Ops Squad,\commonly known as the Levi Unit. response:	You're pathetic!
context: Do you want to chain me down, Petra?\You're still ways to go to be fitting for my wife.\If only you'd bled to death from biting your tongue.\You keep on boasting about how many Titans you've killed too.\So what? I've boasted about you guys too.\Those people are the Recon Corps' Special Ops Squad,\commonly known as the Levi Unit.\You're pathetic! response:	Petra Ral. Took down 10 Titans. Assisted with taking down another 46.
context: You're still ways to go to be fitting for my wife.\If only you'd bled to death from biting your tongue.\You keep on boasting about how many Titans you've killed too.\So what? I've boasted about you guys too.\Those people are the Recon Corps' Special Ops Squad,\commonly known as the Levi Unit.\You're pathetic!\Petra Ral. Took down 10 Titans. Assisted with taking down another 46. response:	Auruo Bossard. Took down 39. Assisted with another 9.
context: If only you'd bled to death from biting your tongue.\You keep on boasting about how many Titans you've killed too.\So what? I've boasted about you guys too.\Those people are the Recon Corps' Special Ops Squad,\commonly known as the Levi Unit.\You're pathetic!\Petra Ral. Took down 10 Titans. Assisted with taking down another 46.\Auruo Bossard. Took down 39. Assisted with another 9. response:	They are the elite of the elite.
context: You keep on boasting about how many Titans you've killed too.\So what? I've boasted about you guys too.\Those people are the Recon Corps' Special Ops Squad,\commonly known as the Levi Unit.\You're pathetic!\Petra Ral. Took down 10 Titans. Assisted with taking down another 46.\Auruo Bossard. Took down 39. Assisted with another 9.\They are the elite of the elite. response:	Erd Gin. Took down 14. Assisted with another 32.
context: So what? I've boasted about you guys too.\Those people are the Recon Corps' Special Ops Squad,\commonly known as the Levi Unit.\You're pathetic!\Petra Ral. Took down 10 Titans. Assisted with taking down another 46.\Auruo Bossard. Took down 39. Assisted with another 9.\They are the elite of the elite.\Erd Gin. Took down 14. Assisted with another 32. response:	Gunther Schultz. Took down 7. Assisted with another 40.
context: Those people are the Recon Corps' Special Ops Squad,\commonly known as the Levi Unit.\You're pathetic!\Petra Ral. Took down 10 Titans. Assisted with taking down another 46.\Auruo Bossard. Took down 39. Assisted with another 9.\They are the elite of the elite.\Erd Gin. Took down 14. Assisted with another 32.\Gunther Schultz. Took down 7. Assisted with another 40. response:	They are the top tier of the Recon Corps, hand-picked by Captain Levi.
context: commonly known as the Levi Unit.\You're pathetic!\Petra Ral. Took down 10 Titans. Assisted with taking down another 46.\Auruo Bossard. Took down 39. Assisted with another 9.\They are the elite of the elite.\Erd Gin. Took down 14. Assisted with another 32.\Gunther Schultz. Took down 7. Assisted with another 40.\They are the top tier of the Recon Corps, hand-picked by Captain Levi. response:	If I went berserk, these people would be the ones to kill me.
context: You're pathetic!\Petra Ral. Took down 10 Titans. Assisted with taking down another 46.\Auruo Bossard. Took down 39. Assisted with another 9.\They are the elite of the elite.\Erd Gin. Took down 14. Assisted with another 32.\Gunther Schultz. Took down 7. Assisted with another 40.\They are the top tier of the Recon Corps, hand-picked by Captain Levi.\If I went berserk, these people would be the ones to kill me. response:	It's covered in weeds.
context: Petra Ral. Took down 10 Titans. Assisted with taking down another 46.\Auruo Bossard. Took down 39. Assisted with another 9.\They are the elite of the elite.\Erd Gin. Took down 14. Assisted with another 32.\Gunther Schultz. Took down 7. Assisted with another 40.\They are the top tier of the Recon Corps, hand-picked by Captain Levi.\If I went berserk, these people would be the ones to kill me.\It's covered in weeds. response:	It looks terrible.
context: Auruo Bossard. Took down 39. Assisted with another 9.\They are the elite of the elite.\Erd Gin. Took down 14. Assisted with another 32.\Gunther Schultz. Took down 7. Assisted with another 40.\They are the top tier of the Recon Corps, hand-picked by Captain Levi.\If I went berserk, these people would be the ones to kill me.\It's covered in weeds.\It looks terrible. response:	It's been disused for a very long time.
context: They are the elite of the elite.\Erd Gin. Took down 14. Assisted with another 32.\Gunther Schultz. Took down 7. Assisted with another 40.\They are the top tier of the Recon Corps, hand-picked by Captain Levi.\If I went berserk, these people would be the ones to kill me.\It's covered in weeds.\It looks terrible.\It's been disused for a very long time. response:	Inside, a sea of dust is probably awaiting us.
context: Erd Gin. Took down 14. Assisted with another 32.\Gunther Schultz. Took down 7. Assisted with another 40.\They are the top tier of the Recon Corps, hand-picked by Captain Levi.\If I went berserk, these people would be the ones to kill me.\It's covered in weeds.\It looks terrible.\It's been disused for a very long time.\Inside, a sea of dust is probably awaiting us. response:	That is indeed a severe problem.
context: Gunther Schultz. Took down 7. Assisted with another 40.\They are the top tier of the Recon Corps, hand-picked by Captain Levi.\If I went berserk, these people would be the ones to kill me.\It's covered in weeds.\It looks terrible.\It's been disused for a very long time.\Inside, a sea of dust is probably awaiting us.\That is indeed a severe problem. response:	We must sort it out immediately.
context: They are the top tier of the Recon Corps, hand-picked by Captain Levi.\If I went berserk, these people would be the ones to kill me.\It's covered in weeds.\It looks terrible.\It's been disused for a very long time.\Inside, a sea of dust is probably awaiting us.\That is indeed a severe problem.\We must sort it out immediately. response:	We're done cleaning the upper floors.
context: If I went berserk, these people would be the ones to kill me.\It's covered in weeds.\It looks terrible.\It's been disused for a very long time.\Inside, a sea of dust is probably awaiting us.\That is indeed a severe problem.\We must sort it out immediately.\We're done cleaning the upper floors. response:	Where will I get to sleep in the building, sir?
context: It's covered in weeds.\It looks terrible.\It's been disused for a very long time.\Inside, a sea of dust is probably awaiting us.\That is indeed a severe problem.\We must sort it out immediately.\We're done cleaning the upper floors.\Where will I get to sleep in the building, sir? response:	Your room is in the basement.
context: It looks terrible.\It's been disused for a very long time.\Inside, a sea of dust is probably awaiting us.\That is indeed a severe problem.\We must sort it out immediately.\We're done cleaning the upper floors.\Where will I get to sleep in the building, sir?\Your room is in the basement. response:	The basement again, sir?
context: It's been disused for a very long time.\Inside, a sea of dust is probably awaiting us.\That is indeed a severe problem.\We must sort it out immediately.\We're done cleaning the upper floors.\Where will I get to sleep in the building, sir?\Your room is in the basement.\The basement again, sir? response:	Of course. You're not in complete control of yourself yet.
context: Inside, a sea of dust is probably awaiting us.\That is indeed a severe problem.\We must sort it out immediately.\We're done cleaning the upper floors.\Where will I get to sleep in the building, sir?\Your room is in the basement.\The basement again, sir?\Of course. You're not in complete control of yourself yet. response:	If you drifted off and turned into a Titan,
context: That is indeed a severe problem.\We must sort it out immediately.\We're done cleaning the upper floors.\Where will I get to sleep in the building, sir?\Your room is in the basement.\The basement again, sir?\Of course. You're not in complete control of yourself yet.\If you drifted off and turned into a Titan, response:	at least if you're underground we can restrain you right away.
context: We must sort it out immediately.\We're done cleaning the upper floors.\Where will I get to sleep in the building, sir?\Your room is in the basement.\The basement again, sir?\Of course. You're not in complete control of yourself yet.\If you drifted off and turned into a Titan,\at least if you're underground we can restrain you right away. response:	That was one of the conditions agreed upon for us to get custody of you.
context: We're done cleaning the upper floors.\Where will I get to sleep in the building, sir?\Your room is in the basement.\The basement again, sir?\Of course. You're not in complete control of yourself yet.\If you drifted off and turned into a Titan,\at least if you're underground we can restrain you right away.\That was one of the conditions agreed upon for us to get custody of you. response:	It's a rule that we must follow.
context: Where will I get to sleep in the building, sir?\Your room is in the basement.\The basement again, sir?\Of course. You're not in complete control of yourself yet.\If you drifted off and turned into a Titan,\at least if you're underground we can restrain you right away.\That was one of the conditions agreed upon for us to get custody of you.\It's a rule that we must follow. response:	I'll take a look around the rooms.
context: Your room is in the basement.\The basement again, sir?\Of course. You're not in complete control of yourself yet.\If you drifted off and turned into a Titan,\at least if you're underground we can restrain you right away.\That was one of the conditions agreed upon for us to get custody of you.\It's a rule that we must follow.\I'll take a look around the rooms. response:	You do this room, Eren.
context: The basement again, sir?\Of course. You're not in complete control of yourself yet.\If you drifted off and turned into a Titan,\at least if you're underground we can restrain you right away.\That was one of the conditions agreed upon for us to get custody of you.\It's a rule that we must follow.\I'll take a look around the rooms.\You do this room, Eren. response:	Yes, sir.
context: Of course. You're not in complete control of yourself yet.\If you drifted off and turned into a Titan,\at least if you're underground we can restrain you right away.\That was one of the conditions agreed upon for us to get custody of you.\It's a rule that we must follow.\I'll take a look around the rooms.\You do this room, Eren.\Yes, sir. response:	You've got quite a despairing look on your face, Eren.
context: If you drifted off and turned into a Titan,\at least if you're underground we can restrain you right away.\That was one of the conditions agreed upon for us to get custody of you.\It's a rule that we must follow.\I'll take a look around the rooms.\You do this room, Eren.\Yes, sir.\You've got quite a despairing look on your face, Eren. response:	I do?
context: at least if you're underground we can restrain you right away.\That was one of the conditions agreed upon for us to get custody of you.\It's a rule that we must follow.\I'll take a look around the rooms.\You do this room, Eren.\Yes, sir.\You've got quite a despairing look on your face, Eren.\I do? response:	Ah, I'll be calling you Eren.
context: That was one of the conditions agreed upon for us to get custody of you.\It's a rule that we must follow.\I'll take a look around the rooms.\You do this room, Eren.\Yes, sir.\You've got quite a despairing look on your face, Eren.\I do?\Ah, I'll be calling you Eren. response:	Captain Levi does the same.
context: It's a rule that we must follow.\I'll take a look around the rooms.\You do this room, Eren.\Yes, sir.\You've got quite a despairing look on your face, Eren.\I do?\Ah, I'll be calling you Eren.\Captain Levi does the same. response:	Here, his word is the law.
context: I'll take a look around the rooms.\You do this room, Eren.\Yes, sir.\You've got quite a despairing look on your face, Eren.\I do?\Ah, I'll be calling you Eren.\Captain Levi does the same.\Here, his word is the law. response:	Right... I don't mind that,
context: You do this room, Eren.\Yes, sir.\You've got quite a despairing look on your face, Eren.\I do?\Ah, I'll be calling you Eren.\Captain Levi does the same.\Here, his word is the law.\Right... I don't mind that, response:	but did I really have a despairing look on my face?
context: Yes, sir.\You've got quite a despairing look on your face, Eren.\I do?\Ah, I'll be calling you Eren.\Captain Levi does the same.\Here, his word is the law.\Right... I don't mind that,\but did I really have a despairing look on my face? response:	It's not surprising at all.
context: You've got quite a despairing look on your face, Eren.\I do?\Ah, I'll be calling you Eren.\Captain Levi does the same.\Here, his word is the law.\Right... I don't mind that,\but did I really have a despairing look on my face?\It's not surprising at all. response:	He doesn't come across as the perfect, invulnerable hero people think he is, does he?
context: I do?\Ah, I'll be calling you Eren.\Captain Levi does the same.\Here, his word is the law.\Right... I don't mind that,\but did I really have a despairing look on my face?\It's not surprising at all.\He doesn't come across as the perfect, invulnerable hero people think he is, does he? response:	The true Levi is surprisingly short,
context: Ah, I'll be calling you Eren.\Captain Levi does the same.\Here, his word is the law.\Right... I don't mind that,\but did I really have a despairing look on my face?\It's not surprising at all.\He doesn't come across as the perfect, invulnerable hero people think he is, does he?\The true Levi is surprisingly short, response:	irritable, violent, and hard to approach.
context: Captain Levi does the same.\Here, his word is the law.\Right... I don't mind that,\but did I really have a despairing look on my face?\It's not surprising at all.\He doesn't come across as the perfect, invulnerable hero people think he is, does he?\The true Levi is surprisingly short,\irritable, violent, and hard to approach. response:	That's not it. I was surprised how obediently he accepts the decisions of the higher-ups.
context: Here, his word is the law.\Right... I don't mind that,\but did I really have a despairing look on my face?\It's not surprising at all.\He doesn't come across as the perfect, invulnerable hero people think he is, does he?\The true Levi is surprisingly short,\irritable, violent, and hard to approach.\That's not it. I was surprised how obediently he accepts the decisions of the higher-ups. response:	Did you think that, as strong as he is, he wouldn't care about rank or the chain of command?
context: Right... I don't mind that,\but did I really have a despairing look on my face?\It's not surprising at all.\He doesn't come across as the perfect, invulnerable hero people think he is, does he?\The true Levi is surprisingly short,\irritable, violent, and hard to approach.\That's not it. I was surprised how obediently he accepts the decisions of the higher-ups.\Did you think that, as strong as he is, he wouldn't care about rank or the chain of command? response:	Yes.
context: but did I really have a despairing look on my face?\It's not surprising at all.\He doesn't come across as the perfect, invulnerable hero people think he is, does he?\The true Levi is surprisingly short,\irritable, violent, and hard to approach.\That's not it. I was surprised how obediently he accepts the decisions of the higher-ups.\Did you think that, as strong as he is, he wouldn't care about rank or the chain of command?\Yes. response:	I expected him not to acquiesce to anyone's words.
context: It's not surprising at all.\He doesn't come across as the perfect, invulnerable hero people think he is, does he?\The true Levi is surprisingly short,\irritable, violent, and hard to approach.\That's not it. I was surprised how obediently he accepts the decisions of the higher-ups.\Did you think that, as strong as he is, he wouldn't care about rank or the chain of command?\Yes.\I expected him not to acquiesce to anyone's words. response:	I don't know the details myself, but I heard he was pretty much like that originally.
context: He doesn't come across as the perfect, invulnerable hero people think he is, does he?\The true Levi is surprisingly short,\irritable, violent, and hard to approach.\That's not it. I was surprised how obediently he accepts the decisions of the higher-ups.\Did you think that, as strong as he is, he wouldn't care about rank or the chain of command?\Yes.\I expected him not to acquiesce to anyone's words.\I don't know the details myself, but I heard he was pretty much like that originally. response:	Before joining the Recon Corps, he was a famous thug in the capital's underworld.
context: The true Levi is surprisingly short,\irritable, violent, and hard to approach.\That's not it. I was surprised how obediently he accepts the decisions of the higher-ups.\Did you think that, as strong as he is, he wouldn't care about rank or the chain of command?\Yes.\I expected him not to acquiesce to anyone's words.\I don't know the details myself, but I heard he was pretty much like that originally.\Before joining the Recon Corps, he was a famous thug in the capital's underworld. response:	But then, why?
context: irritable, violent, and hard to approach.\That's not it. I was surprised how obediently he accepts the decisions of the higher-ups.\Did you think that, as strong as he is, he wouldn't care about rank or the chain of command?\Yes.\I expected him not to acquiesce to anyone's words.\I don't know the details myself, but I heard he was pretty much like that originally.\Before joining the Recon Corps, he was a famous thug in the capital's underworld.\But then, why? response:	I don't know exactly what happened.
context: That's not it. I was surprised how obediently he accepts the decisions of the higher-ups.\Did you think that, as strong as he is, he wouldn't care about rank or the chain of command?\Yes.\I expected him not to acquiesce to anyone's words.\I don't know the details myself, but I heard he was pretty much like that originally.\Before joining the Recon Corps, he was a famous thug in the capital's underworld.\But then, why?\I don't know exactly what happened. response:	He was taken in to the Recon Corps under Commander Erwin's hands.
context: Did you think that, as strong as he is, he wouldn't care about rank or the chain of command?\Yes.\I expected him not to acquiesce to anyone's words.\I don't know the details myself, but I heard he was pretty much like that originally.\Before joining the Recon Corps, he was a famous thug in the capital's underworld.\But then, why?\I don't know exactly what happened.\He was taken in to the Recon Corps under Commander Erwin's hands. response:	The Commander?
context: Yes.\I expected him not to acquiesce to anyone's words.\I don't know the details myself, but I heard he was pretty much like that originally.\Before joining the Recon Corps, he was a famous thug in the capital's underworld.\But then, why?\I don't know exactly what happened.\He was taken in to the Recon Corps under Commander Erwin's hands.\The Commander? response:	Hey, Eren!
context: I expected him not to acquiesce to anyone's words.\I don't know the details myself, but I heard he was pretty much like that originally.\Before joining the Recon Corps, he was a famous thug in the capital's underworld.\But then, why?\I don't know exactly what happened.\He was taken in to the Recon Corps under Commander Erwin's hands.\The Commander?\Hey, Eren! response:	Yes, sir?
context: I don't know the details myself, but I heard he was pretty much like that originally.\Before joining the Recon Corps, he was a famous thug in the capital's underworld.\But then, why?\I don't know exactly what happened.\He was taken in to the Recon Corps under Commander Erwin's hands.\The Commander?\Hey, Eren!\Yes, sir? response:	It's no good at all. Redo it all from scratch.
context: Before joining the Recon Corps, he was a famous thug in the capital's underworld.\But then, why?\I don't know exactly what happened.\He was taken in to the Recon Corps under Commander Erwin's hands.\The Commander?\Hey, Eren!\Yes, sir?\It's no good at all. Redo it all from scratch. response:	So, in thirty days, we're to go outside the Walls to build a stronghold for the supply chain?
context: But then, why?\I don't know exactly what happened.\He was taken in to the Recon Corps under Commander Erwin's hands.\The Commander?\Hey, Eren!\Yes, sir?\It's no good at all. Redo it all from scratch.\So, in thirty days, we're to go outside the Walls to build a stronghold for the supply chain? response:	Not to mention we'll be taking fresh graduates with us too.
context: I don't know exactly what happened.\He was taken in to the Recon Corps under Commander Erwin's hands.\The Commander?\Hey, Eren!\Yes, sir?\It's no good at all. Redo it all from scratch.\So, in thirty days, we're to go outside the Walls to build a stronghold for the supply chain?\Not to mention we'll be taking fresh graduates with us too. response:	If we even get any new recruits that is.
context: He was taken in to the Recon Corps under Commander Erwin's hands.\The Commander?\Hey, Eren!\Yes, sir?\It's no good at all. Redo it all from scratch.\So, in thirty days, we're to go outside the Walls to build a stronghold for the supply chain?\Not to mention we'll be taking fresh graduates with us too.\If we even get any new recruits that is. response:	In my opinion, this is far too hasty.
context: The Commander?\Hey, Eren!\Yes, sir?\It's no good at all. Redo it all from scratch.\So, in thirty days, we're to go outside the Walls to build a stronghold for the supply chain?\Not to mention we'll be taking fresh graduates with us too.\If we even get any new recruits that is.\In my opinion, this is far too hasty. response:	Eren's current position is a temporary thing.
context: Hey, Eren!\Yes, sir?\It's no good at all. Redo it all from scratch.\So, in thirty days, we're to go outside the Walls to build a stronghold for the supply chain?\Not to mention we'll be taking fresh graduates with us too.\If we even get any new recruits that is.\In my opinion, this is far too hasty.\Eren's current position is a temporary thing. response:	We must quickly and smoothly prove his usefulness to Central.
context: Yes, sir?\It's no good at all. Redo it all from scratch.\So, in thirty days, we're to go outside the Walls to build a stronghold for the supply chain?\Not to mention we'll be taking fresh graduates with us too.\If we even get any new recruits that is.\In my opinion, this is far too hasty.\Eren's current position is a temporary thing.\We must quickly and smoothly prove his usefulness to Central. response:	Otherwise, sooner or later, the Police will make another move to
context: It's no good at all. Redo it all from scratch.\So, in thirty days, we're to go outside the Walls to build a stronghold for the supply chain?\Not to mention we'll be taking fresh graduates with us too.\If we even get any new recruits that is.\In my opinion, this is far too hasty.\Eren's current position is a temporary thing.\We must quickly and smoothly prove his usefulness to Central.\Otherwise, sooner or later, the Police will make another move to response:	Can't you take that mask off at least for me, Erwin?
context: So, in thirty days, we're to go outside the Walls to build a stronghold for the supply chain?\Not to mention we'll be taking fresh graduates with us too.\If we even get any new recruits that is.\In my opinion, this is far too hasty.\Eren's current position is a temporary thing.\We must quickly and smoothly prove his usefulness to Central.\Otherwise, sooner or later, the Police will make another move to\Can't you take that mask off at least for me, Erwin? response:	You're really good at sniffing out things like this, Mike.
context: Not to mention we'll be taking fresh graduates with us too.\If we even get any new recruits that is.\In my opinion, this is far too hasty.\Eren's current position is a temporary thing.\We must quickly and smoothly prove his usefulness to Central.\Otherwise, sooner or later, the Police will make another move to\Can't you take that mask off at least for me, Erwin?\You're really good at sniffing out things like this, Mike. response:	Too bad you have no scent whatsoever.
context: If we even get any new recruits that is.\In my opinion, this is far too hasty.\Eren's current position is a temporary thing.\We must quickly and smoothly prove his usefulness to Central.\Otherwise, sooner or later, the Police will make another move to\Can't you take that mask off at least for me, Erwin?\You're really good at sniffing out things like this, Mike.\Too bad you have no scent whatsoever. response:	I'll tell you when the time is right.
context: In my opinion, this is far too hasty.\Eren's current position is a temporary thing.\We must quickly and smoothly prove his usefulness to Central.\Otherwise, sooner or later, the Police will make another move to\Can't you take that mask off at least for me, Erwin?\You're really good at sniffing out things like this, Mike.\Too bad you have no scent whatsoever.\I'll tell you when the time is right. response:	We'll probably be ordered to stand by for a few more days,
context: Eren's current position is a temporary thing.\We must quickly and smoothly prove his usefulness to Central.\Otherwise, sooner or later, the Police will make another move to\Can't you take that mask off at least for me, Erwin?\You're really good at sniffing out things like this, Mike.\Too bad you have no scent whatsoever.\I'll tell you when the time is right.\We'll probably be ordered to stand by for a few more days, response:	but I heard we're supposed to be going on a large-scale extramural expedition.
