context: Who is that? response:	Who are you?
context: No, I mean' Um' Good morning!\Good morning.\You get up early, Kinomoto.\I got up a little early this morning, so I'm talking a walk.\I'm cleaning the premise of the shrine.\I'm the only daughter, so I got to do it.\Somehow, when I see Miss Mizuki, I feel so sweet.\I'll help you. response:	But how about your walk?
context: Good morning.\You get up early, Kinomoto.\I got up a little early this morning, so I'm talking a walk.\I'm cleaning the premise of the shrine.\I'm the only daughter, so I got to do it.\Somehow, when I see Miss Mizuki, I feel so sweet.\I'll help you.\But how about your walk? response:	It's no big deal.
context: You get up early, Kinomoto.\I got up a little early this morning, so I'm talking a walk.\I'm cleaning the premise of the shrine.\I'm the only daughter, so I got to do it.\Somehow, when I see Miss Mizuki, I feel so sweet.\I'll help you.\But how about your walk?\It's no big deal. response:	Can I help too?
context: I got up a little early this morning, so I'm talking a walk.\I'm cleaning the premise of the shrine.\I'm the only daughter, so I got to do it.\Somehow, when I see Miss Mizuki, I feel so sweet.\I'll help you.\But how about your walk?\It's no big deal.\Can I help too? response:	Eh!
context: I'm cleaning the premise of the shrine.\I'm the only daughter, so I got to do it.\Somehow, when I see Miss Mizuki, I feel so sweet.\I'll help you.\But how about your walk?\It's no big deal.\Can I help too?\Eh! response:	Yukito!
context: I'm the only daughter, so I got to do it.\Somehow, when I see Miss Mizuki, I feel so sweet.\I'll help you.\But how about your walk?\It's no big deal.\Can I help too?\Eh!\Yukito! response:	Can I dump this here?
context: Somehow, when I see Miss Mizuki, I feel so sweet.\I'll help you.\But how about your walk?\It's no big deal.\Can I help too?\Eh!\Yukito!\Can I dump this here? response:	Sure. Thanks.
context: I'll help you.\But how about your walk?\It's no big deal.\Can I help too?\Eh!\Yukito!\Can I dump this here?\Sure. Thanks. response:	I'm glad I got up early.
context: But how about your walk?\It's no big deal.\Can I help too?\Eh!\Yukito!\Can I dump this here?\Sure. Thanks.\I'm glad I got up early. response:	Be careful.
context: It's no big deal.\Can I help too?\Eh!\Yukito!\Can I dump this here?\Sure. Thanks.\I'm glad I got up early.\Be careful. response:	As I thought, that teacher is more than just ordinary.
context: Can I help too?\Eh!\Yukito!\Can I dump this here?\Sure. Thanks.\I'm glad I got up early.\Be careful.\As I thought, that teacher is more than just ordinary. response:	He told me to be careful'
context: Eh!\Yukito!\Can I dump this here?\Sure. Thanks.\I'm glad I got up early.\Be careful.\As I thought, that teacher is more than just ordinary.\He told me to be careful' response:	But as I thought, when I see Miss Mizuki, I feel so schweeet.
context: Yukito!\Can I dump this here?\Sure. Thanks.\I'm glad I got up early.\Be careful.\As I thought, that teacher is more than just ordinary.\He told me to be careful'\But as I thought, when I see Miss Mizuki, I feel so schweeet. response:	You guys were a great help. Thanks a lot.
context: Can I dump this here?\Sure. Thanks.\I'm glad I got up early.\Be careful.\As I thought, that teacher is more than just ordinary.\He told me to be careful'\But as I thought, when I see Miss Mizuki, I feel so schweeet.\You guys were a great help. Thanks a lot. response:	These are chestnuts from our shrine.
context: Sure. Thanks.\I'm glad I got up early.\Be careful.\As I thought, that teacher is more than just ordinary.\He told me to be careful'\But as I thought, when I see Miss Mizuki, I feel so schweeet.\You guys were a great help. Thanks a lot.\These are chestnuts from our shrine. response:	Are you sure we can have them?
context: I'm glad I got up early.\Be careful.\As I thought, that teacher is more than just ordinary.\He told me to be careful'\But as I thought, when I see Miss Mizuki, I feel so schweeet.\You guys were a great help. Thanks a lot.\These are chestnuts from our shrine.\Are you sure we can have them? response:	Of course!
context: Be careful.\As I thought, that teacher is more than just ordinary.\He told me to be careful'\But as I thought, when I see Miss Mizuki, I feel so schweeet.\You guys were a great help. Thanks a lot.\These are chestnuts from our shrine.\Are you sure we can have them?\Of course! response:	Thank you very much!
context: As I thought, that teacher is more than just ordinary.\He told me to be careful'\But as I thought, when I see Miss Mizuki, I feel so schweeet.\You guys were a great help. Thanks a lot.\These are chestnuts from our shrine.\Are you sure we can have them?\Of course!\Thank you very much! response:	It's about time to go.
context: He told me to be careful'\But as I thought, when I see Miss Mizuki, I feel so schweeet.\You guys were a great help. Thanks a lot.\These are chestnuts from our shrine.\Are you sure we can have them?\Of course!\Thank you very much!\It's about time to go. response:	Sakura, you're going to school, right?
context: But as I thought, when I see Miss Mizuki, I feel so schweeet.\You guys were a great help. Thanks a lot.\These are chestnuts from our shrine.\Are you sure we can have them?\Of course!\Thank you very much!\It's about time to go.\Sakura, you're going to school, right? response:	Yes!
context: You guys were a great help. Thanks a lot.\These are chestnuts from our shrine.\Are you sure we can have them?\Of course!\Thank you very much!\It's about time to go.\Sakura, you're going to school, right?\Yes! response:	How about we go together?
context: These are chestnuts from our shrine.\Are you sure we can have them?\Of course!\Thank you very much!\It's about time to go.\Sakura, you're going to school, right?\Yes!\How about we go together? response:	Okay!
context: Are you sure we can have them?\Of course!\Thank you very much!\It's about time to go.\Sakura, you're going to school, right?\Yes!\How about we go together?\Okay! response:	I'll go get my bicycle.
context: Of course!\Thank you very much!\It's about time to go.\Sakura, you're going to school, right?\Yes!\How about we go together?\Okay!\I'll go get my bicycle. response:	Yay! I get to go with Yukito!
context: Thank you very much!\It's about time to go.\Sakura, you're going to school, right?\Yes!\How about we go together?\Okay!\I'll go get my bicycle.\Yay! I get to go with Yukito! response:	Kinomoto'
context: It's about time to go.\Sakura, you're going to school, right?\Yes!\How about we go together?\Okay!\I'll go get my bicycle.\Yay! I get to go with Yukito!\Kinomoto' response:	Yes?
context: Sakura, you're going to school, right?\Yes!\How about we go together?\Okay!\I'll go get my bicycle.\Yay! I get to go with Yukito!\Kinomoto'\Yes? response:	It's nothing.
context: Yes!\How about we go together?\Okay!\I'll go get my bicycle.\Yay! I get to go with Yukito!\Kinomoto'\Yes?\It's nothing. response:	If it is you, I'm sure you will notice it yourself.
context: How about we go together?\Okay!\I'll go get my bicycle.\Yay! I get to go with Yukito!\Kinomoto'\Yes?\It's nothing.\If it is you, I'm sure you will notice it yourself. response:	Oh?
context: Okay!\I'll go get my bicycle.\Yay! I get to go with Yukito!\Kinomoto'\Yes?\It's nothing.\If it is you, I'm sure you will notice it yourself.\Oh? response:	G'morning!
context: I'll go get my bicycle.\Yay! I get to go with Yukito!\Kinomoto'\Yes?\It's nothing.\If it is you, I'm sure you will notice it yourself.\Oh?\G'morning! response:	G'morning!
context: Yay! I get to go with Yukito!\Kinomoto'\Yes?\It's nothing.\If it is you, I'm sure you will notice it yourself.\Oh?\G'morning!\G'morning! response:	Tomoyo, g'morning!
context: Kinomoto'\Yes?\It's nothing.\If it is you, I'm sure you will notice it yourself.\Oh?\G'morning!\G'morning!\Tomoyo, g'morning! response:	Good morning!
context: Yes?\It's nothing.\If it is you, I'm sure you will notice it yourself.\Oh?\G'morning!\G'morning!\Tomoyo, g'morning!\Good morning! response:	When you are all cheerful in the morning, it usually means'
context: It's nothing.\If it is you, I'm sure you will notice it yourself.\Oh?\G'morning!\G'morning!\Tomoyo, g'morning!\Good morning!\When you are all cheerful in the morning, it usually means' response:	'it is because of Tsukishiro, right?
context: If it is you, I'm sure you will notice it yourself.\Oh?\G'morning!\G'morning!\Tomoyo, g'morning!\Good morning!\When you are all cheerful in the morning, it usually means'\'it is because of Tsukishiro, right? response:	It's only half.
context: Oh?\G'morning!\G'morning!\Tomoyo, g'morning!\Good morning!\When you are all cheerful in the morning, it usually means'\'it is because of Tsukishiro, right?\It's only half. response:	The other half is' this!
context: G'morning!\G'morning!\Tomoyo, g'morning!\Good morning!\When you are all cheerful in the morning, it usually means'\'it is because of Tsukishiro, right?\It's only half.\The other half is' this! response:	Which is'?
context: G'morning!\Tomoyo, g'morning!\Good morning!\When you are all cheerful in the morning, it usually means'\'it is because of Tsukishiro, right?\It's only half.\The other half is' this!\Which is'? response:	You know' This morning, Miss Mizuki'
context: Tomoyo, g'morning!\Good morning!\When you are all cheerful in the morning, it usually means'\'it is because of Tsukishiro, right?\It's only half.\The other half is' this!\Which is'?\You know' This morning, Miss Mizuki' response:	I told you to be careful with that teacher!
context: Good morning!\When you are all cheerful in the morning, it usually means'\'it is because of Tsukishiro, right?\It's only half.\The other half is' this!\Which is'?\You know' This morning, Miss Mizuki'\I told you to be careful with that teacher! response:	Li-kun!
context: When you are all cheerful in the morning, it usually means'\'it is because of Tsukishiro, right?\It's only half.\The other half is' this!\Which is'?\You know' This morning, Miss Mizuki'\I told you to be careful with that teacher!\Li-kun! response:	But!
context: 'it is because of Tsukishiro, right?\It's only half.\The other half is' this!\Which is'?\You know' This morning, Miss Mizuki'\I told you to be careful with that teacher!\Li-kun!\But! response:	Shao Lan!
context: It's only half.\The other half is' this!\Which is'?\You know' This morning, Miss Mizuki'\I told you to be careful with that teacher!\Li-kun!\But!\Shao Lan! response:	I was putting on my shoes and you just left without me!
context: The other half is' this!\Which is'?\You know' This morning, Miss Mizuki'\I told you to be careful with that teacher!\Li-kun!\But!\Shao Lan!\I was putting on my shoes and you just left without me! response:	Oh. The chestnuts look good.
context: Which is'?\You know' This morning, Miss Mizuki'\I told you to be careful with that teacher!\Li-kun!\But!\Shao Lan!\I was putting on my shoes and you just left without me!\Oh. The chestnuts look good. response:	Do you want some, Mei Lin?
context: You know' This morning, Miss Mizuki'\I told you to be careful with that teacher!\Li-kun!\But!\Shao Lan!\I was putting on my shoes and you just left without me!\Oh. The chestnuts look good.\Do you want some, Mei Lin? response:	I can show you how to open it too.
context: I told you to be careful with that teacher!\Li-kun!\But!\Shao Lan!\I was putting on my shoes and you just left without me!\Oh. The chestnuts look good.\Do you want some, Mei Lin?\I can show you how to open it too. response:	For chestnuts, you pull it open here' Like this'
context: Li-kun!\But!\Shao Lan!\I was putting on my shoes and you just left without me!\Oh. The chestnuts look good.\Do you want some, Mei Lin?\I can show you how to open it too.\For chestnuts, you pull it open here' Like this' response:	Cool!
context: But!\Shao Lan!\I was putting on my shoes and you just left without me!\Oh. The chestnuts look good.\Do you want some, Mei Lin?\I can show you how to open it too.\For chestnuts, you pull it open here' Like this'\Cool! response:	Mei Lin, do you like chestnuts?
context: Shao Lan!\I was putting on my shoes and you just left without me!\Oh. The chestnuts look good.\Do you want some, Mei Lin?\I can show you how to open it too.\For chestnuts, you pull it open here' Like this'\Cool!\Mei Lin, do you like chestnuts? response:	Oh? The math teacher, Miss Tsutsumi, is on vacation.
context: I was putting on my shoes and you just left without me!\Oh. The chestnuts look good.\Do you want some, Mei Lin?\I can show you how to open it too.\For chestnuts, you pull it open here' Like this'\Cool!\Mei Lin, do you like chestnuts?\Oh? The math teacher, Miss Tsutsumi, is on vacation. response:	They said she's taking a long vacation.
context: Oh. The chestnuts look good.\Do you want some, Mei Lin?\I can show you how to open it too.\For chestnuts, you pull it open here' Like this'\Cool!\Mei Lin, do you like chestnuts?\Oh? The math teacher, Miss Tsutsumi, is on vacation.\They said she's taking a long vacation. response:	The substitute teacher is'
context: Do you want some, Mei Lin?\I can show you how to open it too.\For chestnuts, you pull it open here' Like this'\Cool!\Mei Lin, do you like chestnuts?\Oh? The math teacher, Miss Tsutsumi, is on vacation.\They said she's taking a long vacation.\The substitute teacher is' response:	'Miss Mizuki.
context: I can show you how to open it too.\For chestnuts, you pull it open here' Like this'\Cool!\Mei Lin, do you like chestnuts?\Oh? The math teacher, Miss Tsutsumi, is on vacation.\They said she's taking a long vacation.\The substitute teacher is'\'Miss Mizuki. response:	That Mizuki?
context: For chestnuts, you pull it open here' Like this'\Cool!\Mei Lin, do you like chestnuts?\Oh? The math teacher, Miss Tsutsumi, is on vacation.\They said she's taking a long vacation.\The substitute teacher is'\'Miss Mizuki.\That Mizuki? response:	Father, you know Miss Mizuki?
context: Cool!\Mei Lin, do you like chestnuts?\Oh? The math teacher, Miss Tsutsumi, is on vacation.\They said she's taking a long vacation.\The substitute teacher is'\'Miss Mizuki.\That Mizuki?\Father, you know Miss Mizuki? response:	Is that Mizuki from Tsukimine Shrine?
context: Mei Lin, do you like chestnuts?\Oh? The math teacher, Miss Tsutsumi, is on vacation.\They said she's taking a long vacation.\The substitute teacher is'\'Miss Mizuki.\That Mizuki?\Father, you know Miss Mizuki?\Is that Mizuki from Tsukimine Shrine? response:	Yes.
context: Oh? The math teacher, Miss Tsutsumi, is on vacation.\They said she's taking a long vacation.\The substitute teacher is'\'Miss Mizuki.\That Mizuki?\Father, you know Miss Mizuki?\Is that Mizuki from Tsukimine Shrine?\Yes. response:	So she came back here.
context: They said she's taking a long vacation.\The substitute teacher is'\'Miss Mizuki.\That Mizuki?\Father, you know Miss Mizuki?\Is that Mizuki from Tsukimine Shrine?\Yes.\So she came back here. response:	Hey, how come you know her?
context: The substitute teacher is'\'Miss Mizuki.\That Mizuki?\Father, you know Miss Mizuki?\Is that Mizuki from Tsukimine Shrine?\Yes.\So she came back here.\Hey, how come you know her? response:	When Touya was in middle school,
context: 'Miss Mizuki.\That Mizuki?\Father, you know Miss Mizuki?\Is that Mizuki from Tsukimine Shrine?\Yes.\So she came back here.\Hey, how come you know her?\When Touya was in middle school, response:	Mizuki was a student teacher.
context: That Mizuki?\Father, you know Miss Mizuki?\Is that Mizuki from Tsukimine Shrine?\Yes.\So she came back here.\Hey, how come you know her?\When Touya was in middle school,\Mizuki was a student teacher. response:	Then, Touya and Miss Mizuki do know each other after all.
context: Father, you know Miss Mizuki?\Is that Mizuki from Tsukimine Shrine?\Yes.\So she came back here.\Hey, how come you know her?\When Touya was in middle school,\Mizuki was a student teacher.\Then, Touya and Miss Mizuki do know each other after all. response:	'After all?'
context: Is that Mizuki from Tsukimine Shrine?\Yes.\So she came back here.\Hey, how come you know her?\When Touya was in middle school,\Mizuki was a student teacher.\Then, Touya and Miss Mizuki do know each other after all.\'After all?' response:	Remember I was late yesterday
context: Yes.\So she came back here.\Hey, how come you know her?\When Touya was in middle school,\Mizuki was a student teacher.\Then, Touya and Miss Mizuki do know each other after all.\'After all?'\Remember I was late yesterday response:	and Touya took me home?
context: So she came back here.\Hey, how come you know her?\When Touya was in middle school,\Mizuki was a student teacher.\Then, Touya and Miss Mizuki do know each other after all.\'After all?'\Remember I was late yesterday\and Touya took me home? response:	And he saw Miss Mizuki
context: Hey, how come you know her?\When Touya was in middle school,\Mizuki was a student teacher.\Then, Touya and Miss Mizuki do know each other after all.\'After all?'\Remember I was late yesterday\and Touya took me home?\And he saw Miss Mizuki response:	at Tsukimine Shrine then.
context: When Touya was in middle school,\Mizuki was a student teacher.\Then, Touya and Miss Mizuki do know each other after all.\'After all?'\Remember I was late yesterday\and Touya took me home?\And he saw Miss Mizuki\at Tsukimine Shrine then. response:	Father?
context: Mizuki was a student teacher.\Then, Touya and Miss Mizuki do know each other after all.\'After all?'\Remember I was late yesterday\and Touya took me home?\And he saw Miss Mizuki\at Tsukimine Shrine then.\Father? response:	Did Touya say anything?
context: Then, Touya and Miss Mizuki do know each other after all.\'After all?'\Remember I was late yesterday\and Touya took me home?\And he saw Miss Mizuki\at Tsukimine Shrine then.\Father?\Did Touya say anything? response:	Nothing.
context: 'After all?'\Remember I was late yesterday\and Touya took me home?\And he saw Miss Mizuki\at Tsukimine Shrine then.\Father?\Did Touya say anything?\Nothing. response:	But when he saw Miss Mizuki,
context: Remember I was late yesterday\and Touya took me home?\And he saw Miss Mizuki\at Tsukimine Shrine then.\Father?\Did Touya say anything?\Nothing.\But when he saw Miss Mizuki, response:	he looked so surprised.
context: and Touya took me home?\And he saw Miss Mizuki\at Tsukimine Shrine then.\Father?\Did Touya say anything?\Nothing.\But when he saw Miss Mizuki,\he looked so surprised. response:	Are you sure you really sensed a Clow Card?
context: And he saw Miss Mizuki\at Tsukimine Shrine then.\Father?\Did Touya say anything?\Nothing.\But when he saw Miss Mizuki,\he looked so surprised.\Are you sure you really sensed a Clow Card? response:	It appeared just once and woke me up!
context: at Tsukimine Shrine then.\Father?\Did Touya say anything?\Nothing.\But when he saw Miss Mizuki,\he looked so surprised.\Are you sure you really sensed a Clow Card?\It appeared just once and woke me up! response:	This can't be wrong!
context: Father?\Did Touya say anything?\Nothing.\But when he saw Miss Mizuki,\he looked so surprised.\Are you sure you really sensed a Clow Card?\It appeared just once and woke me up!\This can't be wrong! response:	Tsukimine Shrine'
context: Did Touya say anything?\Nothing.\But when he saw Miss Mizuki,\he looked so surprised.\Are you sure you really sensed a Clow Card?\It appeared just once and woke me up!\This can't be wrong!\Tsukimine Shrine' response:	I can sense it coming out from here.
context: Nothing.\But when he saw Miss Mizuki,\he looked so surprised.\Are you sure you really sensed a Clow Card?\It appeared just once and woke me up!\This can't be wrong!\Tsukimine Shrine'\I can sense it coming out from here. response:	Are you sure? But here again?
context: But when he saw Miss Mizuki,\he looked so surprised.\Are you sure you really sensed a Clow Card?\It appeared just once and woke me up!\This can't be wrong!\Tsukimine Shrine'\I can sense it coming out from here.\Are you sure? But here again? response:	The Maze card I captured yesterday was from here, you know?
context: he looked so surprised.\Are you sure you really sensed a Clow Card?\It appeared just once and woke me up!\This can't be wrong!\Tsukimine Shrine'\I can sense it coming out from here.\Are you sure? But here again?\The Maze card I captured yesterday was from here, you know? response:	Is this where that mysterious teacher is?
context: Are you sure you really sensed a Clow Card?\It appeared just once and woke me up!\This can't be wrong!\Tsukimine Shrine'\I can sense it coming out from here.\Are you sure? But here again?\The Maze card I captured yesterday was from here, you know?\Is this where that mysterious teacher is? response:	Yeah.
context: It appeared just once and woke me up!\This can't be wrong!\Tsukimine Shrine'\I can sense it coming out from here.\Are you sure? But here again?\The Maze card I captured yesterday was from here, you know?\Is this where that mysterious teacher is?\Yeah. response:	What card is it, I wonder'
context: This can't be wrong!\Tsukimine Shrine'\I can sense it coming out from here.\Are you sure? But here again?\The Maze card I captured yesterday was from here, you know?\Is this where that mysterious teacher is?\Yeah.\What card is it, I wonder' response:	All I know is that it's a pretty powerful card.
context: Tsukimine Shrine'\I can sense it coming out from here.\Are you sure? But here again?\The Maze card I captured yesterday was from here, you know?\Is this where that mysterious teacher is?\Yeah.\What card is it, I wonder'\All I know is that it's a pretty powerful card. response:	Li-kun!
context: I can sense it coming out from here.\Are you sure? But here again?\The Maze card I captured yesterday was from here, you know?\Is this where that mysterious teacher is?\Yeah.\What card is it, I wonder'\All I know is that it's a pretty powerful card.\Li-kun! response:	I know that,
context: Are you sure? But here again?\The Maze card I captured yesterday was from here, you know?\Is this where that mysterious teacher is?\Yeah.\What card is it, I wonder'\All I know is that it's a pretty powerful card.\Li-kun!\I know that, response:	since it could wake me up.
context: The Maze card I captured yesterday was from here, you know?\Is this where that mysterious teacher is?\Yeah.\What card is it, I wonder'\All I know is that it's a pretty powerful card.\Li-kun!\I know that,\since it could wake me up. response:	What?
context: Is this where that mysterious teacher is?\Yeah.\What card is it, I wonder'\All I know is that it's a pretty powerful card.\Li-kun!\I know that,\since it could wake me up.\What? response:	Where's Mei Lin?
context: Yeah.\What card is it, I wonder'\All I know is that it's a pretty powerful card.\Li-kun!\I know that,\since it could wake me up.\What?\Where's Mei Lin? response:	I left her behind.
context: What card is it, I wonder'\All I know is that it's a pretty powerful card.\Li-kun!\I know that,\since it could wake me up.\What?\Where's Mei Lin?\I left her behind. response:	'Coz she hasn't finished her homework.
context: All I know is that it's a pretty powerful card.\Li-kun!\I know that,\since it could wake me up.\What?\Where's Mei Lin?\I left her behind.\'Coz she hasn't finished her homework. response:	She's still doin' homework at this hour?
context: Li-kun!\I know that,\since it could wake me up.\What?\Where's Mei Lin?\I left her behind.\'Coz she hasn't finished her homework.\She's still doin' homework at this hour? response:	Mei Lin just transferred here,
context: I know that,\since it could wake me up.\What?\Where's Mei Lin?\I left her behind.\'Coz she hasn't finished her homework.\She's still doin' homework at this hour?\Mei Lin just transferred here, response:	and she isn't familiar with Japanese!
context: since it could wake me up.\What?\Where's Mei Lin?\I left her behind.\'Coz she hasn't finished her homework.\She's still doin' homework at this hour?\Mei Lin just transferred here,\and she isn't familiar with Japanese! response:	She couldn't help it, you know?
context: What?\Where's Mei Lin?\I left her behind.\'Coz she hasn't finished her homework.\She's still doin' homework at this hour?\Mei Lin just transferred here,\and she isn't familiar with Japanese!\She couldn't help it, you know? response:	How about that girl who always takes videos of yours?
context: Where's Mei Lin?\I left her behind.\'Coz she hasn't finished her homework.\She's still doin' homework at this hour?\Mei Lin just transferred here,\and she isn't familiar with Japanese!\She couldn't help it, you know?\How about that girl who always takes videos of yours? response:	It's this late already, I can't just call her'
context: I left her behind.\'Coz she hasn't finished her homework.\She's still doin' homework at this hour?\Mei Lin just transferred here,\and she isn't familiar with Japanese!\She couldn't help it, you know?\How about that girl who always takes videos of yours?\It's this late already, I can't just call her' response:	In any case' The card is inside this shrine.
context: 'Coz she hasn't finished her homework.\She's still doin' homework at this hour?\Mei Lin just transferred here,\and she isn't familiar with Japanese!\She couldn't help it, you know?\How about that girl who always takes videos of yours?\It's this late already, I can't just call her'\In any case' The card is inside this shrine. response:	This is strange. We should've been able to tell its location right away.
context: She's still doin' homework at this hour?\Mei Lin just transferred here,\and she isn't familiar with Japanese!\She couldn't help it, you know?\How about that girl who always takes videos of yours?\It's this late already, I can't just call her'\In any case' The card is inside this shrine.\This is strange. We should've been able to tell its location right away. response:	It sure is nearby.
context: Mei Lin just transferred here,\and she isn't familiar with Japanese!\She couldn't help it, you know?\How about that girl who always takes videos of yours?\It's this late already, I can't just call her'\In any case' The card is inside this shrine.\This is strange. We should've been able to tell its location right away.\It sure is nearby. response:	We've been searching inside the shrine for almost an hour.
context: and she isn't familiar with Japanese!\She couldn't help it, you know?\How about that girl who always takes videos of yours?\It's this late already, I can't just call her'\In any case' The card is inside this shrine.\This is strange. We should've been able to tell its location right away.\It sure is nearby.\We've been searching inside the shrine for almost an hour. response:	I'm sure I felt it before,
context: She couldn't help it, you know?\How about that girl who always takes videos of yours?\It's this late already, I can't just call her'\In any case' The card is inside this shrine.\This is strange. We should've been able to tell its location right away.\It sure is nearby.\We've been searching inside the shrine for almost an hour.\I'm sure I felt it before, response:	but now I couldn't sense a thing.
context: How about that girl who always takes videos of yours?\It's this late already, I can't just call her'\In any case' The card is inside this shrine.\This is strange. We should've been able to tell its location right away.\It sure is nearby.\We've been searching inside the shrine for almost an hour.\I'm sure I felt it before,\but now I couldn't sense a thing. response:	I'm thirsty.
context: It's this late already, I can't just call her'\In any case' The card is inside this shrine.\This is strange. We should've been able to tell its location right away.\It sure is nearby.\We've been searching inside the shrine for almost an hour.\I'm sure I felt it before,\but now I couldn't sense a thing.\I'm thirsty. response:	I wonder if there's a vending machine somewhere.
context: In any case' The card is inside this shrine.\This is strange. We should've been able to tell its location right away.\It sure is nearby.\We've been searching inside the shrine for almost an hour.\I'm sure I felt it before,\but now I couldn't sense a thing.\I'm thirsty.\I wonder if there's a vending machine somewhere. response:	I want something to drink too.
context: This is strange. We should've been able to tell its location right away.\It sure is nearby.\We've been searching inside the shrine for almost an hour.\I'm sure I felt it before,\but now I couldn't sense a thing.\I'm thirsty.\I wonder if there's a vending machine somewhere.\I want something to drink too. response:	Buy one for Li-kun too, okay?
context: It sure is nearby.\We've been searching inside the shrine for almost an hour.\I'm sure I felt it before,\but now I couldn't sense a thing.\I'm thirsty.\I wonder if there's a vending machine somewhere.\I want something to drink too.\Buy one for Li-kun too, okay? response:	Oh well, if I remember.
context: We've been searching inside the shrine for almost an hour.\I'm sure I felt it before,\but now I couldn't sense a thing.\I'm thirsty.\I wonder if there's a vending machine somewhere.\I want something to drink too.\Buy one for Li-kun too, okay?\Oh well, if I remember. response:	What do you mean?!
context: I'm sure I felt it before,\but now I couldn't sense a thing.\I'm thirsty.\I wonder if there's a vending machine somewhere.\I want something to drink too.\Buy one for Li-kun too, okay?\Oh well, if I remember.\What do you mean?! response:	That's my wallet!
