context: Mazui presents response:	mezamete wa kurikaesu nemuri asa wa
context: miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life response:	I thought I heard it
context: HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it response:	I thought I felt it
context: OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it response:	It started to shake within my chest
context: I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest response:	I felt it would come now
context: I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now response:	I watched countless stars as they vanished
context: When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished response:	I waved goodbye, I'm glad
context: I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad response:	itsumo hitori de aruiteta
context: A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta response:	furikaeru to minna wa tooku
context: I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku response:	sore demo atashi wa aruita
context: I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita response:	sore ga tsuyosa datta
context: It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta response:	mou nani mo kowakunai
context: I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai response:	sou tsubuyaitemiseru
context: I watched countless stars as they vanished\I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru response:	itsuka hito wa hitori ni natte
context: I waved goodbye, I'm glad\itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte response:	omoide no naka ni ikiteku dake
context: itsumo hitori de aruiteta\furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake response:	kodoku sae aishi waratterareru you ni
context: furikaeru to minna wa tooku\sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni response:	atashi wa tatakaunda
context: sore demo atashi wa aruita\sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda response:	namida nante misenainda
context: sore ga tsuyosa datta\mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda response:	HH
context: mou nani mo kowakunai\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH response:	I've always walked alone
context: sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone response:	When I turn around, everyone's far behind
context: itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind response:	Even so, I kept walking
context: omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking response:	That was what strength was
context: kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was response:	I'm not afraid of anything anymore,
context: atashi wa tatakaunda\namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore, response:	I try to whisper to myself
context: namida nante misenainda\HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself response:	Everyone becomes alone someday
context: HH\I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday response:	They live on only in memories
context: I've always walked alone\When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories response:	So I can laugh with my heart, even in this loneliness
context: When I turn around, everyone's far behind\Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness response:	I will fight
context: Even so, I kept walking\That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight response:	I will show no tears
context: That was what strength was\I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears response:	Main start
context: I'm not afraid of anything anymore,\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Main start response:	It's time, huh...
context: I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Main start\It's time, huh... response:	I'd better head over there.
context: Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Main start\It's time, huh...\I'd better head over there. response:	Now then, who should be next?
context: They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Main start\It's time, huh...\I'd better head over there.\Now then, who should be next? response:	I guess I'll see what Kanade thinks.
context: So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Main start\It's time, huh...\I'd better head over there.\Now then, who should be next?\I guess I'll see what Kanade thinks. response:	Yo.
context: I will fight\I will show no tears\Main start\It's time, huh...\I'd better head over there.\Now then, who should be next?\I guess I'll see what Kanade thinks.\Yo. response:	Hinata!
context: I will show no tears\Main start\It's time, huh...\I'd better head over there.\Now then, who should be next?\I guess I'll see what Kanade thinks.\Yo.\Hinata! response:	Otonashi - san.
context: Main start\It's time, huh...\I'd better head over there.\Now then, who should be next?\I guess I'll see what Kanade thinks.\Yo.\Hinata!\Otonashi - san. response:	Naoi?
context: It's time, huh...\I'd better head over there.\Now then, who should be next?\I guess I'll see what Kanade thinks.\Yo.\Hinata!\Otonashi - san.\Naoi? response:	What are you doing here?
context: I'd better head over there.\Now then, who should be next?\I guess I'll see what Kanade thinks.\Yo.\Hinata!\Otonashi - san.\Naoi?\What are you doing here? response:	Same to you, where did you crawl out from?
context: Now then, who should be next?\I guess I'll see what Kanade thinks.\Yo.\Hinata!\Otonashi - san.\Naoi?\What are you doing here?\Same to you, where did you crawl out from? response:	So... did you two have some business with me?
context: I guess I'll see what Kanade thinks.\Yo.\Hinata!\Otonashi - san.\Naoi?\What are you doing here?\Same to you, where did you crawl out from?\So... did you two have some business with me? response:	Oh that's right! Where are you going, Otonashi?
context: Yo.\Hinata!\Otonashi - san.\Naoi?\What are you doing here?\Same to you, where did you crawl out from?\So... did you two have some business with me?\Oh that's right! Where are you going, Otonashi? response:	It doesn't matter where he's going!
context: Hinata!\Otonashi - san.\Naoi?\What are you doing here?\Same to you, where did you crawl out from?\So... did you two have some business with me?\Oh that's right! Where are you going, Otonashi?\It doesn't matter where he's going! response:	This has nothing to do with you!
context: Otonashi - san.\Naoi?\What are you doing here?\Same to you, where did you crawl out from?\So... did you two have some business with me?\Oh that's right! Where are you going, Otonashi?\It doesn't matter where he's going!\This has nothing to do with you! response:	I have to talk to Otonashi so I can help out with what he's trying to do!
context: Naoi?\What are you doing here?\Same to you, where did you crawl out from?\So... did you two have some business with me?\Oh that's right! Where are you going, Otonashi?\It doesn't matter where he's going!\This has nothing to do with you!\I have to talk to Otonashi so I can help out with what he's trying to do! response:	That should be my role.
context: What are you doing here?\Same to you, where did you crawl out from?\So... did you two have some business with me?\Oh that's right! Where are you going, Otonashi?\It doesn't matter where he's going!\This has nothing to do with you!\I have to talk to Otonashi so I can help out with what he's trying to do!\That should be my role. response:	You're just in the way.
context: Same to you, where did you crawl out from?\So... did you two have some business with me?\Oh that's right! Where are you going, Otonashi?\It doesn't matter where he's going!\This has nothing to do with you!\I have to talk to Otonashi so I can help out with what he's trying to do!\That should be my role.\You're just in the way. response:	Hurry up and vanish.
context: So... did you two have some business with me?\Oh that's right! Where are you going, Otonashi?\It doesn't matter where he's going!\This has nothing to do with you!\I have to talk to Otonashi so I can help out with what he's trying to do!\That should be my role.\You're just in the way.\Hurry up and vanish. response:	Now, look into my eyes.
context: Oh that's right! Where are you going, Otonashi?\It doesn't matter where he's going!\This has nothing to do with you!\I have to talk to Otonashi so I can help out with what he's trying to do!\That should be my role.\You're just in the way.\Hurry up and vanish.\Now, look into my eyes. response:	You are toilet paper.
context: It doesn't matter where he's going!\This has nothing to do with you!\I have to talk to Otonashi so I can help out with what he's trying to do!\That should be my role.\You're just in the way.\Hurry up and vanish.\Now, look into my eyes.\You are toilet paper. response:	You will realize the splendor of how easily toilet paper is flushed
context: This has nothing to do with you!\I have to talk to Otonashi so I can help out with what he's trying to do!\That should be my role.\You're just in the way.\Hurry up and vanish.\Now, look into my eyes.\You are toilet paper.\You will realize the splendor of how easily toilet paper is flushed response:	Hey, stop it!
context: I have to talk to Otonashi so I can help out with what he's trying to do!\That should be my role.\You're just in the way.\Hurry up and vanish.\Now, look into my eyes.\You are toilet paper.\You will realize the splendor of how easily toilet paper is flushed\Hey, stop it! response:	Hey, Hinata!
context: That should be my role.\You're just in the way.\Hurry up and vanish.\Now, look into my eyes.\You are toilet paper.\You will realize the splendor of how easily toilet paper is flushed\Hey, stop it!\Hey, Hinata! response:	Please allow me to assist you!
context: You're just in the way.\Hurry up and vanish.\Now, look into my eyes.\You are toilet paper.\You will realize the splendor of how easily toilet paper is flushed\Hey, stop it!\Hey, Hinata!\Please allow me to assist you! response:	Do you guys understand what I'm trying to do?
context: Hurry up and vanish.\Now, look into my eyes.\You are toilet paper.\You will realize the splendor of how easily toilet paper is flushed\Hey, stop it!\Hey, Hinata!\Please allow me to assist you!\Do you guys understand what I'm trying to do? response:	I understand.
context: Now, look into my eyes.\You are toilet paper.\You will realize the splendor of how easily toilet paper is flushed\Hey, stop it!\Hey, Hinata!\Please allow me to assist you!\Do you guys understand what I'm trying to do?\I understand. response:	Of course I understand.
context: You are toilet paper.\You will realize the splendor of how easily toilet paper is flushed\Hey, stop it!\Hey, Hinata!\Please allow me to assist you!\Do you guys understand what I'm trying to do?\I understand.\Of course I understand. response:	You're erasing everyone one by one, right?
context: You will realize the splendor of how easily toilet paper is flushed\Hey, stop it!\Hey, Hinata!\Please allow me to assist you!\Do you guys understand what I'm trying to do?\I understand.\Of course I understand.\You're erasing everyone one by one, right? response:	It sounds evil when you say it...
context: Hey, stop it!\Hey, Hinata!\Please allow me to assist you!\Do you guys understand what I'm trying to do?\I understand.\Of course I understand.\You're erasing everyone one by one, right?\It sounds evil when you say it... response:	Anyway Naoi, shouldn't you be free of regrets at this point?
context: Hey, Hinata!\Please allow me to assist you!\Do you guys understand what I'm trying to do?\I understand.\Of course I understand.\You're erasing everyone one by one, right?\It sounds evil when you say it...\Anyway Naoi, shouldn't you be free of regrets at this point? response:	I want to be together with you!
context: Please allow me to assist you!\Do you guys understand what I'm trying to do?\I understand.\Of course I understand.\You're erasing everyone one by one, right?\It sounds evil when you say it...\Anyway Naoi, shouldn't you be free of regrets at this point?\I want to be together with you! response:	And I don't want to disappear before this guy.
context: Do you guys understand what I'm trying to do?\I understand.\Of course I understand.\You're erasing everyone one by one, right?\It sounds evil when you say it...\Anyway Naoi, shouldn't you be free of regrets at this point?\I want to be together with you!\And I don't want to disappear before this guy. response:	Don't stay for such a petty reason!
context: I understand.\Of course I understand.\You're erasing everyone one by one, right?\It sounds evil when you say it...\Anyway Naoi, shouldn't you be free of regrets at this point?\I want to be together with you!\And I don't want to disappear before this guy.\Don't stay for such a petty reason! response:	Then what should I do?
context: Of course I understand.\You're erasing everyone one by one, right?\It sounds evil when you say it...\Anyway Naoi, shouldn't you be free of regrets at this point?\I want to be together with you!\And I don't want to disappear before this guy.\Don't stay for such a petty reason!\Then what should I do? response:	Disappear.
context: You're erasing everyone one by one, right?\It sounds evil when you say it...\Anyway Naoi, shouldn't you be free of regrets at this point?\I want to be together with you!\And I don't want to disappear before this guy.\Don't stay for such a petty reason!\Then what should I do?\Disappear. response:	I wasn't asking you.
context: It sounds evil when you say it...\Anyway Naoi, shouldn't you be free of regrets at this point?\I want to be together with you!\And I don't want to disappear before this guy.\Don't stay for such a petty reason!\Then what should I do?\Disappear.\I wasn't asking you. response:	Come on Otonashi - san, you need a partner, don't you?
context: Anyway Naoi, shouldn't you be free of regrets at this point?\I want to be together with you!\And I don't want to disappear before this guy.\Don't stay for such a petty reason!\Then what should I do?\Disappear.\I wasn't asking you.\Come on Otonashi - san, you need a partner, don't you? response:	Make use of me, Otonashi - san!
context: I want to be together with you!\And I don't want to disappear before this guy.\Don't stay for such a petty reason!\Then what should I do?\Disappear.\I wasn't asking you.\Come on Otonashi - san, you need a partner, don't you?\Make use of me, Otonashi - san! response:	Is something wrong?
context: And I don't want to disappear before this guy.\Don't stay for such a petty reason!\Then what should I do?\Disappear.\I wasn't asking you.\Come on Otonashi - san, you need a partner, don't you?\Make use of me, Otonashi - san!\Is something wrong? response:	What...
context: Don't stay for such a petty reason!\Then what should I do?\Disappear.\I wasn't asking you.\Come on Otonashi - san, you need a partner, don't you?\Make use of me, Otonashi - san!\Is something wrong?\What... response:	Did you do something again?
context: Then what should I do?\Disappear.\I wasn't asking you.\Come on Otonashi - san, you need a partner, don't you?\Make use of me, Otonashi - san!\Is something wrong?\What...\Did you do something again? response:	What are you talking about?
context: Disappear.\I wasn't asking you.\Come on Otonashi - san, you need a partner, don't you?\Make use of me, Otonashi - san!\Is something wrong?\What...\Did you do something again?\What are you talking about? response:	I haven't done anyth
context: I wasn't asking you.\Come on Otonashi - san, you need a partner, don't you?\Make use of me, Otonashi - san!\Is something wrong?\What...\Did you do something again?\What are you talking about?\I haven't done anyth response:	What the hell is that?!
context: Come on Otonashi - san, you need a partner, don't you?\Make use of me, Otonashi - san!\Is something wrong?\What...\Did you do something again?\What are you talking about?\I haven't done anyth\What the hell is that?! response:	An enemy? Do we shoot it??
context: Make use of me, Otonashi - san!\Is something wrong?\What...\Did you do something again?\What are you talking about?\I haven't done anyth\What the hell is that?!\An enemy? Do we shoot it?? response:	It's entering me...
context: Is something wrong?\What...\Did you do something again?\What are you talking about?\I haven't done anyth\What the hell is that?!\An enemy? Do we shoot it??\It's entering me... response:	Something is entering me!
context: What...\Did you do something again?\What are you talking about?\I haven't done anyth\What the hell is that?!\An enemy? Do we shoot it??\It's entering me...\Something is entering me! response:	Otonashi - san!
context: Did you do something again?\What are you talking about?\I haven't done anyth\What the hell is that?!\An enemy? Do we shoot it??\It's entering me...\Something is entering me!\Otonashi - san! response:	Dammit!
context: What are you talking about?\I haven't done anyth\What the hell is that?!\An enemy? Do we shoot it??\It's entering me...\Something is entering me!\Otonashi - san!\Dammit! response:	Hinata!
context: I haven't done anyth\What the hell is that?!\An enemy? Do we shoot it??\It's entering me...\Something is entering me!\Otonashi - san!\Dammit!\Hinata! response:	Will this thing even die?!
context: What the hell is that?!\An enemy? Do we shoot it??\It's entering me...\Something is entering me!\Otonashi - san!\Dammit!\Hinata!\Will this thing even die?! response:	Did we get it?
context: An enemy? Do we shoot it??\It's entering me...\Something is entering me!\Otonashi - san!\Dammit!\Hinata!\Will this thing even die?!\Did we get it? response:	What was that?
context: It's entering me...\Something is entering me!\Otonashi - san!\Dammit!\Hinata!\Will this thing even die?!\Did we get it?\What was that? response:	Hinata - san and Otonashi - san confronted and defeated a second one.
context: Something is entering me!\Otonashi - san!\Dammit!\Hinata!\Will this thing even die?!\Did we get it?\What was that?\Hinata - san and Otonashi - san confronted and defeated a second one. response:	Nobody was harmed.
context: Otonashi - san!\Dammit!\Hinata!\Will this thing even die?!\Did we get it?\What was that?\Hinata - san and Otonashi - san confronted and defeated a second one.\Nobody was harmed. response:	So a second one appeared...
context: Dammit!\Hinata!\Will this thing even die?!\Did we get it?\What was that?\Hinata - san and Otonashi - san confronted and defeated a second one.\Nobody was harmed.\So a second one appeared... response:	The natural assumption is that this is some new skill Angel came up with, but...
context: Hinata!\Will this thing even die?!\Did we get it?\What was that?\Hinata - san and Otonashi - san confronted and defeated a second one.\Nobody was harmed.\So a second one appeared...\The natural assumption is that this is some new skill Angel came up with, but... response:	Something doesn't feel right?
context: Will this thing even die?!\Did we get it?\What was that?\Hinata - san and Otonashi - san confronted and defeated a second one.\Nobody was harmed.\So a second one appeared...\The natural assumption is that this is some new skill Angel came up with, but...\Something doesn't feel right? response:	Yeah...
context: Did we get it?\What was that?\Hinata - san and Otonashi - san confronted and defeated a second one.\Nobody was harmed.\So a second one appeared...\The natural assumption is that this is some new skill Angel came up with, but...\Something doesn't feel right?\Yeah... response:	Relay this to all Battlefront members.
context: What was that?\Hinata - san and Otonashi - san confronted and defeated a second one.\Nobody was harmed.\So a second one appeared...\The natural assumption is that this is some new skill Angel came up with, but...\Something doesn't feel right?\Yeah...\Relay this to all Battlefront members. response:	Henceforth, it is forbidden to move solo.
context: Hinata - san and Otonashi - san confronted and defeated a second one.\Nobody was harmed.\So a second one appeared...\The natural assumption is that this is some new skill Angel came up with, but...\Something doesn't feel right?\Yeah...\Relay this to all Battlefront members.\Henceforth, it is forbidden to move solo. response:	Stay in groups of at least two.
context: Nobody was harmed.\So a second one appeared...\The natural assumption is that this is some new skill Angel came up with, but...\Something doesn't feel right?\Yeah...\Relay this to all Battlefront members.\Henceforth, it is forbidden to move solo.\Stay in groups of at least two. response:	We'll treat the shadow as a separate enemy from Angel.
context: So a second one appeared...\The natural assumption is that this is some new skill Angel came up with, but...\Something doesn't feel right?\Yeah...\Relay this to all Battlefront members.\Henceforth, it is forbidden to move solo.\Stay in groups of at least two.\We'll treat the shadow as a separate enemy from Angel. response:	Be sure to stay on full alert at all times.
context: The natural assumption is that this is some new skill Angel came up with, but...\Something doesn't feel right?\Yeah...\Relay this to all Battlefront members.\Henceforth, it is forbidden to move solo.\Stay in groups of at least two.\We'll treat the shadow as a separate enemy from Angel.\Be sure to stay on full alert at all times. response:	Acknowledged.
context: Something doesn't feel right?\Yeah...\Relay this to all Battlefront members.\Henceforth, it is forbidden to move solo.\Stay in groups of at least two.\We'll treat the shadow as a separate enemy from Angel.\Be sure to stay on full alert at all times.\Acknowledged. response:	What now, Yurippe - san?
context: Yeah...\Relay this to all Battlefront members.\Henceforth, it is forbidden to move solo.\Stay in groups of at least two.\We'll treat the shadow as a separate enemy from Angel.\Be sure to stay on full alert at all times.\Acknowledged.\What now, Yurippe - san? response:	Yurippe - san will think through all the possibilities.
context: Relay this to all Battlefront members.\Henceforth, it is forbidden to move solo.\Stay in groups of at least two.\We'll treat the shadow as a separate enemy from Angel.\Be sure to stay on full alert at all times.\Acknowledged.\What now, Yurippe - san?\Yurippe - san will think through all the possibilities. response:	< sign : Incinerator >
context: Henceforth, it is forbidden to move solo.\Stay in groups of at least two.\We'll treat the shadow as a separate enemy from Angel.\Be sure to stay on full alert at all times.\Acknowledged.\What now, Yurippe - san?\Yurippe - san will think through all the possibilities.\< sign : Incinerator > response:	Student Council President Tachibana Kanade - san,
context: Stay in groups of at least two.\We'll treat the shadow as a separate enemy from Angel.\Be sure to stay on full alert at all times.\Acknowledged.\What now, Yurippe - san?\Yurippe - san will think through all the possibilities.\< sign : Incinerator >\Student Council President Tachibana Kanade - san, response:	please come to the student council office immediately.
context: We'll treat the shadow as a separate enemy from Angel.\Be sure to stay on full alert at all times.\Acknowledged.\What now, Yurippe - san?\Yurippe - san will think through all the possibilities.\< sign : Incinerator >\Student Council President Tachibana Kanade - san,\please come to the student council office immediately. response:	I repeat...
context: Be sure to stay on full alert at all times.\Acknowledged.\What now, Yurippe - san?\Yurippe - san will think through all the possibilities.\< sign : Incinerator >\Student Council President Tachibana Kanade - san,\please come to the student council office immediately.\I repeat... response:	Isn't that Yurippe's voice?
context: Acknowledged.\What now, Yurippe - san?\Yurippe - san will think through all the possibilities.\< sign : Incinerator >\Student Council President Tachibana Kanade - san,\please come to the student council office immediately.\I repeat...\Isn't that Yurippe's voice? response:	What's going on?
context: What now, Yurippe - san?\Yurippe - san will think through all the possibilities.\< sign : Incinerator >\Student Council President Tachibana Kanade - san,\please come to the student council office immediately.\I repeat...\Isn't that Yurippe's voice?\What's going on? response:	This is bad, she might find out about what we're doing.
context: Yurippe - san will think through all the possibilities.\< sign : Incinerator >\Student Council President Tachibana Kanade - san,\please come to the student council office immediately.\I repeat...\Isn't that Yurippe's voice?\What's going on?\This is bad, she might find out about what we're doing. response:	That would be bad.
context: < sign : Incinerator >\Student Council President Tachibana Kanade - san,\please come to the student council office immediately.\I repeat...\Isn't that Yurippe's voice?\What's going on?\This is bad, she might find out about what we're doing.\That would be bad. response:	Let's go!
context: Student Council President Tachibana Kanade - san,\please come to the student council office immediately.\I repeat...\Isn't that Yurippe's voice?\What's going on?\This is bad, she might find out about what we're doing.\That would be bad.\Let's go! response:	Yeah.
context: please come to the student council office immediately.\I repeat...\Isn't that Yurippe's voice?\What's going on?\This is bad, she might find out about what we're doing.\That would be bad.\Let's go!\Yeah. response:	Why are you guys here?
context: I repeat...\Isn't that Yurippe's voice?\What's going on?\This is bad, she might find out about what we're doing.\That would be bad.\Let's go!\Yeah.\Why are you guys here? response:	Allow us to sit in on this.
context: Isn't that Yurippe's voice?\What's going on?\This is bad, she might find out about what we're doing.\That would be bad.\Let's go!\Yeah.\Why are you guys here?\Allow us to sit in on this. response:	As the former acting student council president and current vice - president, I gave him permission.
context: What's going on?\This is bad, she might find out about what we're doing.\That would be bad.\Let's go!\Yeah.\Why are you guys here?\Allow us to sit in on this.\As the former acting student council president and current vice - president, I gave him permission. response:	How is this your jurisdiction?
