context: There you go, making that face again, response:	biting onto your lips.
context: Where? Where?\Look, over there.\Where'd you say it was? Where is it?\Where is it?\Oh, it must've been a mistake.\Really?\Later, Natsume.\See you tomorrow! response:	Yeah!
context: Look, over there.\Where'd you say it was? Where is it?\Where is it?\Oh, it must've been a mistake.\Really?\Later, Natsume.\See you tomorrow!\Yeah! response:	You can see me, human child?
context: Where'd you say it was? Where is it?\Where is it?\Oh, it must've been a mistake.\Really?\Later, Natsume.\See you tomorrow!\Yeah!\You can see me, human child? response:	Then let me tell you this.
context: Where is it?\Oh, it must've been a mistake.\Really?\Later, Natsume.\See you tomorrow!\Yeah!\You can see me, human child?\Then let me tell you this. response:	I don't want to touch any humans, but I don't have a choice.
context: Oh, it must've been a mistake.\Really?\Later, Natsume.\See you tomorrow!\Yeah!\You can see me, human child?\Then let me tell you this.\I don't want to touch any humans, but I don't have a choice. response:	Your body is mine.
context: Really?\Later, Natsume.\See you tomorrow!\Yeah!\You can see me, human child?\Then let me tell you this.\I don't want to touch any humans, but I don't have a choice.\Your body is mine. response:	S-Stop.
context: Later, Natsume.\See you tomorrow!\Yeah!\You can see me, human child?\Then let me tell you this.\I don't want to touch any humans, but I don't have a choice.\Your body is mine.\S-Stop. response:	Now, give it to me.
context: See you tomorrow!\Yeah!\You can see me, human child?\Then let me tell you this.\I don't want to touch any humans, but I don't have a choice.\Your body is mine.\S-Stop.\Now, give it to me. response:	Stop!
context: Yeah!\You can see me, human child?\Then let me tell you this.\I don't want to touch any humans, but I don't have a choice.\Your body is mine.\S-Stop.\Now, give it to me.\Stop! response:	I told you to stop!
context: You can see me, human child?\Then let me tell you this.\I don't want to touch any humans, but I don't have a choice.\Your body is mine.\S-Stop.\Now, give it to me.\Stop!\I told you to stop! response:	You're really short-tempered.
context: Then let me tell you this.\I don't want to touch any humans, but I don't have a choice.\Your body is mine.\S-Stop.\Now, give it to me.\Stop!\I told you to stop!\You're really short-tempered. response:	Nyanko-sensei...
context: I don't want to touch any humans, but I don't have a choice.\Your body is mine.\S-Stop.\Now, give it to me.\Stop!\I told you to stop!\You're really short-tempered.\Nyanko-sensei... response:	There's some calcium, so eat it up.
context: Your body is mine.\S-Stop.\Now, give it to me.\Stop!\I told you to stop!\You're really short-tempered.\Nyanko-sensei...\There's some calcium, so eat it up. response:	No thanks.
context: S-Stop.\Now, give it to me.\Stop!\I told you to stop!\You're really short-tempered.\Nyanko-sensei...\There's some calcium, so eat it up.\No thanks. response:	Damn it, how careless of me.
context: Now, give it to me.\Stop!\I told you to stop!\You're really short-tempered.\Nyanko-sensei...\There's some calcium, so eat it up.\No thanks.\Damn it, how careless of me. response:	You're pretty good for a human.
context: Stop!\I told you to stop!\You're really short-tempered.\Nyanko-sensei...\There's some calcium, so eat it up.\No thanks.\Damn it, how careless of me.\You're pretty good for a human. response:	All right! I'll have that body by any means!
context: I told you to stop!\You're really short-tempered.\Nyanko-sensei...\There's some calcium, so eat it up.\No thanks.\Damn it, how careless of me.\You're pretty good for a human.\All right! I'll have that body by any means! response:	What do you want?
context: You're really short-tempered.\Nyanko-sensei...\There's some calcium, so eat it up.\No thanks.\Damn it, how careless of me.\You're pretty good for a human.\All right! I'll have that body by any means!\What do you want? response:	Wait, Akagane.
context: Nyanko-sensei...\There's some calcium, so eat it up.\No thanks.\Damn it, how careless of me.\You're pretty good for a human.\All right! I'll have that body by any means!\What do you want?\Wait, Akagane. response:	Human child, please forgive his rudeness.
context: There's some calcium, so eat it up.\No thanks.\Damn it, how careless of me.\You're pretty good for a human.\All right! I'll have that body by any means!\What do you want?\Wait, Akagane.\Human child, please forgive his rudeness. response:	He did it all for me.
context: No thanks.\Damn it, how careless of me.\You're pretty good for a human.\All right! I'll have that body by any means!\What do you want?\Wait, Akagane.\Human child, please forgive his rudeness.\He did it all for me. response:	There's a voice coming from the gourd.
context: Damn it, how careless of me.\You're pretty good for a human.\All right! I'll have that body by any means!\What do you want?\Wait, Akagane.\Human child, please forgive his rudeness.\He did it all for me.\There's a voice coming from the gourd. response:	Don't talk, Asagi. You'll get tired.
context: You're pretty good for a human.\All right! I'll have that body by any means!\What do you want?\Wait, Akagane.\Human child, please forgive his rudeness.\He did it all for me.\There's a voice coming from the gourd.\Don't talk, Asagi. You'll get tired. response:	She fell asleep.
context: All right! I'll have that body by any means!\What do you want?\Wait, Akagane.\Human child, please forgive his rudeness.\He did it all for me.\There's a voice coming from the gourd.\Don't talk, Asagi. You'll get tired.\She fell asleep. response:	Asagi... I've heard that name before.
context: What do you want?\Wait, Akagane.\Human child, please forgive his rudeness.\He did it all for me.\There's a voice coming from the gourd.\Don't talk, Asagi. You'll get tired.\She fell asleep.\Asagi... I've heard that name before. response:	There's an illusionary city where nobles gather.
context: Wait, Akagane.\Human child, please forgive his rudeness.\He did it all for me.\There's a voice coming from the gourd.\Don't talk, Asagi. You'll get tired.\She fell asleep.\Asagi... I've heard that name before.\There's an illusionary city where nobles gather. response:	Some say that there's a beautiful koto player named Asagi in Isozuki Forest.
context: Human child, please forgive his rudeness.\He did it all for me.\There's a voice coming from the gourd.\Don't talk, Asagi. You'll get tired.\She fell asleep.\Asagi... I've heard that name before.\There's an illusionary city where nobles gather.\Some say that there's a beautiful koto player named Asagi in Isozuki Forest. response:	So she's that Asagi?
context: He did it all for me.\There's a voice coming from the gourd.\Don't talk, Asagi. You'll get tired.\She fell asleep.\Asagi... I've heard that name before.\There's an illusionary city where nobles gather.\Some say that there's a beautiful koto player named Asagi in Isozuki Forest.\So she's that Asagi? response:	That's right.
context: There's a voice coming from the gourd.\Don't talk, Asagi. You'll get tired.\She fell asleep.\Asagi... I've heard that name before.\There's an illusionary city where nobles gather.\Some say that there's a beautiful koto player named Asagi in Isozuki Forest.\So she's that Asagi?\That's right. response:	However, she fell ill and became unable to play the koto.
context: Don't talk, Asagi. You'll get tired.\She fell asleep.\Asagi... I've heard that name before.\There's an illusionary city where nobles gather.\Some say that there's a beautiful koto player named Asagi in Isozuki Forest.\So she's that Asagi?\That's right.\However, she fell ill and became unable to play the koto. response:	She was forced to go back home.
context: She fell asleep.\Asagi... I've heard that name before.\There's an illusionary city where nobles gather.\Some say that there's a beautiful koto player named Asagi in Isozuki Forest.\So she's that Asagi?\That's right.\However, she fell ill and became unable to play the koto.\She was forced to go back home. response:	She used to laugh often, too.
context: Asagi... I've heard that name before.\There's an illusionary city where nobles gather.\Some say that there's a beautiful koto player named Asagi in Isozuki Forest.\So she's that Asagi?\That's right.\However, she fell ill and became unable to play the koto.\She was forced to go back home.\She used to laugh often, too. response:	Then suddenly, she became unwell.
context: There's an illusionary city where nobles gather.\Some say that there's a beautiful koto player named Asagi in Isozuki Forest.\So she's that Asagi?\That's right.\However, she fell ill and became unable to play the koto.\She was forced to go back home.\She used to laugh often, too.\Then suddenly, she became unwell. response:	So, human child, for Asagi's sake, lend that body...
context: Some say that there's a beautiful koto player named Asagi in Isozuki Forest.\So she's that Asagi?\That's right.\However, she fell ill and became unable to play the koto.\She was forced to go back home.\She used to laugh often, too.\Then suddenly, she became unwell.\So, human child, for Asagi's sake, lend that body... response:	If you don't listen to me, I'll bite off your ears and nose!
context: So she's that Asagi?\That's right.\However, she fell ill and became unable to play the koto.\She was forced to go back home.\She used to laugh often, too.\Then suddenly, she became unwell.\So, human child, for Asagi's sake, lend that body...\If you don't listen to me, I'll bite off your ears and nose! response:	Hand it over!
context: That's right.\However, she fell ill and became unable to play the koto.\She was forced to go back home.\She used to laugh often, too.\Then suddenly, she became unwell.\So, human child, for Asagi's sake, lend that body...\If you don't listen to me, I'll bite off your ears and nose!\Hand it over! response:	Hold it, you shrimp!
context: However, she fell ill and became unable to play the koto.\She was forced to go back home.\She used to laugh often, too.\Then suddenly, she became unwell.\So, human child, for Asagi's sake, lend that body...\If you don't listen to me, I'll bite off your ears and nose!\Hand it over!\Hold it, you shrimp! response:	He's mine!
context: She was forced to go back home.\She used to laugh often, too.\Then suddenly, she became unwell.\So, human child, for Asagi's sake, lend that body...\If you don't listen to me, I'll bite off your ears and nose!\Hand it over!\Hold it, you shrimp!\He's mine! response:	A raccoon dog bit me!
context: She used to laugh often, too.\Then suddenly, she became unwell.\So, human child, for Asagi's sake, lend that body...\If you don't listen to me, I'll bite off your ears and nose!\Hand it over!\Hold it, you shrimp!\He's mine!\A raccoon dog bit me! response:	What'd you say?!
context: Then suddenly, she became unwell.\So, human child, for Asagi's sake, lend that body...\If you don't listen to me, I'll bite off your ears and nose!\Hand it over!\Hold it, you shrimp!\He's mine!\A raccoon dog bit me!\What'd you say?! response:	Don't laugh, Jizou!
context: So, human child, for Asagi's sake, lend that body...\If you don't listen to me, I'll bite off your ears and nose!\Hand it over!\Hold it, you shrimp!\He's mine!\A raccoon dog bit me!\What'd you say?!\Don't laugh, Jizou! response:	Nothing good comes from carelessly getting involved with Ayakashi.
context: If you don't listen to me, I'll bite off your ears and nose!\Hand it over!\Hold it, you shrimp!\He's mine!\A raccoon dog bit me!\What'd you say?!\Don't laugh, Jizou!\Nothing good comes from carelessly getting involved with Ayakashi. response:	And even worse, lending them your body?
context: Hand it over!\Hold it, you shrimp!\He's mine!\A raccoon dog bit me!\What'd you say?!\Don't laugh, Jizou!\Nothing good comes from carelessly getting involved with Ayakashi.\And even worse, lending them your body? response:	She used to often laugh, too.
context: Hold it, you shrimp!\He's mine!\A raccoon dog bit me!\What'd you say?!\Don't laugh, Jizou!\Nothing good comes from carelessly getting involved with Ayakashi.\And even worse, lending them your body?\She used to often laugh, too. response:	However...
context: He's mine!\A raccoon dog bit me!\What'd you say?!\Don't laugh, Jizou!\Nothing good comes from carelessly getting involved with Ayakashi.\And even worse, lending them your body?\She used to often laugh, too.\However... response:	I kind of pitied them.
context: A raccoon dog bit me!\What'd you say?!\Don't laugh, Jizou!\Nothing good comes from carelessly getting involved with Ayakashi.\And even worse, lending them your body?\She used to often laugh, too.\However...\I kind of pitied them. response:	I'm back...
context: What'd you say?!\Don't laugh, Jizou!\Nothing good comes from carelessly getting involved with Ayakashi.\And even worse, lending them your body?\She used to often laugh, too.\However...\I kind of pitied them.\I'm back... response:	Morning, Nyanko-sensei.
context: Don't laugh, Jizou!\Nothing good comes from carelessly getting involved with Ayakashi.\And even worse, lending them your body?\She used to often laugh, too.\However...\I kind of pitied them.\I'm back...\Morning, Nyanko-sensei. response:	Coming back in the morning again?
context: Nothing good comes from carelessly getting involved with Ayakashi.\And even worse, lending them your body?\She used to often laugh, too.\However...\I kind of pitied them.\I'm back...\Morning, Nyanko-sensei.\Coming back in the morning again? response:	Natsume, your hair...
context: And even worse, lending them your body?\She used to often laugh, too.\However...\I kind of pitied them.\I'm back...\Morning, Nyanko-sensei.\Coming back in the morning again?\Natsume, your hair... response:	My eyes are kind of blue as well.
context: She used to often laugh, too.\However...\I kind of pitied them.\I'm back...\Morning, Nyanko-sensei.\Coming back in the morning again?\Natsume, your hair...\My eyes are kind of blue as well. response:	Why did this happen?
context: However...\I kind of pitied them.\I'm back...\Morning, Nyanko-sensei.\Coming back in the morning again?\Natsume, your hair...\My eyes are kind of blue as well.\Why did this happen? response:	Huh? It's back to normal.
context: I kind of pitied them.\I'm back...\Morning, Nyanko-sensei.\Coming back in the morning again?\Natsume, your hair...\My eyes are kind of blue as well.\Why did this happen?\Huh? It's back to normal. response:	Was it just my imagination?
context: I'm back...\Morning, Nyanko-sensei.\Coming back in the morning again?\Natsume, your hair...\My eyes are kind of blue as well.\Why did this happen?\Huh? It's back to normal.\Was it just my imagination? response:	Hey!
context: Morning, Nyanko-sensei.\Coming back in the morning again?\Natsume, your hair...\My eyes are kind of blue as well.\Why did this happen?\Huh? It's back to normal.\Was it just my imagination?\Hey! response:	Morning, Natsume.
context: Coming back in the morning again?\Natsume, your hair...\My eyes are kind of blue as well.\Why did this happen?\Huh? It's back to normal.\Was it just my imagination?\Hey!\Morning, Natsume. response:	Ah, good morning.
context: Natsume, your hair...\My eyes are kind of blue as well.\Why did this happen?\Huh? It's back to normal.\Was it just my imagination?\Hey!\Morning, Natsume.\Ah, good morning. response:	M-Morning, Kitamoto.
context: My eyes are kind of blue as well.\Why did this happen?\Huh? It's back to normal.\Was it just my imagination?\Hey!\Morning, Natsume.\Ah, good morning.\M-Morning, Kitamoto. response:	Th-That surprised me. I thought I had the wrong person for a moment.
context: Why did this happen?\Huh? It's back to normal.\Was it just my imagination?\Hey!\Morning, Natsume.\Ah, good morning.\M-Morning, Kitamoto.\Th-That surprised me. I thought I had the wrong person for a moment. response:	Ew, what's with those two?
context: Huh? It's back to normal.\Was it just my imagination?\Hey!\Morning, Natsume.\Ah, good morning.\M-Morning, Kitamoto.\Th-That surprised me. I thought I had the wrong person for a moment.\Ew, what's with those two? response:	Sorry.
context: Was it just my imagination?\Hey!\Morning, Natsume.\Ah, good morning.\M-Morning, Kitamoto.\Th-That surprised me. I thought I had the wrong person for a moment.\Ew, what's with those two?\Sorry. response:	Natsume.
context: Hey!\Morning, Natsume.\Ah, good morning.\M-Morning, Kitamoto.\Th-That surprised me. I thought I had the wrong person for a moment.\Ew, what's with those two?\Sorry.\Natsume. response:	Thanks for the dictionary.
context: Morning, Natsume.\Ah, good morning.\M-Morning, Kitamoto.\Th-That surprised me. I thought I had the wrong person for a moment.\Ew, what's with those two?\Sorry.\Natsume.\Thanks for the dictionary. response:	It was a big help.
context: Ah, good morning.\M-Morning, Kitamoto.\Th-That surprised me. I thought I had the wrong person for a moment.\Ew, what's with those two?\Sorry.\Natsume.\Thanks for the dictionary.\It was a big help. response:	Yeah...
context: M-Morning, Kitamoto.\Th-That surprised me. I thought I had the wrong person for a moment.\Ew, what's with those two?\Sorry.\Natsume.\Thanks for the dictionary.\It was a big help.\Yeah... response:	You dropped it, Natsume.
context: Th-That surprised me. I thought I had the wrong person for a moment.\Ew, what's with those two?\Sorry.\Natsume.\Thanks for the dictionary.\It was a big help.\Yeah...\You dropped it, Natsume. response:	Thanks, Tanuma!
context: Ew, what's with those two?\Sorry.\Natsume.\Thanks for the dictionary.\It was a big help.\Yeah...\You dropped it, Natsume.\Thanks, Tanuma! response:	Tanuma?
context: Sorry.\Natsume.\Thanks for the dictionary.\It was a big help.\Yeah...\You dropped it, Natsume.\Thanks, Tanuma!\Tanuma? response:	Well, I thought you were a girl for a moment.
context: Natsume.\Thanks for the dictionary.\It was a big help.\Yeah...\You dropped it, Natsume.\Thanks, Tanuma!\Tanuma?\Well, I thought you were a girl for a moment. response:	Sorry, I just imagined it.
context: Thanks for the dictionary.\It was a big help.\Yeah...\You dropped it, Natsume.\Thanks, Tanuma!\Tanuma?\Well, I thought you were a girl for a moment.\Sorry, I just imagined it. response:	S-Sorry!
context: It was a big help.\Yeah...\You dropped it, Natsume.\Thanks, Tanuma!\Tanuma?\Well, I thought you were a girl for a moment.\Sorry, I just imagined it.\S-Sorry! response:	Leaving Kitamoto aside,
context: Yeah...\You dropped it, Natsume.\Thanks, Tanuma!\Tanuma?\Well, I thought you were a girl for a moment.\Sorry, I just imagined it.\S-Sorry!\Leaving Kitamoto aside, response:	if Tanuma could feel something, then could it be...
context: You dropped it, Natsume.\Thanks, Tanuma!\Tanuma?\Well, I thought you were a girl for a moment.\Sorry, I just imagined it.\S-Sorry!\Leaving Kitamoto aside,\if Tanuma could feel something, then could it be... response:	You did something, didn't you?
context: Thanks, Tanuma!\Tanuma?\Well, I thought you were a girl for a moment.\Sorry, I just imagined it.\S-Sorry!\Leaving Kitamoto aside,\if Tanuma could feel something, then could it be...\You did something, didn't you? response:	I placed Asagi inside your body while you were sleeping.
context: Tanuma?\Well, I thought you were a girl for a moment.\Sorry, I just imagined it.\S-Sorry!\Leaving Kitamoto aside,\if Tanuma could feel something, then could it be...\You did something, didn't you?\I placed Asagi inside your body while you were sleeping. response:	Looks like she's adapting to you well.
context: Well, I thought you were a girl for a moment.\Sorry, I just imagined it.\S-Sorry!\Leaving Kitamoto aside,\if Tanuma could feel something, then could it be...\You did something, didn't you?\I placed Asagi inside your body while you were sleeping.\Looks like she's adapting to you well. response:	Well, I pray that you'll cooperate for a while.
context: Sorry, I just imagined it.\S-Sorry!\Leaving Kitamoto aside,\if Tanuma could feel something, then could it be...\You did something, didn't you?\I placed Asagi inside your body while you were sleeping.\Looks like she's adapting to you well.\Well, I pray that you'll cooperate for a while. response:	So the blue hair and eyes from this morning were the manifestation of being possessed.
context: S-Sorry!\Leaving Kitamoto aside,\if Tanuma could feel something, then could it be...\You did something, didn't you?\I placed Asagi inside your body while you were sleeping.\Looks like she's adapting to you well.\Well, I pray that you'll cooperate for a while.\So the blue hair and eyes from this morning were the manifestation of being possessed. response:	Forgive me.
context: Leaving Kitamoto aside,\if Tanuma could feel something, then could it be...\You did something, didn't you?\I placed Asagi inside your body while you were sleeping.\Looks like she's adapting to you well.\Well, I pray that you'll cooperate for a while.\So the blue hair and eyes from this morning were the manifestation of being possessed.\Forgive me. response:	I told him to stop,
context: if Tanuma could feel something, then could it be...\You did something, didn't you?\I placed Asagi inside your body while you were sleeping.\Looks like she's adapting to you well.\Well, I pray that you'll cooperate for a while.\So the blue hair and eyes from this morning were the manifestation of being possessed.\Forgive me.\I told him to stop, response:	but I had no way to control myself. Sorry.
context: You did something, didn't you?\I placed Asagi inside your body while you were sleeping.\Looks like she's adapting to you well.\Well, I pray that you'll cooperate for a while.\So the blue hair and eyes from this morning were the manifestation of being possessed.\Forgive me.\I told him to stop,\but I had no way to control myself. Sorry. response:	This voice... You're Asagi?
context: I placed Asagi inside your body while you were sleeping.\Looks like she's adapting to you well.\Well, I pray that you'll cooperate for a while.\So the blue hair and eyes from this morning were the manifestation of being possessed.\Forgive me.\I told him to stop,\but I had no way to control myself. Sorry.\This voice... You're Asagi? response:	Please don't blame him.
context: Looks like she's adapting to you well.\Well, I pray that you'll cooperate for a while.\So the blue hair and eyes from this morning were the manifestation of being possessed.\Forgive me.\I told him to stop,\but I had no way to control myself. Sorry.\This voice... You're Asagi?\Please don't blame him. response:	It's my fault.
context: Well, I pray that you'll cooperate for a while.\So the blue hair and eyes from this morning were the manifestation of being possessed.\Forgive me.\I told him to stop,\but I had no way to control myself. Sorry.\This voice... You're Asagi?\Please don't blame him.\It's my fault. response:	It's okay, you don't need to apologize.
context: So the blue hair and eyes from this morning were the manifestation of being possessed.\Forgive me.\I told him to stop,\but I had no way to control myself. Sorry.\This voice... You're Asagi?\Please don't blame him.\It's my fault.\It's okay, you don't need to apologize. response:	I'm sorry.
context: Forgive me.\I told him to stop,\but I had no way to control myself. Sorry.\This voice... You're Asagi?\Please don't blame him.\It's my fault.\It's okay, you don't need to apologize.\I'm sorry. response:	A way to get her out of your body?
context: I told him to stop,\but I had no way to control myself. Sorry.\This voice... You're Asagi?\Please don't blame him.\It's my fault.\It's okay, you don't need to apologize.\I'm sorry.\A way to get her out of your body? response:	Yeah, something not too violent.
context: but I had no way to control myself. Sorry.\This voice... You're Asagi?\Please don't blame him.\It's my fault.\It's okay, you don't need to apologize.\I'm sorry.\A way to get her out of your body?\Yeah, something not too violent. response:	Well, then you have no choice but to grant Asagi's wish.
context: This voice... You're Asagi?\Please don't blame him.\It's my fault.\It's okay, you don't need to apologize.\I'm sorry.\A way to get her out of your body?\Yeah, something not too violent.\Well, then you have no choice but to grant Asagi's wish. response:	When she feels satisfied, I'm sure she'll leave your body naturally.
context: Please don't blame him.\It's my fault.\It's okay, you don't need to apologize.\I'm sorry.\A way to get her out of your body?\Yeah, something not too violent.\Well, then you have no choice but to grant Asagi's wish.\When she feels satisfied, I'm sure she'll leave your body naturally. response:	But her wish?
context: It's my fault.\It's okay, you don't need to apologize.\I'm sorry.\A way to get her out of your body?\Yeah, something not too violent.\Well, then you have no choice but to grant Asagi's wish.\When she feels satisfied, I'm sure she'll leave your body naturally.\But her wish? response:	There's no point in complaining.
context: It's okay, you don't need to apologize.\I'm sorry.\A way to get her out of your body?\Yeah, something not too violent.\Well, then you have no choice but to grant Asagi's wish.\When she feels satisfied, I'm sure she'll leave your body naturally.\But her wish?\There's no point in complaining. response:	Hurry up and finish this so we can go back, human child.
context: I'm sorry.\A way to get her out of your body?\Yeah, something not too violent.\Well, then you have no choice but to grant Asagi's wish.\When she feels satisfied, I'm sure she'll leave your body naturally.\But her wish?\There's no point in complaining.\Hurry up and finish this so we can go back, human child. response:	You shouldn't be the one talking.
context: A way to get her out of your body?\Yeah, something not too violent.\Well, then you have no choice but to grant Asagi's wish.\When she feels satisfied, I'm sure she'll leave your body naturally.\But her wish?\There's no point in complaining.\Hurry up and finish this so we can go back, human child.\You shouldn't be the one talking. response:	Where'd you come from? What's your name?
context: Yeah, something not too violent.\Well, then you have no choice but to grant Asagi's wish.\When she feels satisfied, I'm sure she'll leave your body naturally.\But her wish?\There's no point in complaining.\Hurry up and finish this so we can go back, human child.\You shouldn't be the one talking.\Where'd you come from? What's your name? response:	I don't give my name to mere humans.
context: Well, then you have no choice but to grant Asagi's wish.\When she feels satisfied, I'm sure she'll leave your body naturally.\But her wish?\There's no point in complaining.\Hurry up and finish this so we can go back, human child.\You shouldn't be the one talking.\Where'd you come from? What's your name?\I don't give my name to mere humans. response:	Then your name is Bullseye from now on.
context: When she feels satisfied, I'm sure she'll leave your body naturally.\But her wish?\There's no point in complaining.\Hurry up and finish this so we can go back, human child.\You shouldn't be the one talking.\Where'd you come from? What's your name?\I don't give my name to mere humans.\Then your name is Bullseye from now on. response:	After the bullseye from a bullseye-patterned umbrella.
context: But her wish?\There's no point in complaining.\Hurry up and finish this so we can go back, human child.\You shouldn't be the one talking.\Where'd you come from? What's your name?\I don't give my name to mere humans.\Then your name is Bullseye from now on.\After the bullseye from a bullseye-patterned umbrella. response:	B-Bullseye?!
context: There's no point in complaining.\Hurry up and finish this so we can go back, human child.\You shouldn't be the one talking.\Where'd you come from? What's your name?\I don't give my name to mere humans.\Then your name is Bullseye from now on.\After the bullseye from a bullseye-patterned umbrella.\B-Bullseye?! response:	Thanks for coming to pick us up!
context: Hurry up and finish this so we can go back, human child.\You shouldn't be the one talking.\Where'd you come from? What's your name?\I don't give my name to mere humans.\Then your name is Bullseye from now on.\After the bullseye from a bullseye-patterned umbrella.\B-Bullseye?!\Thanks for coming to pick us up! response:	Damned raccoon dog!
context: You shouldn't be the one talking.\Where'd you come from? What's your name?\I don't give my name to mere humans.\Then your name is Bullseye from now on.\After the bullseye from a bullseye-patterned umbrella.\B-Bullseye?!\Thanks for coming to pick us up!\Damned raccoon dog! response:	Ah, what a cute name.
