context: This is Code Papillon! response:	Midsummer's Knights, do you copy?
context: We're heading for Australia Central Command...\Were you ambushed by Globe unmanned weapons or something?\In Australia, Salty Dog has a lot of power.\Central Command will be dangerous.\So we have a new plan.\I'm sending the data now.\To your north is the Carpentaria base.\It's relatively undefended, response:	but it has a newly deployed heavy transport craft.
context: Were you ambushed by Globe unmanned weapons or something?\In Australia, Salty Dog has a lot of power.\Central Command will be dangerous.\So we have a new plan.\I'm sending the data now.\To your north is the Carpentaria base.\It's relatively undefended,\but it has a newly deployed heavy transport craft. response:	The ekranoplan Bravnik.
context: In Australia, Salty Dog has a lot of power.\Central Command will be dangerous.\So we have a new plan.\I'm sending the data now.\To your north is the Carpentaria base.\It's relatively undefended,\but it has a newly deployed heavy transport craft.\The ekranoplan Bravnik. response:	If you're familiar with it, we can skip the instruction manual, Teppei.
context: Central Command will be dangerous.\So we have a new plan.\I'm sending the data now.\To your north is the Carpentaria base.\It's relatively undefended,\but it has a newly deployed heavy transport craft.\The ekranoplan Bravnik.\If you're familiar with it, we can skip the instruction manual, Teppei. response:	That's fine.
context: So we have a new plan.\I'm sending the data now.\To your north is the Carpentaria base.\It's relatively undefended,\but it has a newly deployed heavy transport craft.\The ekranoplan Bravnik.\If you're familiar with it, we can skip the instruction manual, Teppei.\That's fine. response:	Leave the activation codes to me and my magic.
context: I'm sending the data now.\To your north is the Carpentaria base.\It's relatively undefended,\but it has a newly deployed heavy transport craft.\The ekranoplan Bravnik.\If you're familiar with it, we can skip the instruction manual, Teppei.\That's fine.\Leave the activation codes to me and my magic. response:	Hold it!
context: To your north is the Carpentaria base.\It's relatively undefended,\but it has a newly deployed heavy transport craft.\The ekranoplan Bravnik.\If you're familiar with it, we can skip the instruction manual, Teppei.\That's fine.\Leave the activation codes to me and my magic.\Hold it! response:	If you do something like that inside a base,
context: It's relatively undefended,\but it has a newly deployed heavy transport craft.\The ekranoplan Bravnik.\If you're familiar with it, we can skip the instruction manual, Teppei.\That's fine.\Leave the activation codes to me and my magic.\Hold it!\If you do something like that inside a base, response:	it'll give them a reason to shoot you down.
context: but it has a newly deployed heavy transport craft.\The ekranoplan Bravnik.\If you're familiar with it, we can skip the instruction manual, Teppei.\That's fine.\Leave the activation codes to me and my magic.\Hold it!\If you do something like that inside a base,\it'll give them a reason to shoot you down. response:	The risk is too great!
context: The ekranoplan Bravnik.\If you're familiar with it, we can skip the instruction manual, Teppei.\That's fine.\Leave the activation codes to me and my magic.\Hold it!\If you do something like that inside a base,\it'll give them a reason to shoot you down.\The risk is too great! response:	I'm saying...
context: If you're familiar with it, we can skip the instruction manual, Teppei.\That's fine.\Leave the activation codes to me and my magic.\Hold it!\If you do something like that inside a base,\it'll give them a reason to shoot you down.\The risk is too great!\I'm saying... response:	I've hacked Central Command's main computer, and knocked it offline.
context: That's fine.\Leave the activation codes to me and my magic.\Hold it!\If you do something like that inside a base,\it'll give them a reason to shoot you down.\The risk is too great!\I'm saying...\I've hacked Central Command's main computer, and knocked it offline. response:	Wh-What?!
context: Leave the activation codes to me and my magic.\Hold it!\If you do something like that inside a base,\it'll give them a reason to shoot you down.\The risk is too great!\I'm saying...\I've hacked Central Command's main computer, and knocked it offline.\Wh-What?! response:	I wish I hadn't heard that.
context: Hold it!\If you do something like that inside a base,\it'll give them a reason to shoot you down.\The risk is too great!\I'm saying...\I've hacked Central Command's main computer, and knocked it offline.\Wh-What?!\I wish I hadn't heard that. response:	I'm going to pretend I didn't.
context: If you do something like that inside a base,\it'll give them a reason to shoot you down.\The risk is too great!\I'm saying...\I've hacked Central Command's main computer, and knocked it offline.\Wh-What?!\I wish I hadn't heard that.\I'm going to pretend I didn't. response:	Impressive.
context: it'll give them a reason to shoot you down.\The risk is too great!\I'm saying...\I've hacked Central Command's main computer, and knocked it offline.\Wh-What?!\I wish I hadn't heard that.\I'm going to pretend I didn't.\Impressive. response:	Don't think I'm finished yet!
context: The risk is too great!\I'm saying...\I've hacked Central Command's main computer, and knocked it offline.\Wh-What?!\I wish I hadn't heard that.\I'm going to pretend I didn't.\Impressive.\Don't think I'm finished yet! response:	If they want a fight, they'll get one!
context: I'm saying...\I've hacked Central Command's main computer, and knocked it offline.\Wh-What?!\I wish I hadn't heard that.\I'm going to pretend I didn't.\Impressive.\Don't think I'm finished yet!\If they want a fight, they'll get one! response:	I'll help you out in every way I can.
context: I've hacked Central Command's main computer, and knocked it offline.\Wh-What?!\I wish I hadn't heard that.\I'm going to pretend I didn't.\Impressive.\Don't think I'm finished yet!\If they want a fight, they'll get one!\I'll help you out in every way I can. response:	Make sure you come back!
context: Wh-What?!\I wish I hadn't heard that.\I'm going to pretend I didn't.\Impressive.\Don't think I'm finished yet!\If they want a fight, they'll get one!\I'll help you out in every way I can.\Make sure you come back! response:	Got it.
context: I wish I hadn't heard that.\I'm going to pretend I didn't.\Impressive.\Don't think I'm finished yet!\If they want a fight, they'll get one!\I'll help you out in every way I can.\Make sure you come back!\Got it. response:	Commander, the Midsummer's Knights will now return to Tanegashima.
context: I'm going to pretend I didn't.\Impressive.\Don't think I'm finished yet!\If they want a fight, they'll get one!\I'll help you out in every way I can.\Make sure you come back!\Got it.\Commander, the Midsummer's Knights will now return to Tanegashima. response:	Roger.
context: Impressive.\Don't think I'm finished yet!\If they want a fight, they'll get one!\I'll help you out in every way I can.\Make sure you come back!\Got it.\Commander, the Midsummer's Knights will now return to Tanegashima.\Roger. response:	Be careful.
context: Don't think I'm finished yet!\If they want a fight, they'll get one!\I'll help you out in every way I can.\Make sure you come back!\Got it.\Commander, the Midsummer's Knights will now return to Tanegashima.\Roger.\Be careful. response:	Thanks, Akari.
context: If they want a fight, they'll get one!\I'll help you out in every way I can.\Make sure you come back!\Got it.\Commander, the Midsummer's Knights will now return to Tanegashima.\Roger.\Be careful.\Thanks, Akari. response:	It's my job.
context: I'll help you out in every way I can.\Make sure you come back!\Got it.\Commander, the Midsummer's Knights will now return to Tanegashima.\Roger.\Be careful.\Thanks, Akari.\It's my job. response:	There's no need to thank me.
context: Make sure you come back!\Got it.\Commander, the Midsummer's Knights will now return to Tanegashima.\Roger.\Be careful.\Thanks, Akari.\It's my job.\There's no need to thank me. response:	Listen, Akari...
context: Got it.\Commander, the Midsummer's Knights will now return to Tanegashima.\Roger.\Be careful.\Thanks, Akari.\It's my job.\There's no need to thank me.\Listen, Akari... response:	Governor Yomatsuri told me
context: Commander, the Midsummer's Knights will now return to Tanegashima.\Roger.\Be careful.\Thanks, Akari.\It's my job.\There's no need to thank me.\Listen, Akari...\Governor Yomatsuri told me response:	Stop!
context: Roger.\Be careful.\Thanks, Akari.\It's my job.\There's no need to thank me.\Listen, Akari...\Governor Yomatsuri told me\Stop! response:	You can tell me when you come back.
context: Be careful.\Thanks, Akari.\It's my job.\There's no need to thank me.\Listen, Akari...\Governor Yomatsuri told me\Stop!\You can tell me when you come back. response:	Okay.
context: Thanks, Akari.\It's my job.\There's no need to thank me.\Listen, Akari...\Governor Yomatsuri told me\Stop!\You can tell me when you come back.\Okay. response:	Lately, she's really begun to smile a lot more.
context: It's my job.\There's no need to thank me.\Listen, Akari...\Governor Yomatsuri told me\Stop!\You can tell me when you come back.\Okay.\Lately, she's really begun to smile a lot more. response:	What?
context: There's no need to thank me.\Listen, Akari...\Governor Yomatsuri told me\Stop!\You can tell me when you come back.\Okay.\Lately, she's really begun to smile a lot more.\What? response:	So it's you, huh?
context: Listen, Akari...\Governor Yomatsuri told me\Stop!\You can tell me when you come back.\Okay.\Lately, she's really begun to smile a lot more.\What?\So it's you, huh? response:	Just be careful.
context: Governor Yomatsuri told me\Stop!\You can tell me when you come back.\Okay.\Lately, she's really begun to smile a lot more.\What?\So it's you, huh?\Just be careful. response:	I'll be fine.
context: Stop!\You can tell me when you come back.\Okay.\Lately, she's really begun to smile a lot more.\What?\So it's you, huh?\Just be careful.\I'll be fine. response:	Everyone is with me.
context: You can tell me when you come back.\Okay.\Lately, she's really begun to smile a lot more.\What?\So it's you, huh?\Just be careful.\I'll be fine.\Everyone is with me. response:	It's thanks to Daichi and the others
context: Okay.\Lately, she's really begun to smile a lot more.\What?\So it's you, huh?\Just be careful.\I'll be fine.\Everyone is with me.\It's thanks to Daichi and the others response:	that she can smile like that now, huh?
context: Lately, she's really begun to smile a lot more.\What?\So it's you, huh?\Just be careful.\I'll be fine.\Everyone is with me.\It's thanks to Daichi and the others\that she can smile like that now, huh? response:	The commander will be heading over there
context: What?\So it's you, huh?\Just be careful.\I'll be fine.\Everyone is with me.\It's thanks to Daichi and the others\that she can smile like that now, huh?\The commander will be heading over there response:	It was easy to get in with their systems down.
context: So it's you, huh?\Just be careful.\I'll be fine.\Everyone is with me.\It's thanks to Daichi and the others\that she can smile like that now, huh?\The commander will be heading over there\It was easy to get in with their systems down. response:	Akari's amazing!
context: Just be careful.\I'll be fine.\Everyone is with me.\It's thanks to Daichi and the others\that she can smile like that now, huh?\The commander will be heading over there\It was easy to get in with their systems down.\Akari's amazing! response:	That's a magical girl for you.
context: I'll be fine.\Everyone is with me.\It's thanks to Daichi and the others\that she can smile like that now, huh?\The commander will be heading over there\It was easy to get in with their systems down.\Akari's amazing!\That's a magical girl for you. response:	What?
context: Everyone is with me.\It's thanks to Daichi and the others\that she can smile like that now, huh?\The commander will be heading over there\It was easy to get in with their systems down.\Akari's amazing!\That's a magical girl for you.\What? response:	Why is the Bravnik leaving its hangar?
context: It's thanks to Daichi and the others\that she can smile like that now, huh?\The commander will be heading over there\It was easy to get in with their systems down.\Akari's amazing!\That's a magical girl for you.\What?\Why is the Bravnik leaving its hangar? response:	Let's go.
context: that she can smile like that now, huh?\The commander will be heading over there\It was easy to get in with their systems down.\Akari's amazing!\That's a magical girl for you.\What?\Why is the Bravnik leaving its hangar?\Let's go. response:	Australia Central Command and its peripheral bases have had
context: The commander will be heading over there\It was easy to get in with their systems down.\Akari's amazing!\That's a magical girl for you.\What?\Why is the Bravnik leaving its hangar?\Let's go.\Australia Central Command and its peripheral bases have had response:	their main systems hacked, and have been down for nearly an hour.
context: It was easy to get in with their systems down.\Akari's amazing!\That's a magical girl for you.\What?\Why is the Bravnik leaving its hangar?\Let's go.\Australia Central Command and its peripheral bases have had\their main systems hacked, and have been down for nearly an hour. response:	The computers are just now coming back online.
context: Akari's amazing!\That's a magical girl for you.\What?\Why is the Bravnik leaving its hangar?\Let's go.\Australia Central Command and its peripheral bases have had\their main systems hacked, and have been down for nearly an hour.\The computers are just now coming back online. response:	They took advantage of the chaos to steal the ekranoplan Bravnik,
context: That's a magical girl for you.\What?\Why is the Bravnik leaving its hangar?\Let's go.\Australia Central Command and its peripheral bases have had\their main systems hacked, and have been down for nearly an hour.\The computers are just now coming back online.\They took advantage of the chaos to steal the ekranoplan Bravnik, response:	and are already heading to Tanegashima.
context: What?\Why is the Bravnik leaving its hangar?\Let's go.\Australia Central Command and its peripheral bases have had\their main systems hacked, and have been down for nearly an hour.\The computers are just now coming back online.\They took advantage of the chaos to steal the ekranoplan Bravnik,\and are already heading to Tanegashima. response:	It will take about ninety minutes to get the Sarama Engine online.
context: Why is the Bravnik leaving its hangar?\Let's go.\Australia Central Command and its peripheral bases have had\their main systems hacked, and have been down for nearly an hour.\The computers are just now coming back online.\They took advantage of the chaos to steal the ekranoplan Bravnik,\and are already heading to Tanegashima.\It will take about ninety minutes to get the Sarama Engine online. response:	Once it is,
context: Let's go.\Australia Central Command and its peripheral bases have had\their main systems hacked, and have been down for nearly an hour.\The computers are just now coming back online.\They took advantage of the chaos to steal the ekranoplan Bravnik,\and are already heading to Tanegashima.\It will take about ninety minutes to get the Sarama Engine online.\Once it is, response:	we'll be able to stop them before they reach Tanegashima.
context: Australia Central Command and its peripheral bases have had\their main systems hacked, and have been down for nearly an hour.\The computers are just now coming back online.\They took advantage of the chaos to steal the ekranoplan Bravnik,\and are already heading to Tanegashima.\It will take about ninety minutes to get the Sarama Engine online.\Once it is,\we'll be able to stop them before they reach Tanegashima. response:	Pillaging and running...
context: their main systems hacked, and have been down for nearly an hour.\The computers are just now coming back online.\They took advantage of the chaos to steal the ekranoplan Bravnik,\and are already heading to Tanegashima.\It will take about ninety minutes to get the Sarama Engine online.\Once it is,\we'll be able to stop them before they reach Tanegashima.\Pillaging and running... response:	I feel kind of like a pirate.
context: The computers are just now coming back online.\They took advantage of the chaos to steal the ekranoplan Bravnik,\and are already heading to Tanegashima.\It will take about ninety minutes to get the Sarama Engine online.\Once it is,\we'll be able to stop them before they reach Tanegashima.\Pillaging and running...\I feel kind of like a pirate. response:	Pirate Captain Earth, huh?
context: They took advantage of the chaos to steal the ekranoplan Bravnik,\and are already heading to Tanegashima.\It will take about ninety minutes to get the Sarama Engine online.\Once it is,\we'll be able to stop them before they reach Tanegashima.\Pillaging and running...\I feel kind of like a pirate.\Pirate Captain Earth, huh? response:	Cut it out.
context: and are already heading to Tanegashima.\It will take about ninety minutes to get the Sarama Engine online.\Once it is,\we'll be able to stop them before they reach Tanegashima.\Pillaging and running...\I feel kind of like a pirate.\Pirate Captain Earth, huh?\Cut it out. response:	This is fun.
context: It will take about ninety minutes to get the Sarama Engine online.\Once it is,\we'll be able to stop them before they reach Tanegashima.\Pillaging and running...\I feel kind of like a pirate.\Pirate Captain Earth, huh?\Cut it out.\This is fun. response:	Your Smile Means Everything
context: Once it is,\we'll be able to stop them before they reach Tanegashima.\Pillaging and running...\I feel kind of like a pirate.\Pirate Captain Earth, huh?\Cut it out.\This is fun.\Your Smile Means Everything response:	Sorry, I have something to do today.
context: we'll be able to stop them before they reach Tanegashima.\Pillaging and running...\I feel kind of like a pirate.\Pirate Captain Earth, huh?\Cut it out.\This is fun.\Your Smile Means Everything\Sorry, I have something to do today. response:	Leave tomorrow night open.
context: Pillaging and running...\I feel kind of like a pirate.\Pirate Captain Earth, huh?\Cut it out.\This is fun.\Your Smile Means Everything\Sorry, I have something to do today.\Leave tomorrow night open. response:	Sorry, I'm busy tomorrow.
context: I feel kind of like a pirate.\Pirate Captain Earth, huh?\Cut it out.\This is fun.\Your Smile Means Everything\Sorry, I have something to do today.\Leave tomorrow night open.\Sorry, I'm busy tomorrow. response:	Then, the day after?
context: Pirate Captain Earth, huh?\Cut it out.\This is fun.\Your Smile Means Everything\Sorry, I have something to do today.\Leave tomorrow night open.\Sorry, I'm busy tomorrow.\Then, the day after? response:	I'm sorry...
context: Cut it out.\This is fun.\Your Smile Means Everything\Sorry, I have something to do today.\Leave tomorrow night open.\Sorry, I'm busy tomorrow.\Then, the day after?\I'm sorry... response:	The day after won't work, either.
context: This is fun.\Your Smile Means Everything\Sorry, I have something to do today.\Leave tomorrow night open.\Sorry, I'm busy tomorrow.\Then, the day after?\I'm sorry...\The day after won't work, either. response:	So it's true.
context: Your Smile Means Everything\Sorry, I have something to do today.\Leave tomorrow night open.\Sorry, I'm busy tomorrow.\Then, the day after?\I'm sorry...\The day after won't work, either.\So it's true. response:	I've been dumped.
context: Sorry, I have something to do today.\Leave tomorrow night open.\Sorry, I'm busy tomorrow.\Then, the day after?\I'm sorry...\The day after won't work, either.\So it's true.\I've been dumped. response:	What are you doing?
context: Leave tomorrow night open.\Sorry, I'm busy tomorrow.\Then, the day after?\I'm sorry...\The day after won't work, either.\So it's true.\I've been dumped.\What are you doing? response:	I'm done playing games.
context: Sorry, I'm busy tomorrow.\Then, the day after?\I'm sorry...\The day after won't work, either.\So it's true.\I've been dumped.\What are you doing?\I'm done playing games. response:	I'll have Puck find us an area
context: Then, the day after?\I'm sorry...\The day after won't work, either.\So it's true.\I've been dumped.\What are you doing?\I'm done playing games.\I'll have Puck find us an area response:	where we can have Siren-sama collect high-density libido for an all-out attack.
context: I'm sorry...\The day after won't work, either.\So it's true.\I've been dumped.\What are you doing?\I'm done playing games.\I'll have Puck find us an area\where we can have Siren-sama collect high-density libido for an all-out attack. response:	Hey...
context: The day after won't work, either.\So it's true.\I've been dumped.\What are you doing?\I'm done playing games.\I'll have Puck find us an area\where we can have Siren-sama collect high-density libido for an all-out attack.\Hey... response:	Aren't you interested in this avatar's body?
context: So it's true.\I've been dumped.\What are you doing?\I'm done playing games.\I'll have Puck find us an area\where we can have Siren-sama collect high-density libido for an all-out attack.\Hey...\Aren't you interested in this avatar's body? response:	No.
context: I've been dumped.\What are you doing?\I'm done playing games.\I'll have Puck find us an area\where we can have Siren-sama collect high-density libido for an all-out attack.\Hey...\Aren't you interested in this avatar's body?\No. response:	You have no libido...
context: What are you doing?\I'm done playing games.\I'll have Puck find us an area\where we can have Siren-sama collect high-density libido for an all-out attack.\Hey...\Aren't you interested in this avatar's body?\No.\You have no libido... response:	This is bad.
context: I'm done playing games.\I'll have Puck find us an area\where we can have Siren-sama collect high-density libido for an all-out attack.\Hey...\Aren't you interested in this avatar's body?\No.\You have no libido...\This is bad. response:	They're going to pursue the three of them with the Sarama Engine.
context: I'll have Puck find us an area\where we can have Siren-sama collect high-density libido for an all-out attack.\Hey...\Aren't you interested in this avatar's body?\No.\You have no libido...\This is bad.\They're going to pursue the three of them with the Sarama Engine. response:	The Sarama Engine?
context: where we can have Siren-sama collect high-density libido for an all-out attack.\Hey...\Aren't you interested in this avatar's body?\No.\You have no libido...\This is bad.\They're going to pursue the three of them with the Sarama Engine.\The Sarama Engine? response:	This is it.
context: Hey...\Aren't you interested in this avatar's body?\No.\You have no libido...\This is bad.\They're going to pursue the three of them with the Sarama Engine.\The Sarama Engine?\This is it. response:	An unmanned Impacter developed primarily by the Ark Faction,
context: Aren't you interested in this avatar's body?\No.\You have no libido...\This is bad.\They're going to pursue the three of them with the Sarama Engine.\The Sarama Engine?\This is it.\An unmanned Impacter developed primarily by the Ark Faction, response:	just like Cerberus.
context: No.\You have no libido...\This is bad.\They're going to pursue the three of them with the Sarama Engine.\The Sarama Engine?\This is it.\An unmanned Impacter developed primarily by the Ark Faction,\just like Cerberus. response:	It's much more mobile than its size would suggest.
context: You have no libido...\This is bad.\They're going to pursue the three of them with the Sarama Engine.\The Sarama Engine?\This is it.\An unmanned Impacter developed primarily by the Ark Faction,\just like Cerberus.\It's much more mobile than its size would suggest. response:	And it's equipped with smaller attack units.
context: This is bad.\They're going to pursue the three of them with the Sarama Engine.\The Sarama Engine?\This is it.\An unmanned Impacter developed primarily by the Ark Faction,\just like Cerberus.\It's much more mobile than its size would suggest.\And it's equipped with smaller attack units. response:	These specs look tough.
context: They're going to pursue the three of them with the Sarama Engine.\The Sarama Engine?\This is it.\An unmanned Impacter developed primarily by the Ark Faction,\just like Cerberus.\It's much more mobile than its size would suggest.\And it's equipped with smaller attack units.\These specs look tough. response:	But once the Bravnik enters Japan's air defense zone,
context: The Sarama Engine?\This is it.\An unmanned Impacter developed primarily by the Ark Faction,\just like Cerberus.\It's much more mobile than its size would suggest.\And it's equipped with smaller attack units.\These specs look tough.\But once the Bravnik enters Japan's air defense zone, response:	the enemy won't be able to touch it, right?
context: This is it.\An unmanned Impacter developed primarily by the Ark Faction,\just like Cerberus.\It's much more mobile than its size would suggest.\And it's equipped with smaller attack units.\These specs look tough.\But once the Bravnik enters Japan's air defense zone,\the enemy won't be able to touch it, right? response:	I don't know.
context: An unmanned Impacter developed primarily by the Ark Faction,\just like Cerberus.\It's much more mobile than its size would suggest.\And it's equipped with smaller attack units.\These specs look tough.\But once the Bravnik enters Japan's air defense zone,\the enemy won't be able to touch it, right?\I don't know. response:	I don't think it'll be that easy.
context: just like Cerberus.\It's much more mobile than its size would suggest.\And it's equipped with smaller attack units.\These specs look tough.\But once the Bravnik enters Japan's air defense zone,\the enemy won't be able to touch it, right?\I don't know.\I don't think it'll be that easy. response:	We were right to send Salty Dog's observer back.
context: It's much more mobile than its size would suggest.\And it's equipped with smaller attack units.\These specs look tough.\But once the Bravnik enters Japan's air defense zone,\the enemy won't be able to touch it, right?\I don't know.\I don't think it'll be that easy.\We were right to send Salty Dog's observer back. response:	I didn't do anything.
context: And it's equipped with smaller attack units.\These specs look tough.\But once the Bravnik enters Japan's air defense zone,\the enemy won't be able to touch it, right?\I don't know.\I don't think it'll be that easy.\We were right to send Salty Dog's observer back.\I didn't do anything. response:	She probably thought that if she stayed,
context: These specs look tough.\But once the Bravnik enters Japan's air defense zone,\the enemy won't be able to touch it, right?\I don't know.\I don't think it'll be that easy.\We were right to send Salty Dog's observer back.\I didn't do anything.\She probably thought that if she stayed, response:	she'd be arrested for her attempt to kidnap Hana Mutou.
context: But once the Bravnik enters Japan's air defense zone,\the enemy won't be able to touch it, right?\I don't know.\I don't think it'll be that easy.\We were right to send Salty Dog's observer back.\I didn't do anything.\She probably thought that if she stayed,\she'd be arrested for her attempt to kidnap Hana Mutou. response:	You're using the Sarama Engine?
context: the enemy won't be able to touch it, right?\I don't know.\I don't think it'll be that easy.\We were right to send Salty Dog's observer back.\I didn't do anything.\She probably thought that if she stayed,\she'd be arrested for her attempt to kidnap Hana Mutou.\You're using the Sarama Engine? response:	Won't that bring in the JSDF Air Force?
context: I don't know.\I don't think it'll be that easy.\We were right to send Salty Dog's observer back.\I didn't do anything.\She probably thought that if she stayed,\she'd be arrested for her attempt to kidnap Hana Mutou.\You're using the Sarama Engine?\Won't that bring in the JSDF Air Force? response:	Over.
context: I don't think it'll be that easy.\We were right to send Salty Dog's observer back.\I didn't do anything.\She probably thought that if she stayed,\she'd be arrested for her attempt to kidnap Hana Mutou.\You're using the Sarama Engine?\Won't that bring in the JSDF Air Force?\Over. response:	You don't need to worry about that.
context: We were right to send Salty Dog's observer back.\I didn't do anything.\She probably thought that if she stayed,\she'd be arrested for her attempt to kidnap Hana Mutou.\You're using the Sarama Engine?\Won't that bring in the JSDF Air Force?\Over.\You don't need to worry about that. response:	More importantly, tell me what's going on at the Tanegashima base.
context: I didn't do anything.\She probably thought that if she stayed,\she'd be arrested for her attempt to kidnap Hana Mutou.\You're using the Sarama Engine?\Won't that bring in the JSDF Air Force?\Over.\You don't need to worry about that.\More importantly, tell me what's going on at the Tanegashima base. response:	Over.
context: She probably thought that if she stayed,\she'd be arrested for her attempt to kidnap Hana Mutou.\You're using the Sarama Engine?\Won't that bring in the JSDF Air Force?\Over.\You don't need to worry about that.\More importantly, tell me what's going on at the Tanegashima base.\Over. response:	They're a tough nut to crack.
context: she'd be arrested for her attempt to kidnap Hana Mutou.\You're using the Sarama Engine?\Won't that bring in the JSDF Air Force?\Over.\You don't need to worry about that.\More importantly, tell me what's going on at the Tanegashima base.\Over.\They're a tough nut to crack. response:	Organizations run by older people
context: You're using the Sarama Engine?\Won't that bring in the JSDF Air Force?\Over.\You don't need to worry about that.\More importantly, tell me what's going on at the Tanegashima base.\Over.\They're a tough nut to crack.\Organizations run by older people response:	tend to be experienced, knowledgeable, and careful,
context: Won't that bring in the JSDF Air Force?\Over.\You don't need to worry about that.\More importantly, tell me what's going on at the Tanegashima base.\Over.\They're a tough nut to crack.\Organizations run by older people\tend to be experienced, knowledgeable, and careful, response:	but too cautious to make any serious moves.
context: Over.\You don't need to worry about that.\More importantly, tell me what's going on at the Tanegashima base.\Over.\They're a tough nut to crack.\Organizations run by older people\tend to be experienced, knowledgeable, and careful,\but too cautious to make any serious moves. response:	And organizations composed of the young have a lot of energy,
context: You don't need to worry about that.\More importantly, tell me what's going on at the Tanegashima base.\Over.\They're a tough nut to crack.\Organizations run by older people\tend to be experienced, knowledgeable, and careful,\but too cautious to make any serious moves.\And organizations composed of the young have a lot of energy, response:	but tend to lose control and destroy themselves.
context: More importantly, tell me what's going on at the Tanegashima base.\Over.\They're a tough nut to crack.\Organizations run by older people\tend to be experienced, knowledgeable, and careful,\but too cautious to make any serious moves.\And organizations composed of the young have a lot of energy,\but tend to lose control and destroy themselves. response:	But when the young and old work together with mutual respect,
context: Over.\They're a tough nut to crack.\Organizations run by older people\tend to be experienced, knowledgeable, and careful,\but too cautious to make any serious moves.\And organizations composed of the young have a lot of energy,\but tend to lose control and destroy themselves.\But when the young and old work together with mutual respect, response:	they make a strong team.
context: They're a tough nut to crack.\Organizations run by older people\tend to be experienced, knowledgeable, and careful,\but too cautious to make any serious moves.\And organizations composed of the young have a lot of energy,\but tend to lose control and destroy themselves.\But when the young and old work together with mutual respect,\they make a strong team. response:	Tanegashima has that.
