context: Translation: JrazyTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: sign:Let go of that fish!\sign:Response\sign:Silence\sign:We'll be right back!\sign:And we're back!\sign:Sightseeing Map\sign:Stop it!\sign:Crunch response:	sign:Response
context: sign:Response\sign:Silence\sign:We'll be right back!\sign:And we're back!\sign:Sightseeing Map\sign:Stop it!\sign:Crunch\sign:Response response:	sign:First-Year
context: sign:Silence\sign:We'll be right back!\sign:And we're back!\sign:Sightseeing Map\sign:Stop it!\sign:Crunch\sign:Response\sign:First-Year response:	sign:Kotarou
context: sign:We'll be right back!\sign:And we're back!\sign:Sightseeing Map\sign:Stop it!\sign:Crunch\sign:Response\sign:First-Year\sign:Kotarou response:	sign:Kotarou
context: sign:And we're back!\sign:Sightseeing Map\sign:Stop it!\sign:Crunch\sign:Response\sign:First-Year\sign:Kotarou\sign:Kotarou response:	sign:Episode Preview
context: sign:Sightseeing Map\sign:Stop it!\sign:Crunch\sign:Response\sign:First-Year\sign:Kotarou\sign:Kotarou\sign:Episode Preview response:	sign:The Deity is Kidnapped
context: sign:Stop it!\sign:Crunch\sign:Response\sign:First-Year\sign:Kotarou\sign:Kotarou\sign:Episode Preview\sign:The Deity is Kidnapped response:	ANIME-KOI
context: sign:Crunch\sign:Response\sign:First-Year\sign:Kotarou\sign:Kotarou\sign:Episode Preview\sign:The Deity is Kidnapped\ANIME-KOI response:	PRESENTS
context: sign:Response\sign:First-Year\sign:Kotarou\sign:Kotarou\sign:Episode Preview\sign:The Deity is Kidnapped\ANIME-KOI\PRESENTS response:	The Deity hh Ties Fate
context: sign:First-Year\sign:Kotarou\sign:Kotarou\sign:Episode Preview\sign:The Deity is Kidnapped\ANIME-KOI\PRESENTS\The Deity hh Ties Fate response:	The Deity hh Ties Fate
context: sign:Kotarou\sign:Kotarou\sign:Episode Preview\sign:The Deity is Kidnapped\ANIME-KOI\PRESENTS\The Deity hh Ties Fate\The Deity hh Ties Fate response:	Silence
context: sign:Kotarou\sign:Episode Preview\sign:The Deity is Kidnapped\ANIME-KOI\PRESENTS\The Deity hh Ties Fate\The Deity hh Ties Fate\Silence response:	We'll be back soon!
context: sign:Episode Preview\sign:The Deity is Kidnapped\ANIME-KOI\PRESENTS\The Deity hh Ties Fate\The Deity hh Ties Fate\Silence\We'll be back soon! response:	We're back!
context: sign:The Deity is Kidnapped\ANIME-KOI\PRESENTS\The Deity hh Ties Fate\The Deity hh Ties Fate\Silence\We'll be back soon!\We're back! response:	Crunch
context: ANIME-KOI\PRESENTS\The Deity hh Ties Fate\The Deity hh Ties Fate\Silence\We'll be back soon!\We're back!\Crunch response:	Response
context: PRESENTS\The Deity hh Ties Fate\The Deity hh Ties Fate\Silence\We'll be back soon!\We're back!\Crunch\Response response:	Kotarou
context: The Deity hh Ties Fate\The Deity hh Ties Fate\Silence\We'll be back soon!\We're back!\Crunch\Response\Kotarou response:	Next Episode Preview
context: The Deity hh Ties Fate\Silence\We'll be back soon!\We're back!\Crunch\Response\Kotarou\Next Episode Preview response:	The Deity is Kidnapped
context: Silence\We'll be back soon!\We're back!\Crunch\Response\Kotarou\Next Episode Preview\The Deity is Kidnapped response:	The hat-wearing sparrow that flew toward the Earth Deity was obviously no regular sparrow.
context: We'll be back soon!\We're back!\Crunch\Response\Kotarou\Next Episode Preview\The Deity is Kidnapped\The hat-wearing sparrow that flew toward the Earth Deity was obviously no regular sparrow. response:	It is wearing a hat, after all.
context: We're back!\Crunch\Response\Kotarou\Next Episode Preview\The Deity is Kidnapped\The hat-wearing sparrow that flew toward the Earth Deity was obviously no regular sparrow.\It is wearing a hat, after all. response:	Will this sparrow bring good or bad luck?
context: Crunch\Response\Kotarou\Next Episode Preview\The Deity is Kidnapped\The hat-wearing sparrow that flew toward the Earth Deity was obviously no regular sparrow.\It is wearing a hat, after all.\Will this sparrow bring good or bad luck? response:	Does it herald simply a visit from royalty or could it be a miracle of love?
context: Response\Kotarou\Next Episode Preview\The Deity is Kidnapped\The hat-wearing sparrow that flew toward the Earth Deity was obviously no regular sparrow.\It is wearing a hat, after all.\Will this sparrow bring good or bad luck?\Does it herald simply a visit from royalty or could it be a miracle of love? response:	Earth Deity.
context: Kotarou\Next Episode Preview\The Deity is Kidnapped\The hat-wearing sparrow that flew toward the Earth Deity was obviously no regular sparrow.\It is wearing a hat, after all.\Will this sparrow bring good or bad luck?\Does it herald simply a visit from royalty or could it be a miracle of love?\Earth Deity. response:	Huh?
context: Next Episode Preview\The Deity is Kidnapped\The hat-wearing sparrow that flew toward the Earth Deity was obviously no regular sparrow.\It is wearing a hat, after all.\Will this sparrow bring good or bad luck?\Does it herald simply a visit from royalty or could it be a miracle of love?\Earth Deity.\Huh? response:	I am the familiar of the Imperial Priestess.
context: The Deity is Kidnapped\The hat-wearing sparrow that flew toward the Earth Deity was obviously no regular sparrow.\It is wearing a hat, after all.\Will this sparrow bring good or bad luck?\Does it herald simply a visit from royalty or could it be a miracle of love?\Earth Deity.\Huh?\I am the familiar of the Imperial Priestess. response:	I have a message for you.
context: The hat-wearing sparrow that flew toward the Earth Deity was obviously no regular sparrow.\It is wearing a hat, after all.\Will this sparrow bring good or bad luck?\Does it herald simply a visit from royalty or could it be a miracle of love?\Earth Deity.\Huh?\I am the familiar of the Imperial Priestess.\I have a message for you. response:	The Priestess of the Lake will be here today to pay her respects to the new Earth Deity.
context: It is wearing a hat, after all.\Will this sparrow bring good or bad luck?\Does it herald simply a visit from royalty or could it be a miracle of love?\Earth Deity.\Huh?\I am the familiar of the Imperial Priestess.\I have a message for you.\The Priestess of the Lake will be here today to pay her respects to the new Earth Deity. response:	Priestess of the Lake?
context: Will this sparrow bring good or bad luck?\Does it herald simply a visit from royalty or could it be a miracle of love?\Earth Deity.\Huh?\I am the familiar of the Imperial Priestess.\I have a message for you.\The Priestess of the Lake will be here today to pay her respects to the new Earth Deity.\Priestess of the Lake? response:	Priestess of the Lake?
context: Does it herald simply a visit from royalty or could it be a miracle of love?\Earth Deity.\Huh?\I am the familiar of the Imperial Priestess.\I have a message for you.\The Priestess of the Lake will be here today to pay her respects to the new Earth Deity.\Priestess of the Lake?\Priestess of the Lake? response:	Her name is Isara. She's the master of the lake.
context: Earth Deity.\Huh?\I am the familiar of the Imperial Priestess.\I have a message for you.\The Priestess of the Lake will be here today to pay her respects to the new Earth Deity.\Priestess of the Lake?\Priestess of the Lake?\Her name is Isara. She's the master of the lake. response:	The bird talked like it was totally normal!
context: Huh?\I am the familiar of the Imperial Priestess.\I have a message for you.\The Priestess of the Lake will be here today to pay her respects to the new Earth Deity.\Priestess of the Lake?\Priestess of the Lake?\Her name is Isara. She's the master of the lake.\The bird talked like it was totally normal! response:	The bird... talked!
context: I am the familiar of the Imperial Priestess.\I have a message for you.\The Priestess of the Lake will be here today to pay her respects to the new Earth Deity.\Priestess of the Lake?\Priestess of the Lake?\Her name is Isara. She's the master of the lake.\The bird talked like it was totally normal!\The bird... talked! response:	She's the reincarnation of a catfish.
context: I have a message for you.\The Priestess of the Lake will be here today to pay her respects to the new Earth Deity.\Priestess of the Lake?\Priestess of the Lake?\Her name is Isara. She's the master of the lake.\The bird talked like it was totally normal!\The bird... talked!\She's the reincarnation of a catfish. response:	Catfish?
context: The Priestess of the Lake will be here today to pay her respects to the new Earth Deity.\Priestess of the Lake?\Priestess of the Lake?\Her name is Isara. She's the master of the lake.\The bird talked like it was totally normal!\The bird... talked!\She's the reincarnation of a catfish.\Catfish? response:	Lake Isara was one of Mikage's guardian bodies.
context: Priestess of the Lake?\Priestess of the Lake?\Her name is Isara. She's the master of the lake.\The bird talked like it was totally normal!\The bird... talked!\She's the reincarnation of a catfish.\Catfish?\Lake Isara was one of Mikage's guardian bodies. response:	It only makes sense that they would pay their respects to the new deity.
context: Priestess of the Lake?\Her name is Isara. She's the master of the lake.\The bird talked like it was totally normal!\The bird... talked!\She's the reincarnation of a catfish.\Catfish?\Lake Isara was one of Mikage's guardian bodies.\It only makes sense that they would pay their respects to the new deity. response:	So it's a catfish demon this time, huh?
context: Her name is Isara. She's the master of the lake.\The bird talked like it was totally normal!\The bird... talked!\She's the reincarnation of a catfish.\Catfish?\Lake Isara was one of Mikage's guardian bodies.\It only makes sense that they would pay their respects to the new deity.\So it's a catfish demon this time, huh? response:	I'm almost nervous about her coming to greet me.
context: The bird talked like it was totally normal!\The bird... talked!\She's the reincarnation of a catfish.\Catfish?\Lake Isara was one of Mikage's guardian bodies.\It only makes sense that they would pay their respects to the new deity.\So it's a catfish demon this time, huh?\I'm almost nervous about her coming to greet me. response:	Why are you tidying up?
context: The bird... talked!\She's the reincarnation of a catfish.\Catfish?\Lake Isara was one of Mikage's guardian bodies.\It only makes sense that they would pay their respects to the new deity.\So it's a catfish demon this time, huh?\I'm almost nervous about her coming to greet me.\Why are you tidying up? response:	Well I need to look proper when greeting guests, don't I?
context: She's the reincarnation of a catfish.\Catfish?\Lake Isara was one of Mikage's guardian bodies.\It only makes sense that they would pay their respects to the new deity.\So it's a catfish demon this time, huh?\I'm almost nervous about her coming to greet me.\Why are you tidying up?\Well I need to look proper when greeting guests, don't I? response:	You don't need to show yourself at all.
context: Catfish?\Lake Isara was one of Mikage's guardian bodies.\It only makes sense that they would pay their respects to the new deity.\So it's a catfish demon this time, huh?\I'm almost nervous about her coming to greet me.\Why are you tidying up?\Well I need to look proper when greeting guests, don't I?\You don't need to show yourself at all. response:	Huh?
context: Lake Isara was one of Mikage's guardian bodies.\It only makes sense that they would pay their respects to the new deity.\So it's a catfish demon this time, huh?\I'm almost nervous about her coming to greet me.\Why are you tidying up?\Well I need to look proper when greeting guests, don't I?\You don't need to show yourself at all.\Huh? response:	An incompetent brat like you would only screw up.
context: It only makes sense that they would pay their respects to the new deity.\So it's a catfish demon this time, huh?\I'm almost nervous about her coming to greet me.\Why are you tidying up?\Well I need to look proper when greeting guests, don't I?\You don't need to show yourself at all.\Huh?\An incompetent brat like you would only screw up. response:	Don't leave the room until everybody leaves.
context: So it's a catfish demon this time, huh?\I'm almost nervous about her coming to greet me.\Why are you tidying up?\Well I need to look proper when greeting guests, don't I?\You don't need to show yourself at all.\Huh?\An incompetent brat like you would only screw up.\Don't leave the room until everybody leaves. response:	I am the shrine familiar, Tomoe. We are honored that you would grace us with your presence.
context: I'm almost nervous about her coming to greet me.\Why are you tidying up?\Well I need to look proper when greeting guests, don't I?\You don't need to show yourself at all.\Huh?\An incompetent brat like you would only screw up.\Don't leave the room until everybody leaves.\I am the shrine familiar, Tomoe. We are honored that you would grace us with your presence. response:	Unfortunately, our deity has fallen ill and will not be able to greet you properly.
context: Why are you tidying up?\Well I need to look proper when greeting guests, don't I?\You don't need to show yourself at all.\Huh?\An incompetent brat like you would only screw up.\Don't leave the room until everybody leaves.\I am the shrine familiar, Tomoe. We are honored that you would grace us with your presence.\Unfortunately, our deity has fallen ill and will not be able to greet you properly. response:	What?!
context: Well I need to look proper when greeting guests, don't I?\You don't need to show yourself at all.\Huh?\An incompetent brat like you would only screw up.\Don't leave the room until everybody leaves.\I am the shrine familiar, Tomoe. We are honored that you would grace us with your presence.\Unfortunately, our deity has fallen ill and will not be able to greet you properly.\What?! response:	The Imperial Priestess of the Lake...
context: You don't need to show yourself at all.\Huh?\An incompetent brat like you would only screw up.\Don't leave the room until everybody leaves.\I am the shrine familiar, Tomoe. We are honored that you would grace us with your presence.\Unfortunately, our deity has fallen ill and will not be able to greet you properly.\What?!\The Imperial Priestess of the Lake... response:	A being that knows Mikage out of friendship.
context: Huh?\An incompetent brat like you would only screw up.\Don't leave the room until everybody leaves.\I am the shrine familiar, Tomoe. We are honored that you would grace us with your presence.\Unfortunately, our deity has fallen ill and will not be able to greet you properly.\What?!\The Imperial Priestess of the Lake...\A being that knows Mikage out of friendship. response:	I shan't allow Nanami's blunders to spoil that relationship.
context: An incompetent brat like you would only screw up.\Don't leave the room until everybody leaves.\I am the shrine familiar, Tomoe. We are honored that you would grace us with your presence.\Unfortunately, our deity has fallen ill and will not be able to greet you properly.\What?!\The Imperial Priestess of the Lake...\A being that knows Mikage out of friendship.\I shan't allow Nanami's blunders to spoil that relationship. response:	I have prepared seats for you.
context: Don't leave the room until everybody leaves.\I am the shrine familiar, Tomoe. We are honored that you would grace us with your presence.\Unfortunately, our deity has fallen ill and will not be able to greet you properly.\What?!\The Imperial Priestess of the Lake...\A being that knows Mikage out of friendship.\I shan't allow Nanami's blunders to spoil that relationship.\I have prepared seats for you. response:	Nanami-sama, the reason why Tomoe said that...
context: I am the shrine familiar, Tomoe. We are honored that you would grace us with your presence.\Unfortunately, our deity has fallen ill and will not be able to greet you properly.\What?!\The Imperial Priestess of the Lake...\A being that knows Mikage out of friendship.\I shan't allow Nanami's blunders to spoil that relationship.\I have prepared seats for you.\Nanami-sama, the reason why Tomoe said that... response:	They're right. Even if I were to attend, I wouldn't know what to do.
context: Unfortunately, our deity has fallen ill and will not be able to greet you properly.\What?!\The Imperial Priestess of the Lake...\A being that knows Mikage out of friendship.\I shan't allow Nanami's blunders to spoil that relationship.\I have prepared seats for you.\Nanami-sama, the reason why Tomoe said that...\They're right. Even if I were to attend, I wouldn't know what to do. response:	Though, I wonder if Tomoe-dono can handle it himself.
context: What?!\The Imperial Priestess of the Lake...\A being that knows Mikage out of friendship.\I shan't allow Nanami's blunders to spoil that relationship.\I have prepared seats for you.\Nanami-sama, the reason why Tomoe said that...\They're right. Even if I were to attend, I wouldn't know what to do.\Though, I wonder if Tomoe-dono can handle it himself. response:	The Priestess is basically the chief of all the demons in the lake.
context: The Imperial Priestess of the Lake...\A being that knows Mikage out of friendship.\I shan't allow Nanami's blunders to spoil that relationship.\I have prepared seats for you.\Nanami-sama, the reason why Tomoe said that...\They're right. Even if I were to attend, I wouldn't know what to do.\Though, I wonder if Tomoe-dono can handle it himself.\The Priestess is basically the chief of all the demons in the lake. response:	She might be out of even Tomoe-dono's league.
context: A being that knows Mikage out of friendship.\I shan't allow Nanami's blunders to spoil that relationship.\I have prepared seats for you.\Nanami-sama, the reason why Tomoe said that...\They're right. Even if I were to attend, I wouldn't know what to do.\Though, I wonder if Tomoe-dono can handle it himself.\The Priestess is basically the chief of all the demons in the lake.\She might be out of even Tomoe-dono's league. response:	We decide to pay her a visit, yet the new deity cannot be bothered receive us herself?
context: I shan't allow Nanami's blunders to spoil that relationship.\I have prepared seats for you.\Nanami-sama, the reason why Tomoe said that...\They're right. Even if I were to attend, I wouldn't know what to do.\Though, I wonder if Tomoe-dono can handle it himself.\The Priestess is basically the chief of all the demons in the lake.\She might be out of even Tomoe-dono's league.\We decide to pay her a visit, yet the new deity cannot be bothered receive us herself? response:	Is this not a bit rude to the Priestess?
context: I have prepared seats for you.\Nanami-sama, the reason why Tomoe said that...\They're right. Even if I were to attend, I wouldn't know what to do.\Though, I wonder if Tomoe-dono can handle it himself.\The Priestess is basically the chief of all the demons in the lake.\She might be out of even Tomoe-dono's league.\We decide to pay her a visit, yet the new deity cannot be bothered receive us herself?\Is this not a bit rude to the Priestess? response:	We're terribly sorry. Once she gets better, we'll be sure to reciprocate.
context: Nanami-sama, the reason why Tomoe said that...\They're right. Even if I were to attend, I wouldn't know what to do.\Though, I wonder if Tomoe-dono can handle it himself.\The Priestess is basically the chief of all the demons in the lake.\She might be out of even Tomoe-dono's league.\We decide to pay her a visit, yet the new deity cannot be bothered receive us herself?\Is this not a bit rude to the Priestess?\We're terribly sorry. Once she gets better, we'll be sure to reciprocate. response:	I hear that the new deity is just a human girl.
context: They're right. Even if I were to attend, I wouldn't know what to do.\Though, I wonder if Tomoe-dono can handle it himself.\The Priestess is basically the chief of all the demons in the lake.\She might be out of even Tomoe-dono's league.\We decide to pay her a visit, yet the new deity cannot be bothered receive us herself?\Is this not a bit rude to the Priestess?\We're terribly sorry. Once she gets better, we'll be sure to reciprocate.\I hear that the new deity is just a human girl. response:	Could the reason that she isn't here be the fact that she's cowering in fear somewhere?
context: Though, I wonder if Tomoe-dono can handle it himself.\The Priestess is basically the chief of all the demons in the lake.\She might be out of even Tomoe-dono's league.\We decide to pay her a visit, yet the new deity cannot be bothered receive us herself?\Is this not a bit rude to the Priestess?\We're terribly sorry. Once she gets better, we'll be sure to reciprocate.\I hear that the new deity is just a human girl.\Could the reason that she isn't here be the fact that she's cowering in fear somewhere? response:	Oh, stop that. Remember, Mikage chose her himself.
context: The Priestess is basically the chief of all the demons in the lake.\She might be out of even Tomoe-dono's league.\We decide to pay her a visit, yet the new deity cannot be bothered receive us herself?\Is this not a bit rude to the Priestess?\We're terribly sorry. Once she gets better, we'll be sure to reciprocate.\I hear that the new deity is just a human girl.\Could the reason that she isn't here be the fact that she's cowering in fear somewhere?\Oh, stop that. Remember, Mikage chose her himself. response:	Although she's a human, she's still special.
context: She might be out of even Tomoe-dono's league.\We decide to pay her a visit, yet the new deity cannot be bothered receive us herself?\Is this not a bit rude to the Priestess?\We're terribly sorry. Once she gets better, we'll be sure to reciprocate.\I hear that the new deity is just a human girl.\Could the reason that she isn't here be the fact that she's cowering in fear somewhere?\Oh, stop that. Remember, Mikage chose her himself.\Although she's a human, she's still special. response:	And yet I heard something strange.
context: We decide to pay her a visit, yet the new deity cannot be bothered receive us herself?\Is this not a bit rude to the Priestess?\We're terribly sorry. Once she gets better, we'll be sure to reciprocate.\I hear that the new deity is just a human girl.\Could the reason that she isn't here be the fact that she's cowering in fear somewhere?\Oh, stop that. Remember, Mikage chose her himself.\Although she's a human, she's still special.\And yet I heard something strange. response:	The new deity was chased by a specter, and she ran away panicking.
context: Is this not a bit rude to the Priestess?\We're terribly sorry. Once she gets better, we'll be sure to reciprocate.\I hear that the new deity is just a human girl.\Could the reason that she isn't here be the fact that she's cowering in fear somewhere?\Oh, stop that. Remember, Mikage chose her himself.\Although she's a human, she's still special.\And yet I heard something strange.\The new deity was chased by a specter, and she ran away panicking. response:	Your Earth Deity is not only human, she is a helpless little girl.
context: We're terribly sorry. Once she gets better, we'll be sure to reciprocate.\I hear that the new deity is just a human girl.\Could the reason that she isn't here be the fact that she's cowering in fear somewhere?\Oh, stop that. Remember, Mikage chose her himself.\Although she's a human, she's still special.\And yet I heard something strange.\The new deity was chased by a specter, and she ran away panicking.\Your Earth Deity is not only human, she is a helpless little girl. response:	They are arguing over me, after all!
context: I hear that the new deity is just a human girl.\Could the reason that she isn't here be the fact that she's cowering in fear somewhere?\Oh, stop that. Remember, Mikage chose her himself.\Although she's a human, she's still special.\And yet I heard something strange.\The new deity was chased by a specter, and she ran away panicking.\Your Earth Deity is not only human, she is a helpless little girl.\They are arguing over me, after all! response:	This temple has lost its former glory, don't you think?
context: Could the reason that she isn't here be the fact that she's cowering in fear somewhere?\Oh, stop that. Remember, Mikage chose her himself.\Although she's a human, she's still special.\And yet I heard something strange.\The new deity was chased by a specter, and she ran away panicking.\Your Earth Deity is not only human, she is a helpless little girl.\They are arguing over me, after all!\This temple has lost its former glory, don't you think? response:	I beg to differ.
context: Oh, stop that. Remember, Mikage chose her himself.\Although she's a human, she's still special.\And yet I heard something strange.\The new deity was chased by a specter, and she ran away panicking.\Your Earth Deity is not only human, she is a helpless little girl.\They are arguing over me, after all!\This temple has lost its former glory, don't you think?\I beg to differ. response:	Nanami may appear weak, but her soul is strong.
context: Although she's a human, she's still special.\And yet I heard something strange.\The new deity was chased by a specter, and she ran away panicking.\Your Earth Deity is not only human, she is a helpless little girl.\They are arguing over me, after all!\This temple has lost its former glory, don't you think?\I beg to differ.\Nanami may appear weak, but her soul is strong. response:	One day, she will surely be able to make even flowers bloom.
context: And yet I heard something strange.\The new deity was chased by a specter, and she ran away panicking.\Your Earth Deity is not only human, she is a helpless little girl.\They are arguing over me, after all!\This temple has lost its former glory, don't you think?\I beg to differ.\Nanami may appear weak, but her soul is strong.\One day, she will surely be able to make even flowers bloom. response:	I get it now.
context: The new deity was chased by a specter, and she ran away panicking.\Your Earth Deity is not only human, she is a helpless little girl.\They are arguing over me, after all!\This temple has lost its former glory, don't you think?\I beg to differ.\Nanami may appear weak, but her soul is strong.\One day, she will surely be able to make even flowers bloom.\I get it now. response:	Basically, you're just that incompetent little girl's slave!
context: Your Earth Deity is not only human, she is a helpless little girl.\They are arguing over me, after all!\This temple has lost its former glory, don't you think?\I beg to differ.\Nanami may appear weak, but her soul is strong.\One day, she will surely be able to make even flowers bloom.\I get it now.\Basically, you're just that incompetent little girl's slave! response:	My, oh my. Your accusations are truly harsh.
context: They are arguing over me, after all!\This temple has lost its former glory, don't you think?\I beg to differ.\Nanami may appear weak, but her soul is strong.\One day, she will surely be able to make even flowers bloom.\I get it now.\Basically, you're just that incompetent little girl's slave!\My, oh my. Your accusations are truly harsh. response:	Dare I say that your master, who came to visit our deity knowing her nature, is stooping to her level?
context: This temple has lost its former glory, don't you think?\I beg to differ.\Nanami may appear weak, but her soul is strong.\One day, she will surely be able to make even flowers bloom.\I get it now.\Basically, you're just that incompetent little girl's slave!\My, oh my. Your accusations are truly harsh.\Dare I say that your master, who came to visit our deity knowing her nature, is stooping to her level? response:	I've had enough of your impertinent tongue.
context: I beg to differ.\Nanami may appear weak, but her soul is strong.\One day, she will surely be able to make even flowers bloom.\I get it now.\Basically, you're just that incompetent little girl's slave!\My, oh my. Your accusations are truly harsh.\Dare I say that your master, who came to visit our deity knowing her nature, is stooping to her level?\I've had enough of your impertinent tongue. response:	Hurry up and bring the girl here.
context: Nanami may appear weak, but her soul is strong.\One day, she will surely be able to make even flowers bloom.\I get it now.\Basically, you're just that incompetent little girl's slave!\My, oh my. Your accusations are truly harsh.\Dare I say that your master, who came to visit our deity knowing her nature, is stooping to her level?\I've had enough of your impertinent tongue.\Hurry up and bring the girl here. response:	Else your head will roll, fox.
context: One day, she will surely be able to make even flowers bloom.\I get it now.\Basically, you're just that incompetent little girl's slave!\My, oh my. Your accusations are truly harsh.\Dare I say that your master, who came to visit our deity knowing her nature, is stooping to her level?\I've had enough of your impertinent tongue.\Hurry up and bring the girl here.\Else your head will roll, fox. response:	What a perfect opportunity to liven the party up.
context: I get it now.\Basically, you're just that incompetent little girl's slave!\My, oh my. Your accusations are truly harsh.\Dare I say that your master, who came to visit our deity knowing her nature, is stooping to her level?\I've had enough of your impertinent tongue.\Hurry up and bring the girl here.\Else your head will roll, fox.\What a perfect opportunity to liven the party up. response:	My, someone's blood-thirsty.
context: Basically, you're just that incompetent little girl's slave!\My, oh my. Your accusations are truly harsh.\Dare I say that your master, who came to visit our deity knowing her nature, is stooping to her level?\I've had enough of your impertinent tongue.\Hurry up and bring the girl here.\Else your head will roll, fox.\What a perfect opportunity to liven the party up.\My, someone's blood-thirsty. response:	I suppose I have no say in this matter.
context: My, oh my. Your accusations are truly harsh.\Dare I say that your master, who came to visit our deity knowing her nature, is stooping to her level?\I've had enough of your impertinent tongue.\Hurry up and bring the girl here.\Else your head will roll, fox.\What a perfect opportunity to liven the party up.\My, someone's blood-thirsty.\I suppose I have no say in this matter. response:	I'm so sorry I'm late! I am the Earth Deity, Momozono Nanami.
context: Dare I say that your master, who came to visit our deity knowing her nature, is stooping to her level?\I've had enough of your impertinent tongue.\Hurry up and bring the girl here.\Else your head will roll, fox.\What a perfect opportunity to liven the party up.\My, someone's blood-thirsty.\I suppose I have no say in this matter.\I'm so sorry I'm late! I am the Earth Deity, Momozono Nanami. response:	I apologize for my rudeness.
context: I've had enough of your impertinent tongue.\Hurry up and bring the girl here.\Else your head will roll, fox.\What a perfect opportunity to liven the party up.\My, someone's blood-thirsty.\I suppose I have no say in this matter.\I'm so sorry I'm late! I am the Earth Deity, Momozono Nanami.\I apologize for my rudeness. response:	Sir, may I request that you sheathe your sword?
context: Hurry up and bring the girl here.\Else your head will roll, fox.\What a perfect opportunity to liven the party up.\My, someone's blood-thirsty.\I suppose I have no say in this matter.\I'm so sorry I'm late! I am the Earth Deity, Momozono Nanami.\I apologize for my rudeness.\Sir, may I request that you sheathe your sword? response:	Oh crap. He told me not to come out, and I did anyway!
context: Else your head will roll, fox.\What a perfect opportunity to liven the party up.\My, someone's blood-thirsty.\I suppose I have no say in this matter.\I'm so sorry I'm late! I am the Earth Deity, Momozono Nanami.\I apologize for my rudeness.\Sir, may I request that you sheathe your sword?\Oh crap. He told me not to come out, and I did anyway! response:	But I couldn't just stand around while he pointed his sword at Tomoe.
context: What a perfect opportunity to liven the party up.\My, someone's blood-thirsty.\I suppose I have no say in this matter.\I'm so sorry I'm late! I am the Earth Deity, Momozono Nanami.\I apologize for my rudeness.\Sir, may I request that you sheathe your sword?\Oh crap. He told me not to come out, and I did anyway!\But I couldn't just stand around while he pointed his sword at Tomoe. response:	Even so... right now, Tomoe scares me more.
