context: Tokyo Sport University response:	Starting in ten,
context: You did it, Kakeru.\You got your revenge.\Shindo, thirty more seconds!\Final spurt!\Yuki!\Shindo, you can do it!\Go, go, go!\You can do it! You can do it! response:	You got this. You got this. You got this.
context: You got your revenge.\Shindo, thirty more seconds!\Final spurt!\Yuki!\Shindo, you can do it!\Go, go, go!\You can do it! You can do it!\You got this. You got this. You got this. response:	Please, please, please.
context: Shindo, thirty more seconds!\Final spurt!\Yuki!\Shindo, you can do it!\Go, go, go!\You can do it! You can do it!\You got this. You got this. You got this.\Please, please, please. response:	Yes!
context: Final spurt!\Yuki!\Shindo, you can do it!\Go, go, go!\You can do it! You can do it!\You got this. You got this. You got this.\Please, please, please.\Yes! response:	Nice!
context: Yuki!\Shindo, you can do it!\Go, go, go!\You can do it! You can do it!\You got this. You got this. You got this.\Please, please, please.\Yes!\Nice! response:	Yes! Yes!
context: Shindo, you can do it!\Go, go, go!\You can do it! You can do it!\You got this. You got this. You got this.\Please, please, please.\Yes!\Nice!\Yes! Yes! response:	Hey!
context: Go, go, go!\You can do it! You can do it!\You got this. You got this. You got this.\Please, please, please.\Yes!\Nice!\Yes! Yes!\Hey! response:	Get off me, it's hot!
context: You can do it! You can do it!\You got this. You got this. You got this.\Please, please, please.\Yes!\Nice!\Yes! Yes!\Hey!\Get off me, it's hot! response:	Hey.
context: You got this. You got this. You got this.\Please, please, please.\Yes!\Nice!\Yes! Yes!\Hey!\Get off me, it's hot!\Hey. response:	Kansei University is an interesting team.
context: Please, please, please.\Yes!\Nice!\Yes! Yes!\Hey!\Get off me, it's hot!\Hey.\Kansei University is an interesting team. response:	I heard about you from Rikudo's Fujioka.
context: Yes!\Nice!\Yes! Yes!\Hey!\Get off me, it's hot!\Hey.\Kansei University is an interesting team.\I heard about you from Rikudo's Fujioka. response:	You're hoping to run at Hakone?
context: Nice!\Yes! Yes!\Hey!\Get off me, it's hot!\Hey.\Kansei University is an interesting team.\I heard about you from Rikudo's Fujioka.\You're hoping to run at Hakone? response:	Yes.
context: Yes! Yes!\Hey!\Get off me, it's hot!\Hey.\Kansei University is an interesting team.\I heard about you from Rikudo's Fujioka.\You're hoping to run at Hakone?\Yes. response:	It seems you still have members who haven't achieved the requisite official record.
context: Hey!\Get off me, it's hot!\Hey.\Kansei University is an interesting team.\I heard about you from Rikudo's Fujioka.\You're hoping to run at Hakone?\Yes.\It seems you still have members who haven't achieved the requisite official record. response:	That's not a problem.
context: Get off me, it's hot!\Hey.\Kansei University is an interesting team.\I heard about you from Rikudo's Fujioka.\You're hoping to run at Hakone?\Yes.\It seems you still have members who haven't achieved the requisite official record.\That's not a problem. response:	We have plenty more chances.
context: Hey.\Kansei University is an interesting team.\I heard about you from Rikudo's Fujioka.\You're hoping to run at Hakone?\Yes.\It seems you still have members who haven't achieved the requisite official record.\That's not a problem.\We have plenty more chances. response:	Yeah.
context: Kansei University is an interesting team.\I heard about you from Rikudo's Fujioka.\You're hoping to run at Hakone?\Yes.\It seems you still have members who haven't achieved the requisite official record.\That's not a problem.\We have plenty more chances.\Yeah. response:	Anyway, you were outstanding.
context: I heard about you from Rikudo's Fujioka.\You're hoping to run at Hakone?\Yes.\It seems you still have members who haven't achieved the requisite official record.\That's not a problem.\We have plenty more chances.\Yeah.\Anyway, you were outstanding. response:	Finishing in that time around this time of year as a first-year is astounding.
context: You're hoping to run at Hakone?\Yes.\It seems you still have members who haven't achieved the requisite official record.\That's not a problem.\We have plenty more chances.\Yeah.\Anyway, you were outstanding.\Finishing in that time around this time of year as a first-year is astounding. response:	Kurahara, huh?
context: Yes.\It seems you still have members who haven't achieved the requisite official record.\That's not a problem.\We have plenty more chances.\Yeah.\Anyway, you were outstanding.\Finishing in that time around this time of year as a first-year is astounding.\Kurahara, huh? response:	Are you Kurahara of Sendai Josei High School?
context: It seems you still have members who haven't achieved the requisite official record.\That's not a problem.\We have plenty more chances.\Yeah.\Anyway, you were outstanding.\Finishing in that time around this time of year as a first-year is astounding.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School? response:	Hey, he asked you a question.
context: That's not a problem.\We have plenty more chances.\Yeah.\Anyway, you were outstanding.\Finishing in that time around this time of year as a first-year is astounding.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\Hey, he asked you a question. response:	I'm sorry.
context: We have plenty more chances.\Yeah.\Anyway, you were outstanding.\Finishing in that time around this time of year as a first-year is astounding.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\Hey, he asked you a question.\I'm sorry. response:	Our friends are waiting.
context: Yeah.\Anyway, you were outstanding.\Finishing in that time around this time of year as a first-year is astounding.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\Hey, he asked you a question.\I'm sorry.\Our friends are waiting. response:	Let's go.
context: Anyway, you were outstanding.\Finishing in that time around this time of year as a first-year is astounding.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\Hey, he asked you a question.\I'm sorry.\Our friends are waiting.\Let's go. response:	I'll be back to interview you properly.
context: Finishing in that time around this time of year as a first-year is astounding.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\Hey, he asked you a question.\I'm sorry.\Our friends are waiting.\Let's go.\I'll be back to interview you properly. response:	Shinjitsu Weekly Mochizuki Shuji
context: Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\Hey, he asked you a question.\I'm sorry.\Our friends are waiting.\Let's go.\I'll be back to interview you properly.\Shinjitsu Weekly Mochizuki Shuji response:	I'm Mochizuki of Shinjitsu Weekly magazine.
context: Are you Kurahara of Sendai Josei High School?\Hey, he asked you a question.\I'm sorry.\Our friends are waiting.\Let's go.\I'll be back to interview you properly.\Shinjitsu Weekly Mochizuki Shuji\I'm Mochizuki of Shinjitsu Weekly magazine. response:	Excuse us.
context: Hey, he asked you a question.\I'm sorry.\Our friends are waiting.\Let's go.\I'll be back to interview you properly.\Shinjitsu Weekly Mochizuki Shuji\I'm Mochizuki of Shinjitsu Weekly magazine.\Excuse us. response:	Hey!
context: I'm sorry.\Our friends are waiting.\Let's go.\I'll be back to interview you properly.\Shinjitsu Weekly Mochizuki Shuji\I'm Mochizuki of Shinjitsu Weekly magazine.\Excuse us.\Hey! response:	Chikusei-so
context: Our friends are waiting.\Let's go.\I'll be back to interview you properly.\Shinjitsu Weekly Mochizuki Shuji\I'm Mochizuki of Shinjitsu Weekly magazine.\Excuse us.\Hey!\Chikusei-so response:	Somen's almost ready.
context: Let's go.\I'll be back to interview you properly.\Shinjitsu Weekly Mochizuki Shuji\I'm Mochizuki of Shinjitsu Weekly magazine.\Excuse us.\Hey!\Chikusei-so\Somen's almost ready. response:	I'd rather have air conditioning than noodles...
context: I'll be back to interview you properly.\Shinjitsu Weekly Mochizuki Shuji\I'm Mochizuki of Shinjitsu Weekly magazine.\Excuse us.\Hey!\Chikusei-so\Somen's almost ready.\I'd rather have air conditioning than noodles... response:	Air conditioning...
context: Shinjitsu Weekly Mochizuki Shuji\I'm Mochizuki of Shinjitsu Weekly magazine.\Excuse us.\Hey!\Chikusei-so\Somen's almost ready.\I'd rather have air conditioning than noodles...\Air conditioning... response:	Quit complaining and bring me a shiso leaf.
context: I'm Mochizuki of Shinjitsu Weekly magazine.\Excuse us.\Hey!\Chikusei-so\Somen's almost ready.\I'd rather have air conditioning than noodles...\Air conditioning...\Quit complaining and bring me a shiso leaf. response:	I thought I'd be glad the rainy season was over.
context: Excuse us.\Hey!\Chikusei-so\Somen's almost ready.\I'd rather have air conditioning than noodles...\Air conditioning...\Quit complaining and bring me a shiso leaf.\I thought I'd be glad the rainy season was over. response:	Apparently, this is the hottest summer in recorded history.
context: Hey!\Chikusei-so\Somen's almost ready.\I'd rather have air conditioning than noodles...\Air conditioning...\Quit complaining and bring me a shiso leaf.\I thought I'd be glad the rainy season was over.\Apparently, this is the hottest summer in recorded history. response:	I'm amazed we're not dead.
context: Chikusei-so\Somen's almost ready.\I'd rather have air conditioning than noodles...\Air conditioning...\Quit complaining and bring me a shiso leaf.\I thought I'd be glad the rainy season was over.\Apparently, this is the hottest summer in recorded history.\I'm amazed we're not dead. response:	If you don't eat, you really will die during evening practice.
context: Somen's almost ready.\I'd rather have air conditioning than noodles...\Air conditioning...\Quit complaining and bring me a shiso leaf.\I thought I'd be glad the rainy season was over.\Apparently, this is the hottest summer in recorded history.\I'm amazed we're not dead.\If you don't eat, you really will die during evening practice. response:	First semester is over.
context: I'd rather have air conditioning than noodles...\Air conditioning...\Quit complaining and bring me a shiso leaf.\I thought I'd be glad the rainy season was over.\Apparently, this is the hottest summer in recorded history.\I'm amazed we're not dead.\If you don't eat, you really will die during evening practice.\First semester is over. response:	It's summer break, everyone.
context: Air conditioning...\Quit complaining and bring me a shiso leaf.\I thought I'd be glad the rainy season was over.\Apparently, this is the hottest summer in recorded history.\I'm amazed we're not dead.\If you don't eat, you really will die during evening practice.\First semester is over.\It's summer break, everyone. response:	What are you doing?
context: Quit complaining and bring me a shiso leaf.\I thought I'd be glad the rainy season was over.\Apparently, this is the hottest summer in recorded history.\I'm amazed we're not dead.\If you don't eat, you really will die during evening practice.\First semester is over.\It's summer break, everyone.\What are you doing? response:	It's them. The pair that never fails a class.
context: I thought I'd be glad the rainy season was over.\Apparently, this is the hottest summer in recorded history.\I'm amazed we're not dead.\If you don't eat, you really will die during evening practice.\First semester is over.\It's summer break, everyone.\What are you doing?\It's them. The pair that never fails a class. response:	We're destined to end up on Nico-chan Senpai's side of life.
context: Apparently, this is the hottest summer in recorded history.\I'm amazed we're not dead.\If you don't eat, you really will die during evening practice.\First semester is over.\It's summer break, everyone.\What are you doing?\It's them. The pair that never fails a class.\We're destined to end up on Nico-chan Senpai's side of life. response:	Where are the others?
context: I'm amazed we're not dead.\If you don't eat, you really will die during evening practice.\First semester is over.\It's summer break, everyone.\What are you doing?\It's them. The pair that never fails a class.\We're destined to end up on Nico-chan Senpai's side of life.\Where are the others? response:	I haven't seen them.
context: If you don't eat, you really will die during evening practice.\First semester is over.\It's summer break, everyone.\What are you doing?\It's them. The pair that never fails a class.\We're destined to end up on Nico-chan Senpai's side of life.\Where are the others?\I haven't seen them. response:	Haiji's not here either?
context: First semester is over.\It's summer break, everyone.\What are you doing?\It's them. The pair that never fails a class.\We're destined to end up on Nico-chan Senpai's side of life.\Where are the others?\I haven't seen them.\Haiji's not here either? response:	Nah.
context: It's summer break, everyone.\What are you doing?\It's them. The pair that never fails a class.\We're destined to end up on Nico-chan Senpai's side of life.\Where are the others?\I haven't seen them.\Haiji's not here either?\Nah. response:	Whatever. Let's eat without them.
context: What are you doing?\It's them. The pair that never fails a class.\We're destined to end up on Nico-chan Senpai's side of life.\Where are the others?\I haven't seen them.\Haiji's not here either?\Nah.\Whatever. Let's eat without them. response:	We've been eating nothing but somen lately.
context: It's them. The pair that never fails a class.\We're destined to end up on Nico-chan Senpai's side of life.\Where are the others?\I haven't seen them.\Haiji's not here either?\Nah.\Whatever. Let's eat without them.\We've been eating nothing but somen lately. response:	Who cares? It's too hot to think.
context: We're destined to end up on Nico-chan Senpai's side of life.\Where are the others?\I haven't seen them.\Haiji's not here either?\Nah.\Whatever. Let's eat without them.\We've been eating nothing but somen lately.\Who cares? It's too hot to think. response:	I wish we could go someplace cool, like Hokkaido.
context: Where are the others?\I haven't seen them.\Haiji's not here either?\Nah.\Whatever. Let's eat without them.\We've been eating nothing but somen lately.\Who cares? It's too hot to think.\I wish we could go someplace cool, like Hokkaido. response:	Hokkaido?!
context: I haven't seen them.\Haiji's not here either?\Nah.\Whatever. Let's eat without them.\We've been eating nothing but somen lately.\Who cares? It's too hot to think.\I wish we could go someplace cool, like Hokkaido.\Hokkaido?! response:	Hokkaido sounds nice.
context: Haiji's not here either?\Nah.\Whatever. Let's eat without them.\We've been eating nothing but somen lately.\Who cares? It's too hot to think.\I wish we could go someplace cool, like Hokkaido.\Hokkaido?!\Hokkaido sounds nice. response:	Hey.
context: Nah.\Whatever. Let's eat without them.\We've been eating nothing but somen lately.\Who cares? It's too hot to think.\I wish we could go someplace cool, like Hokkaido.\Hokkaido?!\Hokkaido sounds nice.\Hey. response:	Reality just came charging in.
context: Whatever. Let's eat without them.\We've been eating nothing but somen lately.\Who cares? It's too hot to think.\I wish we could go someplace cool, like Hokkaido.\Hokkaido?!\Hokkaido sounds nice.\Hey.\Reality just came charging in. response:	We're escaping from this scorching hell.
context: We've been eating nothing but somen lately.\Who cares? It's too hot to think.\I wish we could go someplace cool, like Hokkaido.\Hokkaido?!\Hokkaido sounds nice.\Hey.\Reality just came charging in.\We're escaping from this scorching hell. response:	Escaping?
context: Who cares? It's too hot to think.\I wish we could go someplace cool, like Hokkaido.\Hokkaido?!\Hokkaido sounds nice.\Hey.\Reality just came charging in.\We're escaping from this scorching hell.\Escaping? response:	A training camp!
context: I wish we could go someplace cool, like Hokkaido.\Hokkaido?!\Hokkaido sounds nice.\Hey.\Reality just came charging in.\We're escaping from this scorching hell.\Escaping?\A training camp! response:	A summer training camp!
context: Hokkaido?!\Hokkaido sounds nice.\Hey.\Reality just came charging in.\We're escaping from this scorching hell.\Escaping?\A training camp!\A summer training camp! response:	To Hokkaido?!
context: Hokkaido sounds nice.\Hey.\Reality just came charging in.\We're escaping from this scorching hell.\Escaping?\A training camp!\A summer training camp!\To Hokkaido?! response:	To Lake Shirakaba!
context: Hey.\Reality just came charging in.\We're escaping from this scorching hell.\Escaping?\A training camp!\A summer training camp!\To Hokkaido?!\To Lake Shirakaba! response:	Why did you choose the mountains?
context: Reality just came charging in.\We're escaping from this scorching hell.\Escaping?\A training camp!\A summer training camp!\To Hokkaido?!\To Lake Shirakaba!\Why did you choose the mountains? response:	The owner of the batting cage in the shopping center
context: We're escaping from this scorching hell.\Escaping?\A training camp!\A summer training camp!\To Hokkaido?!\To Lake Shirakaba!\Why did you choose the mountains?\The owner of the batting cage in the shopping center response:	said we could borrow their villa.
context: Escaping?\A training camp!\A summer training camp!\To Hokkaido?!\To Lake Shirakaba!\Why did you choose the mountains?\The owner of the batting cage in the shopping center\said we could borrow their villa. response:	And the people at the shopping center provided us with groceries.
context: A training camp!\A summer training camp!\To Hokkaido?!\To Lake Shirakaba!\Why did you choose the mountains?\The owner of the batting cage in the shopping center\said we could borrow their villa.\And the people at the shopping center provided us with groceries. response:	Why does this guy get a seat when I have to sit in the back?
context: A summer training camp!\To Hokkaido?!\To Lake Shirakaba!\Why did you choose the mountains?\The owner of the batting cage in the shopping center\said we could borrow their villa.\And the people at the shopping center provided us with groceries.\Why does this guy get a seat when I have to sit in the back? response:	It can't be helped.
context: To Hokkaido?!\To Lake Shirakaba!\Why did you choose the mountains?\The owner of the batting cage in the shopping center\said we could borrow their villa.\And the people at the shopping center provided us with groceries.\Why does this guy get a seat when I have to sit in the back?\It can't be helped. response:	You're the one who lost rock-paper-scissors.
context: To Lake Shirakaba!\Why did you choose the mountains?\The owner of the batting cage in the shopping center\said we could borrow their villa.\And the people at the shopping center provided us with groceries.\Why does this guy get a seat when I have to sit in the back?\It can't be helped.\You're the one who lost rock-paper-scissors. response:	I'm excited about the lake.
context: Why did you choose the mountains?\The owner of the batting cage in the shopping center\said we could borrow their villa.\And the people at the shopping center provided us with groceries.\Why does this guy get a seat when I have to sit in the back?\It can't be helped.\You're the one who lost rock-paper-scissors.\I'm excited about the lake. response:	Face forward!pp
context: The owner of the batting cage in the shopping center\said we could borrow their villa.\And the people at the shopping center provided us with groceries.\Why does this guy get a seat when I have to sit in the back?\It can't be helped.\You're the one who lost rock-paper-scissors.\I'm excited about the lake.\Face forward!pp response:	This is awesome.
context: said we could borrow their villa.\And the people at the shopping center provided us with groceries.\Why does this guy get a seat when I have to sit in the back?\It can't be helped.\You're the one who lost rock-paper-scissors.\I'm excited about the lake.\Face forward!pp\This is awesome. response:	Even the breeze is starting to feel moist.
context: And the people at the shopping center provided us with groceries.\Why does this guy get a seat when I have to sit in the back?\It can't be helped.\You're the one who lost rock-paper-scissors.\I'm excited about the lake.\Face forward!pp\This is awesome.\Even the breeze is starting to feel moist. response:	No!
context: Why does this guy get a seat when I have to sit in the back?\It can't be helped.\You're the one who lost rock-paper-scissors.\I'm excited about the lake.\Face forward!pp\This is awesome.\Even the breeze is starting to feel moist.\No! response:	Escaping the heat, huh?
context: It can't be helped.\You're the one who lost rock-paper-scissors.\I'm excited about the lake.\Face forward!pp\This is awesome.\Even the breeze is starting to feel moist.\No!\Escaping the heat, huh? response:	But I'm supposed to be the coach...p
context: You're the one who lost rock-paper-scissors.\I'm excited about the lake.\Face forward!pp\This is awesome.\Even the breeze is starting to feel moist.\No!\Escaping the heat, huh?\But I'm supposed to be the coach...p response:	Well, this is reality.
