context: -stuff- response:	-ED-
context: I fell on the stairs.\Your back is dirty, too.\It was quite a fall.\And your nosebleed?\I fell onto an insanely hot babe -\What?! After her, Rin! Lead the way!\Liar!\You got into a fight again, right?! Why do you always have to do that?! response:	Let go, stupid old fart!
context: Your back is dirty, too.\It was quite a fall.\And your nosebleed?\I fell onto an insanely hot babe -\What?! After her, Rin! Lead the way!\Liar!\You got into a fight again, right?! Why do you always have to do that?!\Let go, stupid old fart! response:	Your boss from your part-time job called earlier.
context: It was quite a fall.\And your nosebleed?\I fell onto an insanely hot babe -\What?! After her, Rin! Lead the way!\Liar!\You got into a fight again, right?! Why do you always have to do that?!\Let go, stupid old fart!\Your boss from your part-time job called earlier. response:	They said that they don't need someone who doesn't come back after completing a delivery.
context: And your nosebleed?\I fell onto an insanely hot babe -\What?! After her, Rin! Lead the way!\Liar!\You got into a fight again, right?! Why do you always have to do that?!\Let go, stupid old fart!\Your boss from your part-time job called earlier.\They said that they don't need someone who doesn't come back after completing a delivery. response:	You're saying that as if someone like me could do a decent job to begin with.
context: I fell onto an insanely hot babe -\What?! After her, Rin! Lead the way!\Liar!\You got into a fight again, right?! Why do you always have to do that?!\Let go, stupid old fart!\Your boss from your part-time job called earlier.\They said that they don't need someone who doesn't come back after completing a delivery.\You're saying that as if someone like me could do a decent job to begin with. response:	Don't act like a spoiled brat!
context: What?! After her, Rin! Lead the way!\Liar!\You got into a fight again, right?! Why do you always have to do that?!\Let go, stupid old fart!\Your boss from your part-time job called earlier.\They said that they don't need someone who doesn't come back after completing a delivery.\You're saying that as if someone like me could do a decent job to begin with.\Don't act like a spoiled brat! response:	One day, you'll have to leave this abbey and make it on your own!
context: Liar!\You got into a fight again, right?! Why do you always have to do that?!\Let go, stupid old fart!\Your boss from your part-time job called earlier.\They said that they don't need someone who doesn't come back after completing a delivery.\You're saying that as if someone like me could do a decent job to begin with.\Don't act like a spoiled brat!\One day, you'll have to leave this abbey and make it on your own! response:	It's my duty as your guardian to prepare you for that!
context: You got into a fight again, right?! Why do you always have to do that?!\Let go, stupid old fart!\Your boss from your part-time job called earlier.\They said that they don't need someone who doesn't come back after completing a delivery.\You're saying that as if someone like me could do a decent job to begin with.\Don't act like a spoiled brat!\One day, you'll have to leave this abbey and make it on your own!\It's my duty as your guardian to prepare you for that! response:	Or will you become a priest and lead the abbey?
context: Let go, stupid old fart!\Your boss from your part-time job called earlier.\They said that they don't need someone who doesn't come back after completing a delivery.\You're saying that as if someone like me could do a decent job to begin with.\Don't act like a spoiled brat!\One day, you'll have to leave this abbey and make it on your own!\It's my duty as your guardian to prepare you for that!\Or will you become a priest and lead the abbey? response:	Who'd want this rotting old church?
context: Your boss from your part-time job called earlier.\They said that they don't need someone who doesn't come back after completing a delivery.\You're saying that as if someone like me could do a decent job to begin with.\Don't act like a spoiled brat!\One day, you'll have to leave this abbey and make it on your own!\It's my duty as your guardian to prepare you for that!\Or will you become a priest and lead the abbey?\Who'd want this rotting old church? response:	Father!
context: They said that they don't need someone who doesn't come back after completing a delivery.\You're saying that as if someone like me could do a decent job to begin with.\Don't act like a spoiled brat!\One day, you'll have to leave this abbey and make it on your own!\It's my duty as your guardian to prepare you for that!\Or will you become a priest and lead the abbey?\Who'd want this rotting old church?\Father! response:	I'm done getting ready to move.
context: You're saying that as if someone like me could do a decent job to begin with.\Don't act like a spoiled brat!\One day, you'll have to leave this abbey and make it on your own!\It's my duty as your guardian to prepare you for that!\Or will you become a priest and lead the abbey?\Who'd want this rotting old church?\Father!\I'm done getting ready to move. response:	Now I just have to actually move the stuff.
context: Don't act like a spoiled brat!\One day, you'll have to leave this abbey and make it on your own!\It's my duty as your guardian to prepare you for that!\Or will you become a priest and lead the abbey?\Who'd want this rotting old church?\Father!\I'm done getting ready to move.\Now I just have to actually move the stuff. response:	Good job.
context: One day, you'll have to leave this abbey and make it on your own!\It's my duty as your guardian to prepare you for that!\Or will you become a priest and lead the abbey?\Who'd want this rotting old church?\Father!\I'm done getting ready to move.\Now I just have to actually move the stuff.\Good job. response:	Did you get into a fight again?
context: It's my duty as your guardian to prepare you for that!\Or will you become a priest and lead the abbey?\Who'd want this rotting old church?\Father!\I'm done getting ready to move.\Now I just have to actually move the stuff.\Good job.\Did you get into a fight again? response:	Shut up!
context: Or will you become a priest and lead the abbey?\Who'd want this rotting old church?\Father!\I'm done getting ready to move.\Now I just have to actually move the stuff.\Good job.\Did you get into a fight again?\Shut up! response:	Even though they're twins, they're totally different!
context: Who'd want this rotting old church?\Father!\I'm done getting ready to move.\Now I just have to actually move the stuff.\Good job.\Did you get into a fight again?\Shut up!\Even though they're twins, they're totally different! response:	The younger one, Yukio, is a talented athlete with amazing grades.
context: Father!\I'm done getting ready to move.\Now I just have to actually move the stuff.\Good job.\Did you get into a fight again?\Shut up!\Even though they're twins, they're totally different!\The younger one, Yukio, is a talented athlete with amazing grades. response:	He aced the entrance exam for True Cross High School and he'll be starting there this spring.
context: I'm done getting ready to move.\Now I just have to actually move the stuff.\Good job.\Did you get into a fight again?\Shut up!\Even though they're twins, they're totally different!\The younger one, Yukio, is a talented athlete with amazing grades.\He aced the entrance exam for True Cross High School and he'll be starting there this spring. response:	On the other hand, the older one is a problem child.
context: Now I just have to actually move the stuff.\Good job.\Did you get into a fight again?\Shut up!\Even though they're twins, they're totally different!\The younger one, Yukio, is a talented athlete with amazing grades.\He aced the entrance exam for True Cross High School and he'll be starting there this spring.\On the other hand, the older one is a problem child. response:	Hey Rin, if only you had just a fraction of your little brother's virtues.
context: Good job.\Did you get into a fight again?\Shut up!\Even though they're twins, they're totally different!\The younger one, Yukio, is a talented athlete with amazing grades.\He aced the entrance exam for True Cross High School and he'll be starting there this spring.\On the other hand, the older one is a problem child.\Hey Rin, if only you had just a fraction of your little brother's virtues. response:	Shut the fuck up!
context: Did you get into a fight again?\Shut up!\Even though they're twins, they're totally different!\The younger one, Yukio, is a talented athlete with amazing grades.\He aced the entrance exam for True Cross High School and he'll be starting there this spring.\On the other hand, the older one is a problem child.\Hey Rin, if only you had just a fraction of your little brother's virtues.\Shut the fuck up! response:	I really need to buy a new heater...
context: Shut up!\Even though they're twins, they're totally different!\The younger one, Yukio, is a talented athlete with amazing grades.\He aced the entrance exam for True Cross High School and he'll be starting there this spring.\On the other hand, the older one is a problem child.\Hey Rin, if only you had just a fraction of your little brother's virtues.\Shut the fuck up!\I really need to buy a new heater... response:	Reverend Fujimoto,
context: Even though they're twins, they're totally different!\The younger one, Yukio, is a talented athlete with amazing grades.\He aced the entrance exam for True Cross High School and he'll be starting there this spring.\On the other hand, the older one is a problem child.\Hey Rin, if only you had just a fraction of your little brother's virtues.\Shut the fuck up!\I really need to buy a new heater...\Reverend Fujimoto, response:	you have a guest.
context: The younger one, Yukio, is a talented athlete with amazing grades.\He aced the entrance exam for True Cross High School and he'll be starting there this spring.\On the other hand, the older one is a problem child.\Hey Rin, if only you had just a fraction of your little brother's virtues.\Shut the fuck up!\I really need to buy a new heater...\Reverend Fujimoto,\you have a guest. response:	Clean this up before the sermon!
context: He aced the entrance exam for True Cross High School and he'll be starting there this spring.\On the other hand, the older one is a problem child.\Hey Rin, if only you had just a fraction of your little brother's virtues.\Shut the fuck up!\I really need to buy a new heater...\Reverend Fujimoto,\you have a guest.\Clean this up before the sermon! response:	Yukio, treat his wounds.
context: On the other hand, the older one is a problem child.\Hey Rin, if only you had just a fraction of your little brother's virtues.\Shut the fuck up!\I really need to buy a new heater...\Reverend Fujimoto,\you have a guest.\Clean this up before the sermon!\Yukio, treat his wounds. response:	Sure. Come, Brother.
context: Hey Rin, if only you had just a fraction of your little brother's virtues.\Shut the fuck up!\I really need to buy a new heater...\Reverend Fujimoto,\you have a guest.\Clean this up before the sermon!\Yukio, treat his wounds.\Sure. Come, Brother. response:	That stings!
context: Shut the fuck up!\I really need to buy a new heater...\Reverend Fujimoto,\you have a guest.\Clean this up before the sermon!\Yukio, treat his wounds.\Sure. Come, Brother.\That stings! response:	Try to bear with it just a little longer.
context: I really need to buy a new heater...\Reverend Fujimoto,\you have a guest.\Clean this up before the sermon!\Yukio, treat his wounds.\Sure. Come, Brother.\That stings!\Try to bear with it just a little longer. response:	Ah, so you're moving to a dorm?
context: Reverend Fujimoto,\you have a guest.\Clean this up before the sermon!\Yukio, treat his wounds.\Sure. Come, Brother.\That stings!\Try to bear with it just a little longer.\Ah, so you're moving to a dorm? response:	Yeah, school starts next week.
context: you have a guest.\Clean this up before the sermon!\Yukio, treat his wounds.\Sure. Come, Brother.\That stings!\Try to bear with it just a little longer.\Ah, so you're moving to a dorm?\Yeah, school starts next week. response:	After 15 years, it's time to leave this abbey.
context: Clean this up before the sermon!\Yukio, treat his wounds.\Sure. Come, Brother.\That stings!\Try to bear with it just a little longer.\Ah, so you're moving to a dorm?\Yeah, school starts next week.\After 15 years, it's time to leave this abbey. response:	So is this the last time you'll treat my wounds?
context: Yukio, treat his wounds.\Sure. Come, Brother.\That stings!\Try to bear with it just a little longer.\Ah, so you're moving to a dorm?\Yeah, school starts next week.\After 15 years, it's time to leave this abbey.\So is this the last time you'll treat my wounds? response:	If I become a doctor, I'll be able to help you anytime.
context: Sure. Come, Brother.\That stings!\Try to bear with it just a little longer.\Ah, so you're moving to a dorm?\Yeah, school starts next week.\After 15 years, it's time to leave this abbey.\So is this the last time you'll treat my wounds?\If I become a doctor, I'll be able to help you anytime. response:	As long as you pay me, that is.
context: That stings!\Try to bear with it just a little longer.\Ah, so you're moving to a dorm?\Yeah, school starts next week.\After 15 years, it's time to leave this abbey.\So is this the last time you'll treat my wounds?\If I become a doctor, I'll be able to help you anytime.\As long as you pay me, that is. response:	Your dream is to become a doc, right?
context: Try to bear with it just a little longer.\Ah, so you're moving to a dorm?\Yeah, school starts next week.\After 15 years, it's time to leave this abbey.\So is this the last time you'll treat my wounds?\If I become a doctor, I'll be able to help you anytime.\As long as you pay me, that is.\Your dream is to become a doc, right? response:	Keep up the good work! I'm sure you can do it!
context: Ah, so you're moving to a dorm?\Yeah, school starts next week.\After 15 years, it's time to leave this abbey.\So is this the last time you'll treat my wounds?\If I become a doctor, I'll be able to help you anytime.\As long as you pay me, that is.\Your dream is to become a doc, right?\Keep up the good work! I'm sure you can do it! response:	Don't forget about the fees, brother.
context: Yeah, school starts next week.\After 15 years, it's time to leave this abbey.\So is this the last time you'll treat my wounds?\If I become a doctor, I'll be able to help you anytime.\As long as you pay me, that is.\Your dream is to become a doc, right?\Keep up the good work! I'm sure you can do it!\Don't forget about the fees, brother. response:	But will you be all right without me around?
context: After 15 years, it's time to leave this abbey.\So is this the last time you'll treat my wounds?\If I become a doctor, I'll be able to help you anytime.\As long as you pay me, that is.\Your dream is to become a doc, right?\Keep up the good work! I'm sure you can do it!\Don't forget about the fees, brother.\But will you be all right without me around? response:	What? Are you going to scold me, too?
context: So is this the last time you'll treat my wounds?\If I become a doctor, I'll be able to help you anytime.\As long as you pay me, that is.\Your dream is to become a doc, right?\Keep up the good work! I'm sure you can do it!\Don't forget about the fees, brother.\But will you be all right without me around?\What? Are you going to scold me, too? response:	I'm just worried. And it's not just me.
context: If I become a doctor, I'll be able to help you anytime.\As long as you pay me, that is.\Your dream is to become a doc, right?\Keep up the good work! I'm sure you can do it!\Don't forget about the fees, brother.\But will you be all right without me around?\What? Are you going to scold me, too?\I'm just worried. And it's not just me. response:	Father and the others from the abbey are too.
context: As long as you pay me, that is.\Your dream is to become a doc, right?\Keep up the good work! I'm sure you can do it!\Don't forget about the fees, brother.\But will you be all right without me around?\What? Are you going to scold me, too?\I'm just worried. And it's not just me.\Father and the others from the abbey are too. response:	You get into fights every day and you lose jobs so quickly.
context: Your dream is to become a doc, right?\Keep up the good work! I'm sure you can do it!\Don't forget about the fees, brother.\But will you be all right without me around?\What? Are you going to scold me, too?\I'm just worried. And it's not just me.\Father and the others from the abbey are too.\You get into fights every day and you lose jobs so quickly. response:	I'm worried about it, too.
context: Keep up the good work! I'm sure you can do it!\Don't forget about the fees, brother.\But will you be all right without me around?\What? Are you going to scold me, too?\I'm just worried. And it's not just me.\Father and the others from the abbey are too.\You get into fights every day and you lose jobs so quickly.\I'm worried about it, too. response:	I know I should be growing up already.
context: Don't forget about the fees, brother.\But will you be all right without me around?\What? Are you going to scold me, too?\I'm just worried. And it's not just me.\Father and the others from the abbey are too.\You get into fights every day and you lose jobs so quickly.\I'm worried about it, too.\I know I should be growing up already. response:	But...
context: But will you be all right without me around?\What? Are you going to scold me, too?\I'm just worried. And it's not just me.\Father and the others from the abbey are too.\You get into fights every day and you lose jobs so quickly.\I'm worried about it, too.\I know I should be growing up already.\But... response:	Hit!
context: What? Are you going to scold me, too?\I'm just worried. And it's not just me.\Father and the others from the abbey are too.\You get into fights every day and you lose jobs so quickly.\I'm worried about it, too.\I know I should be growing up already.\But...\Hit! response:	You're great, Shiratori!
context: I'm just worried. And it's not just me.\Father and the others from the abbey are too.\You get into fights every day and you lose jobs so quickly.\I'm worried about it, too.\I know I should be growing up already.\But...\Hit!\You're great, Shiratori! response:	There are too many of them.
context: Father and the others from the abbey are too.\You get into fights every day and you lose jobs so quickly.\I'm worried about it, too.\I know I should be growing up already.\But...\Hit!\You're great, Shiratori!\There are too many of them. response:	They get in the way all the time.
context: You get into fights every day and you lose jobs so quickly.\I'm worried about it, too.\I know I should be growing up already.\But...\Hit!\You're great, Shiratori!\There are too many of them.\They get in the way all the time. response:	Oi! What the hell are you doing?!
context: I'm worried about it, too.\I know I should be growing up already.\But...\Hit!\You're great, Shiratori!\There are too many of them.\They get in the way all the time.\Oi! What the hell are you doing?! response:	Shut the fuck up!
context: I know I should be growing up already.\But...\Hit!\You're great, Shiratori!\There are too many of them.\They get in the way all the time.\Oi! What the hell are you doing?!\Shut the fuck up! response:	I'm just shooting down these shitty birds! Shut up and watch!
context: But...\Hit!\You're great, Shiratori!\There are too many of them.\They get in the way all the time.\Oi! What the hell are you doing?!\Shut the fuck up!\I'm just shooting down these shitty birds! Shut up and watch! response:	It might be a test for you.
context: Hit!\You're great, Shiratori!\There are too many of them.\They get in the way all the time.\Oi! What the hell are you doing?!\Shut the fuck up!\I'm just shooting down these shitty birds! Shut up and watch!\It might be a test for you. response:	From who?
context: You're great, Shiratori!\There are too many of them.\They get in the way all the time.\Oi! What the hell are you doing?!\Shut the fuck up!\I'm just shooting down these shitty birds! Shut up and watch!\It might be a test for you.\From who? response:	God.
context: There are too many of them.\They get in the way all the time.\Oi! What the hell are you doing?!\Shut the fuck up!\I'm just shooting down these shitty birds! Shut up and watch!\It might be a test for you.\From who?\God. response:	You're more and more like the old man.
context: They get in the way all the time.\Oi! What the hell are you doing?!\Shut the fuck up!\I'm just shooting down these shitty birds! Shut up and watch!\It might be a test for you.\From who?\God.\You're more and more like the old man. response:	Ah, there he is!
context: Oi! What the hell are you doing?!\Shut the fuck up!\I'm just shooting down these shitty birds! Shut up and watch!\It might be a test for you.\From who?\God.\You're more and more like the old man.\Ah, there he is! response:	They're looking for part-timers in the Southern Cross Mall.
context: Shut the fuck up!\I'm just shooting down these shitty birds! Shut up and watch!\It might be a test for you.\From who?\God.\You're more and more like the old man.\Ah, there he is!\They're looking for part-timers in the Southern Cross Mall. response:	A part-time job?
context: I'm just shooting down these shitty birds! Shut up and watch!\It might be a test for you.\From who?\God.\You're more and more like the old man.\Ah, there he is!\They're looking for part-timers in the Southern Cross Mall.\A part-time job? response:	We called them, and they were like come right away for the interview.
context: It might be a test for you.\From who?\God.\You're more and more like the old man.\Ah, there he is!\They're looking for part-timers in the Southern Cross Mall.\A part-time job?\We called them, and they were like come right away for the interview. response:	Why did you call them without asking me?!
context: From who?\God.\You're more and more like the old man.\Ah, there he is!\They're looking for part-timers in the Southern Cross Mall.\A part-time job?\We called them, and they were like come right away for the interview.\Why did you call them without asking me?! response:	Go on, I'll lend you my suit.
context: God.\You're more and more like the old man.\Ah, there he is!\They're looking for part-timers in the Southern Cross Mall.\A part-time job?\We called them, and they were like come right away for the interview.\Why did you call them without asking me?!\Go on, I'll lend you my suit. response:	Why should I wear a suit for a part-time job interview?
context: You're more and more like the old man.\Ah, there he is!\They're looking for part-timers in the Southern Cross Mall.\A part-time job?\We called them, and they were like come right away for the interview.\Why did you call them without asking me?!\Go on, I'll lend you my suit.\Why should I wear a suit for a part-time job interview? response:	Here, my shoes. Don't dirty them!
context: Ah, there he is!\They're looking for part-timers in the Southern Cross Mall.\A part-time job?\We called them, and they were like come right away for the interview.\Why did you call them without asking me?!\Go on, I'll lend you my suit.\Why should I wear a suit for a part-time job interview?\Here, my shoes. Don't dirty them! response:	And here's a map and your CV. Just add your photo there.
context: They're looking for part-timers in the Southern Cross Mall.\A part-time job?\We called them, and they were like come right away for the interview.\Why did you call them without asking me?!\Go on, I'll lend you my suit.\Why should I wear a suit for a part-time job interview?\Here, my shoes. Don't dirty them!\And here's a map and your CV. Just add your photo there. response:	Brother...
context: A part-time job?\We called them, and they were like come right away for the interview.\Why did you call them without asking me?!\Go on, I'll lend you my suit.\Why should I wear a suit for a part-time job interview?\Here, my shoes. Don't dirty them!\And here's a map and your CV. Just add your photo there.\Brother... response:	I have no choice...
context: We called them, and they were like come right away for the interview.\Why did you call them without asking me?!\Go on, I'll lend you my suit.\Why should I wear a suit for a part-time job interview?\Here, my shoes. Don't dirty them!\And here's a map and your CV. Just add your photo there.\Brother...\I have no choice... response:	What the hell?! How are you supposed to tie this thing?!
context: Why did you call them without asking me?!\Go on, I'll lend you my suit.\Why should I wear a suit for a part-time job interview?\Here, my shoes. Don't dirty them!\And here's a map and your CV. Just add your photo there.\Brother...\I have no choice...\What the hell?! How are you supposed to tie this thing?! response:	Whatever. It's easier without that thing.
context: Go on, I'll lend you my suit.\Why should I wear a suit for a part-time job interview?\Here, my shoes. Don't dirty them!\And here's a map and your CV. Just add your photo there.\Brother...\I have no choice...\What the hell?! How are you supposed to tie this thing?!\Whatever. It's easier without that thing. response:	Thank you for your help.
context: Why should I wear a suit for a part-time job interview?\Here, my shoes. Don't dirty them!\And here's a map and your CV. Just add your photo there.\Brother...\I have no choice...\What the hell?! How are you supposed to tie this thing?!\Whatever. It's easier without that thing.\Thank you for your help. response:	It's all right. Really, don't worry about it.
context: Here, my shoes. Don't dirty them!\And here's a map and your CV. Just add your photo there.\Brother...\I have no choice...\What the hell?! How are you supposed to tie this thing?!\Whatever. It's easier without that thing.\Thank you for your help.\It's all right. Really, don't worry about it. response:	You should be happy. Your parents are watching over you.
context: And here's a map and your CV. Just add your photo there.\Brother...\I have no choice...\What the hell?! How are you supposed to tie this thing?!\Whatever. It's easier without that thing.\Thank you for your help.\It's all right. Really, don't worry about it.\You should be happy. Your parents are watching over you. response:	If you have problems, ask your mommy and daddy first.
context: Brother...\I have no choice...\What the hell?! How are you supposed to tie this thing?!\Whatever. It's easier without that thing.\Thank you for your help.\It's all right. Really, don't worry about it.\You should be happy. Your parents are watching over you.\If you have problems, ask your mommy and daddy first. response:	And if they can't help you, then come to ask the Exorcists.
context: I have no choice...\What the hell?! How are you supposed to tie this thing?!\Whatever. It's easier without that thing.\Thank you for your help.\It's all right. Really, don't worry about it.\You should be happy. Your parents are watching over you.\If you have problems, ask your mommy and daddy first.\And if they can't help you, then come to ask the Exorcists. response:	It must be hard to be an Exorcist.
context: What the hell?! How are you supposed to tie this thing?!\Whatever. It's easier without that thing.\Thank you for your help.\It's all right. Really, don't worry about it.\You should be happy. Your parents are watching over you.\If you have problems, ask your mommy and daddy first.\And if they can't help you, then come to ask the Exorcists.\It must be hard to be an Exorcist. response:	You have to get rid of things that don't even exist.
context: Whatever. It's easier without that thing.\Thank you for your help.\It's all right. Really, don't worry about it.\You should be happy. Your parents are watching over you.\If you have problems, ask your mommy and daddy first.\And if they can't help you, then come to ask the Exorcists.\It must be hard to be an Exorcist.\You have to get rid of things that don't even exist. response:	Demons do exist in our hearts.
context: Thank you for your help.\It's all right. Really, don't worry about it.\You should be happy. Your parents are watching over you.\If you have problems, ask your mommy and daddy first.\And if they can't help you, then come to ask the Exorcists.\It must be hard to be an Exorcist.\You have to get rid of things that don't even exist.\Demons do exist in our hearts. response:	Bullshit.
context: It's all right. Really, don't worry about it.\You should be happy. Your parents are watching over you.\If you have problems, ask your mommy and daddy first.\And if they can't help you, then come to ask the Exorcists.\It must be hard to be an Exorcist.\You have to get rid of things that don't even exist.\Demons do exist in our hearts.\Bullshit. response:	They just asked to consult you.
context: You should be happy. Your parents are watching over you.\If you have problems, ask your mommy and daddy first.\And if they can't help you, then come to ask the Exorcists.\It must be hard to be an Exorcist.\You have to get rid of things that don't even exist.\Demons do exist in our hearts.\Bullshit.\They just asked to consult you. response:	By the way, what's with that get-up?
context: If you have problems, ask your mommy and daddy first.\And if they can't help you, then come to ask the Exorcists.\It must be hard to be an Exorcist.\You have to get rid of things that don't even exist.\Demons do exist in our hearts.\Bullshit.\They just asked to consult you.\By the way, what's with that get-up? response:	Everyone insisted on me going to the interview so I borrowed it.
context: And if they can't help you, then come to ask the Exorcists.\It must be hard to be an Exorcist.\You have to get rid of things that don't even exist.\Demons do exist in our hearts.\Bullshit.\They just asked to consult you.\By the way, what's with that get-up?\Everyone insisted on me going to the interview so I borrowed it. response:	And the necktie?
context: It must be hard to be an Exorcist.\You have to get rid of things that don't even exist.\Demons do exist in our hearts.\Bullshit.\They just asked to consult you.\By the way, what's with that get-up?\Everyone insisted on me going to the interview so I borrowed it.\And the necktie? response:	It's faster without it!
context: You have to get rid of things that don't even exist.\Demons do exist in our hearts.\Bullshit.\They just asked to consult you.\By the way, what's with that get-up?\Everyone insisted on me going to the interview so I borrowed it.\And the necktie?\It's faster without it! response:	Heh, you just don't know how to tie it, do you?
context: Demons do exist in our hearts.\Bullshit.\They just asked to consult you.\By the way, what's with that get-up?\Everyone insisted on me going to the interview so I borrowed it.\And the necktie?\It's faster without it!\Heh, you just don't know how to tie it, do you? response:	Give it to me. I'll teach you.
context: Bullshit.\They just asked to consult you.\By the way, what's with that get-up?\Everyone insisted on me going to the interview so I borrowed it.\And the necktie?\It's faster without it!\Heh, you just don't know how to tie it, do you?\Give it to me. I'll teach you. response:	Raise your collar and close the button.
context: They just asked to consult you.\By the way, what's with that get-up?\Everyone insisted on me going to the interview so I borrowed it.\And the necktie?\It's faster without it!\Heh, you just don't know how to tie it, do you?\Give it to me. I'll teach you.\Raise your collar and close the button. response:	Man, you're only growing up physically...
context: By the way, what's with that get-up?\Everyone insisted on me going to the interview so I borrowed it.\And the necktie?\It's faster without it!\Heh, you just don't know how to tie it, do you?\Give it to me. I'll teach you.\Raise your collar and close the button.\Man, you're only growing up physically... response:	You were so cute when you were little, going Daddy, Daddy all the time.
context: Everyone insisted on me going to the interview so I borrowed it.\And the necktie?\It's faster without it!\Heh, you just don't know how to tie it, do you?\Give it to me. I'll teach you.\Raise your collar and close the button.\Man, you're only growing up physically...\You were so cute when you were little, going Daddy, Daddy all the time. response:	That was ages ago!
context: And the necktie?\It's faster without it!\Heh, you just don't know how to tie it, do you?\Give it to me. I'll teach you.\Raise your collar and close the button.\Man, you're only growing up physically...\You were so cute when you were little, going Daddy, Daddy all the time.\That was ages ago! response:	I'm grown-up now, stop embarrassing me!
context: It's faster without it!\Heh, you just don't know how to tie it, do you?\Give it to me. I'll teach you.\Raise your collar and close the button.\Man, you're only growing up physically...\You were so cute when you were little, going Daddy, Daddy all the time.\That was ages ago!\I'm grown-up now, stop embarrassing me! response:	Grown-up? I can't see any grown-ups around!
