context: Late Night Show response:	Late Night Show
context: After being attacked by an evil spirit,\Taking the shape of a Black Dragon... it was Ragnarok.\Taking the shape of a Black Dragon... it was Ragnarok.\Hey, did you know?\My blood is black.\This is a free fansub. Not for sale or rent.\Every sigh kills a fairy.\Did everyone know? response:	For you who don't believe in such superstitions,
context: Taking the shape of a Black Dragon... it was Ragnarok.\Taking the shape of a Black Dragon... it was Ragnarok.\Hey, did you know?\My blood is black.\This is a free fansub. Not for sale or rent.\Every sigh kills a fairy.\Did everyone know?\For you who don't believe in such superstitions, response:	The sighing fairy killer,
context: Taking the shape of a Black Dragon... it was Ragnarok.\Hey, did you know?\My blood is black.\This is a free fansub. Not for sale or rent.\Every sigh kills a fairy.\Did everyone know?\For you who don't believe in such superstitions,\The sighing fairy killer, response:	Everything... is scary.
context: Hey, did you know?\My blood is black.\This is a free fansub. Not for sale or rent.\Every sigh kills a fairy.\Did everyone know?\For you who don't believe in such superstitions,\The sighing fairy killer,\Everything... is scary. response:	Everything... is scary.
context: My blood is black.\This is a free fansub. Not for sale or rent.\Every sigh kills a fairy.\Did everyone know?\For you who don't believe in such superstitions,\The sighing fairy killer,\Everything... is scary.\Everything... is scary. response:	If you could obtain power,
context: This is a free fansub. Not for sale or rent.\Every sigh kills a fairy.\Did everyone know?\For you who don't believe in such superstitions,\The sighing fairy killer,\Everything... is scary.\Everything... is scary.\If you could obtain power, response:	Do you know the whereabouts of Hell?
context: Every sigh kills a fairy.\Did everyone know?\For you who don't believe in such superstitions,\The sighing fairy killer,\Everything... is scary.\Everything... is scary.\If you could obtain power,\Do you know the whereabouts of Hell? response:	It's in your head.
context: Did everyone know?\For you who don't believe in such superstitions,\The sighing fairy killer,\Everything... is scary.\Everything... is scary.\If you could obtain power,\Do you know the whereabouts of Hell?\It's in your head. response:	Fierce Fight at the Ghost Ship!
context: For you who don't believe in such superstitions,\The sighing fairy killer,\Everything... is scary.\Everything... is scary.\If you could obtain power,\Do you know the whereabouts of Hell?\It's in your head.\Fierce Fight at the Ghost Ship! response:	The Hell inside my Head?
context: The sighing fairy killer,\Everything... is scary.\Everything... is scary.\If you could obtain power,\Do you know the whereabouts of Hell?\It's in your head.\Fierce Fight at the Ghost Ship!\The Hell inside my Head? response:	Fierce Fight At The Ghost Ship!
context: Everything... is scary.\Everything... is scary.\If you could obtain power,\Do you know the whereabouts of Hell?\It's in your head.\Fierce Fight at the Ghost Ship!\The Hell inside my Head?\Fierce Fight At The Ghost Ship! response:	The Hell Inside My Head?
context: Everything... is scary.\If you could obtain power,\Do you know the whereabouts of Hell?\It's in your head.\Fierce Fight at the Ghost Ship!\The Hell inside my Head?\Fierce Fight At The Ghost Ship!\The Hell Inside My Head? response:	Get in my way and I'll kill you!
context: If you could obtain power,\Do you know the whereabouts of Hell?\It's in your head.\Fierce Fight at the Ghost Ship!\The Hell inside my Head?\Fierce Fight At The Ghost Ship!\The Hell Inside My Head?\Get in my way and I'll kill you! response:	Is that so?
context: Do you know the whereabouts of Hell?\It's in your head.\Fierce Fight at the Ghost Ship!\The Hell inside my Head?\Fierce Fight At The Ghost Ship!\The Hell Inside My Head?\Get in my way and I'll kill you!\Is that so? response:	You're on.
context: It's in your head.\Fierce Fight at the Ghost Ship!\The Hell inside my Head?\Fierce Fight At The Ghost Ship!\The Hell Inside My Head?\Get in my way and I'll kill you!\Is that so?\You're on. response:	Overwhelming fear with power, you say?
context: Fierce Fight at the Ghost Ship!\The Hell inside my Head?\Fierce Fight At The Ghost Ship!\The Hell Inside My Head?\Get in my way and I'll kill you!\Is that so?\You're on.\Overwhelming fear with power, you say? response:	Is that how you free yourself from fear?
context: The Hell inside my Head?\Fierce Fight At The Ghost Ship!\The Hell Inside My Head?\Get in my way and I'll kill you!\Is that so?\You're on.\Overwhelming fear with power, you say?\Is that how you free yourself from fear? response:	You fool!
context: Fierce Fight At The Ghost Ship!\The Hell Inside My Head?\Get in my way and I'll kill you!\Is that so?\You're on.\Overwhelming fear with power, you say?\Is that how you free yourself from fear?\You fool! response:	If you truly want to free yourself from fear...
context: The Hell Inside My Head?\Get in my way and I'll kill you!\Is that so?\You're on.\Overwhelming fear with power, you say?\Is that how you free yourself from fear?\You fool!\If you truly want to free yourself from fear... response:	Nice and tidily.
context: Get in my way and I'll kill you!\Is that so?\You're on.\Overwhelming fear with power, you say?\Is that how you free yourself from fear?\You fool!\If you truly want to free yourself from fear...\Nice and tidily. response:	Did we get her?
context: Is that so?\You're on.\Overwhelming fear with power, you say?\Is that how you free yourself from fear?\You fool!\If you truly want to free yourself from fear...\Nice and tidily.\Did we get her? response:	W-What?
context: You're on.\Overwhelming fear with power, you say?\Is that how you free yourself from fear?\You fool!\If you truly want to free yourself from fear...\Nice and tidily.\Did we get her?\W-What? response:	Screech Elevator!
context: Overwhelming fear with power, you say?\Is that how you free yourself from fear?\You fool!\If you truly want to free yourself from fear...\Nice and tidily.\Did we get her?\W-What?\Screech Elevator! response:	My attacks didn't work?
context: Is that how you free yourself from fear?\You fool!\If you truly want to free yourself from fear...\Nice and tidily.\Did we get her?\W-What?\Screech Elevator!\My attacks didn't work? response:	There's no way you'd understand...
context: You fool!\If you truly want to free yourself from fear...\Nice and tidily.\Did we get her?\W-What?\Screech Elevator!\My attacks didn't work?\There's no way you'd understand... response:	If even the little one couldn't understand me...
context: If you truly want to free yourself from fear...\Nice and tidily.\Did we get her?\W-What?\Screech Elevator!\My attacks didn't work?\There's no way you'd understand...\If even the little one couldn't understand me... response:	If the little one couldn't understand...
context: Nice and tidily.\Did we get her?\W-What?\Screech Elevator!\My attacks didn't work?\There's no way you'd understand...\If even the little one couldn't understand me...\If the little one couldn't understand... response:	There's no way a Shinigami like you would understand...
context: Did we get her?\W-What?\Screech Elevator!\My attacks didn't work?\There's no way you'd understand...\If even the little one couldn't understand me...\If the little one couldn't understand...\There's no way a Shinigami like you would understand... response:	Sis, that kid...
context: W-What?\Screech Elevator!\My attacks didn't work?\There's no way you'd understand...\If even the little one couldn't understand me...\If the little one couldn't understand...\There's no way a Shinigami like you would understand...\Sis, that kid... response:	Yeah, you're right, Patty...
context: Screech Elevator!\My attacks didn't work?\There's no way you'd understand...\If even the little one couldn't understand me...\If the little one couldn't understand...\There's no way a Shinigami like you would understand...\Sis, that kid...\Yeah, you're right, Patty... response:	She's like us...
context: My attacks didn't work?\There's no way you'd understand...\If even the little one couldn't understand me...\If the little one couldn't understand...\There's no way a Shinigami like you would understand...\Sis, that kid...\Yeah, you're right, Patty...\She's like us... response:	She's the same as we used to be...
context: There's no way you'd understand...\If even the little one couldn't understand me...\If the little one couldn't understand...\There's no way a Shinigami like you would understand...\Sis, that kid...\Yeah, you're right, Patty...\She's like us...\She's the same as we used to be... response:	Patty.
context: If even the little one couldn't understand me...\If the little one couldn't understand...\There's no way a Shinigami like you would understand...\Sis, that kid...\Yeah, you're right, Patty...\She's like us...\She's the same as we used to be...\Patty. response:	Don't shoot, please...
context: If the little one couldn't understand...\There's no way a Shinigami like you would understand...\Sis, that kid...\Yeah, you're right, Patty...\She's like us...\She's the same as we used to be...\Patty.\Don't shoot, please... response:	Fork over your money.
context: There's no way a Shinigami like you would understand...\Sis, that kid...\Yeah, you're right, Patty...\She's like us...\She's the same as we used to be...\Patty.\Don't shoot, please...\Fork over your money. response:	Leave the bag and beat it, fool!
context: Sis, that kid...\Yeah, you're right, Patty...\She's like us...\She's the same as we used to be...\Patty.\Don't shoot, please...\Fork over your money.\Leave the bag and beat it, fool! response:	I'm gonna kill you.
context: Yeah, you're right, Patty...\She's like us...\She's the same as we used to be...\Patty.\Don't shoot, please...\Fork over your money.\Leave the bag and beat it, fool!\I'm gonna kill you. response:	Being born as weapons... holding that power...
context: She's like us...\She's the same as we used to be...\Patty.\Don't shoot, please...\Fork over your money.\Leave the bag and beat it, fool!\I'm gonna kill you.\Being born as weapons... holding that power... response:	Livin' it up and spoiling ourselves at the town's expense...
context: She's the same as we used to be...\Patty.\Don't shoot, please...\Fork over your money.\Leave the bag and beat it, fool!\I'm gonna kill you.\Being born as weapons... holding that power...\Livin' it up and spoiling ourselves at the town's expense... response:	No one tried to understand us.
context: Patty.\Don't shoot, please...\Fork over your money.\Leave the bag and beat it, fool!\I'm gonna kill you.\Being born as weapons... holding that power...\Livin' it up and spoiling ourselves at the town's expense...\No one tried to understand us. response:	No, no. That's not it...
context: Don't shoot, please...\Fork over your money.\Leave the bag and beat it, fool!\I'm gonna kill you.\Being born as weapons... holding that power...\Livin' it up and spoiling ourselves at the town's expense...\No one tried to understand us.\No, no. That's not it... response:	What I wanted to ask was, is that kid a boy or a girl?
context: Fork over your money.\Leave the bag and beat it, fool!\I'm gonna kill you.\Being born as weapons... holding that power...\Livin' it up and spoiling ourselves at the town's expense...\No one tried to understand us.\No, no. That's not it...\What I wanted to ask was, is that kid a boy or a girl? response:	Sis, what are you moping about, all by yourself?
context: Leave the bag and beat it, fool!\I'm gonna kill you.\Being born as weapons... holding that power...\Livin' it up and spoiling ourselves at the town's expense...\No one tried to understand us.\No, no. That's not it...\What I wanted to ask was, is that kid a boy or a girl?\Sis, what are you moping about, all by yourself? response:	Was that it?
context: I'm gonna kill you.\Being born as weapons... holding that power...\Livin' it up and spoiling ourselves at the town's expense...\No one tried to understand us.\No, no. That's not it...\What I wanted to ask was, is that kid a boy or a girl?\Sis, what are you moping about, all by yourself?\Was that it? response:	Unforgivable.
context: Being born as weapons... holding that power...\Livin' it up and spoiling ourselves at the town's expense...\No one tried to understand us.\No, no. That's not it...\What I wanted to ask was, is that kid a boy or a girl?\Sis, what are you moping about, all by yourself?\Was that it?\Unforgivable. response:	Nidhogg!
context: Livin' it up and spoiling ourselves at the town's expense...\No one tried to understand us.\No, no. That's not it...\What I wanted to ask was, is that kid a boy or a girl?\Sis, what are you moping about, all by yourself?\Was that it?\Unforgivable.\Nidhogg! response:	What? He was still alive?
context: No one tried to understand us.\No, no. That's not it...\What I wanted to ask was, is that kid a boy or a girl?\Sis, what are you moping about, all by yourself?\Was that it?\Unforgivable.\Nidhogg!\What? He was still alive? response:	This ship and I are one.
context: No, no. That's not it...\What I wanted to ask was, is that kid a boy or a girl?\Sis, what are you moping about, all by yourself?\Was that it?\Unforgivable.\Nidhogg!\What? He was still alive?\This ship and I are one. response:	I can't die while Nidhogg stays afloat!
context: What I wanted to ask was, is that kid a boy or a girl?\Sis, what are you moping about, all by yourself?\Was that it?\Unforgivable.\Nidhogg!\What? He was still alive?\This ship and I are one.\I can't die while Nidhogg stays afloat! response:	You've really got me fired up now...
context: Sis, what are you moping about, all by yourself?\Was that it?\Unforgivable.\Nidhogg!\What? He was still alive?\This ship and I are one.\I can't die while Nidhogg stays afloat!\You've really got me fired up now... response:	Eating all the souls...
context: Was that it?\Unforgivable.\Nidhogg!\What? He was still alive?\This ship and I are one.\I can't die while Nidhogg stays afloat!\You've really got me fired up now...\Eating all the souls... response:	Where're your manners?
context: Unforgivable.\Nidhogg!\What? He was still alive?\This ship and I are one.\I can't die while Nidhogg stays afloat!\You've really got me fired up now...\Eating all the souls...\Where're your manners? response:	Making a commotion on other people's ships...
context: Nidhogg!\What? He was still alive?\This ship and I are one.\I can't die while Nidhogg stays afloat!\You've really got me fired up now...\Eating all the souls...\Where're your manners?\Making a commotion on other people's ships... response:	That's no way to behave!
context: What? He was still alive?\This ship and I are one.\I can't die while Nidhogg stays afloat!\You've really got me fired up now...\Eating all the souls...\Where're your manners?\Making a commotion on other people's ships...\That's no way to behave! response:	I'll blow you to smithereens with these cannons!
context: This ship and I are one.\I can't die while Nidhogg stays afloat!\You've really got me fired up now...\Eating all the souls...\Where're your manners?\Making a commotion on other people's ships...\That's no way to behave!\I'll blow you to smithereens with these cannons! response:	The aim is just right!
context: I can't die while Nidhogg stays afloat!\You've really got me fired up now...\Eating all the souls...\Where're your manners?\Making a commotion on other people's ships...\That's no way to behave!\I'll blow you to smithereens with these cannons!\The aim is just right! response:	The range is just right!
context: You've really got me fired up now...\Eating all the souls...\Where're your manners?\Making a commotion on other people's ships...\That's no way to behave!\I'll blow you to smithereens with these cannons!\The aim is just right!\The range is just right! response:	Alright!
context: Eating all the souls...\Where're your manners?\Making a commotion on other people's ships...\That's no way to behave!\I'll blow you to smithereens with these cannons!\The aim is just right!\The range is just right!\Alright! response:	Fire!
context: Where're your manners?\Making a commotion on other people's ships...\That's no way to behave!\I'll blow you to smithereens with these cannons!\The aim is just right!\The range is just right!\Alright!\Fire! response:	What?
context: Making a commotion on other people's ships...\That's no way to behave!\I'll blow you to smithereens with these cannons!\The aim is just right!\The range is just right!\Alright!\Fire!\What? response:	Persistent bastard.
context: That's no way to behave!\I'll blow you to smithereens with these cannons!\The aim is just right!\The range is just right!\Alright!\Fire!\What?\Persistent bastard. response:	What the...?
context: I'll blow you to smithereens with these cannons!\The aim is just right!\The range is just right!\Alright!\Fire!\What?\Persistent bastard.\What the...? response:	The Devil Sword's wavelength is expanding.
context: The aim is just right!\The range is just right!\Alright!\Fire!\What?\Persistent bastard.\What the...?\The Devil Sword's wavelength is expanding. response:	I hate you all...
context: The range is just right!\Alright!\Fire!\What?\Persistent bastard.\What the...?\The Devil Sword's wavelength is expanding.\I hate you all... response:	Detest, abhor...
context: Alright!\Fire!\What?\Persistent bastard.\What the...?\The Devil Sword's wavelength is expanding.\I hate you all...\Detest, abhor... response:	Detest, abhor...
context: Fire!\What?\Persistent bastard.\What the...?\The Devil Sword's wavelength is expanding.\I hate you all...\Detest, abhor...\Detest, abhor... response:	People who can't even live...
context: What?\Persistent bastard.\What the...?\The Devil Sword's wavelength is expanding.\I hate you all...\Detest, abhor...\Detest, abhor...\People who can't even live... response:	Screech... Alpha!
context: Persistent bastard.\What the...?\The Devil Sword's wavelength is expanding.\I hate you all...\Detest, abhor...\Detest, abhor...\People who can't even live...\Screech... Alpha! response:	Screech... Alpha!
context: What the...?\The Devil Sword's wavelength is expanding.\I hate you all...\Detest, abhor...\Detest, abhor...\People who can't even live...\Screech... Alpha!\Screech... Alpha! response:	Split into two...
context: The Devil Sword's wavelength is expanding.\I hate you all...\Detest, abhor...\Detest, abhor...\People who can't even live...\Screech... Alpha!\Screech... Alpha!\Split into two... response:	What destructive power!
context: I hate you all...\Detest, abhor...\Detest, abhor...\People who can't even live...\Screech... Alpha!\Screech... Alpha!\Split into two...\What destructive power! response:	This ship is done for.
context: Detest, abhor...\Detest, abhor...\People who can't even live...\Screech... Alpha!\Screech... Alpha!\Split into two...\What destructive power!\This ship is done for. response:	Oi, Kid! The Devil Sword...
context: Detest, abhor...\People who can't even live...\Screech... Alpha!\Screech... Alpha!\Split into two...\What destructive power!\This ship is done for.\Oi, Kid! The Devil Sword... response:	What?
context: People who can't even live...\Screech... Alpha!\Screech... Alpha!\Split into two...\What destructive power!\This ship is done for.\Oi, Kid! The Devil Sword...\What? response:	Goodbye, Shinigami-kun.
context: Screech... Alpha!\Screech... Alpha!\Split into two...\What destructive power!\This ship is done for.\Oi, Kid! The Devil Sword...\What?\Goodbye, Shinigami-kun. response:	Why you, I'm not letting you get away!
context: Screech... Alpha!\Split into two...\What destructive power!\This ship is done for.\Oi, Kid! The Devil Sword...\What?\Goodbye, Shinigami-kun.\Why you, I'm not letting you get away! response:	Beelzebub!
context: Split into two...\What destructive power!\This ship is done for.\Oi, Kid! The Devil Sword...\What?\Goodbye, Shinigami-kun.\Why you, I'm not letting you get away!\Beelzebub! response:	I will stop the Kishin!
context: What destructive power!\This ship is done for.\Oi, Kid! The Devil Sword...\What?\Goodbye, Shinigami-kun.\Why you, I'm not letting you get away!\Beelzebub!\I will stop the Kishin! response:	The Kishin-sama that's right next to you.
context: This ship is done for.\Oi, Kid! The Devil Sword...\What?\Goodbye, Shinigami-kun.\Why you, I'm not letting you get away!\Beelzebub!\I will stop the Kishin!\The Kishin-sama that's right next to you. response:	For that person's sake.
context: Oi, Kid! The Devil Sword...\What?\Goodbye, Shinigami-kun.\Why you, I'm not letting you get away!\Beelzebub!\I will stop the Kishin!\The Kishin-sama that's right next to you.\For that person's sake. response:	What's going on?
context: What?\Goodbye, Shinigami-kun.\Why you, I'm not letting you get away!\Beelzebub!\I will stop the Kishin!\The Kishin-sama that's right next to you.\For that person's sake.\What's going on? response:	Is Shibusen hiding something?
context: Goodbye, Shinigami-kun.\Why you, I'm not letting you get away!\Beelzebub!\I will stop the Kishin!\The Kishin-sama that's right next to you.\For that person's sake.\What's going on?\Is Shibusen hiding something? response:	Goddamn, Chrona!
context: Why you, I'm not letting you get away!\Beelzebub!\I will stop the Kishin!\The Kishin-sama that's right next to you.\For that person's sake.\What's going on?\Is Shibusen hiding something?\Goddamn, Chrona! response:	If you get yourself caught there's no dinner for you tonight!
context: Beelzebub!\I will stop the Kishin!\The Kishin-sama that's right next to you.\For that person's sake.\What's going on?\Is Shibusen hiding something?\Goddamn, Chrona!\If you get yourself caught there's no dinner for you tonight! response:	Don't!
context: I will stop the Kishin!\The Kishin-sama that's right next to you.\For that person's sake.\What's going on?\Is Shibusen hiding something?\Goddamn, Chrona!\If you get yourself caught there's no dinner for you tonight!\Don't! response:	If I get any thinner I won't have any fat at all!
context: The Kishin-sama that's right next to you.\For that person's sake.\What's going on?\Is Shibusen hiding something?\Goddamn, Chrona!\If you get yourself caught there's no dinner for you tonight!\Don't!\If I get any thinner I won't have any fat at all! response:	You're not getting away!
context: For that person's sake.\What's going on?\Is Shibusen hiding something?\Goddamn, Chrona!\If you get yourself caught there's no dinner for you tonight!\Don't!\If I get any thinner I won't have any fat at all!\You're not getting away! response:	Crap!
context: What's going on?\Is Shibusen hiding something?\Goddamn, Chrona!\If you get yourself caught there's no dinner for you tonight!\Don't!\If I get any thinner I won't have any fat at all!\You're not getting away!\Crap! response:	The fog is clearing.
context: Is Shibusen hiding something?\Goddamn, Chrona!\If you get yourself caught there's no dinner for you tonight!\Don't!\If I get any thinner I won't have any fat at all!\You're not getting away!\Crap!\The fog is clearing. response:	It seems the ghost ship was responsible for the fog.
context: Goddamn, Chrona!\If you get yourself caught there's no dinner for you tonight!\Don't!\If I get any thinner I won't have any fat at all!\You're not getting away!\Crap!\The fog is clearing.\It seems the ghost ship was responsible for the fog. response:	What are you being so carefree for?
context: If you get yourself caught there's no dinner for you tonight!\Don't!\If I get any thinner I won't have any fat at all!\You're not getting away!\Crap!\The fog is clearing.\It seems the ghost ship was responsible for the fog.\What are you being so carefree for? response:	What's wrong, Kid?
context: Don't!\If I get any thinner I won't have any fat at all!\You're not getting away!\Crap!\The fog is clearing.\It seems the ghost ship was responsible for the fog.\What are you being so carefree for?\What's wrong, Kid? response:	Why are we stopping?
context: If I get any thinner I won't have any fat at all!\You're not getting away!\Crap!\The fog is clearing.\It seems the ghost ship was responsible for the fog.\What are you being so carefree for?\What's wrong, Kid?\Why are we stopping? response:	Are we going to stop chasing?
context: You're not getting away!\Crap!\The fog is clearing.\It seems the ghost ship was responsible for the fog.\What are you being so carefree for?\What's wrong, Kid?\Why are we stopping?\Are we going to stop chasing? response:	Look! Liz, Patty.
context: Crap!\The fog is clearing.\It seems the ghost ship was responsible for the fog.\What are you being so carefree for?\What's wrong, Kid?\Why are we stopping?\Are we going to stop chasing?\Look! Liz, Patty. response:	The clouds are drifting to the sun.
context: The fog is clearing.\It seems the ghost ship was responsible for the fog.\What are you being so carefree for?\What's wrong, Kid?\Why are we stopping?\Are we going to stop chasing?\Look! Liz, Patty.\The clouds are drifting to the sun. response:	They flow beautifully...
context: It seems the ghost ship was responsible for the fog.\What are you being so carefree for?\What's wrong, Kid?\Why are we stopping?\Are we going to stop chasing?\Look! Liz, Patty.\The clouds are drifting to the sun.\They flow beautifully... response:	The world is becoming symmetrical!
context: What are you being so carefree for?\What's wrong, Kid?\Why are we stopping?\Are we going to stop chasing?\Look! Liz, Patty.\The clouds are drifting to the sun.\They flow beautifully...\The world is becoming symmetrical! response:	It can't be...
context: What's wrong, Kid?\Why are we stopping?\Are we going to stop chasing?\Look! Liz, Patty.\The clouds are drifting to the sun.\They flow beautifully...\The world is becoming symmetrical!\It can't be... response:	You...
context: Why are we stopping?\Are we going to stop chasing?\Look! Liz, Patty.\The clouds are drifting to the sun.\They flow beautifully...\The world is becoming symmetrical!\It can't be...\You... response:	It's flying, right? Naturally...
context: Are we going to stop chasing?\Look! Liz, Patty.\The clouds are drifting to the sun.\They flow beautifully...\The world is becoming symmetrical!\It can't be...\You...\It's flying, right? Naturally... response:	The world's heart!
context: Look! Liz, Patty.\The clouds are drifting to the sun.\They flow beautifully...\The world is becoming symmetrical!\It can't be...\You...\It's flying, right? Naturally...\The world's heart! response:	Ah! Marvelous!
context: The clouds are drifting to the sun.\They flow beautifully...\The world is becoming symmetrical!\It can't be...\You...\It's flying, right? Naturally...\The world's heart!\Ah! Marvelous! response:	It's so marvelous!!
context: They flow beautifully...\The world is becoming symmetrical!\It can't be...\You...\It's flying, right? Naturally...\The world's heart!\Ah! Marvelous!\It's so marvelous!! response:	The sun is!!
context: The world is becoming symmetrical!\It can't be...\You...\It's flying, right? Naturally...\The world's heart!\Ah! Marvelous!\It's so marvelous!!\The sun is!! response:	Oi, Kid!
context: It can't be...\You...\It's flying, right? Naturally...\The world's heart!\Ah! Marvelous!\It's so marvelous!!\The sun is!!\Oi, Kid! response:	What about the Devil Sword?
context: You...\It's flying, right? Naturally...\The world's heart!\Ah! Marvelous!\It's so marvelous!!\The sun is!!\Oi, Kid!\What about the Devil Sword? response:	Damn you, Devil Sword!
context: It's flying, right? Naturally...\The world's heart!\Ah! Marvelous!\It's so marvelous!!\The sun is!!\Oi, Kid!\What about the Devil Sword?\Damn you, Devil Sword! response:	You got away?
context: The world's heart!\Ah! Marvelous!\It's so marvelous!!\The sun is!!\Oi, Kid!\What about the Devil Sword?\Damn you, Devil Sword!\You got away? response:	You weren't even chasing it!
context: Ah! Marvelous!\It's so marvelous!!\The sun is!!\Oi, Kid!\What about the Devil Sword?\Damn you, Devil Sword!\You got away?\You weren't even chasing it! response:	Can't you comprehend this how magnificent this is?
context: It's so marvelous!!\The sun is!!\Oi, Kid!\What about the Devil Sword?\Damn you, Devil Sword!\You got away?\You weren't even chasing it!\Can't you comprehend this how magnificent this is? response:	Sorry, but it's not that splendid.
context: The sun is!!\Oi, Kid!\What about the Devil Sword?\Damn you, Devil Sword!\You got away?\You weren't even chasing it!\Can't you comprehend this how magnificent this is?\Sorry, but it's not that splendid. response:	The souls for Kishin-sama were all taken...
context: Oi, Kid!\What about the Devil Sword?\Damn you, Devil Sword!\You got away?\You weren't even chasing it!\Can't you comprehend this how magnificent this is?\Sorry, but it's not that splendid.\The souls for Kishin-sama were all taken... response:	I'll have to start from scratch again.
context: What about the Devil Sword?\Damn you, Devil Sword!\You got away?\You weren't even chasing it!\Can't you comprehend this how magnificent this is?\Sorry, but it's not that splendid.\The souls for Kishin-sama were all taken...\I'll have to start from scratch again. response:	Kishin-sama...
context: Damn you, Devil Sword!\You got away?\You weren't even chasing it!\Can't you comprehend this how magnificent this is?\Sorry, but it's not that splendid.\The souls for Kishin-sama were all taken...\I'll have to start from scratch again.\Kishin-sama... response:	I'm no bright cheerful boat!
context: You got away?\You weren't even chasing it!\Can't you comprehend this how magnificent this is?\Sorry, but it's not that splendid.\The souls for Kishin-sama were all taken...\I'll have to start from scratch again.\Kishin-sama...\I'm no bright cheerful boat! response:	The resonance of souls!
context: You weren't even chasing it!\Can't you comprehend this how magnificent this is?\Sorry, but it's not that splendid.\The souls for Kishin-sama were all taken...\I'll have to start from scratch again.\Kishin-sama...\I'm no bright cheerful boat!\The resonance of souls! response:	The resonance of souls!
context: Can't you comprehend this how magnificent this is?\Sorry, but it's not that splendid.\The souls for Kishin-sama were all taken...\I'll have to start from scratch again.\Kishin-sama...\I'm no bright cheerful boat!\The resonance of souls!\The resonance of souls! response:	Sorryyy!
