context: August response:	September
context: For some reason...\Since I came to this island, there are times when I really want to write calligraphy.\I feel something well up,\and my hands tremble.\If I only had that hand-trembling feeling now...\Maybe taking a bath will help my mood.\Tepid\Off response:	Hot Water Press Turn Shower
context: Since I came to this island, there are times when I really want to write calligraphy.\I feel something well up,\and my hands tremble.\If I only had that hand-trembling feeling now...\Maybe taking a bath will help my mood.\Tepid\Off\Hot Water Press Turn Shower response:	Huh?
context: I feel something well up,\and my hands tremble.\If I only had that hand-trembling feeling now...\Maybe taking a bath will help my mood.\Tepid\Off\Hot Water Press Turn Shower\Huh? response:	It's not catching.
context: and my hands tremble.\If I only had that hand-trembling feeling now...\Maybe taking a bath will help my mood.\Tepid\Off\Hot Water Press Turn Shower\Huh?\It's not catching. response:	Hot Water Shower
context: If I only had that hand-trembling feeling now...\Maybe taking a bath will help my mood.\Tepid\Off\Hot Water Press Turn Shower\Huh?\It's not catching.\Hot Water Shower response:	Off
context: Maybe taking a bath will help my mood.\Tepid\Off\Hot Water Press Turn Shower\Huh?\It's not catching.\Hot Water Shower\Off response:	Press Turn
context: Tepid\Off\Hot Water Press Turn Shower\Huh?\It's not catching.\Hot Water Shower\Off\Press Turn response:	Reheat Do Not Heat Empty Tub
context: Off\Hot Water Press Turn Shower\Huh?\It's not catching.\Hot Water Shower\Off\Press Turn\Reheat Do Not Heat Empty Tub response:	It won't light?
context: Hot Water Press Turn Shower\Huh?\It's not catching.\Hot Water Shower\Off\Press Turn\Reheat Do Not Heat Empty Tub\It won't light? response:	That can't be right!
context: Huh?\It's not catching.\Hot Water Shower\Off\Press Turn\Reheat Do Not Heat Empty Tub\It won't light?\That can't be right! response:	Hot Water Shower
context: It's not catching.\Hot Water Shower\Off\Press Turn\Reheat Do Not Heat Empty Tub\It won't light?\That can't be right!\Hot Water Shower response:	Off
context: Hot Water Shower\Off\Press Turn\Reheat Do Not Heat Empty Tub\It won't light?\That can't be right!\Hot Water Shower\Off response:	Press Turn
context: Off\Press Turn\Reheat Do Not Heat Empty Tub\It won't light?\That can't be right!\Hot Water Shower\Off\Press Turn response:	Reheat Do Not Heat Empty Tub
context: Press Turn\Reheat Do Not Heat Empty Tub\It won't light?\That can't be right!\Hot Water Shower\Off\Press Turn\Reheat Do Not Heat Empty Tub response:	No!
context: Reheat Do Not Heat Empty Tub\It won't light?\That can't be right!\Hot Water Shower\Off\Press Turn\Reheat Do Not Heat Empty Tub\No! response:	Why?!
context: It won't light?\That can't be right!\Hot Water Shower\Off\Press Turn\Reheat Do Not Heat Empty Tub\No!\Why?! response:	You're kidding!
context: That can't be right!\Hot Water Shower\Off\Press Turn\Reheat Do Not Heat Empty Tub\No!\Why?!\You're kidding! response:	Barakamon
context: Hot Water Shower\Off\Press Turn\Reheat Do Not Heat Empty Tub\No!\Why?!\You're kidding!\Barakamon response:	Okega Makucchi Shita
context: Off\Press Turn\Reheat Do Not Heat Empty Tub\No!\Why?!\You're kidding!\Barakamon\Okega Makucchi Shita response:	Translation: Almost Got Badly Hurt
context: Press Turn\Reheat Do Not Heat Empty Tub\No!\Why?!\You're kidding!\Barakamon\Okega Makucchi Shita\Translation: Almost Got Badly Hurt response:	It's broken.
context: Reheat Do Not Heat Empty Tub\No!\Why?!\You're kidding!\Barakamon\Okega Makucchi Shita\Translation: Almost Got Badly Hurt\It's broken. response:	How long before someone can come to repair it?
context: No!\Why?!\You're kidding!\Barakamon\Okega Makucchi Shita\Translation: Almost Got Badly Hurt\It's broken.\How long before someone can come to repair it? response:	Let's see...
context: Why?!\You're kidding!\Barakamon\Okega Makucchi Shita\Translation: Almost Got Badly Hurt\It's broken.\How long before someone can come to repair it?\Let's see... response:	Generally a week.
context: You're kidding!\Barakamon\Okega Makucchi Shita\Translation: Almost Got Badly Hurt\It's broken.\How long before someone can come to repair it?\Let's see...\Generally a week. response:	I was afraid of that...
context: Barakamon\Okega Makucchi Shita\Translation: Almost Got Badly Hurt\It's broken.\How long before someone can come to repair it?\Let's see...\Generally a week.\I was afraid of that... response:	I know!
context: Okega Makucchi Shita\Translation: Almost Got Badly Hurt\It's broken.\How long before someone can come to repair it?\Let's see...\Generally a week.\I was afraid of that...\I know! response:	For this occasion, wanna try going all-out?
context: Translation: Almost Got Badly Hurt\It's broken.\How long before someone can come to repair it?\Let's see...\Generally a week.\I was afraid of that...\I know!\For this occasion, wanna try going all-out? response:	Ta-da!
context: It's broken.\How long before someone can come to repair it?\Let's see...\Generally a week.\I was afraid of that...\I know!\For this occasion, wanna try going all-out?\Ta-da! response:	It's a bath heater!
context: How long before someone can come to repair it?\Let's see...\Generally a week.\I was afraid of that...\I know!\For this occasion, wanna try going all-out?\Ta-da!\It's a bath heater! response:	Burn wood in here, and it'll heat up the bath.
context: Let's see...\Generally a week.\I was afraid of that...\I know!\For this occasion, wanna try going all-out?\Ta-da!\It's a bath heater!\Burn wood in here, and it'll heat up the bath. response:	Is this thing really usable?
context: Generally a week.\I was afraid of that...\I know!\For this occasion, wanna try going all-out?\Ta-da!\It's a bath heater!\Burn wood in here, and it'll heat up the bath.\Is this thing really usable? response:	You'll be fine!
context: I was afraid of that...\I know!\For this occasion, wanna try going all-out?\Ta-da!\It's a bath heater!\Burn wood in here, and it'll heat up the bath.\Is this thing really usable?\You'll be fine! response:	My house has a wood-heated bath, too. They're great!
context: I know!\For this occasion, wanna try going all-out?\Ta-da!\It's a bath heater!\Burn wood in here, and it'll heat up the bath.\Is this thing really usable?\You'll be fine!\My house has a wood-heated bath, too. They're great! response:	Uh, but, but but...
context: For this occasion, wanna try going all-out?\Ta-da!\It's a bath heater!\Burn wood in here, and it'll heat up the bath.\Is this thing really usable?\You'll be fine!\My house has a wood-heated bath, too. They're great!\Uh, but, but but... response:	What about firewood?
context: Ta-da!\It's a bath heater!\Burn wood in here, and it'll heat up the bath.\Is this thing really usable?\You'll be fine!\My house has a wood-heated bath, too. They're great!\Uh, but, but but...\What about firewood? response:	I don't have any.
context: It's a bath heater!\Burn wood in here, and it'll heat up the bath.\Is this thing really usable?\You'll be fine!\My house has a wood-heated bath, too. They're great!\Uh, but, but but...\What about firewood?\I don't have any. response:	There're hills near your house. You're all set!
context: Burn wood in here, and it'll heat up the bath.\Is this thing really usable?\You'll be fine!\My house has a wood-heated bath, too. They're great!\Uh, but, but but...\What about firewood?\I don't have any.\There're hills near your house. You're all set! response:	You need dry twigs for it to burn.
context: Is this thing really usable?\You'll be fine!\My house has a wood-heated bath, too. They're great!\Uh, but, but but...\What about firewood?\I don't have any.\There're hills near your house. You're all set!\You need dry twigs for it to burn. response:	It's no use.
context: You'll be fine!\My house has a wood-heated bath, too. They're great!\Uh, but, but but...\What about firewood?\I don't have any.\There're hills near your house. You're all set!\You need dry twigs for it to burn.\It's no use. response:	He's already in gung-ho mode.
context: My house has a wood-heated bath, too. They're great!\Uh, but, but but...\What about firewood?\I don't have any.\There're hills near your house. You're all set!\You need dry twigs for it to burn.\It's no use.\He's already in gung-ho mode. response:	I can't say it's too much trouble!
context: Uh, but, but but...\What about firewood?\I don't have any.\There're hills near your house. You're all set!\You need dry twigs for it to burn.\It's no use.\He's already in gung-ho mode.\I can't say it's too much trouble! response:	There's more that way!
context: What about firewood?\I don't have any.\There're hills near your house. You're all set!\You need dry twigs for it to burn.\It's no use.\He's already in gung-ho mode.\I can't say it's too much trouble!\There's more that way! response:	I have to do this for a week?
context: I don't have any.\There're hills near your house. You're all set!\You need dry twigs for it to burn.\It's no use.\He's already in gung-ho mode.\I can't say it's too much trouble!\There's more that way!\I have to do this for a week? response:	Gross!
context: There're hills near your house. You're all set!\You need dry twigs for it to burn.\It's no use.\He's already in gung-ho mode.\I can't say it's too much trouble!\There's more that way!\I have to do this for a week?\Gross! response:	You...
context: You need dry twigs for it to burn.\It's no use.\He's already in gung-ho mode.\I can't say it's too much trouble!\There's more that way!\I have to do this for a week?\Gross!\You... response:	I'm sorry, Village Chief!
context: It's no use.\He's already in gung-ho mode.\I can't say it's too much trouble!\There's more that way!\I have to do this for a week?\Gross!\You...\I'm sorry, Village Chief! response:	That should be enough kindling.
context: He's already in gung-ho mode.\I can't say it's too much trouble!\There's more that way!\I have to do this for a week?\Gross!\You...\I'm sorry, Village Chief!\That should be enough kindling. response:	Sensei, you ought to find yourself a wife to manage the fire.
context: I can't say it's too much trouble!\There's more that way!\I have to do this for a week?\Gross!\You...\I'm sorry, Village Chief!\That should be enough kindling.\Sensei, you ought to find yourself a wife to manage the fire. response:	I'd like a gas-heated bath more than a wife.
context: There's more that way!\I have to do this for a week?\Gross!\You...\I'm sorry, Village Chief!\That should be enough kindling.\Sensei, you ought to find yourself a wife to manage the fire.\I'd like a gas-heated bath more than a wife. response:	You're twenty-three years old.
context: I have to do this for a week?\Gross!\You...\I'm sorry, Village Chief!\That should be enough kindling.\Sensei, you ought to find yourself a wife to manage the fire.\I'd like a gas-heated bath more than a wife.\You're twenty-three years old. response:	Don't you have a girlfriend with plans to marry?
context: Gross!\You...\I'm sorry, Village Chief!\That should be enough kindling.\Sensei, you ought to find yourself a wife to manage the fire.\I'd like a gas-heated bath more than a wife.\You're twenty-three years old.\Don't you have a girlfriend with plans to marry? response:	No, nobody like that.
context: You...\I'm sorry, Village Chief!\That should be enough kindling.\Sensei, you ought to find yourself a wife to manage the fire.\I'd like a gas-heated bath more than a wife.\You're twenty-three years old.\Don't you have a girlfriend with plans to marry?\No, nobody like that. response:	Oh, come now!
context: I'm sorry, Village Chief!\That should be enough kindling.\Sensei, you ought to find yourself a wife to manage the fire.\I'd like a gas-heated bath more than a wife.\You're twenty-three years old.\Don't you have a girlfriend with plans to marry?\No, nobody like that.\Oh, come now! response:	I've spent my whole life just writing calligraphy.
context: That should be enough kindling.\Sensei, you ought to find yourself a wife to manage the fire.\I'd like a gas-heated bath more than a wife.\You're twenty-three years old.\Don't you have a girlfriend with plans to marry?\No, nobody like that.\Oh, come now!\I've spent my whole life just writing calligraphy. response:	I guess you could say...
context: Sensei, you ought to find yourself a wife to manage the fire.\I'd like a gas-heated bath more than a wife.\You're twenty-three years old.\Don't you have a girlfriend with plans to marry?\No, nobody like that.\Oh, come now!\I've spent my whole life just writing calligraphy.\I guess you could say... response:	I'm the type who ends up dying alone.
context: I'd like a gas-heated bath more than a wife.\You're twenty-three years old.\Don't you have a girlfriend with plans to marry?\No, nobody like that.\Oh, come now!\I've spent my whole life just writing calligraphy.\I guess you could say...\I'm the type who ends up dying alone. response:	He's not disagreeing with me...
context: You're twenty-three years old.\Don't you have a girlfriend with plans to marry?\No, nobody like that.\Oh, come now!\I've spent my whole life just writing calligraphy.\I guess you could say...\I'm the type who ends up dying alone.\He's not disagreeing with me... response:	Okay, you can handle the rest.
context: Don't you have a girlfriend with plans to marry?\No, nobody like that.\Oh, come now!\I've spent my whole life just writing calligraphy.\I guess you could say...\I'm the type who ends up dying alone.\He's not disagreeing with me...\Okay, you can handle the rest. response:	Say, Miwa-chan.
context: No, nobody like that.\Oh, come now!\I've spent my whole life just writing calligraphy.\I guess you could say...\I'm the type who ends up dying alone.\He's not disagreeing with me...\Okay, you can handle the rest.\Say, Miwa-chan. response:	Isn't that smoke coming from Sensei's house?
context: Oh, come now!\I've spent my whole life just writing calligraphy.\I guess you could say...\I'm the type who ends up dying alone.\He's not disagreeing with me...\Okay, you can handle the rest.\Say, Miwa-chan.\Isn't that smoke coming from Sensei's house? response:	You're right.
context: I've spent my whole life just writing calligraphy.\I guess you could say...\I'm the type who ends up dying alone.\He's not disagreeing with me...\Okay, you can handle the rest.\Say, Miwa-chan.\Isn't that smoke coming from Sensei's house?\You're right. response:	Is he cooking over a fire?
context: I guess you could say...\I'm the type who ends up dying alone.\He's not disagreeing with me...\Okay, you can handle the rest.\Say, Miwa-chan.\Isn't that smoke coming from Sensei's house?\You're right.\Is he cooking over a fire? response:	Would Sensei do that sorta thing?
context: I'm the type who ends up dying alone.\He's not disagreeing with me...\Okay, you can handle the rest.\Say, Miwa-chan.\Isn't that smoke coming from Sensei's house?\You're right.\Is he cooking over a fire?\Would Sensei do that sorta thing? response:	It must be...
context: He's not disagreeing with me...\Okay, you can handle the rest.\Say, Miwa-chan.\Isn't that smoke coming from Sensei's house?\You're right.\Is he cooking over a fire?\Would Sensei do that sorta thing?\It must be... response:	Fire!
context: Okay, you can handle the rest.\Say, Miwa-chan.\Isn't that smoke coming from Sensei's house?\You're right.\Is he cooking over a fire?\Would Sensei do that sorta thing?\It must be...\Fire! response:	It's a bath.
context: Say, Miwa-chan.\Isn't that smoke coming from Sensei's house?\You're right.\Is he cooking over a fire?\Would Sensei do that sorta thing?\It must be...\Fire!\It's a bath. response:	That's it?
context: Isn't that smoke coming from Sensei's house?\You're right.\Is he cooking over a fire?\Would Sensei do that sorta thing?\It must be...\Fire!\It's a bath.\That's it? response:	Don't go scarin' people, Sensei.
context: You're right.\Is he cooking over a fire?\Would Sensei do that sorta thing?\It must be...\Fire!\It's a bath.\That's it?\Don't go scarin' people, Sensei. response:	But if it's a bath, relax.
context: Is he cooking over a fire?\Would Sensei do that sorta thing?\It must be...\Fire!\It's a bath.\That's it?\Don't go scarin' people, Sensei.\But if it's a bath, relax. response:	I can do that.
context: Would Sensei do that sorta thing?\It must be...\Fire!\It's a bath.\That's it?\Don't go scarin' people, Sensei.\But if it's a bath, relax.\I can do that. response:	You know how to do this?
context: It must be...\Fire!\It's a bath.\That's it?\Don't go scarin' people, Sensei.\But if it's a bath, relax.\I can do that.\You know how to do this? response:	Yep!
context: Fire!\It's a bath.\That's it?\Don't go scarin' people, Sensei.\But if it's a bath, relax.\I can do that.\You know how to do this?\Yep! response:	Whenever Grampa takes a bath,
context: It's a bath.\That's it?\Don't go scarin' people, Sensei.\But if it's a bath, relax.\I can do that.\You know how to do this?\Yep!\Whenever Grampa takes a bath, response:	Enjoying your bath, sir?
context: That's it?\Don't go scarin' people, Sensei.\But if it's a bath, relax.\I can do that.\You know how to do this?\Yep!\Whenever Grampa takes a bath,\Enjoying your bath, sir? response:	I always tend the fire.
context: Don't go scarin' people, Sensei.\But if it's a bath, relax.\I can do that.\You know how to do this?\Yep!\Whenever Grampa takes a bath,\Enjoying your bath, sir?\I always tend the fire. response:	Yep! But put it out if it gets too big.
context: But if it's a bath, relax.\I can do that.\You know how to do this?\Yep!\Whenever Grampa takes a bath,\Enjoying your bath, sir?\I always tend the fire.\Yep! But put it out if it gets too big. response:	Are you sure you'll be all right?
context: I can do that.\You know how to do this?\Yep!\Whenever Grampa takes a bath,\Enjoying your bath, sir?\I always tend the fire.\Yep! But put it out if it gets too big.\Are you sure you'll be all right? response:	Leave it to me! I'm used to it!
context: You know how to do this?\Yep!\Whenever Grampa takes a bath,\Enjoying your bath, sir?\I always tend the fire.\Yep! But put it out if it gets too big.\Are you sure you'll be all right?\Leave it to me! I'm used to it! response:	Getting it ready was tough,
context: Yep!\Whenever Grampa takes a bath,\Enjoying your bath, sir?\I always tend the fire.\Yep! But put it out if it gets too big.\Are you sure you'll be all right?\Leave it to me! I'm used to it!\Getting it ready was tough, response:	but it's kind of exciting, like I'm visiting a hot spring.
context: Whenever Grampa takes a bath,\Enjoying your bath, sir?\I always tend the fire.\Yep! But put it out if it gets too big.\Are you sure you'll be all right?\Leave it to me! I'm used to it!\Getting it ready was tough,\but it's kind of exciting, like I'm visiting a hot spring. response:	Hot!
context: Enjoying your bath, sir?\I always tend the fire.\Yep! But put it out if it gets too big.\Are you sure you'll be all right?\Leave it to me! I'm used to it!\Getting it ready was tough,\but it's kind of exciting, like I'm visiting a hot spring.\Hot! response:	Sensei, is it too hot?!
context: I always tend the fire.\Yep! But put it out if it gets too big.\Are you sure you'll be all right?\Leave it to me! I'm used to it!\Getting it ready was tough,\but it's kind of exciting, like I'm visiting a hot spring.\Hot!\Sensei, is it too hot?! response:	No, it's fine.
context: Yep! But put it out if it gets too big.\Are you sure you'll be all right?\Leave it to me! I'm used to it!\Getting it ready was tough,\but it's kind of exciting, like I'm visiting a hot spring.\Hot!\Sensei, is it too hot?!\No, it's fine. response:	Thank goodness...
context: Are you sure you'll be all right?\Leave it to me! I'm used to it!\Getting it ready was tough,\but it's kind of exciting, like I'm visiting a hot spring.\Hot!\Sensei, is it too hot?!\No, it's fine.\Thank goodness... response:	Ahh, I've come back to life...
context: Leave it to me! I'm used to it!\Getting it ready was tough,\but it's kind of exciting, like I'm visiting a hot spring.\Hot!\Sensei, is it too hot?!\No, it's fine.\Thank goodness...\Ahh, I've come back to life... response:	It's permeating right to the bone.
context: Getting it ready was tough,\but it's kind of exciting, like I'm visiting a hot spring.\Hot!\Sensei, is it too hot?!\No, it's fine.\Thank goodness...\Ahh, I've come back to life...\It's permeating right to the bone. response:	I can see why the village chief is into this.
context: but it's kind of exciting, like I'm visiting a hot spring.\Hot!\Sensei, is it too hot?!\No, it's fine.\Thank goodness...\Ahh, I've come back to life...\It's permeating right to the bone.\I can see why the village chief is into this. response:	It's like a reward for the effort.
context: Hot!\Sensei, is it too hot?!\No, it's fine.\Thank goodness...\Ahh, I've come back to life...\It's permeating right to the bone.\I can see why the village chief is into this.\It's like a reward for the effort. response:	Sensei, there's trouble!
context: Sensei, is it too hot?!\No, it's fine.\Thank goodness...\Ahh, I've come back to life...\It's permeating right to the bone.\I can see why the village chief is into this.\It's like a reward for the effort.\Sensei, there's trouble! response:	What's wrong?!
context: No, it's fine.\Thank goodness...\Ahh, I've come back to life...\It's permeating right to the bone.\I can see why the village chief is into this.\It's like a reward for the effort.\Sensei, there's trouble!\What's wrong?! response:	Oops!
context: Thank goodness...\Ahh, I've come back to life...\It's permeating right to the bone.\I can see why the village chief is into this.\It's like a reward for the effort.\Sensei, there's trouble!\What's wrong?!\Oops! response:	Naru!
context: Ahh, I've come back to life...\It's permeating right to the bone.\I can see why the village chief is into this.\It's like a reward for the effort.\Sensei, there's trouble!\What's wrong?!\Oops!\Naru! response:	Why are they here?!
context: It's permeating right to the bone.\I can see why the village chief is into this.\It's like a reward for the effort.\Sensei, there's trouble!\What's wrong?!\Oops!\Naru!\Why are they here?! response:	They thought there was a fire.
context: I can see why the village chief is into this.\It's like a reward for the effort.\Sensei, there's trouble!\What's wrong?!\Oops!\Naru!\Why are they here?!\They thought there was a fire. response:	A kid tendin' the fire while you have a nice bath?
context: It's like a reward for the effort.\Sensei, there's trouble!\What's wrong?!\Oops!\Naru!\Why are they here?!\They thought there was a fire.\A kid tendin' the fire while you have a nice bath? response:	As punishment, we'll see you naked!
context: Sensei, there's trouble!\What's wrong?!\Oops!\Naru!\Why are they here?!\They thought there was a fire.\A kid tendin' the fire while you have a nice bath?\As punishment, we'll see you naked! response:	I don't get your reasoning!
context: What's wrong?!\Oops!\Naru!\Why are they here?!\They thought there was a fire.\A kid tendin' the fire while you have a nice bath?\As punishment, we'll see you naked!\I don't get your reasoning! response:	Weren't ya really wantin' young girls to see ya?
context: Oops!\Naru!\Why are they here?!\They thought there was a fire.\A kid tendin' the fire while you have a nice bath?\As punishment, we'll see you naked!\I don't get your reasoning!\Weren't ya really wantin' young girls to see ya? response:	Don't talk like I'm an exhibitionist!
context: Naru!\Why are they here?!\They thought there was a fire.\A kid tendin' the fire while you have a nice bath?\As punishment, we'll see you naked!\I don't get your reasoning!\Weren't ya really wantin' young girls to see ya?\Don't talk like I'm an exhibitionist! response:	There's no fire here, so leave!
context: Why are they here?!\They thought there was a fire.\A kid tendin' the fire while you have a nice bath?\As punishment, we'll see you naked!\I don't get your reasoning!\Weren't ya really wantin' young girls to see ya?\Don't talk like I'm an exhibitionist!\There's no fire here, so leave! response:	As always, he can't take a joke.
context: They thought there was a fire.\A kid tendin' the fire while you have a nice bath?\As punishment, we'll see you naked!\I don't get your reasoning!\Weren't ya really wantin' young girls to see ya?\Don't talk like I'm an exhibitionist!\There's no fire here, so leave!\As always, he can't take a joke. response:	What's that camera for?
context: A kid tendin' the fire while you have a nice bath?\As punishment, we'll see you naked!\I don't get your reasoning!\Weren't ya really wantin' young girls to see ya?\Don't talk like I'm an exhibitionist!\There's no fire here, so leave!\As always, he can't take a joke.\What's that camera for? response:	I thought I'd collect reference material for my manga.
context: As punishment, we'll see you naked!\I don't get your reasoning!\Weren't ya really wantin' young girls to see ya?\Don't talk like I'm an exhibitionist!\There's no fire here, so leave!\As always, he can't take a joke.\What's that camera for?\I thought I'd collect reference material for my manga. response:	Reference material...
context: I don't get your reasoning!\Weren't ya really wantin' young girls to see ya?\Don't talk like I'm an exhibitionist!\There's no fire here, so leave!\As always, he can't take a joke.\What's that camera for?\I thought I'd collect reference material for my manga.\Reference material... response:	But ya can't show full nudity, even in manga, right?
context: Weren't ya really wantin' young girls to see ya?\Don't talk like I'm an exhibitionist!\There's no fire here, so leave!\As always, he can't take a joke.\What's that camera for?\I thought I'd collect reference material for my manga.\Reference material...\But ya can't show full nudity, even in manga, right? response:	It'll be fine, if I add a mosaic over the tip.
context: Don't talk like I'm an exhibitionist!\There's no fire here, so leave!\As always, he can't take a joke.\What's that camera for?\I thought I'd collect reference material for my manga.\Reference material...\But ya can't show full nudity, even in manga, right?\It'll be fine, if I add a mosaic over the tip. response:	So long as you can get the idea...
context: There's no fire here, so leave!\As always, he can't take a joke.\What's that camera for?\I thought I'd collect reference material for my manga.\Reference material...\But ya can't show full nudity, even in manga, right?\It'll be fine, if I add a mosaic over the tip.\So long as you can get the idea... response:	I can't relax.
context: As always, he can't take a joke.\What's that camera for?\I thought I'd collect reference material for my manga.\Reference material...\But ya can't show full nudity, even in manga, right?\It'll be fine, if I add a mosaic over the tip.\So long as you can get the idea...\I can't relax. response:	No, it's still no good.
context: What's that camera for?\I thought I'd collect reference material for my manga.\Reference material...\But ya can't show full nudity, even in manga, right?\It'll be fine, if I add a mosaic over the tip.\So long as you can get the idea...\I can't relax.\No, it's still no good. response:	Looks like I can't take a bath during the day.
context: I thought I'd collect reference material for my manga.\Reference material...\But ya can't show full nudity, even in manga, right?\It'll be fine, if I add a mosaic over the tip.\So long as you can get the idea...\I can't relax.\No, it's still no good.\Looks like I can't take a bath during the day. response:	Eh? Why not?
context: Reference material...\But ya can't show full nudity, even in manga, right?\It'll be fine, if I add a mosaic over the tip.\So long as you can get the idea...\I can't relax.\No, it's still no good.\Looks like I can't take a bath during the day.\Eh? Why not? response:	At any rate, for now,
context: But ya can't show full nudity, even in manga, right?\It'll be fine, if I add a mosaic over the tip.\So long as you can get the idea...\I can't relax.\No, it's still no good.\Looks like I can't take a bath during the day.\Eh? Why not?\At any rate, for now, response:	I'll wait until they get bored and leave.
context: It'll be fine, if I add a mosaic over the tip.\So long as you can get the idea...\I can't relax.\No, it's still no good.\Looks like I can't take a bath during the day.\Eh? Why not?\At any rate, for now,\I'll wait until they get bored and leave. response:	It's too hot, idiots!
context: So long as you can get the idea...\I can't relax.\No, it's still no good.\Looks like I can't take a bath during the day.\Eh? Why not?\At any rate, for now,\I'll wait until they get bored and leave.\It's too hot, idiots! response:	Run away!
context: I can't relax.\No, it's still no good.\Looks like I can't take a bath during the day.\Eh? Why not?\At any rate, for now,\I'll wait until they get bored and leave.\It's too hot, idiots!\Run away! response:	Sensei, is it too hot?
context: No, it's still no good.\Looks like I can't take a bath during the day.\Eh? Why not?\At any rate, for now,\I'll wait until they get bored and leave.\It's too hot, idiots!\Run away!\Sensei, is it too hot? response:	Obviously!
context: Looks like I can't take a bath during the day.\Eh? Why not?\At any rate, for now,\I'll wait until they get bored and leave.\It's too hot, idiots!\Run away!\Sensei, is it too hot?\Obviously! response:	See how red I am?
context: Eh? Why not?\At any rate, for now,\I'll wait until they get bored and leave.\It's too hot, idiots!\Run away!\Sensei, is it too hot?\Obviously!\See how red I am? response:	Run away!
context: At any rate, for now,\I'll wait until they get bored and leave.\It's too hot, idiots!\Run away!\Sensei, is it too hot?\Obviously!\See how red I am?\Run away! response:	No, don't you run away, too!
context: I'll wait until they get bored and leave.\It's too hot, idiots!\Run away!\Sensei, is it too hot?\Obviously!\See how red I am?\Run away!\No, don't you run away, too! response:	At any rate, that turned my mood around.
context: It's too hot, idiots!\Run away!\Sensei, is it too hot?\Obviously!\See how red I am?\Run away!\No, don't you run away, too!\At any rate, that turned my mood around. response:	Okay, time to wri
context: Run away!\Sensei, is it too hot?\Obviously!\See how red I am?\Run away!\No, don't you run away, too!\At any rate, that turned my mood around.\Okay, time to wri response:	Hey.
context: Sensei, is it too hot?\Obviously!\See how red I am?\Run away!\No, don't you run away, too!\At any rate, that turned my mood around.\Okay, time to wri\Hey. response:	Hiro!
context: Obviously!\See how red I am?\Run away!\No, don't you run away, too!\At any rate, that turned my mood around.\Okay, time to wri\Hey.\Hiro! response:	Wh-What are you doing here?!
context: See how red I am?\Run away!\No, don't you run away, too!\At any rate, that turned my mood around.\Okay, time to wri\Hey.\Hiro!\Wh-What are you doing here?! response:	Mom's out today,
context: Run away!\No, don't you run away, too!\At any rate, that turned my mood around.\Okay, time to wri\Hey.\Hiro!\Wh-What are you doing here?!\Mom's out today, response:	so I'm making you lunch.
context: No, don't you run away, too!\At any rate, that turned my mood around.\Okay, time to wri\Hey.\Hiro!\Wh-What are you doing here?!\Mom's out today,\so I'm making you lunch. response:	Why at my house?
context: At any rate, that turned my mood around.\Okay, time to wri\Hey.\Hiro!\Wh-What are you doing here?!\Mom's out today,\so I'm making you lunch.\Why at my house? response:	First, you cut the cucumber.
context: Okay, time to wri\Hey.\Hiro!\Wh-What are you doing here?!\Mom's out today,\so I'm making you lunch.\Why at my house?\First, you cut the cucumber. response:	White Sugar
context: Hey.\Hiro!\Wh-What are you doing here?!\Mom's out today,\so I'm making you lunch.\Why at my house?\First, you cut the cucumber.\White Sugar response:	Combine miso...
context: Hiro!\Wh-What are you doing here?!\Mom's out today,\so I'm making you lunch.\Why at my house?\First, you cut the cucumber.\White Sugar\Combine miso... response:	White Sugar
