context: Episode 7 Umaru's Onii-chan response:	Onii-chan, could you get me a drink?
context: I-Is that something it won't work without?\Come on, Umaru! Tell me!\Onii-chan, you idiot! How could you throw it away?!\Why didn't you look in the box first?!\That was really important to me!\Onii-chan's troubled.\Maybe now I can laze around and not get yelled at.\All right! I'm gonna let him have it some more. response:	Ugh, screw you, Onii-chan!
context: Come on, Umaru! Tell me!\Onii-chan, you idiot! How could you throw it away?!\Why didn't you look in the box first?!\That was really important to me!\Onii-chan's troubled.\Maybe now I can laze around and not get yelled at.\All right! I'm gonna let him have it some more.\Ugh, screw you, Onii-chan! response:	I'm going to sleep.
context: Onii-chan, you idiot! How could you throw it away?!\Why didn't you look in the box first?!\That was really important to me!\Onii-chan's troubled.\Maybe now I can laze around and not get yelled at.\All right! I'm gonna let him have it some more.\Ugh, screw you, Onii-chan!\I'm going to sleep. response:	Huh? Onii-chan?
context: Why didn't you look in the box first?!\That was really important to me!\Onii-chan's troubled.\Maybe now I can laze around and not get yelled at.\All right! I'm gonna let him have it some more.\Ugh, screw you, Onii-chan!\I'm going to sleep.\Huh? Onii-chan? response:	Onii-chan?
context: That was really important to me!\Onii-chan's troubled.\Maybe now I can laze around and not get yelled at.\All right! I'm gonna let him have it some more.\Ugh, screw you, Onii-chan!\I'm going to sleep.\Huh? Onii-chan?\Onii-chan? response:	Onii-chan?
context: Onii-chan's troubled.\Maybe now I can laze around and not get yelled at.\All right! I'm gonna let him have it some more.\Ugh, screw you, Onii-chan!\I'm going to sleep.\Huh? Onii-chan?\Onii-chan?\Onii-chan? response:	Onii-chan?
context: Maybe now I can laze around and not get yelled at.\All right! I'm gonna let him have it some more.\Ugh, screw you, Onii-chan!\I'm going to sleep.\Huh? Onii-chan?\Onii-chan?\Onii-chan?\Onii-chan? response:	Onii-chan?!
context: All right! I'm gonna let him have it some more.\Ugh, screw you, Onii-chan!\I'm going to sleep.\Huh? Onii-chan?\Onii-chan?\Onii-chan?\Onii-chan?\Onii-chan?! response:	Ugh, screw you, Onii-chan!
context: Ugh, screw you, Onii-chan!\I'm going to sleep.\Huh? Onii-chan?\Onii-chan?\Onii-chan?\Onii-chan?\Onii-chan?!\Ugh, screw you, Onii-chan! response:	I'm home.
context: I'm going to sleep.\Huh? Onii-chan?\Onii-chan?\Onii-chan?\Onii-chan?\Onii-chan?!\Ugh, screw you, Onii-chan!\I'm home. response:	Onii-chan!
context: Huh? Onii-chan?\Onii-chan?\Onii-chan?\Onii-chan?\Onii-chan?!\Ugh, screw you, Onii-chan!\I'm home.\Onii-chan! response:	Onii-chan! Where were you?!
context: Onii-chan?\Onii-chan?\Onii-chan?\Onii-chan?!\Ugh, screw you, Onii-chan!\I'm home.\Onii-chan!\Onii-chan! Where were you?! response:	Well, I went to look for the doll I threw away,
context: Onii-chan?\Onii-chan?\Onii-chan?!\Ugh, screw you, Onii-chan!\I'm home.\Onii-chan!\Onii-chan! Where were you?!\Well, I went to look for the doll I threw away, response:	but they didn't have Hatsune whatever.
context: Onii-chan?\Onii-chan?!\Ugh, screw you, Onii-chan!\I'm home.\Onii-chan!\Onii-chan! Where were you?!\Well, I went to look for the doll I threw away,\but they didn't have Hatsune whatever. response:	They recommended this instead.
context: Onii-chan?!\Ugh, screw you, Onii-chan!\I'm home.\Onii-chan!\Onii-chan! Where were you?!\Well, I went to look for the doll I threw away,\but they didn't have Hatsune whatever.\They recommended this instead. response:	Is this not good enough?
context: Ugh, screw you, Onii-chan!\I'm home.\Onii-chan!\Onii-chan! Where were you?!\Well, I went to look for the doll I threw away,\but they didn't have Hatsune whatever.\They recommended this instead.\Is this not good enough? response:	Onii-chan, they don't sell figures at a Japanese doll store.
context: I'm home.\Onii-chan!\Onii-chan! Where were you?!\Well, I went to look for the doll I threw away,\but they didn't have Hatsune whatever.\They recommended this instead.\Is this not good enough?\Onii-chan, they don't sell figures at a Japanese doll store. response:	What? Really?!
context: Onii-chan!\Onii-chan! Where were you?!\Well, I went to look for the doll I threw away,\but they didn't have Hatsune whatever.\They recommended this instead.\Is this not good enough?\Onii-chan, they don't sell figures at a Japanese doll store.\What? Really?! response:	The Next Day
context: Onii-chan! Where were you?!\Well, I went to look for the doll I threw away,\but they didn't have Hatsune whatever.\They recommended this instead.\Is this not good enough?\Onii-chan, they don't sell figures at a Japanese doll store.\What? Really?!\The Next Day response:	Come on, Onii-chan. You're going to be late to work.
context: Well, I went to look for the doll I threw away,\but they didn't have Hatsune whatever.\They recommended this instead.\Is this not good enough?\Onii-chan, they don't sell figures at a Japanese doll store.\What? Really?!\The Next Day\Come on, Onii-chan. You're going to be late to work. response:	R-Right.
context: but they didn't have Hatsune whatever.\They recommended this instead.\Is this not good enough?\Onii-chan, they don't sell figures at a Japanese doll store.\What? Really?!\The Next Day\Come on, Onii-chan. You're going to be late to work.\R-Right. response:	Come on, already.
context: They recommended this instead.\Is this not good enough?\Onii-chan, they don't sell figures at a Japanese doll store.\What? Really?!\The Next Day\Come on, Onii-chan. You're going to be late to work.\R-Right.\Come on, already. response:	Umaru...
context: Is this not good enough?\Onii-chan, they don't sell figures at a Japanese doll store.\What? Really?!\The Next Day\Come on, Onii-chan. You're going to be late to work.\R-Right.\Come on, already.\Umaru... response:	Hm? What is it?
context: Onii-chan, they don't sell figures at a Japanese doll store.\What? Really?!\The Next Day\Come on, Onii-chan. You're going to be late to work.\R-Right.\Come on, already.\Umaru...\Hm? What is it? response:	Are you sure that doll is okay?
context: What? Really?!\The Next Day\Come on, Onii-chan. You're going to be late to work.\R-Right.\Come on, already.\Umaru...\Hm? What is it?\Are you sure that doll is okay? response:	It's totally different from the one I threw away, right?
context: The Next Day\Come on, Onii-chan. You're going to be late to work.\R-Right.\Come on, already.\Umaru...\Hm? What is it?\Are you sure that doll is okay?\It's totally different from the one I threw away, right? response:	It's fine.
context: Come on, Onii-chan. You're going to be late to work.\R-Right.\Come on, already.\Umaru...\Hm? What is it?\Are you sure that doll is okay?\It's totally different from the one I threw away, right?\It's fine. response:	I didn't even care that you threw it away.
context: R-Right.\Come on, already.\Umaru...\Hm? What is it?\Are you sure that doll is okay?\It's totally different from the one I threw away, right?\It's fine.\I didn't even care that you threw it away. response:	What?! Then why were you crying?!
context: Come on, already.\Umaru...\Hm? What is it?\Are you sure that doll is okay?\It's totally different from the one I threw away, right?\It's fine.\I didn't even care that you threw it away.\What?! Then why were you crying?! response:	Onii-chan.
context: Umaru...\Hm? What is it?\Are you sure that doll is okay?\It's totally different from the one I threw away, right?\It's fine.\I didn't even care that you threw it away.\What?! Then why were you crying?!\Onii-chan. response:	Hm? What is it?
context: Hm? What is it?\Are you sure that doll is okay?\It's totally different from the one I threw away, right?\It's fine.\I didn't even care that you threw it away.\What?! Then why were you crying?!\Onii-chan.\Hm? What is it? response:	I just wanted to call you.
context: Are you sure that doll is okay?\It's totally different from the one I threw away, right?\It's fine.\I didn't even care that you threw it away.\What?! Then why were you crying?!\Onii-chan.\Hm? What is it?\I just wanted to call you. response:	Hatsune
context: It's totally different from the one I threw away, right?\It's fine.\I didn't even care that you threw it away.\What?! Then why were you crying?!\Onii-chan.\Hm? What is it?\I just wanted to call you.\Hatsune response:	Coming.
context: It's fine.\I didn't even care that you threw it away.\What?! Then why were you crying?!\Onii-chan.\Hm? What is it?\I just wanted to call you.\Hatsune\Coming. response:	U-U-Um...
context: I didn't even care that you threw it away.\What?! Then why were you crying?!\Onii-chan.\Hm? What is it?\I just wanted to call you.\Hatsune\Coming.\U-U-Um... response:	Umaruun
context: What?! Then why were you crying?!\Onii-chan.\Hm? What is it?\I just wanted to call you.\Hatsune\Coming.\U-U-Um...\Umaruun response:	This is the first time you've invited us out to eat, Ebina-chan.
context: Onii-chan.\Hm? What is it?\I just wanted to call you.\Hatsune\Coming.\U-U-Um...\Umaruun\This is the first time you've invited us out to eat, Ebina-chan. response:	I got some gift certificates,
context: Hm? What is it?\I just wanted to call you.\Hatsune\Coming.\U-U-Um...\Umaruun\This is the first time you've invited us out to eat, Ebina-chan.\I got some gift certificates, response:	so I thought I'd repay you for the restaurant the other day.
context: I just wanted to call you.\Hatsune\Coming.\U-U-Um...\Umaruun\This is the first time you've invited us out to eat, Ebina-chan.\I got some gift certificates,\so I thought I'd repay you for the restaurant the other day. response:	Ramen, huh?
context: Hatsune\Coming.\U-U-Um...\Umaruun\This is the first time you've invited us out to eat, Ebina-chan.\I got some gift certificates,\so I thought I'd repay you for the restaurant the other day.\Ramen, huh? response:	How exciting.
context: Coming.\U-U-Um...\Umaruun\This is the first time you've invited us out to eat, Ebina-chan.\I got some gift certificates,\so I thought I'd repay you for the restaurant the other day.\Ramen, huh?\How exciting. response:	Thank goodness.
context: U-U-Um...\Umaruun\This is the first time you've invited us out to eat, Ebina-chan.\I got some gift certificates,\so I thought I'd repay you for the restaurant the other day.\Ramen, huh?\How exciting.\Thank goodness. response:	Umaru seems pretty happy about this.
context: Umaruun\This is the first time you've invited us out to eat, Ebina-chan.\I got some gift certificates,\so I thought I'd repay you for the restaurant the other day.\Ramen, huh?\How exciting.\Thank goodness.\Umaru seems pretty happy about this. response:	Probably because I've prohibited instant ramen at home.
context: This is the first time you've invited us out to eat, Ebina-chan.\I got some gift certificates,\so I thought I'd repay you for the restaurant the other day.\Ramen, huh?\How exciting.\Thank goodness.\Umaru seems pretty happy about this.\Probably because I've prohibited instant ramen at home. response:	Sankakutou Ramen
context: I got some gift certificates,\so I thought I'd repay you for the restaurant the other day.\Ramen, huh?\How exciting.\Thank goodness.\Umaru seems pretty happy about this.\Probably because I've prohibited instant ramen at home.\Sankakutou Ramen response:	Welc'm!
context: so I thought I'd repay you for the restaurant the other day.\Ramen, huh?\How exciting.\Thank goodness.\Umaru seems pretty happy about this.\Probably because I've prohibited instant ramen at home.\Sankakutou Ramen\Welc'm! response:	Welc'm!
context: Ramen, huh?\How exciting.\Thank goodness.\Umaru seems pretty happy about this.\Probably because I've prohibited instant ramen at home.\Sankakutou Ramen\Welc'm!\Welc'm! response:	Welc'm!
context: How exciting.\Thank goodness.\Umaru seems pretty happy about this.\Probably because I've prohibited instant ramen at home.\Sankakutou Ramen\Welc'm!\Welc'm!\Welc'm! response:	The workers sure are lively.
context: Thank goodness.\Umaru seems pretty happy about this.\Probably because I've prohibited instant ramen at home.\Sankakutou Ramen\Welc'm!\Welc'm!\Welc'm!\The workers sure are lively. response:	Yeah.
context: Umaru seems pretty happy about this.\Probably because I've prohibited instant ramen at home.\Sankakutou Ramen\Welc'm!\Welc'm!\Welc'm!\The workers sure are lively.\Yeah. response:	The whole store is oily.
context: Probably because I've prohibited instant ramen at home.\Sankakutou Ramen\Welc'm!\Welc'm!\Welc'm!\The workers sure are lively.\Yeah.\The whole store is oily. response:	Does that mean their ramen is pretty heavy?
context: Sankakutou Ramen\Welc'm!\Welc'm!\Welc'm!\The workers sure are lively.\Yeah.\The whole store is oily.\Does that mean their ramen is pretty heavy? response:	If possible, I'd prefer something lighter...
context: Welc'm!\Welc'm!\Welc'm!\The workers sure are lively.\Yeah.\The whole store is oily.\Does that mean their ramen is pretty heavy?\If possible, I'd prefer something lighter... response:	Onii-chan, Onii-chan.
context: Welc'm!\Welc'm!\The workers sure are lively.\Yeah.\The whole store is oily.\Does that mean their ramen is pretty heavy?\If possible, I'd prefer something lighter...\Onii-chan, Onii-chan. response:	What is it?
context: Welc'm!\The workers sure are lively.\Yeah.\The whole store is oily.\Does that mean their ramen is pretty heavy?\If possible, I'd prefer something lighter...\Onii-chan, Onii-chan.\What is it? response:	Could you order either this or this, and just share a little with me?
context: The workers sure are lively.\Yeah.\The whole store is oily.\Does that mean their ramen is pretty heavy?\If possible, I'd prefer something lighter...\Onii-chan, Onii-chan.\What is it?\Could you order either this or this, and just share a little with me? response:	Hm? Okay, sure.
context: Yeah.\The whole store is oily.\Does that mean their ramen is pretty heavy?\If possible, I'd prefer something lighter...\Onii-chan, Onii-chan.\What is it?\Could you order either this or this, and just share a little with me?\Hm? Okay, sure. response:	Thanks f'r waitin'!
context: The whole store is oily.\Does that mean their ramen is pretty heavy?\If possible, I'd prefer something lighter...\Onii-chan, Onii-chan.\What is it?\Could you order either this or this, and just share a little with me?\Hm? Okay, sure.\Thanks f'r waitin'! response:	Two double garlic ramen, Arashi, and one red hot death ramen!
context: Does that mean their ramen is pretty heavy?\If possible, I'd prefer something lighter...\Onii-chan, Onii-chan.\What is it?\Could you order either this or this, and just share a little with me?\Hm? Okay, sure.\Thanks f'r waitin'!\Two double garlic ramen, Arashi, and one red hot death ramen! response:	So good!
context: If possible, I'd prefer something lighter...\Onii-chan, Onii-chan.\What is it?\Could you order either this or this, and just share a little with me?\Hm? Okay, sure.\Thanks f'r waitin'!\Two double garlic ramen, Arashi, and one red hot death ramen!\So good! response:	It's really heavy, not to mention really oily.
context: Onii-chan, Onii-chan.\What is it?\Could you order either this or this, and just share a little with me?\Hm? Okay, sure.\Thanks f'r waitin'!\Two double garlic ramen, Arashi, and one red hot death ramen!\So good!\It's really heavy, not to mention really oily. response:	And the garlic makes the soup extremely rich.
context: What is it?\Could you order either this or this, and just share a little with me?\Hm? Okay, sure.\Thanks f'r waitin'!\Two double garlic ramen, Arashi, and one red hot death ramen!\So good!\It's really heavy, not to mention really oily.\And the garlic makes the soup extremely rich. response:	The pork back fat and garlic run around in my mouth.
context: Could you order either this or this, and just share a little with me?\Hm? Okay, sure.\Thanks f'r waitin'!\Two double garlic ramen, Arashi, and one red hot death ramen!\So good!\It's really heavy, not to mention really oily.\And the garlic makes the soup extremely rich.\The pork back fat and garlic run around in my mouth. response:	But that's why it's great!
context: Hm? Okay, sure.\Thanks f'r waitin'!\Two double garlic ramen, Arashi, and one red hot death ramen!\So good!\It's really heavy, not to mention really oily.\And the garlic makes the soup extremely rich.\The pork back fat and garlic run around in my mouth.\But that's why it's great! response:	This is no longer ramen...
context: Thanks f'r waitin'!\Two double garlic ramen, Arashi, and one red hot death ramen!\So good!\It's really heavy, not to mention really oily.\And the garlic makes the soup extremely rich.\The pork back fat and garlic run around in my mouth.\But that's why it's great!\This is no longer ramen... response:	It's junk food!
context: Two double garlic ramen, Arashi, and one red hot death ramen!\So good!\It's really heavy, not to mention really oily.\And the garlic makes the soup extremely rich.\The pork back fat and garlic run around in my mouth.\But that's why it's great!\This is no longer ramen...\It's junk food! response:	I would pair this ramen
context: So good!\It's really heavy, not to mention really oily.\And the garlic makes the soup extremely rich.\The pork back fat and garlic run around in my mouth.\But that's why it's great!\This is no longer ramen...\It's junk food!\I would pair this ramen response:	with cola!
context: It's really heavy, not to mention really oily.\And the garlic makes the soup extremely rich.\The pork back fat and garlic run around in my mouth.\But that's why it's great!\This is no longer ramen...\It's junk food!\I would pair this ramen\with cola! response:	There we go. Tiny ramen.
context: And the garlic makes the soup extremely rich.\The pork back fat and garlic run around in my mouth.\But that's why it's great!\This is no longer ramen...\It's junk food!\I would pair this ramen\with cola!\There we go. Tiny ramen. response:	Umaru-chan even eats ramen in such a pretty way.
context: The pork back fat and garlic run around in my mouth.\But that's why it's great!\This is no longer ramen...\It's junk food!\I would pair this ramen\with cola!\There we go. Tiny ramen.\Umaru-chan even eats ramen in such a pretty way. response:	But I've never seen her eat something like this.
context: But that's why it's great!\This is no longer ramen...\It's junk food!\I would pair this ramen\with cola!\There we go. Tiny ramen.\Umaru-chan even eats ramen in such a pretty way.\But I've never seen her eat something like this. response:	I wonder if she's just putting up with it.
context: This is no longer ramen...\It's junk food!\I would pair this ramen\with cola!\There we go. Tiny ramen.\Umaru-chan even eats ramen in such a pretty way.\But I've never seen her eat something like this.\I wonder if she's just putting up with it. response:	I really want to eat this with cola...
context: It's junk food!\I would pair this ramen\with cola!\There we go. Tiny ramen.\Umaru-chan even eats ramen in such a pretty way.\But I've never seen her eat something like this.\I wonder if she's just putting up with it.\I really want to eat this with cola... response:	Hey, Umaru.
context: I would pair this ramen\with cola!\There we go. Tiny ramen.\Umaru-chan even eats ramen in such a pretty way.\But I've never seen her eat something like this.\I wonder if she's just putting up with it.\I really want to eat this with cola...\Hey, Umaru. response:	This is really spicy.
context: with cola!\There we go. Tiny ramen.\Umaru-chan even eats ramen in such a pretty way.\But I've never seen her eat something like this.\I wonder if she's just putting up with it.\I really want to eat this with cola...\Hey, Umaru.\This is really spicy. response:	How pathetic, Onii-chan.
context: There we go. Tiny ramen.\Umaru-chan even eats ramen in such a pretty way.\But I've never seen her eat something like this.\I wonder if she's just putting up with it.\I really want to eat this with cola...\Hey, Umaru.\This is really spicy.\How pathetic, Onii-chan. response:	Then we can trade.
context: Umaru-chan even eats ramen in such a pretty way.\But I've never seen her eat something like this.\I wonder if she's just putting up with it.\I really want to eat this with cola...\Hey, Umaru.\This is really spicy.\How pathetic, Onii-chan.\Then we can trade. response:	You can't eat wasabi, but you're okay with chili peppers?
