context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: in the Pokemon League Championships.\Joined by the Gym Leader Brock,\Ash and his friends continued their journey.\But as they left Pewter City,\little did they suspect that their next adventure would be out of this world!\Ash and his friends hike toward Mt. Moon.\Many strange and astonishing tales have been told about this mysterious place,\and the group's about to discover that all of them are true! response:	Mt. Moon! Ah. Doesn't the name sound romantic?
context: Joined by the Gym Leader Brock,\Ash and his friends continued their journey.\But as they left Pewter City,\little did they suspect that their next adventure would be out of this world!\Ash and his friends hike toward Mt. Moon.\Many strange and astonishing tales have been told about this mysterious place,\and the group's about to discover that all of them are true!\Mt. Moon! Ah. Doesn't the name sound romantic? response:	People say that a huge meteor crashed into the mountain
context: Ash and his friends continued their journey.\But as they left Pewter City,\little did they suspect that their next adventure would be out of this world!\Ash and his friends hike toward Mt. Moon.\Many strange and astonishing tales have been told about this mysterious place,\and the group's about to discover that all of them are true!\Mt. Moon! Ah. Doesn't the name sound romantic?\People say that a huge meteor crashed into the mountain response:	back in prehistoric times.
context: But as they left Pewter City,\little did they suspect that their next adventure would be out of this world!\Ash and his friends hike toward Mt. Moon.\Many strange and astonishing tales have been told about this mysterious place,\and the group's about to discover that all of them are true!\Mt. Moon! Ah. Doesn't the name sound romantic?\People say that a huge meteor crashed into the mountain\back in prehistoric times. response:	A meteor! Is it really true?
context: little did they suspect that their next adventure would be out of this world!\Ash and his friends hike toward Mt. Moon.\Many strange and astonishing tales have been told about this mysterious place,\and the group's about to discover that all of them are true!\Mt. Moon! Ah. Doesn't the name sound romantic?\People say that a huge meteor crashed into the mountain\back in prehistoric times.\A meteor! Is it really true? response:	The meteor is called the Moon Stone.
context: Ash and his friends hike toward Mt. Moon.\Many strange and astonishing tales have been told about this mysterious place,\and the group's about to discover that all of them are true!\Mt. Moon! Ah. Doesn't the name sound romantic?\People say that a huge meteor crashed into the mountain\back in prehistoric times.\A meteor! Is it really true?\The meteor is called the Moon Stone. response:	Ah. Now that's romantic!
context: Many strange and astonishing tales have been told about this mysterious place,\and the group's about to discover that all of them are true!\Mt. Moon! Ah. Doesn't the name sound romantic?\People say that a huge meteor crashed into the mountain\back in prehistoric times.\A meteor! Is it really true?\The meteor is called the Moon Stone.\Ah. Now that's romantic! response:	Look! Over there!
context: and the group's about to discover that all of them are true!\Mt. Moon! Ah. Doesn't the name sound romantic?\People say that a huge meteor crashed into the mountain\back in prehistoric times.\A meteor! Is it really true?\The meteor is called the Moon Stone.\Ah. Now that's romantic!\Look! Over there! response:	Ah. It's a bunch of Zubat!
context: Mt. Moon! Ah. Doesn't the name sound romantic?\People say that a huge meteor crashed into the mountain\back in prehistoric times.\A meteor! Is it really true?\The meteor is called the Moon Stone.\Ah. Now that's romantic!\Look! Over there!\Ah. It's a bunch of Zubat! response:	-They're attacking that guy! - Dexter, analyze!
context: People say that a huge meteor crashed into the mountain\back in prehistoric times.\A meteor! Is it really true?\The meteor is called the Moon Stone.\Ah. Now that's romantic!\Look! Over there!\Ah. It's a bunch of Zubat!\-They're attacking that guy! - Dexter, analyze! response:	Zubat. Flying Pokemon with supersonic powers,
context: back in prehistoric times.\A meteor! Is it really true?\The meteor is called the Moon Stone.\Ah. Now that's romantic!\Look! Over there!\Ah. It's a bunch of Zubat!\-They're attacking that guy! - Dexter, analyze!\Zubat. Flying Pokemon with supersonic powers, response:	Zubat live in caves and hate to fly outside in daylight.
context: A meteor! Is it really true?\The meteor is called the Moon Stone.\Ah. Now that's romantic!\Look! Over there!\Ah. It's a bunch of Zubat!\-They're attacking that guy! - Dexter, analyze!\Zubat. Flying Pokemon with supersonic powers,\Zubat live in caves and hate to fly outside in daylight. response:	Not these Zubat.
context: The meteor is called the Moon Stone.\Ah. Now that's romantic!\Look! Over there!\Ah. It's a bunch of Zubat!\-They're attacking that guy! - Dexter, analyze!\Zubat. Flying Pokemon with supersonic powers,\Zubat live in caves and hate to fly outside in daylight.\Not these Zubat. response:	This is no time for jokes! That guy needs our help!
context: Ah. Now that's romantic!\Look! Over there!\Ah. It's a bunch of Zubat!\-They're attacking that guy! - Dexter, analyze!\Zubat. Flying Pokemon with supersonic powers,\Zubat live in caves and hate to fly outside in daylight.\Not these Zubat.\This is no time for jokes! That guy needs our help! response:	You're right. I'm sorry.
context: Look! Over there!\Ah. It's a bunch of Zubat!\-They're attacking that guy! - Dexter, analyze!\Zubat. Flying Pokemon with supersonic powers,\Zubat live in caves and hate to fly outside in daylight.\Not these Zubat.\This is no time for jokes! That guy needs our help!\You're right. I'm sorry. response:	Pikachu! Thundershock!
context: Ah. It's a bunch of Zubat!\-They're attacking that guy! - Dexter, analyze!\Zubat. Flying Pokemon with supersonic powers,\Zubat live in caves and hate to fly outside in daylight.\Not these Zubat.\This is no time for jokes! That guy needs our help!\You're right. I'm sorry.\Pikachu! Thundershock! response:	Pi...
context: -They're attacking that guy! - Dexter, analyze!\Zubat. Flying Pokemon with supersonic powers,\Zubat live in caves and hate to fly outside in daylight.\Not these Zubat.\This is no time for jokes! That guy needs our help!\You're right. I'm sorry.\Pikachu! Thundershock!\Pi... response:	Ah. Oh. Ah.
context: Zubat. Flying Pokemon with supersonic powers,\Zubat live in caves and hate to fly outside in daylight.\Not these Zubat.\This is no time for jokes! That guy needs our help!\You're right. I'm sorry.\Pikachu! Thundershock!\Pi...\Ah. Oh. Ah. response:	Ah. Are you okay?
context: Zubat live in caves and hate to fly outside in daylight.\Not these Zubat.\This is no time for jokes! That guy needs our help!\You're right. I'm sorry.\Pikachu! Thundershock!\Pi...\Ah. Oh. Ah.\Ah. Are you okay? response:	Wow! You guys are the greatest!
context: Not these Zubat.\This is no time for jokes! That guy needs our help!\You're right. I'm sorry.\Pikachu! Thundershock!\Pi...\Ah. Oh. Ah.\Ah. Are you okay?\Wow! You guys are the greatest! response:	-Really, it was nothing. -I'm talking superfantabulastic!
context: This is no time for jokes! That guy needs our help!\You're right. I'm sorry.\Pikachu! Thundershock!\Pi...\Ah. Oh. Ah.\Ah. Are you okay?\Wow! You guys are the greatest!\-Really, it was nothing. -I'm talking superfantabulastic! response:	I mean, two thumbs up! Way up! The best rescue I've ever had!
context: You're right. I'm sorry.\Pikachu! Thundershock!\Pi...\Ah. Oh. Ah.\Ah. Are you okay?\Wow! You guys are the greatest!\-Really, it was nothing. -I'm talking superfantabulastic!\I mean, two thumbs up! Way up! The best rescue I've ever had! response:	They say man's best friend is a Pokemon, and with you two, I believe it!
context: Pikachu! Thundershock!\Pi...\Ah. Oh. Ah.\Ah. Are you okay?\Wow! You guys are the greatest!\-Really, it was nothing. -I'm talking superfantabulastic!\I mean, two thumbs up! Way up! The best rescue I've ever had!\They say man's best friend is a Pokemon, and with you two, I believe it! response:	-Oh, that's nice. -I'm so moved!
context: Pi...\Ah. Oh. Ah.\Ah. Are you okay?\Wow! You guys are the greatest!\-Really, it was nothing. -I'm talking superfantabulastic!\I mean, two thumbs up! Way up! The best rescue I've ever had!\They say man's best friend is a Pokemon, and with you two, I believe it!\-Oh, that's nice. -I'm so moved! response:	Such friendship I thought I'd never see, when the Zubat began attacking me.
context: Ah. Oh. Ah.\Ah. Are you okay?\Wow! You guys are the greatest!\-Really, it was nothing. -I'm talking superfantabulastic!\I mean, two thumbs up! Way up! The best rescue I've ever had!\They say man's best friend is a Pokemon, and with you two, I believe it!\-Oh, that's nice. -I'm so moved!\Such friendship I thought I'd never see, when the Zubat began attacking me. response:	I thought I was done for, when who should arrive?
context: Ah. Are you okay?\Wow! You guys are the greatest!\-Really, it was nothing. -I'm talking superfantabulastic!\I mean, two thumbs up! Way up! The best rescue I've ever had!\They say man's best friend is a Pokemon, and with you two, I believe it!\-Oh, that's nice. -I'm so moved!\Such friendship I thought I'd never see, when the Zubat began attacking me.\I thought I was done for, when who should arrive? response:	Two heroes thanks to whom I'm alive!
context: Wow! You guys are the greatest!\-Really, it was nothing. -I'm talking superfantabulastic!\I mean, two thumbs up! Way up! The best rescue I've ever had!\They say man's best friend is a Pokemon, and with you two, I believe it!\-Oh, that's nice. -I'm so moved!\Such friendship I thought I'd never see, when the Zubat began attacking me.\I thought I was done for, when who should arrive?\Two heroes thanks to whom I'm alive! response:	I'm alive!
context: -Really, it was nothing. -I'm talking superfantabulastic!\I mean, two thumbs up! Way up! The best rescue I've ever had!\They say man's best friend is a Pokemon, and with you two, I believe it!\-Oh, that's nice. -I'm so moved!\Such friendship I thought I'd never see, when the Zubat began attacking me.\I thought I was done for, when who should arrive?\Two heroes thanks to whom I'm alive!\I'm alive! response:	Thank you so much! Thank you!
context: I mean, two thumbs up! Way up! The best rescue I've ever had!\They say man's best friend is a Pokemon, and with you two, I believe it!\-Oh, that's nice. -I'm so moved!\Such friendship I thought I'd never see, when the Zubat began attacking me.\I thought I was done for, when who should arrive?\Two heroes thanks to whom I'm alive!\I'm alive!\Thank you so much! Thank you! response:	He certainly doesn't look like the poetic type.
context: They say man's best friend is a Pokemon, and with you two, I believe it!\-Oh, that's nice. -I'm so moved!\Such friendship I thought I'd never see, when the Zubat began attacking me.\I thought I was done for, when who should arrive?\Two heroes thanks to whom I'm alive!\I'm alive!\Thank you so much! Thank you!\He certainly doesn't look like the poetic type. response:	-Did I mention how grateful I am? -Yeah.
context: -Oh, that's nice. -I'm so moved!\Such friendship I thought I'd never see, when the Zubat began attacking me.\I thought I was done for, when who should arrive?\Two heroes thanks to whom I'm alive!\I'm alive!\Thank you so much! Thank you!\He certainly doesn't look like the poetic type.\-Did I mention how grateful I am? -Yeah. response:	Um, anyway, why were the Zubat attacking you, mister?
context: Such friendship I thought I'd never see, when the Zubat began attacking me.\I thought I was done for, when who should arrive?\Two heroes thanks to whom I'm alive!\I'm alive!\Thank you so much! Thank you!\He certainly doesn't look like the poetic type.\-Did I mention how grateful I am? -Yeah.\Um, anyway, why were the Zubat attacking you, mister? response:	Ah. Never call me mister! My name's Seymour!
context: I thought I was done for, when who should arrive?\Two heroes thanks to whom I'm alive!\I'm alive!\Thank you so much! Thank you!\He certainly doesn't look like the poetic type.\-Did I mention how grateful I am? -Yeah.\Um, anyway, why were the Zubat attacking you, mister?\Ah. Never call me mister! My name's Seymour! response:	Seymour, the scientist.
context: Two heroes thanks to whom I'm alive!\I'm alive!\Thank you so much! Thank you!\He certainly doesn't look like the poetic type.\-Did I mention how grateful I am? -Yeah.\Um, anyway, why were the Zubat attacking you, mister?\Ah. Never call me mister! My name's Seymour!\Seymour, the scientist. response:	Knowledge! Research!
context: I'm alive!\Thank you so much! Thank you!\He certainly doesn't look like the poetic type.\-Did I mention how grateful I am? -Yeah.\Um, anyway, why were the Zubat attacking you, mister?\Ah. Never call me mister! My name's Seymour!\Seymour, the scientist.\Knowledge! Research! response:	I'm Seymour, the scientist!
context: Thank you so much! Thank you!\He certainly doesn't look like the poetic type.\-Did I mention how grateful I am? -Yeah.\Um, anyway, why were the Zubat attacking you, mister?\Ah. Never call me mister! My name's Seymour!\Seymour, the scientist.\Knowledge! Research!\I'm Seymour, the scientist! response:	See? The cave is all lit up inside.
context: He certainly doesn't look like the poetic type.\-Did I mention how grateful I am? -Yeah.\Um, anyway, why were the Zubat attacking you, mister?\Ah. Never call me mister! My name's Seymour!\Seymour, the scientist.\Knowledge! Research!\I'm Seymour, the scientist!\See? The cave is all lit up inside. response:	Somebody has strung these lights through the whole cave.
context: -Did I mention how grateful I am? -Yeah.\Um, anyway, why were the Zubat attacking you, mister?\Ah. Never call me mister! My name's Seymour!\Seymour, the scientist.\Knowledge! Research!\I'm Seymour, the scientist!\See? The cave is all lit up inside.\Somebody has strung these lights through the whole cave. response:	But the Pokemon in this cave need the dark.
context: Um, anyway, why were the Zubat attacking you, mister?\Ah. Never call me mister! My name's Seymour!\Seymour, the scientist.\Knowledge! Research!\I'm Seymour, the scientist!\See? The cave is all lit up inside.\Somebody has strung these lights through the whole cave.\But the Pokemon in this cave need the dark. response:	These lights are upsetting them and making them confused.
context: Ah. Never call me mister! My name's Seymour!\Seymour, the scientist.\Knowledge! Research!\I'm Seymour, the scientist!\See? The cave is all lit up inside.\Somebody has strung these lights through the whole cave.\But the Pokemon in this cave need the dark.\These lights are upsetting them and making them confused. response:	Which is probably why the Zubat left the cave and attacked you.
context: Seymour, the scientist.\Knowledge! Research!\I'm Seymour, the scientist!\See? The cave is all lit up inside.\Somebody has strung these lights through the whole cave.\But the Pokemon in this cave need the dark.\These lights are upsetting them and making them confused.\Which is probably why the Zubat left the cave and attacked you. response:	Look here. These Paras are planting their mushrooms everywhere,
context: Knowledge! Research!\I'm Seymour, the scientist!\See? The cave is all lit up inside.\Somebody has strung these lights through the whole cave.\But the Pokemon in this cave need the dark.\These lights are upsetting them and making them confused.\Which is probably why the Zubat left the cave and attacked you.\Look here. These Paras are planting their mushrooms everywhere, response:	and the hot lights are drying up these sandshrew.
context: I'm Seymour, the scientist!\See? The cave is all lit up inside.\Somebody has strung these lights through the whole cave.\But the Pokemon in this cave need the dark.\These lights are upsetting them and making them confused.\Which is probably why the Zubat left the cave and attacked you.\Look here. These Paras are planting their mushrooms everywhere,\and the hot lights are drying up these sandshrew. response:	-Pi. -That's why I'm here.
context: See? The cave is all lit up inside.\Somebody has strung these lights through the whole cave.\But the Pokemon in this cave need the dark.\These lights are upsetting them and making them confused.\Which is probably why the Zubat left the cave and attacked you.\Look here. These Paras are planting their mushrooms everywhere,\and the hot lights are drying up these sandshrew.\-Pi. -That's why I'm here. response:	On patrol to protect the mountain
context: Somebody has strung these lights through the whole cave.\But the Pokemon in this cave need the dark.\These lights are upsetting them and making them confused.\Which is probably why the Zubat left the cave and attacked you.\Look here. These Paras are planting their mushrooms everywhere,\and the hot lights are drying up these sandshrew.\-Pi. -That's why I'm here.\On patrol to protect the mountain response:	from the troublemakers' attack against these caves.
context: But the Pokemon in this cave need the dark.\These lights are upsetting them and making them confused.\Which is probably why the Zubat left the cave and attacked you.\Look here. These Paras are planting their mushrooms everywhere,\and the hot lights are drying up these sandshrew.\-Pi. -That's why I'm here.\On patrol to protect the mountain\from the troublemakers' attack against these caves. response:	Troublemakers? Why attack a cave?
context: These lights are upsetting them and making them confused.\Which is probably why the Zubat left the cave and attacked you.\Look here. These Paras are planting their mushrooms everywhere,\and the hot lights are drying up these sandshrew.\-Pi. -That's why I'm here.\On patrol to protect the mountain\from the troublemakers' attack against these caves.\Troublemakers? Why attack a cave? response:	I'm afraid it's because of the Moon Stone.
context: Which is probably why the Zubat left the cave and attacked you.\Look here. These Paras are planting their mushrooms everywhere,\and the hot lights are drying up these sandshrew.\-Pi. -That's why I'm here.\On patrol to protect the mountain\from the troublemakers' attack against these caves.\Troublemakers? Why attack a cave?\I'm afraid it's because of the Moon Stone. response:	-The Moon Stone? -Exactly.
context: Look here. These Paras are planting their mushrooms everywhere,\and the hot lights are drying up these sandshrew.\-Pi. -That's why I'm here.\On patrol to protect the mountain\from the troublemakers' attack against these caves.\Troublemakers? Why attack a cave?\I'm afraid it's because of the Moon Stone.\-The Moon Stone? -Exactly. response:	The Moon Stone is an awesome boulder a million years old or even older!
context: and the hot lights are drying up these sandshrew.\-Pi. -That's why I'm here.\On patrol to protect the mountain\from the troublemakers' attack against these caves.\Troublemakers? Why attack a cave?\I'm afraid it's because of the Moon Stone.\-The Moon Stone? -Exactly.\The Moon Stone is an awesome boulder a million years old or even older! response:	Deep in these caves, the meteor hides,
context: -Pi. -That's why I'm here.\On patrol to protect the mountain\from the troublemakers' attack against these caves.\Troublemakers? Why attack a cave?\I'm afraid it's because of the Moon Stone.\-The Moon Stone? -Exactly.\The Moon Stone is an awesome boulder a million years old or even older!\Deep in these caves, the meteor hides, response:	though no explorer has found the place of the legendary rock from space!
context: On patrol to protect the mountain\from the troublemakers' attack against these caves.\Troublemakers? Why attack a cave?\I'm afraid it's because of the Moon Stone.\-The Moon Stone? -Exactly.\The Moon Stone is an awesome boulder a million years old or even older!\Deep in these caves, the meteor hides,\though no explorer has found the place of the legendary rock from space! response:	We've studied its fragments for many an hour
context: from the troublemakers' attack against these caves.\Troublemakers? Why attack a cave?\I'm afraid it's because of the Moon Stone.\-The Moon Stone? -Exactly.\The Moon Stone is an awesome boulder a million years old or even older!\Deep in these caves, the meteor hides,\though no explorer has found the place of the legendary rock from space!\We've studied its fragments for many an hour response:	and discovered it increases a Pokemon's power!
context: Troublemakers? Why attack a cave?\I'm afraid it's because of the Moon Stone.\-The Moon Stone? -Exactly.\The Moon Stone is an awesome boulder a million years old or even older!\Deep in these caves, the meteor hides,\though no explorer has found the place of the legendary rock from space!\We've studied its fragments for many an hour\and discovered it increases a Pokemon's power! response:	And that is why the attackers are here!
context: I'm afraid it's because of the Moon Stone.\-The Moon Stone? -Exactly.\The Moon Stone is an awesome boulder a million years old or even older!\Deep in these caves, the meteor hides,\though no explorer has found the place of the legendary rock from space!\We've studied its fragments for many an hour\and discovered it increases a Pokemon's power!\And that is why the attackers are here! response:	They've come to take the Moon Stone or so I fear!
context: -The Moon Stone? -Exactly.\The Moon Stone is an awesome boulder a million years old or even older!\Deep in these caves, the meteor hides,\though no explorer has found the place of the legendary rock from space!\We've studied its fragments for many an hour\and discovered it increases a Pokemon's power!\And that is why the attackers are here!\They've come to take the Moon Stone or so I fear! response:	The Moon Stone?
context: The Moon Stone is an awesome boulder a million years old or even older!\Deep in these caves, the meteor hides,\though no explorer has found the place of the legendary rock from space!\We've studied its fragments for many an hour\and discovered it increases a Pokemon's power!\And that is why the attackers are here!\They've come to take the Moon Stone or so I fear!\The Moon Stone? response:	Ever since I was a little boy,
context: Deep in these caves, the meteor hides,\though no explorer has found the place of the legendary rock from space!\We've studied its fragments for many an hour\and discovered it increases a Pokemon's power!\And that is why the attackers are here!\They've come to take the Moon Stone or so I fear!\The Moon Stone?\Ever since I was a little boy, response:	I've believed the Pokemon came to earth from outer space.
context: though no explorer has found the place of the legendary rock from space!\We've studied its fragments for many an hour\and discovered it increases a Pokemon's power!\And that is why the attackers are here!\They've come to take the Moon Stone or so I fear!\The Moon Stone?\Ever since I was a little boy,\I've believed the Pokemon came to earth from outer space. response:	- From outer space? -Yes.
context: We've studied its fragments for many an hour\and discovered it increases a Pokemon's power!\And that is why the attackers are here!\They've come to take the Moon Stone or so I fear!\The Moon Stone?\Ever since I was a little boy,\I've believed the Pokemon came to earth from outer space.\- From outer space? -Yes. response:	And where, you ask, is the spacecraft that brought them to earth?
context: and discovered it increases a Pokemon's power!\And that is why the attackers are here!\They've come to take the Moon Stone or so I fear!\The Moon Stone?\Ever since I was a little boy,\I've believed the Pokemon came to earth from outer space.\- From outer space? -Yes.\And where, you ask, is the spacecraft that brought them to earth? response:	In this cave!
context: And that is why the attackers are here!\They've come to take the Moon Stone or so I fear!\The Moon Stone?\Ever since I was a little boy,\I've believed the Pokemon came to earth from outer space.\- From outer space? -Yes.\And where, you ask, is the spacecraft that brought them to earth?\In this cave! response:	-It's the Moon Stone! It sure is an original theory.
context: They've come to take the Moon Stone or so I fear!\The Moon Stone?\Ever since I was a little boy,\I've believed the Pokemon came to earth from outer space.\- From outer space? -Yes.\And where, you ask, is the spacecraft that brought them to earth?\In this cave!\-It's the Moon Stone! It sure is an original theory. response:	But, don't you see? It means the Moon Stone belongs to the Pokemon!
context: The Moon Stone?\Ever since I was a little boy,\I've believed the Pokemon came to earth from outer space.\- From outer space? -Yes.\And where, you ask, is the spacecraft that brought them to earth?\In this cave!\-It's the Moon Stone! It sure is an original theory.\But, don't you see? It means the Moon Stone belongs to the Pokemon! response:	We humans must not take it from them!
context: Ever since I was a little boy,\I've believed the Pokemon came to earth from outer space.\- From outer space? -Yes.\And where, you ask, is the spacecraft that brought them to earth?\In this cave!\-It's the Moon Stone! It sure is an original theory.\But, don't you see? It means the Moon Stone belongs to the Pokemon!\We humans must not take it from them! response:	-You agree with me, don't you? -Uh-huh. Uh-huh.
context: I've believed the Pokemon came to earth from outer space.\- From outer space? -Yes.\And where, you ask, is the spacecraft that brought them to earth?\In this cave!\-It's the Moon Stone! It sure is an original theory.\But, don't you see? It means the Moon Stone belongs to the Pokemon!\We humans must not take it from them!\-You agree with me, don't you? -Uh-huh. Uh-huh. response:	Clefairy. Clefairy.
context: - From outer space? -Yes.\And where, you ask, is the spacecraft that brought them to earth?\In this cave!\-It's the Moon Stone! It sure is an original theory.\But, don't you see? It means the Moon Stone belongs to the Pokemon!\We humans must not take it from them!\-You agree with me, don't you? -Uh-huh. Uh-huh.\Clefairy. Clefairy. response:	Huh?
context: And where, you ask, is the spacecraft that brought them to earth?\In this cave!\-It's the Moon Stone! It sure is an original theory.\But, don't you see? It means the Moon Stone belongs to the Pokemon!\We humans must not take it from them!\-You agree with me, don't you? -Uh-huh. Uh-huh.\Clefairy. Clefairy.\Huh? response:	That looks like a Clefairy.
context: In this cave!\-It's the Moon Stone! It sure is an original theory.\But, don't you see? It means the Moon Stone belongs to the Pokemon!\We humans must not take it from them!\-You agree with me, don't you? -Uh-huh. Uh-huh.\Clefairy. Clefairy.\Huh?\That looks like a Clefairy. response:	Ah. It's so cute!
context: -It's the Moon Stone! It sure is an original theory.\But, don't you see? It means the Moon Stone belongs to the Pokemon!\We humans must not take it from them!\-You agree with me, don't you? -Uh-huh. Uh-huh.\Clefairy. Clefairy.\Huh?\That looks like a Clefairy.\Ah. It's so cute! response:	Clefairy. This impish Pokemon is friendly and peaceful.
context: But, don't you see? It means the Moon Stone belongs to the Pokemon!\We humans must not take it from them!\-You agree with me, don't you? -Uh-huh. Uh-huh.\Clefairy. Clefairy.\Huh?\That looks like a Clefairy.\Ah. It's so cute!\Clefairy. This impish Pokemon is friendly and peaceful. response:	It is believed to live inside Mt. Moon,
