context: Those are pretty. response:	Are you going to visit your cousin again?
context: I bet he's gonna cook us up and eat us!\My lady, help!\I helped you guys out, and that's the thanks I get?\Well, it's your power that scares them.\So your left arm is really okay?\What? You're actually worried about me?\I'm the one who involved you in all this.\See? It's fine. response:	Ever since I ate mermaid flesh at the age of eleven,
context: My lady, help!\I helped you guys out, and that's the thanks I get?\Well, it's your power that scares them.\So your left arm is really okay?\What? You're actually worried about me?\I'm the one who involved you in all this.\See? It's fine.\Ever since I ate mermaid flesh at the age of eleven, response:	my body always repairs itself,
context: I helped you guys out, and that's the thanks I get?\Well, it's your power that scares them.\So your left arm is really okay?\What? You're actually worried about me?\I'm the one who involved you in all this.\See? It's fine.\Ever since I ate mermaid flesh at the age of eleven,\my body always repairs itself, response:	no matter how badly it gets hurt.
context: Well, it's your power that scares them.\So your left arm is really okay?\What? You're actually worried about me?\I'm the one who involved you in all this.\See? It's fine.\Ever since I ate mermaid flesh at the age of eleven,\my body always repairs itself,\no matter how badly it gets hurt. response:	It's been said that those who consume mermaid flesh
context: So your left arm is really okay?\What? You're actually worried about me?\I'm the one who involved you in all this.\See? It's fine.\Ever since I ate mermaid flesh at the age of eleven,\my body always repairs itself,\no matter how badly it gets hurt.\It's been said that those who consume mermaid flesh response:	will become immortal and gain eternal youth.
context: What? You're actually worried about me?\I'm the one who involved you in all this.\See? It's fine.\Ever since I ate mermaid flesh at the age of eleven,\my body always repairs itself,\no matter how badly it gets hurt.\It's been said that those who consume mermaid flesh\will become immortal and gain eternal youth. response:	Mermaid Diagram
context: I'm the one who involved you in all this.\See? It's fine.\Ever since I ate mermaid flesh at the age of eleven,\my body always repairs itself,\no matter how badly it gets hurt.\It's been said that those who consume mermaid flesh\will become immortal and gain eternal youth.\Mermaid Diagram response:	But I must say that you definitely don't look eleven.
context: See? It's fine.\Ever since I ate mermaid flesh at the age of eleven,\my body always repairs itself,\no matter how badly it gets hurt.\It's been said that those who consume mermaid flesh\will become immortal and gain eternal youth.\Mermaid Diagram\But I must say that you definitely don't look eleven. response:	Yeah... I think that's because the other yokai
context: Ever since I ate mermaid flesh at the age of eleven,\my body always repairs itself,\no matter how badly it gets hurt.\It's been said that those who consume mermaid flesh\will become immortal and gain eternal youth.\Mermaid Diagram\But I must say that you definitely don't look eleven.\Yeah... I think that's because the other yokai response:	whose flesh I ate along with the mermaid's is nullifying some of the effects.
context: my body always repairs itself,\no matter how badly it gets hurt.\It's been said that those who consume mermaid flesh\will become immortal and gain eternal youth.\Mermaid Diagram\But I must say that you definitely don't look eleven.\Yeah... I think that's because the other yokai\whose flesh I ate along with the mermaid's is nullifying some of the effects. response:	What was the other one?
context: no matter how badly it gets hurt.\It's been said that those who consume mermaid flesh\will become immortal and gain eternal youth.\Mermaid Diagram\But I must say that you definitely don't look eleven.\Yeah... I think that's because the other yokai\whose flesh I ate along with the mermaid's is nullifying some of the effects.\What was the other one? response:	I have to get going.
context: It's been said that those who consume mermaid flesh\will become immortal and gain eternal youth.\Mermaid Diagram\But I must say that you definitely don't look eleven.\Yeah... I think that's because the other yokai\whose flesh I ate along with the mermaid's is nullifying some of the effects.\What was the other one?\I have to get going. response:	I'll be late for visiting hours.
context: will become immortal and gain eternal youth.\Mermaid Diagram\But I must say that you definitely don't look eleven.\Yeah... I think that's because the other yokai\whose flesh I ate along with the mermaid's is nullifying some of the effects.\What was the other one?\I have to get going.\I'll be late for visiting hours. response:	Kuro-san.
context: Mermaid Diagram\But I must say that you definitely don't look eleven.\Yeah... I think that's because the other yokai\whose flesh I ate along with the mermaid's is nullifying some of the effects.\What was the other one?\I have to get going.\I'll be late for visiting hours.\Kuro-san. response:	I actually had a request.
context: But I must say that you definitely don't look eleven.\Yeah... I think that's because the other yokai\whose flesh I ate along with the mermaid's is nullifying some of the effects.\What was the other one?\I have to get going.\I'll be late for visiting hours.\Kuro-san.\I actually had a request. response:	Tonight, I'm going to see a giant serpent
context: Yeah... I think that's because the other yokai\whose flesh I ate along with the mermaid's is nullifying some of the effects.\What was the other one?\I have to get going.\I'll be late for visiting hours.\Kuro-san.\I actually had a request.\Tonight, I'm going to see a giant serpent response:	who is the guardian spirit of the mountains in the next prefecture over.
context: whose flesh I ate along with the mermaid's is nullifying some of the effects.\What was the other one?\I have to get going.\I'll be late for visiting hours.\Kuro-san.\I actually had a request.\Tonight, I'm going to see a giant serpent\who is the guardian spirit of the mountains in the next prefecture over. response:	Would you come with me?
context: What was the other one?\I have to get going.\I'll be late for visiting hours.\Kuro-san.\I actually had a request.\Tonight, I'm going to see a giant serpent\who is the guardian spirit of the mountains in the next prefecture over.\Would you come with me? response:	A giant serpent in the mountains?
context: I have to get going.\I'll be late for visiting hours.\Kuro-san.\I actually had a request.\Tonight, I'm going to see a giant serpent\who is the guardian spirit of the mountains in the next prefecture over.\Would you come with me?\A giant serpent in the mountains? response:	Yes.
context: I'll be late for visiting hours.\Kuro-san.\I actually had a request.\Tonight, I'm going to see a giant serpent\who is the guardian spirit of the mountains in the next prefecture over.\Would you come with me?\A giant serpent in the mountains?\Yes. response:	About ten days ago, one of its servants visited me.
context: Kuro-san.\I actually had a request.\Tonight, I'm going to see a giant serpent\who is the guardian spirit of the mountains in the next prefecture over.\Would you come with me?\A giant serpent in the mountains?\Yes.\About ten days ago, one of its servants visited me. response:	It said the guardian is so troubled by something
context: I actually had a request.\Tonight, I'm going to see a giant serpent\who is the guardian spirit of the mountains in the next prefecture over.\Would you come with me?\A giant serpent in the mountains?\Yes.\About ten days ago, one of its servants visited me.\It said the guardian is so troubled by something response:	that it can't even sleep at night.
context: Tonight, I'm going to see a giant serpent\who is the guardian spirit of the mountains in the next prefecture over.\Would you come with me?\A giant serpent in the mountains?\Yes.\About ten days ago, one of its servants visited me.\It said the guardian is so troubled by something\that it can't even sleep at night. response:	So this is a job for the Goddess of Wisdom of the spectres.
context: who is the guardian spirit of the mountains in the next prefecture over.\Would you come with me?\A giant serpent in the mountains?\Yes.\About ten days ago, one of its servants visited me.\It said the guardian is so troubled by something\that it can't even sleep at night.\So this is a job for the Goddess of Wisdom of the spectres. response:	You're going to put yourself in danger again?
context: Would you come with me?\A giant serpent in the mountains?\Yes.\About ten days ago, one of its servants visited me.\It said the guardian is so troubled by something\that it can't even sleep at night.\So this is a job for the Goddess of Wisdom of the spectres.\You're going to put yourself in danger again? response:	You don't even have any special powers.
context: A giant serpent in the mountains?\Yes.\About ten days ago, one of its servants visited me.\It said the guardian is so troubled by something\that it can't even sleep at night.\So this is a job for the Goddess of Wisdom of the spectres.\You're going to put yourself in danger again?\You don't even have any special powers. response:	How rude!
context: Yes.\About ten days ago, one of its servants visited me.\It said the guardian is so troubled by something\that it can't even sleep at night.\So this is a job for the Goddess of Wisdom of the spectres.\You're going to put yourself in danger again?\You don't even have any special powers.\How rude! response:	I have a very special power
context: About ten days ago, one of its servants visited me.\It said the guardian is so troubled by something\that it can't even sleep at night.\So this is a job for the Goddess of Wisdom of the spectres.\You're going to put yourself in danger again?\You don't even have any special powers.\How rude!\I have a very special power response:	that allows me to talk to the ayakashi and even touch ghosts!
context: It said the guardian is so troubled by something\that it can't even sleep at night.\So this is a job for the Goddess of Wisdom of the spectres.\You're going to put yourself in danger again?\You don't even have any special powers.\How rude!\I have a very special power\that allows me to talk to the ayakashi and even touch ghosts! response:	But that's it, right?
context: that it can't even sleep at night.\So this is a job for the Goddess of Wisdom of the spectres.\You're going to put yourself in danger again?\You don't even have any special powers.\How rude!\I have a very special power\that allows me to talk to the ayakashi and even touch ghosts!\But that's it, right? response:	You don't have superhuman strength, or the ability to fly,
context: So this is a job for the Goddess of Wisdom of the spectres.\You're going to put yourself in danger again?\You don't even have any special powers.\How rude!\I have a very special power\that allows me to talk to the ayakashi and even touch ghosts!\But that's it, right?\You don't have superhuman strength, or the ability to fly, response:	or talismans to create supernatural phenomena.
context: You're going to put yourself in danger again?\You don't even have any special powers.\How rude!\I have a very special power\that allows me to talk to the ayakashi and even touch ghosts!\But that's it, right?\You don't have superhuman strength, or the ability to fly,\or talismans to create supernatural phenomena. response:	You don't have any physical or spell-like powers.
context: You don't even have any special powers.\How rude!\I have a very special power\that allows me to talk to the ayakashi and even touch ghosts!\But that's it, right?\You don't have superhuman strength, or the ability to fly,\or talismans to create supernatural phenomena.\You don't have any physical or spell-like powers. response:	What if you run into another violent, aggressive monster
context: How rude!\I have a very special power\that allows me to talk to the ayakashi and even touch ghosts!\But that's it, right?\You don't have superhuman strength, or the ability to fly,\or talismans to create supernatural phenomena.\You don't have any physical or spell-like powers.\What if you run into another violent, aggressive monster response:	like the other day again?
context: I have a very special power\that allows me to talk to the ayakashi and even touch ghosts!\But that's it, right?\You don't have superhuman strength, or the ability to fly,\or talismans to create supernatural phenomena.\You don't have any physical or spell-like powers.\What if you run into another violent, aggressive monster\like the other day again? response:	If you're so worried about me, you should just come with me.
context: that allows me to talk to the ayakashi and even touch ghosts!\But that's it, right?\You don't have superhuman strength, or the ability to fly,\or talismans to create supernatural phenomena.\You don't have any physical or spell-like powers.\What if you run into another violent, aggressive monster\like the other day again?\If you're so worried about me, you should just come with me. response:	If you were to help out despite how much they fear you,
context: But that's it, right?\You don't have superhuman strength, or the ability to fly,\or talismans to create supernatural phenomena.\You don't have any physical or spell-like powers.\What if you run into another violent, aggressive monster\like the other day again?\If you're so worried about me, you should just come with me.\If you were to help out despite how much they fear you, response:	I'm sure it'll make negotiations and mediations go much smoother.
context: You don't have superhuman strength, or the ability to fly,\or talismans to create supernatural phenomena.\You don't have any physical or spell-like powers.\What if you run into another violent, aggressive monster\like the other day again?\If you're so worried about me, you should just come with me.\If you were to help out despite how much they fear you,\I'm sure it'll make negotiations and mediations go much smoother. response:	I can't tonight.
context: or talismans to create supernatural phenomena.\You don't have any physical or spell-like powers.\What if you run into another violent, aggressive monster\like the other day again?\If you're so worried about me, you should just come with me.\If you were to help out despite how much they fear you,\I'm sure it'll make negotiations and mediations go much smoother.\I can't tonight. response:	Huh?
context: You don't have any physical or spell-like powers.\What if you run into another violent, aggressive monster\like the other day again?\If you're so worried about me, you should just come with me.\If you were to help out despite how much they fear you,\I'm sure it'll make negotiations and mediations go much smoother.\I can't tonight.\Huh? response:	I want to enjoy the pork miso soup I made last night.
context: What if you run into another violent, aggressive monster\like the other day again?\If you're so worried about me, you should just come with me.\If you were to help out despite how much they fear you,\I'm sure it'll make negotiations and mediations go much smoother.\I can't tonight.\Huh?\I want to enjoy the pork miso soup I made last night. response:	So go by yourself.
context: like the other day again?\If you're so worried about me, you should just come with me.\If you were to help out despite how much they fear you,\I'm sure it'll make negotiations and mediations go much smoother.\I can't tonight.\Huh?\I want to enjoy the pork miso soup I made last night.\So go by yourself. response:	Honestly!
context: If you're so worried about me, you should just come with me.\If you were to help out despite how much they fear you,\I'm sure it'll make negotiations and mediations go much smoother.\I can't tonight.\Huh?\I want to enjoy the pork miso soup I made last night.\So go by yourself.\Honestly! response:	Why is he like that?!
context: If you were to help out despite how much they fear you,\I'm sure it'll make negotiations and mediations go much smoother.\I can't tonight.\Huh?\I want to enjoy the pork miso soup I made last night.\So go by yourself.\Honestly!\Why is he like that?! response:	Who lets a poor defenseless girl go off into the mountains
context: I'm sure it'll make negotiations and mediations go much smoother.\I can't tonight.\Huh?\I want to enjoy the pork miso soup I made last night.\So go by yourself.\Honestly!\Why is he like that?!\Who lets a poor defenseless girl go off into the mountains response:	on her own in the middle of the night?!
context: I can't tonight.\Huh?\I want to enjoy the pork miso soup I made last night.\So go by yourself.\Honestly!\Why is he like that?!\Who lets a poor defenseless girl go off into the mountains\on her own in the middle of the night?! response:	I'm terribly sorry it's so late, my lady.
context: Huh?\I want to enjoy the pork miso soup I made last night.\So go by yourself.\Honestly!\Why is he like that?!\Who lets a poor defenseless girl go off into the mountains\on her own in the middle of the night?!\I'm terribly sorry it's so late, my lady. response:	Oh! The swamp is coming into view.
context: I want to enjoy the pork miso soup I made last night.\So go by yourself.\Honestly!\Why is he like that?!\Who lets a poor defenseless girl go off into the mountains\on her own in the middle of the night?!\I'm terribly sorry it's so late, my lady.\Oh! The swamp is coming into view. response:	I humbly thank you for traveling so far to see me,
context: So go by yourself.\Honestly!\Why is he like that?!\Who lets a poor defenseless girl go off into the mountains\on her own in the middle of the night?!\I'm terribly sorry it's so late, my lady.\Oh! The swamp is coming into view.\I humbly thank you for traveling so far to see me, response:	my lady.
context: Honestly!\Why is he like that?!\Who lets a poor defenseless girl go off into the mountains\on her own in the middle of the night?!\I'm terribly sorry it's so late, my lady.\Oh! The swamp is coming into view.\I humbly thank you for traveling so far to see me,\my lady. response:	It's no problem. That is my duty, after all.
context: Why is he like that?!\Who lets a poor defenseless girl go off into the mountains\on her own in the middle of the night?!\I'm terribly sorry it's so late, my lady.\Oh! The swamp is coming into view.\I humbly thank you for traveling so far to see me,\my lady.\It's no problem. That is my duty, after all. response:	There's no need to thank me.
context: Who lets a poor defenseless girl go off into the mountains\on her own in the middle of the night?!\I'm terribly sorry it's so late, my lady.\Oh! The swamp is coming into view.\I humbly thank you for traveling so far to see me,\my lady.\It's no problem. That is my duty, after all.\There's no need to thank me. response:	You were once worshiped as a water god.
context: on her own in the middle of the night?!\I'm terribly sorry it's so late, my lady.\Oh! The swamp is coming into view.\I humbly thank you for traveling so far to see me,\my lady.\It's no problem. That is my duty, after all.\There's no need to thank me.\You were once worshiped as a water god. response:	It's only natural that I come to see you if you need me.
context: I'm terribly sorry it's so late, my lady.\Oh! The swamp is coming into view.\I humbly thank you for traveling so far to see me,\my lady.\It's no problem. That is my duty, after all.\There's no need to thank me.\You were once worshiped as a water god.\It's only natural that I come to see you if you need me. response:	It's been quite some time since the humans worshiped me as a water god.
context: Oh! The swamp is coming into view.\I humbly thank you for traveling so far to see me,\my lady.\It's no problem. That is my duty, after all.\There's no need to thank me.\You were once worshiped as a water god.\It's only natural that I come to see you if you need me.\It's been quite some time since the humans worshiped me as a water god. response:	The small shrine has long been forgotten,
context: I humbly thank you for traveling so far to see me,\my lady.\It's no problem. That is my duty, after all.\There's no need to thank me.\You were once worshiped as a water god.\It's only natural that I come to see you if you need me.\It's been quite some time since the humans worshiped me as a water god.\The small shrine has long been forgotten, response:	and no one offers me anything for it to rain anymore.
context: my lady.\It's no problem. That is my duty, after all.\There's no need to thank me.\You were once worshiped as a water god.\It's only natural that I come to see you if you need me.\It's been quite some time since the humans worshiped me as a water god.\The small shrine has long been forgotten,\and no one offers me anything for it to rain anymore. response:	Though, even when they did pray to me for rain,
context: It's no problem. That is my duty, after all.\There's no need to thank me.\You were once worshiped as a water god.\It's only natural that I come to see you if you need me.\It's been quite some time since the humans worshiped me as a water god.\The small shrine has long been forgotten,\and no one offers me anything for it to rain anymore.\Though, even when they did pray to me for rain, response:	I never had the ability to control the weather to begin with.
context: There's no need to thank me.\You were once worshiped as a water god.\It's only natural that I come to see you if you need me.\It's been quite some time since the humans worshiped me as a water god.\The small shrine has long been forgotten,\and no one offers me anything for it to rain anymore.\Though, even when they did pray to me for rain,\I never had the ability to control the weather to begin with. response:	So it is presumptuous that they ever considered me a god.
context: You were once worshiped as a water god.\It's only natural that I come to see you if you need me.\It's been quite some time since the humans worshiped me as a water god.\The small shrine has long been forgotten,\and no one offers me anything for it to rain anymore.\Though, even when they did pray to me for rain,\I never had the ability to control the weather to begin with.\So it is presumptuous that they ever considered me a god. response:	It's no wonder I've been forgotten.
context: It's only natural that I come to see you if you need me.\It's been quite some time since the humans worshiped me as a water god.\The small shrine has long been forgotten,\and no one offers me anything for it to rain anymore.\Though, even when they did pray to me for rain,\I never had the ability to control the weather to begin with.\So it is presumptuous that they ever considered me a god.\It's no wonder I've been forgotten. response:	The human world develops so quickly that
context: It's been quite some time since the humans worshiped me as a water god.\The small shrine has long been forgotten,\and no one offers me anything for it to rain anymore.\Though, even when they did pray to me for rain,\I never had the ability to control the weather to begin with.\So it is presumptuous that they ever considered me a god.\It's no wonder I've been forgotten.\The human world develops so quickly that response:	there are many things I don't understand.
context: The small shrine has long been forgotten,\and no one offers me anything for it to rain anymore.\Though, even when they did pray to me for rain,\I never had the ability to control the weather to begin with.\So it is presumptuous that they ever considered me a god.\It's no wonder I've been forgotten.\The human world develops so quickly that\there are many things I don't understand. response:	That is why I sent one of my servants to summon you, my lady,
context: and no one offers me anything for it to rain anymore.\Though, even when they did pray to me for rain,\I never had the ability to control the weather to begin with.\So it is presumptuous that they ever considered me a god.\It's no wonder I've been forgotten.\The human world develops so quickly that\there are many things I don't understand.\That is why I sent one of my servants to summon you, my lady, response:	so I could borrow some of your great wisdom.
context: Though, even when they did pray to me for rain,\I never had the ability to control the weather to begin with.\So it is presumptuous that they ever considered me a god.\It's no wonder I've been forgotten.\The human world develops so quickly that\there are many things I don't understand.\That is why I sent one of my servants to summon you, my lady,\so I could borrow some of your great wisdom. response:	So, well...
context: I never had the ability to control the weather to begin with.\So it is presumptuous that they ever considered me a god.\It's no wonder I've been forgotten.\The human world develops so quickly that\there are many things I don't understand.\That is why I sent one of my servants to summon you, my lady,\so I could borrow some of your great wisdom.\So, well... response:	I do apologize that I cannot be more hospitable here in these mountains,
context: So it is presumptuous that they ever considered me a god.\It's no wonder I've been forgotten.\The human world develops so quickly that\there are many things I don't understand.\That is why I sent one of my servants to summon you, my lady,\so I could borrow some of your great wisdom.\So, well...\I do apologize that I cannot be more hospitable here in these mountains, response:	but please do not be angry with me.
context: It's no wonder I've been forgotten.\The human world develops so quickly that\there are many things I don't understand.\That is why I sent one of my servants to summon you, my lady,\so I could borrow some of your great wisdom.\So, well...\I do apologize that I cannot be more hospitable here in these mountains,\but please do not be angry with me. response:	Oh, no! It's totally fine.
context: The human world develops so quickly that\there are many things I don't understand.\That is why I sent one of my servants to summon you, my lady,\so I could borrow some of your great wisdom.\So, well...\I do apologize that I cannot be more hospitable here in these mountains,\but please do not be angry with me.\Oh, no! It's totally fine. response:	If I seem to be in a bad mood, it isn't because of you.
context: there are many things I don't understand.\That is why I sent one of my servants to summon you, my lady,\so I could borrow some of your great wisdom.\So, well...\I do apologize that I cannot be more hospitable here in these mountains,\but please do not be angry with me.\Oh, no! It's totally fine.\If I seem to be in a bad mood, it isn't because of you. response:	It's due to something personal.
context: That is why I sent one of my servants to summon you, my lady,\so I could borrow some of your great wisdom.\So, well...\I do apologize that I cannot be more hospitable here in these mountains,\but please do not be angry with me.\Oh, no! It's totally fine.\If I seem to be in a bad mood, it isn't because of you.\It's due to something personal. response:	Something personal?
context: so I could borrow some of your great wisdom.\So, well...\I do apologize that I cannot be more hospitable here in these mountains,\but please do not be angry with me.\Oh, no! It's totally fine.\If I seem to be in a bad mood, it isn't because of you.\It's due to something personal.\Something personal? response:	Indeed.
context: So, well...\I do apologize that I cannot be more hospitable here in these mountains,\but please do not be angry with me.\Oh, no! It's totally fine.\If I seem to be in a bad mood, it isn't because of you.\It's due to something personal.\Something personal?\Indeed. response:	I have a boyfriend named Sakuragawa Kuro.
context: I do apologize that I cannot be more hospitable here in these mountains,\but please do not be angry with me.\Oh, no! It's totally fine.\If I seem to be in a bad mood, it isn't because of you.\It's due to something personal.\Something personal?\Indeed.\I have a boyfriend named Sakuragawa Kuro. response:	I asked him to accompany me here tonight,
context: but please do not be angry with me.\Oh, no! It's totally fine.\If I seem to be in a bad mood, it isn't because of you.\It's due to something personal.\Something personal?\Indeed.\I have a boyfriend named Sakuragawa Kuro.\I asked him to accompany me here tonight, response:	but he declined, saying he'd rather stay home and eat pork miso soup.
context: Oh, no! It's totally fine.\If I seem to be in a bad mood, it isn't because of you.\It's due to something personal.\Something personal?\Indeed.\I have a boyfriend named Sakuragawa Kuro.\I asked him to accompany me here tonight,\but he declined, saying he'd rather stay home and eat pork miso soup. response:	Sakuragawa
context: If I seem to be in a bad mood, it isn't because of you.\It's due to something personal.\Something personal?\Indeed.\I have a boyfriend named Sakuragawa Kuro.\I asked him to accompany me here tonight,\but he declined, saying he'd rather stay home and eat pork miso soup.\Sakuragawa response:	So you had some yokai track me...
context: It's due to something personal.\Something personal?\Indeed.\I have a boyfriend named Sakuragawa Kuro.\I asked him to accompany me here tonight,\but he declined, saying he'd rather stay home and eat pork miso soup.\Sakuragawa\So you had some yokai track me... response:	Kuro-san! Please take a look at this!
context: Something personal?\Indeed.\I have a boyfriend named Sakuragawa Kuro.\I asked him to accompany me here tonight,\but he declined, saying he'd rather stay home and eat pork miso soup.\Sakuragawa\So you had some yokai track me...\Kuro-san! Please take a look at this! response:	You actually did make pork miso soup?
context: Indeed.\I have a boyfriend named Sakuragawa Kuro.\I asked him to accompany me here tonight,\but he declined, saying he'd rather stay home and eat pork miso soup.\Sakuragawa\So you had some yokai track me...\Kuro-san! Please take a look at this!\You actually did make pork miso soup? response:	Don't just go barging into people's homes!
context: I have a boyfriend named Sakuragawa Kuro.\I asked him to accompany me here tonight,\but he declined, saying he'd rather stay home and eat pork miso soup.\Sakuragawa\So you had some yokai track me...\Kuro-san! Please take a look at this!\You actually did make pork miso soup?\Don't just go barging into people's homes! response:	Wait...
context: I asked him to accompany me here tonight,\but he declined, saying he'd rather stay home and eat pork miso soup.\Sakuragawa\So you had some yokai track me...\Kuro-san! Please take a look at this!\You actually did make pork miso soup?\Don't just go barging into people's homes!\Wait... response:	You're going into the mountains dressed like that?
context: but he declined, saying he'd rather stay home and eat pork miso soup.\Sakuragawa\So you had some yokai track me...\Kuro-san! Please take a look at this!\You actually did make pork miso soup?\Don't just go barging into people's homes!\Wait...\You're going into the mountains dressed like that? response:	Well done, Kuro-san! I knew you had good taste!
context: Sakuragawa\So you had some yokai track me...\Kuro-san! Please take a look at this!\You actually did make pork miso soup?\Don't just go barging into people's homes!\Wait...\You're going into the mountains dressed like that?\Well done, Kuro-san! I knew you had good taste! response:	It's my spring apparel! My I've been invited dress!
context: So you had some yokai track me...\Kuro-san! Please take a look at this!\You actually did make pork miso soup?\Don't just go barging into people's homes!\Wait...\You're going into the mountains dressed like that?\Well done, Kuro-san! I knew you had good taste!\It's my spring apparel! My I've been invited dress! response:	But you were invited into the mountains...
context: Kuro-san! Please take a look at this!\You actually did make pork miso soup?\Don't just go barging into people's homes!\Wait...\You're going into the mountains dressed like that?\Well done, Kuro-san! I knew you had good taste!\It's my spring apparel! My I've been invited dress!\But you were invited into the mountains... response:	Wait, no! You shouldn't be so forceful!
context: You actually did make pork miso soup?\Don't just go barging into people's homes!\Wait...\You're going into the mountains dressed like that?\Well done, Kuro-san! I knew you had good taste!\It's my spring apparel! My I've been invited dress!\But you were invited into the mountains...\Wait, no! You shouldn't be so forceful! response:	Come on. Just stay still.
context: Don't just go barging into people's homes!\Wait...\You're going into the mountains dressed like that?\Well done, Kuro-san! I knew you had good taste!\It's my spring apparel! My I've been invited dress!\But you were invited into the mountains...\Wait, no! You shouldn't be so forceful!\Come on. Just stay still. response:	Wh-What is this?
context: Wait...\You're going into the mountains dressed like that?\Well done, Kuro-san! I knew you had good taste!\It's my spring apparel! My I've been invited dress!\But you were invited into the mountains...\Wait, no! You shouldn't be so forceful!\Come on. Just stay still.\Wh-What is this? response:	The jacket I wore when I went mountain climbing in grade school.
context: You're going into the mountains dressed like that?\Well done, Kuro-san! I knew you had good taste!\It's my spring apparel! My I've been invited dress!\But you were invited into the mountains...\Wait, no! You shouldn't be so forceful!\Come on. Just stay still.\Wh-What is this?\The jacket I wore when I went mountain climbing in grade school. response:	How did you dig this up so quickly?!
context: Well done, Kuro-san! I knew you had good taste!\It's my spring apparel! My I've been invited dress!\But you were invited into the mountains...\Wait, no! You shouldn't be so forceful!\Come on. Just stay still.\Wh-What is this?\The jacket I wore when I went mountain climbing in grade school.\How did you dig this up so quickly?! response:	Now what are you doing?!
context: It's my spring apparel! My I've been invited dress!\But you were invited into the mountains...\Wait, no! You shouldn't be so forceful!\Come on. Just stay still.\Wh-What is this?\The jacket I wore when I went mountain climbing in grade school.\How did you dig this up so quickly?!\Now what are you doing?! response:	It's bug repellent.
context: But you were invited into the mountains...\Wait, no! You shouldn't be so forceful!\Come on. Just stay still.\Wh-What is this?\The jacket I wore when I went mountain climbing in grade school.\How did you dig this up so quickly?!\Now what are you doing?!\It's bug repellent. response:	What do you think you're... doing...
