context: Open your mind. Open your mind. response:	Far beyond the deep blue Earth, you and I shall meet...
context: Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Big Sister! Guess what? Guess what?\Let's see, now I have to...\Hey, Belldandy, we should be leaving soon. response:	All right.
context: Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Big Sister! Guess what? Guess what?\Let's see, now I have to...\Hey, Belldandy, we should be leaving soon.\All right. response:	I'm sorry, Skuld. I've got to go to college now.
context: I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Big Sister! Guess what? Guess what?\Let's see, now I have to...\Hey, Belldandy, we should be leaving soon.\All right.\I'm sorry, Skuld. I've got to go to college now. response:	Okay.
context: They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Big Sister! Guess what? Guess what?\Let's see, now I have to...\Hey, Belldandy, we should be leaving soon.\All right.\I'm sorry, Skuld. I've got to go to college now.\Okay. response:	All right, we're off now.
context: The sky is so blue...\Big Sister! Guess what? Guess what?\Let's see, now I have to...\Hey, Belldandy, we should be leaving soon.\All right.\I'm sorry, Skuld. I've got to go to college now.\Okay.\All right, we're off now. response:	Have a good day.
context: Big Sister! Guess what? Guess what?\Let's see, now I have to...\Hey, Belldandy, we should be leaving soon.\All right.\I'm sorry, Skuld. I've got to go to college now.\Okay.\All right, we're off now.\Have a good day. response:	See you later!
context: Let's see, now I have to...\Hey, Belldandy, we should be leaving soon.\All right.\I'm sorry, Skuld. I've got to go to college now.\Okay.\All right, we're off now.\Have a good day.\See you later! response:	Just you wait! No way am I going to be defeated by that Keiichi!
context: Hey, Belldandy, we should be leaving soon.\All right.\I'm sorry, Skuld. I've got to go to college now.\Okay.\All right, we're off now.\Have a good day.\See you later!\Just you wait! No way am I going to be defeated by that Keiichi! response:	I'll make sure Big Sister has eyes for no one but me!
context: All right.\I'm sorry, Skuld. I've got to go to college now.\Okay.\All right, we're off now.\Have a good day.\See you later!\Just you wait! No way am I going to be defeated by that Keiichi!\I'll make sure Big Sister has eyes for no one but me! response:	Ah! A Heart Stolen by a Goddess?
context: I'm sorry, Skuld. I've got to go to college now.\Okay.\All right, we're off now.\Have a good day.\See you later!\Just you wait! No way am I going to be defeated by that Keiichi!\I'll make sure Big Sister has eyes for no one but me!\Ah! A Heart Stolen by a Goddess? response:	When I'm finished building this, I just know it will make Big Sister happy!
context: Okay.\All right, we're off now.\Have a good day.\See you later!\Just you wait! No way am I going to be defeated by that Keiichi!\I'll make sure Big Sister has eyes for no one but me!\Ah! A Heart Stolen by a Goddess?\When I'm finished building this, I just know it will make Big Sister happy! response:	And if that happens...
context: All right, we're off now.\Have a good day.\See you later!\Just you wait! No way am I going to be defeated by that Keiichi!\I'll make sure Big Sister has eyes for no one but me!\Ah! A Heart Stolen by a Goddess?\When I'm finished building this, I just know it will make Big Sister happy!\And if that happens... response:	Thank you, Skuld!
context: Have a good day.\See you later!\Just you wait! No way am I going to be defeated by that Keiichi!\I'll make sure Big Sister has eyes for no one but me!\Ah! A Heart Stolen by a Goddess?\When I'm finished building this, I just know it will make Big Sister happy!\And if that happens...\Thank you, Skuld! response:	You're the most important person in my life after all!
context: See you later!\Just you wait! No way am I going to be defeated by that Keiichi!\I'll make sure Big Sister has eyes for no one but me!\Ah! A Heart Stolen by a Goddess?\When I'm finished building this, I just know it will make Big Sister happy!\And if that happens...\Thank you, Skuld!\You're the most important person in my life after all! response:	It's not a big deal, being forced to organize all the professor's data...
context: Just you wait! No way am I going to be defeated by that Keiichi!\I'll make sure Big Sister has eyes for no one but me!\Ah! A Heart Stolen by a Goddess?\When I'm finished building this, I just know it will make Big Sister happy!\And if that happens...\Thank you, Skuld!\You're the most important person in my life after all!\It's not a big deal, being forced to organize all the professor's data... response:	Just one more push, huh?
context: I'll make sure Big Sister has eyes for no one but me!\Ah! A Heart Stolen by a Goddess?\When I'm finished building this, I just know it will make Big Sister happy!\And if that happens...\Thank you, Skuld!\You're the most important person in my life after all!\It's not a big deal, being forced to organize all the professor's data...\Just one more push, huh? response:	All right!
context: Ah! A Heart Stolen by a Goddess?\When I'm finished building this, I just know it will make Big Sister happy!\And if that happens...\Thank you, Skuld!\You're the most important person in my life after all!\It's not a big deal, being forced to organize all the professor's data...\Just one more push, huh?\All right! response:	His steel body is expanding.
context: When I'm finished building this, I just know it will make Big Sister happy!\And if that happens...\Thank you, Skuld!\You're the most important person in my life after all!\It's not a big deal, being forced to organize all the professor's data...\Just one more push, huh?\All right!\His steel body is expanding. response:	Get on your feet! This gets me pumped up!
context: And if that happens...\Thank you, Skuld!\You're the most important person in my life after all!\It's not a big deal, being forced to organize all the professor's data...\Just one more push, huh?\All right!\His steel body is expanding.\Get on your feet! This gets me pumped up! response:	Big Z! Let's go! Expanding with one injection!
context: Thank you, Skuld!\You're the most important person in my life after all!\It's not a big deal, being forced to organize all the professor's data...\Just one more push, huh?\All right!\His steel body is expanding.\Get on your feet! This gets me pumped up!\Big Z! Let's go! Expanding with one injection! response:	Come on, Big Z! You're at Unit 5!
context: You're the most important person in my life after all!\It's not a big deal, being forced to organize all the professor's data...\Just one more push, huh?\All right!\His steel body is expanding.\Get on your feet! This gets me pumped up!\Big Z! Let's go! Expanding with one injection!\Come on, Big Z! You're at Unit 5! response:	One more shot! One more shot!
context: It's not a big deal, being forced to organize all the professor's data...\Just one more push, huh?\All right!\His steel body is expanding.\Get on your feet! This gets me pumped up!\Big Z! Let's go! Expanding with one injection!\Come on, Big Z! You're at Unit 5!\One more shot! One more shot! response:	An all-purpose robot who will protect and serve Big Sister with its devotion...
context: Just one more push, huh?\All right!\His steel body is expanding.\Get on your feet! This gets me pumped up!\Big Z! Let's go! Expanding with one injection!\Come on, Big Z! You're at Unit 5!\One more shot! One more shot!\An all-purpose robot who will protect and serve Big Sister with its devotion... response:	With this on our side, we have nothing to fear from Marller either!
context: All right!\His steel body is expanding.\Get on your feet! This gets me pumped up!\Big Z! Let's go! Expanding with one injection!\Come on, Big Z! You're at Unit 5!\One more shot! One more shot!\An all-purpose robot who will protect and serve Big Sister with its devotion...\With this on our side, we have nothing to fear from Marller either! response:	And that's all she wrote.
context: His steel body is expanding.\Get on your feet! This gets me pumped up!\Big Z! Let's go! Expanding with one injection!\Come on, Big Z! You're at Unit 5!\One more shot! One more shot!\An all-purpose robot who will protect and serve Big Sister with its devotion...\With this on our side, we have nothing to fear from Marller either!\And that's all she wrote. response:	Finished!
context: Get on your feet! This gets me pumped up!\Big Z! Let's go! Expanding with one injection!\Come on, Big Z! You're at Unit 5!\One more shot! One more shot!\An all-purpose robot who will protect and serve Big Sister with its devotion...\With this on our side, we have nothing to fear from Marller either!\And that's all she wrote.\Finished! response:	Okay, I guess I should hit Save...
context: Big Z! Let's go! Expanding with one injection!\Come on, Big Z! You're at Unit 5!\One more shot! One more shot!\An all-purpose robot who will protect and serve Big Sister with its devotion...\With this on our side, we have nothing to fear from Marller either!\And that's all she wrote.\Finished!\Okay, I guess I should hit Save... response:	Alternate power source on! Voltage is normal...
context: Come on, Big Z! You're at Unit 5!\One more shot! One more shot!\An all-purpose robot who will protect and serve Big Sister with its devotion...\With this on our side, we have nothing to fear from Marller either!\And that's all she wrote.\Finished!\Okay, I guess I should hit Save...\Alternate power source on! Voltage is normal... response:	Start data read!
context: One more shot! One more shot!\An all-purpose robot who will protect and serve Big Sister with its devotion...\With this on our side, we have nothing to fear from Marller either!\And that's all she wrote.\Finished!\Okay, I guess I should hit Save...\Alternate power source on! Voltage is normal...\Start data read! response:	Let's go, you got him! Finish him off!
context: An all-purpose robot who will protect and serve Big Sister with its devotion...\With this on our side, we have nothing to fear from Marller either!\And that's all she wrote.\Finished!\Okay, I guess I should hit Save...\Alternate power source on! Voltage is normal...\Start data read!\Let's go, you got him! Finish him off! response:	Gyro on.
context: With this on our side, we have nothing to fear from Marller either!\And that's all she wrote.\Finished!\Okay, I guess I should hit Save...\Alternate power source on! Voltage is normal...\Start data read!\Let's go, you got him! Finish him off!\Gyro on. response:	Now releasing the final safety device.
context: And that's all she wrote.\Finished!\Okay, I guess I should hit Save...\Alternate power source on! Voltage is normal...\Start data read!\Let's go, you got him! Finish him off!\Gyro on.\Now releasing the final safety device. response:	Voltage, okay! Oil pressure, normal!
context: Finished!\Okay, I guess I should hit Save...\Alternate power source on! Voltage is normal...\Start data read!\Let's go, you got him! Finish him off!\Gyro on.\Now releasing the final safety device.\Voltage, okay! Oil pressure, normal! response:	Here we go!
context: Okay, I guess I should hit Save...\Alternate power source on! Voltage is normal...\Start data read!\Let's go, you got him! Finish him off!\Gyro on.\Now releasing the final safety device.\Voltage, okay! Oil pressure, normal!\Here we go! response:	Activate!
context: Alternate power source on! Voltage is normal...\Start data read!\Let's go, you got him! Finish him off!\Gyro on.\Now releasing the final safety device.\Voltage, okay! Oil pressure, normal!\Here we go!\Activate! response:	It's all gone...
context: Start data read!\Let's go, you got him! Finish him off!\Gyro on.\Now releasing the final safety device.\Voltage, okay! Oil pressure, normal!\Here we go!\Activate!\It's all gone... response:	All 15 hours and 22 minutes of my hard work...
context: Let's go, you got him! Finish him off!\Gyro on.\Now releasing the final safety device.\Voltage, okay! Oil pressure, normal!\Here we go!\Activate!\It's all gone...\All 15 hours and 22 minutes of my hard work... response:	Just when Big Z was about to wreak total havoc...
context: Gyro on.\Now releasing the final safety device.\Voltage, okay! Oil pressure, normal!\Here we go!\Activate!\It's all gone...\All 15 hours and 22 minutes of my hard work...\Just when Big Z was about to wreak total havoc... response:	Only one person could've done this... it's that girl!
context: Now releasing the final safety device.\Voltage, okay! Oil pressure, normal!\Here we go!\Activate!\It's all gone...\All 15 hours and 22 minutes of my hard work...\Just when Big Z was about to wreak total havoc...\Only one person could've done this... it's that girl! response:	What in the world were you thinking?
context: Voltage, okay! Oil pressure, normal!\Here we go!\Activate!\It's all gone...\All 15 hours and 22 minutes of my hard work...\Just when Big Z was about to wreak total havoc...\Only one person could've done this... it's that girl!\What in the world were you thinking? response:	What are you going to do about all that data?
context: Here we go!\Activate!\It's all gone...\All 15 hours and 22 minutes of my hard work...\Just when Big Z was about to wreak total havoc...\Only one person could've done this... it's that girl!\What in the world were you thinking?\What are you going to do about all that data? response:	Your timing is perfect, you know.
context: Activate!\It's all gone...\All 15 hours and 22 minutes of my hard work...\Just when Big Z was about to wreak total havoc...\Only one person could've done this... it's that girl!\What in the world were you thinking?\What are you going to do about all that data?\Your timing is perfect, you know. response:	I just activated him.
context: It's all gone...\All 15 hours and 22 minutes of my hard work...\Just when Big Z was about to wreak total havoc...\Only one person could've done this... it's that girl!\What in the world were you thinking?\What are you going to do about all that data?\Your timing is perfect, you know.\I just activated him. response:	This is the multi-functional Big Sister Helper Robot, which I invented.
context: All 15 hours and 22 minutes of my hard work...\Just when Big Z was about to wreak total havoc...\Only one person could've done this... it's that girl!\What in the world were you thinking?\What are you going to do about all that data?\Your timing is perfect, you know.\I just activated him.\This is the multi-functional Big Sister Helper Robot, which I invented. response:	He handles all household chores and has a demon-thwarting function.
context: Just when Big Z was about to wreak total havoc...\Only one person could've done this... it's that girl!\What in the world were you thinking?\What are you going to do about all that data?\Your timing is perfect, you know.\I just activated him.\This is the multi-functional Big Sister Helper Robot, which I invented.\He handles all household chores and has a demon-thwarting function. response:	He's an all-purpose robot and his name is...
context: Only one person could've done this... it's that girl!\What in the world were you thinking?\What are you going to do about all that data?\Your timing is perfect, you know.\I just activated him.\This is the multi-functional Big Sister Helper Robot, which I invented.\He handles all household chores and has a demon-thwarting function.\He's an all-purpose robot and his name is... response:	Banpei RX!
context: What in the world were you thinking?\What are you going to do about all that data?\Your timing is perfect, you know.\I just activated him.\This is the multi-functional Big Sister Helper Robot, which I invented.\He handles all household chores and has a demon-thwarting function.\He's an all-purpose robot and his name is...\Banpei RX! response:	What's the matter?
context: What are you going to do about all that data?\Your timing is perfect, you know.\I just activated him.\This is the multi-functional Big Sister Helper Robot, which I invented.\He handles all household chores and has a demon-thwarting function.\He's an all-purpose robot and his name is...\Banpei RX!\What's the matter? response:	I can't believe you made another useless piece of junk!
context: Your timing is perfect, you know.\I just activated him.\This is the multi-functional Big Sister Helper Robot, which I invented.\He handles all household chores and has a demon-thwarting function.\He's an all-purpose robot and his name is...\Banpei RX!\What's the matter?\I can't believe you made another useless piece of junk! response:	I can't believe my data was lost because of this...
context: I just activated him.\This is the multi-functional Big Sister Helper Robot, which I invented.\He handles all household chores and has a demon-thwarting function.\He's an all-purpose robot and his name is...\Banpei RX!\What's the matter?\I can't believe you made another useless piece of junk!\I can't believe my data was lost because of this... response:	I missed the part where Big Z goes on a rampage because of you!
context: This is the multi-functional Big Sister Helper Robot, which I invented.\He handles all household chores and has a demon-thwarting function.\He's an all-purpose robot and his name is...\Banpei RX!\What's the matter?\I can't believe you made another useless piece of junk!\I can't believe my data was lost because of this...\I missed the part where Big Z goes on a rampage because of you! response:	How are you gonna make up for it?
context: He handles all household chores and has a demon-thwarting function.\He's an all-purpose robot and his name is...\Banpei RX!\What's the matter?\I can't believe you made another useless piece of junk!\I can't believe my data was lost because of this...\I missed the part where Big Z goes on a rampage because of you!\How are you gonna make up for it? response:	15 hours and 22 minutes worth of work went down the drain for this?
context: He's an all-purpose robot and his name is...\Banpei RX!\What's the matter?\I can't believe you made another useless piece of junk!\I can't believe my data was lost because of this...\I missed the part where Big Z goes on a rampage because of you!\How are you gonna make up for it?\15 hours and 22 minutes worth of work went down the drain for this? response:	This robot I built... he really is useful, he is!
context: Banpei RX!\What's the matter?\I can't believe you made another useless piece of junk!\I can't believe my data was lost because of this...\I missed the part where Big Z goes on a rampage because of you!\How are you gonna make up for it?\15 hours and 22 minutes worth of work went down the drain for this?\This robot I built... he really is useful, he is! response:	Oh, hey, sorry. I was too harsh.
context: What's the matter?\I can't believe you made another useless piece of junk!\I can't believe my data was lost because of this...\I missed the part where Big Z goes on a rampage because of you!\How are you gonna make up for it?\15 hours and 22 minutes worth of work went down the drain for this?\This robot I built... he really is useful, he is!\Oh, hey, sorry. I was too harsh. response:	You watch, he's incredible! Banpei is absolutely incredible!
context: I can't believe you made another useless piece of junk!\I can't believe my data was lost because of this...\I missed the part where Big Z goes on a rampage because of you!\How are you gonna make up for it?\15 hours and 22 minutes worth of work went down the drain for this?\This robot I built... he really is useful, he is!\Oh, hey, sorry. I was too harsh.\You watch, he's incredible! Banpei is absolutely incredible! response:	Oh, you're such a crybaby.
context: I can't believe my data was lost because of this...\I missed the part where Big Z goes on a rampage because of you!\How are you gonna make up for it?\15 hours and 22 minutes worth of work went down the drain for this?\This robot I built... he really is useful, he is!\Oh, hey, sorry. I was too harsh.\You watch, he's incredible! Banpei is absolutely incredible!\Oh, you're such a crybaby. response:	What's the matter?
context: I missed the part where Big Z goes on a rampage because of you!\How are you gonna make up for it?\15 hours and 22 minutes worth of work went down the drain for this?\This robot I built... he really is useful, he is!\Oh, hey, sorry. I was too harsh.\You watch, he's incredible! Banpei is absolutely incredible!\Oh, you're such a crybaby.\What's the matter? response:	PROTECT THE TARGET SET/COMPLETED
context: How are you gonna make up for it?\15 hours and 22 minutes worth of work went down the drain for this?\This robot I built... he really is useful, he is!\Oh, hey, sorry. I was too harsh.\You watch, he's incredible! Banpei is absolutely incredible!\Oh, you're such a crybaby.\What's the matter?\PROTECT THE TARGET SET/COMPLETED response:	I did it! Activation successful!
context: 15 hours and 22 minutes worth of work went down the drain for this?\This robot I built... he really is useful, he is!\Oh, hey, sorry. I was too harsh.\You watch, he's incredible! Banpei is absolutely incredible!\Oh, you're such a crybaby.\What's the matter?\PROTECT THE TARGET SET/COMPLETED\I did it! Activation successful! response:	Who is that, a new friend?
context: This robot I built... he really is useful, he is!\Oh, hey, sorry. I was too harsh.\You watch, he's incredible! Banpei is absolutely incredible!\Oh, you're such a crybaby.\What's the matter?\PROTECT THE TARGET SET/COMPLETED\I did it! Activation successful!\Who is that, a new friend? response:	It's nothing but a piece of junk that Skuld created.
context: Oh, hey, sorry. I was too harsh.\You watch, he's incredible! Banpei is absolutely incredible!\Oh, you're such a crybaby.\What's the matter?\PROTECT THE TARGET SET/COMPLETED\I did it! Activation successful!\Who is that, a new friend?\It's nothing but a piece of junk that Skuld created. response:	Forgive me! You're not a piece of junk, all right?
context: You watch, he's incredible! Banpei is absolutely incredible!\Oh, you're such a crybaby.\What's the matter?\PROTECT THE TARGET SET/COMPLETED\I did it! Activation successful!\Who is that, a new friend?\It's nothing but a piece of junk that Skuld created.\Forgive me! You're not a piece of junk, all right? response:	Huh?
context: Oh, you're such a crybaby.\What's the matter?\PROTECT THE TARGET SET/COMPLETED\I did it! Activation successful!\Who is that, a new friend?\It's nothing but a piece of junk that Skuld created.\Forgive me! You're not a piece of junk, all right?\Huh? response:	Pleased to meet you, Mr. Banpei! I'd like to be your friend!
context: What's the matter?\PROTECT THE TARGET SET/COMPLETED\I did it! Activation successful!\Who is that, a new friend?\It's nothing but a piece of junk that Skuld created.\Forgive me! You're not a piece of junk, all right?\Huh?\Pleased to meet you, Mr. Banpei! I'd like to be your friend! response:	My, are you going to help me?
context: PROTECT THE TARGET SET/COMPLETED\I did it! Activation successful!\Who is that, a new friend?\It's nothing but a piece of junk that Skuld created.\Forgive me! You're not a piece of junk, all right?\Huh?\Pleased to meet you, Mr. Banpei! I'd like to be your friend!\My, are you going to help me? response:	No sign of vigilance whatsoever!
context: I did it! Activation successful!\Who is that, a new friend?\It's nothing but a piece of junk that Skuld created.\Forgive me! You're not a piece of junk, all right?\Huh?\Pleased to meet you, Mr. Banpei! I'd like to be your friend!\My, are you going to help me?\No sign of vigilance whatsoever! response:	Little do they know what a terrible plan I have up my sleeve!
context: Who is that, a new friend?\It's nothing but a piece of junk that Skuld created.\Forgive me! You're not a piece of junk, all right?\Huh?\Pleased to meet you, Mr. Banpei! I'd like to be your friend!\My, are you going to help me?\No sign of vigilance whatsoever!\Little do they know what a terrible plan I have up my sleeve! response:	I'll force that Keiichi to take this maximum strength hair-growth potion...
context: It's nothing but a piece of junk that Skuld created.\Forgive me! You're not a piece of junk, all right?\Huh?\Pleased to meet you, Mr. Banpei! I'd like to be your friend!\My, are you going to help me?\No sign of vigilance whatsoever!\Little do they know what a terrible plan I have up my sleeve!\I'll force that Keiichi to take this maximum strength hair-growth potion... response:	Wait, should I go with the potion that will make his skin...
context: Forgive me! You're not a piece of junk, all right?\Huh?\Pleased to meet you, Mr. Banpei! I'd like to be your friend!\My, are you going to help me?\No sign of vigilance whatsoever!\Little do they know what a terrible plan I have up my sleeve!\I'll force that Keiichi to take this maximum strength hair-growth potion...\Wait, should I go with the potion that will make his skin... response:	Or maybe it's better to use this one?
context: Huh?\Pleased to meet you, Mr. Banpei! I'd like to be your friend!\My, are you going to help me?\No sign of vigilance whatsoever!\Little do they know what a terrible plan I have up my sleeve!\I'll force that Keiichi to take this maximum strength hair-growth potion...\Wait, should I go with the potion that will make his skin...\Or maybe it's better to use this one? response:	It feels so good to do the laundry on a sunny day.
context: Pleased to meet you, Mr. Banpei! I'd like to be your friend!\My, are you going to help me?\No sign of vigilance whatsoever!\Little do they know what a terrible plan I have up my sleeve!\I'll force that Keiichi to take this maximum strength hair-growth potion...\Wait, should I go with the potion that will make his skin...\Or maybe it's better to use this one?\It feels so good to do the laundry on a sunny day. response:	When I look at that blue sky and those white clouds...
context: My, are you going to help me?\No sign of vigilance whatsoever!\Little do they know what a terrible plan I have up my sleeve!\I'll force that Keiichi to take this maximum strength hair-growth potion...\Wait, should I go with the potion that will make his skin...\Or maybe it's better to use this one?\It feels so good to do the laundry on a sunny day.\When I look at that blue sky and those white clouds... response:	I don't know why, but...
context: No sign of vigilance whatsoever!\Little do they know what a terrible plan I have up my sleeve!\I'll force that Keiichi to take this maximum strength hair-growth potion...\Wait, should I go with the potion that will make his skin...\Or maybe it's better to use this one?\It feels so good to do the laundry on a sunny day.\When I look at that blue sky and those white clouds...\I don't know why, but... response:	I've decided! I'll use this potion that will make his feet itch for 30 years!
context: Little do they know what a terrible plan I have up my sleeve!\I'll force that Keiichi to take this maximum strength hair-growth potion...\Wait, should I go with the potion that will make his skin...\Or maybe it's better to use this one?\It feels so good to do the laundry on a sunny day.\When I look at that blue sky and those white clouds...\I don't know why, but...\I've decided! I'll use this potion that will make his feet itch for 30 years! response:	Banpei?
context: I'll force that Keiichi to take this maximum strength hair-growth potion...\Wait, should I go with the potion that will make his skin...\Or maybe it's better to use this one?\It feels so good to do the laundry on a sunny day.\When I look at that blue sky and those white clouds...\I don't know why, but...\I've decided! I'll use this potion that will make his feet itch for 30 years!\Banpei? response:	ATTACK MODE
context: Wait, should I go with the potion that will make his skin...\Or maybe it's better to use this one?\It feels so good to do the laundry on a sunny day.\When I look at that blue sky and those white clouds...\I don't know why, but...\I've decided! I'll use this potion that will make his feet itch for 30 years!\Banpei?\ATTACK MODE response:	ATTACK MODE DEMON/AUTOMATIC
context: Or maybe it's better to use this one?\It feels so good to do the laundry on a sunny day.\When I look at that blue sky and those white clouds...\I don't know why, but...\I've decided! I'll use this potion that will make his feet itch for 30 years!\Banpei?\ATTACK MODE\ATTACK MODE DEMON/AUTOMATIC response:	Marller!
context: It feels so good to do the laundry on a sunny day.\When I look at that blue sky and those white clouds...\I don't know why, but...\I've decided! I'll use this potion that will make his feet itch for 30 years!\Banpei?\ATTACK MODE\ATTACK MODE DEMON/AUTOMATIC\Marller! response:	Was Marller here?
context: When I look at that blue sky and those white clouds...\I don't know why, but...\I've decided! I'll use this potion that will make his feet itch for 30 years!\Banpei?\ATTACK MODE\ATTACK MODE DEMON/AUTOMATIC\Marller!\Was Marller here? response:	Yes.
context: I don't know why, but...\I've decided! I'll use this potion that will make his feet itch for 30 years!\Banpei?\ATTACK MODE\ATTACK MODE DEMON/AUTOMATIC\Marller!\Was Marller here?\Yes. response:	And we were saved by this little fellow.
context: I've decided! I'll use this potion that will make his feet itch for 30 years!\Banpei?\ATTACK MODE\ATTACK MODE DEMON/AUTOMATIC\Marller!\Was Marller here?\Yes.\And we were saved by this little fellow. response:	You see? He's useful, just like I said!
context: Banpei?\ATTACK MODE\ATTACK MODE DEMON/AUTOMATIC\Marller!\Was Marller here?\Yes.\And we were saved by this little fellow.\You see? He's useful, just like I said! response:	Right, Big Sister?
context: ATTACK MODE\ATTACK MODE DEMON/AUTOMATIC\Marller!\Was Marller here?\Yes.\And we were saved by this little fellow.\You see? He's useful, just like I said!\Right, Big Sister? response:	Right.
context: ATTACK MODE DEMON/AUTOMATIC\Marller!\Was Marller here?\Yes.\And we were saved by this little fellow.\You see? He's useful, just like I said!\Right, Big Sister?\Right. response:	Thank you, Skuld!
context: Marller!\Was Marller here?\Yes.\And we were saved by this little fellow.\You see? He's useful, just like I said!\Right, Big Sister?\Right.\Thank you, Skuld! response:	Yes, well done indeed. So... Thank you, Skuld!
context: Was Marller here?\Yes.\And we were saved by this little fellow.\You see? He's useful, just like I said!\Right, Big Sister?\Right.\Thank you, Skuld!\Yes, well done indeed. So... Thank you, Skuld! response:	Yes, well done indeed. So...
context: Yes.\And we were saved by this little fellow.\You see? He's useful, just like I said!\Right, Big Sister?\Right.\Thank you, Skuld!\Yes, well done indeed. So... Thank you, Skuld!\Yes, well done indeed. So... response:	Please turn it off as soon as possible.
context: And we were saved by this little fellow.\You see? He's useful, just like I said!\Right, Big Sister?\Right.\Thank you, Skuld!\Yes, well done indeed. So... Thank you, Skuld!\Yes, well done indeed. So...\Please turn it off as soon as possible. response:	'The Galaxy Vagabond Force' is about to start.
context: You see? He's useful, just like I said!\Right, Big Sister?\Right.\Thank you, Skuld!\Yes, well done indeed. So... Thank you, Skuld!\Yes, well done indeed. So...\Please turn it off as soon as possible.\'The Galaxy Vagabond Force' is about to start. response:	Rats!
context: Right, Big Sister?\Right.\Thank you, Skuld!\Yes, well done indeed. So... Thank you, Skuld!\Yes, well done indeed. So...\Please turn it off as soon as possible.\'The Galaxy Vagabond Force' is about to start.\Rats! response:	Come on, we just got rid of Marller. Why do I have to get yelled at?
