context: hajimete no kimochi my first feelings response:	shonbori no mune ni upon my downhearted chest
context: kowareru omoiwa these trembling feelings are\maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe response:	Heat haze
context: maichiru hanabirane fluttering petals,\sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Heat haze response:	That was my middle school.
context: sukininatte iino is it okay for me to fall in love?\soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Heat haze\That was my middle school. response:	Let's go see.
context: soretomo or will...\tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Heat haze\That was my middle school.\Let's go see. response:	Okay.
context: tamerau kokoro ga my hesitating heart\bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Heat haze\That was my middle school.\Let's go see.\Okay. response:	You used to wear those too?
context: bureiki kakerukedo put on my brakes,\kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Heat haze\That was my middle school.\Let's go see.\Okay.\You used to wear those too? response:	Yeah.
context: kurushikute it's so painful\ikiga tomarisou desu I can't breathe\Heat haze\That was my middle school.\Let's go see.\Okay.\You used to wear those too?\Yeah. response:	Looks like middle schoolers from the country.
context: ikiga tomarisou desu I can't breathe\Heat haze\That was my middle school.\Let's go see.\Okay.\You used to wear those too?\Yeah.\Looks like middle schoolers from the country. response:	Jeez.
context: Heat haze\That was my middle school.\Let's go see.\Okay.\You used to wear those too?\Yeah.\Looks like middle schoolers from the country.\Jeez. response:	Hello.
context: That was my middle school.\Let's go see.\Okay.\You used to wear those too?\Yeah.\Looks like middle schoolers from the country.\Jeez.\Hello. response:	Hello.
context: Let's go see.\Okay.\You used to wear those too?\Yeah.\Looks like middle schoolers from the country.\Jeez.\Hello.\Hello. response:	He owns a tea shop in the neighborhood.
context: Okay.\You used to wear those too?\Yeah.\Looks like middle schoolers from the country.\Jeez.\Hello.\Hello.\He owns a tea shop in the neighborhood. response:	I see.
context: You used to wear those too?\Yeah.\Looks like middle schoolers from the country.\Jeez.\Hello.\Hello.\He owns a tea shop in the neighborhood.\I see. response:	It sure is cold today.
context: Yeah.\Looks like middle schoolers from the country.\Jeez.\Hello.\Hello.\He owns a tea shop in the neighborhood.\I see.\It sure is cold today. response:	You're right. It looks like it might snow.
context: Looks like middle schoolers from the country.\Jeez.\Hello.\Hello.\He owns a tea shop in the neighborhood.\I see.\It sure is cold today.\You're right. It looks like it might snow. response:	My...
context: Jeez.\Hello.\Hello.\He owns a tea shop in the neighborhood.\I see.\It sure is cold today.\You're right. It looks like it might snow.\My... response:	You must have left home very early to get here this early.
context: Hello.\Hello.\He owns a tea shop in the neighborhood.\I see.\It sure is cold today.\You're right. It looks like it might snow.\My...\You must have left home very early to get here this early. response:	Sorry. We just suddenly decided to come.
context: Hello.\He owns a tea shop in the neighborhood.\I see.\It sure is cold today.\You're right. It looks like it might snow.\My...\You must have left home very early to get here this early.\Sorry. We just suddenly decided to come. response:	That's right
context: He owns a tea shop in the neighborhood.\I see.\It sure is cold today.\You're right. It looks like it might snow.\My...\You must have left home very early to get here this early.\Sorry. We just suddenly decided to come.\That's right response:	I slept over at my brother's house last night.
context: I see.\It sure is cold today.\You're right. It looks like it might snow.\My...\You must have left home very early to get here this early.\Sorry. We just suddenly decided to come.\That's right\I slept over at my brother's house last night. response:	I see. You guys must get along very well.
context: It sure is cold today.\You're right. It looks like it might snow.\My...\You must have left home very early to get here this early.\Sorry. We just suddenly decided to come.\That's right\I slept over at my brother's house last night.\I see. You guys must get along very well. response:	Oh yeah. What's that?
context: You're right. It looks like it might snow.\My...\You must have left home very early to get here this early.\Sorry. We just suddenly decided to come.\That's right\I slept over at my brother's house last night.\I see. You guys must get along very well.\Oh yeah. What's that? response:	Oh, that?
context: My...\You must have left home very early to get here this early.\Sorry. We just suddenly decided to come.\That's right\I slept over at my brother's house last night.\I see. You guys must get along very well.\Oh yeah. What's that?\Oh, that? response:	That's just for a little change of mood.
context: You must have left home very early to get here this early.\Sorry. We just suddenly decided to come.\That's right\I slept over at my brother's house last night.\I see. You guys must get along very well.\Oh yeah. What's that?\Oh, that?\That's just for a little change of mood. response:	Oh.
context: Sorry. We just suddenly decided to come.\That's right\I slept over at my brother's house last night.\I see. You guys must get along very well.\Oh yeah. What's that?\Oh, that?\That's just for a little change of mood.\Oh. response:	Well, take your time.
context: That's right\I slept over at my brother's house last night.\I see. You guys must get along very well.\Oh yeah. What's that?\Oh, that?\That's just for a little change of mood.\Oh.\Well, take your time. response:	Yeah.
context: I slept over at my brother's house last night.\I see. You guys must get along very well.\Oh yeah. What's that?\Oh, that?\That's just for a little change of mood.\Oh.\Well, take your time.\Yeah. response:	Yes, please. Oh yes, the shampoo you gave me last week, it's so good...
context: I see. You guys must get along very well.\Oh yeah. What's that?\Oh, that?\That's just for a little change of mood.\Oh.\Well, take your time.\Yeah.\Yes, please. Oh yes, the shampoo you gave me last week, it's so good... response:	Koshiro?
context: Oh yeah. What's that?\Oh, that?\That's just for a little change of mood.\Oh.\Well, take your time.\Yeah.\Yes, please. Oh yes, the shampoo you gave me last week, it's so good...\Koshiro? response:	Yeah?
context: Oh, that?\That's just for a little change of mood.\Oh.\Well, take your time.\Yeah.\Yes, please. Oh yes, the shampoo you gave me last week, it's so good...\Koshiro?\Yeah? response:	Do be careful.
context: That's just for a little change of mood.\Oh.\Well, take your time.\Yeah.\Yes, please. Oh yes, the shampoo you gave me last week, it's so good...\Koshiro?\Yeah?\Do be careful. response:	I think it's because a tile is cracked.
context: Oh.\Well, take your time.\Yeah.\Yes, please. Oh yes, the shampoo you gave me last week, it's so good...\Koshiro?\Yeah?\Do be careful.\I think it's because a tile is cracked. response:	Could you at least try?
context: Well, take your time.\Yeah.\Yes, please. Oh yes, the shampoo you gave me last week, it's so good...\Koshiro?\Yeah?\Do be careful.\I think it's because a tile is cracked.\Could you at least try? response:	The leak is terrible.
context: Yeah.\Yes, please. Oh yes, the shampoo you gave me last week, it's so good...\Koshiro?\Yeah?\Do be careful.\I think it's because a tile is cracked.\Could you at least try?\The leak is terrible. response:	I guess it can't be helped.
context: Yes, please. Oh yes, the shampoo you gave me last week, it's so good...\Koshiro?\Yeah?\Do be careful.\I think it's because a tile is cracked.\Could you at least try?\The leak is terrible.\I guess it can't be helped. response:	Man, it's freezing.
context: Koshiro?\Yeah?\Do be careful.\I think it's because a tile is cracked.\Could you at least try?\The leak is terrible.\I guess it can't be helped.\Man, it's freezing. response:	Is it fixed?
context: Yeah?\Do be careful.\I think it's because a tile is cracked.\Could you at least try?\The leak is terrible.\I guess it can't be helped.\Man, it's freezing.\Is it fixed? response:	Probably... Actually, I don't know.
context: Do be careful.\I think it's because a tile is cracked.\Could you at least try?\The leak is terrible.\I guess it can't be helped.\Man, it's freezing.\Is it fixed?\Probably... Actually, I don't know. response:	Eh, what? Which one?
context: I think it's because a tile is cracked.\Could you at least try?\The leak is terrible.\I guess it can't be helped.\Man, it's freezing.\Is it fixed?\Probably... Actually, I don't know.\Eh, what? Which one? response:	That's because the kid next door...
context: Could you at least try?\The leak is terrible.\I guess it can't be helped.\Man, it's freezing.\Is it fixed?\Probably... Actually, I don't know.\Eh, what? Which one?\That's because the kid next door... response:	Even if that's so, this is so bad.
context: The leak is terrible.\I guess it can't be helped.\Man, it's freezing.\Is it fixed?\Probably... Actually, I don't know.\Eh, what? Which one?\That's because the kid next door...\Even if that's so, this is so bad. response:	Ah! Don't look!
context: I guess it can't be helped.\Man, it's freezing.\Is it fixed?\Probably... Actually, I don't know.\Eh, what? Which one?\That's because the kid next door...\Even if that's so, this is so bad.\Ah! Don't look! response:	You really do look like a middle schooler from the country.
context: Man, it's freezing.\Is it fixed?\Probably... Actually, I don't know.\Eh, what? Which one?\That's because the kid next door...\Even if that's so, this is so bad.\Ah! Don't look!\You really do look like a middle schooler from the country. response:	Just because there aren't many photos of you, brother. It's not fair!
context: Is it fixed?\Probably... Actually, I don't know.\Eh, what? Which one?\That's because the kid next door...\Even if that's so, this is so bad.\Ah! Don't look!\You really do look like a middle schooler from the country.\Just because there aren't many photos of you, brother. It's not fair! response:	Jeez...
context: Probably... Actually, I don't know.\Eh, what? Which one?\That's because the kid next door...\Even if that's so, this is so bad.\Ah! Don't look!\You really do look like a middle schooler from the country.\Just because there aren't many photos of you, brother. It's not fair!\Jeez... response:	Oh, yeah. I found these too.
context: Eh, what? Which one?\That's because the kid next door...\Even if that's so, this is so bad.\Ah! Don't look!\You really do look like a middle schooler from the country.\Just because there aren't many photos of you, brother. It's not fair!\Jeez...\Oh, yeah. I found these too. response:	Your collection of compositions from elementary school.
context: That's because the kid next door...\Even if that's so, this is so bad.\Ah! Don't look!\You really do look like a middle schooler from the country.\Just because there aren't many photos of you, brother. It's not fair!\Jeez...\Oh, yeah. I found these too.\Your collection of compositions from elementary school. response:	Ah, mom, not that.
context: Even if that's so, this is so bad.\Ah! Don't look!\You really do look like a middle schooler from the country.\Just because there aren't many photos of you, brother. It's not fair!\Jeez...\Oh, yeah. I found these too.\Your collection of compositions from elementary school.\Ah, mom, not that. response:	My dream is to become a beautician.
context: Ah! Don't look!\You really do look like a middle schooler from the country.\Just because there aren't many photos of you, brother. It's not fair!\Jeez...\Oh, yeah. I found these too.\Your collection of compositions from elementary school.\Ah, mom, not that.\My dream is to become a beautician. response:	Jeez...
context: You really do look like a middle schooler from the country.\Just because there aren't many photos of you, brother. It's not fair!\Jeez...\Oh, yeah. I found these too.\Your collection of compositions from elementary school.\Ah, mom, not that.\My dream is to become a beautician.\Jeez... response:	That is because my mother is a beautician, so I want to take after her.
context: Just because there aren't many photos of you, brother. It's not fair!\Jeez...\Oh, yeah. I found these too.\Your collection of compositions from elementary school.\Ah, mom, not that.\My dream is to become a beautician.\Jeez...\That is because my mother is a beautician, so I want to take after her. response:	I will also get married. I want lots of children.
context: Jeez...\Oh, yeah. I found these too.\Your collection of compositions from elementary school.\Ah, mom, not that.\My dream is to become a beautician.\Jeez...\That is because my mother is a beautician, so I want to take after her.\I will also get married. I want lots of children. response:	I will call my mother, father and brother and we'll all live together.
context: Oh, yeah. I found these too.\Your collection of compositions from elementary school.\Ah, mom, not that.\My dream is to become a beautician.\Jeez...\That is because my mother is a beautician, so I want to take after her.\I will also get married. I want lots of children.\I will call my mother, father and brother and we'll all live together. response:	Then I think it will be a lot of fun.
context: Your collection of compositions from elementary school.\Ah, mom, not that.\My dream is to become a beautician.\Jeez...\That is because my mother is a beautician, so I want to take after her.\I will also get married. I want lots of children.\I will call my mother, father and brother and we'll all live together.\Then I think it will be a lot of fun. response:	So she said.
context: Ah, mom, not that.\My dream is to become a beautician.\Jeez...\That is because my mother is a beautician, so I want to take after her.\I will also get married. I want lots of children.\I will call my mother, father and brother and we'll all live together.\Then I think it will be a lot of fun.\So she said. response:	It does seem like a lot of fun, though.
context: My dream is to become a beautician.\Jeez...\That is because my mother is a beautician, so I want to take after her.\I will also get married. I want lots of children.\I will call my mother, father and brother and we'll all live together.\Then I think it will be a lot of fun.\So she said.\It does seem like a lot of fun, though. response:	Your husband is going to have a tough time.
context: Jeez...\That is because my mother is a beautician, so I want to take after her.\I will also get married. I want lots of children.\I will call my mother, father and brother and we'll all live together.\Then I think it will be a lot of fun.\So she said.\It does seem like a lot of fun, though.\Your husband is going to have a tough time. response:	Umm...
context: That is because my mother is a beautician, so I want to take after her.\I will also get married. I want lots of children.\I will call my mother, father and brother and we'll all live together.\Then I think it will be a lot of fun.\So she said.\It does seem like a lot of fun, though.\Your husband is going to have a tough time.\Umm... response:	Sorry for dropping in all of a sudden.
context: I will also get married. I want lots of children.\I will call my mother, father and brother and we'll all live together.\Then I think it will be a lot of fun.\So she said.\It does seem like a lot of fun, though.\Your husband is going to have a tough time.\Umm...\Sorry for dropping in all of a sudden. response:	Umm... I'm sorry.
context: I will call my mother, father and brother and we'll all live together.\Then I think it will be a lot of fun.\So she said.\It does seem like a lot of fun, though.\Your husband is going to have a tough time.\Umm...\Sorry for dropping in all of a sudden.\Umm... I'm sorry. response:	What are you saying?
context: Then I think it will be a lot of fun.\So she said.\It does seem like a lot of fun, though.\Your husband is going to have a tough time.\Umm...\Sorry for dropping in all of a sudden.\Umm... I'm sorry.\What are you saying? response:	You actually helped me out a lot.
context: So she said.\It does seem like a lot of fun, though.\Your husband is going to have a tough time.\Umm...\Sorry for dropping in all of a sudden.\Umm... I'm sorry.\What are you saying?\You actually helped me out a lot. response:	At this rate, I would like you to come everyday.
context: It does seem like a lot of fun, though.\Your husband is going to have a tough time.\Umm...\Sorry for dropping in all of a sudden.\Umm... I'm sorry.\What are you saying?\You actually helped me out a lot.\At this rate, I would like you to come everyday. response:	Bye then...
context: Your husband is going to have a tough time.\Umm...\Sorry for dropping in all of a sudden.\Umm... I'm sorry.\What are you saying?\You actually helped me out a lot.\At this rate, I would like you to come everyday.\Bye then... response:	Good night.
context: Umm...\Sorry for dropping in all of a sudden.\Umm... I'm sorry.\What are you saying?\You actually helped me out a lot.\At this rate, I would like you to come everyday.\Bye then...\Good night. response:	Be careful on your way back.
context: Sorry for dropping in all of a sudden.\Umm... I'm sorry.\What are you saying?\You actually helped me out a lot.\At this rate, I would like you to come everyday.\Bye then...\Good night.\Be careful on your way back. response:	Should we commit lover's suicide?
context: Umm... I'm sorry.\What are you saying?\You actually helped me out a lot.\At this rate, I would like you to come everyday.\Bye then...\Good night.\Be careful on your way back.\Should we commit lover's suicide? response:	I don't mind either way.
context: What are you saying?\You actually helped me out a lot.\At this rate, I would like you to come everyday.\Bye then...\Good night.\Be careful on your way back.\Should we commit lover's suicide?\I don't mind either way. response:	If you're okay with it, then I don't care which.
context: You actually helped me out a lot.\At this rate, I would like you to come everyday.\Bye then...\Good night.\Be careful on your way back.\Should we commit lover's suicide?\I don't mind either way.\If you're okay with it, then I don't care which. response:	Don't say things like that.
context: At this rate, I would like you to come everyday.\Bye then...\Good night.\Be careful on your way back.\Should we commit lover's suicide?\I don't mind either way.\If you're okay with it, then I don't care which.\Don't say things like that. response:	I can't decide which...
context: Bye then...\Good night.\Be careful on your way back.\Should we commit lover's suicide?\I don't mind either way.\If you're okay with it, then I don't care which.\Don't say things like that.\I can't decide which... response:	I don't know... what to do... so easily...
context: Good night.\Be careful on your way back.\Should we commit lover's suicide?\I don't mind either way.\If you're okay with it, then I don't care which.\Don't say things like that.\I can't decide which...\I don't know... what to do... so easily... response:	Let's go home.
context: Be careful on your way back.\Should we commit lover's suicide?\I don't mind either way.\If you're okay with it, then I don't care which.\Don't say things like that.\I can't decide which...\I don't know... what to do... so easily...\Let's go home. response:	If you're not sure, then let's just go home for now.
context: Should we commit lover's suicide?\I don't mind either way.\If you're okay with it, then I don't care which.\Don't say things like that.\I can't decide which...\I don't know... what to do... so easily...\Let's go home.\If you're not sure, then let's just go home for now. response:	I think it's fine to go home and then think it over.
context: I don't mind either way.\If you're okay with it, then I don't care which.\Don't say things like that.\I can't decide which...\I don't know... what to do... so easily...\Let's go home.\If you're not sure, then let's just go home for now.\I think it's fine to go home and then think it over. response:	Are you okay with that?
context: If you're okay with it, then I don't care which.\Don't say things like that.\I can't decide which...\I don't know... what to do... so easily...\Let's go home.\If you're not sure, then let's just go home for now.\I think it's fine to go home and then think it over.\Are you okay with that? response:	I'm fine.
context: Don't say things like that.\I can't decide which...\I don't know... what to do... so easily...\Let's go home.\If you're not sure, then let's just go home for now.\I think it's fine to go home and then think it over.\Are you okay with that?\I'm fine. response:	That's why I said that I'm fine as long as I'm with you, brother.
context: I can't decide which...\I don't know... what to do... so easily...\Let's go home.\If you're not sure, then let's just go home for now.\I think it's fine to go home and then think it over.\Are you okay with that?\I'm fine.\That's why I said that I'm fine as long as I'm with you, brother. response:	And in the end, we're still alive.
context: I don't know... what to do... so easily...\Let's go home.\If you're not sure, then let's just go home for now.\I think it's fine to go home and then think it over.\Are you okay with that?\I'm fine.\That's why I said that I'm fine as long as I'm with you, brother.\And in the end, we're still alive. response:	Resignation
context: Let's go home.\If you're not sure, then let's just go home for now.\I think it's fine to go home and then think it over.\Are you okay with that?\I'm fine.\That's why I said that I'm fine as long as I'm with you, brother.\And in the end, we're still alive.\Resignation response:	Unable to find the answer to...
context: If you're not sure, then let's just go home for now.\I think it's fine to go home and then think it over.\Are you okay with that?\I'm fine.\That's why I said that I'm fine as long as I'm with you, brother.\And in the end, we're still alive.\Resignation\Unable to find the answer to... response:	What the right thing to do is...
context: I think it's fine to go home and then think it over.\Are you okay with that?\I'm fine.\That's why I said that I'm fine as long as I'm with you, brother.\And in the end, we're still alive.\Resignation\Unable to find the answer to...\What the right thing to do is... response:	Yo!
context: Are you okay with that?\I'm fine.\That's why I said that I'm fine as long as I'm with you, brother.\And in the end, we're still alive.\Resignation\Unable to find the answer to...\What the right thing to do is...\Yo! response:	Hey.
context: I'm fine.\That's why I said that I'm fine as long as I'm with you, brother.\And in the end, we're still alive.\Resignation\Unable to find the answer to...\What the right thing to do is...\Yo!\Hey. response:	You really did quit?
context: That's why I said that I'm fine as long as I'm with you, brother.\And in the end, we're still alive.\Resignation\Unable to find the answer to...\What the right thing to do is...\Yo!\Hey.\You really did quit? response:	Yeah.
context: And in the end, we're still alive.\Resignation\Unable to find the answer to...\What the right thing to do is...\Yo!\Hey.\You really did quit?\Yeah. response:	I really did quit.
context: Resignation\Unable to find the answer to...\What the right thing to do is...\Yo!\Hey.\You really did quit?\Yeah.\I really did quit. response:	What are you going to do from now on?
context: Unable to find the answer to...\What the right thing to do is...\Yo!\Hey.\You really did quit?\Yeah.\I really did quit.\What are you going to do from now on? response:	I haven't decided yet.
context: What the right thing to do is...\Yo!\Hey.\You really did quit?\Yeah.\I really did quit.\What are you going to do from now on?\I haven't decided yet. response:	You sure do have absolutely no direction in your life.
context: Yo!\Hey.\You really did quit?\Yeah.\I really did quit.\What are you going to do from now on?\I haven't decided yet.\You sure do have absolutely no direction in your life. response:	If you're not able to do anything anymore, then you should just come back.
context: Hey.\You really did quit?\Yeah.\I really did quit.\What are you going to do from now on?\I haven't decided yet.\You sure do have absolutely no direction in your life.\If you're not able to do anything anymore, then you should just come back. response:	If I'm not able to do anything?
context: You really did quit?\Yeah.\I really did quit.\What are you going to do from now on?\I haven't decided yet.\You sure do have absolutely no direction in your life.\If you're not able to do anything anymore, then you should just come back.\If I'm not able to do anything? response:	Do you really think it'll solve itself?
context: Yeah.\I really did quit.\What are you going to do from now on?\I haven't decided yet.\You sure do have absolutely no direction in your life.\If you're not able to do anything anymore, then you should just come back.\If I'm not able to do anything?\Do you really think it'll solve itself? response:	Sorry. I said that I wouldn't say anything anymore, didn't I?
context: I really did quit.\What are you going to do from now on?\I haven't decided yet.\You sure do have absolutely no direction in your life.\If you're not able to do anything anymore, then you should just come back.\If I'm not able to do anything?\Do you really think it'll solve itself?\Sorry. I said that I wouldn't say anything anymore, didn't I? response:	Whatever happens... I can't wish you good luck, but...
context: What are you going to do from now on?\I haven't decided yet.\You sure do have absolutely no direction in your life.\If you're not able to do anything anymore, then you should just come back.\If I'm not able to do anything?\Do you really think it'll solve itself?\Sorry. I said that I wouldn't say anything anymore, didn't I?\Whatever happens... I can't wish you good luck, but... response:	Stay well.
context: I haven't decided yet.\You sure do have absolutely no direction in your life.\If you're not able to do anything anymore, then you should just come back.\If I'm not able to do anything?\Do you really think it'll solve itself?\Sorry. I said that I wouldn't say anything anymore, didn't I?\Whatever happens... I can't wish you good luck, but...\Stay well. response:	Bye, now.
context: You sure do have absolutely no direction in your life.\If you're not able to do anything anymore, then you should just come back.\If I'm not able to do anything?\Do you really think it'll solve itself?\Sorry. I said that I wouldn't say anything anymore, didn't I?\Whatever happens... I can't wish you good luck, but...\Stay well.\Bye, now. response:	Let's go home, Nanoka!
context: If you're not able to do anything anymore, then you should just come back.\If I'm not able to do anything?\Do you really think it'll solve itself?\Sorry. I said that I wouldn't say anything anymore, didn't I?\Whatever happens... I can't wish you good luck, but...\Stay well.\Bye, now.\Let's go home, Nanoka! response:	Do you want to do some karaoke on the way?
context: If I'm not able to do anything?\Do you really think it'll solve itself?\Sorry. I said that I wouldn't say anything anymore, didn't I?\Whatever happens... I can't wish you good luck, but...\Stay well.\Bye, now.\Let's go home, Nanoka!\Do you want to do some karaoke on the way? response:	Sorry, but there's somewhere I have to go.
context: Do you really think it'll solve itself?\Sorry. I said that I wouldn't say anything anymore, didn't I?\Whatever happens... I can't wish you good luck, but...\Stay well.\Bye, now.\Let's go home, Nanoka!\Do you want to do some karaoke on the way?\Sorry, but there's somewhere I have to go. response:	Next time.
context: Sorry. I said that I wouldn't say anything anymore, didn't I?\Whatever happens... I can't wish you good luck, but...\Stay well.\Bye, now.\Let's go home, Nanoka!\Do you want to do some karaoke on the way?\Sorry, but there's somewhere I have to go.\Next time. response:	She doesn't hang out with us much anymore.
context: Whatever happens... I can't wish you good luck, but...\Stay well.\Bye, now.\Let's go home, Nanoka!\Do you want to do some karaoke on the way?\Sorry, but there's somewhere I have to go.\Next time.\She doesn't hang out with us much anymore. response:	Yeah.
context: Stay well.\Bye, now.\Let's go home, Nanoka!\Do you want to do some karaoke on the way?\Sorry, but there's somewhere I have to go.\Next time.\She doesn't hang out with us much anymore.\Yeah. response:	I bet it's a boyfriend.
context: Bye, now.\Let's go home, Nanoka!\Do you want to do some karaoke on the way?\Sorry, but there's somewhere I have to go.\Next time.\She doesn't hang out with us much anymore.\Yeah.\I bet it's a boyfriend. response:	I wonder.
context: Let's go home, Nanoka!\Do you want to do some karaoke on the way?\Sorry, but there's somewhere I have to go.\Next time.\She doesn't hang out with us much anymore.\Yeah.\I bet it's a boyfriend.\I wonder. response:	Probably, most likely.
context: Do you want to do some karaoke on the way?\Sorry, but there's somewhere I have to go.\Next time.\She doesn't hang out with us much anymore.\Yeah.\I bet it's a boyfriend.\I wonder.\Probably, most likely. response:	Yeah.
context: Sorry, but there's somewhere I have to go.\Next time.\She doesn't hang out with us much anymore.\Yeah.\I bet it's a boyfriend.\I wonder.\Probably, most likely.\Yeah. response:	Do you want to follow her?
context: Next time.\She doesn't hang out with us much anymore.\Yeah.\I bet it's a boyfriend.\I wonder.\Probably, most likely.\Yeah.\Do you want to follow her? response:	Let's follow her!
context: She doesn't hang out with us much anymore.\Yeah.\I bet it's a boyfriend.\I wonder.\Probably, most likely.\Yeah.\Do you want to follow her?\Let's follow her! response:	I want to see what kind of guy he is!
context: Yeah.\I bet it's a boyfriend.\I wonder.\Probably, most likely.\Yeah.\Do you want to follow her?\Let's follow her!\I want to see what kind of guy he is! response:	Nanoka's boyfriend!
context: I bet it's a boyfriend.\I wonder.\Probably, most likely.\Yeah.\Do you want to follow her?\Let's follow her!\I want to see what kind of guy he is!\Nanoka's boyfriend! response:	But...
context: I wonder.\Probably, most likely.\Yeah.\Do you want to follow her?\Let's follow her!\I want to see what kind of guy he is!\Nanoka's boyfriend!\But... response:	You guys peeped at my date!
context: Probably, most likely.\Yeah.\Do you want to follow her?\Let's follow her!\I want to see what kind of guy he is!\Nanoka's boyfriend!\But...\You guys peeped at my date! response:	Let's go!
context: Yeah.\Do you want to follow her?\Let's follow her!\I want to see what kind of guy he is!\Nanoka's boyfriend!\But...\You guys peeped at my date!\Let's go! response:	What's wrong?
context: Do you want to follow her?\Let's follow her!\I want to see what kind of guy he is!\Nanoka's boyfriend!\But...\You guys peeped at my date!\Let's go!\What's wrong? response:	Let's not.
context: Let's follow her!\I want to see what kind of guy he is!\Nanoka's boyfriend!\But...\You guys peeped at my date!\Let's go!\What's wrong?\Let's not. response:	I'm kind of scared.
context: I want to see what kind of guy he is!\Nanoka's boyfriend!\But...\You guys peeped at my date!\Let's go!\What's wrong?\Let's not.\I'm kind of scared. response:	I'm sorry...
context: Nanoka's boyfriend!\But...\You guys peeped at my date!\Let's go!\What's wrong?\Let's not.\I'm kind of scared.\I'm sorry... response:	I'm sorry.
