context: And we broke response:	Everything that was right
context: Right. Good luck getting that medicine.\Sorry to disturb you!\Yes?\Oh, um...\I've heard that you make medicine.\My mother is ill.\I'm sorry to hear that.\Are you also ill? response:	No, I'm fine.
context: Sorry to disturb you!\Yes?\Oh, um...\I've heard that you make medicine.\My mother is ill.\I'm sorry to hear that.\Are you also ill?\No, I'm fine. response:	Good health is the one thing I have going for me.
context: Yes?\Oh, um...\I've heard that you make medicine.\My mother is ill.\I'm sorry to hear that.\Are you also ill?\No, I'm fine.\Good health is the one thing I have going for me. response:	That's very good to hear.
context: Oh, um...\I've heard that you make medicine.\My mother is ill.\I'm sorry to hear that.\Are you also ill?\No, I'm fine.\Good health is the one thing I have going for me.\That's very good to hear. response:	Please come in.
context: I've heard that you make medicine.\My mother is ill.\I'm sorry to hear that.\Are you also ill?\No, I'm fine.\Good health is the one thing I have going for me.\That's very good to hear.\Please come in. response:	I'll prepare the medicine for your mother,
context: My mother is ill.\I'm sorry to hear that.\Are you also ill?\No, I'm fine.\Good health is the one thing I have going for me.\That's very good to hear.\Please come in.\I'll prepare the medicine for your mother, response:	so you should stay the night.
context: I'm sorry to hear that.\Are you also ill?\No, I'm fine.\Good health is the one thing I have going for me.\That's very good to hear.\Please come in.\I'll prepare the medicine for your mother,\so you should stay the night. response:	Thank you very much!
context: Are you also ill?\No, I'm fine.\Good health is the one thing I have going for me.\That's very good to hear.\Please come in.\I'll prepare the medicine for your mother,\so you should stay the night.\Thank you very much! response:	This tree is ancient.
context: No, I'm fine.\Good health is the one thing I have going for me.\That's very good to hear.\Please come in.\I'll prepare the medicine for your mother,\so you should stay the night.\Thank you very much!\This tree is ancient. response:	It looks to be at least six or seven centuries old.
context: Good health is the one thing I have going for me.\That's very good to hear.\Please come in.\I'll prepare the medicine for your mother,\so you should stay the night.\Thank you very much!\This tree is ancient.\It looks to be at least six or seven centuries old. response:	There's no sign of it having bloomed yet this season, though.
context: That's very good to hear.\Please come in.\I'll prepare the medicine for your mother,\so you should stay the night.\Thank you very much!\This tree is ancient.\It looks to be at least six or seven centuries old.\There's no sign of it having bloomed yet this season, though. response:	Maybe it's withered from age and is no longer able to bloom.
context: Please come in.\I'll prepare the medicine for your mother,\so you should stay the night.\Thank you very much!\This tree is ancient.\It looks to be at least six or seven centuries old.\There's no sign of it having bloomed yet this season, though.\Maybe it's withered from age and is no longer able to bloom. response:	Hm?
context: I'll prepare the medicine for your mother,\so you should stay the night.\Thank you very much!\This tree is ancient.\It looks to be at least six or seven centuries old.\There's no sign of it having bloomed yet this season, though.\Maybe it's withered from age and is no longer able to bloom.\Hm? response:	What is that?
context: so you should stay the night.\Thank you very much!\This tree is ancient.\It looks to be at least six or seven centuries old.\There's no sign of it having bloomed yet this season, though.\Maybe it's withered from age and is no longer able to bloom.\Hm?\What is that? response:	Hm?
context: Thank you very much!\This tree is ancient.\It looks to be at least six or seven centuries old.\There's no sign of it having bloomed yet this season, though.\Maybe it's withered from age and is no longer able to bloom.\Hm?\What is that?\Hm? response:	I didn't even notice her.
context: This tree is ancient.\It looks to be at least six or seven centuries old.\There's no sign of it having bloomed yet this season, though.\Maybe it's withered from age and is no longer able to bloom.\Hm?\What is that?\Hm?\I didn't even notice her. response:	This woman...
context: It looks to be at least six or seven centuries old.\There's no sign of it having bloomed yet this season, though.\Maybe it's withered from age and is no longer able to bloom.\Hm?\What is that?\Hm?\I didn't even notice her.\This woman... response:	Her beauty is so radiant that it gives me the chills.
context: There's no sign of it having bloomed yet this season, though.\Maybe it's withered from age and is no longer able to bloom.\Hm?\What is that?\Hm?\I didn't even notice her.\This woman...\Her beauty is so radiant that it gives me the chills. response:	But there's something odd about her.
context: Maybe it's withered from age and is no longer able to bloom.\Hm?\What is that?\Hm?\I didn't even notice her.\This woman...\Her beauty is so radiant that it gives me the chills.\But there's something odd about her. response:	I wonder what it is.
context: Hm?\What is that?\Hm?\I didn't even notice her.\This woman...\Her beauty is so radiant that it gives me the chills.\But there's something odd about her.\I wonder what it is. response:	Excuse me.
context: What is that?\Hm?\I didn't even notice her.\This woman...\Her beauty is so radiant that it gives me the chills.\But there's something odd about her.\I wonder what it is.\Excuse me. response:	Has this cherry tree not bloomed yet this year?
context: Hm?\I didn't even notice her.\This woman...\Her beauty is so radiant that it gives me the chills.\But there's something odd about her.\I wonder what it is.\Excuse me.\Has this cherry tree not bloomed yet this year? response:	Is she blind and deaf?
context: I didn't even notice her.\This woman...\Her beauty is so radiant that it gives me the chills.\But there's something odd about her.\I wonder what it is.\Excuse me.\Has this cherry tree not bloomed yet this year?\Is she blind and deaf? response:	Could it be...
context: This woman...\Her beauty is so radiant that it gives me the chills.\But there's something odd about her.\I wonder what it is.\Excuse me.\Has this cherry tree not bloomed yet this year?\Is she blind and deaf?\Could it be... response:	You don't seem to be from around here.
context: Her beauty is so radiant that it gives me the chills.\But there's something odd about her.\I wonder what it is.\Excuse me.\Has this cherry tree not bloomed yet this year?\Is she blind and deaf?\Could it be...\You don't seem to be from around here. response:	Did you want something with Saho?
context: But there's something odd about her.\I wonder what it is.\Excuse me.\Has this cherry tree not bloomed yet this year?\Is she blind and deaf?\Could it be...\You don't seem to be from around here.\Did you want something with Saho? response:	Not really. It's just that something bothered me.
context: I wonder what it is.\Excuse me.\Has this cherry tree not bloomed yet this year?\Is she blind and deaf?\Could it be...\You don't seem to be from around here.\Did you want something with Saho?\Not really. It's just that something bothered me. response:	Are you her husband?
context: Excuse me.\Has this cherry tree not bloomed yet this year?\Is she blind and deaf?\Could it be...\You don't seem to be from around here.\Did you want something with Saho?\Not really. It's just that something bothered me.\Are you her husband? response:	No. I'm a relative, though.
context: Has this cherry tree not bloomed yet this year?\Is she blind and deaf?\Could it be...\You don't seem to be from around here.\Did you want something with Saho?\Not really. It's just that something bothered me.\Are you her husband?\No. I'm a relative, though. response:	Excuse me for asking,
context: Is she blind and deaf?\Could it be...\You don't seem to be from around here.\Did you want something with Saho?\Not really. It's just that something bothered me.\Are you her husband?\No. I'm a relative, though.\Excuse me for asking, response:	but has she lost her sight and hearing?
context: Could it be...\You don't seem to be from around here.\Did you want something with Saho?\Not really. It's just that something bothered me.\Are you her husband?\No. I'm a relative, though.\Excuse me for asking,\but has she lost her sight and hearing? response:	Yes. Almost entirely.
context: You don't seem to be from around here.\Did you want something with Saho?\Not really. It's just that something bothered me.\Are you her husband?\No. I'm a relative, though.\Excuse me for asking,\but has she lost her sight and hearing?\Yes. Almost entirely. response:	Could it be because she's ingested the foam exuded by this tree?
context: Did you want something with Saho?\Not really. It's just that something bothered me.\Are you her husband?\No. I'm a relative, though.\Excuse me for asking,\but has she lost her sight and hearing?\Yes. Almost entirely.\Could it be because she's ingested the foam exuded by this tree? response:	I'm Ginko, a mushi-shi.
context: Not really. It's just that something bothered me.\Are you her husband?\No. I'm a relative, though.\Excuse me for asking,\but has she lost her sight and hearing?\Yes. Almost entirely.\Could it be because she's ingested the foam exuded by this tree?\I'm Ginko, a mushi-shi. response:	This tree is inhabited by the foam-like Kodama, or Tree Spirit mushi.
context: Are you her husband?\No. I'm a relative, though.\Excuse me for asking,\but has she lost her sight and hearing?\Yes. Almost entirely.\Could it be because she's ingested the foam exuded by this tree?\I'm Ginko, a mushi-shi.\This tree is inhabited by the foam-like Kodama, or Tree Spirit mushi. response:	Trees inhabited by Kodama generally live for a very long time
context: No. I'm a relative, though.\Excuse me for asking,\but has she lost her sight and hearing?\Yes. Almost entirely.\Could it be because she's ingested the foam exuded by this tree?\I'm Ginko, a mushi-shi.\This tree is inhabited by the foam-like Kodama, or Tree Spirit mushi.\Trees inhabited by Kodama generally live for a very long time response:	and also bloom spectacularly.
context: Excuse me for asking,\but has she lost her sight and hearing?\Yes. Almost entirely.\Could it be because she's ingested the foam exuded by this tree?\I'm Ginko, a mushi-shi.\This tree is inhabited by the foam-like Kodama, or Tree Spirit mushi.\Trees inhabited by Kodama generally live for a very long time\and also bloom spectacularly. response:	However, when an animal ingests Kodama,
context: but has she lost her sight and hearing?\Yes. Almost entirely.\Could it be because she's ingested the foam exuded by this tree?\I'm Ginko, a mushi-shi.\This tree is inhabited by the foam-like Kodama, or Tree Spirit mushi.\Trees inhabited by Kodama generally live for a very long time\and also bloom spectacularly.\However, when an animal ingests Kodama, response:	it can lose one or more of its five senses.
context: Yes. Almost entirely.\Could it be because she's ingested the foam exuded by this tree?\I'm Ginko, a mushi-shi.\This tree is inhabited by the foam-like Kodama, or Tree Spirit mushi.\Trees inhabited by Kodama generally live for a very long time\and also bloom spectacularly.\However, when an animal ingests Kodama,\it can lose one or more of its five senses. response:	It would be nice if we could ask her and find out whether that's the case here,
context: Could it be because she's ingested the foam exuded by this tree?\I'm Ginko, a mushi-shi.\This tree is inhabited by the foam-like Kodama, or Tree Spirit mushi.\Trees inhabited by Kodama generally live for a very long time\and also bloom spectacularly.\However, when an animal ingests Kodama,\it can lose one or more of its five senses.\It would be nice if we could ask her and find out whether that's the case here, response:	but we cannot.
context: I'm Ginko, a mushi-shi.\This tree is inhabited by the foam-like Kodama, or Tree Spirit mushi.\Trees inhabited by Kodama generally live for a very long time\and also bloom spectacularly.\However, when an animal ingests Kodama,\it can lose one or more of its five senses.\It would be nice if we could ask her and find out whether that's the case here,\but we cannot. response:	Now then, come with me, Saho.
context: This tree is inhabited by the foam-like Kodama, or Tree Spirit mushi.\Trees inhabited by Kodama generally live for a very long time\and also bloom spectacularly.\However, when an animal ingests Kodama,\it can lose one or more of its five senses.\It would be nice if we could ask her and find out whether that's the case here,\but we cannot.\Now then, come with me, Saho. response:	You may get a chill if you're out here after dusk.
context: Trees inhabited by Kodama generally live for a very long time\and also bloom spectacularly.\However, when an animal ingests Kodama,\it can lose one or more of its five senses.\It would be nice if we could ask her and find out whether that's the case here,\but we cannot.\Now then, come with me, Saho.\You may get a chill if you're out here after dusk. response:	You're a doctor, aren't you?
context: and also bloom spectacularly.\However, when an animal ingests Kodama,\it can lose one or more of its five senses.\It would be nice if we could ask her and find out whether that's the case here,\but we cannot.\Now then, come with me, Saho.\You may get a chill if you're out here after dusk.\You're a doctor, aren't you? response:	There's got to be some way you can look into it.
context: However, when an animal ingests Kodama,\it can lose one or more of its five senses.\It would be nice if we could ask her and find out whether that's the case here,\but we cannot.\Now then, come with me, Saho.\You may get a chill if you're out here after dusk.\You're a doctor, aren't you?\There's got to be some way you can look into it. response:	My family has been but simple gardeners for generations.
context: it can lose one or more of its five senses.\It would be nice if we could ask her and find out whether that's the case here,\but we cannot.\Now then, come with me, Saho.\You may get a chill if you're out here after dusk.\You're a doctor, aren't you?\There's got to be some way you can look into it.\My family has been but simple gardeners for generations. response:	Gardeners?
context: It would be nice if we could ask her and find out whether that's the case here,\but we cannot.\Now then, come with me, Saho.\You may get a chill if you're out here after dusk.\You're a doctor, aren't you?\There's got to be some way you can look into it.\My family has been but simple gardeners for generations.\Gardeners? response:	Yes.
context: but we cannot.\Now then, come with me, Saho.\You may get a chill if you're out here after dusk.\You're a doctor, aren't you?\There's got to be some way you can look into it.\My family has been but simple gardeners for generations.\Gardeners?\Yes. response:	We are only capable of caring for plants and bringing out their beauty.
context: Now then, come with me, Saho.\You may get a chill if you're out here after dusk.\You're a doctor, aren't you?\There's got to be some way you can look into it.\My family has been but simple gardeners for generations.\Gardeners?\Yes.\We are only capable of caring for plants and bringing out their beauty. response:	This cherry tree here, for example, is resilient against disease, but it bears very small flowers.
context: You may get a chill if you're out here after dusk.\You're a doctor, aren't you?\There's got to be some way you can look into it.\My family has been but simple gardeners for generations.\Gardeners?\Yes.\We are only capable of caring for plants and bringing out their beauty.\This cherry tree here, for example, is resilient against disease, but it bears very small flowers. response:	However, if you graft in branches from a tree that bears beautiful flowers,
context: You're a doctor, aren't you?\There's got to be some way you can look into it.\My family has been but simple gardeners for generations.\Gardeners?\Yes.\We are only capable of caring for plants and bringing out their beauty.\This cherry tree here, for example, is resilient against disease, but it bears very small flowers.\However, if you graft in branches from a tree that bears beautiful flowers, response:	the resilient cherry tree will come to bear beautiful flowers as well.
context: There's got to be some way you can look into it.\My family has been but simple gardeners for generations.\Gardeners?\Yes.\We are only capable of caring for plants and bringing out their beauty.\This cherry tree here, for example, is resilient against disease, but it bears very small flowers.\However, if you graft in branches from a tree that bears beautiful flowers,\the resilient cherry tree will come to bear beautiful flowers as well. response:	While my family studied plants in this manner,
context: My family has been but simple gardeners for generations.\Gardeners?\Yes.\We are only capable of caring for plants and bringing out their beauty.\This cherry tree here, for example, is resilient against disease, but it bears very small flowers.\However, if you graft in branches from a tree that bears beautiful flowers,\the resilient cherry tree will come to bear beautiful flowers as well.\While my family studied plants in this manner, response:	we also began to create medicines from their flowers, and share our results with others.
context: Gardeners?\Yes.\We are only capable of caring for plants and bringing out their beauty.\This cherry tree here, for example, is resilient against disease, but it bears very small flowers.\However, if you graft in branches from a tree that bears beautiful flowers,\the resilient cherry tree will come to bear beautiful flowers as well.\While my family studied plants in this manner,\we also began to create medicines from their flowers, and share our results with others. response:	Have you made medicine from the mushi-infested cherry tree?
context: Yes.\We are only capable of caring for plants and bringing out their beauty.\This cherry tree here, for example, is resilient against disease, but it bears very small flowers.\However, if you graft in branches from a tree that bears beautiful flowers,\the resilient cherry tree will come to bear beautiful flowers as well.\While my family studied plants in this manner,\we also began to create medicines from their flowers, and share our results with others.\Have you made medicine from the mushi-infested cherry tree? response:	That tree is a special tree that my family has protected for generations.
context: We are only capable of caring for plants and bringing out their beauty.\This cherry tree here, for example, is resilient against disease, but it bears very small flowers.\However, if you graft in branches from a tree that bears beautiful flowers,\the resilient cherry tree will come to bear beautiful flowers as well.\While my family studied plants in this manner,\we also began to create medicines from their flowers, and share our results with others.\Have you made medicine from the mushi-infested cherry tree?\That tree is a special tree that my family has protected for generations. response:	We would never use it for such a purpose.
context: This cherry tree here, for example, is resilient against disease, but it bears very small flowers.\However, if you graft in branches from a tree that bears beautiful flowers,\the resilient cherry tree will come to bear beautiful flowers as well.\While my family studied plants in this manner,\we also began to create medicines from their flowers, and share our results with others.\Have you made medicine from the mushi-infested cherry tree?\That tree is a special tree that my family has protected for generations.\We would never use it for such a purpose. response:	Is this where you get your famous painkilling medicine?
context: However, if you graft in branches from a tree that bears beautiful flowers,\the resilient cherry tree will come to bear beautiful flowers as well.\While my family studied plants in this manner,\we also began to create medicines from their flowers, and share our results with others.\Have you made medicine from the mushi-infested cherry tree?\That tree is a special tree that my family has protected for generations.\We would never use it for such a purpose.\Is this where you get your famous painkilling medicine? response:	I already told you that it only deadens one's senses.
context: the resilient cherry tree will come to bear beautiful flowers as well.\While my family studied plants in this manner,\we also began to create medicines from their flowers, and share our results with others.\Have you made medicine from the mushi-infested cherry tree?\That tree is a special tree that my family has protected for generations.\We would never use it for such a purpose.\Is this where you get your famous painkilling medicine?\I already told you that it only deadens one's senses. response:	As long as you're careful with how much you ingest,
context: While my family studied plants in this manner,\we also began to create medicines from their flowers, and share our results with others.\Have you made medicine from the mushi-infested cherry tree?\That tree is a special tree that my family has protected for generations.\We would never use it for such a purpose.\Is this where you get your famous painkilling medicine?\I already told you that it only deadens one's senses.\As long as you're careful with how much you ingest, response:	your senses will eventually return to normal.
context: we also began to create medicines from their flowers, and share our results with others.\Have you made medicine from the mushi-infested cherry tree?\That tree is a special tree that my family has protected for generations.\We would never use it for such a purpose.\Is this where you get your famous painkilling medicine?\I already told you that it only deadens one's senses.\As long as you're careful with how much you ingest,\your senses will eventually return to normal. response:	Don't tell me...
context: Have you made medicine from the mushi-infested cherry tree?\That tree is a special tree that my family has protected for generations.\We would never use it for such a purpose.\Is this where you get your famous painkilling medicine?\I already told you that it only deadens one's senses.\As long as you're careful with how much you ingest,\your senses will eventually return to normal.\Don't tell me... response:	You experimented with her?!
context: That tree is a special tree that my family has protected for generations.\We would never use it for such a purpose.\Is this where you get your famous painkilling medicine?\I already told you that it only deadens one's senses.\As long as you're careful with how much you ingest,\your senses will eventually return to normal.\Don't tell me...\You experimented with her?! response:	Of course not!
context: We would never use it for such a purpose.\Is this where you get your famous painkilling medicine?\I already told you that it only deadens one's senses.\As long as you're careful with how much you ingest,\your senses will eventually return to normal.\Don't tell me...\You experimented with her?!\Of course not! response:	I would never do such a horrible thing!
context: Is this where you get your famous painkilling medicine?\I already told you that it only deadens one's senses.\As long as you're careful with how much you ingest,\your senses will eventually return to normal.\Don't tell me...\You experimented with her?!\Of course not!\I would never do such a horrible thing! response:	My family has been researching plants for generations.
context: I already told you that it only deadens one's senses.\As long as you're careful with how much you ingest,\your senses will eventually return to normal.\Don't tell me...\You experimented with her?!\Of course not!\I would never do such a horrible thing!\My family has been researching plants for generations. response:	So of course when we discovered that strange foam,
context: As long as you're careful with how much you ingest,\your senses will eventually return to normal.\Don't tell me...\You experimented with her?!\Of course not!\I would never do such a horrible thing!\My family has been researching plants for generations.\So of course when we discovered that strange foam, response:	we had to investigate it.
