context: Water. response:	Earth.
context: You could... clean the gunk out of Appa's toes?\So, while you guys are playing in the water,...\Mud and bugs!\Okay.\Someone's changing our course!\What's the meaning of this mutiny? No one told you to change course!\Actually, someone did. I assure you it is a matter of utmost importance, Prince Zuko.\Is it something to do with the Avatar? response:	Even more urgent. It seems... I've lost my lotus tile.
context: So, while you guys are playing in the water,...\Mud and bugs!\Okay.\Someone's changing our course!\What's the meaning of this mutiny? No one told you to change course!\Actually, someone did. I assure you it is a matter of utmost importance, Prince Zuko.\Is it something to do with the Avatar?\Even more urgent. It seems... I've lost my lotus tile. response:	Lotus tile?
context: Mud and bugs!\Okay.\Someone's changing our course!\What's the meaning of this mutiny? No one told you to change course!\Actually, someone did. I assure you it is a matter of utmost importance, Prince Zuko.\Is it something to do with the Avatar?\Even more urgent. It seems... I've lost my lotus tile.\Lotus tile? response:	For my Pai Sho game. Most people think the lotus tile insignificant,...
context: Okay.\Someone's changing our course!\What's the meaning of this mutiny? No one told you to change course!\Actually, someone did. I assure you it is a matter of utmost importance, Prince Zuko.\Is it something to do with the Avatar?\Even more urgent. It seems... I've lost my lotus tile.\Lotus tile?\For my Pai Sho game. Most people think the lotus tile insignificant,... response:	You've changed our course for a stupid lotus tile?
context: Someone's changing our course!\What's the meaning of this mutiny? No one told you to change course!\Actually, someone did. I assure you it is a matter of utmost importance, Prince Zuko.\Is it something to do with the Avatar?\Even more urgent. It seems... I've lost my lotus tile.\Lotus tile?\For my Pai Sho game. Most people think the lotus tile insignificant,...\You've changed our course for a stupid lotus tile? response:	See, you, like most people, underestimate its value.
context: What's the meaning of this mutiny? No one told you to change course!\Actually, someone did. I assure you it is a matter of utmost importance, Prince Zuko.\Is it something to do with the Avatar?\Even more urgent. It seems... I've lost my lotus tile.\Lotus tile?\For my Pai Sho game. Most people think the lotus tile insignificant,...\You've changed our course for a stupid lotus tile?\See, you, like most people, underestimate its value. response:	Just give me ten minutes to check the merchants at this port of call.
context: Actually, someone did. I assure you it is a matter of utmost importance, Prince Zuko.\Is it something to do with the Avatar?\Even more urgent. It seems... I've lost my lotus tile.\Lotus tile?\For my Pai Sho game. Most people think the lotus tile insignificant,...\You've changed our course for a stupid lotus tile?\See, you, like most people, underestimate its value.\Just give me ten minutes to check the merchants at this port of call. response:	Hopefully they'll have the lotus tile in stock and I can get on with my life!
context: Is it something to do with the Avatar?\Even more urgent. It seems... I've lost my lotus tile.\Lotus tile?\For my Pai Sho game. Most people think the lotus tile insignificant,...\You've changed our course for a stupid lotus tile?\See, you, like most people, underestimate its value.\Just give me ten minutes to check the merchants at this port of call.\Hopefully they'll have the lotus tile in stock and I can get on with my life! response:	I'm lucky to have such an understanding nephew.
context: Even more urgent. It seems... I've lost my lotus tile.\Lotus tile?\For my Pai Sho game. Most people think the lotus tile insignificant,...\You've changed our course for a stupid lotus tile?\See, you, like most people, underestimate its value.\Just give me ten minutes to check the merchants at this port of call.\Hopefully they'll have the lotus tile in stock and I can get on with my life!\I'm lucky to have such an understanding nephew. response:	Yeh, don't get too happy. You gotta do me next.
context: Lotus tile?\For my Pai Sho game. Most people think the lotus tile insignificant,...\You've changed our course for a stupid lotus tile?\See, you, like most people, underestimate its value.\Just give me ten minutes to check the merchants at this port of call.\Hopefully they'll have the lotus tile in stock and I can get on with my life!\I'm lucky to have such an understanding nephew.\Yeh, don't get too happy. You gotta do me next. response:	This is a pretty basic move, but it still took me months to perfect,...
context: For my Pai Sho game. Most people think the lotus tile insignificant,...\You've changed our course for a stupid lotus tile?\See, you, like most people, underestimate its value.\Just give me ten minutes to check the merchants at this port of call.\Hopefully they'll have the lotus tile in stock and I can get on with my life!\I'm lucky to have such an understanding nephew.\Yeh, don't get too happy. You gotta do me next.\This is a pretty basic move, but it still took me months to perfect,... response:	Just push and pull the water like this...
context: You've changed our course for a stupid lotus tile?\See, you, like most people, underestimate its value.\Just give me ten minutes to check the merchants at this port of call.\Hopefully they'll have the lotus tile in stock and I can get on with my life!\I'm lucky to have such an understanding nephew.\Yeh, don't get too happy. You gotta do me next.\This is a pretty basic move, but it still took me months to perfect,...\Just push and pull the water like this... response:	The key is getting the wrist movement right.
context: See, you, like most people, underestimate its value.\Just give me ten minutes to check the merchants at this port of call.\Hopefully they'll have the lotus tile in stock and I can get on with my life!\I'm lucky to have such an understanding nephew.\Yeh, don't get too happy. You gotta do me next.\This is a pretty basic move, but it still took me months to perfect,...\Just push and pull the water like this...\The key is getting the wrist movement right. response:	Like this?
context: Just give me ten minutes to check the merchants at this port of call.\Hopefully they'll have the lotus tile in stock and I can get on with my life!\I'm lucky to have such an understanding nephew.\Yeh, don't get too happy. You gotta do me next.\This is a pretty basic move, but it still took me months to perfect,...\Just push and pull the water like this...\The key is getting the wrist movement right.\Like this? response:	That's almost right, if you keep practicing, I'm sure eventually...
context: Hopefully they'll have the lotus tile in stock and I can get on with my life!\I'm lucky to have such an understanding nephew.\Yeh, don't get too happy. You gotta do me next.\This is a pretty basic move, but it still took me months to perfect,...\Just push and pull the water like this...\The key is getting the wrist movement right.\Like this?\That's almost right, if you keep practicing, I'm sure eventually... response:	Hey, I'm bending it already!
context: I'm lucky to have such an understanding nephew.\Yeh, don't get too happy. You gotta do me next.\This is a pretty basic move, but it still took me months to perfect,...\Just push and pull the water like this...\The key is getting the wrist movement right.\Like this?\That's almost right, if you keep practicing, I'm sure eventually...\Hey, I'm bending it already! response:	Wow, I can't believe you got that so quickly.
context: Yeh, don't get too happy. You gotta do me next.\This is a pretty basic move, but it still took me months to perfect,...\Just push and pull the water like this...\The key is getting the wrist movement right.\Like this?\That's almost right, if you keep practicing, I'm sure eventually...\Hey, I'm bending it already!\Wow, I can't believe you got that so quickly. response:	It took me two months to learn that move.
context: This is a pretty basic move, but it still took me months to perfect,...\Just push and pull the water like this...\The key is getting the wrist movement right.\Like this?\That's almost right, if you keep practicing, I'm sure eventually...\Hey, I'm bending it already!\Wow, I can't believe you got that so quickly.\It took me two months to learn that move. response:	Well, you had to figure it out on your own. I'm lucky enough to have a great teacher.
context: Just push and pull the water like this...\The key is getting the wrist movement right.\Like this?\That's almost right, if you keep practicing, I'm sure eventually...\Hey, I'm bending it already!\Wow, I can't believe you got that so quickly.\It took me two months to learn that move.\Well, you had to figure it out on your own. I'm lucky enough to have a great teacher. response:	Thanks.
context: The key is getting the wrist movement right.\Like this?\That's almost right, if you keep practicing, I'm sure eventually...\Hey, I'm bending it already!\Wow, I can't believe you got that so quickly.\It took me two months to learn that move.\Well, you had to figure it out on your own. I'm lucky enough to have a great teacher.\Thanks. response:	So, what's next?
context: Like this?\That's almost right, if you keep practicing, I'm sure eventually...\Hey, I'm bending it already!\Wow, I can't believe you got that so quickly.\It took me two months to learn that move.\Well, you had to figure it out on your own. I'm lucky enough to have a great teacher.\Thanks.\So, what's next? response:	This is a more difficult move. I call it streaming the water.
context: That's almost right, if you keep practicing, I'm sure eventually...\Hey, I'm bending it already!\Wow, I can't believe you got that so quickly.\It took me two months to learn that move.\Well, you had to figure it out on your own. I'm lucky enough to have a great teacher.\Thanks.\So, what's next?\This is a more difficult move. I call it streaming the water. response:	It's harder than it looks so don't be disappointed if...
context: Hey, I'm bending it already!\Wow, I can't believe you got that so quickly.\It took me two months to learn that move.\Well, you had to figure it out on your own. I'm lucky enough to have a great teacher.\Thanks.\So, what's next?\This is a more difficult move. I call it streaming the water.\It's harder than it looks so don't be disappointed if... response:	Nice work, though the over-the-head flare was unnecessary.
context: Wow, I can't believe you got that so quickly.\It took me two months to learn that move.\Well, you had to figure it out on your own. I'm lucky enough to have a great teacher.\Thanks.\So, what's next?\This is a more difficult move. I call it streaming the water.\It's harder than it looks so don't be disappointed if...\Nice work, though the over-the-head flare was unnecessary. response:	Sorry. Well, don't stop now, keep'em coming!
context: It took me two months to learn that move.\Well, you had to figure it out on your own. I'm lucky enough to have a great teacher.\Thanks.\So, what's next?\This is a more difficult move. I call it streaming the water.\It's harder than it looks so don't be disappointed if...\Nice work, though the over-the-head flare was unnecessary.\Sorry. Well, don't stop now, keep'em coming! response:	Well, I kinda know this one other move, but it's pretty hard.
context: Well, you had to figure it out on your own. I'm lucky enough to have a great teacher.\Thanks.\So, what's next?\This is a more difficult move. I call it streaming the water.\It's harder than it looks so don't be disappointed if...\Nice work, though the over-the-head flare was unnecessary.\Sorry. Well, don't stop now, keep'em coming!\Well, I kinda know this one other move, but it's pretty hard. response:	I haven't even totally figured it out yet. The idea is to create a big, powerful wave...
context: Thanks.\So, what's next?\This is a more difficult move. I call it streaming the water.\It's harder than it looks so don't be disappointed if...\Nice work, though the over-the-head flare was unnecessary.\Sorry. Well, don't stop now, keep'em coming!\Well, I kinda know this one other move, but it's pretty hard.\I haven't even totally figured it out yet. The idea is to create a big, powerful wave... response:	So, like this?
context: So, what's next?\This is a more difficult move. I call it streaming the water.\It's harder than it looks so don't be disappointed if...\Nice work, though the over-the-head flare was unnecessary.\Sorry. Well, don't stop now, keep'em coming!\Well, I kinda know this one other move, but it's pretty hard.\I haven't even totally figured it out yet. The idea is to create a big, powerful wave...\So, like this? response:	Aang!
context: This is a more difficult move. I call it streaming the water.\It's harder than it looks so don't be disappointed if...\Nice work, though the over-the-head flare was unnecessary.\Sorry. Well, don't stop now, keep'em coming!\Well, I kinda know this one other move, but it's pretty hard.\I haven't even totally figured it out yet. The idea is to create a big, powerful wave...\So, like this?\Aang! response:	Looks like I got the hang of that move! What else ya got?
context: It's harder than it looks so don't be disappointed if...\Nice work, though the over-the-head flare was unnecessary.\Sorry. Well, don't stop now, keep'em coming!\Well, I kinda know this one other move, but it's pretty hard.\I haven't even totally figured it out yet. The idea is to create a big, powerful wave...\So, like this?\Aang!\Looks like I got the hang of that move! What else ya got? response:	That's enough practicing for today.
context: Nice work, though the over-the-head flare was unnecessary.\Sorry. Well, don't stop now, keep'em coming!\Well, I kinda know this one other move, but it's pretty hard.\I haven't even totally figured it out yet. The idea is to create a big, powerful wave...\So, like this?\Aang!\Looks like I got the hang of that move! What else ya got?\That's enough practicing for today. response:	Yeh, I'll say! You just practiced our supplies down the river!
context: Sorry. Well, don't stop now, keep'em coming!\Well, I kinda know this one other move, but it's pretty hard.\I haven't even totally figured it out yet. The idea is to create a big, powerful wave...\So, like this?\Aang!\Looks like I got the hang of that move! What else ya got?\That's enough practicing for today.\Yeh, I'll say! You just practiced our supplies down the river! response:	Uhhh... sorry. I'm sure we can find somewhere to replace all this stuff.
context: Well, I kinda know this one other move, but it's pretty hard.\I haven't even totally figured it out yet. The idea is to create a big, powerful wave...\So, like this?\Aang!\Looks like I got the hang of that move! What else ya got?\That's enough practicing for today.\Yeh, I'll say! You just practiced our supplies down the river!\Uhhh... sorry. I'm sure we can find somewhere to replace all this stuff. response:	Ugh, it was hard enough when you were just an airbender.
context: I haven't even totally figured it out yet. The idea is to create a big, powerful wave...\So, like this?\Aang!\Looks like I got the hang of that move! What else ya got?\That's enough practicing for today.\Yeh, I'll say! You just practiced our supplies down the river!\Uhhh... sorry. I'm sure we can find somewhere to replace all this stuff.\Ugh, it was hard enough when you were just an airbender. response:	We've got exactly three copper pieces left from the money that King Bumi gave us.
context: So, like this?\Aang!\Looks like I got the hang of that move! What else ya got?\That's enough practicing for today.\Yeh, I'll say! You just practiced our supplies down the river!\Uhhh... sorry. I'm sure we can find somewhere to replace all this stuff.\Ugh, it was hard enough when you were just an airbender.\We've got exactly three copper pieces left from the money that King Bumi gave us. response:	Let's spend it wisely.
context: Aang!\Looks like I got the hang of that move! What else ya got?\That's enough practicing for today.\Yeh, I'll say! You just practiced our supplies down the river!\Uhhh... sorry. I'm sure we can find somewhere to replace all this stuff.\Ugh, it was hard enough when you were just an airbender.\We've got exactly three copper pieces left from the money that King Bumi gave us.\Let's spend it wisely. response:	Uhh, make that two copper pieces, Sokka. I couldn't say no to this whistle!
context: Looks like I got the hang of that move! What else ya got?\That's enough practicing for today.\Yeh, I'll say! You just practiced our supplies down the river!\Uhhh... sorry. I'm sure we can find somewhere to replace all this stuff.\Ugh, it was hard enough when you were just an airbender.\We've got exactly three copper pieces left from the money that King Bumi gave us.\Let's spend it wisely.\Uhh, make that two copper pieces, Sokka. I couldn't say no to this whistle! response:	It doesn't even work.
context: That's enough practicing for today.\Yeh, I'll say! You just practiced our supplies down the river!\Uhhh... sorry. I'm sure we can find somewhere to replace all this stuff.\Ugh, it was hard enough when you were just an airbender.\We've got exactly three copper pieces left from the money that King Bumi gave us.\Let's spend it wisely.\Uhh, make that two copper pieces, Sokka. I couldn't say no to this whistle!\It doesn't even work. response:	See, even Momo thinks it's a piece of junk.
context: Yeh, I'll say! You just practiced our supplies down the river!\Uhhh... sorry. I'm sure we can find somewhere to replace all this stuff.\Ugh, it was hard enough when you were just an airbender.\We've got exactly three copper pieces left from the money that King Bumi gave us.\Let's spend it wisely.\Uhh, make that two copper pieces, Sokka. I couldn't say no to this whistle!\It doesn't even work.\See, even Momo thinks it's a piece of junk. response:	No offense, Aang, but I'll hold the money from now on.
context: Uhhh... sorry. I'm sure we can find somewhere to replace all this stuff.\Ugh, it was hard enough when you were just an airbender.\We've got exactly three copper pieces left from the money that King Bumi gave us.\Let's spend it wisely.\Uhh, make that two copper pieces, Sokka. I couldn't say no to this whistle!\It doesn't even work.\See, even Momo thinks it's a piece of junk.\No offense, Aang, but I'll hold the money from now on. response:	Earth Nation! Fire Nation! Water Nation!
context: Ugh, it was hard enough when you were just an airbender.\We've got exactly three copper pieces left from the money that King Bumi gave us.\Let's spend it wisely.\Uhh, make that two copper pieces, Sokka. I couldn't say no to this whistle!\It doesn't even work.\See, even Momo thinks it's a piece of junk.\No offense, Aang, but I'll hold the money from now on.\Earth Nation! Fire Nation! Water Nation! response:	Don't be shy, come one by!
context: We've got exactly three copper pieces left from the money that King Bumi gave us.\Let's spend it wisely.\Uhh, make that two copper pieces, Sokka. I couldn't say no to this whistle!\It doesn't even work.\See, even Momo thinks it's a piece of junk.\No offense, Aang, but I'll hold the money from now on.\Earth Nation! Fire Nation! Water Nation!\Don't be shy, come one by! response:	Oh! You there! I can see by your clothing that you're world traveling types.
context: Let's spend it wisely.\Uhh, make that two copper pieces, Sokka. I couldn't say no to this whistle!\It doesn't even work.\See, even Momo thinks it's a piece of junk.\No offense, Aang, but I'll hold the money from now on.\Earth Nation! Fire Nation! Water Nation!\Don't be shy, come one by!\Oh! You there! I can see by your clothing that you're world traveling types. response:	Perhaps I can interest you in some exotic curios?
context: Uhh, make that two copper pieces, Sokka. I couldn't say no to this whistle!\It doesn't even work.\See, even Momo thinks it's a piece of junk.\No offense, Aang, but I'll hold the money from now on.\Earth Nation! Fire Nation! Water Nation!\Don't be shy, come one by!\Oh! You there! I can see by your clothing that you're world traveling types.\Perhaps I can interest you in some exotic curios? response:	Sure! What are curios?
context: It doesn't even work.\See, even Momo thinks it's a piece of junk.\No offense, Aang, but I'll hold the money from now on.\Earth Nation! Fire Nation! Water Nation!\Don't be shy, come one by!\Oh! You there! I can see by your clothing that you're world traveling types.\Perhaps I can interest you in some exotic curios?\Sure! What are curios? response:	I'm not entirely sure, but we got'em!
context: See, even Momo thinks it's a piece of junk.\No offense, Aang, but I'll hold the money from now on.\Earth Nation! Fire Nation! Water Nation!\Don't be shy, come one by!\Oh! You there! I can see by your clothing that you're world traveling types.\Perhaps I can interest you in some exotic curios?\Sure! What are curios?\I'm not entirely sure, but we got'em! response:	I've never seen such a fine specimen of lemur.
context: No offense, Aang, but I'll hold the money from now on.\Earth Nation! Fire Nation! Water Nation!\Don't be shy, come one by!\Oh! You there! I can see by your clothing that you're world traveling types.\Perhaps I can interest you in some exotic curios?\Sure! What are curios?\I'm not entirely sure, but we got'em!\I've never seen such a fine specimen of lemur. response:	That beast would fetch me a hefty sum if you'd be, interested in bartering.
context: Earth Nation! Fire Nation! Water Nation!\Don't be shy, come one by!\Oh! You there! I can see by your clothing that you're world traveling types.\Perhaps I can interest you in some exotic curios?\Sure! What are curios?\I'm not entirely sure, but we got'em!\I've never seen such a fine specimen of lemur.\That beast would fetch me a hefty sum if you'd be, interested in bartering. response:	Momo's not for sale.
context: Don't be shy, come one by!\Oh! You there! I can see by your clothing that you're world traveling types.\Perhaps I can interest you in some exotic curios?\Sure! What are curios?\I'm not entirely sure, but we got'em!\I've never seen such a fine specimen of lemur.\That beast would fetch me a hefty sum if you'd be, interested in bartering.\Momo's not for sale. response:	Look at this, Aang! It's a waterbending scroll. Check out these crazy moves!
context: Oh! You there! I can see by your clothing that you're world traveling types.\Perhaps I can interest you in some exotic curios?\Sure! What are curios?\I'm not entirely sure, but we got'em!\I've never seen such a fine specimen of lemur.\That beast would fetch me a hefty sum if you'd be, interested in bartering.\Momo's not for sale.\Look at this, Aang! It's a waterbending scroll. Check out these crazy moves! response:	Where did you get a waterbending scroll?
context: Perhaps I can interest you in some exotic curios?\Sure! What are curios?\I'm not entirely sure, but we got'em!\I've never seen such a fine specimen of lemur.\That beast would fetch me a hefty sum if you'd be, interested in bartering.\Momo's not for sale.\Look at this, Aang! It's a waterbending scroll. Check out these crazy moves!\Where did you get a waterbending scroll? response:	Let's just say I got it up north at a most reasonable price. Free!
context: Sure! What are curios?\I'm not entirely sure, but we got'em!\I've never seen such a fine specimen of lemur.\That beast would fetch me a hefty sum if you'd be, interested in bartering.\Momo's not for sale.\Look at this, Aang! It's a waterbending scroll. Check out these crazy moves!\Where did you get a waterbending scroll?\Let's just say I got it up north at a most reasonable price. Free! response:	Waaait a minute sea-loving traders with suspiciously acquired merchandise...
context: I'm not entirely sure, but we got'em!\I've never seen such a fine specimen of lemur.\That beast would fetch me a hefty sum if you'd be, interested in bartering.\Momo's not for sale.\Look at this, Aang! It's a waterbending scroll. Check out these crazy moves!\Where did you get a waterbending scroll?\Let's just say I got it up north at a most reasonable price. Free!\Waaait a minute sea-loving traders with suspiciously acquired merchandise... response:	We prefer to think of ourselves as high risk traders.
context: I've never seen such a fine specimen of lemur.\That beast would fetch me a hefty sum if you'd be, interested in bartering.\Momo's not for sale.\Look at this, Aang! It's a waterbending scroll. Check out these crazy moves!\Where did you get a waterbending scroll?\Let's just say I got it up north at a most reasonable price. Free!\Waaait a minute sea-loving traders with suspiciously acquired merchandise...\We prefer to think of ourselves as high risk traders. response:	So, how much for the, uh, traded scroll?
context: That beast would fetch me a hefty sum if you'd be, interested in bartering.\Momo's not for sale.\Look at this, Aang! It's a waterbending scroll. Check out these crazy moves!\Where did you get a waterbending scroll?\Let's just say I got it up north at a most reasonable price. Free!\Waaait a minute sea-loving traders with suspiciously acquired merchandise...\We prefer to think of ourselves as high risk traders.\So, how much for the, uh, traded scroll? response:	I've already got a buyer, a nobleman in the Earth Kingdom.
