context: TS response:	Colonel Tanaka...
context: Huh? He's happy.\Sergei?\Sergei!\And what's your guy doing?\Shut up!\To all personnel. Third Engine activation test starts as soon as you're ready.\I'm ready.\Third Engine... response:	Attempting connection!
context: Sergei?\Sergei!\And what's your guy doing?\Shut up!\To all personnel. Third Engine activation test starts as soon as you're ready.\I'm ready.\Third Engine...\Attempting connection! response:	Fleur, lift the hind leg.
context: Sergei!\And what's your guy doing?\Shut up!\To all personnel. Third Engine activation test starts as soon as you're ready.\I'm ready.\Third Engine...\Attempting connection!\Fleur, lift the hind leg. response:	Roger!
context: And what's your guy doing?\Shut up!\To all personnel. Third Engine activation test starts as soon as you're ready.\I'm ready.\Third Engine...\Attempting connection!\Fleur, lift the hind leg.\Roger! response:	Elena, release the stabilizer.
context: Shut up!\To all personnel. Third Engine activation test starts as soon as you're ready.\I'm ready.\Third Engine...\Attempting connection!\Fleur, lift the hind leg.\Roger!\Elena, release the stabilizer. response:	Okie!
context: To all personnel. Third Engine activation test starts as soon as you're ready.\I'm ready.\Third Engine...\Attempting connection!\Fleur, lift the hind leg.\Roger!\Elena, release the stabilizer.\Okie! response:	No way!
context: I'm ready.\Third Engine...\Attempting connection!\Fleur, lift the hind leg.\Roger!\Elena, release the stabilizer.\Okie!\No way! response:	We'll get scolded for this!
context: Third Engine...\Attempting connection!\Fleur, lift the hind leg.\Roger!\Elena, release the stabilizer.\Okie!\No way!\We'll get scolded for this! response:	If Ao can do it,
context: Attempting connection!\Fleur, lift the hind leg.\Roger!\Elena, release the stabilizer.\Okie!\No way!\We'll get scolded for this!\If Ao can do it, response:	I can do it.
context: Fleur, lift the hind leg.\Roger!\Elena, release the stabilizer.\Okie!\No way!\We'll get scolded for this!\If Ao can do it,\I can do it. response:	A flower bloomed.
context: Roger!\Elena, release the stabilizer.\Okie!\No way!\We'll get scolded for this!\If Ao can do it,\I can do it.\A flower bloomed. response:	Gosh, don't scare me like that!
context: Elena, release the stabilizer.\Okie!\No way!\We'll get scolded for this!\If Ao can do it,\I can do it.\A flower bloomed.\Gosh, don't scare me like that! response:	Are you seriously diving in my bathtub?
context: Okie!\No way!\We'll get scolded for this!\If Ao can do it,\I can do it.\A flower bloomed.\Gosh, don't scare me like that!\Are you seriously diving in my bathtub? response:	First of all, why are you even in my bathtub?
context: No way!\We'll get scolded for this!\If Ao can do it,\I can do it.\A flower bloomed.\Gosh, don't scare me like that!\Are you seriously diving in my bathtub?\First of all, why are you even in my bathtub? response:	Say, Fleur...
context: We'll get scolded for this!\If Ao can do it,\I can do it.\A flower bloomed.\Gosh, don't scare me like that!\Are you seriously diving in my bathtub?\First of all, why are you even in my bathtub?\Say, Fleur... response:	If you could live the remainder of your life under the sea with dolphins, would you?
context: If Ao can do it,\I can do it.\A flower bloomed.\Gosh, don't scare me like that!\Are you seriously diving in my bathtub?\First of all, why are you even in my bathtub?\Say, Fleur...\If you could live the remainder of your life under the sea with dolphins, would you? response:	With dolphins?
context: I can do it.\A flower bloomed.\Gosh, don't scare me like that!\Are you seriously diving in my bathtub?\First of all, why are you even in my bathtub?\Say, Fleur...\If you could live the remainder of your life under the sea with dolphins, would you?\With dolphins? response:	That sounds like fun, but I'd end up coming back soon.
context: A flower bloomed.\Gosh, don't scare me like that!\Are you seriously diving in my bathtub?\First of all, why are you even in my bathtub?\Say, Fleur...\If you could live the remainder of your life under the sea with dolphins, would you?\With dolphins?\That sounds like fun, but I'd end up coming back soon. response:	We're land creatures, after all.
context: Gosh, don't scare me like that!\Are you seriously diving in my bathtub?\First of all, why are you even in my bathtub?\Say, Fleur...\If you could live the remainder of your life under the sea with dolphins, would you?\With dolphins?\That sounds like fun, but I'd end up coming back soon.\We're land creatures, after all. response:	That's the USA version.
context: Are you seriously diving in my bathtub?\First of all, why are you even in my bathtub?\Say, Fleur...\If you could live the remainder of your life under the sea with dolphins, would you?\With dolphins?\That sounds like fun, but I'd end up coming back soon.\We're land creatures, after all.\That's the USA version. response:	Is that another comic reference?
context: First of all, why are you even in my bathtub?\Say, Fleur...\If you could live the remainder of your life under the sea with dolphins, would you?\With dolphins?\That sounds like fun, but I'd end up coming back soon.\We're land creatures, after all.\That's the USA version.\Is that another comic reference? response:	Ao's choice was the EU version.
context: Say, Fleur...\If you could live the remainder of your life under the sea with dolphins, would you?\With dolphins?\That sounds like fun, but I'd end up coming back soon.\We're land creatures, after all.\That's the USA version.\Is that another comic reference?\Ao's choice was the EU version. response:	He won't return to the human world ever again.
context: If you could live the remainder of your life under the sea with dolphins, would you?\With dolphins?\That sounds like fun, but I'd end up coming back soon.\We're land creatures, after all.\That's the USA version.\Is that another comic reference?\Ao's choice was the EU version.\He won't return to the human world ever again. response:	I don't understand what you're talking about.
context: With dolphins?\That sounds like fun, but I'd end up coming back soon.\We're land creatures, after all.\That's the USA version.\Is that another comic reference?\Ao's choice was the EU version.\He won't return to the human world ever again.\I don't understand what you're talking about. response:	Otaku knowledge is really just a circlejerk.
context: That sounds like fun, but I'd end up coming back soon.\We're land creatures, after all.\That's the USA version.\Is that another comic reference?\Ao's choice was the EU version.\He won't return to the human world ever again.\I don't understand what you're talking about.\Otaku knowledge is really just a circlejerk. response:	I don't know.
context: We're land creatures, after all.\That's the USA version.\Is that another comic reference?\Ao's choice was the EU version.\He won't return to the human world ever again.\I don't understand what you're talking about.\Otaku knowledge is really just a circlejerk.\I don't know. response:	Hey, let me wash it for you!
context: That's the USA version.\Is that another comic reference?\Ao's choice was the EU version.\He won't return to the human world ever again.\I don't understand what you're talking about.\Otaku knowledge is really just a circlejerk.\I don't know.\Hey, let me wash it for you! response:	S-Stop!
context: Is that another comic reference?\Ao's choice was the EU version.\He won't return to the human world ever again.\I don't understand what you're talking about.\Otaku knowledge is really just a circlejerk.\I don't know.\Hey, let me wash it for you!\S-Stop! response:	Come on!
context: Ao's choice was the EU version.\He won't return to the human world ever again.\I don't understand what you're talking about.\Otaku knowledge is really just a circlejerk.\I don't know.\Hey, let me wash it for you!\S-Stop!\Come on! response:	H-Hey, Elena!
context: He won't return to the human world ever again.\I don't understand what you're talking about.\Otaku knowledge is really just a circlejerk.\I don't know.\Hey, let me wash it for you!\S-Stop!\Come on!\H-Hey, Elena! response:	It'll be quick!
context: I don't understand what you're talking about.\Otaku knowledge is really just a circlejerk.\I don't know.\Hey, let me wash it for you!\S-Stop!\Come on!\H-Hey, Elena!\It'll be quick! response:	Stop it!
context: Otaku knowledge is really just a circlejerk.\I don't know.\Hey, let me wash it for you!\S-Stop!\Come on!\H-Hey, Elena!\It'll be quick!\Stop it! response:	Stop!
context: I don't know.\Hey, let me wash it for you!\S-Stop!\Come on!\H-Hey, Elena!\It'll be quick!\Stop it!\Stop! response:	I've told you before I hate that.
context: Hey, let me wash it for you!\S-Stop!\Come on!\H-Hey, Elena!\It'll be quick!\Stop it!\Stop!\I've told you before I hate that. response:	What's that?
context: S-Stop!\Come on!\H-Hey, Elena!\It'll be quick!\Stop it!\Stop!\I've told you before I hate that.\What's that? response:	I just wanted you to do a final check over the contract for us.
context: Come on!\H-Hey, Elena!\It'll be quick!\Stop it!\Stop!\I've told you before I hate that.\What's that?\I just wanted you to do a final check over the contract for us. response:	It's freaky, isn't it?
context: H-Hey, Elena!\It'll be quick!\Stop it!\Stop!\I've told you before I hate that.\What's that?\I just wanted you to do a final check over the contract for us.\It's freaky, isn't it? response:	I bet you never had anything like that with Generation Bleu.
context: It'll be quick!\Stop it!\Stop!\I've told you before I hate that.\What's that?\I just wanted you to do a final check over the contract for us.\It's freaky, isn't it?\I bet you never had anything like that with Generation Bleu. response:	That's how cunning Cristophe Blanc is.
context: Stop it!\Stop!\I've told you before I hate that.\What's that?\I just wanted you to do a final check over the contract for us.\It's freaky, isn't it?\I bet you never had anything like that with Generation Bleu.\That's how cunning Cristophe Blanc is. response:	He tells the world, and even you, that your job is international rescue,
context: Stop!\I've told you before I hate that.\What's that?\I just wanted you to do a final check over the contract for us.\It's freaky, isn't it?\I bet you never had anything like that with Generation Bleu.\That's how cunning Cristophe Blanc is.\He tells the world, and even you, that your job is international rescue, response:	but amidst all of that, he got his hands on highly destructive assault weapons.
context: I've told you before I hate that.\What's that?\I just wanted you to do a final check over the contract for us.\It's freaky, isn't it?\I bet you never had anything like that with Generation Bleu.\That's how cunning Cristophe Blanc is.\He tells the world, and even you, that your job is international rescue,\but amidst all of that, he got his hands on highly destructive assault weapons. response:	Do you mean...
context: What's that?\I just wanted you to do a final check over the contract for us.\It's freaky, isn't it?\I bet you never had anything like that with Generation Bleu.\That's how cunning Cristophe Blanc is.\He tells the world, and even you, that your job is international rescue,\but amidst all of that, he got his hands on highly destructive assault weapons.\Do you mean... response:	Only the Allied Forces are qualified to manage such weapons.
context: I just wanted you to do a final check over the contract for us.\It's freaky, isn't it?\I bet you never had anything like that with Generation Bleu.\That's how cunning Cristophe Blanc is.\He tells the world, and even you, that your job is international rescue,\but amidst all of that, he got his hands on highly destructive assault weapons.\Do you mean...\Only the Allied Forces are qualified to manage such weapons. response:	Both you and Nirvash belong to the Allied Forces.
context: It's freaky, isn't it?\I bet you never had anything like that with Generation Bleu.\That's how cunning Cristophe Blanc is.\He tells the world, and even you, that your job is international rescue,\but amidst all of that, he got his hands on highly destructive assault weapons.\Do you mean...\Only the Allied Forces are qualified to manage such weapons.\Both you and Nirvash belong to the Allied Forces. response:	Are you fine with that?
context: I bet you never had anything like that with Generation Bleu.\That's how cunning Cristophe Blanc is.\He tells the world, and even you, that your job is international rescue,\but amidst all of that, he got his hands on highly destructive assault weapons.\Do you mean...\Only the Allied Forces are qualified to manage such weapons.\Both you and Nirvash belong to the Allied Forces.\Are you fine with that? response:	Hey!
context: That's how cunning Cristophe Blanc is.\He tells the world, and even you, that your job is international rescue,\but amidst all of that, he got his hands on highly destructive assault weapons.\Do you mean...\Only the Allied Forces are qualified to manage such weapons.\Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\Hey! response:	You know, you really do look like her.
context: He tells the world, and even you, that your job is international rescue,\but amidst all of that, he got his hands on highly destructive assault weapons.\Do you mean...\Only the Allied Forces are qualified to manage such weapons.\Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\Hey!\You know, you really do look like her. response:	Do you mean my mom?
context: but amidst all of that, he got his hands on highly destructive assault weapons.\Do you mean...\Only the Allied Forces are qualified to manage such weapons.\Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\Hey!\You know, you really do look like her.\Do you mean my mom? response:	Of course. She was one of us too.
context: Do you mean...\Only the Allied Forces are qualified to manage such weapons.\Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\Hey!\You know, you really do look like her.\Do you mean my mom?\Of course. She was one of us too. response:	It was thirteen years ago.
context: Only the Allied Forces are qualified to manage such weapons.\Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\Hey!\You know, you really do look like her.\Do you mean my mom?\Of course. She was one of us too.\It was thirteen years ago. response:	Your mother showed up in this world alongside the Mk I.
context: Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\Hey!\You know, you really do look like her.\Do you mean my mom?\Of course. She was one of us too.\It was thirteen years ago.\Your mother showed up in this world alongside the Mk I. response:	We tracked it down, but by the time we found it, she wasn't in it anymore.
context: Are you fine with that?\Hey!\You know, you really do look like her.\Do you mean my mom?\Of course. She was one of us too.\It was thirteen years ago.\Your mother showed up in this world alongside the Mk I.\We tracked it down, but by the time we found it, she wasn't in it anymore. response:	Then ten years ago...
context: Hey!\You know, you really do look like her.\Do you mean my mom?\Of course. She was one of us too.\It was thirteen years ago.\Your mother showed up in this world alongside the Mk I.\We tracked it down, but by the time we found it, she wasn't in it anymore.\Then ten years ago... response:	The greatest Scub Burst in history occurred in Okinawa.
context: You know, you really do look like her.\Do you mean my mom?\Of course. She was one of us too.\It was thirteen years ago.\Your mother showed up in this world alongside the Mk I.\We tracked it down, but by the time we found it, she wasn't in it anymore.\Then ten years ago...\The greatest Scub Burst in history occurred in Okinawa. response:	We needed someone to pilot the Mk I to stop it.
context: Do you mean my mom?\Of course. She was one of us too.\It was thirteen years ago.\Your mother showed up in this world alongside the Mk I.\We tracked it down, but by the time we found it, she wasn't in it anymore.\Then ten years ago...\The greatest Scub Burst in history occurred in Okinawa.\We needed someone to pilot the Mk I to stop it. response:	Then we found your mother living with you on Iwato island.
context: Of course. She was one of us too.\It was thirteen years ago.\Your mother showed up in this world alongside the Mk I.\We tracked it down, but by the time we found it, she wasn't in it anymore.\Then ten years ago...\The greatest Scub Burst in history occurred in Okinawa.\We needed someone to pilot the Mk I to stop it.\Then we found your mother living with you on Iwato island. response:	She gladly agreed to help and fought alongside us.
context: It was thirteen years ago.\Your mother showed up in this world alongside the Mk I.\We tracked it down, but by the time we found it, she wasn't in it anymore.\Then ten years ago...\The greatest Scub Burst in history occurred in Okinawa.\We needed someone to pilot the Mk I to stop it.\Then we found your mother living with you on Iwato island.\She gladly agreed to help and fought alongside us. response:	Mom...
context: Your mother showed up in this world alongside the Mk I.\We tracked it down, but by the time we found it, she wasn't in it anymore.\Then ten years ago...\The greatest Scub Burst in history occurred in Okinawa.\We needed someone to pilot the Mk I to stop it.\Then we found your mother living with you on Iwato island.\She gladly agreed to help and fought alongside us.\Mom... response:	Cristophe Blanc would have to answer for concealing the Quartz until now.
context: We tracked it down, but by the time we found it, she wasn't in it anymore.\Then ten years ago...\The greatest Scub Burst in history occurred in Okinawa.\We needed someone to pilot the Mk I to stop it.\Then we found your mother living with you on Iwato island.\She gladly agreed to help and fought alongside us.\Mom...\Cristophe Blanc would have to answer for concealing the Quartz until now. response:	However, if that weapon is in our hands, then there's no problem.
context: Then ten years ago...\The greatest Scub Burst in history occurred in Okinawa.\We needed someone to pilot the Mk I to stop it.\Then we found your mother living with you on Iwato island.\She gladly agreed to help and fought alongside us.\Mom...\Cristophe Blanc would have to answer for concealing the Quartz until now.\However, if that weapon is in our hands, then there's no problem. response:	If you have no objections to that draft,
context: The greatest Scub Burst in history occurred in Okinawa.\We needed someone to pilot the Mk I to stop it.\Then we found your mother living with you on Iwato island.\She gladly agreed to help and fought alongside us.\Mom...\Cristophe Blanc would have to answer for concealing the Quartz until now.\However, if that weapon is in our hands, then there's no problem.\If you have no objections to that draft, response:	let's prepare the official document.
context: We needed someone to pilot the Mk I to stop it.\Then we found your mother living with you on Iwato island.\She gladly agreed to help and fought alongside us.\Mom...\Cristophe Blanc would have to answer for concealing the Quartz until now.\However, if that weapon is in our hands, then there's no problem.\If you have no objections to that draft,\let's prepare the official document. response:	You're one of us starting from tomorrow!
context: Then we found your mother living with you on Iwato island.\She gladly agreed to help and fought alongside us.\Mom...\Cristophe Blanc would have to answer for concealing the Quartz until now.\However, if that weapon is in our hands, then there's no problem.\If you have no objections to that draft,\let's prepare the official document.\You're one of us starting from tomorrow! response:	Both you and Nirvash belong to the Allied Forces.
context: She gladly agreed to help and fought alongside us.\Mom...\Cristophe Blanc would have to answer for concealing the Quartz until now.\However, if that weapon is in our hands, then there's no problem.\If you have no objections to that draft,\let's prepare the official document.\You're one of us starting from tomorrow!\Both you and Nirvash belong to the Allied Forces. response:	Are you fine with that?
context: Mom...\Cristophe Blanc would have to answer for concealing the Quartz until now.\However, if that weapon is in our hands, then there's no problem.\If you have no objections to that draft,\let's prepare the official document.\You're one of us starting from tomorrow!\Both you and Nirvash belong to the Allied Forces.\Are you fine with that? response:	I'll send this to them.
context: Cristophe Blanc would have to answer for concealing the Quartz until now.\However, if that weapon is in our hands, then there's no problem.\If you have no objections to that draft,\let's prepare the official document.\You're one of us starting from tomorrow!\Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\I'll send this to them. response:	Babysitting's such a pain.
context: However, if that weapon is in our hands, then there's no problem.\If you have no objections to that draft,\let's prepare the official document.\You're one of us starting from tomorrow!\Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\I'll send this to them.\Babysitting's such a pain. response:	The American carrier should be around San Diego by now.
context: If you have no objections to that draft,\let's prepare the official document.\You're one of us starting from tomorrow!\Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\I'll send this to them.\Babysitting's such a pain.\The American carrier should be around San Diego by now. response:	You running some simulation?
context: let's prepare the official document.\You're one of us starting from tomorrow!\Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\I'll send this to them.\Babysitting's such a pain.\The American carrier should be around San Diego by now.\You running some simulation? response:	On how to take Ao back.
context: You're one of us starting from tomorrow!\Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\I'll send this to them.\Babysitting's such a pain.\The American carrier should be around San Diego by now.\You running some simulation?\On how to take Ao back. response:	But up against Eisenhowers, not even our IFOs would stand a chance.
context: Both you and Nirvash belong to the Allied Forces.\Are you fine with that?\I'll send this to them.\Babysitting's such a pain.\The American carrier should be around San Diego by now.\You running some simulation?\On how to take Ao back.\But up against Eisenhowers, not even our IFOs would stand a chance. response:	Not with these numbers, anyway.
context: Are you fine with that?\I'll send this to them.\Babysitting's such a pain.\The American carrier should be around San Diego by now.\You running some simulation?\On how to take Ao back.\But up against Eisenhowers, not even our IFOs would stand a chance.\Not with these numbers, anyway. response:	We've received funding from American companies too,
context: I'll send this to them.\Babysitting's such a pain.\The American carrier should be around San Diego by now.\You running some simulation?\On how to take Ao back.\But up against Eisenhowers, not even our IFOs would stand a chance.\Not with these numbers, anyway.\We've received funding from American companies too, response:	so if we gave them a good spanking, those companies wouldn't just watch quietly.
context: Babysitting's such a pain.\The American carrier should be around San Diego by now.\You running some simulation?\On how to take Ao back.\But up against Eisenhowers, not even our IFOs would stand a chance.\Not with these numbers, anyway.\We've received funding from American companies too,\so if we gave them a good spanking, those companies wouldn't just watch quietly. response:	But seriously, man,
context: The American carrier should be around San Diego by now.\You running some simulation?\On how to take Ao back.\But up against Eisenhowers, not even our IFOs would stand a chance.\Not with these numbers, anyway.\We've received funding from American companies too,\so if we gave them a good spanking, those companies wouldn't just watch quietly.\But seriously, man, response:	what the hell is Ao thinking?
context: You running some simulation?\On how to take Ao back.\But up against Eisenhowers, not even our IFOs would stand a chance.\Not with these numbers, anyway.\We've received funding from American companies too,\so if we gave them a good spanking, those companies wouldn't just watch quietly.\But seriously, man,\what the hell is Ao thinking? response:	Is that you, Ao?
context: On how to take Ao back.\But up against Eisenhowers, not even our IFOs would stand a chance.\Not with these numbers, anyway.\We've received funding from American companies too,\so if we gave them a good spanking, those companies wouldn't just watch quietly.\But seriously, man,\what the hell is Ao thinking?\Is that you, Ao? response:	Chief... I'm sorry I did this without saying a word.
context: But up against Eisenhowers, not even our IFOs would stand a chance.\Not with these numbers, anyway.\We've received funding from American companies too,\so if we gave them a good spanking, those companies wouldn't just watch quietly.\But seriously, man,\what the hell is Ao thinking?\Is that you, Ao?\Chief... I'm sorry I did this without saying a word. response:	I saw the video they sent.
context: Not with these numbers, anyway.\We've received funding from American companies too,\so if we gave them a good spanking, those companies wouldn't just watch quietly.\But seriously, man,\what the hell is Ao thinking?\Is that you, Ao?\Chief... I'm sorry I did this without saying a word.\I saw the video they sent. response:	Um, I...
context: We've received funding from American companies too,\so if we gave them a good spanking, those companies wouldn't just watch quietly.\But seriously, man,\what the hell is Ao thinking?\Is that you, Ao?\Chief... I'm sorry I did this without saying a word.\I saw the video they sent.\Um, I... response:	What?
context: so if we gave them a good spanking, those companies wouldn't just watch quietly.\But seriously, man,\what the hell is Ao thinking?\Is that you, Ao?\Chief... I'm sorry I did this without saying a word.\I saw the video they sent.\Um, I...\What? response:	If if had went on, I would have ended up doing even worse things.
context: But seriously, man,\what the hell is Ao thinking?\Is that you, Ao?\Chief... I'm sorry I did this without saying a word.\I saw the video they sent.\Um, I...\What?\If if had went on, I would have ended up doing even worse things. response:	So... everyone's better off without me at the company.
context: what the hell is Ao thinking?\Is that you, Ao?\Chief... I'm sorry I did this without saying a word.\I saw the video they sent.\Um, I...\What?\If if had went on, I would have ended up doing even worse things.\So... everyone's better off without me at the company. response:	Can't you trust us?!
context: Is that you, Ao?\Chief... I'm sorry I did this without saying a word.\I saw the video they sent.\Um, I...\What?\If if had went on, I would have ended up doing even worse things.\So... everyone's better off without me at the company.\Can't you trust us?! response:	Dammit!
context: Chief... I'm sorry I did this without saying a word.\I saw the video they sent.\Um, I...\What?\If if had went on, I would have ended up doing even worse things.\So... everyone's better off without me at the company.\Can't you trust us?!\Dammit! response:	What else could I have done?!
context: I saw the video they sent.\Um, I...\What?\If if had went on, I would have ended up doing even worse things.\So... everyone's better off without me at the company.\Can't you trust us?!\Dammit!\What else could I have done?! response:	If the gun's there, bad things would happen to the company.
context: Um, I...\What?\If if had went on, I would have ended up doing even worse things.\So... everyone's better off without me at the company.\Can't you trust us?!\Dammit!\What else could I have done?!\If the gun's there, bad things would happen to the company. response:	But... But... I can't throw it away!
context: What?\If if had went on, I would have ended up doing even worse things.\So... everyone's better off without me at the company.\Can't you trust us?!\Dammit!\What else could I have done?!\If the gun's there, bad things would happen to the company.\But... But... I can't throw it away! response:	I need it for my mom.
context: If if had went on, I would have ended up doing even worse things.\So... everyone's better off without me at the company.\Can't you trust us?!\Dammit!\What else could I have done?!\If the gun's there, bad things would happen to the company.\But... But... I can't throw it away!\I need it for my mom. response:	There's no other way!
context: So... everyone's better off without me at the company.\Can't you trust us?!\Dammit!\What else could I have done?!\If the gun's there, bad things would happen to the company.\But... But... I can't throw it away!\I need it for my mom.\There's no other way! response:	Fleur?
context: Can't you trust us?!\Dammit!\What else could I have done?!\If the gun's there, bad things would happen to the company.\But... But... I can't throw it away!\I need it for my mom.\There's no other way!\Fleur? response:	Ao won't be coming back.
context: Dammit!\What else could I have done?!\If the gun's there, bad things would happen to the company.\But... But... I can't throw it away!\I need it for my mom.\There's no other way!\Fleur?\Ao won't be coming back. response:	Why?
context: What else could I have done?!\If the gun's there, bad things would happen to the company.\But... But... I can't throw it away!\I need it for my mom.\There's no other way!\Fleur?\Ao won't be coming back.\Why? response:	Why?
context: If the gun's there, bad things would happen to the company.\But... But... I can't throw it away!\I need it for my mom.\There's no other way!\Fleur?\Ao won't be coming back.\Why?\Why? response:	I don't know.
context: But... But... I can't throw it away!\I need it for my mom.\There's no other way!\Fleur?\Ao won't be coming back.\Why?\Why?\I don't know. response:	I guess he has his own reasons.
context: I need it for my mom.\There's no other way!\Fleur?\Ao won't be coming back.\Why?\Why?\I don't know.\I guess he has his own reasons. response:	He's been acting weird since Operation Polaris.
context: There's no other way!\Fleur?\Ao won't be coming back.\Why?\Why?\I don't know.\I guess he has his own reasons.\He's been acting weird since Operation Polaris. response:	Anyway, let's just forget about him and
context: Fleur?\Ao won't be coming back.\Why?\Why?\I don't know.\I guess he has his own reasons.\He's been acting weird since Operation Polaris.\Anyway, let's just forget about him and response:	Say, Fleur...
context: Ao won't be coming back.\Why?\Why?\I don't know.\I guess he has his own reasons.\He's been acting weird since Operation Polaris.\Anyway, let's just forget about him and\Say, Fleur... response:	Have you even tried to find out the truth?
context: Why?\Why?\I don't know.\I guess he has his own reasons.\He's been acting weird since Operation Polaris.\Anyway, let's just forget about him and\Say, Fleur...\Have you even tried to find out the truth? response:	You're always like this.
context: Why?\I don't know.\I guess he has his own reasons.\He's been acting weird since Operation Polaris.\Anyway, let's just forget about him and\Say, Fleur...\Have you even tried to find out the truth?\You're always like this. response:	Are you afraid of asking questions?
context: I don't know.\I guess he has his own reasons.\He's been acting weird since Operation Polaris.\Anyway, let's just forget about him and\Say, Fleur...\Have you even tried to find out the truth?\You're always like this.\Are you afraid of asking questions? response:	Or do you really think that ignorance is bliss?
context: I guess he has his own reasons.\He's been acting weird since Operation Polaris.\Anyway, let's just forget about him and\Say, Fleur...\Have you even tried to find out the truth?\You're always like this.\Are you afraid of asking questions?\Or do you really think that ignorance is bliss? response:	What are you talking...
context: He's been acting weird since Operation Polaris.\Anyway, let's just forget about him and\Say, Fleur...\Have you even tried to find out the truth?\You're always like this.\Are you afraid of asking questions?\Or do you really think that ignorance is bliss?\What are you talking... response:	It's the same for your father, the accident,
context: Anyway, let's just forget about him and\Say, Fleur...\Have you even tried to find out the truth?\You're always like this.\Are you afraid of asking questions?\Or do you really think that ignorance is bliss?\What are you talking...\It's the same for your father, the accident, response:	and even me who's right in front of you!
context: Say, Fleur...\Have you even tried to find out the truth?\You're always like this.\Are you afraid of asking questions?\Or do you really think that ignorance is bliss?\What are you talking...\It's the same for your father, the accident,\and even me who's right in front of you! response:	Elena, that's...
context: Have you even tried to find out the truth?\You're always like this.\Are you afraid of asking questions?\Or do you really think that ignorance is bliss?\What are you talking...\It's the same for your father, the accident,\and even me who's right in front of you!\Elena, that's... response:	Why didn't you ask me about this grave?
context: You're always like this.\Are you afraid of asking questions?\Or do you really think that ignorance is bliss?\What are you talking...\It's the same for your father, the accident,\and even me who's right in front of you!\Elena, that's...\Why didn't you ask me about this grave? response:	You've been curious about it all this time.
context: Are you afraid of asking questions?\Or do you really think that ignorance is bliss?\What are you talking...\It's the same for your father, the accident,\and even me who's right in front of you!\Elena, that's...\Why didn't you ask me about this grave?\You've been curious about it all this time. response:	Because I...
context: Or do you really think that ignorance is bliss?\What are you talking...\It's the same for your father, the accident,\and even me who's right in front of you!\Elena, that's...\Why didn't you ask me about this grave?\You've been curious about it all this time.\Because I... response:	You never even tried to find out!
context: What are you talking...\It's the same for your father, the accident,\and even me who's right in front of you!\Elena, that's...\Why didn't you ask me about this grave?\You've been curious about it all this time.\Because I...\You never even tried to find out! response:	I killed Miller!
context: It's the same for your father, the accident,\and even me who's right in front of you!\Elena, that's...\Why didn't you ask me about this grave?\You've been curious about it all this time.\Because I...\You never even tried to find out!\I killed Miller! response:	I killed the singer and became Miller myself!
context: and even me who's right in front of you!\Elena, that's...\Why didn't you ask me about this grave?\You've been curious about it all this time.\Because I...\You never even tried to find out!\I killed Miller!\I killed the singer and became Miller myself! response:	There's no real me!
