context: Puella Magi Madoka Magica Episode 10 response:	TL- Ryona
context: No.\I'll take you there, then.\I'm the health representative.\Sorry everyone.\Akemi-san has to go to the nurse's office during breaks to take some medicine.\Oh, is that so?\Sorry.\Sorry for holding you up. response:	Akemi-san, see you later.
context: I'll take you there, then.\I'm the health representative.\Sorry everyone.\Akemi-san has to go to the nurse's office during breaks to take some medicine.\Oh, is that so?\Sorry.\Sorry for holding you up.\Akemi-san, see you later. response:	Sorry.
context: I'm the health representative.\Sorry everyone.\Akemi-san has to go to the nurse's office during breaks to take some medicine.\Oh, is that so?\Sorry.\Sorry for holding you up.\Akemi-san, see you later.\Sorry. response:	They don't mean any harm.
context: Sorry everyone.\Akemi-san has to go to the nurse's office during breaks to take some medicine.\Oh, is that so?\Sorry.\Sorry for holding you up.\Akemi-san, see you later.\Sorry.\They don't mean any harm. response:	It's just that transfer students are rare.
context: Akemi-san has to go to the nurse's office during breaks to take some medicine.\Oh, is that so?\Sorry.\Sorry for holding you up.\Akemi-san, see you later.\Sorry.\They don't mean any harm.\It's just that transfer students are rare. response:	They're a little excited.
context: Oh, is that so?\Sorry.\Sorry for holding you up.\Akemi-san, see you later.\Sorry.\They don't mean any harm.\It's just that transfer students are rare.\They're a little excited. response:	No. Umm...
context: Sorry.\Sorry for holding you up.\Akemi-san, see you later.\Sorry.\They don't mean any harm.\It's just that transfer students are rare.\They're a little excited.\No. Umm... response:	Thank you very much.
context: Sorry for holding you up.\Akemi-san, see you later.\Sorry.\They don't mean any harm.\It's just that transfer students are rare.\They're a little excited.\No. Umm...\Thank you very much. response:	You don't have to sound so formal.
context: Akemi-san, see you later.\Sorry.\They don't mean any harm.\It's just that transfer students are rare.\They're a little excited.\No. Umm...\Thank you very much.\You don't have to sound so formal. response:	We're classmates.
context: Sorry.\They don't mean any harm.\It's just that transfer students are rare.\They're a little excited.\No. Umm...\Thank you very much.\You don't have to sound so formal.\We're classmates. response:	I'm Kaname Madoka.
context: They don't mean any harm.\It's just that transfer students are rare.\They're a little excited.\No. Umm...\Thank you very much.\You don't have to sound so formal.\We're classmates.\I'm Kaname Madoka. response:	Madoka is fine.
context: It's just that transfer students are rare.\They're a little excited.\No. Umm...\Thank you very much.\You don't have to sound so formal.\We're classmates.\I'm Kaname Madoka.\Madoka is fine. response:	How can I...
context: They're a little excited.\No. Umm...\Thank you very much.\You don't have to sound so formal.\We're classmates.\I'm Kaname Madoka.\Madoka is fine.\How can I... response:	It's fine.
context: No. Umm...\Thank you very much.\You don't have to sound so formal.\We're classmates.\I'm Kaname Madoka.\Madoka is fine.\How can I...\It's fine. response:	Can I call you Homura-chan?
context: Thank you very much.\You don't have to sound so formal.\We're classmates.\I'm Kaname Madoka.\Madoka is fine.\How can I...\It's fine.\Can I call you Homura-chan? response:	Not many people call me by just my name.
context: You don't have to sound so formal.\We're classmates.\I'm Kaname Madoka.\Madoka is fine.\How can I...\It's fine.\Can I call you Homura-chan?\Not many people call me by just my name. response:	My name is pretty weird too.
context: We're classmates.\I'm Kaname Madoka.\Madoka is fine.\How can I...\It's fine.\Can I call you Homura-chan?\Not many people call me by just my name.\My name is pretty weird too. response:	Of course not!
context: I'm Kaname Madoka.\Madoka is fine.\How can I...\It's fine.\Can I call you Homura-chan?\Not many people call me by just my name.\My name is pretty weird too.\Of course not! response:	I think it feels really passionate and cool!
context: Madoka is fine.\How can I...\It's fine.\Can I call you Homura-chan?\Not many people call me by just my name.\My name is pretty weird too.\Of course not!\I think it feels really passionate and cool! response:	Then I don't match with my name.
context: How can I...\It's fine.\Can I call you Homura-chan?\Not many people call me by just my name.\My name is pretty weird too.\Of course not!\I think it feels really passionate and cool!\Then I don't match with my name. response:	That's such a waste!
context: It's fine.\Can I call you Homura-chan?\Not many people call me by just my name.\My name is pretty weird too.\Of course not!\I think it feels really passionate and cool!\Then I don't match with my name.\That's such a waste! response:	Since you have such a cool name,
context: Can I call you Homura-chan?\Not many people call me by just my name.\My name is pretty weird too.\Of course not!\I think it feels really passionate and cool!\Then I don't match with my name.\That's such a waste!\Since you have such a cool name, response:	you should try to be as cool as your name!
context: Not many people call me by just my name.\My name is pretty weird too.\Of course not!\I think it feels really passionate and cool!\Then I don't match with my name.\That's such a waste!\Since you have such a cool name,\you should try to be as cool as your name! response:	Well then, try doing this problem.
context: My name is pretty weird too.\Of course not!\I think it feels really passionate and cool!\Then I don't match with my name.\That's such a waste!\Since you have such a cool name,\you should try to be as cool as your name!\Well then, try doing this problem. response:	You recently took a break from school, right?
context: Of course not!\I think it feels really passionate and cool!\Then I don't match with my name.\That's such a waste!\Since you have such a cool name,\you should try to be as cool as your name!\Well then, try doing this problem.\You recently took a break from school, right? response:	Borrow some notes from a friend.
context: I think it feels really passionate and cool!\Then I don't match with my name.\That's such a waste!\Since you have such a cool name,\you should try to be as cool as your name!\Well then, try doing this problem.\You recently took a break from school, right?\Borrow some notes from a friend. response:	Isn't it tragic to faint after just a few warm-ups?
context: Then I don't match with my name.\That's such a waste!\Since you have such a cool name,\you should try to be as cool as your name!\Well then, try doing this problem.\You recently took a break from school, right?\Borrow some notes from a friend.\Isn't it tragic to faint after just a few warm-ups? response:	It can't be helped if she's been in bed for half a year.
context: That's such a waste!\Since you have such a cool name,\you should try to be as cool as your name!\Well then, try doing this problem.\You recently took a break from school, right?\Borrow some notes from a friend.\Isn't it tragic to faint after just a few warm-ups?\It can't be helped if she's been in bed for half a year. response:	You should try to be as cool as your name!
context: Since you have such a cool name,\you should try to be as cool as your name!\Well then, try doing this problem.\You recently took a break from school, right?\Borrow some notes from a friend.\Isn't it tragic to faint after just a few warm-ups?\It can't be helped if she's been in bed for half a year.\You should try to be as cool as your name! response:	It's impossible.
context: you should try to be as cool as your name!\Well then, try doing this problem.\You recently took a break from school, right?\Borrow some notes from a friend.\Isn't it tragic to faint after just a few warm-ups?\It can't be helped if she's been in bed for half a year.\You should try to be as cool as your name!\It's impossible. response:	I can't do anything...
context: Well then, try doing this problem.\You recently took a break from school, right?\Borrow some notes from a friend.\Isn't it tragic to faint after just a few warm-ups?\It can't be helped if she's been in bed for half a year.\You should try to be as cool as your name!\It's impossible.\I can't do anything... response:	I can only bring trouble to others,
context: You recently took a break from school, right?\Borrow some notes from a friend.\Isn't it tragic to faint after just a few warm-ups?\It can't be helped if she's been in bed for half a year.\You should try to be as cool as your name!\It's impossible.\I can't do anything...\I can only bring trouble to others, response:	push others away...
context: Borrow some notes from a friend.\Isn't it tragic to faint after just a few warm-ups?\It can't be helped if she's been in bed for half a year.\You should try to be as cool as your name!\It's impossible.\I can't do anything...\I can only bring trouble to others,\push others away... response:	Why?
context: Isn't it tragic to faint after just a few warm-ups?\It can't be helped if she's been in bed for half a year.\You should try to be as cool as your name!\It's impossible.\I can't do anything...\I can only bring trouble to others,\push others away...\Why? response:	From now on, will I...
context: It can't be helped if she's been in bed for half a year.\You should try to be as cool as your name!\It's impossible.\I can't do anything...\I can only bring trouble to others,\push others away...\Why?\From now on, will I... response:	stay like this forever?
context: You should try to be as cool as your name!\It's impossible.\I can't do anything...\I can only bring trouble to others,\push others away...\Why?\From now on, will I...\stay like this forever? response:	Then isn't it better to just die?
context: It's impossible.\I can't do anything...\I can only bring trouble to others,\push others away...\Why?\From now on, will I...\stay like this forever?\Then isn't it better to just die? response:	Is dying really better?
context: I can't do anything...\I can only bring trouble to others,\push others away...\Why?\From now on, will I...\stay like this forever?\Then isn't it better to just die?\Is dying really better? response:	Yes. You should just die.
context: I can only bring trouble to others,\push others away...\Why?\From now on, will I...\stay like this forever?\Then isn't it better to just die?\Is dying really better?\Yes. You should just die. response:	Die...
context: push others away...\Why?\From now on, will I...\stay like this forever?\Then isn't it better to just die?\Is dying really better?\Yes. You should just die.\Die... response:	What is this place?
context: Why?\From now on, will I...\stay like this forever?\Then isn't it better to just die?\Is dying really better?\Yes. You should just die.\Die...\What is this place? response:	What?
context: From now on, will I...\stay like this forever?\Then isn't it better to just die?\Is dying really better?\Yes. You should just die.\Die...\What is this place?\What? response:	What's happening?!
context: stay like this forever?\Then isn't it better to just die?\Is dying really better?\Yes. You should just die.\Die...\What is this place?\What?\What's happening?! response:	No... No!
context: Then isn't it better to just die?\Is dying really better?\Yes. You should just die.\Die...\What is this place?\What?\What's happening?!\No... No! response:	That was close.
context: Is dying really better?\Yes. You should just die.\Die...\What is this place?\What?\What's happening?!\No... No!\That was close. response:	It's all right now.
context: Yes. You should just die.\Die...\What is this place?\What?\What's happening?!\No... No!\That was close.\It's all right now. response:	Homura-chan!
context: Die...\What is this place?\What?\What's happening?!\No... No!\That was close.\It's all right now.\Homura-chan! response:	Y-You are...
context: What is this place?\What?\What's happening?!\No... No!\That was close.\It's all right now.\Homura-chan!\Y-You are... response:	Those girls are Magical Girls.
context: What?\What's happening?!\No... No!\That was close.\It's all right now.\Homura-chan!\Y-You are...\Those girls are Magical Girls. response:	They hunt down Witches.
context: What's happening?!\No... No!\That was close.\It's all right now.\Homura-chan!\Y-You are...\Those girls are Magical Girls.\They hunt down Witches. response:	The secret's out now, huh?
context: No... No!\That was close.\It's all right now.\Homura-chan!\Y-You are...\Those girls are Magical Girls.\They hunt down Witches.\The secret's out now, huh? response:	Make sure the other classmates don't find out!
context: That was close.\It's all right now.\Homura-chan!\Y-You are...\Those girls are Magical Girls.\They hunt down Witches.\The secret's out now, huh?\Make sure the other classmates don't find out! response:	Tomoe Mami
context: It's all right now.\Homura-chan!\Y-You are...\Those girls are Magical Girls.\They hunt down Witches.\The secret's out now, huh?\Make sure the other classmates don't find out!\Tomoe Mami response:	Tomoe Mami
context: Homura-chan!\Y-You are...\Those girls are Magical Girls.\They hunt down Witches.\The secret's out now, huh?\Make sure the other classmates don't find out!\Tomoe Mami\Tomoe Mami response:	Tomoe Mami
context: Y-You are...\Those girls are Magical Girls.\They hunt down Witches.\The secret's out now, huh?\Make sure the other classmates don't find out!\Tomoe Mami\Tomoe Mami\Tomoe Mami response:	Tomoe Mami
context: Those girls are Magical Girls.\They hunt down Witches.\The secret's out now, huh?\Make sure the other classmates don't find out!\Tomoe Mami\Tomoe Mami\Tomoe Mami\Tomoe Mami response:	Kaname-san.
context: They hunt down Witches.\The secret's out now, huh?\Make sure the other classmates don't find out!\Tomoe Mami\Tomoe Mami\Tomoe Mami\Tomoe Mami\Kaname-san. response:	Are you always fighting that kind of thing?
context: The secret's out now, huh?\Make sure the other classmates don't find out!\Tomoe Mami\Tomoe Mami\Tomoe Mami\Tomoe Mami\Kaname-san.\Are you always fighting that kind of thing? response:	Well... not always...
context: Make sure the other classmates don't find out!\Tomoe Mami\Tomoe Mami\Tomoe Mami\Tomoe Mami\Kaname-san.\Are you always fighting that kind of thing?\Well... not always... response:	Mami-san is the real veteran here.
context: Tomoe Mami\Tomoe Mami\Tomoe Mami\Tomoe Mami\Kaname-san.\Are you always fighting that kind of thing?\Well... not always...\Mami-san is the real veteran here. response:	I just made a contract with Kyubei last week, so I'm still a rookie.
context: Tomoe Mami\Tomoe Mami\Tomoe Mami\Kaname-san.\Are you always fighting that kind of thing?\Well... not always...\Mami-san is the real veteran here.\I just made a contract with Kyubei last week, so I'm still a rookie. response:	But today's battle showed that you've gotten a lot better, Kaname-san.
context: Tomoe Mami\Tomoe Mami\Kaname-san.\Are you always fighting that kind of thing?\Well... not always...\Mami-san is the real veteran here.\I just made a contract with Kyubei last week, so I'm still a rookie.\But today's battle showed that you've gotten a lot better, Kaname-san. response:	Is it really okay?
context: Tomoe Mami\Kaname-san.\Are you always fighting that kind of thing?\Well... not always...\Mami-san is the real veteran here.\I just made a contract with Kyubei last week, so I'm still a rookie.\But today's battle showed that you've gotten a lot better, Kaname-san.\Is it really okay? response:	Aren't you... scared?
context: Kaname-san.\Are you always fighting that kind of thing?\Well... not always...\Mami-san is the real veteran here.\I just made a contract with Kyubei last week, so I'm still a rookie.\But today's battle showed that you've gotten a lot better, Kaname-san.\Is it really okay?\Aren't you... scared? response:	It's never really okay...
context: Are you always fighting that kind of thing?\Well... not always...\Mami-san is the real veteran here.\I just made a contract with Kyubei last week, so I'm still a rookie.\But today's battle showed that you've gotten a lot better, Kaname-san.\Is it really okay?\Aren't you... scared?\It's never really okay... response:	Of course, we get scared too.
context: Well... not always...\Mami-san is the real veteran here.\I just made a contract with Kyubei last week, so I'm still a rookie.\But today's battle showed that you've gotten a lot better, Kaname-san.\Is it really okay?\Aren't you... scared?\It's never really okay...\Of course, we get scared too. response:	But as long as Witches are defeated, lots of people can be saved.
context: Mami-san is the real veteran here.\I just made a contract with Kyubei last week, so I'm still a rookie.\But today's battle showed that you've gotten a lot better, Kaname-san.\Is it really okay?\Aren't you... scared?\It's never really okay...\Of course, we get scared too.\But as long as Witches are defeated, lots of people can be saved. response:	It's a pretty meaningful job.
context: I just made a contract with Kyubei last week, so I'm still a rookie.\But today's battle showed that you've gotten a lot better, Kaname-san.\Is it really okay?\Aren't you... scared?\It's never really okay...\Of course, we get scared too.\But as long as Witches are defeated, lots of people can be saved.\It's a pretty meaningful job. response:	Kaname-san, before Walpurgis Night comes,
context: But today's battle showed that you've gotten a lot better, Kaname-san.\Is it really okay?\Aren't you... scared?\It's never really okay...\Of course, we get scared too.\But as long as Witches are defeated, lots of people can be saved.\It's a pretty meaningful job.\Kaname-san, before Walpurgis Night comes, response:	you should work hard to become an outstanding Magical Girl.
context: Is it really okay?\Aren't you... scared?\It's never really okay...\Of course, we get scared too.\But as long as Witches are defeated, lots of people can be saved.\It's a pretty meaningful job.\Kaname-san, before Walpurgis Night comes,\you should work hard to become an outstanding Magical Girl. response:	Well, I'm going to go now.
context: Aren't you... scared?\It's never really okay...\Of course, we get scared too.\But as long as Witches are defeated, lots of people can be saved.\It's a pretty meaningful job.\Kaname-san, before Walpurgis Night comes,\you should work hard to become an outstanding Magical Girl.\Well, I'm going to go now. response:	How can you...
context: It's never really okay...\Of course, we get scared too.\But as long as Witches are defeated, lots of people can be saved.\It's a pretty meaningful job.\Kaname-san, before Walpurgis Night comes,\you should work hard to become an outstanding Magical Girl.\Well, I'm going to go now.\How can you... response:	Tomoe-san is already dead.
context: Of course, we get scared too.\But as long as Witches are defeated, lots of people can be saved.\It's a pretty meaningful job.\Kaname-san, before Walpurgis Night comes,\you should work hard to become an outstanding Magical Girl.\Well, I'm going to go now.\How can you...\Tomoe-san is already dead. response:	That's why I have to go.
context: But as long as Witches are defeated, lots of people can be saved.\It's a pretty meaningful job.\Kaname-san, before Walpurgis Night comes,\you should work hard to become an outstanding Magical Girl.\Well, I'm going to go now.\How can you...\Tomoe-san is already dead.\That's why I have to go. response:	I'm the only one who can stop Walpurgis Night.
context: It's a pretty meaningful job.\Kaname-san, before Walpurgis Night comes,\you should work hard to become an outstanding Magical Girl.\Well, I'm going to go now.\How can you...\Tomoe-san is already dead.\That's why I have to go.\I'm the only one who can stop Walpurgis Night. response:	You can't do it!
context: Kaname-san, before Walpurgis Night comes,\you should work hard to become an outstanding Magical Girl.\Well, I'm going to go now.\How can you...\Tomoe-san is already dead.\That's why I have to go.\I'm the only one who can stop Walpurgis Night.\You can't do it! response:	How can you defeat that thing alone?
context: you should work hard to become an outstanding Magical Girl.\Well, I'm going to go now.\How can you...\Tomoe-san is already dead.\That's why I have to go.\I'm the only one who can stop Walpurgis Night.\You can't do it!\How can you defeat that thing alone? response:	Even you will die!
context: Well, I'm going to go now.\How can you...\Tomoe-san is already dead.\That's why I have to go.\I'm the only one who can stop Walpurgis Night.\You can't do it!\How can you defeat that thing alone?\Even you will die! response:	But I am a Magical Girl.
context: How can you...\Tomoe-san is already dead.\That's why I have to go.\I'm the only one who can stop Walpurgis Night.\You can't do it!\How can you defeat that thing alone?\Even you will die!\But I am a Magical Girl. response:	I have to protect everyone.
context: Tomoe-san is already dead.\That's why I have to go.\I'm the only one who can stop Walpurgis Night.\You can't do it!\How can you defeat that thing alone?\Even you will die!\But I am a Magical Girl.\I have to protect everyone. response:	Please... please run away!
context: That's why I have to go.\I'm the only one who can stop Walpurgis Night.\You can't do it!\How can you defeat that thing alone?\Even you will die!\But I am a Magical Girl.\I have to protect everyone.\Please... please run away! response:	What else can you do?
context: I'm the only one who can stop Walpurgis Night.\You can't do it!\How can you defeat that thing alone?\Even you will die!\But I am a Magical Girl.\I have to protect everyone.\Please... please run away!\What else can you do? response:	No one will hate you for it!
context: You can't do it!\How can you defeat that thing alone?\Even you will die!\But I am a Magical Girl.\I have to protect everyone.\Please... please run away!\What else can you do?\No one will hate you for it! response:	Homura-chan.
context: How can you defeat that thing alone?\Even you will die!\But I am a Magical Girl.\I have to protect everyone.\Please... please run away!\What else can you do?\No one will hate you for it!\Homura-chan. response:	I'm really happy I became friends with you.
context: Even you will die!\But I am a Magical Girl.\I have to protect everyone.\Please... please run away!\What else can you do?\No one will hate you for it!\Homura-chan.\I'm really happy I became friends with you. response:	Saving you before you were assaulted by Witches
context: But I am a Magical Girl.\I have to protect everyone.\Please... please run away!\What else can you do?\No one will hate you for it!\Homura-chan.\I'm really happy I became friends with you.\Saving you before you were assaulted by Witches response:	has been my pride until now.
context: I have to protect everyone.\Please... please run away!\What else can you do?\No one will hate you for it!\Homura-chan.\I'm really happy I became friends with you.\Saving you before you were assaulted by Witches\has been my pride until now. response:	That's why being a Magical Girl is truly great.
context: Please... please run away!\What else can you do?\No one will hate you for it!\Homura-chan.\I'm really happy I became friends with you.\Saving you before you were assaulted by Witches\has been my pride until now.\That's why being a Magical Girl is truly great. response:	I really think so.
context: What else can you do?\No one will hate you for it!\Homura-chan.\I'm really happy I became friends with you.\Saving you before you were assaulted by Witches\has been my pride until now.\That's why being a Magical Girl is truly great.\I really think so. response:	Kaname-san.
context: No one will hate you for it!\Homura-chan.\I'm really happy I became friends with you.\Saving you before you were assaulted by Witches\has been my pride until now.\That's why being a Magical Girl is truly great.\I really think so.\Kaname-san. response:	Farewell, Homura-chan.
context: Homura-chan.\I'm really happy I became friends with you.\Saving you before you were assaulted by Witches\has been my pride until now.\That's why being a Magical Girl is truly great.\I really think so.\Kaname-san.\Farewell, Homura-chan. response:	Take care.
context: I'm really happy I became friends with you.\Saving you before you were assaulted by Witches\has been my pride until now.\That's why being a Magical Girl is truly great.\I really think so.\Kaname-san.\Farewell, Homura-chan.\Take care. response:	No! Don't go!
context: Saving you before you were assaulted by Witches\has been my pride until now.\That's why being a Magical Girl is truly great.\I really think so.\Kaname-san.\Farewell, Homura-chan.\Take care.\No! Don't go! response:	Kaname-san!
context: has been my pride until now.\That's why being a Magical Girl is truly great.\I really think so.\Kaname-san.\Farewell, Homura-chan.\Take care.\No! Don't go!\Kaname-san! response:	Why?
context: That's why being a Magical Girl is truly great.\I really think so.\Kaname-san.\Farewell, Homura-chan.\Take care.\No! Don't go!\Kaname-san!\Why? response:	You knew you were going to die.
context: I really think so.\Kaname-san.\Farewell, Homura-chan.\Take care.\No! Don't go!\Kaname-san!\Why?\You knew you were going to die. response:	Rather than saving someone like me, I wish...
context: Kaname-san.\Farewell, Homura-chan.\Take care.\No! Don't go!\Kaname-san!\Why?\You knew you were going to die.\Rather than saving someone like me, I wish... response:	Is that true?
context: Farewell, Homura-chan.\Take care.\No! Don't go!\Kaname-san!\Why?\You knew you were going to die.\Rather than saving someone like me, I wish...\Is that true? response:	Akemi Homura.
context: Take care.\No! Don't go!\Kaname-san!\Why?\You knew you were going to die.\Rather than saving someone like me, I wish...\Is that true?\Akemi Homura. response:	Can you bet your soul on your wish?
context: No! Don't go!\Kaname-san!\Why?\You knew you were going to die.\Rather than saving someone like me, I wish...\Is that true?\Akemi Homura.\Can you bet your soul on your wish? response:	If you have a wish that must be fulfilled, even if you have to battle destiny...
context: Kaname-san!\Why?\You knew you were going to die.\Rather than saving someone like me, I wish...\Is that true?\Akemi Homura.\Can you bet your soul on your wish?\If you have a wish that must be fulfilled, even if you have to battle destiny... response:	I will help you.
context: Why?\You knew you were going to die.\Rather than saving someone like me, I wish...\Is that true?\Akemi Homura.\Can you bet your soul on your wish?\If you have a wish that must be fulfilled, even if you have to battle destiny...\I will help you. response:	As long as I make a contract with you,
context: You knew you were going to die.\Rather than saving someone like me, I wish...\Is that true?\Akemi Homura.\Can you bet your soul on your wish?\If you have a wish that must be fulfilled, even if you have to battle destiny...\I will help you.\As long as I make a contract with you, response:	can any wish come true?
context: Rather than saving someone like me, I wish...\Is that true?\Akemi Homura.\Can you bet your soul on your wish?\If you have a wish that must be fulfilled, even if you have to battle destiny...\I will help you.\As long as I make a contract with you,\can any wish come true? response:	I believe so.
context: Is that true?\Akemi Homura.\Can you bet your soul on your wish?\If you have a wish that must be fulfilled, even if you have to battle destiny...\I will help you.\As long as I make a contract with you,\can any wish come true?\I believe so. response:	You look like you qualify.
context: Akemi Homura.\Can you bet your soul on your wish?\If you have a wish that must be fulfilled, even if you have to battle destiny...\I will help you.\As long as I make a contract with you,\can any wish come true?\I believe so.\You look like you qualify. response:	Tell me.
context: Can you bet your soul on your wish?\If you have a wish that must be fulfilled, even if you have to battle destiny...\I will help you.\As long as I make a contract with you,\can any wish come true?\I believe so.\You look like you qualify.\Tell me. response:	With what wish would you like to light your Soul Gem?
context: If you have a wish that must be fulfilled, even if you have to battle destiny...\I will help you.\As long as I make a contract with you,\can any wish come true?\I believe so.\You look like you qualify.\Tell me.\With what wish would you like to light your Soul Gem? response:	I want to meet Kaname-san over again.
context: I will help you.\As long as I make a contract with you,\can any wish come true?\I believe so.\You look like you qualify.\Tell me.\With what wish would you like to light your Soul Gem?\I want to meet Kaname-san over again. response:	I don't want to be the girl that is always protected.
context: As long as I make a contract with you,\can any wish come true?\I believe so.\You look like you qualify.\Tell me.\With what wish would you like to light your Soul Gem?\I want to meet Kaname-san over again.\I don't want to be the girl that is always protected. response:	I want to be someone who can protect her!
context: can any wish come true?\I believe so.\You look like you qualify.\Tell me.\With what wish would you like to light your Soul Gem?\I want to meet Kaname-san over again.\I don't want to be the girl that is always protected.\I want to be someone who can protect her! response:	Contract established.
context: I believe so.\You look like you qualify.\Tell me.\With what wish would you like to light your Soul Gem?\I want to meet Kaname-san over again.\I don't want to be the girl that is always protected.\I want to be someone who can protect her!\Contract established. response:	Your wish has surpassed entropy.
