context: Got you! response:	Let me go! What are you doing?!
context: How are you? Feeling okay?\Feeling?\Great, of course!\Well...\I even brought my camera.\Hurry up and be night time already...\That's not what I meant!\Coming to the beach during summer vacation should be about love and youth! response:	Love! Romance! Not Umibouzu, okay!
context: Feeling?\Great, of course!\Well...\I even brought my camera.\Hurry up and be night time already...\That's not what I meant!\Coming to the beach during summer vacation should be about love and youth!\Love! Romance! Not Umibouzu, okay! response:	Focus on Otani-kun!
context: Great, of course!\Well...\I even brought my camera.\Hurry up and be night time already...\That's not what I meant!\Coming to the beach during summer vacation should be about love and youth!\Love! Romance! Not Umibouzu, okay!\Focus on Otani-kun! response:	What? Otani?
context: Well...\I even brought my camera.\Hurry up and be night time already...\That's not what I meant!\Coming to the beach during summer vacation should be about love and youth!\Love! Romance! Not Umibouzu, okay!\Focus on Otani-kun!\What? Otani? response:	What? You're still trying to hide it at this point?
context: I even brought my camera.\Hurry up and be night time already...\That's not what I meant!\Coming to the beach during summer vacation should be about love and youth!\Love! Romance! Not Umibouzu, okay!\Focus on Otani-kun!\What? Otani?\What? You're still trying to hide it at this point? response:	Come on, just admit it to me and I'll help you out.
context: Hurry up and be night time already...\That's not what I meant!\Coming to the beach during summer vacation should be about love and youth!\Love! Romance! Not Umibouzu, okay!\Focus on Otani-kun!\What? Otani?\What? You're still trying to hide it at this point?\Come on, just admit it to me and I'll help you out. response:	Help me? What do you mean by that?
context: That's not what I meant!\Coming to the beach during summer vacation should be about love and youth!\Love! Romance! Not Umibouzu, okay!\Focus on Otani-kun!\What? Otani?\What? You're still trying to hide it at this point?\Come on, just admit it to me and I'll help you out.\Help me? What do you mean by that? response:	You llike Otani-kun, right?
context: Coming to the beach during summer vacation should be about love and youth!\Love! Romance! Not Umibouzu, okay!\Focus on Otani-kun!\What? Otani?\What? You're still trying to hide it at this point?\Come on, just admit it to me and I'll help you out.\Help me? What do you mean by that?\You llike Otani-kun, right? response:	You like him, RIGHT?
context: Love! Romance! Not Umibouzu, okay!\Focus on Otani-kun!\What? Otani?\What? You're still trying to hide it at this point?\Come on, just admit it to me and I'll help you out.\Help me? What do you mean by that?\You llike Otani-kun, right?\You like him, RIGHT? response:	Right.
context: Focus on Otani-kun!\What? Otani?\What? You're still trying to hide it at this point?\Come on, just admit it to me and I'll help you out.\Help me? What do you mean by that?\You llike Otani-kun, right?\You like him, RIGHT?\Right. response:	Hey, boys and girls, please listen up for a sec!
context: What? Otani?\What? You're still trying to hide it at this point?\Come on, just admit it to me and I'll help you out.\Help me? What do you mean by that?\You llike Otani-kun, right?\You like him, RIGHT?\Right.\Hey, boys and girls, please listen up for a sec! response:	Okay, let's try to give Risa and Otani-kun some alone time today.
context: What? You're still trying to hide it at this point?\Come on, just admit it to me and I'll help you out.\Help me? What do you mean by that?\You llike Otani-kun, right?\You like him, RIGHT?\Right.\Hey, boys and girls, please listen up for a sec!\Okay, let's try to give Risa and Otani-kun some alone time today. response:	Yes.
context: Come on, just admit it to me and I'll help you out.\Help me? What do you mean by that?\You llike Otani-kun, right?\You like him, RIGHT?\Right.\Hey, boys and girls, please listen up for a sec!\Okay, let's try to give Risa and Otani-kun some alone time today.\Yes. response:	H-Hey!
context: Help me? What do you mean by that?\You llike Otani-kun, right?\You like him, RIGHT?\Right.\Hey, boys and girls, please listen up for a sec!\Okay, let's try to give Risa and Otani-kun some alone time today.\Yes.\H-Hey! response:	For the sake of Risa realizing her one-sided love, we all need to do what we can!
context: You llike Otani-kun, right?\You like him, RIGHT?\Right.\Hey, boys and girls, please listen up for a sec!\Okay, let's try to give Risa and Otani-kun some alone time today.\Yes.\H-Hey!\For the sake of Risa realizing her one-sided love, we all need to do what we can! response:	Wh-Wh-Wh-Wh-What the heck are you saying?!
context: You like him, RIGHT?\Right.\Hey, boys and girls, please listen up for a sec!\Okay, let's try to give Risa and Otani-kun some alone time today.\Yes.\H-Hey!\For the sake of Risa realizing her one-sided love, we all need to do what we can!\Wh-Wh-Wh-Wh-What the heck are you saying?! response:	Stop!
context: Right.\Hey, boys and girls, please listen up for a sec!\Okay, let's try to give Risa and Otani-kun some alone time today.\Yes.\H-Hey!\For the sake of Risa realizing her one-sided love, we all need to do what we can!\Wh-Wh-Wh-Wh-What the heck are you saying?!\Stop! response:	Oh, so you're finally going to confess to Otani-kun, are you?
context: Hey, boys and girls, please listen up for a sec!\Okay, let's try to give Risa and Otani-kun some alone time today.\Yes.\H-Hey!\For the sake of Risa realizing her one-sided love, we all need to do what we can!\Wh-Wh-Wh-Wh-What the heck are you saying?!\Stop!\Oh, so you're finally going to confess to Otani-kun, are you? response:	Good luck.
context: Okay, let's try to give Risa and Otani-kun some alone time today.\Yes.\H-Hey!\For the sake of Risa realizing her one-sided love, we all need to do what we can!\Wh-Wh-Wh-Wh-What the heck are you saying?!\Stop!\Oh, so you're finally going to confess to Otani-kun, are you?\Good luck. response:	Wait...
context: Yes.\H-Hey!\For the sake of Risa realizing her one-sided love, we all need to do what we can!\Wh-Wh-Wh-Wh-What the heck are you saying?!\Stop!\Oh, so you're finally going to confess to Otani-kun, are you?\Good luck.\Wait... response:	What?
context: H-Hey!\For the sake of Risa realizing her one-sided love, we all need to do what we can!\Wh-Wh-Wh-Wh-What the heck are you saying?!\Stop!\Oh, so you're finally going to confess to Otani-kun, are you?\Good luck.\Wait...\What? response:	I told you, everyone already knows.
context: For the sake of Risa realizing her one-sided love, we all need to do what we can!\Wh-Wh-Wh-Wh-What the heck are you saying?!\Stop!\Oh, so you're finally going to confess to Otani-kun, are you?\Good luck.\Wait...\What?\I told you, everyone already knows. response:	The only one who hasn't realized it is Otani himself.
context: Wh-Wh-Wh-Wh-What the heck are you saying?!\Stop!\Oh, so you're finally going to confess to Otani-kun, are you?\Good luck.\Wait...\What?\I told you, everyone already knows.\The only one who hasn't realized it is Otani himself. response:	Uh... You've got it all wrong!
context: Stop!\Oh, so you're finally going to confess to Otani-kun, are you?\Good luck.\Wait...\What?\I told you, everyone already knows.\The only one who hasn't realized it is Otani himself.\Uh... You've got it all wrong! response:	I-I-It's not like...
context: Oh, so you're finally going to confess to Otani-kun, are you?\Good luck.\Wait...\What?\I told you, everyone already knows.\The only one who hasn't realized it is Otani himself.\Uh... You've got it all wrong!\I-I-It's not like... response:	Hey!
context: Good luck.\Wait...\What?\I told you, everyone already knows.\The only one who hasn't realized it is Otani himself.\Uh... You've got it all wrong!\I-I-It's not like...\Hey! response:	I couldn't find you guys.
context: Wait...\What?\I told you, everyone already knows.\The only one who hasn't realized it is Otani himself.\Uh... You've got it all wrong!\I-I-It's not like...\Hey!\I couldn't find you guys. response:	I was looking for you for ages...
context: What?\I told you, everyone already knows.\The only one who hasn't realized it is Otani himself.\Uh... You've got it all wrong!\I-I-It's not like...\Hey!\I couldn't find you guys.\I was looking for you for ages... response:	Get together... Get together... Get together...
context: I told you, everyone already knows.\The only one who hasn't realized it is Otani himself.\Uh... You've got it all wrong!\I-I-It's not like...\Hey!\I couldn't find you guys.\I was looking for you for ages...\Get together... Get together... Get together... response:	What's wrong? Everyone is so quiet...
context: The only one who hasn't realized it is Otani himself.\Uh... You've got it all wrong!\I-I-It's not like...\Hey!\I couldn't find you guys.\I was looking for you for ages...\Get together... Get together... Get together...\What's wrong? Everyone is so quiet... response:	It's nothing. Nothing at all, okay.
context: Uh... You've got it all wrong!\I-I-It's not like...\Hey!\I couldn't find you guys.\I was looking for you for ages...\Get together... Get together... Get together...\What's wrong? Everyone is so quiet...\It's nothing. Nothing at all, okay. response:	Here we go!
context: I-I-It's not like...\Hey!\I couldn't find you guys.\I was looking for you for ages...\Get together... Get together... Get together...\What's wrong? Everyone is so quiet...\It's nothing. Nothing at all, okay.\Here we go! response:	That's fun!
context: Hey!\I couldn't find you guys.\I was looking for you for ages...\Get together... Get together... Get together...\What's wrong? Everyone is so quiet...\It's nothing. Nothing at all, okay.\Here we go!\That's fun! response:	Isn't it? My turn now!
context: I couldn't find you guys.\I was looking for you for ages...\Get together... Get together... Get together...\What's wrong? Everyone is so quiet...\It's nothing. Nothing at all, okay.\Here we go!\That's fun!\Isn't it? My turn now! response:	How's that?!
context: I was looking for you for ages...\Get together... Get together... Get together...\What's wrong? Everyone is so quiet...\It's nothing. Nothing at all, okay.\Here we go!\That's fun!\Isn't it? My turn now!\How's that?! response:	Ahh! Salty!
context: Get together... Get together... Get together...\What's wrong? Everyone is so quiet...\It's nothing. Nothing at all, okay.\Here we go!\That's fun!\Isn't it? My turn now!\How's that?!\Ahh! Salty! response:	You idiot!
context: What's wrong? Everyone is so quiet...\It's nothing. Nothing at all, okay.\Here we go!\That's fun!\Isn't it? My turn now!\How's that?!\Ahh! Salty!\You idiot! response:	Get together... Get together... Get together...
context: It's nothing. Nothing at all, okay.\Here we go!\That's fun!\Isn't it? My turn now!\How's that?!\Ahh! Salty!\You idiot!\Get together... Get together... Get together... response:	Here, Nobu-chan.
context: Here we go!\That's fun!\Isn't it? My turn now!\How's that?!\Ahh! Salty!\You idiot!\Get together... Get together... Get together...\Here, Nobu-chan. response:	Catch, Suzuki-kun.
context: That's fun!\Isn't it? My turn now!\How's that?!\Ahh! Salty!\You idiot!\Get together... Get together... Get together...\Here, Nobu-chan.\Catch, Suzuki-kun. response:	Koizumi... look, a hermit crab.
context: Isn't it? My turn now!\How's that?!\Ahh! Salty!\You idiot!\Get together... Get together... Get together...\Here, Nobu-chan.\Catch, Suzuki-kun.\Koizumi... look, a hermit crab. response:	Oh, it is!
context: How's that?!\Ahh! Salty!\You idiot!\Get together... Get together... Get together...\Here, Nobu-chan.\Catch, Suzuki-kun.\Koizumi... look, a hermit crab.\Oh, it is! response:	Ahh, it hid.
context: Ahh! Salty!\You idiot!\Get together... Get together... Get together...\Here, Nobu-chan.\Catch, Suzuki-kun.\Koizumi... look, a hermit crab.\Oh, it is!\Ahh, it hid. response:	How cute!
context: You idiot!\Get together... Get together... Get together...\Here, Nobu-chan.\Catch, Suzuki-kun.\Koizumi... look, a hermit crab.\Oh, it is!\Ahh, it hid.\How cute! response:	Get together... Get together... Get together...
context: Get together... Get together... Get together...\Here, Nobu-chan.\Catch, Suzuki-kun.\Koizumi... look, a hermit crab.\Oh, it is!\Ahh, it hid.\How cute!\Get together... Get together... Get together... response:	Right, Suzuki-kun, let's have a race from the beach to the open sea.
context: Here, Nobu-chan.\Catch, Suzuki-kun.\Koizumi... look, a hermit crab.\Oh, it is!\Ahh, it hid.\How cute!\Get together... Get together... Get together...\Right, Suzuki-kun, let's have a race from the beach to the open sea. response:	The sea is that way.
context: Catch, Suzuki-kun.\Koizumi... look, a hermit crab.\Oh, it is!\Ahh, it hid.\How cute!\Get together... Get together... Get together...\Right, Suzuki-kun, let's have a race from the beach to the open sea.\The sea is that way. response:	They're watching.
context: Koizumi... look, a hermit crab.\Oh, it is!\Ahh, it hid.\How cute!\Get together... Get together... Get together...\Right, Suzuki-kun, let's have a race from the beach to the open sea.\The sea is that way.\They're watching. response:	Get together... Get together... Get together...
context: Oh, it is!\Ahh, it hid.\How cute!\Get together... Get together... Get together...\Right, Suzuki-kun, let's have a race from the beach to the open sea.\The sea is that way.\They're watching.\Get together... Get together... Get together... response:	They're all watching my every move.
context: Ahh, it hid.\How cute!\Get together... Get together... Get together...\Right, Suzuki-kun, let's have a race from the beach to the open sea.\The sea is that way.\They're watching.\Get together... Get together... Get together...\They're all watching my every move. response:	Get together... Get together... Get together...
context: How cute!\Get together... Get together... Get together...\Right, Suzuki-kun, let's have a race from the beach to the open sea.\The sea is that way.\They're watching.\Get together... Get together... Get together...\They're all watching my every move.\Get together... Get together... Get together... response:	Hey!
context: Get together... Get together... Get together...\Right, Suzuki-kun, let's have a race from the beach to the open sea.\The sea is that way.\They're watching.\Get together... Get together... Get together...\They're all watching my every move.\Get together... Get together... Get together...\Hey! response:	What's got you so stiff?
context: Right, Suzuki-kun, let's have a race from the beach to the open sea.\The sea is that way.\They're watching.\Get together... Get together... Get together...\They're all watching my every move.\Get together... Get together... Get together...\Hey!\What's got you so stiff? response:	Take this! And this!
context: The sea is that way.\They're watching.\Get together... Get together... Get together...\They're all watching my every move.\Get together... Get together... Get together...\Hey!\What's got you so stiff?\Take this! And this! response:	You sure are casual, completely oblivious to other people's problems!
context: They're watching.\Get together... Get together... Get together...\They're all watching my every move.\Get together... Get together... Get together...\Hey!\What's got you so stiff?\Take this! And this!\You sure are casual, completely oblivious to other people's problems! response:	Huh? I have no idea what you're talking about.
context: Get together... Get together... Get together...\They're all watching my every move.\Get together... Get together... Get together...\Hey!\What's got you so stiff?\Take this! And this!\You sure are casual, completely oblivious to other people's problems!\Huh? I have no idea what you're talking about. response:	Take this! And this!
context: They're all watching my every move.\Get together... Get together... Get together...\Hey!\What's got you so stiff?\Take this! And this!\You sure are casual, completely oblivious to other people's problems!\Huh? I have no idea what you're talking about.\Take this! And this! response:	Take that! That's payback!
context: Get together... Get together... Get together...\Hey!\What's got you so stiff?\Take this! And this!\You sure are casual, completely oblivious to other people's problems!\Huh? I have no idea what you're talking about.\Take this! And this!\Take that! That's payback! response:	You're not bad!
context: Hey!\What's got you so stiff?\Take this! And this!\You sure are casual, completely oblivious to other people's problems!\Huh? I have no idea what you're talking about.\Take this! And this!\Take that! That's payback!\You're not bad! response:	What? What's wrong?
context: What's got you so stiff?\Take this! And this!\You sure are casual, completely oblivious to other people's problems!\Huh? I have no idea what you're talking about.\Take this! And this!\Take that! That's payback!\You're not bad!\What? What's wrong? response:	You sure are clumsy.
context: Take this! And this!\You sure are casual, completely oblivious to other people's problems!\Huh? I have no idea what you're talking about.\Take this! And this!\Take that! That's payback!\You're not bad!\What? What's wrong?\You sure are clumsy. response:	I'm fine.
context: You sure are casual, completely oblivious to other people's problems!\Huh? I have no idea what you're talking about.\Take this! And this!\Take that! That's payback!\You're not bad!\What? What's wrong?\You sure are clumsy.\I'm fine. response:	I'll watch our stuff. You guys go and have fun.
context: Huh? I have no idea what you're talking about.\Take this! And this!\Take that! That's payback!\You're not bad!\What? What's wrong?\You sure are clumsy.\I'm fine.\I'll watch our stuff. You guys go and have fun. response:	Huh? But...
context: Take this! And this!\Take that! That's payback!\You're not bad!\What? What's wrong?\You sure are clumsy.\I'm fine.\I'll watch our stuff. You guys go and have fun.\Huh? But... response:	Yeah. Risa will get bored all alone.
context: Take that! That's payback!\You're not bad!\What? What's wrong?\You sure are clumsy.\I'm fine.\I'll watch our stuff. You guys go and have fun.\Huh? But...\Yeah. Risa will get bored all alone. response:	Otani-kun, could you stay with her?
context: You're not bad!\What? What's wrong?\You sure are clumsy.\I'm fine.\I'll watch our stuff. You guys go and have fun.\Huh? But...\Yeah. Risa will get bored all alone.\Otani-kun, could you stay with her? response:	Tha... That's... I'll be fine by myself!
context: What? What's wrong?\You sure are clumsy.\I'm fine.\I'll watch our stuff. You guys go and have fun.\Huh? But...\Yeah. Risa will get bored all alone.\Otani-kun, could you stay with her?\Tha... That's... I'll be fine by myself! response:	But you're hurt. We can't just leave you on your own.
context: You sure are clumsy.\I'm fine.\I'll watch our stuff. You guys go and have fun.\Huh? But...\Yeah. Risa will get bored all alone.\Otani-kun, could you stay with her?\Tha... That's... I'll be fine by myself!\But you're hurt. We can't just leave you on your own. response:	Okay. I'll stay.
context: I'm fine.\I'll watch our stuff. You guys go and have fun.\Huh? But...\Yeah. Risa will get bored all alone.\Otani-kun, could you stay with her?\Tha... That's... I'll be fine by myself!\But you're hurt. We can't just leave you on your own.\Okay. I'll stay. response:	My main objective for the day is to catch some rays anyway.
context: I'll watch our stuff. You guys go and have fun.\Huh? But...\Yeah. Risa will get bored all alone.\Otani-kun, could you stay with her?\Tha... That's... I'll be fine by myself!\But you're hurt. We can't just leave you on your own.\Okay. I'll stay.\My main objective for the day is to catch some rays anyway. response:	Ah, I see.
context: Huh? But...\Yeah. Risa will get bored all alone.\Otani-kun, could you stay with her?\Tha... That's... I'll be fine by myself!\But you're hurt. We can't just leave you on your own.\Okay. I'll stay.\My main objective for the day is to catch some rays anyway.\Ah, I see. response:	Well in that case, stay with Risa and you guys can both get a tan.
context: Yeah. Risa will get bored all alone.\Otani-kun, could you stay with her?\Tha... That's... I'll be fine by myself!\But you're hurt. We can't just leave you on your own.\Okay. I'll stay.\My main objective for the day is to catch some rays anyway.\Ah, I see.\Well in that case, stay with Risa and you guys can both get a tan. response:	No, no! I'll be fine on my own.
context: Otani-kun, could you stay with her?\Tha... That's... I'll be fine by myself!\But you're hurt. We can't just leave you on your own.\Okay. I'll stay.\My main objective for the day is to catch some rays anyway.\Ah, I see.\Well in that case, stay with Risa and you guys can both get a tan.\No, no! I'll be fine on my own. response:	Why do you have a problem with that?
context: Tha... That's... I'll be fine by myself!\But you're hurt. We can't just leave you on your own.\Okay. I'll stay.\My main objective for the day is to catch some rays anyway.\Ah, I see.\Well in that case, stay with Risa and you guys can both get a tan.\No, no! I'll be fine on my own.\Why do you have a problem with that? response:	Besides, even if you tan that skinny body of yours, you won't look any better.
context: But you're hurt. We can't just leave you on your own.\Okay. I'll stay.\My main objective for the day is to catch some rays anyway.\Ah, I see.\Well in that case, stay with Risa and you guys can both get a tan.\No, no! I'll be fine on my own.\Why do you have a problem with that?\Besides, even if you tan that skinny body of yours, you won't look any better. response:	What was that?!
context: Okay. I'll stay.\My main objective for the day is to catch some rays anyway.\Ah, I see.\Well in that case, stay with Risa and you guys can both get a tan.\No, no! I'll be fine on my own.\Why do you have a problem with that?\Besides, even if you tan that skinny body of yours, you won't look any better.\What was that?! response:	If you're got this much time to spare, why don't you go swim?
context: My main objective for the day is to catch some rays anyway.\Ah, I see.\Well in that case, stay with Risa and you guys can both get a tan.\No, no! I'll be fine on my own.\Why do you have a problem with that?\Besides, even if you tan that skinny body of yours, you won't look any better.\What was that?!\If you're got this much time to spare, why don't you go swim? response:	Oh, so it's like that, huh? Let's go, Nakao, Suzuki.
context: Ah, I see.\Well in that case, stay with Risa and you guys can both get a tan.\No, no! I'll be fine on my own.\Why do you have a problem with that?\Besides, even if you tan that skinny body of yours, you won't look any better.\What was that?!\If you're got this much time to spare, why don't you go swim?\Oh, so it's like that, huh? Let's go, Nakao, Suzuki. response:	When I become a lawyer, I'm gonna sue you!
context: Well in that case, stay with Risa and you guys can both get a tan.\No, no! I'll be fine on my own.\Why do you have a problem with that?\Besides, even if you tan that skinny body of yours, you won't look any better.\What was that?!\If you're got this much time to spare, why don't you go swim?\Oh, so it's like that, huh? Let's go, Nakao, Suzuki.\When I become a lawyer, I'm gonna sue you! response:	But I wanted to swim with Nobu-chan...
context: No, no! I'll be fine on my own.\Why do you have a problem with that?\Besides, even if you tan that skinny body of yours, you won't look any better.\What was that?!\If you're got this much time to spare, why don't you go swim?\Oh, so it's like that, huh? Let's go, Nakao, Suzuki.\When I become a lawyer, I'm gonna sue you!\But I wanted to swim with Nobu-chan... response:	Shut up!
context: Why do you have a problem with that?\Besides, even if you tan that skinny body of yours, you won't look any better.\What was that?!\If you're got this much time to spare, why don't you go swim?\Oh, so it's like that, huh? Let's go, Nakao, Suzuki.\When I become a lawyer, I'm gonna sue you!\But I wanted to swim with Nobu-chan...\Shut up! response:	Me too... with Chiharu-chan...
context: Besides, even if you tan that skinny body of yours, you won't look any better.\What was that?!\If you're got this much time to spare, why don't you go swim?\Oh, so it's like that, huh? Let's go, Nakao, Suzuki.\When I become a lawyer, I'm gonna sue you!\But I wanted to swim with Nobu-chan...\Shut up!\Me too... with Chiharu-chan... response:	Hey, you idiot!
context: What was that?!\If you're got this much time to spare, why don't you go swim?\Oh, so it's like that, huh? Let's go, Nakao, Suzuki.\When I become a lawyer, I'm gonna sue you!\But I wanted to swim with Nobu-chan...\Shut up!\Me too... with Chiharu-chan...\Hey, you idiot! response:	Who asked you to get him to sue you?! I told you to confess to him!
context: If you're got this much time to spare, why don't you go swim?\Oh, so it's like that, huh? Let's go, Nakao, Suzuki.\When I become a lawyer, I'm gonna sue you!\But I wanted to swim with Nobu-chan...\Shut up!\Me too... with Chiharu-chan...\Hey, you idiot!\Who asked you to get him to sue you?! I told you to confess to him! response:	S-Sorry.
context: Oh, so it's like that, huh? Let's go, Nakao, Suzuki.\When I become a lawyer, I'm gonna sue you!\But I wanted to swim with Nobu-chan...\Shut up!\Me too... with Chiharu-chan...\Hey, you idiot!\Who asked you to get him to sue you?! I told you to confess to him!\S-Sorry. response:	Onee-chan, you here alone?
context: When I become a lawyer, I'm gonna sue you!\But I wanted to swim with Nobu-chan...\Shut up!\Me too... with Chiharu-chan...\Hey, you idiot!\Who asked you to get him to sue you?! I told you to confess to him!\S-Sorry.\Onee-chan, you here alone? response:	Ya wanna have some fun together?
context: But I wanted to swim with Nobu-chan...\Shut up!\Me too... with Chiharu-chan...\Hey, you idiot!\Who asked you to get him to sue you?! I told you to confess to him!\S-Sorry.\Onee-chan, you here alone?\Ya wanna have some fun together? response:	You idiot.
context: Shut up!\Me too... with Chiharu-chan...\Hey, you idiot!\Who asked you to get him to sue you?! I told you to confess to him!\S-Sorry.\Onee-chan, you here alone?\Ya wanna have some fun together?\You idiot. response:	You really thought someone was trying to pick you up?
context: Me too... with Chiharu-chan...\Hey, you idiot!\Who asked you to get him to sue you?! I told you to confess to him!\S-Sorry.\Onee-chan, you here alone?\Ya wanna have some fun together?\You idiot.\You really thought someone was trying to pick you up? response:	I didn't think that.
context: Hey, you idiot!\Who asked you to get him to sue you?! I told you to confess to him!\S-Sorry.\Onee-chan, you here alone?\Ya wanna have some fun together?\You idiot.\You really thought someone was trying to pick you up?\I didn't think that. response:	What are you doing, anyway?
context: Who asked you to get him to sue you?! I told you to confess to him!\S-Sorry.\Onee-chan, you here alone?\Ya wanna have some fun together?\You idiot.\You really thought someone was trying to pick you up?\I didn't think that.\What are you doing, anyway? response:	Resting, resting.
context: S-Sorry.\Onee-chan, you here alone?\Ya wanna have some fun together?\You idiot.\You really thought someone was trying to pick you up?\I didn't think that.\What are you doing, anyway?\Resting, resting. response:	Thanks...
context: Onee-chan, you here alone?\Ya wanna have some fun together?\You idiot.\You really thought someone was trying to pick you up?\I didn't think that.\What are you doing, anyway?\Resting, resting.\Thanks... response:	I didn't say that was for you.
context: Ya wanna have some fun together?\You idiot.\You really thought someone was trying to pick you up?\I didn't think that.\What are you doing, anyway?\Resting, resting.\Thanks...\I didn't say that was for you. response:	I'm gonna drink'em both. Have you no shame?!
context: You idiot.\You really thought someone was trying to pick you up?\I didn't think that.\What are you doing, anyway?\Resting, resting.\Thanks...\I didn't say that was for you.\I'm gonna drink'em both. Have you no shame?! response:	What?! Why didn't you put it over there, then?!
context: You really thought someone was trying to pick you up?\I didn't think that.\What are you doing, anyway?\Resting, resting.\Thanks...\I didn't say that was for you.\I'm gonna drink'em both. Have you no shame?!\What?! Why didn't you put it over there, then?! response:	Just kidding. Take it.
context: I didn't think that.\What are you doing, anyway?\Resting, resting.\Thanks...\I didn't say that was for you.\I'm gonna drink'em both. Have you no shame?!\What?! Why didn't you put it over there, then?!\Just kidding. Take it. response:	So annoying...
context: What are you doing, anyway?\Resting, resting.\Thanks...\I didn't say that was for you.\I'm gonna drink'em both. Have you no shame?!\What?! Why didn't you put it over there, then?!\Just kidding. Take it.\So annoying... response:	Who's fault is that? You're the one who started it.
context: Resting, resting.\Thanks...\I didn't say that was for you.\I'm gonna drink'em both. Have you no shame?!\What?! Why didn't you put it over there, then?!\Just kidding. Take it.\So annoying...\Who's fault is that? You're the one who started it. response:	I'm just returning the favor.
context: Thanks...\I didn't say that was for you.\I'm gonna drink'em both. Have you no shame?!\What?! Why didn't you put it over there, then?!\Just kidding. Take it.\So annoying...\Who's fault is that? You're the one who started it.\I'm just returning the favor. response:	Thanks for treating me.
context: I didn't say that was for you.\I'm gonna drink'em both. Have you no shame?!\What?! Why didn't you put it over there, then?!\Just kidding. Take it.\So annoying...\Who's fault is that? You're the one who started it.\I'm just returning the favor.\Thanks for treating me. response:	You sure are weird today.
context: I'm gonna drink'em both. Have you no shame?!\What?! Why didn't you put it over there, then?!\Just kidding. Take it.\So annoying...\Who's fault is that? You're the one who started it.\I'm just returning the favor.\Thanks for treating me.\You sure are weird today. response:	A-Am I?
context: What?! Why didn't you put it over there, then?!\Just kidding. Take it.\So annoying...\Who's fault is that? You're the one who started it.\I'm just returning the favor.\Thanks for treating me.\You sure are weird today.\A-Am I? response:	Are you just being quiet or are you feeling weak?
context: Just kidding. Take it.\So annoying...\Who's fault is that? You're the one who started it.\I'm just returning the favor.\Thanks for treating me.\You sure are weird today.\A-Am I?\Are you just being quiet or are you feeling weak? response:	It's because I've been wounded.
