context: OSAKA response:	This is horrible...
context: It's been too long, Missy!\You've become quite the babe, I see!\And you've become ever more loathsome.\Though I can't remember where I met you.\Not since the garden party to celebrate your grade school graduation.\You don't remember the\Takarada Conglomerate's heir doing you the honor of appearing in person?\You should feel honored that I have some response:	vague recollection of your seedy face.
context: You've become quite the babe, I see!\And you've become ever more loathsome.\Though I can't remember where I met you.\Not since the garden party to celebrate your grade school graduation.\You don't remember the\Takarada Conglomerate's heir doing you the honor of appearing in person?\You should feel honored that I have some\vague recollection of your seedy face. response:	Same as before, you still look down on everyone like you enjoy it.
context: And you've become ever more loathsome.\Though I can't remember where I met you.\Not since the garden party to celebrate your grade school graduation.\You don't remember the\Takarada Conglomerate's heir doing you the honor of appearing in person?\You should feel honored that I have some\vague recollection of your seedy face.\Same as before, you still look down on everyone like you enjoy it. response:	But you're sorely mistaken if you think you're gonna have your way all the time.
context: Though I can't remember where I met you.\Not since the garden party to celebrate your grade school graduation.\You don't remember the\Takarada Conglomerate's heir doing you the honor of appearing in person?\You should feel honored that I have some\vague recollection of your seedy face.\Same as before, you still look down on everyone like you enjoy it.\But you're sorely mistaken if you think you're gonna have your way all the time. response:	What's mistaken is your brain for thinking you could oppose me.
context: Not since the garden party to celebrate your grade school graduation.\You don't remember the\Takarada Conglomerate's heir doing you the honor of appearing in person?\You should feel honored that I have some\vague recollection of your seedy face.\Same as before, you still look down on everyone like you enjoy it.\But you're sorely mistaken if you think you're gonna have your way all the time.\What's mistaken is your brain for thinking you could oppose me. response:	Purchasing human life with money?
context: You don't remember the\Takarada Conglomerate's heir doing you the honor of appearing in person?\You should feel honored that I have some\vague recollection of your seedy face.\Same as before, you still look down on everyone like you enjoy it.\But you're sorely mistaken if you think you're gonna have your way all the time.\What's mistaken is your brain for thinking you could oppose me.\Purchasing human life with money? response:	How were you raised, to be able to use money in such a vile way?
context: Takarada Conglomerate's heir doing you the honor of appearing in person?\You should feel honored that I have some\vague recollection of your seedy face.\Same as before, you still look down on everyone like you enjoy it.\But you're sorely mistaken if you think you're gonna have your way all the time.\What's mistaken is your brain for thinking you could oppose me.\Purchasing human life with money?\How were you raised, to be able to use money in such a vile way? response:	There's no clean or dirty when it comes to money!
context: You should feel honored that I have some\vague recollection of your seedy face.\Same as before, you still look down on everyone like you enjoy it.\But you're sorely mistaken if you think you're gonna have your way all the time.\What's mistaken is your brain for thinking you could oppose me.\Purchasing human life with money?\How were you raised, to be able to use money in such a vile way?\There's no clean or dirty when it comes to money! response:	KANEO TAKARADA SATSUKI KIRYUIN
context: vague recollection of your seedy face.\Same as before, you still look down on everyone like you enjoy it.\But you're sorely mistaken if you think you're gonna have your way all the time.\What's mistaken is your brain for thinking you could oppose me.\Purchasing human life with money?\How were you raised, to be able to use money in such a vile way?\There's no clean or dirty when it comes to money!\KANEO TAKARADA SATSUKI KIRYUIN response:	the Takaradas in the west and the Kiryuins in the east.
context: Same as before, you still look down on everyone like you enjoy it.\But you're sorely mistaken if you think you're gonna have your way all the time.\What's mistaken is your brain for thinking you could oppose me.\Purchasing human life with money?\How were you raised, to be able to use money in such a vile way?\There's no clean or dirty when it comes to money!\KANEO TAKARADA SATSUKI KIRYUIN\the Takaradas in the west and the Kiryuins in the east. response:	If we don't throw this money around, who will?!
context: But you're sorely mistaken if you think you're gonna have your way all the time.\What's mistaken is your brain for thinking you could oppose me.\Purchasing human life with money?\How were you raised, to be able to use money in such a vile way?\There's no clean or dirty when it comes to money!\KANEO TAKARADA SATSUKI KIRYUIN\the Takaradas in the west and the Kiryuins in the east.\If we don't throw this money around, who will?! response:	You seem to have been fixated on the power of those strange outfits lately,
context: What's mistaken is your brain for thinking you could oppose me.\Purchasing human life with money?\How were you raised, to be able to use money in such a vile way?\There's no clean or dirty when it comes to money!\KANEO TAKARADA SATSUKI KIRYUIN\the Takaradas in the west and the Kiryuins in the east.\If we don't throw this money around, who will?!\You seem to have been fixated on the power of those strange outfits lately, response:	but let me bottom-line it for you...
context: Purchasing human life with money?\How were you raised, to be able to use money in such a vile way?\There's no clean or dirty when it comes to money!\KANEO TAKARADA SATSUKI KIRYUIN\the Takaradas in the west and the Kiryuins in the east.\If we don't throw this money around, who will?!\You seem to have been fixated on the power of those strange outfits lately,\but let me bottom-line it for you... response:	Look!
context: How were you raised, to be able to use money in such a vile way?\There's no clean or dirty when it comes to money!\KANEO TAKARADA SATSUKI KIRYUIN\the Takaradas in the west and the Kiryuins in the east.\If we don't throw this money around, who will?!\You seem to have been fixated on the power of those strange outfits lately,\but let me bottom-line it for you...\Look! response:	For the right amount, all these people will fight
context: There's no clean or dirty when it comes to money!\KANEO TAKARADA SATSUKI KIRYUIN\the Takaradas in the west and the Kiryuins in the east.\If we don't throw this money around, who will?!\You seem to have been fixated on the power of those strange outfits lately,\but let me bottom-line it for you...\Look!\For the right amount, all these people will fight response:	and gladly lay down their lives for me!
context: KANEO TAKARADA SATSUKI KIRYUIN\the Takaradas in the west and the Kiryuins in the east.\If we don't throw this money around, who will?!\You seem to have been fixated on the power of those strange outfits lately,\but let me bottom-line it for you...\Look!\For the right amount, all these people will fight\and gladly lay down their lives for me! response:	In any era, it's money that motivates folks!
context: the Takaradas in the west and the Kiryuins in the east.\If we don't throw this money around, who will?!\You seem to have been fixated on the power of those strange outfits lately,\but let me bottom-line it for you...\Look!\For the right amount, all these people will fight\and gladly lay down their lives for me!\In any era, it's money that motivates folks! response:	The power of the dough!
context: If we don't throw this money around, who will?!\You seem to have been fixated on the power of those strange outfits lately,\but let me bottom-line it for you...\Look!\For the right amount, all these people will fight\and gladly lay down their lives for me!\In any era, it's money that motivates folks!\The power of the dough! response:	On that, you're mistaken.
context: You seem to have been fixated on the power of those strange outfits lately,\but let me bottom-line it for you...\Look!\For the right amount, all these people will fight\and gladly lay down their lives for me!\In any era, it's money that motivates folks!\The power of the dough!\On that, you're mistaken. response:	What was that? Some kind of bluff?
context: but let me bottom-line it for you...\Look!\For the right amount, all these people will fight\and gladly lay down their lives for me!\In any era, it's money that motivates folks!\The power of the dough!\On that, you're mistaken.\What was that? Some kind of bluff? response:	What I struck was their hearts.
context: Look!\For the right amount, all these people will fight\and gladly lay down their lives for me!\In any era, it's money that motivates folks!\The power of the dough!\On that, you're mistaken.\What was that? Some kind of bluff?\What I struck was their hearts. response:	Leave us, fools! Or my next strike will take your lives!
context: For the right amount, all these people will fight\and gladly lay down their lives for me!\In any era, it's money that motivates folks!\The power of the dough!\On that, you're mistaken.\What was that? Some kind of bluff?\What I struck was their hearts.\Leave us, fools! Or my next strike will take your lives! response:	- She's bad news! - Live to fight another day!
context: and gladly lay down their lives for me!\In any era, it's money that motivates folks!\The power of the dough!\On that, you're mistaken.\What was that? Some kind of bluff?\What I struck was their hearts.\Leave us, fools! Or my next strike will take your lives!\- She's bad news! - Live to fight another day! response:	Bye, now!
context: In any era, it's money that motivates folks!\The power of the dough!\On that, you're mistaken.\What was that? Some kind of bluff?\What I struck was their hearts.\Leave us, fools! Or my next strike will take your lives!\- She's bad news! - Live to fight another day!\Bye, now! response:	- We're no match for her! - Wait for me!
context: The power of the dough!\On that, you're mistaken.\What was that? Some kind of bluff?\What I struck was their hearts.\Leave us, fools! Or my next strike will take your lives!\- She's bad news! - Live to fight another day!\Bye, now!\- We're no match for her! - Wait for me! response:	Do you see now, Takarada?
context: On that, you're mistaken.\What was that? Some kind of bluff?\What I struck was their hearts.\Leave us, fools! Or my next strike will take your lives!\- She's bad news! - Live to fight another day!\Bye, now!\- We're no match for her! - Wait for me!\Do you see now, Takarada? response:	It is not money that rules men. It is fear.
context: What was that? Some kind of bluff?\What I struck was their hearts.\Leave us, fools! Or my next strike will take your lives!\- She's bad news! - Live to fight another day!\Bye, now!\- We're no match for her! - Wait for me!\Do you see now, Takarada?\It is not money that rules men. It is fear. response:	You think you've beaten me with that little stunt?
context: What I struck was their hearts.\Leave us, fools! Or my next strike will take your lives!\- She's bad news! - Live to fight another day!\Bye, now!\- We're no match for her! - Wait for me!\Do you see now, Takarada?\It is not money that rules men. It is fear.\You think you've beaten me with that little stunt? response:	Don't resort to bravado, Takarada. Your voice is shaking with fear.
context: Leave us, fools! Or my next strike will take your lives!\- She's bad news! - Live to fight another day!\Bye, now!\- We're no match for her! - Wait for me!\Do you see now, Takarada?\It is not money that rules men. It is fear.\You think you've beaten me with that little stunt?\Don't resort to bravado, Takarada. Your voice is shaking with fear. response:	Oh, I'm scared! I'm scared, all right!
context: - She's bad news! - Live to fight another day!\Bye, now!\- We're no match for her! - Wait for me!\Do you see now, Takarada?\It is not money that rules men. It is fear.\You think you've beaten me with that little stunt?\Don't resort to bravado, Takarada. Your voice is shaking with fear.\Oh, I'm scared! I'm scared, all right! response:	I'm not gonna write a check that my body can't cash.
context: Bye, now!\- We're no match for her! - Wait for me!\Do you see now, Takarada?\It is not money that rules men. It is fear.\You think you've beaten me with that little stunt?\Don't resort to bravado, Takarada. Your voice is shaking with fear.\Oh, I'm scared! I'm scared, all right!\I'm not gonna write a check that my body can't cash. response:	Not even a pretense of masculine self-respect?
context: - We're no match for her! - Wait for me!\Do you see now, Takarada?\It is not money that rules men. It is fear.\You think you've beaten me with that little stunt?\Don't resort to bravado, Takarada. Your voice is shaking with fear.\Oh, I'm scared! I'm scared, all right!\I'm not gonna write a check that my body can't cash.\Not even a pretense of masculine self-respect? response:	Just when you couldn't get any lower...
context: Do you see now, Takarada?\It is not money that rules men. It is fear.\You think you've beaten me with that little stunt?\Don't resort to bravado, Takarada. Your voice is shaking with fear.\Oh, I'm scared! I'm scared, all right!\I'm not gonna write a check that my body can't cash.\Not even a pretense of masculine self-respect?\Just when you couldn't get any lower... response:	You gotta be kidding.
context: It is not money that rules men. It is fear.\You think you've beaten me with that little stunt?\Don't resort to bravado, Takarada. Your voice is shaking with fear.\Oh, I'm scared! I'm scared, all right!\I'm not gonna write a check that my body can't cash.\Not even a pretense of masculine self-respect?\Just when you couldn't get any lower...\You gotta be kidding. response:	My value's about to go through the roof!
context: You think you've beaten me with that little stunt?\Don't resort to bravado, Takarada. Your voice is shaking with fear.\Oh, I'm scared! I'm scared, all right!\I'm not gonna write a check that my body can't cash.\Not even a pretense of masculine self-respect?\Just when you couldn't get any lower...\You gotta be kidding.\My value's about to go through the roof! response:	Say hello to my anti-Honnouji Academy mechanized weapon, Dotonbori Robo!
context: Don't resort to bravado, Takarada. Your voice is shaking with fear.\Oh, I'm scared! I'm scared, all right!\I'm not gonna write a check that my body can't cash.\Not even a pretense of masculine self-respect?\Just when you couldn't get any lower...\You gotta be kidding.\My value's about to go through the roof!\Say hello to my anti-Honnouji Academy mechanized weapon, Dotonbori Robo! response:	ANTI-HONNOUJI ACADEMY MECHANIZED WEAPON DOTONBORI ROBO
context: Oh, I'm scared! I'm scared, all right!\I'm not gonna write a check that my body can't cash.\Not even a pretense of masculine self-respect?\Just when you couldn't get any lower...\You gotta be kidding.\My value's about to go through the roof!\Say hello to my anti-Honnouji Academy mechanized weapon, Dotonbori Robo!\ANTI-HONNOUJI ACADEMY MECHANIZED WEAPON DOTONBORI ROBO response:	When you're weak, use something very strong shamelessly!
context: I'm not gonna write a check that my body can't cash.\Not even a pretense of masculine self-respect?\Just when you couldn't get any lower...\You gotta be kidding.\My value's about to go through the roof!\Say hello to my anti-Honnouji Academy mechanized weapon, Dotonbori Robo!\ANTI-HONNOUJI ACADEMY MECHANIZED WEAPON DOTONBORI ROBO\When you're weak, use something very strong shamelessly! response:	That's my philosophy for certain victory!
context: Not even a pretense of masculine self-respect?\Just when you couldn't get any lower...\You gotta be kidding.\My value's about to go through the roof!\Say hello to my anti-Honnouji Academy mechanized weapon, Dotonbori Robo!\ANTI-HONNOUJI ACADEMY MECHANIZED WEAPON DOTONBORI ROBO\When you're weak, use something very strong shamelessly!\That's my philosophy for certain victory! response:	Pathetic.
context: Just when you couldn't get any lower...\You gotta be kidding.\My value's about to go through the roof!\Say hello to my anti-Honnouji Academy mechanized weapon, Dotonbori Robo!\ANTI-HONNOUJI ACADEMY MECHANIZED WEAPON DOTONBORI ROBO\When you're weak, use something very strong shamelessly!\That's my philosophy for certain victory!\Pathetic. response:	How incredibly tacky.
context: You gotta be kidding.\My value's about to go through the roof!\Say hello to my anti-Honnouji Academy mechanized weapon, Dotonbori Robo!\ANTI-HONNOUJI ACADEMY MECHANIZED WEAPON DOTONBORI ROBO\When you're weak, use something very strong shamelessly!\That's my philosophy for certain victory!\Pathetic.\How incredibly tacky. response:	Oh? You can tell that even without eyes?
context: My value's about to go through the roof!\Say hello to my anti-Honnouji Academy mechanized weapon, Dotonbori Robo!\ANTI-HONNOUJI ACADEMY MECHANIZED WEAPON DOTONBORI ROBO\When you're weak, use something very strong shamelessly!\That's my philosophy for certain victory!\Pathetic.\How incredibly tacky.\Oh? You can tell that even without eyes? response:	Yes. I can sense it by aura alone - the smell of your overblown arrogance.
context: Say hello to my anti-Honnouji Academy mechanized weapon, Dotonbori Robo!\ANTI-HONNOUJI ACADEMY MECHANIZED WEAPON DOTONBORI ROBO\When you're weak, use something very strong shamelessly!\That's my philosophy for certain victory!\Pathetic.\How incredibly tacky.\Oh? You can tell that even without eyes?\Yes. I can sense it by aura alone - the smell of your overblown arrogance. response:	I hate holding the check. What say we go Dutch?
context: ANTI-HONNOUJI ACADEMY MECHANIZED WEAPON DOTONBORI ROBO\When you're weak, use something very strong shamelessly!\That's my philosophy for certain victory!\Pathetic.\How incredibly tacky.\Oh? You can tell that even without eyes?\Yes. I can sense it by aura alone - the smell of your overblown arrogance.\I hate holding the check. What say we go Dutch? response:	I'm not speaking of money. I'm speaking of your disposition.
context: When you're weak, use something very strong shamelessly!\That's my philosophy for certain victory!\Pathetic.\How incredibly tacky.\Oh? You can tell that even without eyes?\Yes. I can sense it by aura alone - the smell of your overblown arrogance.\I hate holding the check. What say we go Dutch?\I'm not speaking of money. I'm speaking of your disposition. response:	Your opinion...
context: That's my philosophy for certain victory!\Pathetic.\How incredibly tacky.\Oh? You can tell that even without eyes?\Yes. I can sense it by aura alone - the smell of your overblown arrogance.\I hate holding the check. What say we go Dutch?\I'm not speaking of money. I'm speaking of your disposition.\Your opinion... response:	Club members! Guard Lady Satsuki!
context: Pathetic.\How incredibly tacky.\Oh? You can tell that even without eyes?\Yes. I can sense it by aura alone - the smell of your overblown arrogance.\I hate holding the check. What say we go Dutch?\I'm not speaking of money. I'm speaking of your disposition.\Your opinion...\Club members! Guard Lady Satsuki! response:	Archery! Javelin! Discus! Shot put!
context: How incredibly tacky.\Oh? You can tell that even without eyes?\Yes. I can sense it by aura alone - the smell of your overblown arrogance.\I hate holding the check. What say we go Dutch?\I'm not speaking of money. I'm speaking of your disposition.\Your opinion...\Club members! Guard Lady Satsuki!\Archery! Javelin! Discus! Shot put! response:	Everyone else!
context: Oh? You can tell that even without eyes?\Yes. I can sense it by aura alone - the smell of your overblown arrogance.\I hate holding the check. What say we go Dutch?\I'm not speaking of money. I'm speaking of your disposition.\Your opinion...\Club members! Guard Lady Satsuki!\Archery! Javelin! Discus! Shot put!\Everyone else! response:	Jocks ain't worth one red cent!
context: Yes. I can sense it by aura alone - the smell of your overblown arrogance.\I hate holding the check. What say we go Dutch?\I'm not speaking of money. I'm speaking of your disposition.\Your opinion...\Club members! Guard Lady Satsuki!\Archery! Javelin! Discus! Shot put!\Everyone else!\Jocks ain't worth one red cent! response:	Good match!
context: I hate holding the check. What say we go Dutch?\I'm not speaking of money. I'm speaking of your disposition.\Your opinion...\Club members! Guard Lady Satsuki!\Archery! Javelin! Discus! Shot put!\Everyone else!\Jocks ain't worth one red cent!\Good match! response:	How ya like this, Missy?
context: I'm not speaking of money. I'm speaking of your disposition.\Your opinion...\Club members! Guard Lady Satsuki!\Archery! Javelin! Discus! Shot put!\Everyone else!\Jocks ain't worth one red cent!\Good match!\How ya like this, Missy? response:	Your vaunted Goku Uniforms don't amount to jack when
context: Your opinion...\Club members! Guard Lady Satsuki!\Archery! Javelin! Discus! Shot put!\Everyone else!\Jocks ain't worth one red cent!\Good match!\How ya like this, Missy?\Your vaunted Goku Uniforms don't amount to jack when response:	the Takarada Conglomerate decides to go all out!
context: Club members! Guard Lady Satsuki!\Archery! Javelin! Discus! Shot put!\Everyone else!\Jocks ain't worth one red cent!\Good match!\How ya like this, Missy?\Your vaunted Goku Uniforms don't amount to jack when\the Takarada Conglomerate decides to go all out! response:	Go sell'em all to the Americamura thrift shops!
context: Archery! Javelin! Discus! Shot put!\Everyone else!\Jocks ain't worth one red cent!\Good match!\How ya like this, Missy?\Your vaunted Goku Uniforms don't amount to jack when\the Takarada Conglomerate decides to go all out!\Go sell'em all to the Americamura thrift shops! response:	They'll take'em off your hands for cheap!
context: Everyone else!\Jocks ain't worth one red cent!\Good match!\How ya like this, Missy?\Your vaunted Goku Uniforms don't amount to jack when\the Takarada Conglomerate decides to go all out!\Go sell'em all to the Americamura thrift shops!\They'll take'em off your hands for cheap! response:	One who doesn't know the fear of clothing mocks it?
context: Jocks ain't worth one red cent!\Good match!\How ya like this, Missy?\Your vaunted Goku Uniforms don't amount to jack when\the Takarada Conglomerate decides to go all out!\Go sell'em all to the Americamura thrift shops!\They'll take'em off your hands for cheap!\One who doesn't know the fear of clothing mocks it? response:	What's cheap is your life!
context: Good match!\How ya like this, Missy?\Your vaunted Goku Uniforms don't amount to jack when\the Takarada Conglomerate decides to go all out!\Go sell'em all to the Americamura thrift shops!\They'll take'em off your hands for cheap!\One who doesn't know the fear of clothing mocks it?\What's cheap is your life! response:	As if! Here we go... Sen-nari Gourd Missile Shower!
context: How ya like this, Missy?\Your vaunted Goku Uniforms don't amount to jack when\the Takarada Conglomerate decides to go all out!\Go sell'em all to the Americamura thrift shops!\They'll take'em off your hands for cheap!\One who doesn't know the fear of clothing mocks it?\What's cheap is your life!\As if! Here we go... Sen-nari Gourd Missile Shower! response:	What do you think of my golden gourd bombardment
context: Your vaunted Goku Uniforms don't amount to jack when\the Takarada Conglomerate decides to go all out!\Go sell'em all to the Americamura thrift shops!\They'll take'em off your hands for cheap!\One who doesn't know the fear of clothing mocks it?\What's cheap is your life!\As if! Here we go... Sen-nari Gourd Missile Shower!\What do you think of my golden gourd bombardment response:	I got plenty more where that came from!
context: the Takarada Conglomerate decides to go all out!\Go sell'em all to the Americamura thrift shops!\They'll take'em off your hands for cheap!\One who doesn't know the fear of clothing mocks it?\What's cheap is your life!\As if! Here we go... Sen-nari Gourd Missile Shower!\What do you think of my golden gourd bombardment\I got plenty more where that came from! response:	Die! Die! Die!
context: Go sell'em all to the Americamura thrift shops!\They'll take'em off your hands for cheap!\One who doesn't know the fear of clothing mocks it?\What's cheap is your life!\As if! Here we go... Sen-nari Gourd Missile Shower!\What do you think of my golden gourd bombardment\I got plenty more where that came from!\Die! Die! Die! response:	Die, bitches!
context: They'll take'em off your hands for cheap!\One who doesn't know the fear of clothing mocks it?\What's cheap is your life!\As if! Here we go... Sen-nari Gourd Missile Shower!\What do you think of my golden gourd bombardment\I got plenty more where that came from!\Die! Die! Die!\Die, bitches! response:	Nobody could've survived that...
context: One who doesn't know the fear of clothing mocks it?\What's cheap is your life!\As if! Here we go... Sen-nari Gourd Missile Shower!\What do you think of my golden gourd bombardment\I got plenty more where that came from!\Die! Die! Die!\Die, bitches!\Nobody could've survived that... response:	As long as Ira Gamagoori draws breath,
context: What's cheap is your life!\As if! Here we go... Sen-nari Gourd Missile Shower!\What do you think of my golden gourd bombardment\I got plenty more where that came from!\Die! Die! Die!\Die, bitches!\Nobody could've survived that...\As long as Ira Gamagoori draws breath, response:	I will not allow so much as a scratch on Lady Satsuki!
context: As if! Here we go... Sen-nari Gourd Missile Shower!\What do you think of my golden gourd bombardment\I got plenty more where that came from!\Die! Die! Die!\Die, bitches!\Nobody could've survived that...\As long as Ira Gamagoori draws breath,\I will not allow so much as a scratch on Lady Satsuki! response:	You should stop pressing your luck, Naniwa monkey.
context: What do you think of my golden gourd bombardment\I got plenty more where that came from!\Die! Die! Die!\Die, bitches!\Nobody could've survived that...\As long as Ira Gamagoori draws breath,\I will not allow so much as a scratch on Lady Satsuki!\You should stop pressing your luck, Naniwa monkey. response:	I'll be recording the data from these new Three-Star Goku Uniforms.
context: I got plenty more where that came from!\Die! Die! Die!\Die, bitches!\Nobody could've survived that...\As long as Ira Gamagoori draws breath,\I will not allow so much as a scratch on Lady Satsuki!\You should stop pressing your luck, Naniwa monkey.\I'll be recording the data from these new Three-Star Goku Uniforms. response:	Apologies for the delay, Lady Satsuki.
context: Die! Die! Die!\Die, bitches!\Nobody could've survived that...\As long as Ira Gamagoori draws breath,\I will not allow so much as a scratch on Lady Satsuki!\You should stop pressing your luck, Naniwa monkey.\I'll be recording the data from these new Three-Star Goku Uniforms.\Apologies for the delay, Lady Satsuki. response:	The Kobe and Kyoto School Raid Brigades have now arrived.
context: Die, bitches!\Nobody could've survived that...\As long as Ira Gamagoori draws breath,\I will not allow so much as a scratch on Lady Satsuki!\You should stop pressing your luck, Naniwa monkey.\I'll be recording the data from these new Three-Star Goku Uniforms.\Apologies for the delay, Lady Satsuki.\The Kobe and Kyoto School Raid Brigades have now arrived. response:	Good work.
context: Nobody could've survived that...\As long as Ira Gamagoori draws breath,\I will not allow so much as a scratch on Lady Satsuki!\You should stop pressing your luck, Naniwa monkey.\I'll be recording the data from these new Three-Star Goku Uniforms.\Apologies for the delay, Lady Satsuki.\The Kobe and Kyoto School Raid Brigades have now arrived.\Good work. response:	Catch, Sanageyama!
context: As long as Ira Gamagoori draws breath,\I will not allow so much as a scratch on Lady Satsuki!\You should stop pressing your luck, Naniwa monkey.\I'll be recording the data from these new Three-Star Goku Uniforms.\Apologies for the delay, Lady Satsuki.\The Kobe and Kyoto School Raid Brigades have now arrived.\Good work.\Catch, Sanageyama! response:	Here's your new Goku Uniform!
context: I will not allow so much as a scratch on Lady Satsuki!\You should stop pressing your luck, Naniwa monkey.\I'll be recording the data from these new Three-Star Goku Uniforms.\Apologies for the delay, Lady Satsuki.\The Kobe and Kyoto School Raid Brigades have now arrived.\Good work.\Catch, Sanageyama!\Here's your new Goku Uniform! response:	Just what I've been waiting for!
context: You should stop pressing your luck, Naniwa monkey.\I'll be recording the data from these new Three-Star Goku Uniforms.\Apologies for the delay, Lady Satsuki.\The Kobe and Kyoto School Raid Brigades have now arrived.\Good work.\Catch, Sanageyama!\Here's your new Goku Uniform!\Just what I've been waiting for! response:	What's with the cheapo hero show crap?
context: I'll be recording the data from these new Three-Star Goku Uniforms.\Apologies for the delay, Lady Satsuki.\The Kobe and Kyoto School Raid Brigades have now arrived.\Good work.\Catch, Sanageyama!\Here's your new Goku Uniform!\Just what I've been waiting for!\What's with the cheapo hero show crap? response:	Spare me the commentary!
context: Apologies for the delay, Lady Satsuki.\The Kobe and Kyoto School Raid Brigades have now arrived.\Good work.\Catch, Sanageyama!\Here's your new Goku Uniform!\Just what I've been waiting for!\What's with the cheapo hero show crap?\Spare me the commentary! response:	You face Uzu Sanageyama of the Honnouji Academy Elite Four!
context: The Kobe and Kyoto School Raid Brigades have now arrived.\Good work.\Catch, Sanageyama!\Here's your new Goku Uniform!\Just what I've been waiting for!\What's with the cheapo hero show crap?\Spare me the commentary!\You face Uzu Sanageyama of the Honnouji Academy Elite Four! response:	Three-Star Goku Uniform: Blade Regalia MKIII!
context: Good work.\Catch, Sanageyama!\Here's your new Goku Uniform!\Just what I've been waiting for!\What's with the cheapo hero show crap?\Spare me the commentary!\You face Uzu Sanageyama of the Honnouji Academy Elite Four!\Three-Star Goku Uniform: Blade Regalia MKIII! response:	THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII
context: Catch, Sanageyama!\Here's your new Goku Uniform!\Just what I've been waiting for!\What's with the cheapo hero show crap?\Spare me the commentary!\You face Uzu Sanageyama of the Honnouji Academy Elite Four!\Three-Star Goku Uniform: Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII response:	Oh, brother... He gets so enthusiastic.
context: Here's your new Goku Uniform!\Just what I've been waiting for!\What's with the cheapo hero show crap?\Spare me the commentary!\You face Uzu Sanageyama of the Honnouji Academy Elite Four!\Three-Star Goku Uniform: Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Oh, brother... He gets so enthusiastic. response:	Subjugating Osaka is his mission.
context: Just what I've been waiting for!\What's with the cheapo hero show crap?\Spare me the commentary!\You face Uzu Sanageyama of the Honnouji Academy Elite Four!\Three-Star Goku Uniform: Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Oh, brother... He gets so enthusiastic.\Subjugating Osaka is his mission. response:	It's only natural that he throw himself into it.
context: What's with the cheapo hero show crap?\Spare me the commentary!\You face Uzu Sanageyama of the Honnouji Academy Elite Four!\Three-Star Goku Uniform: Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Oh, brother... He gets so enthusiastic.\Subjugating Osaka is his mission.\It's only natural that he throw himself into it. response:	The northern Kanto monkey versus the Osakan monkey.
