context: My name is Yukimura Shouichirou. response:	And that's my little sister, Ruri.
context: The princess' brother needs to look more like a prince.\What's that supposed to mean?\What are you all doing?\Who's that girl?\Well, she's Yukimura-senpai's little sister.\Little sister? She's adorable!\To be expected of Yukimura's sister.\My... response:	What?
context: What's that supposed to mean?\What are you all doing?\Who's that girl?\Well, she's Yukimura-senpai's little sister.\Little sister? She's adorable!\To be expected of Yukimura's sister.\My...\What? response:	My dear Prince!
context: What are you all doing?\Who's that girl?\Well, she's Yukimura-senpai's little sister.\Little sister? She's adorable!\To be expected of Yukimura's sister.\My...\What?\My dear Prince! response:	I've decided! I'm going to marry this Prince!
context: Who's that girl?\Well, she's Yukimura-senpai's little sister.\Little sister? She's adorable!\To be expected of Yukimura's sister.\My...\What?\My dear Prince!\I've decided! I'm going to marry this Prince! response:	And she said she wants to go on a date with Usui?
context: Well, she's Yukimura-senpai's little sister.\Little sister? She's adorable!\To be expected of Yukimura's sister.\My...\What?\My dear Prince!\I've decided! I'm going to marry this Prince!\And she said she wants to go on a date with Usui? response:	She begged me to all night.
context: Little sister? She's adorable!\To be expected of Yukimura's sister.\My...\What?\My dear Prince!\I've decided! I'm going to marry this Prince!\And she said she wants to go on a date with Usui?\She begged me to all night. response:	Have you gone mad?!
context: To be expected of Yukimura's sister.\My...\What?\My dear Prince!\I've decided! I'm going to marry this Prince!\And she said she wants to go on a date with Usui?\She begged me to all night.\Have you gone mad?! response:	What brother gives their little sister to a pervert like this?!
context: My...\What?\My dear Prince!\I've decided! I'm going to marry this Prince!\And she said she wants to go on a date with Usui?\She begged me to all night.\Have you gone mad?!\What brother gives their little sister to a pervert like this?! response:	And what are you eating in the Student Council room?!
context: What?\My dear Prince!\I've decided! I'm going to marry this Prince!\And she said she wants to go on a date with Usui?\She begged me to all night.\Have you gone mad?!\What brother gives their little sister to a pervert like this?!\And what are you eating in the Student Council room?! response:	No snacks allowed!
context: My dear Prince!\I've decided! I'm going to marry this Prince!\And she said she wants to go on a date with Usui?\She begged me to all night.\Have you gone mad?!\What brother gives their little sister to a pervert like this?!\And what are you eating in the Student Council room?!\No snacks allowed! response:	It's candy. You know.
context: I've decided! I'm going to marry this Prince!\And she said she wants to go on a date with Usui?\She begged me to all night.\Have you gone mad?!\What brother gives their little sister to a pervert like this?!\And what are you eating in the Student Council room?!\No snacks allowed!\It's candy. You know. response:	Would you like some candy?
context: And she said she wants to go on a date with Usui?\She begged me to all night.\Have you gone mad?!\What brother gives their little sister to a pervert like this?!\And what are you eating in the Student Council room?!\No snacks allowed!\It's candy. You know.\Would you like some candy? response:	You gave it to me yesterday at Maid La-
context: She begged me to all night.\Have you gone mad?!\What brother gives their little sister to a pervert like this?!\And what are you eating in the Student Council room?!\No snacks allowed!\It's candy. You know.\Would you like some candy?\You gave it to me yesterday at Maid La- response:	I never asked that!
context: Have you gone mad?!\What brother gives their little sister to a pervert like this?!\And what are you eating in the Student Council room?!\No snacks allowed!\It's candy. You know.\Would you like some candy?\You gave it to me yesterday at Maid La-\I never asked that! response:	At any rate, I'm against the idea!
context: What brother gives their little sister to a pervert like this?!\And what are you eating in the Student Council room?!\No snacks allowed!\It's candy. You know.\Would you like some candy?\You gave it to me yesterday at Maid La-\I never asked that!\At any rate, I'm against the idea! response:	But... Yesterday was the first time she's said that I'm great.
context: And what are you eating in the Student Council room?!\No snacks allowed!\It's candy. You know.\Would you like some candy?\You gave it to me yesterday at Maid La-\I never asked that!\At any rate, I'm against the idea!\But... Yesterday was the first time she's said that I'm great. response:	You're great, Bro!
context: No snacks allowed!\It's candy. You know.\Would you like some candy?\You gave it to me yesterday at Maid La-\I never asked that!\At any rate, I'm against the idea!\But... Yesterday was the first time she's said that I'm great.\You're great, Bro! response:	Good job!
context: It's candy. You know.\Would you like some candy?\You gave it to me yesterday at Maid La-\I never asked that!\At any rate, I'm against the idea!\But... Yesterday was the first time she's said that I'm great.\You're great, Bro!\Good job! response:	He said I'm great to be friends with a prince like him.
context: Would you like some candy?\You gave it to me yesterday at Maid La-\I never asked that!\At any rate, I'm against the idea!\But... Yesterday was the first time she's said that I'm great.\You're great, Bro!\Good job!\He said I'm great to be friends with a prince like him. response:	So...
context: You gave it to me yesterday at Maid La-\I never asked that!\At any rate, I'm against the idea!\But... Yesterday was the first time she's said that I'm great.\You're great, Bro!\Good job!\He said I'm great to be friends with a prince like him.\So... response:	The first time?
context: I never asked that!\At any rate, I'm against the idea!\But... Yesterday was the first time she's said that I'm great.\You're great, Bro!\Good job!\He said I'm great to be friends with a prince like him.\So...\The first time? response:	I beg you, Usui-san!
context: At any rate, I'm against the idea!\But... Yesterday was the first time she's said that I'm great.\You're great, Bro!\Good job!\He said I'm great to be friends with a prince like him.\So...\The first time?\I beg you, Usui-san! response:	I can finally do something a brother would do!
context: But... Yesterday was the first time she's said that I'm great.\You're great, Bro!\Good job!\He said I'm great to be friends with a prince like him.\So...\The first time?\I beg you, Usui-san!\I can finally do something a brother would do! response:	Please!
context: You're great, Bro!\Good job!\He said I'm great to be friends with a prince like him.\So...\The first time?\I beg you, Usui-san!\I can finally do something a brother would do!\Please! response:	Ruri has adored princesses since she was little.
context: Good job!\He said I'm great to be friends with a prince like him.\So...\The first time?\I beg you, Usui-san!\I can finally do something a brother would do!\Please!\Ruri has adored princesses since she was little. response:	When we played, it was always pretend princess.
context: He said I'm great to be friends with a prince like him.\So...\The first time?\I beg you, Usui-san!\I can finally do something a brother would do!\Please!\Ruri has adored princesses since she was little.\When we played, it was always pretend princess. response:	I was always the prince,
context: So...\The first time?\I beg you, Usui-san!\I can finally do something a brother would do!\Please!\Ruri has adored princesses since she was little.\When we played, it was always pretend princess.\I was always the prince, response:	but she eventually said I'm not enough like a prince.
context: The first time?\I beg you, Usui-san!\I can finally do something a brother would do!\Please!\Ruri has adored princesses since she was little.\When we played, it was always pretend princess.\I was always the prince,\but she eventually said I'm not enough like a prince. response:	As her brother, is that alright?
context: I beg you, Usui-san!\I can finally do something a brother would do!\Please!\Ruri has adored princesses since she was little.\When we played, it was always pretend princess.\I was always the prince,\but she eventually said I'm not enough like a prince.\As her brother, is that alright? response:	That's why I want to show her what I can do, as her bother!
context: I can finally do something a brother would do!\Please!\Ruri has adored princesses since she was little.\When we played, it was always pretend princess.\I was always the prince,\but she eventually said I'm not enough like a prince.\As her brother, is that alright?\That's why I want to show her what I can do, as her bother! response:	Maybe you're pampering her too much.
context: Please!\Ruri has adored princesses since she was little.\When we played, it was always pretend princess.\I was always the prince,\but she eventually said I'm not enough like a prince.\As her brother, is that alright?\That's why I want to show her what I can do, as her bother!\Maybe you're pampering her too much. response:	Please!
context: Ruri has adored princesses since she was little.\When we played, it was always pretend princess.\I was always the prince,\but she eventually said I'm not enough like a prince.\As her brother, is that alright?\That's why I want to show her what I can do, as her bother!\Maybe you're pampering her too much.\Please! response:	I might be able to regain my status as her brother with this.
context: When we played, it was always pretend princess.\I was always the prince,\but she eventually said I'm not enough like a prince.\As her brother, is that alright?\That's why I want to show her what I can do, as her bother!\Maybe you're pampering her too much.\Please!\I might be able to regain my status as her brother with this. response:	That's why!
context: I was always the prince,\but she eventually said I'm not enough like a prince.\As her brother, is that alright?\That's why I want to show her what I can do, as her bother!\Maybe you're pampering her too much.\Please!\I might be able to regain my status as her brother with this.\That's why! response:	I beg of you!
context: but she eventually said I'm not enough like a prince.\As her brother, is that alright?\That's why I want to show her what I can do, as her bother!\Maybe you're pampering her too much.\Please!\I might be able to regain my status as her brother with this.\That's why!\I beg of you! response:	Yukimura... You're...
context: As her brother, is that alright?\That's why I want to show her what I can do, as her bother!\Maybe you're pampering her too much.\Please!\I might be able to regain my status as her brother with this.\That's why!\I beg of you!\Yukimura... You're... response:	I have a bad feeling about this.
context: That's why I want to show her what I can do, as her bother!\Maybe you're pampering her too much.\Please!\I might be able to regain my status as her brother with this.\That's why!\I beg of you!\Yukimura... You're...\I have a bad feeling about this. response:	Yukimura!
context: Maybe you're pampering her too much.\Please!\I might be able to regain my status as her brother with this.\That's why!\I beg of you!\Yukimura... You're...\I have a bad feeling about this.\Yukimura! response:	I never would have guessed!
context: Please!\I might be able to regain my status as her brother with this.\That's why!\I beg of you!\Yukimura... You're...\I have a bad feeling about this.\Yukimura!\I never would have guessed! response:	You can become this passionate when it comes to your sister, huh?!
context: I might be able to regain my status as her brother with this.\That's why!\I beg of you!\Yukimura... You're...\I have a bad feeling about this.\Yukimura!\I never would have guessed!\You can become this passionate when it comes to your sister, huh?! response:	Prez!
context: That's why!\I beg of you!\Yukimura... You're...\I have a bad feeling about this.\Yukimura!\I never would have guessed!\You can become this passionate when it comes to your sister, huh?!\Prez! response:	What is it?!
context: I beg of you!\Yukimura... You're...\I have a bad feeling about this.\Yukimura!\I never would have guessed!\You can become this passionate when it comes to your sister, huh?!\Prez!\What is it?! response:	Okay! We will do everything to regain Yukimura's status as her brother!
context: Yukimura... You're...\I have a bad feeling about this.\Yukimura!\I never would have guessed!\You can become this passionate when it comes to your sister, huh?!\Prez!\What is it?!\Okay! We will do everything to regain Yukimura's status as her brother! response:	Thank you very much, Prez!
context: I have a bad feeling about this.\Yukimura!\I never would have guessed!\You can become this passionate when it comes to your sister, huh?!\Prez!\What is it?!\Okay! We will do everything to regain Yukimura's status as her brother!\Thank you very much, Prez! response:	So, Usui.
context: Yukimura!\I never would have guessed!\You can become this passionate when it comes to your sister, huh?!\Prez!\What is it?!\Okay! We will do everything to regain Yukimura's status as her brother!\Thank you very much, Prez!\So, Usui. response:	Everything is up to how well you perform the role of a prince.
context: I never would have guessed!\You can become this passionate when it comes to your sister, huh?!\Prez!\What is it?!\Okay! We will do everything to regain Yukimura's status as her brother!\Thank you very much, Prez!\So, Usui.\Everything is up to how well you perform the role of a prince. response:	You called me pervert and what not, didn't you?
context: You can become this passionate when it comes to your sister, huh?!\Prez!\What is it?!\Okay! We will do everything to regain Yukimura's status as her brother!\Thank you very much, Prez!\So, Usui.\Everything is up to how well you perform the role of a prince.\You called me pervert and what not, didn't you? response:	Make sure you do it right!
context: Prez!\What is it?!\Okay! We will do everything to regain Yukimura's status as her brother!\Thank you very much, Prez!\So, Usui.\Everything is up to how well you perform the role of a prince.\You called me pervert and what not, didn't you?\Make sure you do it right! response:	Yeah. You always want your little sister to rely on you, right?
context: What is it?!\Okay! We will do everything to regain Yukimura's status as her brother!\Thank you very much, Prez!\So, Usui.\Everything is up to how well you perform the role of a prince.\You called me pervert and what not, didn't you?\Make sure you do it right!\Yeah. You always want your little sister to rely on you, right? response:	Yes, Prez!
context: Okay! We will do everything to regain Yukimura's status as her brother!\Thank you very much, Prez!\So, Usui.\Everything is up to how well you perform the role of a prince.\You called me pervert and what not, didn't you?\Make sure you do it right!\Yeah. You always want your little sister to rely on you, right?\Yes, Prez! response:	You've got to be strong!
context: Thank you very much, Prez!\So, Usui.\Everything is up to how well you perform the role of a prince.\You called me pervert and what not, didn't you?\Make sure you do it right!\Yeah. You always want your little sister to rely on you, right?\Yes, Prez!\You've got to be strong! response:	Yes, Prez!
context: So, Usui.\Everything is up to how well you perform the role of a prince.\You called me pervert and what not, didn't you?\Make sure you do it right!\Yeah. You always want your little sister to rely on you, right?\Yes, Prez!\You've got to be strong!\Yes, Prez! response:	Oh, fine.
context: Everything is up to how well you perform the role of a prince.\You called me pervert and what not, didn't you?\Make sure you do it right!\Yeah. You always want your little sister to rely on you, right?\Yes, Prez!\You've got to be strong!\Yes, Prez!\Oh, fine. response:	The day of the date.
context: You called me pervert and what not, didn't you?\Make sure you do it right!\Yeah. You always want your little sister to rely on you, right?\Yes, Prez!\You've got to be strong!\Yes, Prez!\Oh, fine.\The day of the date. response:	Would it be better for me to wait with her until Usui-san shows up?
context: Make sure you do it right!\Yeah. You always want your little sister to rely on you, right?\Yes, Prez!\You've got to be strong!\Yes, Prez!\Oh, fine.\The day of the date.\Would it be better for me to wait with her until Usui-san shows up? response:	Calm down, Yukimura.
context: Yeah. You always want your little sister to rely on you, right?\Yes, Prez!\You've got to be strong!\Yes, Prez!\Oh, fine.\The day of the date.\Would it be better for me to wait with her until Usui-san shows up?\Calm down, Yukimura. response:	If you don't stay hidden, she's sure to treat you like a nuisance, right?
context: Yes, Prez!\You've got to be strong!\Yes, Prez!\Oh, fine.\The day of the date.\Would it be better for me to wait with her until Usui-san shows up?\Calm down, Yukimura.\If you don't stay hidden, she's sure to treat you like a nuisance, right? response:	That's right.
context: You've got to be strong!\Yes, Prez!\Oh, fine.\The day of the date.\Would it be better for me to wait with her until Usui-san shows up?\Calm down, Yukimura.\If you don't stay hidden, she's sure to treat you like a nuisance, right?\That's right. response:	I'm sorry, Kanou-kun. We can't hang out after all.
context: Yes, Prez!\Oh, fine.\The day of the date.\Would it be better for me to wait with her until Usui-san shows up?\Calm down, Yukimura.\If you don't stay hidden, she's sure to treat you like a nuisance, right?\That's right.\I'm sorry, Kanou-kun. We can't hang out after all. response:	It's fine.
context: Oh, fine.\The day of the date.\Would it be better for me to wait with her until Usui-san shows up?\Calm down, Yukimura.\If you don't stay hidden, she's sure to treat you like a nuisance, right?\That's right.\I'm sorry, Kanou-kun. We can't hang out after all.\It's fine. response:	You two were planning on hanging out?
context: The day of the date.\Would it be better for me to wait with her until Usui-san shows up?\Calm down, Yukimura.\If you don't stay hidden, she's sure to treat you like a nuisance, right?\That's right.\I'm sorry, Kanou-kun. We can't hang out after all.\It's fine.\You two were planning on hanging out? response:	Takumi-sama!
context: Would it be better for me to wait with her until Usui-san shows up?\Calm down, Yukimura.\If you don't stay hidden, she's sure to treat you like a nuisance, right?\That's right.\I'm sorry, Kanou-kun. We can't hang out after all.\It's fine.\You two were planning on hanging out?\Takumi-sama! response:	Takumi-sama?
context: Calm down, Yukimura.\If you don't stay hidden, she's sure to treat you like a nuisance, right?\That's right.\I'm sorry, Kanou-kun. We can't hang out after all.\It's fine.\You two were planning on hanging out?\Takumi-sama!\Takumi-sama? response:	I'm sorry. She started calling him that ever since I told her his name.
context: If you don't stay hidden, she's sure to treat you like a nuisance, right?\That's right.\I'm sorry, Kanou-kun. We can't hang out after all.\It's fine.\You two were planning on hanging out?\Takumi-sama!\Takumi-sama?\I'm sorry. She started calling him that ever since I told her his name. response:	But, wow. That's an embarrassing outfit.
context: That's right.\I'm sorry, Kanou-kun. We can't hang out after all.\It's fine.\You two were planning on hanging out?\Takumi-sama!\Takumi-sama?\I'm sorry. She started calling him that ever since I told her his name.\But, wow. That's an embarrassing outfit. response:	You think so? He looks like a real Prince.
context: I'm sorry, Kanou-kun. We can't hang out after all.\It's fine.\You two were planning on hanging out?\Takumi-sama!\Takumi-sama?\I'm sorry. She started calling him that ever since I told her his name.\But, wow. That's an embarrassing outfit.\You think so? He looks like a real Prince. response:	Who gave him those clothes?
context: It's fine.\You two were planning on hanging out?\Takumi-sama!\Takumi-sama?\I'm sorry. She started calling him that ever since I told her his name.\But, wow. That's an embarrassing outfit.\You think so? He looks like a real Prince.\Who gave him those clothes? response:	I did. You have a problem with that?
context: You two were planning on hanging out?\Takumi-sama!\Takumi-sama?\I'm sorry. She started calling him that ever since I told her his name.\But, wow. That's an embarrassing outfit.\You think so? He looks like a real Prince.\Who gave him those clothes?\I did. You have a problem with that? response:	Aoi-chan?!
context: Takumi-sama!\Takumi-sama?\I'm sorry. She started calling him that ever since I told her his name.\But, wow. That's an embarrassing outfit.\You think so? He looks like a real Prince.\Who gave him those clothes?\I did. You have a problem with that?\Aoi-chan?! response:	A friend of yours, Prez?
context: Takumi-sama?\I'm sorry. She started calling him that ever since I told her his name.\But, wow. That's an embarrassing outfit.\You think so? He looks like a real Prince.\Who gave him those clothes?\I did. You have a problem with that?\Aoi-chan?!\A friend of yours, Prez? response:	Ah, yeah.
context: I'm sorry. She started calling him that ever since I told her his name.\But, wow. That's an embarrassing outfit.\You think so? He looks like a real Prince.\Who gave him those clothes?\I did. You have a problem with that?\Aoi-chan?!\A friend of yours, Prez?\Ah, yeah. response:	Why are you here?!
context: But, wow. That's an embarrassing outfit.\You think so? He looks like a real Prince.\Who gave him those clothes?\I did. You have a problem with that?\Aoi-chan?!\A friend of yours, Prez?\Ah, yeah.\Why are you here?! response:	I bumped into him yesterday at the cafe.
context: You think so? He looks like a real Prince.\Who gave him those clothes?\I did. You have a problem with that?\Aoi-chan?!\A friend of yours, Prez?\Ah, yeah.\Why are you here?!\I bumped into him yesterday at the cafe. response:	What are you two discussing?!
context: Who gave him those clothes?\I did. You have a problem with that?\Aoi-chan?!\A friend of yours, Prez?\Ah, yeah.\Why are you here?!\I bumped into him yesterday at the cafe.\What are you two discussing?! response:	He asked me to make princely looking clothing.
context: I did. You have a problem with that?\Aoi-chan?!\A friend of yours, Prez?\Ah, yeah.\Why are you here?!\I bumped into him yesterday at the cafe.\What are you two discussing?!\He asked me to make princely looking clothing. response:	Usui-kun, thank you for filling in!
context: Aoi-chan?!\A friend of yours, Prez?\Ah, yeah.\Why are you here?!\I bumped into him yesterday at the cafe.\What are you two discussing?!\He asked me to make princely looking clothing.\Usui-kun, thank you for filling in! response:	So I designed a perfect outfit.
context: A friend of yours, Prez?\Ah, yeah.\Why are you here?!\I bumped into him yesterday at the cafe.\What are you two discussing?!\He asked me to make princely looking clothing.\Usui-kun, thank you for filling in!\So I designed a perfect outfit. response:	He even made me spend my weekend doing it.
context: Ah, yeah.\Why are you here?!\I bumped into him yesterday at the cafe.\What are you two discussing?!\He asked me to make princely looking clothing.\Usui-kun, thank you for filling in!\So I designed a perfect outfit.\He even made me spend my weekend doing it. response:	Wow, he looks like he's having so much fun.
context: Why are you here?!\I bumped into him yesterday at the cafe.\What are you two discussing?!\He asked me to make princely looking clothing.\Usui-kun, thank you for filling in!\So I designed a perfect outfit.\He even made me spend my weekend doing it.\Wow, he looks like he's having so much fun. response:	Whee!
context: I bumped into him yesterday at the cafe.\What are you two discussing?!\He asked me to make princely looking clothing.\Usui-kun, thank you for filling in!\So I designed a perfect outfit.\He even made me spend my weekend doing it.\Wow, he looks like he's having so much fun.\Whee! response:	Takumi-sama! Takumi-sama!
context: What are you two discussing?!\He asked me to make princely looking clothing.\Usui-kun, thank you for filling in!\So I designed a perfect outfit.\He even made me spend my weekend doing it.\Wow, he looks like he's having so much fun.\Whee!\Takumi-sama! Takumi-sama! response:	Ta-
context: He asked me to make princely looking clothing.\Usui-kun, thank you for filling in!\So I designed a perfect outfit.\He even made me spend my weekend doing it.\Wow, he looks like he's having so much fun.\Whee!\Takumi-sama! Takumi-sama!\Ta- response:	He grabbed her?!
context: Usui-kun, thank you for filling in!\So I designed a perfect outfit.\He even made me spend my weekend doing it.\Wow, he looks like he's having so much fun.\Whee!\Takumi-sama! Takumi-sama!\Ta-\He grabbed her?! response:	What would you like to do, dear princess?
context: So I designed a perfect outfit.\He even made me spend my weekend doing it.\Wow, he looks like he's having so much fun.\Whee!\Takumi-sama! Takumi-sama!\Ta-\He grabbed her?!\What would you like to do, dear princess? response:	Flowers!
context: He even made me spend my weekend doing it.\Wow, he looks like he's having so much fun.\Whee!\Takumi-sama! Takumi-sama!\Ta-\He grabbed her?!\What would you like to do, dear princess?\Flowers! response:	We shall go to where there's a lot of them!
context: Wow, he looks like he's having so much fun.\Whee!\Takumi-sama! Takumi-sama!\Ta-\He grabbed her?!\What would you like to do, dear princess?\Flowers!\We shall go to where there's a lot of them! response:	Shall? How princess like.
context: Whee!\Takumi-sama! Takumi-sama!\Ta-\He grabbed her?!\What would you like to do, dear princess?\Flowers!\We shall go to where there's a lot of them!\Shall? How princess like. response:	The botanical garden, eh? Wasn't expecting this.
context: Takumi-sama! Takumi-sama!\Ta-\He grabbed her?!\What would you like to do, dear princess?\Flowers!\We shall go to where there's a lot of them!\Shall? How princess like.\The botanical garden, eh? Wasn't expecting this. response:	I'm surprised he accepted such an annoying task.
context: Ta-\He grabbed her?!\What would you like to do, dear princess?\Flowers!\We shall go to where there's a lot of them!\Shall? How princess like.\The botanical garden, eh? Wasn't expecting this.\I'm surprised he accepted such an annoying task. response:	What? Is he looking at us?
context: He grabbed her?!\What would you like to do, dear princess?\Flowers!\We shall go to where there's a lot of them!\Shall? How princess like.\The botanical garden, eh? Wasn't expecting this.\I'm surprised he accepted such an annoying task.\What? Is he looking at us? response:	I think I saw buds go into full bloom just now.
context: What would you like to do, dear princess?\Flowers!\We shall go to where there's a lot of them!\Shall? How princess like.\The botanical garden, eh? Wasn't expecting this.\I'm surprised he accepted such an annoying task.\What? Is he looking at us?\I think I saw buds go into full bloom just now. response:	Me too.
context: Flowers!\We shall go to where there's a lot of them!\Shall? How princess like.\The botanical garden, eh? Wasn't expecting this.\I'm surprised he accepted such an annoying task.\What? Is he looking at us?\I think I saw buds go into full bloom just now.\Me too. response:	What is he doing?
