context: Are you all right? response:	What happened?
context: Milady!\Good. Are you all right?\Inaho...\Where am I?\It looks like you passed out while taking a shower. What happened?\I was attacked... by her!\Don't move.\You... response:	Rayet? Why?
context: Good. Are you all right?\Inaho...\Where am I?\It looks like you passed out while taking a shower. What happened?\I was attacked... by her!\Don't move.\You...\Rayet? Why? response:	Where's the patient?!
context: Inaho...\Where am I?\It looks like you passed out while taking a shower. What happened?\I was attacked... by her!\Don't move.\You...\Rayet? Why?\Where's the patient?! response:	Stay back!
context: Where am I?\It looks like you passed out while taking a shower. What happened?\I was attacked... by her!\Don't move.\You...\Rayet? Why?\Where's the patient?!\Stay back! response:	Get back! Get out of the room!
context: It looks like you passed out while taking a shower. What happened?\I was attacked... by her!\Don't move.\You...\Rayet? Why?\Where's the patient?!\Stay back!\Get back! Get out of the room! response:	Now!
context: I was attacked... by her!\Don't move.\You...\Rayet? Why?\Where's the patient?!\Stay back!\Get back! Get out of the room!\Now! response:	Dr. Yagarai.
context: Don't move.\You...\Rayet? Why?\Where's the patient?!\Stay back!\Get back! Get out of the room!\Now!\Dr. Yagarai. response:	Yeah...
context: You...\Rayet? Why?\Where's the patient?!\Stay back!\Get back! Get out of the room!\Now!\Dr. Yagarai.\Yeah... response:	Who are you?
context: Rayet? Why?\Where's the patient?!\Stay back!\Get back! Get out of the room!\Now!\Dr. Yagarai.\Yeah...\Who are you? response:	A Versian- No, a Martian.
context: Where's the patient?!\Stay back!\Get back! Get out of the room!\Now!\Dr. Yagarai.\Yeah...\Who are you?\A Versian- No, a Martian. response:	Why...?
context: Stay back!\Get back! Get out of the room!\Now!\Dr. Yagarai.\Yeah...\Who are you?\A Versian- No, a Martian.\Why...? response:	The one who tried to assassinate you at the Shinawara parade
context: Get back! Get out of the room!\Now!\Dr. Yagarai.\Yeah...\Who are you?\A Versian- No, a Martian.\Why...?\The one who tried to assassinate you at the Shinawara parade response:	was my father.
context: Now!\Dr. Yagarai.\Yeah...\Who are you?\A Versian- No, a Martian.\Why...?\The one who tried to assassinate you at the Shinawara parade\was my father. response:	He was a Martian spy living on Earth.
context: Dr. Yagarai.\Yeah...\Who are you?\A Versian- No, a Martian.\Why...?\The one who tried to assassinate you at the Shinawara parade\was my father.\He was a Martian spy living on Earth. response:	He was promised a title and a reward if he killed you.
context: Yeah...\Who are you?\A Versian- No, a Martian.\Why...?\The one who tried to assassinate you at the Shinawara parade\was my father.\He was a Martian spy living on Earth.\He was promised a title and a reward if he killed you. response:	But when he completed his mission, he was put down like a dog.
context: Who are you?\A Versian- No, a Martian.\Why...?\The one who tried to assassinate you at the Shinawara parade\was my father.\He was a Martian spy living on Earth.\He was promised a title and a reward if he killed you.\But when he completed his mission, he was put down like a dog. response:	To silence him!
context: A Versian- No, a Martian.\Why...?\The one who tried to assassinate you at the Shinawara parade\was my father.\He was a Martian spy living on Earth.\He was promised a title and a reward if he killed you.\But when he completed his mission, he was put down like a dog.\To silence him! response:	Martians can't be trusted! Martians are all the enemy!
context: Why...?\The one who tried to assassinate you at the Shinawara parade\was my father.\He was a Martian spy living on Earth.\He was promised a title and a reward if he killed you.\But when he completed his mission, he was put down like a dog.\To silence him!\Martians can't be trusted! Martians are all the enemy! response:	I can't go back to being a Martian. But I'm not a Terran, either.
context: The one who tried to assassinate you at the Shinawara parade\was my father.\He was a Martian spy living on Earth.\He was promised a title and a reward if he killed you.\But when he completed his mission, he was put down like a dog.\To silence him!\Martians can't be trusted! Martians are all the enemy!\I can't go back to being a Martian. But I'm not a Terran, either. response:	But you... you revealed yourself as a Martian!
context: was my father.\He was a Martian spy living on Earth.\He was promised a title and a reward if he killed you.\But when he completed his mission, he was put down like a dog.\To silence him!\Martians can't be trusted! Martians are all the enemy!\I can't go back to being a Martian. But I'm not a Terran, either.\But you... you revealed yourself as a Martian! response:	In spite of that, you were accepted! In spite of that, you made a place for yourself!
context: He was a Martian spy living on Earth.\He was promised a title and a reward if he killed you.\But when he completed his mission, he was put down like a dog.\To silence him!\Martians can't be trusted! Martians are all the enemy!\I can't go back to being a Martian. But I'm not a Terran, either.\But you... you revealed yourself as a Martian!\In spite of that, you were accepted! In spite of that, you made a place for yourself! response:	In spite of what you are!
context: He was promised a title and a reward if he killed you.\But when he completed his mission, he was put down like a dog.\To silence him!\Martians can't be trusted! Martians are all the enemy!\I can't go back to being a Martian. But I'm not a Terran, either.\But you... you revealed yourself as a Martian!\In spite of that, you were accepted! In spite of that, you made a place for yourself!\In spite of what you are! response:	He thought they were on the same side, but they...
context: But when he completed his mission, he was put down like a dog.\To silence him!\Martians can't be trusted! Martians are all the enemy!\I can't go back to being a Martian. But I'm not a Terran, either.\But you... you revealed yourself as a Martian!\In spite of that, you were accepted! In spite of that, you made a place for yourself!\In spite of what you are!\He thought they were on the same side, but they... response:	It's all your fault...
context: To silence him!\Martians can't be trusted! Martians are all the enemy!\I can't go back to being a Martian. But I'm not a Terran, either.\But you... you revealed yourself as a Martian!\In spite of that, you were accepted! In spite of that, you made a place for yourself!\In spite of what you are!\He thought they were on the same side, but they...\It's all your fault... response:	My father is dead because you came here.
context: Martians can't be trusted! Martians are all the enemy!\I can't go back to being a Martian. But I'm not a Terran, either.\But you... you revealed yourself as a Martian!\In spite of that, you were accepted! In spite of that, you made a place for yourself!\In spite of what you are!\He thought they were on the same side, but they...\It's all your fault...\My father is dead because you came here. response:	This war started because you came here.
context: I can't go back to being a Martian. But I'm not a Terran, either.\But you... you revealed yourself as a Martian!\In spite of that, you were accepted! In spite of that, you made a place for yourself!\In spite of what you are!\He thought they were on the same side, but they...\It's all your fault...\My father is dead because you came here.\This war started because you came here. response:	We were betrayed because you came here.
context: But you... you revealed yourself as a Martian!\In spite of that, you were accepted! In spite of that, you made a place for yourself!\In spite of what you are!\He thought they were on the same side, but they...\It's all your fault...\My father is dead because you came here.\This war started because you came here.\We were betrayed because you came here. response:	I'm all alone because you came here.
context: In spite of that, you were accepted! In spite of that, you made a place for yourself!\In spite of what you are!\He thought they were on the same side, but they...\It's all your fault...\My father is dead because you came here.\This war started because you came here.\We were betrayed because you came here.\I'm all alone because you came here. response:	Because you came... Because you came...
context: In spite of what you are!\He thought they were on the same side, but they...\It's all your fault...\My father is dead because you came here.\This war started because you came here.\We were betrayed because you came here.\I'm all alone because you came here.\Because you came... Because you came... response:	Because you came!
context: He thought they were on the same side, but they...\It's all your fault...\My father is dead because you came here.\This war started because you came here.\We were betrayed because you came here.\I'm all alone because you came here.\Because you came... Because you came...\Because you came! response:	In spite of all that, how can they not hate you?!
context: It's all your fault...\My father is dead because you came here.\This war started because you came here.\We were betrayed because you came here.\I'm all alone because you came here.\Because you came... Because you came...\Because you came!\In spite of all that, how can they not hate you?! response:	I'm sorry.
context: My father is dead because you came here.\This war started because you came here.\We were betrayed because you came here.\I'm all alone because you came here.\Because you came... Because you came...\Because you came!\In spite of all that, how can they not hate you?!\I'm sorry. response:	I've brought you nothing but misery, haven't I?
context: This war started because you came here.\We were betrayed because you came here.\I'm all alone because you came here.\Because you came... Because you came...\Because you came!\In spite of all that, how can they not hate you?!\I'm sorry.\I've brought you nothing but misery, haven't I? response:	I was a fool.
context: We were betrayed because you came here.\I'm all alone because you came here.\Because you came... Because you came...\Because you came!\In spite of all that, how can they not hate you?!\I'm sorry.\I've brought you nothing but misery, haven't I?\I was a fool. response:	Milady!
context: I'm all alone because you came here.\Because you came... Because you came...\Because you came!\In spite of all that, how can they not hate you?!\I'm sorry.\I've brought you nothing but misery, haven't I?\I was a fool.\Milady! response:	I thought I was working towards peace.
context: Because you came... Because you came...\Because you came!\In spite of all that, how can they not hate you?!\I'm sorry.\I've brought you nothing but misery, haven't I?\I was a fool.\Milady!\I thought I was working towards peace. response:	I thought I was doing the right thing.
context: Because you came!\In spite of all that, how can they not hate you?!\I'm sorry.\I've brought you nothing but misery, haven't I?\I was a fool.\Milady!\I thought I was working towards peace.\I thought I was doing the right thing. response:	But I was merely acting like a spoiled child.
context: In spite of all that, how can they not hate you?!\I'm sorry.\I've brought you nothing but misery, haven't I?\I was a fool.\Milady!\I thought I was working towards peace.\I thought I was doing the right thing.\But I was merely acting like a spoiled child. response:	Relations with Earth are worse than ever because of me.
context: I'm sorry.\I've brought you nothing but misery, haven't I?\I was a fool.\Milady!\I thought I was working towards peace.\I thought I was doing the right thing.\But I was merely acting like a spoiled child.\Relations with Earth are worse than ever because of me. response:	Many people have lost their lives.
context: I've brought you nothing but misery, haven't I?\I was a fool.\Milady!\I thought I was working towards peace.\I thought I was doing the right thing.\But I was merely acting like a spoiled child.\Relations with Earth are worse than ever because of me.\Many people have lost their lives. response:	No matter how much I tell myself that I did nothing wrong, the reality of it
context: I was a fool.\Milady!\I thought I was working towards peace.\I thought I was doing the right thing.\But I was merely acting like a spoiled child.\Relations with Earth are worse than ever because of me.\Many people have lost their lives.\No matter how much I tell myself that I did nothing wrong, the reality of it response:	is that I have brought misery to countless people's lives.
context: Milady!\I thought I was working towards peace.\I thought I was doing the right thing.\But I was merely acting like a spoiled child.\Relations with Earth are worse than ever because of me.\Many people have lost their lives.\No matter how much I tell myself that I did nothing wrong, the reality of it\is that I have brought misery to countless people's lives. response:	To yours. To your father's.
context: I thought I was working towards peace.\I thought I was doing the right thing.\But I was merely acting like a spoiled child.\Relations with Earth are worse than ever because of me.\Many people have lost their lives.\No matter how much I tell myself that I did nothing wrong, the reality of it\is that I have brought misery to countless people's lives.\To yours. To your father's. response:	I will not ask you to forgive me. Nevertheless... I am sorry.
context: I thought I was doing the right thing.\But I was merely acting like a spoiled child.\Relations with Earth are worse than ever because of me.\Many people have lost their lives.\No matter how much I tell myself that I did nothing wrong, the reality of it\is that I have brought misery to countless people's lives.\To yours. To your father's.\I will not ask you to forgive me. Nevertheless... I am sorry. response:	Why?
context: But I was merely acting like a spoiled child.\Relations with Earth are worse than ever because of me.\Many people have lost their lives.\No matter how much I tell myself that I did nothing wrong, the reality of it\is that I have brought misery to countless people's lives.\To yours. To your father's.\I will not ask you to forgive me. Nevertheless... I am sorry.\Why? response:	Why are you crying?
context: Relations with Earth are worse than ever because of me.\Many people have lost their lives.\No matter how much I tell myself that I did nothing wrong, the reality of it\is that I have brought misery to countless people's lives.\To yours. To your father's.\I will not ask you to forgive me. Nevertheless... I am sorry.\Why?\Why are you crying? response:	My father tried to kill you! I tried to kill you, too!
context: Many people have lost their lives.\No matter how much I tell myself that I did nothing wrong, the reality of it\is that I have brought misery to countless people's lives.\To yours. To your father's.\I will not ask you to forgive me. Nevertheless... I am sorry.\Why?\Why are you crying?\My father tried to kill you! I tried to kill you, too! response:	Why won't you hate me?! Why are you forgiving me?!
context: No matter how much I tell myself that I did nothing wrong, the reality of it\is that I have brought misery to countless people's lives.\To yours. To your father's.\I will not ask you to forgive me. Nevertheless... I am sorry.\Why?\Why are you crying?\My father tried to kill you! I tried to kill you, too!\Why won't you hate me?! Why are you forgiving me?! response:	Why are you being kind to me?
context: is that I have brought misery to countless people's lives.\To yours. To your father's.\I will not ask you to forgive me. Nevertheless... I am sorry.\Why?\Why are you crying?\My father tried to kill you! I tried to kill you, too!\Why won't you hate me?! Why are you forgiving me?!\Why are you being kind to me? response:	Why?! Why?! Why?!
context: To yours. To your father's.\I will not ask you to forgive me. Nevertheless... I am sorry.\Why?\Why are you crying?\My father tried to kill you! I tried to kill you, too!\Why won't you hate me?! Why are you forgiving me?!\Why are you being kind to me?\Why?! Why?! Why?! response:	Why?!
context: I will not ask you to forgive me. Nevertheless... I am sorry.\Why?\Why are you crying?\My father tried to kill you! I tried to kill you, too!\Why won't you hate me?! Why are you forgiving me?!\Why are you being kind to me?\Why?! Why?! Why?!\Why?! response:	How stupid are you?
context: Why?\Why are you crying?\My father tried to kill you! I tried to kill you, too!\Why won't you hate me?! Why are you forgiving me?!\Why are you being kind to me?\Why?! Why?! Why?!\Why?!\How stupid are you? response:	Give it a rest, already...
context: Why are you crying?\My father tried to kill you! I tried to kill you, too!\Why won't you hate me?! Why are you forgiving me?!\Why are you being kind to me?\Why?! Why?! Why?!\Why?!\How stupid are you?\Give it a rest, already... response:	What am I even doing?
context: My father tried to kill you! I tried to kill you, too!\Why won't you hate me?! Why are you forgiving me?!\Why are you being kind to me?\Why?! Why?! Why?!\Why?!\How stupid are you?\Give it a rest, already...\What am I even doing? response:	No!
context: Why won't you hate me?! Why are you forgiving me?!\Why are you being kind to me?\Why?! Why?! Why?!\Why?!\How stupid are you?\Give it a rest, already...\What am I even doing?\No! response:	What are you doing?!
context: Why are you being kind to me?\Why?! Why?! Why?!\Why?!\How stupid are you?\Give it a rest, already...\What am I even doing?\No!\What are you doing?! response:	Automatics won't fire with the slide open.
context: Why?! Why?! Why?!\Why?!\How stupid are you?\Give it a rest, already...\What am I even doing?\No!\What are you doing?!\Automatics won't fire with the slide open. response:	I thought this was the best way to stop you without it discharging accidentally.
context: Why?!\How stupid are you?\Give it a rest, already...\What am I even doing?\No!\What are you doing?!\Automatics won't fire with the slide open.\I thought this was the best way to stop you without it discharging accidentally. response:	No, I meant-
context: How stupid are you?\Give it a rest, already...\What am I even doing?\No!\What are you doing?!\Automatics won't fire with the slide open.\I thought this was the best way to stop you without it discharging accidentally.\No, I meant- response:	To be honest, I couldn't care less if you're a Terran or a Martian.
context: Give it a rest, already...\What am I even doing?\No!\What are you doing?!\Automatics won't fire with the slide open.\I thought this was the best way to stop you without it discharging accidentally.\No, I meant-\To be honest, I couldn't care less if you're a Terran or a Martian. response:	You hate our enemies, and those enemies are trying to kill you.
context: What am I even doing?\No!\What are you doing?!\Automatics won't fire with the slide open.\I thought this was the best way to stop you without it discharging accidentally.\No, I meant-\To be honest, I couldn't care less if you're a Terran or a Martian.\You hate our enemies, and those enemies are trying to kill you. response:	But most importantly, you've fought at our side.
context: No!\What are you doing?!\Automatics won't fire with the slide open.\I thought this was the best way to stop you without it discharging accidentally.\No, I meant-\To be honest, I couldn't care less if you're a Terran or a Martian.\You hate our enemies, and those enemies are trying to kill you.\But most importantly, you've fought at our side. response:	What other reasons do I need?
context: What are you doing?!\Automatics won't fire with the slide open.\I thought this was the best way to stop you without it discharging accidentally.\No, I meant-\To be honest, I couldn't care less if you're a Terran or a Martian.\You hate our enemies, and those enemies are trying to kill you.\But most importantly, you've fought at our side.\What other reasons do I need? response:	You trust me?
context: Automatics won't fire with the slide open.\I thought this was the best way to stop you without it discharging accidentally.\No, I meant-\To be honest, I couldn't care less if you're a Terran or a Martian.\You hate our enemies, and those enemies are trying to kill you.\But most importantly, you've fought at our side.\What other reasons do I need?\You trust me? response:	At the very least, I don't think we're enemies.
context: I thought this was the best way to stop you without it discharging accidentally.\No, I meant-\To be honest, I couldn't care less if you're a Terran or a Martian.\You hate our enemies, and those enemies are trying to kill you.\But most importantly, you've fought at our side.\What other reasons do I need?\You trust me?\At the very least, I don't think we're enemies. response:	As to whether we'll be allies... that's up to you.
context: No, I meant-\To be honest, I couldn't care less if you're a Terran or a Martian.\You hate our enemies, and those enemies are trying to kill you.\But most importantly, you've fought at our side.\What other reasons do I need?\You trust me?\At the very least, I don't think we're enemies.\As to whether we'll be allies... that's up to you. response:	You might come to regret this.
context: To be honest, I couldn't care less if you're a Terran or a Martian.\You hate our enemies, and those enemies are trying to kill you.\But most importantly, you've fought at our side.\What other reasons do I need?\You trust me?\At the very least, I don't think we're enemies.\As to whether we'll be allies... that's up to you.\You might come to regret this. response:	I'm taking you into custody. Warrant Officer Kaizuka.
context: You hate our enemies, and those enemies are trying to kill you.\But most importantly, you've fought at our side.\What other reasons do I need?\You trust me?\At the very least, I don't think we're enemies.\As to whether we'll be allies... that's up to you.\You might come to regret this.\I'm taking you into custody. Warrant Officer Kaizuka. response:	Yes, ma'am.
context: But most importantly, you've fought at our side.\What other reasons do I need?\You trust me?\At the very least, I don't think we're enemies.\As to whether we'll be allies... that's up to you.\You might come to regret this.\I'm taking you into custody. Warrant Officer Kaizuka.\Yes, ma'am. response:	Do whatever you want.
context: What other reasons do I need?\You trust me?\At the very least, I don't think we're enemies.\As to whether we'll be allies... that's up to you.\You might come to regret this.\I'm taking you into custody. Warrant Officer Kaizuka.\Yes, ma'am.\Do whatever you want. response:	What's that? A Martian trinket?
context: You trust me?\At the very least, I don't think we're enemies.\As to whether we'll be allies... that's up to you.\You might come to regret this.\I'm taking you into custody. Warrant Officer Kaizuka.\Yes, ma'am.\Do whatever you want.\What's that? A Martian trinket? response:	No, I'm told that it's a Terran good luck charm.
context: At the very least, I don't think we're enemies.\As to whether we'll be allies... that's up to you.\You might come to regret this.\I'm taking you into custody. Warrant Officer Kaizuka.\Yes, ma'am.\Do whatever you want.\What's that? A Martian trinket?\No, I'm told that it's a Terran good luck charm. response:	Dr. Yagarai, what's the princess' condition?
context: As to whether we'll be allies... that's up to you.\You might come to regret this.\I'm taking you into custody. Warrant Officer Kaizuka.\Yes, ma'am.\Do whatever you want.\What's that? A Martian trinket?\No, I'm told that it's a Terran good luck charm.\Dr. Yagarai, what's the princess' condition? response:	She seems fine. But to be safe, she should rest for a while.
context: You might come to regret this.\I'm taking you into custody. Warrant Officer Kaizuka.\Yes, ma'am.\Do whatever you want.\What's that? A Martian trinket?\No, I'm told that it's a Terran good luck charm.\Dr. Yagarai, what's the princess' condition?\She seems fine. But to be safe, she should rest for a while. response:	I see. But I'm afraid that that's out of the question.
context: I'm taking you into custody. Warrant Officer Kaizuka.\Yes, ma'am.\Do whatever you want.\What's that? A Martian trinket?\No, I'm told that it's a Terran good luck charm.\Dr. Yagarai, what's the princess' condition?\She seems fine. But to be safe, she should rest for a while.\I see. But I'm afraid that that's out of the question. response:	I am fine. I shall see to the drive...
context: Yes, ma'am.\Do whatever you want.\What's that? A Martian trinket?\No, I'm told that it's a Terran good luck charm.\Dr. Yagarai, what's the princess' condition?\She seems fine. But to be safe, she should rest for a while.\I see. But I'm afraid that that's out of the question.\I am fine. I shall see to the drive... response:	Milady...
context: Do whatever you want.\What's that? A Martian trinket?\No, I'm told that it's a Terran good luck charm.\Dr. Yagarai, what's the princess' condition?\She seems fine. But to be safe, she should rest for a while.\I see. But I'm afraid that that's out of the question.\I am fine. I shall see to the drive...\Milady... response:	That reminds me, Captain.
