context: TS response:	I knew it...
context: Now, how do I report this to Colonel Tanaka?\Do something! Quick!\Me? Sorry!\The Abe...\What?! Where did he come from?!\Truth!\Why is he still alive?!\Maggie! Elena! Get out of here! response:	Maggie!
context: Do something! Quick!\Me? Sorry!\The Abe...\What?! Where did he come from?!\Truth!\Why is he still alive?!\Maggie! Elena! Get out of here!\Maggie! response:	Elena!
context: Me? Sorry!\The Abe...\What?! Where did he come from?!\Truth!\Why is he still alive?!\Maggie! Elena! Get out of here!\Maggie!\Elena! response:	Is this what you want?
context: The Abe...\What?! Where did he come from?!\Truth!\Why is he still alive?!\Maggie! Elena! Get out of here!\Maggie!\Elena!\Is this what you want? response:	Papa told me with his final words that Truth was a Secret.
context: What?! Where did he come from?!\Truth!\Why is he still alive?!\Maggie! Elena! Get out of here!\Maggie!\Elena!\Is this what you want?\Papa told me with his final words that Truth was a Secret. response:	Didn't you use to corporate with Truth?
context: Truth!\Why is he still alive?!\Maggie! Elena! Get out of here!\Maggie!\Elena!\Is this what you want?\Papa told me with his final words that Truth was a Secret.\Didn't you use to corporate with Truth? response:	That was all Nakamura from the Defense Department.
context: Why is he still alive?!\Maggie! Elena! Get out of here!\Maggie!\Elena!\Is this what you want?\Papa told me with his final words that Truth was a Secret.\Didn't you use to corporate with Truth?\That was all Nakamura from the Defense Department. response:	That doesn't matter now.
context: Maggie! Elena! Get out of here!\Maggie!\Elena!\Is this what you want?\Papa told me with his final words that Truth was a Secret.\Didn't you use to corporate with Truth?\That was all Nakamura from the Defense Department.\That doesn't matter now. response:	What does Truth want?
context: Maggie!\Elena!\Is this what you want?\Papa told me with his final words that Truth was a Secret.\Didn't you use to corporate with Truth?\That was all Nakamura from the Defense Department.\That doesn't matter now.\What does Truth want? response:	He was indeed once a Secret.
context: Elena!\Is this what you want?\Papa told me with his final words that Truth was a Secret.\Didn't you use to corporate with Truth?\That was all Nakamura from the Defense Department.\That doesn't matter now.\What does Truth want?\He was indeed once a Secret. response:	Really? Not Johansson's son?
context: Is this what you want?\Papa told me with his final words that Truth was a Secret.\Didn't you use to corporate with Truth?\That was all Nakamura from the Defense Department.\That doesn't matter now.\What does Truth want?\He was indeed once a Secret.\Really? Not Johansson's son? response:	Johansson?
context: Papa told me with his final words that Truth was a Secret.\Didn't you use to corporate with Truth?\That was all Nakamura from the Defense Department.\That doesn't matter now.\What does Truth want?\He was indeed once a Secret.\Really? Not Johansson's son?\Johansson? response:	But he's lost himself.
context: Didn't you use to corporate with Truth?\That was all Nakamura from the Defense Department.\That doesn't matter now.\What does Truth want?\He was indeed once a Secret.\Really? Not Johansson's son?\Johansson?\But he's lost himself. response:	Truth, just what do you want?!
context: That was all Nakamura from the Defense Department.\That doesn't matter now.\What does Truth want?\He was indeed once a Secret.\Really? Not Johansson's son?\Johansson?\But he's lost himself.\Truth, just what do you want?! response:	Are you an ally of the Japanese?
context: That doesn't matter now.\What does Truth want?\He was indeed once a Secret.\Really? Not Johansson's son?\Johansson?\But he's lost himself.\Truth, just what do you want?!\Are you an ally of the Japanese? response:	Then you're on our side now.
context: What does Truth want?\He was indeed once a Secret.\Really? Not Johansson's son?\Johansson?\But he's lost himself.\Truth, just what do you want?!\Are you an ally of the Japanese?\Then you're on our side now. response:	Are you an ally of the Secrets?
context: He was indeed once a Secret.\Really? Not Johansson's son?\Johansson?\But he's lost himself.\Truth, just what do you want?!\Are you an ally of the Japanese?\Then you're on our side now.\Are you an ally of the Secrets? response:	Then you're still on our side!
context: Really? Not Johansson's son?\Johansson?\But he's lost himself.\Truth, just what do you want?!\Are you an ally of the Japanese?\Then you're on our side now.\Are you an ally of the Secrets?\Then you're still on our side! response:	But, still, you killed the President...
context: Johansson?\But he's lost himself.\Truth, just what do you want?!\Are you an ally of the Japanese?\Then you're on our side now.\Are you an ally of the Secrets?\Then you're still on our side!\But, still, you killed the President... response:	What the hell?
context: But he's lost himself.\Truth, just what do you want?!\Are you an ally of the Japanese?\Then you're on our side now.\Are you an ally of the Secrets?\Then you're still on our side!\But, still, you killed the President...\What the hell? response:	I don't get it!
context: Truth, just what do you want?!\Are you an ally of the Japanese?\Then you're on our side now.\Are you an ally of the Secrets?\Then you're still on our side!\But, still, you killed the President...\What the hell?\I don't get it! response:	I'm your enemy.
context: Are you an ally of the Japanese?\Then you're on our side now.\Are you an ally of the Secrets?\Then you're still on our side!\But, still, you killed the President...\What the hell?\I don't get it!\I'm your enemy. response:	Oh really?!
context: Then you're on our side now.\Are you an ally of the Secrets?\Then you're still on our side!\But, still, you killed the President...\What the hell?\I don't get it!\I'm your enemy.\Oh really?! response:	What?
context: Are you an ally of the Secrets?\Then you're still on our side!\But, still, you killed the President...\What the hell?\I don't get it!\I'm your enemy.\Oh really?!\What? response:	Truth has abnormally high trapar density surrounding himself.
context: Then you're still on our side!\But, still, you killed the President...\What the hell?\I don't get it!\I'm your enemy.\Oh really?!\What?\Truth has abnormally high trapar density surrounding himself. response:	You could call it a trapar storm or perhaps whirlpool.
context: But, still, you killed the President...\What the hell?\I don't get it!\I'm your enemy.\Oh really?!\What?\Truth has abnormally high trapar density surrounding himself.\You could call it a trapar storm or perhaps whirlpool. response:	No one can overcome it.
context: What the hell?\I don't get it!\I'm your enemy.\Oh really?!\What?\Truth has abnormally high trapar density surrounding himself.\You could call it a trapar storm or perhaps whirlpool.\No one can overcome it. response:	But Ao can see the waves of trapar.
context: I don't get it!\I'm your enemy.\Oh really?!\What?\Truth has abnormally high trapar density surrounding himself.\You could call it a trapar storm or perhaps whirlpool.\No one can overcome it.\But Ao can see the waves of trapar. response:	It is not possible with his Nirvash.
context: I'm your enemy.\Oh really?!\What?\Truth has abnormally high trapar density surrounding himself.\You could call it a trapar storm or perhaps whirlpool.\No one can overcome it.\But Ao can see the waves of trapar.\It is not possible with his Nirvash. response:	It has no soul.
context: Oh really?!\What?\Truth has abnormally high trapar density surrounding himself.\You could call it a trapar storm or perhaps whirlpool.\No one can overcome it.\But Ao can see the waves of trapar.\It is not possible with his Nirvash.\It has no soul. response:	A machine having a soul?
context: What?\Truth has abnormally high trapar density surrounding himself.\You could call it a trapar storm or perhaps whirlpool.\No one can overcome it.\But Ao can see the waves of trapar.\It is not possible with his Nirvash.\It has no soul.\A machine having a soul? response:	What's going on? I can't move...
context: Truth has abnormally high trapar density surrounding himself.\You could call it a trapar storm or perhaps whirlpool.\No one can overcome it.\But Ao can see the waves of trapar.\It is not possible with his Nirvash.\It has no soul.\A machine having a soul?\What's going on? I can't move... response:	Elena!
context: You could call it a trapar storm or perhaps whirlpool.\No one can overcome it.\But Ao can see the waves of trapar.\It is not possible with his Nirvash.\It has no soul.\A machine having a soul?\What's going on? I can't move...\Elena! response:	Damn! I can't read the flow of the trapar!
context: No one can overcome it.\But Ao can see the waves of trapar.\It is not possible with his Nirvash.\It has no soul.\A machine having a soul?\What's going on? I can't move...\Elena!\Damn! I can't read the flow of the trapar! response:	Naru...
context: But Ao can see the waves of trapar.\It is not possible with his Nirvash.\It has no soul.\A machine having a soul?\What's going on? I can't move...\Elena!\Damn! I can't read the flow of the trapar!\Naru... response:	Naru? What's wrong?
context: It is not possible with his Nirvash.\It has no soul.\A machine having a soul?\What's going on? I can't move...\Elena!\Damn! I can't read the flow of the trapar!\Naru...\Naru? What's wrong? response:	Is it her body?
context: It has no soul.\A machine having a soul?\What's going on? I can't move...\Elena!\Damn! I can't read the flow of the trapar!\Naru...\Naru? What's wrong?\Is it her body? response:	This Plant Coral shouldn't have been reactivated...
context: A machine having a soul?\What's going on? I can't move...\Elena!\Damn! I can't read the flow of the trapar!\Naru...\Naru? What's wrong?\Is it her body?\This Plant Coral shouldn't have been reactivated... response:	A giant!
context: What's going on? I can't move...\Elena!\Damn! I can't read the flow of the trapar!\Naru...\Naru? What's wrong?\Is it her body?\This Plant Coral shouldn't have been reactivated...\A giant! response:	Very good!
context: Elena!\Damn! I can't read the flow of the trapar!\Naru...\Naru? What's wrong?\Is it her body?\This Plant Coral shouldn't have been reactivated...\A giant!\Very good! response:	The Quartz don't matter.
context: Damn! I can't read the flow of the trapar!\Naru...\Naru? What's wrong?\Is it her body?\This Plant Coral shouldn't have been reactivated...\A giant!\Very good!\The Quartz don't matter. response:	Just destroy the Scub Coral!
context: Naru...\Naru? What's wrong?\Is it her body?\This Plant Coral shouldn't have been reactivated...\A giant!\Very good!\The Quartz don't matter.\Just destroy the Scub Coral! response:	That's perfect, Truth!
context: Naru? What's wrong?\Is it her body?\This Plant Coral shouldn't have been reactivated...\A giant!\Very good!\The Quartz don't matter.\Just destroy the Scub Coral!\That's perfect, Truth! response:	Calculate an interception course!
context: Is it her body?\This Plant Coral shouldn't have been reactivated...\A giant!\Very good!\The Quartz don't matter.\Just destroy the Scub Coral!\That's perfect, Truth!\Calculate an interception course! response:	We're going for him.
context: This Plant Coral shouldn't have been reactivated...\A giant!\Very good!\The Quartz don't matter.\Just destroy the Scub Coral!\That's perfect, Truth!\Calculate an interception course!\We're going for him. response:	That's...
context: A giant!\Very good!\The Quartz don't matter.\Just destroy the Scub Coral!\That's perfect, Truth!\Calculate an interception course!\We're going for him.\That's... response:	Are you telling me that the Scub Corals are all interconnected?
context: Very good!\The Quartz don't matter.\Just destroy the Scub Coral!\That's perfect, Truth!\Calculate an interception course!\We're going for him.\That's...\Are you telling me that the Scub Corals are all interconnected? response:	Or is it because Ao is Eureka's son?
context: The Quartz don't matter.\Just destroy the Scub Coral!\That's perfect, Truth!\Calculate an interception course!\We're going for him.\That's...\Are you telling me that the Scub Corals are all interconnected?\Or is it because Ao is Eureka's son? response:	Hey, are you hungry?
context: Just destroy the Scub Coral!\That's perfect, Truth!\Calculate an interception course!\We're going for him.\That's...\Are you telling me that the Scub Corals are all interconnected?\Or is it because Ao is Eureka's son?\Hey, are you hungry? response:	Thank you for assisting us with the rescue effort.
context: That's perfect, Truth!\Calculate an interception course!\We're going for him.\That's...\Are you telling me that the Scub Corals are all interconnected?\Or is it because Ao is Eureka's son?\Hey, are you hungry?\Thank you for assisting us with the rescue effort. response:	Don't mention it. We're glad to know you're all safe.
context: Calculate an interception course!\We're going for him.\That's...\Are you telling me that the Scub Corals are all interconnected?\Or is it because Ao is Eureka's son?\Hey, are you hungry?\Thank you for assisting us with the rescue effort.\Don't mention it. We're glad to know you're all safe. response:	What does that report even mean?
context: We're going for him.\That's...\Are you telling me that the Scub Corals are all interconnected?\Or is it because Ao is Eureka's son?\Hey, are you hungry?\Thank you for assisting us with the rescue effort.\Don't mention it. We're glad to know you're all safe.\What does that report even mean? response:	What the hell is happening with our IFO pilots?
context: That's...\Are you telling me that the Scub Corals are all interconnected?\Or is it because Ao is Eureka's son?\Hey, are you hungry?\Thank you for assisting us with the rescue effort.\Don't mention it. We're glad to know you're all safe.\What does that report even mean?\What the hell is happening with our IFO pilots? response:	Um...
context: Are you telling me that the Scub Corals are all interconnected?\Or is it because Ao is Eureka's son?\Hey, are you hungry?\Thank you for assisting us with the rescue effort.\Don't mention it. We're glad to know you're all safe.\What does that report even mean?\What the hell is happening with our IFO pilots?\Um... response:	I have returned, disgraced and ashamed! I guess...
context: Or is it because Ao is Eureka's son?\Hey, are you hungry?\Thank you for assisting us with the rescue effort.\Don't mention it. We're glad to know you're all safe.\What does that report even mean?\What the hell is happening with our IFO pilots?\Um...\I have returned, disgraced and ashamed! I guess... response:	The acting president has approved of your return.
context: Hey, are you hungry?\Thank you for assisting us with the rescue effort.\Don't mention it. We're glad to know you're all safe.\What does that report even mean?\What the hell is happening with our IFO pilots?\Um...\I have returned, disgraced and ashamed! I guess...\The acting president has approved of your return. response:	I won't say a word.
context: Thank you for assisting us with the rescue effort.\Don't mention it. We're glad to know you're all safe.\What does that report even mean?\What the hell is happening with our IFO pilots?\Um...\I have returned, disgraced and ashamed! I guess...\The acting president has approved of your return.\I won't say a word. response:	And Ao?
context: Don't mention it. We're glad to know you're all safe.\What does that report even mean?\What the hell is happening with our IFO pilots?\Um...\I have returned, disgraced and ashamed! I guess...\The acting president has approved of your return.\I won't say a word.\And Ao? response:	He showed up on Iwato Island.
context: What does that report even mean?\What the hell is happening with our IFO pilots?\Um...\I have returned, disgraced and ashamed! I guess...\The acting president has approved of your return.\I won't say a word.\And Ao?\He showed up on Iwato Island. response:	Iwato Island...?
context: What the hell is happening with our IFO pilots?\Um...\I have returned, disgraced and ashamed! I guess...\The acting president has approved of your return.\I won't say a word.\And Ao?\He showed up on Iwato Island.\Iwato Island...? response:	That's where his girlfriend is.
context: Um...\I have returned, disgraced and ashamed! I guess...\The acting president has approved of your return.\I won't say a word.\And Ao?\He showed up on Iwato Island.\Iwato Island...?\That's where his girlfriend is. response:	She's not his girlfriend! He said they're just childhood friends!
context: I have returned, disgraced and ashamed! I guess...\The acting president has approved of your return.\I won't say a word.\And Ao?\He showed up on Iwato Island.\Iwato Island...?\That's where his girlfriend is.\She's not his girlfriend! He said they're just childhood friends! response:	Truth is heading for the Okinawan Plant Coral.
context: The acting president has approved of your return.\I won't say a word.\And Ao?\He showed up on Iwato Island.\Iwato Island...?\That's where his girlfriend is.\She's not his girlfriend! He said they're just childhood friends!\Truth is heading for the Okinawan Plant Coral. response:	The largest Quartz in the world...
context: I won't say a word.\And Ao?\He showed up on Iwato Island.\Iwato Island...?\That's where his girlfriend is.\She's not his girlfriend! He said they're just childhood friends!\Truth is heading for the Okinawan Plant Coral.\The largest Quartz in the world... response:	He really can't change the fact that he's a Secret.
context: And Ao?\He showed up on Iwato Island.\Iwato Island...?\That's where his girlfriend is.\She's not his girlfriend! He said they're just childhood friends!\Truth is heading for the Okinawan Plant Coral.\The largest Quartz in the world...\He really can't change the fact that he's a Secret. response:	No, he's going for a different reason.
context: He showed up on Iwato Island.\Iwato Island...?\That's where his girlfriend is.\She's not his girlfriend! He said they're just childhood friends!\Truth is heading for the Okinawan Plant Coral.\The largest Quartz in the world...\He really can't change the fact that he's a Secret.\No, he's going for a different reason. response:	Wait, wait, wait, what the hell did you do?!
context: Iwato Island...?\That's where his girlfriend is.\She's not his girlfriend! He said they're just childhood friends!\Truth is heading for the Okinawan Plant Coral.\The largest Quartz in the world...\He really can't change the fact that he's a Secret.\No, he's going for a different reason.\Wait, wait, wait, what the hell did you do?! response:	Sup, Elena!
context: That's where his girlfriend is.\She's not his girlfriend! He said they're just childhood friends!\Truth is heading for the Okinawan Plant Coral.\The largest Quartz in the world...\He really can't change the fact that he's a Secret.\No, he's going for a different reason.\Wait, wait, wait, what the hell did you do?!\Sup, Elena! response:	How do you like the new gear?
context: She's not his girlfriend! He said they're just childhood friends!\Truth is heading for the Okinawan Plant Coral.\The largest Quartz in the world...\He really can't change the fact that he's a Secret.\No, he's going for a different reason.\Wait, wait, wait, what the hell did you do?!\Sup, Elena!\How do you like the new gear? response:	Take it off! Take it off right away!
context: Truth is heading for the Okinawan Plant Coral.\The largest Quartz in the world...\He really can't change the fact that he's a Secret.\No, he's going for a different reason.\Wait, wait, wait, what the hell did you do?!\Sup, Elena!\How do you like the new gear?\Take it off! Take it off right away! response:	Or what? Are we going to have a threesome with Nirvash and Alleluia next?
context: The largest Quartz in the world...\He really can't change the fact that he's a Secret.\No, he's going for a different reason.\Wait, wait, wait, what the hell did you do?!\Sup, Elena!\How do you like the new gear?\Take it off! Take it off right away!\Or what? Are we going to have a threesome with Nirvash and Alleluia next? response:	Come on, you may as well give it a lion's chest and a tiger's head!
context: He really can't change the fact that he's a Secret.\No, he's going for a different reason.\Wait, wait, wait, what the hell did you do?!\Sup, Elena!\How do you like the new gear?\Take it off! Take it off right away!\Or what? Are we going to have a threesome with Nirvash and Alleluia next?\Come on, you may as well give it a lion's chest and a tiger's head! response:	Truth is no longer a Secret.
context: No, he's going for a different reason.\Wait, wait, wait, what the hell did you do?!\Sup, Elena!\How do you like the new gear?\Take it off! Take it off right away!\Or what? Are we going to have a threesome with Nirvash and Alleluia next?\Come on, you may as well give it a lion's chest and a tiger's head!\Truth is no longer a Secret. response:	Truth is no longer a Secret.
context: Wait, wait, wait, what the hell did you do?!\Sup, Elena!\How do you like the new gear?\Take it off! Take it off right away!\Or what? Are we going to have a threesome with Nirvash and Alleluia next?\Come on, you may as well give it a lion's chest and a tiger's head!\Truth is no longer a Secret.\Truth is no longer a Secret. response:	It's been that way for more than a decade now.
context: Sup, Elena!\How do you like the new gear?\Take it off! Take it off right away!\Or what? Are we going to have a threesome with Nirvash and Alleluia next?\Come on, you may as well give it a lion's chest and a tiger's head!\Truth is no longer a Secret.\Truth is no longer a Secret.\It's been that way for more than a decade now. response:	Are you ignoring me?!
context: How do you like the new gear?\Take it off! Take it off right away!\Or what? Are we going to have a threesome with Nirvash and Alleluia next?\Come on, you may as well give it a lion's chest and a tiger's head!\Truth is no longer a Secret.\Truth is no longer a Secret.\It's been that way for more than a decade now.\Are you ignoring me?! response:	You said he's not himself anymore.
context: Take it off! Take it off right away!\Or what? Are we going to have a threesome with Nirvash and Alleluia next?\Come on, you may as well give it a lion's chest and a tiger's head!\Truth is no longer a Secret.\Truth is no longer a Secret.\It's been that way for more than a decade now.\Are you ignoring me?!\You said he's not himself anymore. response:	But aren't Secrets just antibodies that emerge automatically
context: Or what? Are we going to have a threesome with Nirvash and Alleluia next?\Come on, you may as well give it a lion's chest and a tiger's head!\Truth is no longer a Secret.\Truth is no longer a Secret.\It's been that way for more than a decade now.\Are you ignoring me?!\You said he's not himself anymore.\But aren't Secrets just antibodies that emerge automatically response:	to erase anything that doesn't belong in this world?
context: Come on, you may as well give it a lion's chest and a tiger's head!\Truth is no longer a Secret.\Truth is no longer a Secret.\It's been that way for more than a decade now.\Are you ignoring me?!\You said he's not himself anymore.\But aren't Secrets just antibodies that emerge automatically\to erase anything that doesn't belong in this world? response:	Consider the antibody itself becoming infected.
context: Truth is no longer a Secret.\Truth is no longer a Secret.\It's been that way for more than a decade now.\Are you ignoring me?!\You said he's not himself anymore.\But aren't Secrets just antibodies that emerge automatically\to erase anything that doesn't belong in this world?\Consider the antibody itself becoming infected. response:	Coral Carriers...
context: Truth is no longer a Secret.\It's been that way for more than a decade now.\Are you ignoring me?!\You said he's not himself anymore.\But aren't Secrets just antibodies that emerge automatically\to erase anything that doesn't belong in this world?\Consider the antibody itself becoming infected.\Coral Carriers... response:	What?
context: It's been that way for more than a decade now.\Are you ignoring me?!\You said he's not himself anymore.\But aren't Secrets just antibodies that emerge automatically\to erase anything that doesn't belong in this world?\Consider the antibody itself becoming infected.\Coral Carriers...\What? response:	The Allied Forces trained pilots who have the coral implanted in them.
context: Are you ignoring me?!\You said he's not himself anymore.\But aren't Secrets just antibodies that emerge automatically\to erase anything that doesn't belong in this world?\Consider the antibody itself becoming infected.\Coral Carriers...\What?\The Allied Forces trained pilots who have the coral implanted in them. response:	Is that what Hannah Mama reported about earlier?
context: You said he's not himself anymore.\But aren't Secrets just antibodies that emerge automatically\to erase anything that doesn't belong in this world?\Consider the antibody itself becoming infected.\Coral Carriers...\What?\The Allied Forces trained pilots who have the coral implanted in them.\Is that what Hannah Mama reported about earlier? response:	Stanley knew about this all along, didn't he?
context: But aren't Secrets just antibodies that emerge automatically\to erase anything that doesn't belong in this world?\Consider the antibody itself becoming infected.\Coral Carriers...\What?\The Allied Forces trained pilots who have the coral implanted in them.\Is that what Hannah Mama reported about earlier?\Stanley knew about this all along, didn't he? response:	The Scub Coral is a colony of small life forms much like real corals.
context: to erase anything that doesn't belong in this world?\Consider the antibody itself becoming infected.\Coral Carriers...\What?\The Allied Forces trained pilots who have the coral implanted in them.\Is that what Hannah Mama reported about earlier?\Stanley knew about this all along, didn't he?\The Scub Coral is a colony of small life forms much like real corals. response:	When the Scub Coral encounters an intelligent life form,
context: Consider the antibody itself becoming infected.\Coral Carriers...\What?\The Allied Forces trained pilots who have the coral implanted in them.\Is that what Hannah Mama reported about earlier?\Stanley knew about this all along, didn't he?\The Scub Coral is a colony of small life forms much like real corals.\When the Scub Coral encounters an intelligent life form, response:	it might assimilate the life form in an attempt to communicate.
context: Coral Carriers...\What?\The Allied Forces trained pilots who have the coral implanted in them.\Is that what Hannah Mama reported about earlier?\Stanley knew about this all along, didn't he?\The Scub Coral is a colony of small life forms much like real corals.\When the Scub Coral encounters an intelligent life form,\it might assimilate the life form in an attempt to communicate. response:	Assimilate? Does that mean they cease to be humans?
context: What?\The Allied Forces trained pilots who have the coral implanted in them.\Is that what Hannah Mama reported about earlier?\Stanley knew about this all along, didn't he?\The Scub Coral is a colony of small life forms much like real corals.\When the Scub Coral encounters an intelligent life form,\it might assimilate the life form in an attempt to communicate.\Assimilate? Does that mean they cease to be humans? response:	Ten years ago, Truth emerged to create a confluence explosion.
context: The Allied Forces trained pilots who have the coral implanted in them.\Is that what Hannah Mama reported about earlier?\Stanley knew about this all along, didn't he?\The Scub Coral is a colony of small life forms much like real corals.\When the Scub Coral encounters an intelligent life form,\it might assimilate the life form in an attempt to communicate.\Assimilate? Does that mean they cease to be humans?\Ten years ago, Truth emerged to create a confluence explosion. response:	But the Quartz suddenly disappeared and the Secret became confused.
context: Is that what Hannah Mama reported about earlier?\Stanley knew about this all along, didn't he?\The Scub Coral is a colony of small life forms much like real corals.\When the Scub Coral encounters an intelligent life form,\it might assimilate the life form in an attempt to communicate.\Assimilate? Does that mean they cease to be humans?\Ten years ago, Truth emerged to create a confluence explosion.\But the Quartz suddenly disappeared and the Secret became confused. response:	He emerged to destroy the Quartz, but his target disappeared.
context: Stanley knew about this all along, didn't he?\The Scub Coral is a colony of small life forms much like real corals.\When the Scub Coral encounters an intelligent life form,\it might assimilate the life form in an attempt to communicate.\Assimilate? Does that mean they cease to be humans?\Ten years ago, Truth emerged to create a confluence explosion.\But the Quartz suddenly disappeared and the Secret became confused.\He emerged to destroy the Quartz, but his target disappeared. response:	He would've kept on rampaging.
context: The Scub Coral is a colony of small life forms much like real corals.\When the Scub Coral encounters an intelligent life form,\it might assimilate the life form in an attempt to communicate.\Assimilate? Does that mean they cease to be humans?\Ten years ago, Truth emerged to create a confluence explosion.\But the Quartz suddenly disappeared and the Secret became confused.\He emerged to destroy the Quartz, but his target disappeared.\He would've kept on rampaging. response:	The Scub Coral merged with the Secret and helped him stay alive.
context: When the Scub Coral encounters an intelligent life form,\it might assimilate the life form in an attempt to communicate.\Assimilate? Does that mean they cease to be humans?\Ten years ago, Truth emerged to create a confluence explosion.\But the Quartz suddenly disappeared and the Secret became confused.\He emerged to destroy the Quartz, but his target disappeared.\He would've kept on rampaging.\The Scub Coral merged with the Secret and helped him stay alive. response:	That's why that child thinks that a world without the Scub is a right one.
context: it might assimilate the life form in an attempt to communicate.\Assimilate? Does that mean they cease to be humans?\Ten years ago, Truth emerged to create a confluence explosion.\But the Quartz suddenly disappeared and the Secret became confused.\He emerged to destroy the Quartz, but his target disappeared.\He would've kept on rampaging.\The Scub Coral merged with the Secret and helped him stay alive.\That's why that child thinks that a world without the Scub is a right one. response:	He wanted to create that world himself.
