context: 5 Days Until Christmas response:	Isn't Christmas great?
context: Salmon?\Why salmon for Christmas?\There's nothing wrong with salmon.\Right? Isn't salmon great?\Watermaple House Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Um, isn't this a little too short?\My legs are completely visible.\That's not true. response:	It's a perfect fit, Sia.
context: Why salmon for Christmas?\There's nothing wrong with salmon.\Right? Isn't salmon great?\Watermaple House Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Um, isn't this a little too short?\My legs are completely visible.\That's not true.\It's a perfect fit, Sia. response:	Fifteen centimeters above the knee for justice!
context: There's nothing wrong with salmon.\Right? Isn't salmon great?\Watermaple House Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Um, isn't this a little too short?\My legs are completely visible.\That's not true.\It's a perfect fit, Sia.\Fifteen centimeters above the knee for justice! response:	It's so cute!
context: Right? Isn't salmon great?\Watermaple House Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Um, isn't this a little too short?\My legs are completely visible.\That's not true.\It's a perfect fit, Sia.\Fifteen centimeters above the knee for justice!\It's so cute! response:	I don't really know a lot about Christmas,
context: Watermaple House Japan Server Akihabara City/ No Monsters No PVP Entry Restrictions/ None Exit Restrictions/ None\Um, isn't this a little too short?\My legs are completely visible.\That's not true.\It's a perfect fit, Sia.\Fifteen centimeters above the knee for justice!\It's so cute!\I don't really know a lot about Christmas, response:	but I believe that Santa Claus was a man, was he not?
context: Um, isn't this a little too short?\My legs are completely visible.\That's not true.\It's a perfect fit, Sia.\Fifteen centimeters above the knee for justice!\It's so cute!\I don't really know a lot about Christmas,\but I believe that Santa Claus was a man, was he not? response:	That's right.
context: My legs are completely visible.\That's not true.\It's a perfect fit, Sia.\Fifteen centimeters above the knee for justice!\It's so cute!\I don't really know a lot about Christmas,\but I believe that Santa Claus was a man, was he not?\That's right. response:	Aww, Akatsuki's betraying us.
context: That's not true.\It's a perfect fit, Sia.\Fifteen centimeters above the knee for justice!\It's so cute!\I don't really know a lot about Christmas,\but I believe that Santa Claus was a man, was he not?\That's right.\Aww, Akatsuki's betraying us. response:	She'll have to be punished.
context: It's a perfect fit, Sia.\Fifteen centimeters above the knee for justice!\It's so cute!\I don't really know a lot about Christmas,\but I believe that Santa Claus was a man, was he not?\That's right.\Aww, Akatsuki's betraying us.\She'll have to be punished. response:	Shattered Wings
context: Fifteen centimeters above the knee for justice!\It's so cute!\I don't really know a lot about Christmas,\but I believe that Santa Claus was a man, was he not?\That's right.\Aww, Akatsuki's betraying us.\She'll have to be punished.\Shattered Wings response:	Shattered Wings.
context: It's so cute!\I don't really know a lot about Christmas,\but I believe that Santa Claus was a man, was he not?\That's right.\Aww, Akatsuki's betraying us.\She'll have to be punished.\Shattered Wings\Shattered Wings. response:	You're both so cute!
context: I don't really know a lot about Christmas,\but I believe that Santa Claus was a man, was he not?\That's right.\Aww, Akatsuki's betraying us.\She'll have to be punished.\Shattered Wings\Shattered Wings.\You're both so cute! response:	I could eat a hundred chickens!
context: but I believe that Santa Claus was a man, was he not?\That's right.\Aww, Akatsuki's betraying us.\She'll have to be punished.\Shattered Wings\Shattered Wings.\You're both so cute!\I could eat a hundred chickens! response:	That'd be a snack after dessert!
context: That's right.\Aww, Akatsuki's betraying us.\She'll have to be punished.\Shattered Wings\Shattered Wings.\You're both so cute!\I could eat a hundred chickens!\That'd be a snack after dessert! response:	Yes... Right.
context: Aww, Akatsuki's betraying us.\She'll have to be punished.\Shattered Wings\Shattered Wings.\You're both so cute!\I could eat a hundred chickens!\That'd be a snack after dessert!\Yes... Right. response:	They're wearing miniskirt-Santa and reindeer outfits.
context: She'll have to be punished.\Shattered Wings\Shattered Wings.\You're both so cute!\I could eat a hundred chickens!\That'd be a snack after dessert!\Yes... Right.\They're wearing miniskirt-Santa and reindeer outfits. response:	It's super-duper cute.
context: Shattered Wings\Shattered Wings.\You're both so cute!\I could eat a hundred chickens!\That'd be a snack after dessert!\Yes... Right.\They're wearing miniskirt-Santa and reindeer outfits.\It's super-duper cute. response:	Miss Liese, who are you talking to?
context: Shattered Wings.\You're both so cute!\I could eat a hundred chickens!\That'd be a snack after dessert!\Yes... Right.\They're wearing miniskirt-Santa and reindeer outfits.\It's super-duper cute.\Miss Liese, who are you talking to? response:	I'm reporting to my lord.
context: You're both so cute!\I could eat a hundred chickens!\That'd be a snack after dessert!\Yes... Right.\They're wearing miniskirt-Santa and reindeer outfits.\It's super-duper cute.\Miss Liese, who are you talking to?\I'm reporting to my lord. response:	I'm just joking.
context: I could eat a hundred chickens!\That'd be a snack after dessert!\Yes... Right.\They're wearing miniskirt-Santa and reindeer outfits.\It's super-duper cute.\Miss Liese, who are you talking to?\I'm reporting to my lord.\I'm just joking. response:	I'm not actually on the phone.
context: That'd be a snack after dessert!\Yes... Right.\They're wearing miniskirt-Santa and reindeer outfits.\It's super-duper cute.\Miss Liese, who are you talking to?\I'm reporting to my lord.\I'm just joking.\I'm not actually on the phone. response:	Thank goodness...
context: Yes... Right.\They're wearing miniskirt-Santa and reindeer outfits.\It's super-duper cute.\Miss Liese, who are you talking to?\I'm reporting to my lord.\I'm just joking.\I'm not actually on the phone.\Thank goodness... response:	If that monster found out, who knows what he would say?
context: They're wearing miniskirt-Santa and reindeer outfits.\It's super-duper cute.\Miss Liese, who are you talking to?\I'm reporting to my lord.\I'm just joking.\I'm not actually on the phone.\Thank goodness...\If that monster found out, who knows what he would say? response:	I'm sorry.
context: It's super-duper cute.\Miss Liese, who are you talking to?\I'm reporting to my lord.\I'm just joking.\I'm not actually on the phone.\Thank goodness...\If that monster found out, who knows what he would say?\I'm sorry. response:	That was a bit mean of me.
context: Miss Liese, who are you talking to?\I'm reporting to my lord.\I'm just joking.\I'm not actually on the phone.\Thank goodness...\If that monster found out, who knows what he would say?\I'm sorry.\That was a bit mean of me. response:	My lord is so dedicated to the princess, I couldn't help myself.
context: I'm reporting to my lord.\I'm just joking.\I'm not actually on the phone.\Thank goodness...\If that monster found out, who knows what he would say?\I'm sorry.\That was a bit mean of me.\My lord is so dedicated to the princess, I couldn't help myself. response:	Everyone!
context: I'm just joking.\I'm not actually on the phone.\Thank goodness...\If that monster found out, who knows what he would say?\I'm sorry.\That was a bit mean of me.\My lord is so dedicated to the princess, I couldn't help myself.\Everyone! response:	Mikakage Race/ Human Druid, Lv. 78 Roderic Merchant Guild
context: I'm not actually on the phone.\Thank goodness...\If that monster found out, who knows what he would say?\I'm sorry.\That was a bit mean of me.\My lord is so dedicated to the princess, I couldn't help myself.\Everyone!\Mikakage Race/ Human Druid, Lv. 78 Roderic Merchant Guild response:	It's snack time!
context: Thank goodness...\If that monster found out, who knows what he would say?\I'm sorry.\That was a bit mean of me.\My lord is so dedicated to the princess, I couldn't help myself.\Everyone!\Mikakage Race/ Human Druid, Lv. 78 Roderic Merchant Guild\It's snack time! response:	Let's eat.
context: If that monster found out, who knows what he would say?\I'm sorry.\That was a bit mean of me.\My lord is so dedicated to the princess, I couldn't help myself.\Everyone!\Mikakage Race/ Human Druid, Lv. 78 Roderic Merchant Guild\It's snack time!\Let's eat. response:	At first, it was only Akatsuki...
context: I'm sorry.\That was a bit mean of me.\My lord is so dedicated to the princess, I couldn't help myself.\Everyone!\Mikakage Race/ Human Druid, Lv. 78 Roderic Merchant Guild\It's snack time!\Let's eat.\At first, it was only Akatsuki... response:	It's delicious.
context: That was a bit mean of me.\My lord is so dedicated to the princess, I couldn't help myself.\Everyone!\Mikakage Race/ Human Druid, Lv. 78 Roderic Merchant Guild\It's snack time!\Let's eat.\At first, it was only Akatsuki...\It's delicious. response:	This fruitcake looks like jewelry, doesn't it?
context: My lord is so dedicated to the princess, I couldn't help myself.\Everyone!\Mikakage Race/ Human Druid, Lv. 78 Roderic Merchant Guild\It's snack time!\Let's eat.\At first, it was only Akatsuki...\It's delicious.\This fruitcake looks like jewelry, doesn't it? response:	It does!
context: Everyone!\Mikakage Race/ Human Druid, Lv. 78 Roderic Merchant Guild\It's snack time!\Let's eat.\At first, it was only Akatsuki...\It's delicious.\This fruitcake looks like jewelry, doesn't it?\It does! response:	You're so good at desserts and cooking, Mikakage!
context: Mikakage Race/ Human Druid, Lv. 78 Roderic Merchant Guild\It's snack time!\Let's eat.\At first, it was only Akatsuki...\It's delicious.\This fruitcake looks like jewelry, doesn't it?\It does!\You're so good at desserts and cooking, Mikakage! response:	To me, sweets are an art,
context: It's snack time!\Let's eat.\At first, it was only Akatsuki...\It's delicious.\This fruitcake looks like jewelry, doesn't it?\It does!\You're so good at desserts and cooking, Mikakage!\To me, sweets are an art, response:	and all other food is just for fun.
context: Let's eat.\At first, it was only Akatsuki...\It's delicious.\This fruitcake looks like jewelry, doesn't it?\It does!\You're so good at desserts and cooking, Mikakage!\To me, sweets are an art,\and all other food is just for fun. response:	Nyanta's food is also good, though.
context: At first, it was only Akatsuki...\It's delicious.\This fruitcake looks like jewelry, doesn't it?\It does!\You're so good at desserts and cooking, Mikakage!\To me, sweets are an art,\and all other food is just for fun.\Nyanta's food is also good, though. response:	I can't believe I get to eat delicious cake while I'm protecting the princess.
context: It's delicious.\This fruitcake looks like jewelry, doesn't it?\It does!\You're so good at desserts and cooking, Mikakage!\To me, sweets are an art,\and all other food is just for fun.\Nyanta's food is also good, though.\I can't believe I get to eat delicious cake while I'm protecting the princess. response:	This is a great job.
context: This fruitcake looks like jewelry, doesn't it?\It does!\You're so good at desserts and cooking, Mikakage!\To me, sweets are an art,\and all other food is just for fun.\Nyanta's food is also good, though.\I can't believe I get to eat delicious cake while I'm protecting the princess.\This is a great job. response:	When are the D.D.D. members coming back?
context: It does!\You're so good at desserts and cooking, Mikakage!\To me, sweets are an art,\and all other food is just for fun.\Nyanta's food is also good, though.\I can't believe I get to eat delicious cake while I'm protecting the princess.\This is a great job.\When are the D.D.D. members coming back? response:	I've been told that the attack on the goblins is going very well,
context: You're so good at desserts and cooking, Mikakage!\To me, sweets are an art,\and all other food is just for fun.\Nyanta's food is also good, though.\I can't believe I get to eat delicious cake while I'm protecting the princess.\This is a great job.\When are the D.D.D. members coming back?\I've been told that the attack on the goblins is going very well, response:	but at earliest, not till after New Year's.
context: To me, sweets are an art,\and all other food is just for fun.\Nyanta's food is also good, though.\I can't believe I get to eat delicious cake while I'm protecting the princess.\This is a great job.\When are the D.D.D. members coming back?\I've been told that the attack on the goblins is going very well,\but at earliest, not till after New Year's. response:	They won't be back for Christmas, huh?
context: and all other food is just for fun.\Nyanta's food is also good, though.\I can't believe I get to eat delicious cake while I'm protecting the princess.\This is a great job.\When are the D.D.D. members coming back?\I've been told that the attack on the goblins is going very well,\but at earliest, not till after New Year's.\They won't be back for Christmas, huh? response:	But we had a big event planned...
context: Nyanta's food is also good, though.\I can't believe I get to eat delicious cake while I'm protecting the princess.\This is a great job.\When are the D.D.D. members coming back?\I've been told that the attack on the goblins is going very well,\but at earliest, not till after New Year's.\They won't be back for Christmas, huh?\But we had a big event planned... response:	Everyone's really busy.
context: I can't believe I get to eat delicious cake while I'm protecting the princess.\This is a great job.\When are the D.D.D. members coming back?\I've been told that the attack on the goblins is going very well,\but at earliest, not till after New Year's.\They won't be back for Christmas, huh?\But we had a big event planned...\Everyone's really busy. response:	I haven't seen Shiroe at all lately, either.
context: This is a great job.\When are the D.D.D. members coming back?\I've been told that the attack on the goblins is going very well,\but at earliest, not till after New Year's.\They won't be back for Christmas, huh?\But we had a big event planned...\Everyone's really busy.\I haven't seen Shiroe at all lately, either. response:	Is he locked in his room again?
context: When are the D.D.D. members coming back?\I've been told that the attack on the goblins is going very well,\but at earliest, not till after New Year's.\They won't be back for Christmas, huh?\But we had a big event planned...\Everyone's really busy.\I haven't seen Shiroe at all lately, either.\Is he locked in his room again? response:	He...
context: I've been told that the attack on the goblins is going very well,\but at earliest, not till after New Year's.\They won't be back for Christmas, huh?\But we had a big event planned...\Everyone's really busy.\I haven't seen Shiroe at all lately, either.\Is he locked in his room again?\He... response:	Well, Shiroe isn't really the type that enjoys events like Christmas.
context: but at earliest, not till after New Year's.\They won't be back for Christmas, huh?\But we had a big event planned...\Everyone's really busy.\I haven't seen Shiroe at all lately, either.\Is he locked in his room again?\He...\Well, Shiroe isn't really the type that enjoys events like Christmas. response:	And I'm sure there's a lot of work to do for the new year.
context: They won't be back for Christmas, huh?\But we had a big event planned...\Everyone's really busy.\I haven't seen Shiroe at all lately, either.\Is he locked in his room again?\He...\Well, Shiroe isn't really the type that enjoys events like Christmas.\And I'm sure there's a lot of work to do for the new year. response:	You're right.
context: But we had a big event planned...\Everyone's really busy.\I haven't seen Shiroe at all lately, either.\Is he locked in his room again?\He...\Well, Shiroe isn't really the type that enjoys events like Christmas.\And I'm sure there's a lot of work to do for the new year.\You're right. response:	It's really tough, isn't it?
context: Everyone's really busy.\I haven't seen Shiroe at all lately, either.\Is he locked in his room again?\He...\Well, Shiroe isn't really the type that enjoys events like Christmas.\And I'm sure there's a lot of work to do for the new year.\You're right.\It's really tough, isn't it? response:	See you later, Princess.
context: I haven't seen Shiroe at all lately, either.\Is he locked in his room again?\He...\Well, Shiroe isn't really the type that enjoys events like Christmas.\And I'm sure there's a lot of work to do for the new year.\You're right.\It's really tough, isn't it?\See you later, Princess. response:	Farewell.
context: Is he locked in his room again?\He...\Well, Shiroe isn't really the type that enjoys events like Christmas.\And I'm sure there's a lot of work to do for the new year.\You're right.\It's really tough, isn't it?\See you later, Princess.\Farewell. response:	Akatsuki!
context: He...\Well, Shiroe isn't really the type that enjoys events like Christmas.\And I'm sure there's a lot of work to do for the new year.\You're right.\It's really tough, isn't it?\See you later, Princess.\Farewell.\Akatsuki! response:	Thanks for today.
context: Well, Shiroe isn't really the type that enjoys events like Christmas.\And I'm sure there's a lot of work to do for the new year.\You're right.\It's really tough, isn't it?\See you later, Princess.\Farewell.\Akatsuki!\Thanks for today. response:	For dressing up like that with me...
context: And I'm sure there's a lot of work to do for the new year.\You're right.\It's really tough, isn't it?\See you later, Princess.\Farewell.\Akatsuki!\Thanks for today.\For dressing up like that with me... response:	That was...
context: You're right.\It's really tough, isn't it?\See you later, Princess.\Farewell.\Akatsuki!\Thanks for today.\For dressing up like that with me...\That was... response:	They forced me to do it.
context: It's really tough, isn't it?\See you later, Princess.\Farewell.\Akatsuki!\Thanks for today.\For dressing up like that with me...\That was...\They forced me to do it. response:	But you come every day.
context: See you later, Princess.\Farewell.\Akatsuki!\Thanks for today.\For dressing up like that with me...\That was...\They forced me to do it.\But you come every day. response:	I've been meaning to thank you.
context: Farewell.\Akatsuki!\Thanks for today.\For dressing up like that with me...\That was...\They forced me to do it.\But you come every day.\I've been meaning to thank you. response:	Thanks.
context: Akatsuki!\Thanks for today.\For dressing up like that with me...\That was...\They forced me to do it.\But you come every day.\I've been meaning to thank you.\Thanks. response:	Well, it's my job...
context: Thanks for today.\For dressing up like that with me...\That was...\They forced me to do it.\But you come every day.\I've been meaning to thank you.\Thanks.\Well, it's my job... response:	See you tomorrow.
context: For dressing up like that with me...\That was...\They forced me to do it.\But you come every day.\I've been meaning to thank you.\Thanks.\Well, it's my job...\See you tomorrow. response:	Okay.
context: That was...\They forced me to do it.\But you come every day.\I've been meaning to thank you.\Thanks.\Well, it's my job...\See you tomorrow.\Okay. response:	When did I get so weak?
context: They forced me to do it.\But you come every day.\I've been meaning to thank you.\Thanks.\Well, it's my job...\See you tomorrow.\Okay.\When did I get so weak? response:	Guarding the princess...
context: But you come every day.\I've been meaning to thank you.\Thanks.\Well, it's my job...\See you tomorrow.\Okay.\When did I get so weak?\Guarding the princess... response:	I should be happy that my lord is relying on me.
context: I've been meaning to thank you.\Thanks.\Well, it's my job...\See you tomorrow.\Okay.\When did I get so weak?\Guarding the princess...\I should be happy that my lord is relying on me. response:	But when I realize that he's thinking about her,
context: Thanks.\Well, it's my job...\See you tomorrow.\Okay.\When did I get so weak?\Guarding the princess...\I should be happy that my lord is relying on me.\But when I realize that he's thinking about her, response:	it hurts.
context: Well, it's my job...\See you tomorrow.\Okay.\When did I get so weak?\Guarding the princess...\I should be happy that my lord is relying on me.\But when I realize that he's thinking about her,\it hurts. response:	If I were like her, would things have been different between me and him?
context: See you tomorrow.\Okay.\When did I get so weak?\Guarding the princess...\I should be happy that my lord is relying on me.\But when I realize that he's thinking about her,\it hurts.\If I were like her, would things have been different between me and him? response:	But if I were like the princess...
context: Okay.\When did I get so weak?\Guarding the princess...\I should be happy that my lord is relying on me.\But when I realize that he's thinking about her,\it hurts.\If I were like her, would things have been different between me and him?\But if I were like the princess... response:	I couldn't have been by my lord's side as an assassin.
context: When did I get so weak?\Guarding the princess...\I should be happy that my lord is relying on me.\But when I realize that he's thinking about her,\it hurts.\If I were like her, would things have been different between me and him?\But if I were like the princess...\I couldn't have been by my lord's side as an assassin. response:	Amenoma
context: Guarding the princess...\I should be happy that my lord is relying on me.\But when I realize that he's thinking about her,\it hurts.\If I were like her, would things have been different between me and him?\But if I were like the princess...\I couldn't have been by my lord's side as an assassin.\Amenoma response:	Um...
context: I should be happy that my lord is relying on me.\But when I realize that he's thinking about her,\it hurts.\If I were like her, would things have been different between me and him?\But if I were like the princess...\I couldn't have been by my lord's side as an assassin.\Amenoma\Um... response:	May I ask a question?
context: But when I realize that he's thinking about her,\it hurts.\If I were like her, would things have been different between me and him?\But if I were like the princess...\I couldn't have been by my lord's side as an assassin.\Amenoma\Um...\May I ask a question? response:	What happened to the katana that was here?
context: it hurts.\If I were like her, would things have been different between me and him?\But if I were like the princess...\I couldn't have been by my lord's side as an assassin.\Amenoma\Um...\May I ask a question?\What happened to the katana that was here? response:	We sold it.
context: If I were like her, would things have been different between me and him?\But if I were like the princess...\I couldn't have been by my lord's side as an assassin.\Amenoma\Um...\May I ask a question?\What happened to the katana that was here?\We sold it. response:	Really?
context: But if I were like the princess...\I couldn't have been by my lord's side as an assassin.\Amenoma\Um...\May I ask a question?\What happened to the katana that was here?\We sold it.\Really? response:	Yeah, really.
context: I couldn't have been by my lord's side as an assassin.\Amenoma\Um...\May I ask a question?\What happened to the katana that was here?\We sold it.\Really?\Yeah, really. response:	They very boldly paid in cash.
context: Amenoma\Um...\May I ask a question?\What happened to the katana that was here?\We sold it.\Really?\Yeah, really.\They very boldly paid in cash. response:	Akatsuki seems like she's suffering.
context: Um...\May I ask a question?\What happened to the katana that was here?\We sold it.\Really?\Yeah, really.\They very boldly paid in cash.\Akatsuki seems like she's suffering. response:	Does she seem that way to you, too?
context: May I ask a question?\What happened to the katana that was here?\We sold it.\Really?\Yeah, really.\They very boldly paid in cash.\Akatsuki seems like she's suffering.\Does she seem that way to you, too? response:	She does.
context: What happened to the katana that was here?\We sold it.\Really?\Yeah, really.\They very boldly paid in cash.\Akatsuki seems like she's suffering.\Does she seem that way to you, too?\She does. response:	Normally, she isn't the type to let her feelings show, so it's really obvious.
context: We sold it.\Really?\Yeah, really.\They very boldly paid in cash.\Akatsuki seems like she's suffering.\Does she seem that way to you, too?\She does.\Normally, she isn't the type to let her feelings show, so it's really obvious. response:	I see...
context: Really?\Yeah, really.\They very boldly paid in cash.\Akatsuki seems like she's suffering.\Does she seem that way to you, too?\She does.\Normally, she isn't the type to let her feelings show, so it's really obvious.\I see... response:	Akatsuki has been coming to observe the D.D.D. training sessions.
context: Yeah, really.\They very boldly paid in cash.\Akatsuki seems like she's suffering.\Does she seem that way to you, too?\She does.\Normally, she isn't the type to let her feelings show, so it's really obvious.\I see...\Akatsuki has been coming to observe the D.D.D. training sessions. response:	I only noticed her there once...
context: They very boldly paid in cash.\Akatsuki seems like she's suffering.\Does she seem that way to you, too?\She does.\Normally, she isn't the type to let her feelings show, so it's really obvious.\I see...\Akatsuki has been coming to observe the D.D.D. training sessions.\I only noticed her there once... response:	5 Days Until Christmas
context: Akatsuki seems like she's suffering.\Does she seem that way to you, too?\She does.\Normally, she isn't the type to let her feelings show, so it's really obvious.\I see...\Akatsuki has been coming to observe the D.D.D. training sessions.\I only noticed her there once...\5 Days Until Christmas response:	But it looks like she's been there many times.
context: Does she seem that way to you, too?\She does.\Normally, she isn't the type to let her feelings show, so it's really obvious.\I see...\Akatsuki has been coming to observe the D.D.D. training sessions.\I only noticed her there once...\5 Days Until Christmas\But it looks like she's been there many times. response:	You know, we work hard to provide
context: She does.\Normally, she isn't the type to let her feelings show, so it's really obvious.\I see...\Akatsuki has been coming to observe the D.D.D. training sessions.\I only noticed her there once...\5 Days Until Christmas\But it looks like she's been there many times.\You know, we work hard to provide response:	the best raiding environment in Akihabara.
context: Normally, she isn't the type to let her feelings show, so it's really obvious.\I see...\Akatsuki has been coming to observe the D.D.D. training sessions.\I only noticed her there once...\5 Days Until Christmas\But it looks like she's been there many times.\You know, we work hard to provide\the best raiding environment in Akihabara. response:	But it didn't seem like she wanted to join.
context: I see...\Akatsuki has been coming to observe the D.D.D. training sessions.\I only noticed her there once...\5 Days Until Christmas\But it looks like she's been there many times.\You know, we work hard to provide\the best raiding environment in Akihabara.\But it didn't seem like she wanted to join. response:	I reported it to my lord,
context: Akatsuki has been coming to observe the D.D.D. training sessions.\I only noticed her there once...\5 Days Until Christmas\But it looks like she's been there many times.\You know, we work hard to provide\the best raiding environment in Akihabara.\But it didn't seem like she wanted to join.\I reported it to my lord, response:	and he said to allow her to watch as much as she liked.
context: I only noticed her there once...\5 Days Until Christmas\But it looks like she's been there many times.\You know, we work hard to provide\the best raiding environment in Akihabara.\But it didn't seem like she wanted to join.\I reported it to my lord,\and he said to allow her to watch as much as she liked. response:	I guess he owes Shiroe something.
context: 5 Days Until Christmas\But it looks like she's been there many times.\You know, we work hard to provide\the best raiding environment in Akihabara.\But it didn't seem like she wanted to join.\I reported it to my lord,\and he said to allow her to watch as much as she liked.\I guess he owes Shiroe something. response:	He said to help Akatsuki if anything came up.
context: But it looks like she's been there many times.\You know, we work hard to provide\the best raiding environment in Akihabara.\But it didn't seem like she wanted to join.\I reported it to my lord,\and he said to allow her to watch as much as she liked.\I guess he owes Shiroe something.\He said to help Akatsuki if anything came up. response:	Is that so...
context: You know, we work hard to provide\the best raiding environment in Akihabara.\But it didn't seem like she wanted to join.\I reported it to my lord,\and he said to allow her to watch as much as she liked.\I guess he owes Shiroe something.\He said to help Akatsuki if anything came up.\Is that so... response:	It's possible she's observing other guilds, as well.
context: the best raiding environment in Akihabara.\But it didn't seem like she wanted to join.\I reported it to my lord,\and he said to allow her to watch as much as she liked.\I guess he owes Shiroe something.\He said to help Akatsuki if anything came up.\Is that so...\It's possible she's observing other guilds, as well. response:	Is she dissatisfied with her level or skills?
context: But it didn't seem like she wanted to join.\I reported it to my lord,\and he said to allow her to watch as much as she liked.\I guess he owes Shiroe something.\He said to help Akatsuki if anything came up.\Is that so...\It's possible she's observing other guilds, as well.\Is she dissatisfied with her level or skills? response:	It may be something even more basic.
context: I reported it to my lord,\and he said to allow her to watch as much as she liked.\I guess he owes Shiroe something.\He said to help Akatsuki if anything came up.\Is that so...\It's possible she's observing other guilds, as well.\Is she dissatisfied with her level or skills?\It may be something even more basic. response:	I think what Akatsuki wants is confidence.
context: and he said to allow her to watch as much as she liked.\I guess he owes Shiroe something.\He said to help Akatsuki if anything came up.\Is that so...\It's possible she's observing other guilds, as well.\Is she dissatisfied with her level or skills?\It may be something even more basic.\I think what Akatsuki wants is confidence. response:	I suppose all we can do is to stay by her side.
context: I guess he owes Shiroe something.\He said to help Akatsuki if anything came up.\Is that so...\It's possible she's observing other guilds, as well.\Is she dissatisfied with her level or skills?\It may be something even more basic.\I think what Akatsuki wants is confidence.\I suppose all we can do is to stay by her side. response:	You're right.
context: He said to help Akatsuki if anything came up.\Is that so...\It's possible she's observing other guilds, as well.\Is she dissatisfied with her level or skills?\It may be something even more basic.\I think what Akatsuki wants is confidence.\I suppose all we can do is to stay by her side.\You're right. response:	Duvarcher's Bird Land Japan Server Mihama Area Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None
context: Is that so...\It's possible she's observing other guilds, as well.\Is she dissatisfied with her level or skills?\It may be something even more basic.\I think what Akatsuki wants is confidence.\I suppose all we can do is to stay by her side.\You're right.\Duvarcher's Bird Land Japan Server Mihama Area Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None response:	The Teachings...
