context: -stuff- response:	-ED-
context: I really paid the doctor's fee!\Huh? Why?\We told you, you started a fight with Rin Okumura.\Okumura?\You wanted to give him a lesson but he beat you up instead.\So bad that we had to take you to the hospital!\Now that you remind me, my body hurts all over...\Are you okay, Shiratori? response:	Did he hit you too hard?
context: Huh? Why?\We told you, you started a fight with Rin Okumura.\Okumura?\You wanted to give him a lesson but he beat you up instead.\So bad that we had to take you to the hospital!\Now that you remind me, my body hurts all over...\Are you okay, Shiratori?\Did he hit you too hard? response:	Right... Okumura, that bastard...
context: We told you, you started a fight with Rin Okumura.\Okumura?\You wanted to give him a lesson but he beat you up instead.\So bad that we had to take you to the hospital!\Now that you remind me, my body hurts all over...\Are you okay, Shiratori?\Did he hit you too hard?\Right... Okumura, that bastard... response:	He screwed me up, Okumura...
context: Okumura?\You wanted to give him a lesson but he beat you up instead.\So bad that we had to take you to the hospital!\Now that you remind me, my body hurts all over...\Are you okay, Shiratori?\Did he hit you too hard?\Right... Okumura, that bastard...\He screwed me up, Okumura... response:	Okumura!
context: You wanted to give him a lesson but he beat you up instead.\So bad that we had to take you to the hospital!\Now that you remind me, my body hurts all over...\Are you okay, Shiratori?\Did he hit you too hard?\Right... Okumura, that bastard...\He screwed me up, Okumura...\Okumura! response:	Who the hell you think you are, Okumura?!
context: So bad that we had to take you to the hospital!\Now that you remind me, my body hurts all over...\Are you okay, Shiratori?\Did he hit you too hard?\Right... Okumura, that bastard...\He screwed me up, Okumura...\Okumura!\Who the hell you think you are, Okumura?! response:	Okumura!
context: Now that you remind me, my body hurts all over...\Are you okay, Shiratori?\Did he hit you too hard?\Right... Okumura, that bastard...\He screwed me up, Okumura...\Okumura!\Who the hell you think you are, Okumura?!\Okumura! response:	Screw you!
context: Are you okay, Shiratori?\Did he hit you too hard?\Right... Okumura, that bastard...\He screwed me up, Okumura...\Okumura!\Who the hell you think you are, Okumura?!\Okumura!\Screw you! response:	Shiratori...
context: Did he hit you too hard?\Right... Okumura, that bastard...\He screwed me up, Okumura...\Okumura!\Who the hell you think you are, Okumura?!\Okumura!\Screw you!\Shiratori... response:	I'm not gonna stick around...
context: Right... Okumura, that bastard...\He screwed me up, Okumura...\Okumura!\Who the hell you think you are, Okumura?!\Okumura!\Screw you!\Shiratori...\I'm not gonna stick around... response:	This is bad!
context: He screwed me up, Okumura...\Okumura!\Who the hell you think you are, Okumura?!\Okumura!\Screw you!\Shiratori...\I'm not gonna stick around...\This is bad! response:	Hey, wait for me!
context: Okumura!\Who the hell you think you are, Okumura?!\Okumura!\Screw you!\Shiratori...\I'm not gonna stick around...\This is bad!\Hey, wait for me! response:	I'm accustomed to this body, after all...
context: Who the hell you think you are, Okumura?!\Okumura!\Screw you!\Shiratori...\I'm not gonna stick around...\This is bad!\Hey, wait for me!\I'm accustomed to this body, after all... response:	Where are you, our Young Master?
context: Okumura!\Screw you!\Shiratori...\I'm not gonna stick around...\This is bad!\Hey, wait for me!\I'm accustomed to this body, after all...\Where are you, our Young Master? response:	How are the preparations?
context: Screw you!\Shiratori...\I'm not gonna stick around...\This is bad!\Hey, wait for me!\I'm accustomed to this body, after all...\Where are you, our Young Master?\How are the preparations? response:	We got rid of all the Coal Tar.
context: Shiratori...\I'm not gonna stick around...\This is bad!\Hey, wait for me!\I'm accustomed to this body, after all...\Where are you, our Young Master?\How are the preparations?\We got rid of all the Coal Tar. response:	We've drawn threefold barriers around the monastery.
context: I'm not gonna stick around...\This is bad!\Hey, wait for me!\I'm accustomed to this body, after all...\Where are you, our Young Master?\How are the preparations?\We got rid of all the Coal Tar.\We've drawn threefold barriers around the monastery. response:	Double it.
context: This is bad!\Hey, wait for me!\I'm accustomed to this body, after all...\Where are you, our Young Master?\How are the preparations?\We got rid of all the Coal Tar.\We've drawn threefold barriers around the monastery.\Double it. response:	We can't hold out until morning.
context: Hey, wait for me!\I'm accustomed to this body, after all...\Where are you, our Young Master?\How are the preparations?\We got rid of all the Coal Tar.\We've drawn threefold barriers around the monastery.\Double it.\We can't hold out until morning. response:	We're being chased by Astaroth's minions.
context: I'm accustomed to this body, after all...\Where are you, our Young Master?\How are the preparations?\We got rid of all the Coal Tar.\We've drawn threefold barriers around the monastery.\Double it.\We can't hold out until morning.\We're being chased by Astaroth's minions. response:	Pour triple-C strong holy water into the sewers!
context: Where are you, our Young Master?\How are the preparations?\We got rid of all the Coal Tar.\We've drawn threefold barriers around the monastery.\Double it.\We can't hold out until morning.\We're being chased by Astaroth's minions.\Pour triple-C strong holy water into the sewers! response:	Don't let a single one get in.
context: How are the preparations?\We got rid of all the Coal Tar.\We've drawn threefold barriers around the monastery.\Double it.\We can't hold out until morning.\We're being chased by Astaroth's minions.\Pour triple-C strong holy water into the sewers!\Don't let a single one get in. response:	Understood!
context: We got rid of all the Coal Tar.\We've drawn threefold barriers around the monastery.\Double it.\We can't hold out until morning.\We're being chased by Astaroth's minions.\Pour triple-C strong holy water into the sewers!\Don't let a single one get in.\Understood! response:	Follow me.
context: We've drawn threefold barriers around the monastery.\Double it.\We can't hold out until morning.\We're being chased by Astaroth's minions.\Pour triple-C strong holy water into the sewers!\Don't let a single one get in.\Understood!\Follow me. response:	This is the Demon-Slaying Blade, called Kurikara.
context: Double it.\We can't hold out until morning.\We're being chased by Astaroth's minions.\Pour triple-C strong holy water into the sewers!\Don't let a single one get in.\Understood!\Follow me.\This is the Demon-Slaying Blade, called Kurikara. response:	It's a legendary sword passed down since ancient times.
context: We can't hold out until morning.\We're being chased by Astaroth's minions.\Pour triple-C strong holy water into the sewers!\Don't let a single one get in.\Understood!\Follow me.\This is the Demon-Slaying Blade, called Kurikara.\It's a legendary sword passed down since ancient times. response:	Your demonic powers are in this sword, sealed by its scabbard.
context: We're being chased by Astaroth's minions.\Pour triple-C strong holy water into the sewers!\Don't let a single one get in.\Understood!\Follow me.\This is the Demon-Slaying Blade, called Kurikara.\It's a legendary sword passed down since ancient times.\Your demonic powers are in this sword, sealed by its scabbard. response:	My powers?
context: Pour triple-C strong holy water into the sewers!\Don't let a single one get in.\Understood!\Follow me.\This is the Demon-Slaying Blade, called Kurikara.\It's a legendary sword passed down since ancient times.\Your demonic powers are in this sword, sealed by its scabbard.\My powers? response:	This sword is more important than your own life.
context: Don't let a single one get in.\Understood!\Follow me.\This is the Demon-Slaying Blade, called Kurikara.\It's a legendary sword passed down since ancient times.\Your demonic powers are in this sword, sealed by its scabbard.\My powers?\This sword is more important than your own life. response:	Never ever hand it over to anyone else.
context: Understood!\Follow me.\This is the Demon-Slaying Blade, called Kurikara.\It's a legendary sword passed down since ancient times.\Your demonic powers are in this sword, sealed by its scabbard.\My powers?\This sword is more important than your own life.\Never ever hand it over to anyone else. response:	Don't let go of it even while sleeping.
context: Follow me.\This is the Demon-Slaying Blade, called Kurikara.\It's a legendary sword passed down since ancient times.\Your demonic powers are in this sword, sealed by its scabbard.\My powers?\This sword is more important than your own life.\Never ever hand it over to anyone else.\Don't let go of it even while sleeping. response:	Also, you must never draw it.
context: This is the Demon-Slaying Blade, called Kurikara.\It's a legendary sword passed down since ancient times.\Your demonic powers are in this sword, sealed by its scabbard.\My powers?\This sword is more important than your own life.\Never ever hand it over to anyone else.\Don't let go of it even while sleeping.\Also, you must never draw it. response:	If you draw it, your demonic powers will awaken and you will never be human again.
context: It's a legendary sword passed down since ancient times.\Your demonic powers are in this sword, sealed by its scabbard.\My powers?\This sword is more important than your own life.\Never ever hand it over to anyone else.\Don't let go of it even while sleeping.\Also, you must never draw it.\If you draw it, your demonic powers will awaken and you will never be human again. response:	Wait... If I'm a demon, what about Yukio?
context: Your demonic powers are in this sword, sealed by its scabbard.\My powers?\This sword is more important than your own life.\Never ever hand it over to anyone else.\Don't let go of it even while sleeping.\Also, you must never draw it.\If you draw it, your demonic powers will awaken and you will never be human again.\Wait... If I'm a demon, what about Yukio? response:	Is he...?
context: My powers?\This sword is more important than your own life.\Never ever hand it over to anyone else.\Don't let go of it even while sleeping.\Also, you must never draw it.\If you draw it, your demonic powers will awaken and you will never be human again.\Wait... If I'm a demon, what about Yukio?\Is he...? response:	You are fraternal twins.
context: This sword is more important than your own life.\Never ever hand it over to anyone else.\Don't let go of it even while sleeping.\Also, you must never draw it.\If you draw it, your demonic powers will awaken and you will never be human again.\Wait... If I'm a demon, what about Yukio?\Is he...?\You are fraternal twins. response:	In the womb Yukio's body was too weak so the power rejected him.
context: Never ever hand it over to anyone else.\Don't let go of it even while sleeping.\Also, you must never draw it.\If you draw it, your demonic powers will awaken and you will never be human again.\Wait... If I'm a demon, what about Yukio?\Is he...?\You are fraternal twins.\In the womb Yukio's body was too weak so the power rejected him. response:	You are the only one who inherited the demonic powers.
context: Don't let go of it even while sleeping.\Also, you must never draw it.\If you draw it, your demonic powers will awaken and you will never be human again.\Wait... If I'm a demon, what about Yukio?\Is he...?\You are fraternal twins.\In the womb Yukio's body was too weak so the power rejected him.\You are the only one who inherited the demonic powers. response:	Everyone knew about this?
context: Also, you must never draw it.\If you draw it, your demonic powers will awaken and you will never be human again.\Wait... If I'm a demon, what about Yukio?\Is he...?\You are fraternal twins.\In the womb Yukio's body was too weak so the power rejected him.\You are the only one who inherited the demonic powers.\Everyone knew about this? response:	That I'm not human? That I'm the offspring of a demon?!
context: If you draw it, your demonic powers will awaken and you will never be human again.\Wait... If I'm a demon, what about Yukio?\Is he...?\You are fraternal twins.\In the womb Yukio's body was too weak so the power rejected him.\You are the only one who inherited the demonic powers.\Everyone knew about this?\That I'm not human? That I'm the offspring of a demon?! response:	So this is the place where our Young Master is held in his temporary form.
context: Wait... If I'm a demon, what about Yukio?\Is he...?\You are fraternal twins.\In the womb Yukio's body was too weak so the power rejected him.\You are the only one who inherited the demonic powers.\Everyone knew about this?\That I'm not human? That I'm the offspring of a demon?!\So this is the place where our Young Master is held in his temporary form. response:	Idiot! What do you think you're doing!
context: Is he...?\You are fraternal twins.\In the womb Yukio's body was too weak so the power rejected him.\You are the only one who inherited the demonic powers.\Everyone knew about this?\That I'm not human? That I'm the offspring of a demon?!\So this is the place where our Young Master is held in his temporary form.\Idiot! What do you think you're doing! response:	Hey...
context: You are fraternal twins.\In the womb Yukio's body was too weak so the power rejected him.\You are the only one who inherited the demonic powers.\Everyone knew about this?\That I'm not human? That I'm the offspring of a demon?!\So this is the place where our Young Master is held in his temporary form.\Idiot! What do you think you're doing!\Hey... response:	That hurt, you fucker!
context: In the womb Yukio's body was too weak so the power rejected him.\You are the only one who inherited the demonic powers.\Everyone knew about this?\That I'm not human? That I'm the offspring of a demon?!\So this is the place where our Young Master is held in his temporary form.\Idiot! What do you think you're doing!\Hey...\That hurt, you fucker! response:	I'm coming for you, Young Master.
context: You are the only one who inherited the demonic powers.\Everyone knew about this?\That I'm not human? That I'm the offspring of a demon?!\So this is the place where our Young Master is held in his temporary form.\Idiot! What do you think you're doing!\Hey...\That hurt, you fucker!\I'm coming for you, Young Master. response:	Why did you keep such an important thing a secret all this time?!
context: Everyone knew about this?\That I'm not human? That I'm the offspring of a demon?!\So this is the place where our Young Master is held in his temporary form.\Idiot! What do you think you're doing!\Hey...\That hurt, you fucker!\I'm coming for you, Young Master.\Why did you keep such an important thing a secret all this time?! response:	I could raise you only if you were human.
context: That I'm not human? That I'm the offspring of a demon?!\So this is the place where our Young Master is held in his temporary form.\Idiot! What do you think you're doing!\Hey...\That hurt, you fucker!\I'm coming for you, Young Master.\Why did you keep such an important thing a secret all this time?!\I could raise you only if you were human. response:	You were allowed to live on that condition, despite the demonic blood running through your veins.
context: So this is the place where our Young Master is held in his temporary form.\Idiot! What do you think you're doing!\Hey...\That hurt, you fucker!\I'm coming for you, Young Master.\Why did you keep such an important thing a secret all this time?!\I could raise you only if you were human.\You were allowed to live on that condition, despite the demonic blood running through your veins. response:	Condition?
context: Idiot! What do you think you're doing!\Hey...\That hurt, you fucker!\I'm coming for you, Young Master.\Why did you keep such an important thing a secret all this time?!\I could raise you only if you were human.\You were allowed to live on that condition, despite the demonic blood running through your veins.\Condition? response:	I raised you as human and that's why we told you nothing.
context: Hey...\That hurt, you fucker!\I'm coming for you, Young Master.\Why did you keep such an important thing a secret all this time?!\I could raise you only if you were human.\You were allowed to live on that condition, despite the demonic blood running through your veins.\Condition?\I raised you as human and that's why we told you nothing. response:	Nothing about the secrets of your birth.
context: That hurt, you fucker!\I'm coming for you, Young Master.\Why did you keep such an important thing a secret all this time?!\I could raise you only if you were human.\You were allowed to live on that condition, despite the demonic blood running through your veins.\Condition?\I raised you as human and that's why we told you nothing.\Nothing about the secrets of your birth. response:	Come!
context: I'm coming for you, Young Master.\Why did you keep such an important thing a secret all this time?!\I could raise you only if you were human.\You were allowed to live on that condition, despite the demonic blood running through your veins.\Condition?\I raised you as human and that's why we told you nothing.\Nothing about the secrets of your birth.\Come! response:	I have come for you, Young Master.
context: Why did you keep such an important thing a secret all this time?!\I could raise you only if you were human.\You were allowed to live on that condition, despite the demonic blood running through your veins.\Condition?\I raised you as human and that's why we told you nothing.\Nothing about the secrets of your birth.\Come!\I have come for you, Young Master. response:	Let us head back to Gehenna together.
context: I could raise you only if you were human.\You were allowed to live on that condition, despite the demonic blood running through your veins.\Condition?\I raised you as human and that's why we told you nothing.\Nothing about the secrets of your birth.\Come!\I have come for you, Young Master.\Let us head back to Gehenna together. response:	The demons' attacks will weaken when dawn comes.
context: You were allowed to live on that condition, despite the demonic blood running through your veins.\Condition?\I raised you as human and that's why we told you nothing.\Nothing about the secrets of your birth.\Come!\I have come for you, Young Master.\Let us head back to Gehenna together.\The demons' attacks will weaken when dawn comes. response:	Get out of here and hide somewhere where the demons can't find you!
context: Condition?\I raised you as human and that's why we told you nothing.\Nothing about the secrets of your birth.\Come!\I have come for you, Young Master.\Let us head back to Gehenna together.\The demons' attacks will weaken when dawn comes.\Get out of here and hide somewhere where the demons can't find you! response:	Hide? Where?
context: I raised you as human and that's why we told you nothing.\Nothing about the secrets of your birth.\Come!\I have come for you, Young Master.\Let us head back to Gehenna together.\The demons' attacks will weaken when dawn comes.\Get out of here and hide somewhere where the demons can't find you!\Hide? Where? response:	Take my phone. There's only one number in there.
context: Nothing about the secrets of your birth.\Come!\I have come for you, Young Master.\Let us head back to Gehenna together.\The demons' attacks will weaken when dawn comes.\Get out of here and hide somewhere where the demons can't find you!\Hide? Where?\Take my phone. There's only one number in there. response:	It belongs to my best friend.
context: Come!\I have come for you, Young Master.\Let us head back to Gehenna together.\The demons' attacks will weaken when dawn comes.\Get out of here and hide somewhere where the demons can't find you!\Hide? Where?\Take my phone. There's only one number in there.\It belongs to my best friend. response:	Call him as soon as you leave the monastery.
context: I have come for you, Young Master.\Let us head back to Gehenna together.\The demons' attacks will weaken when dawn comes.\Get out of here and hide somewhere where the demons can't find you!\Hide? Where?\Take my phone. There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery. response:	I'm sure he'll protect you...
context: Let us head back to Gehenna together.\The demons' attacks will weaken when dawn comes.\Get out of here and hide somewhere where the demons can't find you!\Hide? Where?\Take my phone. There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you... response:	Hey, wai -
context: The demons' attacks will weaken when dawn comes.\Get out of here and hide somewhere where the demons can't find you!\Hide? Where?\Take my phone. There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Hey, wai - response:	We're not done talking yet!
context: Get out of here and hide somewhere where the demons can't find you!\Hide? Where?\Take my phone. There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Hey, wai -\We're not done talking yet! response:	The path of the righteous shall not be revealed to the unfaithful.
context: Hide? Where?\Take my phone. There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Hey, wai -\We're not done talking yet!\The path of the righteous shall not be revealed to the unfaithful. response:	The mist of uncertainty shall conceal the Gates of Heaven.
context: Take my phone. There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Hey, wai -\We're not done talking yet!\The path of the righteous shall not be revealed to the unfaithful.\The mist of uncertainty shall conceal the Gates of Heaven. response:	Protect Rin!
context: It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Hey, wai -\We're not done talking yet!\The path of the righteous shall not be revealed to the unfaithful.\The mist of uncertainty shall conceal the Gates of Heaven.\Protect Rin! response:	God dwells in my fist!
context: Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Hey, wai -\We're not done talking yet!\The path of the righteous shall not be revealed to the unfaithful.\The mist of uncertainty shall conceal the Gates of Heaven.\Protect Rin!\God dwells in my fist! response:	Demons dwell in my heart!
context: I'm sure he'll protect you...\Hey, wai -\We're not done talking yet!\The path of the righteous shall not be revealed to the unfaithful.\The mist of uncertainty shall conceal the Gates of Heaven.\Protect Rin!\God dwells in my fist!\Demons dwell in my heart! response:	Heed my call, Guardian of Fertility, Moorkin!
context: Hey, wai -\We're not done talking yet!\The path of the righteous shall not be revealed to the unfaithful.\The mist of uncertainty shall conceal the Gates of Heaven.\Protect Rin!\God dwells in my fist!\Demons dwell in my heart!\Heed my call, Guardian of Fertility, Moorkin! response:	Damn Exorcists...
context: We're not done talking yet!\The path of the righteous shall not be revealed to the unfaithful.\The mist of uncertainty shall conceal the Gates of Heaven.\Protect Rin!\God dwells in my fist!\Demons dwell in my heart!\Heed my call, Guardian of Fertility, Moorkin!\Damn Exorcists... response:	Let me out, damn geezer! Let me out!
