context: Pre! Preparation! response:	I'm not strong
context: P-re-prepare, p-re-prepare, p-re-prepare, cracking apart\P-re-prepare, p-re-prepare, p-re-prepare\If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff response:	I'm only worrying about things that don't matter
context: P-re-prepare, p-re-prepare, p-re-prepare\If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter response:	How does it feel? It feels like that
context: If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that response:	You're gentle and sincere yet eccentric
context: I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric response:	I pretend to be strong all over and compete against you
context: What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you response:	Just by being honest, it's so stimulating and I feel dizzy
context: But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy response:	I get hurt, I hurt you, in a preparation of pure feelings
context: Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings response:	In my head, there's always a pre-parade of pure feelings all by myself
context: Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself response:	ba ni ra
context: I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra response:	With vanilla salt
context: How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt response:	vanilla
context: You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla response:	If it's just sweet
context: I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet response:	Then let's put salt on
context: Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on response:	Because I want you to know more about me
context: I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me response:	More than anyone else, I want to bare my self
context: In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self response:	But I can't do it, I've got nothing for experience
context: ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience response:	It's too frustrating
context: With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating response:	But a love that's just sweet
context: vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet response:	Is slightly different from what I'm seeking
context: If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking response:	If I'm told it's white
context: Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white response:	I'd say it's black
context: Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black response:	I can't be honest
context: More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest response:	I say one thing but do another
context: But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another response:	If I'm told, I love you
context: It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you response:	I'd say, I hate you
context: But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you response:	I'm happy, but what am I saying?
context: Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying? response:	Like putting salt
context: If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt response:	Into sweet vanilla...
context: I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla... response:	Lunch boxes
context: I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Lunch boxes response:	What Lunch Boxes Are All About
context: I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Lunch boxes\What Lunch Boxes Are All About response:	Bin
context: If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Lunch boxes\What Lunch Boxes Are All About\Bin response:	your
context: I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Lunch boxes\What Lunch Boxes Are All About\Bin\your response:	Cans
context: I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\Lunch boxes\What Lunch Boxes Are All About\Bin\your\Cans response:	Super
context: Like putting salt\Into sweet vanilla...\Lunch boxes\What Lunch Boxes Are All About\Bin\your\Cans\Super response:	Egolo
context: Into sweet vanilla...\Lunch boxes\What Lunch Boxes Are All About\Bin\your\Cans\Super\Egolo response:	Hot!
context: Lunch boxes\What Lunch Boxes Are All About\Bin\your\Cans\Super\Egolo\Hot! response:	That day I learned what lunch boxes are all about.
context: What Lunch Boxes Are All About\Bin\your\Cans\Super\Egolo\Hot!\That day I learned what lunch boxes are all about. response:	This is nice once in a while!
context: Bin\your\Cans\Super\Egolo\Hot!\That day I learned what lunch boxes are all about.\This is nice once in a while! response:	The four of us having lunch together like this.
context: your\Cans\Super\Egolo\Hot!\That day I learned what lunch boxes are all about.\This is nice once in a while!\The four of us having lunch together like this. response:	At least the guys.
context: Cans\Super\Egolo\Hot!\That day I learned what lunch boxes are all about.\This is nice once in a while!\The four of us having lunch together like this.\At least the guys. response:	And there aren't even four of us.
context: Super\Egolo\Hot!\That day I learned what lunch boxes are all about.\This is nice once in a while!\The four of us having lunch together like this.\At least the guys.\And there aren't even four of us. response:	Besides, where's Kitamura-daisensei, who came up with the idea?
context: Egolo\Hot!\That day I learned what lunch boxes are all about.\This is nice once in a while!\The four of us having lunch together like this.\At least the guys.\And there aren't even four of us.\Besides, where's Kitamura-daisensei, who came up with the idea? response:	Sorry for the wait!
context: Hot!\That day I learned what lunch boxes are all about.\This is nice once in a while!\The four of us having lunch together like this.\At least the guys.\And there aren't even four of us.\Besides, where's Kitamura-daisensei, who came up with the idea?\Sorry for the wait! response:	I'm sorry, I had to go pick this up at the student council room.
context: That day I learned what lunch boxes are all about.\This is nice once in a while!\The four of us having lunch together like this.\At least the guys.\And there aren't even four of us.\Besides, where's Kitamura-daisensei, who came up with the idea?\Sorry for the wait!\I'm sorry, I had to go pick this up at the student council room. response:	It wouldn't fit in a locker.
context: This is nice once in a while!\The four of us having lunch together like this.\At least the guys.\And there aren't even four of us.\Besides, where's Kitamura-daisensei, who came up with the idea?\Sorry for the wait!\I'm sorry, I had to go pick this up at the student council room.\It wouldn't fit in a locker. response:	W-What is that?
context: The four of us having lunch together like this.\At least the guys.\And there aren't even four of us.\Besides, where's Kitamura-daisensei, who came up with the idea?\Sorry for the wait!\I'm sorry, I had to go pick this up at the student council room.\It wouldn't fit in a locker.\W-What is that? response:	Could it be...
context: At least the guys.\And there aren't even four of us.\Besides, where's Kitamura-daisensei, who came up with the idea?\Sorry for the wait!\I'm sorry, I had to go pick this up at the student council room.\It wouldn't fit in a locker.\W-What is that?\Could it be... response:	A-A lunch box?
context: And there aren't even four of us.\Besides, where's Kitamura-daisensei, who came up with the idea?\Sorry for the wait!\I'm sorry, I had to go pick this up at the student council room.\It wouldn't fit in a locker.\W-What is that?\Could it be...\A-A lunch box? response:	Yes.
context: Besides, where's Kitamura-daisensei, who came up with the idea?\Sorry for the wait!\I'm sorry, I had to go pick this up at the student council room.\It wouldn't fit in a locker.\W-What is that?\Could it be...\A-A lunch box?\Yes. response:	And then...
context: Sorry for the wait!\I'm sorry, I had to go pick this up at the student council room.\It wouldn't fit in a locker.\W-What is that?\Could it be...\A-A lunch box?\Yes.\And then... response:	Aren't you quite prevalent today, Dai-sen? Carrying around such a marvellous lunch box...
context: I'm sorry, I had to go pick this up at the student council room.\It wouldn't fit in a locker.\W-What is that?\Could it be...\A-A lunch box?\Yes.\And then...\Aren't you quite prevalent today, Dai-sen? Carrying around such a marvellous lunch box... response:	Hey, Haruta, it's not nice to laugh at someone's lunch box -
context: It wouldn't fit in a locker.\W-What is that?\Could it be...\A-A lunch box?\Yes.\And then...\Aren't you quite prevalent today, Dai-sen? Carrying around such a marvellous lunch box...\Hey, Haruta, it's not nice to laugh at someone's lunch box - response:	A manga lunch box?
context: W-What is that?\Could it be...\A-A lunch box?\Yes.\And then...\Aren't you quite prevalent today, Dai-sen? Carrying around such a marvellous lunch box...\Hey, Haruta, it's not nice to laugh at someone's lunch box -\A manga lunch box? response:	No, a 2D lunch box!
context: Could it be...\A-A lunch box?\Yes.\And then...\Aren't you quite prevalent today, Dai-sen? Carrying around such a marvellous lunch box...\Hey, Haruta, it's not nice to laugh at someone's lunch box -\A manga lunch box?\No, a 2D lunch box! response:	The inside is just as amazing!
context: A-A lunch box?\Yes.\And then...\Aren't you quite prevalent today, Dai-sen? Carrying around such a marvellous lunch box...\Hey, Haruta, it's not nice to laugh at someone's lunch box -\A manga lunch box?\No, a 2D lunch box!\The inside is just as amazing! response:	What is this uproar about?
context: Yes.\And then...\Aren't you quite prevalent today, Dai-sen? Carrying around such a marvellous lunch box...\Hey, Haruta, it's not nice to laugh at someone's lunch box -\A manga lunch box?\No, a 2D lunch box!\The inside is just as amazing!\What is this uproar about? response:	Minori!
context: And then...\Aren't you quite prevalent today, Dai-sen? Carrying around such a marvellous lunch box...\Hey, Haruta, it's not nice to laugh at someone's lunch box -\A manga lunch box?\No, a 2D lunch box!\The inside is just as amazing!\What is this uproar about?\Minori! response:	What is this?
context: Aren't you quite prevalent today, Dai-sen? Carrying around such a marvellous lunch box...\Hey, Haruta, it's not nice to laugh at someone's lunch box -\A manga lunch box?\No, a 2D lunch box!\The inside is just as amazing!\What is this uproar about?\Minori!\What is this? response:	Maruo is having a feast!
context: Hey, Haruta, it's not nice to laugh at someone's lunch box -\A manga lunch box?\No, a 2D lunch box!\The inside is just as amazing!\What is this uproar about?\Minori!\What is this?\Maruo is having a feast! response:	What kind of a party is it?
context: A manga lunch box?\No, a 2D lunch box!\The inside is just as amazing!\What is this uproar about?\Minori!\What is this?\Maruo is having a feast!\What kind of a party is it? response:	Whoa, lobsters' antennae are so long.
context: No, a 2D lunch box!\The inside is just as amazing!\What is this uproar about?\Minori!\What is this?\Maruo is having a feast!\What kind of a party is it?\Whoa, lobsters' antennae are so long. response:	C-Could this 39 possibly mean...
context: The inside is just as amazing!\What is this uproar about?\Minori!\What is this?\Maruo is having a feast!\What kind of a party is it?\Whoa, lobsters' antennae are so long.\C-Could this 39 possibly mean... response:	Is it saku from Yuusaku?
context: What is this uproar about?\Minori!\What is this?\Maruo is having a feast!\What kind of a party is it?\Whoa, lobsters' antennae are so long.\C-Could this 39 possibly mean...\Is it saku from Yuusaku? response:	TL Note: 39 can be read saku.
context: Minori!\What is this?\Maruo is having a feast!\What kind of a party is it?\Whoa, lobsters' antennae are so long.\C-Could this 39 possibly mean...\Is it saku from Yuusaku?\TL Note: 39 can be read saku. response:	Exactly!
context: What is this?\Maruo is having a feast!\What kind of a party is it?\Whoa, lobsters' antennae are so long.\C-Could this 39 possibly mean...\Is it saku from Yuusaku?\TL Note: 39 can be read saku.\Exactly! response:	Yuusaku, this is just your grandmother's lunch box, right?
context: Maruo is having a feast!\What kind of a party is it?\Whoa, lobsters' antennae are so long.\C-Could this 39 possibly mean...\Is it saku from Yuusaku?\TL Note: 39 can be read saku.\Exactly!\Yuusaku, this is just your grandmother's lunch box, right? response:	Huh?
context: What kind of a party is it?\Whoa, lobsters' antennae are so long.\C-Could this 39 possibly mean...\Is it saku from Yuusaku?\TL Note: 39 can be read saku.\Exactly!\Yuusaku, this is just your grandmother's lunch box, right?\Huh? response:	Is this your grandmother's handmade lunch box?
context: Whoa, lobsters' antennae are so long.\C-Could this 39 possibly mean...\Is it saku from Yuusaku?\TL Note: 39 can be read saku.\Exactly!\Yuusaku, this is just your grandmother's lunch box, right?\Huh?\Is this your grandmother's handmade lunch box? response:	Yes.
context: C-Could this 39 possibly mean...\Is it saku from Yuusaku?\TL Note: 39 can be read saku.\Exactly!\Yuusaku, this is just your grandmother's lunch box, right?\Huh?\Is this your grandmother's handmade lunch box?\Yes. response:	My parents went to Guam on a company outing.
context: Is it saku from Yuusaku?\TL Note: 39 can be read saku.\Exactly!\Yuusaku, this is just your grandmother's lunch box, right?\Huh?\Is this your grandmother's handmade lunch box?\Yes.\My parents went to Guam on a company outing. response:	In the meantime my grandmother came over.
context: TL Note: 39 can be read saku.\Exactly!\Yuusaku, this is just your grandmother's lunch box, right?\Huh?\Is this your grandmother's handmade lunch box?\Yes.\My parents went to Guam on a company outing.\In the meantime my grandmother came over. response:	Is this handmade?
context: Exactly!\Yuusaku, this is just your grandmother's lunch box, right?\Huh?\Is this your grandmother's handmade lunch box?\Yes.\My parents went to Guam on a company outing.\In the meantime my grandmother came over.\Is this handmade? response:	This quality?
context: Yuusaku, this is just your grandmother's lunch box, right?\Huh?\Is this your grandmother's handmade lunch box?\Yes.\My parents went to Guam on a company outing.\In the meantime my grandmother came over.\Is this handmade?\This quality? response:	Then she went all out and made what you see here.
context: Huh?\Is this your grandmother's handmade lunch box?\Yes.\My parents went to Guam on a company outing.\In the meantime my grandmother came over.\Is this handmade?\This quality?\Then she went all out and made what you see here. response:	She really loves her grandchild.
context: Is this your grandmother's handmade lunch box?\Yes.\My parents went to Guam on a company outing.\In the meantime my grandmother came over.\Is this handmade?\This quality?\Then she went all out and made what you see here.\She really loves her grandchild. response:	I'm thankful for the thought, but she overdid it.
context: Yes.\My parents went to Guam on a company outing.\In the meantime my grandmother came over.\Is this handmade?\This quality?\Then she went all out and made what you see here.\She really loves her grandchild.\I'm thankful for the thought, but she overdid it. response:	Which means, I thought of having everyone help me.
context: My parents went to Guam on a company outing.\In the meantime my grandmother came over.\Is this handmade?\This quality?\Then she went all out and made what you see here.\She really loves her grandchild.\I'm thankful for the thought, but she overdid it.\Which means, I thought of having everyone help me. response:	Huh?
context: In the meantime my grandmother came over.\Is this handmade?\This quality?\Then she went all out and made what you see here.\She really loves her grandchild.\I'm thankful for the thought, but she overdid it.\Which means, I thought of having everyone help me.\Huh? response:	Is it okay to eat it?
context: Is this handmade?\This quality?\Then she went all out and made what you see here.\She really loves her grandchild.\I'm thankful for the thought, but she overdid it.\Which means, I thought of having everyone help me.\Huh?\Is it okay to eat it? response:	Really?!
context: This quality?\Then she went all out and made what you see here.\She really loves her grandchild.\I'm thankful for the thought, but she overdid it.\Which means, I thought of having everyone help me.\Huh?\Is it okay to eat it?\Really?! response:	Of course!
context: Then she went all out and made what you see here.\She really loves her grandchild.\I'm thankful for the thought, but she overdid it.\Which means, I thought of having everyone help me.\Huh?\Is it okay to eat it?\Really?!\Of course! response:	It would be saddening for my grandmother if I had leftovers.
context: She really loves her grandchild.\I'm thankful for the thought, but she overdid it.\Which means, I thought of having everyone help me.\Huh?\Is it okay to eat it?\Really?!\Of course!\It would be saddening for my grandmother if I had leftovers. response:	I think the girls prefer this.
context: I'm thankful for the thought, but she overdid it.\Which means, I thought of having everyone help me.\Huh?\Is it okay to eat it?\Really?!\Of course!\It would be saddening for my grandmother if I had leftovers.\I think the girls prefer this. response:	I'm digging in!
context: Which means, I thought of having everyone help me.\Huh?\Is it okay to eat it?\Really?!\Of course!\It would be saddening for my grandmother if I had leftovers.\I think the girls prefer this.\I'm digging in! response:	What's this?
context: Huh?\Is it okay to eat it?\Really?!\Of course!\It would be saddening for my grandmother if I had leftovers.\I think the girls prefer this.\I'm digging in!\What's this? response:	It's nice!
context: Is it okay to eat it?\Really?!\Of course!\It would be saddening for my grandmother if I had leftovers.\I think the girls prefer this.\I'm digging in!\What's this?\It's nice! response:	It's delicious!
context: Really?!\Of course!\It would be saddening for my grandmother if I had leftovers.\I think the girls prefer this.\I'm digging in!\What's this?\It's nice!\It's delicious! response:	As expected from Yuusaku's grandmother.
context: Of course!\It would be saddening for my grandmother if I had leftovers.\I think the girls prefer this.\I'm digging in!\What's this?\It's nice!\It's delicious!\As expected from Yuusaku's grandmother. response:	It's good!
context: It would be saddening for my grandmother if I had leftovers.\I think the girls prefer this.\I'm digging in!\What's this?\It's nice!\It's delicious!\As expected from Yuusaku's grandmother.\It's good! response:	This is nice for a dessert!
context: I think the girls prefer this.\I'm digging in!\What's this?\It's nice!\It's delicious!\As expected from Yuusaku's grandmother.\It's good!\This is nice for a dessert! response:	What's wrong?
context: I'm digging in!\What's this?\It's nice!\It's delicious!\As expected from Yuusaku's grandmother.\It's good!\This is nice for a dessert!\What's wrong? response:	You should also eat, Takasu.
context: What's this?\It's nice!\It's delicious!\As expected from Yuusaku's grandmother.\It's good!\This is nice for a dessert!\What's wrong?\You should also eat, Takasu. response:	O-Okay.
context: It's nice!\It's delicious!\As expected from Yuusaku's grandmother.\It's good!\This is nice for a dessert!\What's wrong?\You should also eat, Takasu.\O-Okay. response:	T-Then I'll have this fried...
context: It's delicious!\As expected from Yuusaku's grandmother.\It's good!\This is nice for a dessert!\What's wrong?\You should also eat, Takasu.\O-Okay.\T-Then I'll have this fried... response:	Taiga?
context: As expected from Yuusaku's grandmother.\It's good!\This is nice for a dessert!\What's wrong?\You should also eat, Takasu.\O-Okay.\T-Then I'll have this fried...\Taiga? response:	What's wrong, Aisaka?
context: It's good!\This is nice for a dessert!\What's wrong?\You should also eat, Takasu.\O-Okay.\T-Then I'll have this fried...\Taiga?\What's wrong, Aisaka? response:	No need to hold back.
context: This is nice for a dessert!\What's wrong?\You should also eat, Takasu.\O-Okay.\T-Then I'll have this fried...\Taiga?\What's wrong, Aisaka?\No need to hold back. response:	T-Then I'd like to eat the lobster.
context: What's wrong?\You should also eat, Takasu.\O-Okay.\T-Then I'll have this fried...\Taiga?\What's wrong, Aisaka?\No need to hold back.\T-Then I'd like to eat the lobster. response:	You're amazing!
context: You should also eat, Takasu.\O-Okay.\T-Then I'll have this fried...\Taiga?\What's wrong, Aisaka?\No need to hold back.\T-Then I'd like to eat the lobster.\You're amazing! response:	What's with that nonchalantness of yours?
context: O-Okay.\T-Then I'll have this fried...\Taiga?\What's wrong, Aisaka?\No need to hold back.\T-Then I'd like to eat the lobster.\You're amazing!\What's with that nonchalantness of yours? response:	Just when I thought you were hesitating,
context: T-Then I'll have this fried...\Taiga?\What's wrong, Aisaka?\No need to hold back.\T-Then I'd like to eat the lobster.\You're amazing!\What's with that nonchalantness of yours?\Just when I thought you were hesitating, response:	you want to eat the centrepiece!
context: Taiga?\What's wrong, Aisaka?\No need to hold back.\T-Then I'd like to eat the lobster.\You're amazing!\What's with that nonchalantness of yours?\Just when I thought you were hesitating,\you want to eat the centrepiece! response:	It has nothing to do with you!
context: What's wrong, Aisaka?\No need to hold back.\T-Then I'd like to eat the lobster.\You're amazing!\What's with that nonchalantness of yours?\Just when I thought you were hesitating,\you want to eat the centrepiece!\It has nothing to do with you! response:	No, but...
context: No need to hold back.\T-Then I'd like to eat the lobster.\You're amazing!\What's with that nonchalantness of yours?\Just when I thought you were hesitating,\you want to eat the centrepiece!\It has nothing to do with you!\No, but... response:	I'm fine with that!
context: T-Then I'd like to eat the lobster.\You're amazing!\What's with that nonchalantness of yours?\Just when I thought you were hesitating,\you want to eat the centrepiece!\It has nothing to do with you!\No, but...\I'm fine with that! response:	Eat as much as you can!
context: You're amazing!\What's with that nonchalantness of yours?\Just when I thought you were hesitating,\you want to eat the centrepiece!\It has nothing to do with you!\No, but...\I'm fine with that!\Eat as much as you can! response:	It's so good!
context: What's with that nonchalantness of yours?\Just when I thought you were hesitating,\you want to eat the centrepiece!\It has nothing to do with you!\No, but...\I'm fine with that!\Eat as much as you can!\It's so good! response:	It tastes luxurious!
context: Just when I thought you were hesitating,\you want to eat the centrepiece!\It has nothing to do with you!\No, but...\I'm fine with that!\Eat as much as you can!\It's so good!\It tastes luxurious! response:	I'm so so happy!
context: you want to eat the centrepiece!\It has nothing to do with you!\No, but...\I'm fine with that!\Eat as much as you can!\It's so good!\It tastes luxurious!\I'm so so happy! response:	What about your own lunch box?
context: It has nothing to do with you!\No, but...\I'm fine with that!\Eat as much as you can!\It's so good!\It tastes luxurious!\I'm so so happy!\What about your own lunch box? response:	I ate it, of course!
context: No, but...\I'm fine with that!\Eat as much as you can!\It's so good!\It tastes luxurious!\I'm so so happy!\What about your own lunch box?\I ate it, of course! response:	But the lobster is my dessert!
context: I'm fine with that!\Eat as much as you can!\It's so good!\It tastes luxurious!\I'm so so happy!\What about your own lunch box?\I ate it, of course!\But the lobster is my dessert! response:	This lobster is so nice!
context: Eat as much as you can!\It's so good!\It tastes luxurious!\I'm so so happy!\What about your own lunch box?\I ate it, of course!\But the lobster is my dessert!\This lobster is so nice! response:	It doesn't just look good!
context: It's so good!\It tastes luxurious!\I'm so so happy!\What about your own lunch box?\I ate it, of course!\But the lobster is my dessert!\This lobster is so nice!\It doesn't just look good! response:	The taste is perfect as well!
context: It tastes luxurious!\I'm so so happy!\What about your own lunch box?\I ate it, of course!\But the lobster is my dessert!\This lobster is so nice!\It doesn't just look good!\The taste is perfect as well! response:	Takasu!
context: I'm so so happy!\What about your own lunch box?\I ate it, of course!\But the lobster is my dessert!\This lobster is so nice!\It doesn't just look good!\The taste is perfect as well!\Takasu! response:	Can I take a picture of your lunch box with my phone?
context: What about your own lunch box?\I ate it, of course!\But the lobster is my dessert!\This lobster is so nice!\It doesn't just look good!\The taste is perfect as well!\Takasu!\Can I take a picture of your lunch box with my phone? response:	I want to show my grandmother what a normal lunch box looks like.
context: I ate it, of course!\But the lobster is my dessert!\This lobster is so nice!\It doesn't just look good!\The taste is perfect as well!\Takasu!\Can I take a picture of your lunch box with my phone?\I want to show my grandmother what a normal lunch box looks like. response:	Eh, uh, I was busy this morning, so I made a plain one -
