context: = LOGO START = response:	= LOGO END =
context: Wolf and Endless Tears\They can't overturn the decision they made, can they?\Of course not.\The authority of the meeting rides on the resolution they came to.\The merchants from outside the city have already broken in.\They're spilling blood trying to stop the uprising, but it's probably pointless.\What about our fur dealings?\The decision made at the meeting was as my sources suggested. response:	Assuming it's enacted, we'll definitely be able to make the trade.
context: They can't overturn the decision they made, can they?\Of course not.\The authority of the meeting rides on the resolution they came to.\The merchants from outside the city have already broken in.\They're spilling blood trying to stop the uprising, but it's probably pointless.\What about our fur dealings?\The decision made at the meeting was as my sources suggested.\Assuming it's enacted, we'll definitely be able to make the trade. response:	What do we do now?
context: Of course not.\The authority of the meeting rides on the resolution they came to.\The merchants from outside the city have already broken in.\They're spilling blood trying to stop the uprising, but it's probably pointless.\What about our fur dealings?\The decision made at the meeting was as my sources suggested.\Assuming it's enacted, we'll definitely be able to make the trade.\What do we do now? response:	Leave the cash for later and go get the furs now?
context: The authority of the meeting rides on the resolution they came to.\The merchants from outside the city have already broken in.\They're spilling blood trying to stop the uprising, but it's probably pointless.\What about our fur dealings?\The decision made at the meeting was as my sources suggested.\Assuming it's enacted, we'll definitely be able to make the trade.\What do we do now?\Leave the cash for later and go get the furs now? response:	I don't want to give them room for excuses.
context: The merchants from outside the city have already broken in.\They're spilling blood trying to stop the uprising, but it's probably pointless.\What about our fur dealings?\The decision made at the meeting was as my sources suggested.\Assuming it's enacted, we'll definitely be able to make the trade.\What do we do now?\Leave the cash for later and go get the furs now?\I don't want to give them room for excuses. response:	We need to have the cash prepared to negotiate.
context: They're spilling blood trying to stop the uprising, but it's probably pointless.\What about our fur dealings?\The decision made at the meeting was as my sources suggested.\Assuming it's enacted, we'll definitely be able to make the trade.\What do we do now?\Leave the cash for later and go get the furs now?\I don't want to give them room for excuses.\We need to have the cash prepared to negotiate. response:	Go to the Derrink company and bring back the cash.
context: What about our fur dealings?\The decision made at the meeting was as my sources suggested.\Assuming it's enacted, we'll definitely be able to make the trade.\What do we do now?\Leave the cash for later and go get the furs now?\I don't want to give them room for excuses.\We need to have the cash prepared to negotiate.\Go to the Derrink company and bring back the cash. response:	I'll go ready the boat.
context: The decision made at the meeting was as my sources suggested.\Assuming it's enacted, we'll definitely be able to make the trade.\What do we do now?\Leave the cash for later and go get the furs now?\I don't want to give them room for excuses.\We need to have the cash prepared to negotiate.\Go to the Derrink company and bring back the cash.\I'll go ready the boat. response:	We have to outmaneuver this many people.
context: Assuming it's enacted, we'll definitely be able to make the trade.\What do we do now?\Leave the cash for later and go get the furs now?\I don't want to give them room for excuses.\We need to have the cash prepared to negotiate.\Go to the Derrink company and bring back the cash.\I'll go ready the boat.\We have to outmaneuver this many people. response:	We can't simply charge into things.
context: What do we do now?\Leave the cash for later and go get the furs now?\I don't want to give them room for excuses.\We need to have the cash prepared to negotiate.\Go to the Derrink company and bring back the cash.\I'll go ready the boat.\We have to outmaneuver this many people.\We can't simply charge into things. response:	Let's regroup at the inn.
context: Leave the cash for later and go get the furs now?\I don't want to give them room for excuses.\We need to have the cash prepared to negotiate.\Go to the Derrink company and bring back the cash.\I'll go ready the boat.\We have to outmaneuver this many people.\We can't simply charge into things.\Let's regroup at the inn. response:	I want to take on the fur negotiations only after we're fully prepared.
context: I don't want to give them room for excuses.\We need to have the cash prepared to negotiate.\Go to the Derrink company and bring back the cash.\I'll go ready the boat.\We have to outmaneuver this many people.\We can't simply charge into things.\Let's regroup at the inn.\I want to take on the fur negotiations only after we're fully prepared. response:	Understood.
context: We need to have the cash prepared to negotiate.\Go to the Derrink company and bring back the cash.\I'll go ready the boat.\We have to outmaneuver this many people.\We can't simply charge into things.\Let's regroup at the inn.\I want to take on the fur negotiations only after we're fully prepared.\Understood. response:	We'd better get going too.
context: Go to the Derrink company and bring back the cash.\I'll go ready the boat.\We have to outmaneuver this many people.\We can't simply charge into things.\Let's regroup at the inn.\I want to take on the fur negotiations only after we're fully prepared.\Understood.\We'd better get going too. response:	What are you hiding?
context: I'll go ready the boat.\We have to outmaneuver this many people.\We can't simply charge into things.\Let's regroup at the inn.\I want to take on the fur negotiations only after we're fully prepared.\Understood.\We'd better get going too.\What are you hiding? response:	You've realized how dangerous this plan is.
context: We have to outmaneuver this many people.\We can't simply charge into things.\Let's regroup at the inn.\I want to take on the fur negotiations only after we're fully prepared.\Understood.\We'd better get going too.\What are you hiding?\You've realized how dangerous this plan is. response:	Am I wrong?
context: We can't simply charge into things.\Let's regroup at the inn.\I want to take on the fur negotiations only after we're fully prepared.\Understood.\We'd better get going too.\What are you hiding?\You've realized how dangerous this plan is.\Am I wrong? response:	You're not.
context: Let's regroup at the inn.\I want to take on the fur negotiations only after we're fully prepared.\Understood.\We'd better get going too.\What are you hiding?\You've realized how dangerous this plan is.\Am I wrong?\You're not. response:	But this deal is worth it despite the risks.
context: I want to take on the fur negotiations only after we're fully prepared.\Understood.\We'd better get going too.\What are you hiding?\You've realized how dangerous this plan is.\Am I wrong?\You're not.\But this deal is worth it despite the risks. response:	So, what are you hiding?
context: Understood.\We'd better get going too.\What are you hiding?\You've realized how dangerous this plan is.\Am I wrong?\You're not.\But this deal is worth it despite the risks.\So, what are you hiding? response:	I don't want to say.
context: We'd better get going too.\What are you hiding?\You've realized how dangerous this plan is.\Am I wrong?\You're not.\But this deal is worth it despite the risks.\So, what are you hiding?\I don't want to say. response:	What do you mean?
context: What are you hiding?\You've realized how dangerous this plan is.\Am I wrong?\You're not.\But this deal is worth it despite the risks.\So, what are you hiding?\I don't want to say.\What do you mean? response:	You'll stop me if I do.
context: You've realized how dangerous this plan is.\Am I wrong?\You're not.\But this deal is worth it despite the risks.\So, what are you hiding?\I don't want to say.\What do you mean?\You'll stop me if I do. response:	Try me.
context: Am I wrong?\You're not.\But this deal is worth it despite the risks.\So, what are you hiding?\I don't want to say.\What do you mean?\You'll stop me if I do.\Try me. response:	If the deal goes well and I become a successful merchant,
context: You're not.\But this deal is worth it despite the risks.\So, what are you hiding?\I don't want to say.\What do you mean?\You'll stop me if I do.\Try me.\If the deal goes well and I become a successful merchant, response:	you'll congratulate me then bid me farewell.
context: But this deal is worth it despite the risks.\So, what are you hiding?\I don't want to say.\What do you mean?\You'll stop me if I do.\Try me.\If the deal goes well and I become a successful merchant,\you'll congratulate me then bid me farewell. response:	And if the deal goes bad, you wouldn't stand being sold,
context: So, what are you hiding?\I don't want to say.\What do you mean?\You'll stop me if I do.\Try me.\If the deal goes well and I become a successful merchant,\you'll congratulate me then bid me farewell.\And if the deal goes bad, you wouldn't stand being sold, response:	so you'd transform into a wolf and abandon your useless companion so you could return home.
context: I don't want to say.\What do you mean?\You'll stop me if I do.\Try me.\If the deal goes well and I become a successful merchant,\you'll congratulate me then bid me farewell.\And if the deal goes bad, you wouldn't stand being sold,\so you'd transform into a wolf and abandon your useless companion so you could return home. response:	In other words,
context: What do you mean?\You'll stop me if I do.\Try me.\If the deal goes well and I become a successful merchant,\you'll congratulate me then bid me farewell.\And if the deal goes bad, you wouldn't stand being sold,\so you'd transform into a wolf and abandon your useless companion so you could return home.\In other words, response:	the only way I can continue traveling with you is to throw away this chance.
context: You'll stop me if I do.\Try me.\If the deal goes well and I become a successful merchant,\you'll congratulate me then bid me farewell.\And if the deal goes bad, you wouldn't stand being sold,\so you'd transform into a wolf and abandon your useless companion so you could return home.\In other words,\the only way I can continue traveling with you is to throw away this chance. response:	I'm sure you're going to tell me,
context: Try me.\If the deal goes well and I become a successful merchant,\you'll congratulate me then bid me farewell.\And if the deal goes bad, you wouldn't stand being sold,\so you'd transform into a wolf and abandon your useless companion so you could return home.\In other words,\the only way I can continue traveling with you is to throw away this chance.\I'm sure you're going to tell me, response:	Don't throw it all away
context: If the deal goes well and I become a successful merchant,\you'll congratulate me then bid me farewell.\And if the deal goes bad, you wouldn't stand being sold,\so you'd transform into a wolf and abandon your useless companion so you could return home.\In other words,\the only way I can continue traveling with you is to throw away this chance.\I'm sure you're going to tell me,\Don't throw it all away response:	just to gamble on a single thread of hope.
context: you'll congratulate me then bid me farewell.\And if the deal goes bad, you wouldn't stand being sold,\so you'd transform into a wolf and abandon your useless companion so you could return home.\In other words,\the only way I can continue traveling with you is to throw away this chance.\I'm sure you're going to tell me,\Don't throw it all away\just to gamble on a single thread of hope. response:	That's why I didn't want to say.
context: And if the deal goes bad, you wouldn't stand being sold,\so you'd transform into a wolf and abandon your useless companion so you could return home.\In other words,\the only way I can continue traveling with you is to throw away this chance.\I'm sure you're going to tell me,\Don't throw it all away\just to gamble on a single thread of hope.\That's why I didn't want to say. response:	Is that what you really think?
context: so you'd transform into a wolf and abandon your useless companion so you could return home.\In other words,\the only way I can continue traveling with you is to throw away this chance.\I'm sure you're going to tell me,\Don't throw it all away\just to gamble on a single thread of hope.\That's why I didn't want to say.\Is that what you really think? response:	Yes.
context: In other words,\the only way I can continue traveling with you is to throw away this chance.\I'm sure you're going to tell me,\Don't throw it all away\just to gamble on a single thread of hope.\That's why I didn't want to say.\Is that what you really think?\Yes. response:	That I'd be happy with that?
context: the only way I can continue traveling with you is to throw away this chance.\I'm sure you're going to tell me,\Don't throw it all away\just to gamble on a single thread of hope.\That's why I didn't want to say.\Is that what you really think?\Yes.\That I'd be happy with that? response:	Yes.
context: I'm sure you're going to tell me,\Don't throw it all away\just to gamble on a single thread of hope.\That's why I didn't want to say.\Is that what you really think?\Yes.\That I'd be happy with that?\Yes. response:	I won't say I'm happy.
context: Don't throw it all away\just to gamble on a single thread of hope.\That's why I didn't want to say.\Is that what you really think?\Yes.\That I'd be happy with that?\Yes.\I won't say I'm happy. response:	But I definitely won't say I'm sorry.
context: just to gamble on a single thread of hope.\That's why I didn't want to say.\Is that what you really think?\Yes.\That I'd be happy with that?\Yes.\I won't say I'm happy.\But I definitely won't say I'm sorry. response:	With this, our chances of traveling together any farther have completely vanished.
context: That's why I didn't want to say.\Is that what you really think?\Yes.\That I'd be happy with that?\Yes.\I won't say I'm happy.\But I definitely won't say I'm sorry.\With this, our chances of traveling together any farther have completely vanished. response:	This is what you wished for, right?
context: Is that what you really think?\Yes.\That I'd be happy with that?\Yes.\I won't say I'm happy.\But I definitely won't say I'm sorry.\With this, our chances of traveling together any farther have completely vanished.\This is what you wished for, right? response:	I will remember you as a calculating, cool-headed merchant.
context: Yes.\That I'd be happy with that?\Yes.\I won't say I'm happy.\But I definitely won't say I'm sorry.\With this, our chances of traveling together any farther have completely vanished.\This is what you wished for, right?\I will remember you as a calculating, cool-headed merchant. response:	Shall we go?
context: That I'd be happy with that?\Yes.\I won't say I'm happy.\But I definitely won't say I'm sorry.\With this, our chances of traveling together any farther have completely vanished.\This is what you wished for, right?\I will remember you as a calculating, cool-headed merchant.\Shall we go? response:	There's definitely no God in this world.
context: Yes.\I won't say I'm happy.\But I definitely won't say I'm sorry.\With this, our chances of traveling together any farther have completely vanished.\This is what you wished for, right?\I will remember you as a calculating, cool-headed merchant.\Shall we go?\There's definitely no God in this world. response:	Yeah.
context: I won't say I'm happy.\But I definitely won't say I'm sorry.\With this, our chances of traveling together any farther have completely vanished.\This is what you wished for, right?\I will remember you as a calculating, cool-headed merchant.\Shall we go?\There's definitely no God in this world.\Yeah. response:	If there is an all-powerful God like they say,
context: But I definitely won't say I'm sorry.\With this, our chances of traveling together any farther have completely vanished.\This is what you wished for, right?\I will remember you as a calculating, cool-headed merchant.\Shall we go?\There's definitely no God in this world.\Yeah.\If there is an all-powerful God like they say, response:	why does he let us suffer so much?
context: With this, our chances of traveling together any farther have completely vanished.\This is what you wished for, right?\I will remember you as a calculating, cool-headed merchant.\Shall we go?\There's definitely no God in this world.\Yeah.\If there is an all-powerful God like they say,\why does he let us suffer so much? response:	That's true.
context: This is what you wished for, right?\I will remember you as a calculating, cool-headed merchant.\Shall we go?\There's definitely no God in this world.\Yeah.\If there is an all-powerful God like they say,\why does he let us suffer so much?\That's true. response:	Have you confirmed the sum?
context: I will remember you as a calculating, cool-headed merchant.\Shall we go?\There's definitely no God in this world.\Yeah.\If there is an all-powerful God like they say,\why does he let us suffer so much?\That's true.\Have you confirmed the sum? response:	Yes.
context: Shall we go?\There's definitely no God in this world.\Yeah.\If there is an all-powerful God like they say,\why does he let us suffer so much?\That's true.\Have you confirmed the sum?\Yes. response:	If you manage to profit from this, I'll be getting special wine, right?
context: There's definitely no God in this world.\Yeah.\If there is an all-powerful God like they say,\why does he let us suffer so much?\That's true.\Have you confirmed the sum?\Yes.\If you manage to profit from this, I'll be getting special wine, right? response:	Yes, of course.
context: Yeah.\If there is an all-powerful God like they say,\why does he let us suffer so much?\That's true.\Have you confirmed the sum?\Yes.\If you manage to profit from this, I'll be getting special wine, right?\Yes, of course. response:	The next time I meet you, as a successful merchant.
context: If there is an all-powerful God like they say,\why does he let us suffer so much?\That's true.\Have you confirmed the sum?\Yes.\If you manage to profit from this, I'll be getting special wine, right?\Yes, of course.\The next time I meet you, as a successful merchant. response:	It wouldn't do for my companion to be a worthless merchant.
context: why does he let us suffer so much?\That's true.\Have you confirmed the sum?\Yes.\If you manage to profit from this, I'll be getting special wine, right?\Yes, of course.\The next time I meet you, as a successful merchant.\It wouldn't do for my companion to be a worthless merchant. response:	Is this really alright?
context: That's true.\Have you confirmed the sum?\Yes.\If you manage to profit from this, I'll be getting special wine, right?\Yes, of course.\The next time I meet you, as a successful merchant.\It wouldn't do for my companion to be a worthless merchant.\Is this really alright? response:	Did I really make the right choice?
context: Have you confirmed the sum?\Yes.\If you manage to profit from this, I'll be getting special wine, right?\Yes, of course.\The next time I meet you, as a successful merchant.\It wouldn't do for my companion to be a worthless merchant.\Is this really alright?\Did I really make the right choice? response:	No, there isn't any other choice as a merchant.
context: Yes.\If you manage to profit from this, I'll be getting special wine, right?\Yes, of course.\The next time I meet you, as a successful merchant.\It wouldn't do for my companion to be a worthless merchant.\Is this really alright?\Did I really make the right choice?\No, there isn't any other choice as a merchant. response:	The profit lying before me is beyond my wildest dreams.
context: If you manage to profit from this, I'll be getting special wine, right?\Yes, of course.\The next time I meet you, as a successful merchant.\It wouldn't do for my companion to be a worthless merchant.\Is this really alright?\Did I really make the right choice?\No, there isn't any other choice as a merchant.\The profit lying before me is beyond my wildest dreams. response:	So why?
context: Yes, of course.\The next time I meet you, as a successful merchant.\It wouldn't do for my companion to be a worthless merchant.\Is this really alright?\Did I really make the right choice?\No, there isn't any other choice as a merchant.\The profit lying before me is beyond my wildest dreams.\So why? response:	Why don't I feel happy at all?
context: The next time I meet you, as a successful merchant.\It wouldn't do for my companion to be a worthless merchant.\Is this really alright?\Did I really make the right choice?\No, there isn't any other choice as a merchant.\The profit lying before me is beyond my wildest dreams.\So why?\Why don't I feel happy at all? response:	Abe.
context: It wouldn't do for my companion to be a worthless merchant.\Is this really alright?\Did I really make the right choice?\No, there isn't any other choice as a merchant.\The profit lying before me is beyond my wildest dreams.\So why?\Why don't I feel happy at all?\Abe. response:	I got the capital.
context: Is this really alright?\Did I really make the right choice?\No, there isn't any other choice as a merchant.\The profit lying before me is beyond my wildest dreams.\So why?\Why don't I feel happy at all?\Abe.\I got the capital. response:	Verify it.
context: Did I really make the right choice?\No, there isn't any other choice as a merchant.\The profit lying before me is beyond my wildest dreams.\So why?\Why don't I feel happy at all?\Abe.\I got the capital.\Verify it. response:	No need.
context: No, there isn't any other choice as a merchant.\The profit lying before me is beyond my wildest dreams.\So why?\Why don't I feel happy at all?\Abe.\I got the capital.\Verify it.\No need. response:	I trust you.
context: The profit lying before me is beyond my wildest dreams.\So why?\Why don't I feel happy at all?\Abe.\I got the capital.\Verify it.\No need.\I trust you. response:	Let's hurry.
context: So why?\Why don't I feel happy at all?\Abe.\I got the capital.\Verify it.\No need.\I trust you.\Let's hurry. response:	I found a vessel that had the value of its goods haggled down because of the fur issue.
context: Why don't I feel happy at all?\Abe.\I got the capital.\Verify it.\No need.\I trust you.\Let's hurry.\I found a vessel that had the value of its goods haggled down because of the fur issue. response:	The captain said he'd sail out even if the military was blockading the river, as long as we pay well.
context: Abe.\I got the capital.\Verify it.\No need.\I trust you.\Let's hurry.\I found a vessel that had the value of its goods haggled down because of the fur issue.\The captain said he'd sail out even if the military was blockading the river, as long as we pay well. response:	There's no way those merchants will say no when we show them these gold coins.
context: I got the capital.\Verify it.\No need.\I trust you.\Let's hurry.\I found a vessel that had the value of its goods haggled down because of the fur issue.\The captain said he'd sail out even if the military was blockading the river, as long as we pay well.\There's no way those merchants will say no when we show them these gold coins. response:	Their eyes will stick to them, and they'll agree to anything even if they don't want to.
context: Verify it.\No need.\I trust you.\Let's hurry.\I found a vessel that had the value of its goods haggled down because of the fur issue.\The captain said he'd sail out even if the military was blockading the river, as long as we pay well.\There's no way those merchants will say no when we show them these gold coins.\Their eyes will stick to them, and they'll agree to anything even if they don't want to. response:	I can almost see it.
context: No need.\I trust you.\Let's hurry.\I found a vessel that had the value of its goods haggled down because of the fur issue.\The captain said he'd sail out even if the military was blockading the river, as long as we pay well.\There's no way those merchants will say no when we show them these gold coins.\Their eyes will stick to them, and they'll agree to anything even if they don't want to.\I can almost see it. response:	Then let's go.
context: I trust you.\Let's hurry.\I found a vessel that had the value of its goods haggled down because of the fur issue.\The captain said he'd sail out even if the military was blockading the river, as long as we pay well.\There's no way those merchants will say no when we show them these gold coins.\Their eyes will stick to them, and they'll agree to anything even if they don't want to.\I can almost see it.\Then let's go. response:	This deal is so good it's like a joke.
