context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: The only one who could safely walk in that area is that girl.\You understand what the church thinks about it without me saying anything, right?\If you don't want to get into trouble, don't get yourself involved.\Well...\That fairy, Nora, is a girl you'd like.\Please stop that.\So, is there some place you want the certificate addressed to? Or unsigned?\Yes, please address it to the Remerio Company. response:	Did you marginally buy since you've decided on a place to sell?
context: You understand what the church thinks about it without me saying anything, right?\If you don't want to get into trouble, don't get yourself involved.\Well...\That fairy, Nora, is a girl you'd like.\Please stop that.\So, is there some place you want the certificate addressed to? Or unsigned?\Yes, please address it to the Remerio Company.\Did you marginally buy since you've decided on a place to sell? response:	Yes, what about it?
context: If you don't want to get into trouble, don't get yourself involved.\Well...\That fairy, Nora, is a girl you'd like.\Please stop that.\So, is there some place you want the certificate addressed to? Or unsigned?\Yes, please address it to the Remerio Company.\Did you marginally buy since you've decided on a place to sell?\Yes, what about it? response:	Well, you'll understand when you get there.
context: Well...\That fairy, Nora, is a girl you'd like.\Please stop that.\So, is there some place you want the certificate addressed to? Or unsigned?\Yes, please address it to the Remerio Company.\Did you marginally buy since you've decided on a place to sell?\Yes, what about it?\Well, you'll understand when you get there. response:	Was there a huge price fluctuation or something?
context: That fairy, Nora, is a girl you'd like.\Please stop that.\So, is there some place you want the certificate addressed to? Or unsigned?\Yes, please address it to the Remerio Company.\Did you marginally buy since you've decided on a place to sell?\Yes, what about it?\Well, you'll understand when you get there.\Was there a huge price fluctuation or something? response:	No, don't worry about it.
context: Please stop that.\So, is there some place you want the certificate addressed to? Or unsigned?\Yes, please address it to the Remerio Company.\Did you marginally buy since you've decided on a place to sell?\Yes, what about it?\Well, you'll understand when you get there.\Was there a huge price fluctuation or something?\No, don't worry about it. response:	Since this is about you, I'm sure it'll fall in a good direction.
context: So, is there some place you want the certificate addressed to? Or unsigned?\Yes, please address it to the Remerio Company.\Did you marginally buy since you've decided on a place to sell?\Yes, what about it?\Well, you'll understand when you get there.\Was there a huge price fluctuation or something?\No, don't worry about it.\Since this is about you, I'm sure it'll fall in a good direction. response:	Okay...
context: Yes, please address it to the Remerio Company.\Did you marginally buy since you've decided on a place to sell?\Yes, what about it?\Well, you'll understand when you get there.\Was there a huge price fluctuation or something?\No, don't worry about it.\Since this is about you, I'm sure it'll fall in a good direction.\Okay... response:	Anyway, it's a bit early for you to have a girl, isn't it?
context: Did you marginally buy since you've decided on a place to sell?\Yes, what about it?\Well, you'll understand when you get there.\Was there a huge price fluctuation or something?\No, don't worry about it.\Since this is about you, I'm sure it'll fall in a good direction.\Okay...\Anyway, it's a bit early for you to have a girl, isn't it? response:	Your earnings will simply vanish in an instant.
context: Yes, what about it?\Well, you'll understand when you get there.\Was there a huge price fluctuation or something?\No, don't worry about it.\Since this is about you, I'm sure it'll fall in a good direction.\Okay...\Anyway, it's a bit early for you to have a girl, isn't it?\Your earnings will simply vanish in an instant. response:	I wouldn't invest in her if there weren't some collateral.
context: Well, you'll understand when you get there.\Was there a huge price fluctuation or something?\No, don't worry about it.\Since this is about you, I'm sure it'll fall in a good direction.\Okay...\Anyway, it's a bit early for you to have a girl, isn't it?\Your earnings will simply vanish in an instant.\I wouldn't invest in her if there weren't some collateral. response:	Well said!
context: Was there a huge price fluctuation or something?\No, don't worry about it.\Since this is about you, I'm sure it'll fall in a good direction.\Okay...\Anyway, it's a bit early for you to have a girl, isn't it?\Your earnings will simply vanish in an instant.\I wouldn't invest in her if there weren't some collateral.\Well said! response:	Here's your certificate.
context: No, don't worry about it.\Since this is about you, I'm sure it'll fall in a good direction.\Okay...\Anyway, it's a bit early for you to have a girl, isn't it?\Your earnings will simply vanish in an instant.\I wouldn't invest in her if there weren't some collateral.\Well said!\Here's your certificate. response:	Thank you.
context: Since this is about you, I'm sure it'll fall in a good direction.\Okay...\Anyway, it's a bit early for you to have a girl, isn't it?\Your earnings will simply vanish in an instant.\I wouldn't invest in her if there weren't some collateral.\Well said!\Here's your certificate.\Thank you. response:	Please wish me luck.
context: Okay...\Anyway, it's a bit early for you to have a girl, isn't it?\Your earnings will simply vanish in an instant.\I wouldn't invest in her if there weren't some collateral.\Well said!\Here's your certificate.\Thank you.\Please wish me luck. response:	Sure.
context: Anyway, it's a bit early for you to have a girl, isn't it?\Your earnings will simply vanish in an instant.\I wouldn't invest in her if there weren't some collateral.\Well said!\Here's your certificate.\Thank you.\Please wish me luck.\Sure. response:	Wolf and Swirling Conspiracy
context: Your earnings will simply vanish in an instant.\I wouldn't invest in her if there weren't some collateral.\Well said!\Here's your certificate.\Thank you.\Please wish me luck.\Sure.\Wolf and Swirling Conspiracy response:	Sorry for the wait, Horo.
context: I wouldn't invest in her if there weren't some collateral.\Well said!\Here's your certificate.\Thank you.\Please wish me luck.\Sure.\Wolf and Swirling Conspiracy\Sorry for the wait, Horo. response:	They were pretty cute.
context: Well said!\Here's your certificate.\Thank you.\Please wish me luck.\Sure.\Wolf and Swirling Conspiracy\Sorry for the wait, Horo.\They were pretty cute. response:	They said that I was a lovely snow flower.
context: Here's your certificate.\Thank you.\Please wish me luck.\Sure.\Wolf and Swirling Conspiracy\Sorry for the wait, Horo.\They were pretty cute.\They said that I was a lovely snow flower. response:	Those kinds of guys are like starving dogs.
context: Thank you.\Please wish me luck.\Sure.\Wolf and Swirling Conspiracy\Sorry for the wait, Horo.\They were pretty cute.\They said that I was a lovely snow flower.\Those kinds of guys are like starving dogs. response:	They'll kidnap you if you give them attention.
context: Please wish me luck.\Sure.\Wolf and Swirling Conspiracy\Sorry for the wait, Horo.\They were pretty cute.\They said that I was a lovely snow flower.\Those kinds of guys are like starving dogs.\They'll kidnap you if you give them attention. response:	If I'm kidnapped, then you just need to save me again.
context: Sure.\Wolf and Swirling Conspiracy\Sorry for the wait, Horo.\They were pretty cute.\They said that I was a lovely snow flower.\Those kinds of guys are like starving dogs.\They'll kidnap you if you give them attention.\If I'm kidnapped, then you just need to save me again. response:	Isn't that right?
context: Wolf and Swirling Conspiracy\Sorry for the wait, Horo.\They were pretty cute.\They said that I was a lovely snow flower.\Those kinds of guys are like starving dogs.\They'll kidnap you if you give them attention.\If I'm kidnapped, then you just need to save me again.\Isn't that right? response:	Yeah, I'll save you again.
context: Sorry for the wait, Horo.\They were pretty cute.\They said that I was a lovely snow flower.\Those kinds of guys are like starving dogs.\They'll kidnap you if you give them attention.\If I'm kidnapped, then you just need to save me again.\Isn't that right?\Yeah, I'll save you again. response:	I was the one who actually saved you, though.
context: They were pretty cute.\They said that I was a lovely snow flower.\Those kinds of guys are like starving dogs.\They'll kidnap you if you give them attention.\If I'm kidnapped, then you just need to save me again.\Isn't that right?\Yeah, I'll save you again.\I was the one who actually saved you, though. response:	Well then...
context: They said that I was a lovely snow flower.\Those kinds of guys are like starving dogs.\They'll kidnap you if you give them attention.\If I'm kidnapped, then you just need to save me again.\Isn't that right?\Yeah, I'll save you again.\I was the one who actually saved you, though.\Well then... response:	I'm not sure what kind of collateral you were expecting, but...
context: Those kinds of guys are like starving dogs.\They'll kidnap you if you give them attention.\If I'm kidnapped, then you just need to save me again.\Isn't that right?\Yeah, I'll save you again.\I was the one who actually saved you, though.\Well then...\I'm not sure what kind of collateral you were expecting, but... response:	How about you start investing now?
context: They'll kidnap you if you give them attention.\If I'm kidnapped, then you just need to save me again.\Isn't that right?\Yeah, I'll save you again.\I was the one who actually saved you, though.\Well then...\I'm not sure what kind of collateral you were expecting, but...\How about you start investing now? response:	You heard?
context: If I'm kidnapped, then you just need to save me again.\Isn't that right?\Yeah, I'll save you again.\I was the one who actually saved you, though.\Well then...\I'm not sure what kind of collateral you were expecting, but...\How about you start investing now?\You heard? response:	Who knew you liked blondes?
context: Isn't that right?\Yeah, I'll save you again.\I was the one who actually saved you, though.\Well then...\I'm not sure what kind of collateral you were expecting, but...\How about you start investing now?\You heard?\Who knew you liked blondes? response:	Do you like that slim look?
context: Yeah, I'll save you again.\I was the one who actually saved you, though.\Well then...\I'm not sure what kind of collateral you were expecting, but...\How about you start investing now?\You heard?\Who knew you liked blondes?\Do you like that slim look? response:	Or could it be the part about her hardships?
context: I was the one who actually saved you, though.\Well then...\I'm not sure what kind of collateral you were expecting, but...\How about you start investing now?\You heard?\Who knew you liked blondes?\Do you like that slim look?\Or could it be the part about her hardships? response:	Or do you like shepherds?
context: Well then...\I'm not sure what kind of collateral you were expecting, but...\How about you start investing now?\You heard?\Who knew you liked blondes?\Do you like that slim look?\Or could it be the part about her hardships?\Or do you like shepherds? response:	Wait a minute, what the chief said was something like a greeting!
context: I'm not sure what kind of collateral you were expecting, but...\How about you start investing now?\You heard?\Who knew you liked blondes?\Do you like that slim look?\Or could it be the part about her hardships?\Or do you like shepherds?\Wait a minute, what the chief said was something like a greeting! response:	I don't really...!
context: How about you start investing now?\You heard?\Who knew you liked blondes?\Do you like that slim look?\Or could it be the part about her hardships?\Or do you like shepherds?\Wait a minute, what the chief said was something like a greeting!\I don't really...! response:	You don't really...?
context: You heard?\Who knew you liked blondes?\Do you like that slim look?\Or could it be the part about her hardships?\Or do you like shepherds?\Wait a minute, what the chief said was something like a greeting!\I don't really...!\You don't really...? response:	I thought Nora was a bit nice.
context: Who knew you liked blondes?\Do you like that slim look?\Or could it be the part about her hardships?\Or do you like shepherds?\Wait a minute, what the chief said was something like a greeting!\I don't really...!\You don't really...?\I thought Nora was a bit nice. response:	It's not like I didn't have fun talking with her.
context: Do you like that slim look?\Or could it be the part about her hardships?\Or do you like shepherds?\Wait a minute, what the chief said was something like a greeting!\I don't really...!\You don't really...?\I thought Nora was a bit nice.\It's not like I didn't have fun talking with her. response:	But it's not like I wasn't thinking of you!
context: Or could it be the part about her hardships?\Or do you like shepherds?\Wait a minute, what the chief said was something like a greeting!\I don't really...!\You don't really...?\I thought Nora was a bit nice.\It's not like I didn't have fun talking with her.\But it's not like I wasn't thinking of you! response:	It's absolutely nothing like that!
context: Or do you like shepherds?\Wait a minute, what the chief said was something like a greeting!\I don't really...!\You don't really...?\I thought Nora was a bit nice.\It's not like I didn't have fun talking with her.\But it's not like I wasn't thinking of you!\It's absolutely nothing like that! response:	Well, I only intended to tease you.
context: Wait a minute, what the chief said was something like a greeting!\I don't really...!\You don't really...?\I thought Nora was a bit nice.\It's not like I didn't have fun talking with her.\But it's not like I wasn't thinking of you!\It's absolutely nothing like that!\Well, I only intended to tease you. response:	But...
context: I don't really...!\You don't really...?\I thought Nora was a bit nice.\It's not like I didn't have fun talking with her.\But it's not like I wasn't thinking of you!\It's absolutely nothing like that!\Well, I only intended to tease you.\But... response:	Hearing you say it so seriously...
context: You don't really...?\I thought Nora was a bit nice.\It's not like I didn't have fun talking with her.\But it's not like I wasn't thinking of you!\It's absolutely nothing like that!\Well, I only intended to tease you.\But...\Hearing you say it so seriously... response:	Makes me happy.
context: I thought Nora was a bit nice.\It's not like I didn't have fun talking with her.\But it's not like I wasn't thinking of you!\It's absolutely nothing like that!\Well, I only intended to tease you.\But...\Hearing you say it so seriously...\Makes me happy. response:	Horo...
context: It's not like I didn't have fun talking with her.\But it's not like I wasn't thinking of you!\It's absolutely nothing like that!\Well, I only intended to tease you.\But...\Hearing you say it so seriously...\Makes me happy.\Horo... response:	But...
context: But it's not like I wasn't thinking of you!\It's absolutely nothing like that!\Well, I only intended to tease you.\But...\Hearing you say it so seriously...\Makes me happy.\Horo...\But... response:	Males say anything to get what they want.
context: It's absolutely nothing like that!\Well, I only intended to tease you.\But...\Hearing you say it so seriously...\Makes me happy.\Horo...\But...\Males say anything to get what they want. response:	I'm a merchant.
context: Well, I only intended to tease you.\But...\Hearing you say it so seriously...\Makes me happy.\Horo...\But...\Males say anything to get what they want.\I'm a merchant. response:	I swear by the things that I say.
context: But...\Hearing you say it so seriously...\Makes me happy.\Horo...\But...\Males say anything to get what they want.\I'm a merchant.\I swear by the things that I say. response:	I've heard that knights express their faith by entrusting their swords and shields.
context: Hearing you say it so seriously...\Makes me happy.\Horo...\But...\Males say anything to get what they want.\I'm a merchant.\I swear by the things that I say.\I've heard that knights express their faith by entrusting their swords and shields. response:	What about a merchant like you?
context: Makes me happy.\Horo...\But...\Males say anything to get what they want.\I'm a merchant.\I swear by the things that I say.\I've heard that knights express their faith by entrusting their swords and shields.\What about a merchant like you? response:	All right.
context: Horo...\But...\Males say anything to get what they want.\I'm a merchant.\I swear by the things that I say.\I've heard that knights express their faith by entrusting their swords and shields.\What about a merchant like you?\All right. response:	Let me show you my faith.
context: But...\Males say anything to get what they want.\I'm a merchant.\I swear by the things that I say.\I've heard that knights express their faith by entrusting their swords and shields.\What about a merchant like you?\All right.\Let me show you my faith. response:	I will entrust you with honey-preserved peaches!
context: Males say anything to get what they want.\I'm a merchant.\I swear by the things that I say.\I've heard that knights express their faith by entrusting their swords and shields.\What about a merchant like you?\All right.\Let me show you my faith.\I will entrust you with honey-preserved peaches! response:	What did you say you would buy?
context: I'm a merchant.\I swear by the things that I say.\I've heard that knights express their faith by entrusting their swords and shields.\What about a merchant like you?\All right.\Let me show you my faith.\I will entrust you with honey-preserved peaches!\What did you say you would buy? response:	Hey! There are things you should and shouldn't do!
context: I swear by the things that I say.\I've heard that knights express their faith by entrusting their swords and shields.\What about a merchant like you?\All right.\Let me show you my faith.\I will entrust you with honey-preserved peaches!\What did you say you would buy?\Hey! There are things you should and shouldn't do! response:	Hey, I asked it for it cutely.
context: I've heard that knights express their faith by entrusting their swords and shields.\What about a merchant like you?\All right.\Let me show you my faith.\I will entrust you with honey-preserved peaches!\What did you say you would buy?\Hey! There are things you should and shouldn't do!\Hey, I asked it for it cutely. response:	I'm saying you should have asked me honestly!
context: What about a merchant like you?\All right.\Let me show you my faith.\I will entrust you with honey-preserved peaches!\What did you say you would buy?\Hey! There are things you should and shouldn't do!\Hey, I asked it for it cutely.\I'm saying you should have asked me honestly! response:	I didn't tell you to use your wiles to coax me!
context: All right.\Let me show you my faith.\I will entrust you with honey-preserved peaches!\What did you say you would buy?\Hey! There are things you should and shouldn't do!\Hey, I asked it for it cutely.\I'm saying you should have asked me honestly!\I didn't tell you to use your wiles to coax me! response:	I was cute though, wasn't I?
context: Let me show you my faith.\I will entrust you with honey-preserved peaches!\What did you say you would buy?\Hey! There are things you should and shouldn't do!\Hey, I asked it for it cutely.\I'm saying you should have asked me honestly!\I didn't tell you to use your wiles to coax me!\I was cute though, wasn't I? response:	That makes me more excited than
context: I will entrust you with honey-preserved peaches!\What did you say you would buy?\Hey! There are things you should and shouldn't do!\Hey, I asked it for it cutely.\I'm saying you should have asked me honestly!\I didn't tell you to use your wiles to coax me!\I was cute though, wasn't I?\That makes me more excited than response:	having my plans turn out well.
context: What did you say you would buy?\Hey! There are things you should and shouldn't do!\Hey, I asked it for it cutely.\I'm saying you should have asked me honestly!\I didn't tell you to use your wiles to coax me!\I was cute though, wasn't I?\That makes me more excited than\having my plans turn out well. response:	Don't be so mad.
context: Hey! There are things you should and shouldn't do!\Hey, I asked it for it cutely.\I'm saying you should have asked me honestly!\I didn't tell you to use your wiles to coax me!\I was cute though, wasn't I?\That makes me more excited than\having my plans turn out well.\Don't be so mad. response:	I really was happy, though.
context: Hey, I asked it for it cutely.\I'm saying you should have asked me honestly!\I didn't tell you to use your wiles to coax me!\I was cute though, wasn't I?\That makes me more excited than\having my plans turn out well.\Don't be so mad.\I really was happy, though. response:	Will you still be mad?
context: I'm saying you should have asked me honestly!\I didn't tell you to use your wiles to coax me!\I was cute though, wasn't I?\That makes me more excited than\having my plans turn out well.\Don't be so mad.\I really was happy, though.\Will you still be mad? response:	All right, I'm not mad, not mad at all.
context: I didn't tell you to use your wiles to coax me!\I was cute though, wasn't I?\That makes me more excited than\having my plans turn out well.\Don't be so mad.\I really was happy, though.\Will you still be mad?\All right, I'm not mad, not mad at all. response:	Are you happy now?
context: I was cute though, wasn't I?\That makes me more excited than\having my plans turn out well.\Don't be so mad.\I really was happy, though.\Will you still be mad?\All right, I'm not mad, not mad at all.\Are you happy now? response:	I can't stand being separated.
context: That makes me more excited than\having my plans turn out well.\Don't be so mad.\I really was happy, though.\Will you still be mad?\All right, I'm not mad, not mad at all.\Are you happy now?\I can't stand being separated. response:	Can we hold hands?
context: having my plans turn out well.\Don't be so mad.\I really was happy, though.\Will you still be mad?\All right, I'm not mad, not mad at all.\Are you happy now?\I can't stand being separated.\Can we hold hands? response:	Sure, it'd be problematic if we got separated.
context: Don't be so mad.\I really was happy, though.\Will you still be mad?\All right, I'm not mad, not mad at all.\Are you happy now?\I can't stand being separated.\Can we hold hands?\Sure, it'd be problematic if we got separated. response:	Still, business can sure be scary.
context: I really was happy, though.\Will you still be mad?\All right, I'm not mad, not mad at all.\Are you happy now?\I can't stand being separated.\Can we hold hands?\Sure, it'd be problematic if we got separated.\Still, business can sure be scary. response:	You have to use your head to earn money, but
context: Will you still be mad?\All right, I'm not mad, not mad at all.\Are you happy now?\I can't stand being separated.\Can we hold hands?\Sure, it'd be problematic if we got separated.\Still, business can sure be scary.\You have to use your head to earn money, but response:	if you don't use it well and your plans fail,
context: All right, I'm not mad, not mad at all.\Are you happy now?\I can't stand being separated.\Can we hold hands?\Sure, it'd be problematic if we got separated.\Still, business can sure be scary.\You have to use your head to earn money, but\if you don't use it well and your plans fail, response:	you'll end up like the Ratpearon Company and have your armor sold at half its price.
context: Are you happy now?\I can't stand being separated.\Can we hold hands?\Sure, it'd be problematic if we got separated.\Still, business can sure be scary.\You have to use your head to earn money, but\if you don't use it well and your plans fail,\you'll end up like the Ratpearon Company and have your armor sold at half its price. response:	If we use it well, though,
context: I can't stand being separated.\Can we hold hands?\Sure, it'd be problematic if we got separated.\Still, business can sure be scary.\You have to use your head to earn money, but\if you don't use it well and your plans fail,\you'll end up like the Ratpearon Company and have your armor sold at half its price.\If we use it well, though, response:	we can make a huge profit without using any funds.
context: Can we hold hands?\Sure, it'd be problematic if we got separated.\Still, business can sure be scary.\You have to use your head to earn money, but\if you don't use it well and your plans fail,\you'll end up like the Ratpearon Company and have your armor sold at half its price.\If we use it well, though,\we can make a huge profit without using any funds. response:	That's the best way to earn.
context: Sure, it'd be problematic if we got separated.\Still, business can sure be scary.\You have to use your head to earn money, but\if you don't use it well and your plans fail,\you'll end up like the Ratpearon Company and have your armor sold at half its price.\If we use it well, though,\we can make a huge profit without using any funds.\That's the best way to earn. response:	But being in temporary debt just doesn't sit well with me.
context: Still, business can sure be scary.\You have to use your head to earn money, but\if you don't use it well and your plans fail,\you'll end up like the Ratpearon Company and have your armor sold at half its price.\If we use it well, though,\we can make a huge profit without using any funds.\That's the best way to earn.\But being in temporary debt just doesn't sit well with me. response:	You mean marginal buying?
context: You have to use your head to earn money, but\if you don't use it well and your plans fail,\you'll end up like the Ratpearon Company and have your armor sold at half its price.\If we use it well, though,\we can make a huge profit without using any funds.\That's the best way to earn.\But being in temporary debt just doesn't sit well with me.\You mean marginal buying? response:	Yes.
context: if you don't use it well and your plans fail,\you'll end up like the Ratpearon Company and have your armor sold at half its price.\If we use it well, though,\we can make a huge profit without using any funds.\That's the best way to earn.\But being in temporary debt just doesn't sit well with me.\You mean marginal buying?\Yes. response:	You bought armor at half price for 100 Rumione,
context: you'll end up like the Ratpearon Company and have your armor sold at half its price.\If we use it well, though,\we can make a huge profit without using any funds.\That's the best way to earn.\But being in temporary debt just doesn't sit well with me.\You mean marginal buying?\Yes.\You bought armor at half price for 100 Rumione, response:	which means that you're in debt with Ratpearon, right?
context: If we use it well, though,\we can make a huge profit without using any funds.\That's the best way to earn.\But being in temporary debt just doesn't sit well with me.\You mean marginal buying?\Yes.\You bought armor at half price for 100 Rumione,\which means that you're in debt with Ratpearon, right? response:	Yeah.
context: we can make a huge profit without using any funds.\That's the best way to earn.\But being in temporary debt just doesn't sit well with me.\You mean marginal buying?\Yes.\You bought armor at half price for 100 Rumione,\which means that you're in debt with Ratpearon, right?\Yeah. response:	I'll then sell the armor for its original price at the Remerio Company.
context: That's the best way to earn.\But being in temporary debt just doesn't sit well with me.\You mean marginal buying?\Yes.\You bought armor at half price for 100 Rumione,\which means that you're in debt with Ratpearon, right?\Yeah.\I'll then sell the armor for its original price at the Remerio Company. response:	The debt will be dealt between the two companies.
context: But being in temporary debt just doesn't sit well with me.\You mean marginal buying?\Yes.\You bought armor at half price for 100 Rumione,\which means that you're in debt with Ratpearon, right?\Yeah.\I'll then sell the armor for its original price at the Remerio Company.\The debt will be dealt between the two companies. response:	I bought twice the goods, so my profit will be twice as large, too.
