context: Signs response:	Opening 1st Frame
context: the column headed into a nearby forest of giant trees,\though none of the troops knew the reason.\If the Levi Squad doesn't stop it, who else will?\Another fatality!\We might've been able to save him!\Decide.\Will you trust only in your own strength?\Or will you put your faith in the Recon Corps, including myself? response:	I'll keep going!
context: though none of the troops knew the reason.\If the Levi Squad doesn't stop it, who else will?\Another fatality!\We might've been able to save him!\Decide.\Will you trust only in your own strength?\Or will you put your faith in the Recon Corps, including myself?\I'll keep going! response:	Fire!
context: If the Levi Squad doesn't stop it, who else will?\Another fatality!\We might've been able to save him!\Decide.\Will you trust only in your own strength?\Or will you put your faith in the Recon Corps, including myself?\I'll keep going!\Fire! response:	Could it be...
context: Another fatality!\We might've been able to save him!\Decide.\Will you trust only in your own strength?\Or will you put your faith in the Recon Corps, including myself?\I'll keep going!\Fire!\Could it be... response:	They're going to capture it alive?
context: We might've been able to save him!\Decide.\Will you trust only in your own strength?\Or will you put your faith in the Recon Corps, including myself?\I'll keep going!\Fire!\Could it be...\They're going to capture it alive? response:	See that Eren? Did you?
context: Decide.\Will you trust only in your own strength?\Or will you put your faith in the Recon Corps, including myself?\I'll keep going!\Fire!\Could it be...\They're going to capture it alive?\See that Eren? Did you? response:	We captured that Titan!
context: Will you trust only in your own strength?\Or will you put your faith in the Recon Corps, including myself?\I'll keep going!\Fire!\Could it be...\They're going to capture it alive?\See that Eren? Did you?\We captured that Titan! response:	This is the strength of the Recon Corps!
context: Or will you put your faith in the Recon Corps, including myself?\I'll keep going!\Fire!\Could it be...\They're going to capture it alive?\See that Eren? Did you?\We captured that Titan!\This is the strength of the Recon Corps! response:	Don't underestimate us, stupid!
context: I'll keep going!\Fire!\Could it be...\They're going to capture it alive?\See that Eren? Did you?\We captured that Titan!\This is the strength of the Recon Corps!\Don't underestimate us, stupid! response:	Now do you get it?
context: Fire!\Could it be...\They're going to capture it alive?\See that Eren? Did you?\We captured that Titan!\This is the strength of the Recon Corps!\Don't underestimate us, stupid!\Now do you get it? response:	Yes, sir!
context: Could it be...\They're going to capture it alive?\See that Eren? Did you?\We captured that Titan!\This is the strength of the Recon Corps!\Don't underestimate us, stupid!\Now do you get it?\Yes, sir! response:	Looks like we've immobilized it.
context: They're going to capture it alive?\See that Eren? Did you?\We captured that Titan!\This is the strength of the Recon Corps!\Don't underestimate us, stupid!\Now do you get it?\Yes, sir!\Looks like we've immobilized it. response:	We can't let down our guard just yet,
context: See that Eren? Did you?\We captured that Titan!\This is the strength of the Recon Corps!\Don't underestimate us, stupid!\Now do you get it?\Yes, sir!\Looks like we've immobilized it.\We can't let down our guard just yet, response:	but good work luring it to this location.
context: We captured that Titan!\This is the strength of the Recon Corps!\Don't underestimate us, stupid!\Now do you get it?\Yes, sir!\Looks like we've immobilized it.\We can't let down our guard just yet,\but good work luring it to this location. response:	We only managed to buy enough time thanks to the rear guard sacrificing themselves.
context: This is the strength of the Recon Corps!\Don't underestimate us, stupid!\Now do you get it?\Yes, sir!\Looks like we've immobilized it.\We can't let down our guard just yet,\but good work luring it to this location.\We only managed to buy enough time thanks to the rear guard sacrificing themselves. response:	This wouldn't have been possible without them.
context: Don't underestimate us, stupid!\Now do you get it?\Yes, sir!\Looks like we've immobilized it.\We can't let down our guard just yet,\but good work luring it to this location.\We only managed to buy enough time thanks to the rear guard sacrificing themselves.\This wouldn't have been possible without them. response:	Is that so?
context: Now do you get it?\Yes, sir!\Looks like we've immobilized it.\We can't let down our guard just yet,\but good work luring it to this location.\We only managed to buy enough time thanks to the rear guard sacrificing themselves.\This wouldn't have been possible without them.\Is that so? response:	It is.
context: Yes, sir!\Looks like we've immobilized it.\We can't let down our guard just yet,\but good work luring it to this location.\We only managed to buy enough time thanks to the rear guard sacrificing themselves.\This wouldn't have been possible without them.\Is that so?\It is. response:	Thanks to them, we can meet the person inside this thing.
context: Looks like we've immobilized it.\We can't let down our guard just yet,\but good work luring it to this location.\We only managed to buy enough time thanks to the rear guard sacrificing themselves.\This wouldn't have been possible without them.\Is that so?\It is.\Thanks to them, we can meet the person inside this thing. response:	I hope they haven't pissed themselves...
context: We can't let down our guard just yet,\but good work luring it to this location.\We only managed to buy enough time thanks to the rear guard sacrificing themselves.\This wouldn't have been possible without them.\Is that so?\It is.\Thanks to them, we can meet the person inside this thing.\I hope they haven't pissed themselves... response:	Is it an abnormal?
context: but good work luring it to this location.\We only managed to buy enough time thanks to the rear guard sacrificing themselves.\This wouldn't have been possible without them.\Is that so?\It is.\Thanks to them, we can meet the person inside this thing.\I hope they haven't pissed themselves...\Is it an abnormal? response:	Or is it like the Colossal Titan?
context: We only managed to buy enough time thanks to the rear guard sacrificing themselves.\This wouldn't have been possible without them.\Is that so?\It is.\Thanks to them, we can meet the person inside this thing.\I hope they haven't pissed themselves...\Is it an abnormal?\Or is it like the Colossal Titan? response:	Did Commander Erwin...
context: This wouldn't have been possible without them.\Is that so?\It is.\Thanks to them, we can meet the person inside this thing.\I hope they haven't pissed themselves...\Is it an abnormal?\Or is it like the Colossal Titan?\Did Commander Erwin... response:	Hey, snap out of it!
context: Is that so?\It is.\Thanks to them, we can meet the person inside this thing.\I hope they haven't pissed themselves...\Is it an abnormal?\Or is it like the Colossal Titan?\Did Commander Erwin...\Hey, snap out of it! response:	Eren, you'll have time to think later.
context: It is.\Thanks to them, we can meet the person inside this thing.\I hope they haven't pissed themselves...\Is it an abnormal?\Or is it like the Colossal Titan?\Did Commander Erwin...\Hey, snap out of it!\Eren, you'll have time to think later. response:	We need to ride deeper in and stand by!
context: Thanks to them, we can meet the person inside this thing.\I hope they haven't pissed themselves...\Is it an abnormal?\Or is it like the Colossal Titan?\Did Commander Erwin...\Hey, snap out of it!\Eren, you'll have time to think later.\We need to ride deeper in and stand by! response:	Right!
context: I hope they haven't pissed themselves...\Is it an abnormal?\Or is it like the Colossal Titan?\Did Commander Erwin...\Hey, snap out of it!\Eren, you'll have time to think later.\We need to ride deeper in and stand by!\Right! response:	Wait, Levi...
context: Is it an abnormal?\Or is it like the Colossal Titan?\Did Commander Erwin...\Hey, snap out of it!\Eren, you'll have time to think later.\We need to ride deeper in and stand by!\Right!\Wait, Levi... response:	An eye for an eye.
context: Or is it like the Colossal Titan?\Did Commander Erwin...\Hey, snap out of it!\Eren, you'll have time to think later.\We need to ride deeper in and stand by!\Right!\Wait, Levi...\An eye for an eye. response:	Artillery 2 and 3 , fire!
context: Did Commander Erwin...\Hey, snap out of it!\Eren, you'll have time to think later.\We need to ride deeper in and stand by!\Right!\Wait, Levi...\An eye for an eye.\Artillery 2 and 3 , fire! response:	Fire all you've got left!
context: Hey, snap out of it!\Eren, you'll have time to think later.\We need to ride deeper in and stand by!\Right!\Wait, Levi...\An eye for an eye.\Artillery 2 and 3 , fire!\Fire all you've got left! response:	Um, it's climbing up...
context: Eren, you'll have time to think later.\We need to ride deeper in and stand by!\Right!\Wait, Levi...\An eye for an eye.\Artillery 2 and 3 , fire!\Fire all you've got left!\Um, it's climbing up... response:	So it is.
context: We need to ride deeper in and stand by!\Right!\Wait, Levi...\An eye for an eye.\Artillery 2 and 3 , fire!\Fire all you've got left!\Um, it's climbing up...\So it is. response:	If it gets this far, I'll be sure to get clear.
context: Right!\Wait, Levi...\An eye for an eye.\Artillery 2 and 3 , fire!\Fire all you've got left!\Um, it's climbing up...\So it is.\If it gets this far, I'll be sure to get clear. response:	But I don't think it'll be too long
context: Wait, Levi...\An eye for an eye.\Artillery 2 and 3 , fire!\Fire all you've got left!\Um, it's climbing up...\So it is.\If it gets this far, I'll be sure to get clear.\But I don't think it'll be too long response:	before withdrawal orders are issued.
context: An eye for an eye.\Artillery 2 and 3 , fire!\Fire all you've got left!\Um, it's climbing up...\So it is.\If it gets this far, I'll be sure to get clear.\But I don't think it'll be too long\before withdrawal orders are issued. response:	Does that have anything to do with the explosions
context: Artillery 2 and 3 , fire!\Fire all you've got left!\Um, it's climbing up...\So it is.\If it gets this far, I'll be sure to get clear.\But I don't think it'll be too long\before withdrawal orders are issued.\Does that have anything to do with the explosions response:	we keep hearing from the depths of the forest?
context: Fire all you've got left!\Um, it's climbing up...\So it is.\If it gets this far, I'll be sure to get clear.\But I don't think it'll be too long\before withdrawal orders are issued.\Does that have anything to do with the explosions\we keep hearing from the depths of the forest? response:	Who knows?
context: Um, it's climbing up...\So it is.\If it gets this far, I'll be sure to get clear.\But I don't think it'll be too long\before withdrawal orders are issued.\Does that have anything to do with the explosions\we keep hearing from the depths of the forest?\Who knows? response:	Mikasa, what do you think that sound is?
context: So it is.\If it gets this far, I'll be sure to get clear.\But I don't think it'll be too long\before withdrawal orders are issued.\Does that have anything to do with the explosions\we keep hearing from the depths of the forest?\Who knows?\Mikasa, what do you think that sound is? response:	Are they firing cannons in the forest?
context: If it gets this far, I'll be sure to get clear.\But I don't think it'll be too long\before withdrawal orders are issued.\Does that have anything to do with the explosions\we keep hearing from the depths of the forest?\Who knows?\Mikasa, what do you think that sound is?\Are they firing cannons in the forest? response:	I don't recall them carrying in any cannons, though.
context: But I don't think it'll be too long\before withdrawal orders are issued.\Does that have anything to do with the explosions\we keep hearing from the depths of the forest?\Who knows?\Mikasa, what do you think that sound is?\Are they firing cannons in the forest?\I don't recall them carrying in any cannons, though. response:	It's really loud back there.
context: before withdrawal orders are issued.\Does that have anything to do with the explosions\we keep hearing from the depths of the forest?\Who knows?\Mikasa, what do you think that sound is?\Are they firing cannons in the forest?\I don't recall them carrying in any cannons, though.\It's really loud back there. response:	Hey, Bertolt.
context: Does that have anything to do with the explosions\we keep hearing from the depths of the forest?\Who knows?\Mikasa, what do you think that sound is?\Are they firing cannons in the forest?\I don't recall them carrying in any cannons, though.\It's really loud back there.\Hey, Bertolt. response:	Do you know where Krista went?
context: we keep hearing from the depths of the forest?\Who knows?\Mikasa, what do you think that sound is?\Are they firing cannons in the forest?\I don't recall them carrying in any cannons, though.\It's really loud back there.\Hey, Bertolt.\Do you know where Krista went? response:	Sorry, I don't know.
context: Who knows?\Mikasa, what do you think that sound is?\Are they firing cannons in the forest?\I don't recall them carrying in any cannons, though.\It's really loud back there.\Hey, Bertolt.\Do you know where Krista went?\Sorry, I don't know. response:	I have no clue what's going on.
context: Mikasa, what do you think that sound is?\Are they firing cannons in the forest?\I don't recall them carrying in any cannons, though.\It's really loud back there.\Hey, Bertolt.\Do you know where Krista went?\Sorry, I don't know.\I have no clue what's going on. response:	What are we doing and why?
context: Are they firing cannons in the forest?\I don't recall them carrying in any cannons, though.\It's really loud back there.\Hey, Bertolt.\Do you know where Krista went?\Sorry, I don't know.\I have no clue what's going on.\What are we doing and why? response:	I wanna go home.
context: I don't recall them carrying in any cannons, though.\It's really loud back there.\Hey, Bertolt.\Do you know where Krista went?\Sorry, I don't know.\I have no clue what's going on.\What are we doing and why?\I wanna go home. response:	We're changing positions, Armin.
context: It's really loud back there.\Hey, Bertolt.\Do you know where Krista went?\Sorry, I don't know.\I have no clue what's going on.\What are we doing and why?\I wanna go home.\We're changing positions, Armin. response:	Okay.
context: Hey, Bertolt.\Do you know where Krista went?\Sorry, I don't know.\I have no clue what's going on.\What are we doing and why?\I wanna go home.\We're changing positions, Armin.\Okay. response:	This guy's starting to figure it out.
context: Do you know where Krista went?\Sorry, I don't know.\I have no clue what's going on.\What are we doing and why?\I wanna go home.\We're changing positions, Armin.\Okay.\This guy's starting to figure it out. response:	It seems like they keep getting better at climbing.
context: Sorry, I don't know.\I have no clue what's going on.\What are we doing and why?\I wanna go home.\We're changing positions, Armin.\Okay.\This guy's starting to figure it out.\It seems like they keep getting better at climbing. response:	It just shows they're capable of learning. Alarmingly so.
context: I have no clue what's going on.\What are we doing and why?\I wanna go home.\We're changing positions, Armin.\Okay.\This guy's starting to figure it out.\It seems like they keep getting better at climbing.\It just shows they're capable of learning. Alarmingly so. response:	Some are better than others, I'm sure.
context: What are we doing and why?\I wanna go home.\We're changing positions, Armin.\Okay.\This guy's starting to figure it out.\It seems like they keep getting better at climbing.\It just shows they're capable of learning. Alarmingly so.\Some are better than others, I'm sure. response:	Armin.
context: I wanna go home.\We're changing positions, Armin.\Okay.\This guy's starting to figure it out.\It seems like they keep getting better at climbing.\It just shows they're capable of learning. Alarmingly so.\Some are better than others, I'm sure.\Armin. response:	It sounds like something's happening out in the forest,
context: We're changing positions, Armin.\Okay.\This guy's starting to figure it out.\It seems like they keep getting better at climbing.\It just shows they're capable of learning. Alarmingly so.\Some are better than others, I'm sure.\Armin.\It sounds like something's happening out in the forest, response:	and I think I've got a good idea what it is.
context: Okay.\This guy's starting to figure it out.\It seems like they keep getting better at climbing.\It just shows they're capable of learning. Alarmingly so.\Some are better than others, I'm sure.\Armin.\It sounds like something's happening out in the forest,\and I think I've got a good idea what it is. response:	They lured that female-form Titan all the way out here in order to capture it.
context: This guy's starting to figure it out.\It seems like they keep getting better at climbing.\It just shows they're capable of learning. Alarmingly so.\Some are better than others, I'm sure.\Armin.\It sounds like something's happening out in the forest,\and I think I've got a good idea what it is.\They lured that female-form Titan all the way out here in order to capture it. response:	Well, more precisely...
context: It seems like they keep getting better at climbing.\It just shows they're capable of learning. Alarmingly so.\Some are better than others, I'm sure.\Armin.\It sounds like something's happening out in the forest,\and I think I've got a good idea what it is.\They lured that female-form Titan all the way out here in order to capture it.\Well, more precisely... response:	To capture the person inside of it.
context: It just shows they're capable of learning. Alarmingly so.\Some are better than others, I'm sure.\Armin.\It sounds like something's happening out in the forest,\and I think I've got a good idea what it is.\They lured that female-form Titan all the way out here in order to capture it.\Well, more precisely...\To capture the person inside of it. response:	That was Commander Erwin's goal...
context: Some are better than others, I'm sure.\Armin.\It sounds like something's happening out in the forest,\and I think I've got a good idea what it is.\They lured that female-form Titan all the way out here in order to capture it.\Well, more precisely...\To capture the person inside of it.\That was Commander Erwin's goal... response:	So that was his plan from the start!
context: Armin.\It sounds like something's happening out in the forest,\and I think I've got a good idea what it is.\They lured that female-form Titan all the way out here in order to capture it.\Well, more precisely...\To capture the person inside of it.\That was Commander Erwin's goal...\So that was his plan from the start! response:	That's it, right?
context: It sounds like something's happening out in the forest,\and I think I've got a good idea what it is.\They lured that female-form Titan all the way out here in order to capture it.\Well, more precisely...\To capture the person inside of it.\That was Commander Erwin's goal...\So that was his plan from the start!\That's it, right? response:	I can see why he kept it a secret from us new recruits,
context: and I think I've got a good idea what it is.\They lured that female-form Titan all the way out here in order to capture it.\Well, more precisely...\To capture the person inside of it.\That was Commander Erwin's goal...\So that was his plan from the start!\That's it, right?\I can see why he kept it a secret from us new recruits, response:	but why wouldn't he tell you,
context: They lured that female-form Titan all the way out here in order to capture it.\Well, more precisely...\To capture the person inside of it.\That was Commander Erwin's goal...\So that was his plan from the start!\That's it, right?\I can see why he kept it a secret from us new recruits,\but why wouldn't he tell you, response:	when you've all been with the Recon Corps for so long?
context: Well, more precisely...\To capture the person inside of it.\That was Commander Erwin's goal...\So that was his plan from the start!\That's it, right?\I can see why he kept it a secret from us new recruits,\but why wouldn't he tell you,\when you've all been with the Recon Corps for so long? response:	Shut up!
context: To capture the person inside of it.\That was Commander Erwin's goal...\So that was his plan from the start!\That's it, right?\I can see why he kept it a secret from us new recruits,\but why wouldn't he tell you,\when you've all been with the Recon Corps for so long?\Shut up! response:	Are you implying the Commander and the Captain don't trust us?
context: That was Commander Erwin's goal...\So that was his plan from the start!\That's it, right?\I can see why he kept it a secret from us new recruits,\but why wouldn't he tell you,\when you've all been with the Recon Corps for so long?\Shut up!\Are you implying the Commander and the Captain don't trust us? response:	But that's exactly what this means...
context: So that was his plan from the start!\That's it, right?\I can see why he kept it a secret from us new recruits,\but why wouldn't he tell you,\when you've all been with the Recon Corps for so long?\Shut up!\Are you implying the Commander and the Captain don't trust us?\But that's exactly what this means... response:	Petra, rip out his teeth,
context: That's it, right?\I can see why he kept it a secret from us new recruits,\but why wouldn't he tell you,\when you've all been with the Recon Corps for so long?\Shut up!\Are you implying the Commander and the Captain don't trust us?\But that's exactly what this means...\Petra, rip out his teeth, response:	then swap the incisors with the molars and shove'em back in!
context: I can see why he kept it a secret from us new recruits,\but why wouldn't he tell you,\when you've all been with the Recon Corps for so long?\Shut up!\Are you implying the Commander and the Captain don't trust us?\But that's exactly what this means...\Petra, rip out his teeth,\then swap the incisors with the molars and shove'em back in! response:	No, Eren's right on the mark..
context: but why wouldn't he tell you,\when you've all been with the Recon Corps for so long?\Shut up!\Are you implying the Commander and the Captain don't trust us?\But that's exactly what this means...\Petra, rip out his teeth,\then swap the incisors with the molars and shove'em back in!\No, Eren's right on the mark.. response:	I think the Commander kept this from us for a reason.
context: when you've all been with the Recon Corps for so long?\Shut up!\Are you implying the Commander and the Captain don't trust us?\But that's exactly what this means...\Petra, rip out his teeth,\then swap the incisors with the molars and shove'em back in!\No, Eren's right on the mark..\I think the Commander kept this from us for a reason. response:	Like what?
context: Shut up!\Are you implying the Commander and the Captain don't trust us?\But that's exactly what this means...\Petra, rip out his teeth,\then swap the incisors with the molars and shove'em back in!\No, Eren's right on the mark..\I think the Commander kept this from us for a reason.\Like what? response:	There's only one reason he wouldn't trust his fellow soldiers.
context: Are you implying the Commander and the Captain don't trust us?\But that's exactly what this means...\Petra, rip out his teeth,\then swap the incisors with the molars and shove'em back in!\No, Eren's right on the mark..\I think the Commander kept this from us for a reason.\Like what?\There's only one reason he wouldn't trust his fellow soldiers. response:	A person who can become a Titan,
context: But that's exactly what this means...\Petra, rip out his teeth,\then swap the incisors with the molars and shove'em back in!\No, Eren's right on the mark..\I think the Commander kept this from us for a reason.\Like what?\There's only one reason he wouldn't trust his fellow soldiers.\A person who can become a Titan, response:	or a spy working for such people, has infiltrated our ranks.
context: Petra, rip out his teeth,\then swap the incisors with the molars and shove'em back in!\No, Eren's right on the mark..\I think the Commander kept this from us for a reason.\Like what?\There's only one reason he wouldn't trust his fellow soldiers.\A person who can become a Titan,\or a spy working for such people, has infiltrated our ranks. response:	You think so too, right?
context: then swap the incisors with the molars and shove'em back in!\No, Eren's right on the mark..\I think the Commander kept this from us for a reason.\Like what?\There's only one reason he wouldn't trust his fellow soldiers.\A person who can become a Titan,\or a spy working for such people, has infiltrated our ranks.\You think so too, right? response:	I agree.
context: No, Eren's right on the mark..\I think the Commander kept this from us for a reason.\Like what?\There's only one reason he wouldn't trust his fellow soldiers.\A person who can become a Titan,\or a spy working for such people, has infiltrated our ranks.\You think so too, right?\I agree. response:	A spy?
context: I think the Commander kept this from us for a reason.\Like what?\There's only one reason he wouldn't trust his fellow soldiers.\A person who can become a Titan,\or a spy working for such people, has infiltrated our ranks.\You think so too, right?\I agree.\A spy? response:	You really think so?
context: Like what?\There's only one reason he wouldn't trust his fellow soldiers.\A person who can become a Titan,\or a spy working for such people, has infiltrated our ranks.\You think so too, right?\I agree.\A spy?\You really think so? response:	At any rate, the Commander has suspicions of his own.
context: There's only one reason he wouldn't trust his fellow soldiers.\A person who can become a Titan,\or a spy working for such people, has infiltrated our ranks.\You think so too, right?\I agree.\A spy?\You really think so?\At any rate, the Commander has suspicions of his own. response:	I'd imagine the only soldiers who knew of the plan were those
context: A person who can become a Titan,\or a spy working for such people, has infiltrated our ranks.\You think so too, right?\I agree.\A spy?\You really think so?\At any rate, the Commander has suspicions of his own.\I'd imagine the only soldiers who knew of the plan were those response:	who survived with him from five years ago.
context: or a spy working for such people, has infiltrated our ranks.\You think so too, right?\I agree.\A spy?\You really think so?\At any rate, the Commander has suspicions of his own.\I'd imagine the only soldiers who knew of the plan were those\who survived with him from five years ago. response:	I see...
context: You think so too, right?\I agree.\A spy?\You really think so?\At any rate, the Commander has suspicions of his own.\I'd imagine the only soldiers who knew of the plan were those\who survived with him from five years ago.\I see... response:	So that's it.
context: I agree.\A spy?\You really think so?\At any rate, the Commander has suspicions of his own.\I'd imagine the only soldiers who knew of the plan were those\who survived with him from five years ago.\I see...\So that's it. response:	No doubt.
context: A spy?\You really think so?\At any rate, the Commander has suspicions of his own.\I'd imagine the only soldiers who knew of the plan were those\who survived with him from five years ago.\I see...\So that's it.\No doubt. response:	Understand, Eren?
context: You really think so?\At any rate, the Commander has suspicions of his own.\I'd imagine the only soldiers who knew of the plan were those\who survived with him from five years ago.\I see...\So that's it.\No doubt.\Understand, Eren? response:	That's how it is.
context: At any rate, the Commander has suspicions of his own.\I'd imagine the only soldiers who knew of the plan were those\who survived with him from five years ago.\I see...\So that's it.\No doubt.\Understand, Eren?\That's how it is. response:	If that's the case, it does make sense.
context: I'd imagine the only soldiers who knew of the plan were those\who survived with him from five years ago.\I see...\So that's it.\No doubt.\Understand, Eren?\That's how it is.\If that's the case, it does make sense. response:	He's assuming that five years ago, when the first Wall fell,
context: who survived with him from five years ago.\I see...\So that's it.\No doubt.\Understand, Eren?\That's how it is.\If that's the case, it does make sense.\He's assuming that five years ago, when the first Wall fell, response:	a spy managed to slip in amongst us.
context: I see...\So that's it.\No doubt.\Understand, Eren?\That's how it is.\If that's the case, it does make sense.\He's assuming that five years ago, when the first Wall fell,\a spy managed to slip in amongst us. response:	And he narrowed down the possibilities from there.
context: So that's it.\No doubt.\Understand, Eren?\That's how it is.\If that's the case, it does make sense.\He's assuming that five years ago, when the first Wall fell,\a spy managed to slip in amongst us.\And he narrowed down the possibilities from there. response:	Then, this spy killed Sawney and Bean?
context: No doubt.\Understand, Eren?\That's how it is.\If that's the case, it does make sense.\He's assuming that five years ago, when the first Wall fell,\a spy managed to slip in amongst us.\And he narrowed down the possibilities from there.\Then, this spy killed Sawney and Bean? response:	Back then, the Commander asked me about that.
context: Understand, Eren?\That's how it is.\If that's the case, it does make sense.\He's assuming that five years ago, when the first Wall fell,\a spy managed to slip in amongst us.\And he narrowed down the possibilities from there.\Then, this spy killed Sawney and Bean?\Back then, the Commander asked me about that. response:	What do you see?
context: That's how it is.\If that's the case, it does make sense.\He's assuming that five years ago, when the first Wall fell,\a spy managed to slip in amongst us.\And he narrowed down the possibilities from there.\Then, this spy killed Sawney and Bean?\Back then, the Commander asked me about that.\What do you see? response:	Where do you think the enemy is?
context: If that's the case, it does make sense.\He's assuming that five years ago, when the first Wall fell,\a spy managed to slip in amongst us.\And he narrowed down the possibilities from there.\Then, this spy killed Sawney and Bean?\Back then, the Commander asked me about that.\What do you see?\Where do you think the enemy is? response:	That question was referring to this?
context: He's assuming that five years ago, when the first Wall fell,\a spy managed to slip in amongst us.\And he narrowed down the possibilities from there.\Then, this spy killed Sawney and Bean?\Back then, the Commander asked me about that.\What do you see?\Where do you think the enemy is?\That question was referring to this? response:	If we could've answered him then,
context: a spy managed to slip in amongst us.\And he narrowed down the possibilities from there.\Then, this spy killed Sawney and Bean?\Back then, the Commander asked me about that.\What do you see?\Where do you think the enemy is?\That question was referring to this?\If we could've answered him then, response:	maybe we could've been there for him.
context: And he narrowed down the possibilities from there.\Then, this spy killed Sawney and Bean?\Back then, the Commander asked me about that.\What do you see?\Where do you think the enemy is?\That question was referring to this?\If we could've answered him then,\maybe we could've been there for him. response:	I doubt that anyone could've known back then, though.
context: Then, this spy killed Sawney and Bean?\Back then, the Commander asked me about that.\What do you see?\Where do you think the enemy is?\That question was referring to this?\If we could've answered him then,\maybe we could've been there for him.\I doubt that anyone could've known back then, though. response:	I knew.
context: Back then, the Commander asked me about that.\What do you see?\Where do you think the enemy is?\That question was referring to this?\If we could've answered him then,\maybe we could've been there for him.\I doubt that anyone could've known back then, though.\I knew. response:	But I didn't say anything.
context: What do you see?\Where do you think the enemy is?\That question was referring to this?\If we could've answered him then,\maybe we could've been there for him.\I doubt that anyone could've known back then, though.\I knew.\But I didn't say anything. response:	Do you know why?
context: Where do you think the enemy is?\That question was referring to this?\If we could've answered him then,\maybe we could've been there for him.\I doubt that anyone could've known back then, though.\I knew.\But I didn't say anything.\Do you know why? response:	Why?
context: That question was referring to this?\If we could've answered him then,\maybe we could've been there for him.\I doubt that anyone could've known back then, though.\I knew.\But I didn't say anything.\Do you know why?\Why? response:	What, can't you tell?
context: If we could've answered him then,\maybe we could've been there for him.\I doubt that anyone could've known back then, though.\I knew.\But I didn't say anything.\Do you know why?\Why?\What, can't you tell? response:	Well, I guess I shouldn't expect much from the likes of you.
context: maybe we could've been there for him.\I doubt that anyone could've known back then, though.\I knew.\But I didn't say anything.\Do you know why?\Why?\What, can't you tell?\Well, I guess I shouldn't expect much from the likes of you. response:	You have yet to reach my level.
context: I doubt that anyone could've known back then, though.\I knew.\But I didn't say anything.\Do you know why?\Why?\What, can't you tell?\Well, I guess I shouldn't expect much from the likes of you.\You have yet to reach my level. response:	Hey, are you trying to imitate Captain Levi again?
context: I knew.\But I didn't say anything.\Do you know why?\Why?\What, can't you tell?\Well, I guess I shouldn't expect much from the likes of you.\You have yet to reach my level.\Hey, are you trying to imitate Captain Levi again? response:	The Captain would never say anything as dumb as that.
context: But I didn't say anything.\Do you know why?\Why?\What, can't you tell?\Well, I guess I shouldn't expect much from the likes of you.\You have yet to reach my level.\Hey, are you trying to imitate Captain Levi again?\The Captain would never say anything as dumb as that. response:	If we succeed, I'll be that much closer to the truth of this world.
context: Do you know why?\Why?\What, can't you tell?\Well, I guess I shouldn't expect much from the likes of you.\You have yet to reach my level.\Hey, are you trying to imitate Captain Levi again?\The Captain would never say anything as dumb as that.\If we succeed, I'll be that much closer to the truth of this world. response:	Even still... Regardless of our cause, too many people have died.
