context: Is that... response:	Could that be...
context: Thank you for your understanding.\It's been a long time,\Nekomata-sensei.\Glad you could come all this way.\Thank you so much for letting us participate in the group practices.\Not a problem. I'm looking forward to seeing\just how much stronger they've grown.\Let's play! response:	Yeah!
context: It's been a long time,\Nekomata-sensei.\Glad you could come all this way.\Thank you so much for letting us participate in the group practices.\Not a problem. I'm looking forward to seeing\just how much stronger they've grown.\Let's play!\Yeah! response:	Huh? Where's Shoyo?
context: Nekomata-sensei.\Glad you could come all this way.\Thank you so much for letting us participate in the group practices.\Not a problem. I'm looking forward to seeing\just how much stronger they've grown.\Let's play!\Yeah!\Huh? Where's Shoyo? response:	Apparently, he had a supplementary exam.
context: Glad you could come all this way.\Thank you so much for letting us participate in the group practices.\Not a problem. I'm looking forward to seeing\just how much stronger they've grown.\Let's play!\Yeah!\Huh? Where's Shoyo?\Apparently, he had a supplementary exam. response:	Oh...
context: Thank you so much for letting us participate in the group practices.\Not a problem. I'm looking forward to seeing\just how much stronger they've grown.\Let's play!\Yeah!\Huh? Where's Shoyo?\Apparently, he had a supplementary exam.\Oh... response:	Ubugawa High Volleyball Club
context: Not a problem. I'm looking forward to seeing\just how much stronger they've grown.\Let's play!\Yeah!\Huh? Where's Shoyo?\Apparently, he had a supplementary exam.\Oh...\Ubugawa High Volleyball Club response:	All right!
context: just how much stronger they've grown.\Let's play!\Yeah!\Huh? Where's Shoyo?\Apparently, he had a supplementary exam.\Oh...\Ubugawa High Volleyball Club\All right! response:	Fukurodani
context: Let's play!\Yeah!\Huh? Where's Shoyo?\Apparently, he had a supplementary exam.\Oh...\Ubugawa High Volleyball Club\All right!\Fukurodani response:	Once we're done with our warm ups,
context: Yeah!\Huh? Where's Shoyo?\Apparently, he had a supplementary exam.\Oh...\Ubugawa High Volleyball Club\All right!\Fukurodani\Once we're done with our warm ups, response:	we'll regroup and the teams will play each other in rotation.
context: Huh? Where's Shoyo?\Apparently, he had a supplementary exam.\Oh...\Ubugawa High Volleyball Club\All right!\Fukurodani\Once we're done with our warm ups,\we'll regroup and the teams will play each other in rotation. response:	Right.
context: Apparently, he had a supplementary exam.\Oh...\Ubugawa High Volleyball Club\All right!\Fukurodani\Once we're done with our warm ups,\we'll regroup and the teams will play each other in rotation.\Right. response:	The team who loses their set will do a penalty lap of diving drills around the court.
context: Oh...\Ubugawa High Volleyball Club\All right!\Fukurodani\Once we're done with our warm ups,\we'll regroup and the teams will play each other in rotation.\Right.\The team who loses their set will do a penalty lap of diving drills around the court. response:	a lap of diving drills around the court.
context: Ubugawa High Volleyball Club\All right!\Fukurodani\Once we're done with our warm ups,\we'll regroup and the teams will play each other in rotation.\Right.\The team who loses their set will do a penalty lap of diving drills around the court.\a lap of diving drills around the court. response:	Diving?
context: All right!\Fukurodani\Once we're done with our warm ups,\we'll regroup and the teams will play each other in rotation.\Right.\The team who loses their set will do a penalty lap of diving drills around the court.\a lap of diving drills around the court.\Diving? response:	They're going to act like they're diving to receive a ball.
context: Fukurodani\Once we're done with our warm ups,\we'll regroup and the teams will play each other in rotation.\Right.\The team who loses their set will do a penalty lap of diving drills around the court.\a lap of diving drills around the court.\Diving?\They're going to act like they're diving to receive a ball. response:	They'll slide across the floor on their chests, with their arms stretched out in front of them.
context: Once we're done with our warm ups,\we'll regroup and the teams will play each other in rotation.\Right.\The team who loses their set will do a penalty lap of diving drills around the court.\a lap of diving drills around the court.\Diving?\They're going to act like they're diving to receive a ball.\They'll slide across the floor on their chests, with their arms stretched out in front of them. response:	Take a look at the match line-up over there.
context: we'll regroup and the teams will play each other in rotation.\Right.\The team who loses their set will do a penalty lap of diving drills around the court.\a lap of diving drills around the court.\Diving?\They're going to act like they're diving to receive a ball.\They'll slide across the floor on their chests, with their arms stretched out in front of them.\Take a look at the match line-up over there. response:	Hey, was that guy with Nekoma the last time
context: Right.\The team who loses their set will do a penalty lap of diving drills around the court.\a lap of diving drills around the court.\Diving?\They're going to act like they're diving to receive a ball.\They'll slide across the floor on their chests, with their arms stretched out in front of them.\Take a look at the match line-up over there.\Hey, was that guy with Nekoma the last time response:	You should be up against Shinzen first.
context: The team who loses their set will do a penalty lap of diving drills around the court.\a lap of diving drills around the court.\Diving?\They're going to act like they're diving to receive a ball.\They'll slide across the floor on their chests, with their arms stretched out in front of them.\Take a look at the match line-up over there.\Hey, was that guy with Nekoma the last time\You should be up against Shinzen first. response:	we had a practice match with them?
context: a lap of diving drills around the court.\Diving?\They're going to act like they're diving to receive a ball.\They'll slide across the floor on their chests, with their arms stretched out in front of them.\Take a look at the match line-up over there.\Hey, was that guy with Nekoma the last time\You should be up against Shinzen first.\we had a practice match with them? response:	Got it.
context: Diving?\They're going to act like they're diving to receive a ball.\They'll slide across the floor on their chests, with their arms stretched out in front of them.\Take a look at the match line-up over there.\Hey, was that guy with Nekoma the last time\You should be up against Shinzen first.\we had a practice match with them?\Got it. response:	The one who's staring hard at us?
context: They're going to act like they're diving to receive a ball.\They'll slide across the floor on their chests, with their arms stretched out in front of them.\Take a look at the match line-up over there.\Hey, was that guy with Nekoma the last time\You should be up against Shinzen first.\we had a practice match with them?\Got it.\The one who's staring hard at us? response:	Yeah.
context: They'll slide across the floor on their chests, with their arms stretched out in front of them.\Take a look at the match line-up over there.\Hey, was that guy with Nekoma the last time\You should be up against Shinzen first.\we had a practice match with them?\Got it.\The one who's staring hard at us?\Yeah. response:	No... I don't think so.
context: Take a look at the match line-up over there.\Hey, was that guy with Nekoma the last time\You should be up against Shinzen first.\we had a practice match with them?\Got it.\The one who's staring hard at us?\Yeah.\No... I don't think so. response:	Hey, stop sulking.
context: Hey, was that guy with Nekoma the last time\You should be up against Shinzen first.\we had a practice match with them?\Got it.\The one who's staring hard at us?\Yeah.\No... I don't think so.\Hey, stop sulking. response:	I can understand that you're in a hurry, but...
context: You should be up against Shinzen first.\we had a practice match with them?\Got it.\The one who's staring hard at us?\Yeah.\No... I don't think so.\Hey, stop sulking.\I can understand that you're in a hurry, but... response:	There are some flowers you only see when you take detours.
context: we had a practice match with them?\Got it.\The one who's staring hard at us?\Yeah.\No... I don't think so.\Hey, stop sulking.\I can understand that you're in a hurry, but...\There are some flowers you only see when you take detours. response:	I don't really get it, but that's awesome!
context: Got it.\The one who's staring hard at us?\Yeah.\No... I don't think so.\Hey, stop sulking.\I can understand that you're in a hurry, but...\There are some flowers you only see when you take detours.\I don't really get it, but that's awesome! response:	It means you should be thankful for your failing grade,
context: The one who's staring hard at us?\Yeah.\No... I don't think so.\Hey, stop sulking.\I can understand that you're in a hurry, but...\There are some flowers you only see when you take detours.\I don't really get it, but that's awesome!\It means you should be thankful for your failing grade, response:	because now you get to ride with me.
context: Yeah.\No... I don't think so.\Hey, stop sulking.\I can understand that you're in a hurry, but...\There are some flowers you only see when you take detours.\I don't really get it, but that's awesome!\It means you should be thankful for your failing grade,\because now you get to ride with me. response:	Whoops.
context: No... I don't think so.\Hey, stop sulking.\I can understand that you're in a hurry, but...\There are some flowers you only see when you take detours.\I don't really get it, but that's awesome!\It means you should be thankful for your failing grade,\because now you get to ride with me.\Whoops. response:	So you like volleyball so much that you're that concerned about it.
context: Hey, stop sulking.\I can understand that you're in a hurry, but...\There are some flowers you only see when you take detours.\I don't really get it, but that's awesome!\It means you should be thankful for your failing grade,\because now you get to ride with me.\Whoops.\So you like volleyball so much that you're that concerned about it. response:	Yes!
context: I can understand that you're in a hurry, but...\There are some flowers you only see when you take detours.\I don't really get it, but that's awesome!\It means you should be thankful for your failing grade,\because now you get to ride with me.\Whoops.\So you like volleyball so much that you're that concerned about it.\Yes! response:	Why did you start playing volleyball, Shoyo?
context: There are some flowers you only see when you take detours.\I don't really get it, but that's awesome!\It means you should be thankful for your failing grade,\because now you get to ride with me.\Whoops.\So you like volleyball so much that you're that concerned about it.\Yes!\Why did you start playing volleyball, Shoyo? response:	When I was in grade school, I saw the spring tournament on TV!
context: I don't really get it, but that's awesome!\It means you should be thankful for your failing grade,\because now you get to ride with me.\Whoops.\So you like volleyball so much that you're that concerned about it.\Yes!\Why did you start playing volleyball, Shoyo?\When I was in grade school, I saw the spring tournament on TV! response:	It was right when Karasuno was playing, and...
context: It means you should be thankful for your failing grade,\because now you get to ride with me.\Whoops.\So you like volleyball so much that you're that concerned about it.\Yes!\Why did you start playing volleyball, Shoyo?\When I was in grade school, I saw the spring tournament on TV!\It was right when Karasuno was playing, and... response:	I saw the Little Giant!
context: because now you get to ride with me.\Whoops.\So you like volleyball so much that you're that concerned about it.\Yes!\Why did you start playing volleyball, Shoyo?\When I was in grade school, I saw the spring tournament on TV!\It was right when Karasuno was playing, and...\I saw the Little Giant! response:	You saw the Little Giant,
context: Whoops.\So you like volleyball so much that you're that concerned about it.\Yes!\Why did you start playing volleyball, Shoyo?\When I was in grade school, I saw the spring tournament on TV!\It was right when Karasuno was playing, and...\I saw the Little Giant!\You saw the Little Giant, response:	or something?
context: So you like volleyball so much that you're that concerned about it.\Yes!\Why did you start playing volleyball, Shoyo?\When I was in grade school, I saw the spring tournament on TV!\It was right when Karasuno was playing, and...\I saw the Little Giant!\You saw the Little Giant,\or something? response:	Ha, so I was right?
context: Yes!\Why did you start playing volleyball, Shoyo?\When I was in grade school, I saw the spring tournament on TV!\It was right when Karasuno was playing, and...\I saw the Little Giant!\You saw the Little Giant,\or something?\Ha, so I was right? response:	Saeko-nesan, you know the Little Giant?
context: Why did you start playing volleyball, Shoyo?\When I was in grade school, I saw the spring tournament on TV!\It was right when Karasuno was playing, and...\I saw the Little Giant!\You saw the Little Giant,\or something?\Ha, so I was right?\Saeko-nesan, you know the Little Giant? response:	I think I actually went to school with him.
context: When I was in grade school, I saw the spring tournament on TV!\It was right when Karasuno was playing, and...\I saw the Little Giant!\You saw the Little Giant,\or something?\Ha, so I was right?\Saeko-nesan, you know the Little Giant?\I think I actually went to school with him. response:	What?!
context: It was right when Karasuno was playing, and...\I saw the Little Giant!\You saw the Little Giant,\or something?\Ha, so I was right?\Saeko-nesan, you know the Little Giant?\I think I actually went to school with him.\What?! response:	But I never spoke to him.
context: I saw the Little Giant!\You saw the Little Giant,\or something?\Ha, so I was right?\Saeko-nesan, you know the Little Giant?\I think I actually went to school with him.\What?!\But I never spoke to him. response:	I might have known him better if he was the mischievous type and stood out.
context: You saw the Little Giant,\or something?\Ha, so I was right?\Saeko-nesan, you know the Little Giant?\I think I actually went to school with him.\What?!\But I never spoke to him.\I might have known him better if he was the mischievous type and stood out. response:	Were you like the sort of person who's friends with all the bad guys, Ne-san?
context: or something?\Ha, so I was right?\Saeko-nesan, you know the Little Giant?\I think I actually went to school with him.\What?!\But I never spoke to him.\I might have known him better if he was the mischievous type and stood out.\Were you like the sort of person who's friends with all the bad guys, Ne-san? response:	Pretty much, yeah.
context: Ha, so I was right?\Saeko-nesan, you know the Little Giant?\I think I actually went to school with him.\What?!\But I never spoke to him.\I might have known him better if he was the mischievous type and stood out.\Were you like the sort of person who's friends with all the bad guys, Ne-san?\Pretty much, yeah. response:	But...
context: Saeko-nesan, you know the Little Giant?\I think I actually went to school with him.\What?!\But I never spoke to him.\I might have known him better if he was the mischievous type and stood out.\Were you like the sort of person who's friends with all the bad guys, Ne-san?\Pretty much, yeah.\But... response:	I happened to catch one of their practice matches one time,
