context: I say yes response:	Stay with me
context: Lets change any future into hope\Don't touch! S\Touch me S\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses response:	Touch me because I'm tired Hey, lend me your shoulder
context: Don't touch! S\Touch me S\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder response:	I love you, its a lie
context: Touch me S\Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie response:	I hate you, thats a lie, too
context: Be right here! close to me\Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too response:	Nay nay nay, its useless, its a misunderstanding
context: Always, always look at me at all times\You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding response:	So I wont say, I love you”
context: You looked away, didnt you? At other girls\Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you” response:	Non non non, because I absolutely wont forgive you
context: Ill punish those who are wavering and insolent\Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you response:	If you go to somewhere else
context: Dont touch! Because I wont listen to excuses\Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else response:	But
context: Touch me because I'm tired Hey, lend me your shoulder\I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But response:	The truth is, I want to be by your side more than anyone else
context: I love you, its a lie\I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else response:	Lets go take a walk in chains of love!
context: I hate you, thats a lie, too\Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love! response:	The Magic Academy's Crisis
context: Nay nay nay, its useless, its a misunderstanding\So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Magic Academy's Crisis response:	The Magic Academy's Crisis
context: So I wont say, I love you”\Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Magic Academy's Crisis\The Magic Academy's Crisis response:	Next Time
context: Non non non, because I absolutely wont forgive you\If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Magic Academy's Crisis\The Magic Academy's Crisis\Next Time response:	The Flame of Atonement
context: If you go to somewhere else\But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Magic Academy's Crisis\The Magic Academy's Crisis\Next Time\The Flame of Atonement response:	The battlefield is great.
context: But\The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Magic Academy's Crisis\The Magic Academy's Crisis\Next Time\The Flame of Atonement\The battlefield is great. response:	I love the smell of humans burning.
context: The truth is, I want to be by your side more than anyone else\Lets go take a walk in chains of love!\The Magic Academy's Crisis\The Magic Academy's Crisis\Next Time\The Flame of Atonement\The battlefield is great.\I love the smell of humans burning. response:	I can only enjoy this during war.
context: Lets go take a walk in chains of love!\The Magic Academy's Crisis\The Magic Academy's Crisis\Next Time\The Flame of Atonement\The battlefield is great.\I love the smell of humans burning.\I can only enjoy this during war. response:	Thank you for coming, Menville-dono.
context: The Magic Academy's Crisis\The Magic Academy's Crisis\Next Time\The Flame of Atonement\The battlefield is great.\I love the smell of humans burning.\I can only enjoy this during war.\Thank you for coming, Menville-dono. response:	I'd like to borrow your strength.
context: The Magic Academy's Crisis\Next Time\The Flame of Atonement\The battlefield is great.\I love the smell of humans burning.\I can only enjoy this during war.\Thank you for coming, Menville-dono.\I'd like to borrow your strength. response:	My unit is filled with wild ones.
context: Next Time\The Flame of Atonement\The battlefield is great.\I love the smell of humans burning.\I can only enjoy this during war.\Thank you for coming, Menville-dono.\I'd like to borrow your strength.\My unit is filled with wild ones. response:	What do you want us to do?
context: The Flame of Atonement\The battlefield is great.\I love the smell of humans burning.\I can only enjoy this during war.\Thank you for coming, Menville-dono.\I'd like to borrow your strength.\My unit is filled with wild ones.\What do you want us to do? response:	You heard how Tristain and Germania captured our port, right?
context: The battlefield is great.\I love the smell of humans burning.\I can only enjoy this during war.\Thank you for coming, Menville-dono.\I'd like to borrow your strength.\My unit is filled with wild ones.\What do you want us to do?\You heard how Tristain and Germania captured our port, right? response:	And you're telling me to repel them?
context: I love the smell of humans burning.\I can only enjoy this during war.\Thank you for coming, Menville-dono.\I'd like to borrow your strength.\My unit is filled with wild ones.\What do you want us to do?\You heard how Tristain and Germania captured our port, right?\And you're telling me to repel them? response:	No, I don't expect you to burn five hundred ships.
context: I can only enjoy this during war.\Thank you for coming, Menville-dono.\I'd like to borrow your strength.\My unit is filled with wild ones.\What do you want us to do?\You heard how Tristain and Germania captured our port, right?\And you're telling me to repel them?\No, I don't expect you to burn five hundred ships. response:	I don't like the roundabout conversations.
context: Thank you for coming, Menville-dono.\I'd like to borrow your strength.\My unit is filled with wild ones.\What do you want us to do?\You heard how Tristain and Germania captured our port, right?\And you're telling me to repel them?\No, I don't expect you to burn five hundred ships.\I don't like the roundabout conversations. response:	Tell me the place I get to burn.
context: I'd like to borrow your strength.\My unit is filled with wild ones.\What do you want us to do?\You heard how Tristain and Germania captured our port, right?\And you're telling me to repel them?\No, I don't expect you to burn five hundred ships.\I don't like the roundabout conversations.\Tell me the place I get to burn. response:	The Magic Academy.
context: My unit is filled with wild ones.\What do you want us to do?\You heard how Tristain and Germania captured our port, right?\And you're telling me to repel them?\No, I don't expect you to burn five hundred ships.\I don't like the roundabout conversations.\Tell me the place I get to burn.\The Magic Academy. response:	The Magic Academy?
context: What do you want us to do?\You heard how Tristain and Germania captured our port, right?\And you're telling me to repel them?\No, I don't expect you to burn five hundred ships.\I don't like the roundabout conversations.\Tell me the place I get to burn.\The Magic Academy.\The Magic Academy? response:	It's so huge...
context: You heard how Tristain and Germania captured our port, right?\And you're telling me to repel them?\No, I don't expect you to burn five hundred ships.\I don't like the roundabout conversations.\Tell me the place I get to burn.\The Magic Academy.\The Magic Academy?\It's so huge... response:	What's this?!
context: And you're telling me to repel them?\No, I don't expect you to burn five hundred ships.\I don't like the roundabout conversations.\Tell me the place I get to burn.\The Magic Academy.\The Magic Academy?\It's so huge...\What's this?! response:	Keep it down, will you?
context: No, I don't expect you to burn five hundred ships.\I don't like the roundabout conversations.\Tell me the place I get to burn.\The Magic Academy.\The Magic Academy?\It's so huge...\What's this?!\Keep it down, will you? response:	What? No!
context: I don't like the roundabout conversations.\Tell me the place I get to burn.\The Magic Academy.\The Magic Academy?\It's so huge...\What's this?!\Keep it down, will you?\What? No! response:	Saito!
context: Tell me the place I get to burn.\The Magic Academy.\The Magic Academy?\It's so huge...\What's this?!\Keep it down, will you?\What? No!\Saito! response:	Let me out, now!
context: The Magic Academy.\The Magic Academy?\It's so huge...\What's this?!\Keep it down, will you?\What? No!\Saito!\Let me out, now! response:	Who is this?!
context: The Magic Academy?\It's so huge...\What's this?!\Keep it down, will you?\What? No!\Saito!\Let me out, now!\Who is this?! response:	Who do you think I am?!
context: It's so huge...\What's this?!\Keep it down, will you?\What? No!\Saito!\Let me out, now!\Who is this?!\Who do you think I am?! response:	Eleonore-oneesama!
context: What's this?!\Keep it down, will you?\What? No!\Saito!\Let me out, now!\Who is this?!\Who do you think I am?!\Eleonore-oneesama! response:	And Saito?
context: Keep it down, will you?\What? No!\Saito!\Let me out, now!\Who is this?!\Who do you think I am?!\Eleonore-oneesama!\And Saito? response:	Louise. I'll have you stay in here for a while.
context: What? No!\Saito!\Let me out, now!\Who is this?!\Who do you think I am?!\Eleonore-oneesama!\And Saito?\Louise. I'll have you stay in here for a while. response:	Why, Onee-sama?
context: Saito!\Let me out, now!\Who is this?!\Who do you think I am?!\Eleonore-oneesama!\And Saito?\Louise. I'll have you stay in here for a while.\Why, Onee-sama? response:	Why?
context: Let me out, now!\Who is this?!\Who do you think I am?!\Eleonore-oneesama!\And Saito?\Louise. I'll have you stay in here for a while.\Why, Onee-sama?\Why? response:	Because of what you had said.
context: Who is this?!\Who do you think I am?!\Eleonore-oneesama!\And Saito?\Louise. I'll have you stay in here for a while.\Why, Onee-sama?\Why?\Because of what you had said. response:	Take aim!
context: Who do you think I am?!\Eleonore-oneesama!\And Saito?\Louise. I'll have you stay in here for a while.\Why, Onee-sama?\Why?\Because of what you had said.\Take aim! response:	Fire!
context: Eleonore-oneesama!\And Saito?\Louise. I'll have you stay in here for a while.\Why, Onee-sama?\Why?\Because of what you had said.\Take aim!\Fire! response:	Focus on the target!
context: And Saito?\Louise. I'll have you stay in here for a while.\Why, Onee-sama?\Why?\Because of what you had said.\Take aim!\Fire!\Focus on the target! response:	In a real battle, your target moves!
context: Louise. I'll have you stay in here for a while.\Why, Onee-sama?\Why?\Because of what you had said.\Take aim!\Fire!\Focus on the target!\In a real battle, your target moves! response:	Yes, Sir!
context: Why, Onee-sama?\Why?\Because of what you had said.\Take aim!\Fire!\Focus on the target!\In a real battle, your target moves!\Yes, Sir! response:	They're so into it.
context: Why?\Because of what you had said.\Take aim!\Fire!\Focus on the target!\In a real battle, your target moves!\Yes, Sir!\They're so into it. response:	I can't imagine this is only training.
context: Because of what you had said.\Take aim!\Fire!\Focus on the target!\In a real battle, your target moves!\Yes, Sir!\They're so into it.\I can't imagine this is only training. response:	Everyone, stop!
context: Take aim!\Fire!\Focus on the target!\In a real battle, your target moves!\Yes, Sir!\They're so into it.\I can't imagine this is only training.\Everyone, stop! response:	Five minute break.
context: Fire!\Focus on the target!\In a real battle, your target moves!\Yes, Sir!\They're so into it.\I can't imagine this is only training.\Everyone, stop!\Five minute break. response:	Agnes, did something happen?
context: Focus on the target!\In a real battle, your target moves!\Yes, Sir!\They're so into it.\I can't imagine this is only training.\Everyone, stop!\Five minute break.\Agnes, did something happen? response:	You're quick to notice.
context: In a real battle, your target moves!\Yes, Sir!\They're so into it.\I can't imagine this is only training.\Everyone, stop!\Five minute break.\Agnes, did something happen?\You're quick to notice. response:	I'll soon be gone from here.
context: Yes, Sir!\They're so into it.\I can't imagine this is only training.\Everyone, stop!\Five minute break.\Agnes, did something happen?\You're quick to notice.\I'll soon be gone from here. response:	Our Queen will be heading to the front line.
context: They're so into it.\I can't imagine this is only training.\Everyone, stop!\Five minute break.\Agnes, did something happen?\You're quick to notice.\I'll soon be gone from here.\Our Queen will be heading to the front line. response:	She will leave in seven days.
context: I can't imagine this is only training.\Everyone, stop!\Five minute break.\Agnes, did something happen?\You're quick to notice.\I'll soon be gone from here.\Our Queen will be heading to the front line.\She will leave in seven days. response:	We, the Musketeer Force, will be going to Albion to protect Her Highness.
context: Everyone, stop!\Five minute break.\Agnes, did something happen?\You're quick to notice.\I'll soon be gone from here.\Our Queen will be heading to the front line.\She will leave in seven days.\We, the Musketeer Force, will be going to Albion to protect Her Highness. response:	We'll say farewell to this academy, too.
context: Five minute break.\Agnes, did something happen?\You're quick to notice.\I'll soon be gone from here.\Our Queen will be heading to the front line.\She will leave in seven days.\We, the Musketeer Force, will be going to Albion to protect Her Highness.\We'll say farewell to this academy, too. response:	It's a shame I couldn't uncover the name of the person who razed Dungletale...
context: Agnes, did something happen?\You're quick to notice.\I'll soon be gone from here.\Our Queen will be heading to the front line.\She will leave in seven days.\We, the Musketeer Force, will be going to Albion to protect Her Highness.\We'll say farewell to this academy, too.\It's a shame I couldn't uncover the name of the person who razed Dungletale... response:	I'll go to the front line, too.
context: You're quick to notice.\I'll soon be gone from here.\Our Queen will be heading to the front line.\She will leave in seven days.\We, the Musketeer Force, will be going to Albion to protect Her Highness.\We'll say farewell to this academy, too.\It's a shame I couldn't uncover the name of the person who razed Dungletale...\I'll go to the front line, too. response:	Front line?! What are you...?
context: I'll soon be gone from here.\Our Queen will be heading to the front line.\She will leave in seven days.\We, the Musketeer Force, will be going to Albion to protect Her Highness.\We'll say farewell to this academy, too.\It's a shame I couldn't uncover the name of the person who razed Dungletale...\I'll go to the front line, too.\Front line?! What are you...? response:	I have to help the Princess.
context: Our Queen will be heading to the front line.\She will leave in seven days.\We, the Musketeer Force, will be going to Albion to protect Her Highness.\We'll say farewell to this academy, too.\It's a shame I couldn't uncover the name of the person who razed Dungletale...\I'll go to the front line, too.\Front line?! What are you...?\I have to help the Princess. response:	I heard everything from this plebeian.
context: She will leave in seven days.\We, the Musketeer Force, will be going to Albion to protect Her Highness.\We'll say farewell to this academy, too.\It's a shame I couldn't uncover the name of the person who razed Dungletale...\I'll go to the front line, too.\Front line?! What are you...?\I have to help the Princess.\I heard everything from this plebeian. response:	Saito!
context: We, the Musketeer Force, will be going to Albion to protect Her Highness.\We'll say farewell to this academy, too.\It's a shame I couldn't uncover the name of the person who razed Dungletale...\I'll go to the front line, too.\Front line?! What are you...?\I have to help the Princess.\I heard everything from this plebeian.\Saito! response:	Louise!
context: We'll say farewell to this academy, too.\It's a shame I couldn't uncover the name of the person who razed Dungletale...\I'll go to the front line, too.\Front line?! What are you...?\I have to help the Princess.\I heard everything from this plebeian.\Saito!\Louise! response:	I cannot allow a daughter of the La Valliere family to go to war.
context: It's a shame I couldn't uncover the name of the person who razed Dungletale...\I'll go to the front line, too.\Front line?! What are you...?\I have to help the Princess.\I heard everything from this plebeian.\Saito!\Louise!\I cannot allow a daughter of the La Valliere family to go to war. response:	Besides, what good would come out of your going when you can't use any magic?
context: I'll go to the front line, too.\Front line?! What are you...?\I have to help the Princess.\I heard everything from this plebeian.\Saito!\Louise!\I cannot allow a daughter of the La Valliere family to go to war.\Besides, what good would come out of your going when you can't use any magic? response:	It's okay! I'd definitely be of help!
context: Front line?! What are you...?\I have to help the Princess.\I heard everything from this plebeian.\Saito!\Louise!\I cannot allow a daughter of the La Valliere family to go to war.\Besides, what good would come out of your going when you can't use any magic?\It's okay! I'd definitely be of help! response:	Listen, Louise.
context: I have to help the Princess.\I heard everything from this plebeian.\Saito!\Louise!\I cannot allow a daughter of the La Valliere family to go to war.\Besides, what good would come out of your going when you can't use any magic?\It's okay! I'd definitely be of help!\Listen, Louise. response:	War isn't as simple as you think.
context: I heard everything from this plebeian.\Saito!\Louise!\I cannot allow a daughter of the La Valliere family to go to war.\Besides, what good would come out of your going when you can't use any magic?\It's okay! I'd definitely be of help!\Listen, Louise.\War isn't as simple as you think. response:	That's why I'm going.
context: Saito!\Louise!\I cannot allow a daughter of the La Valliere family to go to war.\Besides, what good would come out of your going when you can't use any magic?\It's okay! I'd definitely be of help!\Listen, Louise.\War isn't as simple as you think.\That's why I'm going. response:	I'm the only one who can protect the Princess.
context: Louise!\I cannot allow a daughter of the La Valliere family to go to war.\Besides, what good would come out of your going when you can't use any magic?\It's okay! I'd definitely be of help!\Listen, Louise.\War isn't as simple as you think.\That's why I'm going.\I'm the only one who can protect the Princess. response:	Silence!
context: I cannot allow a daughter of the La Valliere family to go to war.\Besides, what good would come out of your going when you can't use any magic?\It's okay! I'd definitely be of help!\Listen, Louise.\War isn't as simple as you think.\That's why I'm going.\I'm the only one who can protect the Princess.\Silence! response:	Until you change your mind, I will not let you out of here.
context: Besides, what good would come out of your going when you can't use any magic?\It's okay! I'd definitely be of help!\Listen, Louise.\War isn't as simple as you think.\That's why I'm going.\I'm the only one who can protect the Princess.\Silence!\Until you change your mind, I will not let you out of here. response:	You can't do that!
context: It's okay! I'd definitely be of help!\Listen, Louise.\War isn't as simple as you think.\That's why I'm going.\I'm the only one who can protect the Princess.\Silence!\Until you change your mind, I will not let you out of here.\You can't do that! response:	I'll hold onto this.
context: Listen, Louise.\War isn't as simple as you think.\That's why I'm going.\I'm the only one who can protect the Princess.\Silence!\Until you change your mind, I will not let you out of here.\You can't do that!\I'll hold onto this. response:	You're being tyrannical, Onee-sama!
context: War isn't as simple as you think.\That's why I'm going.\I'm the only one who can protect the Princess.\Silence!\Until you change your mind, I will not let you out of here.\You can't do that!\I'll hold onto this.\You're being tyrannical, Onee-sama! response:	W-What?
context: That's why I'm going.\I'm the only one who can protect the Princess.\Silence!\Until you change your mind, I will not let you out of here.\You can't do that!\I'll hold onto this.\You're being tyrannical, Onee-sama!\W-What? response:	L-Let me down!
context: I'm the only one who can protect the Princess.\Silence!\Until you change your mind, I will not let you out of here.\You can't do that!\I'll hold onto this.\You're being tyrannical, Onee-sama!\W-What?\L-Let me down! response:	Louise!
context: Silence!\Until you change your mind, I will not let you out of here.\You can't do that!\I'll hold onto this.\You're being tyrannical, Onee-sama!\W-What?\L-Let me down!\Louise! response:	Saito!
context: Until you change your mind, I will not let you out of here.\You can't do that!\I'll hold onto this.\You're being tyrannical, Onee-sama!\W-What?\L-Let me down!\Louise!\Saito! response:	Onee-sama!
context: You can't do that!\I'll hold onto this.\You're being tyrannical, Onee-sama!\W-What?\L-Let me down!\Louise!\Saito!\Onee-sama! response:	Ow, ow, ow, ow!
context: I'll hold onto this.\You're being tyrannical, Onee-sama!\W-What?\L-Let me down!\Louise!\Saito!\Onee-sama!\Ow, ow, ow, ow! response:	Cool your head in here for a while.
context: You're being tyrannical, Onee-sama!\W-What?\L-Let me down!\Louise!\Saito!\Onee-sama!\Ow, ow, ow, ow!\Cool your head in here for a while. response:	Keep your eyes on Louise here.
context: W-What?\L-Let me down!\Louise!\Saito!\Onee-sama!\Ow, ow, ow, ow!\Cool your head in here for a while.\Keep your eyes on Louise here. response:	Okay...
context: L-Let me down!\Louise!\Saito!\Onee-sama!\Ow, ow, ow, ow!\Cool your head in here for a while.\Keep your eyes on Louise here.\Okay... response:	Saito, you're going to take Eleonore-oneesama's side?
context: Louise!\Saito!\Onee-sama!\Ow, ow, ow, ow!\Cool your head in here for a while.\Keep your eyes on Louise here.\Okay...\Saito, you're going to take Eleonore-oneesama's side? response:	I'm sorry, but I agree with your sister this time.
context: Saito!\Onee-sama!\Ow, ow, ow, ow!\Cool your head in here for a while.\Keep your eyes on Louise here.\Okay...\Saito, you're going to take Eleonore-oneesama's side?\I'm sorry, but I agree with your sister this time. response:	It's ridiculous for you to go to war.
context: Onee-sama!\Ow, ow, ow, ow!\Cool your head in here for a while.\Keep your eyes on Louise here.\Okay...\Saito, you're going to take Eleonore-oneesama's side?\I'm sorry, but I agree with your sister this time.\It's ridiculous for you to go to war. response:	Saito!
context: Ow, ow, ow, ow!\Cool your head in here for a while.\Keep your eyes on Louise here.\Okay...\Saito, you're going to take Eleonore-oneesama's side?\I'm sorry, but I agree with your sister this time.\It's ridiculous for you to go to war.\Saito! response:	Miss Valliere.
context: Cool your head in here for a while.\Keep your eyes on Louise here.\Okay...\Saito, you're going to take Eleonore-oneesama's side?\I'm sorry, but I agree with your sister this time.\It's ridiculous for you to go to war.\Saito!\Miss Valliere. response:	Saito-kun's right.
context: Keep your eyes on Louise here.\Okay...\Saito, you're going to take Eleonore-oneesama's side?\I'm sorry, but I agree with your sister this time.\It's ridiculous for you to go to war.\Saito!\Miss Valliere.\Saito-kun's right. response:	Sensei...
context: Okay...\Saito, you're going to take Eleonore-oneesama's side?\I'm sorry, but I agree with your sister this time.\It's ridiculous for you to go to war.\Saito!\Miss Valliere.\Saito-kun's right.\Sensei... response:	Colbert-sensei. Please provide this impudent girl with guidance.
context: Saito, you're going to take Eleonore-oneesama's side?\I'm sorry, but I agree with your sister this time.\It's ridiculous for you to go to war.\Saito!\Miss Valliere.\Saito-kun's right.\Sensei...\Colbert-sensei. Please provide this impudent girl with guidance. response:	Excuse me.
context: I'm sorry, but I agree with your sister this time.\It's ridiculous for you to go to war.\Saito!\Miss Valliere.\Saito-kun's right.\Sensei...\Colbert-sensei. Please provide this impudent girl with guidance.\Excuse me. response:	You blockhead!
context: It's ridiculous for you to go to war.\Saito!\Miss Valliere.\Saito-kun's right.\Sensei...\Colbert-sensei. Please provide this impudent girl with guidance.\Excuse me.\You blockhead! response:	Your sister is worried about you.
context: Saito!\Miss Valliere.\Saito-kun's right.\Sensei...\Colbert-sensei. Please provide this impudent girl with guidance.\Excuse me.\You blockhead!\Your sister is worried about you. response:	Though I'm not good with magic, if it's for Her Highness, I could do anything.
context: Miss Valliere.\Saito-kun's right.\Sensei...\Colbert-sensei. Please provide this impudent girl with guidance.\Excuse me.\You blockhead!\Your sister is worried about you.\Though I'm not good with magic, if it's for Her Highness, I could do anything. response:	I'll defeat the enemy forces, too!
context: Saito-kun's right.\Sensei...\Colbert-sensei. Please provide this impudent girl with guidance.\Excuse me.\You blockhead!\Your sister is worried about you.\Though I'm not good with magic, if it's for Her Highness, I could do anything.\I'll defeat the enemy forces, too! response:	Defeat the enemy?
context: Sensei...\Colbert-sensei. Please provide this impudent girl with guidance.\Excuse me.\You blockhead!\Your sister is worried about you.\Though I'm not good with magic, if it's for Her Highness, I could do anything.\I'll defeat the enemy forces, too!\Defeat the enemy? response:	In other words, you'll go and kill the enemy?
context: Colbert-sensei. Please provide this impudent girl with guidance.\Excuse me.\You blockhead!\Your sister is worried about you.\Though I'm not good with magic, if it's for Her Highness, I could do anything.\I'll defeat the enemy forces, too!\Defeat the enemy?\In other words, you'll go and kill the enemy? response:	I didn't mean that...
context: Excuse me.\You blockhead!\Your sister is worried about you.\Though I'm not good with magic, if it's for Her Highness, I could do anything.\I'll defeat the enemy forces, too!\Defeat the enemy?\In other words, you'll go and kill the enemy?\I didn't mean that... response:	To fight for her Highness' sake.
context: You blockhead!\Your sister is worried about you.\Though I'm not good with magic, if it's for Her Highness, I could do anything.\I'll defeat the enemy forces, too!\Defeat the enemy?\In other words, you'll go and kill the enemy?\I didn't mean that...\To fight for her Highness' sake. response:	To defeat the enemy for the country's sake.
context: Your sister is worried about you.\Though I'm not good with magic, if it's for Her Highness, I could do anything.\I'll defeat the enemy forces, too!\Defeat the enemy?\In other words, you'll go and kill the enemy?\I didn't mean that...\To fight for her Highness' sake.\To defeat the enemy for the country's sake. response:	No matter how you phrase it, it's still murder!
context: Though I'm not good with magic, if it's for Her Highness, I could do anything.\I'll defeat the enemy forces, too!\Defeat the enemy?\In other words, you'll go and kill the enemy?\I didn't mean that...\To fight for her Highness' sake.\To defeat the enemy for the country's sake.\No matter how you phrase it, it's still murder! response:	Colbert-sensei...
context: I'll defeat the enemy forces, too!\Defeat the enemy?\In other words, you'll go and kill the enemy?\I didn't mean that...\To fight for her Highness' sake.\To defeat the enemy for the country's sake.\No matter how you phrase it, it's still murder!\Colbert-sensei... response:	I don't want my students to go through that experience.
context: Defeat the enemy?\In other words, you'll go and kill the enemy?\I didn't mean that...\To fight for her Highness' sake.\To defeat the enemy for the country's sake.\No matter how you phrase it, it's still murder!\Colbert-sensei...\I don't want my students to go through that experience. response:	Please don't say you'll go to war.
context: In other words, you'll go and kill the enemy?\I didn't mean that...\To fight for her Highness' sake.\To defeat the enemy for the country's sake.\No matter how you phrase it, it's still murder!\Colbert-sensei...\I don't want my students to go through that experience.\Please don't say you'll go to war. response:	Sensei...
