context: Soccer Tournament Go, 1-6! response:	Okay! Go, class 3!
context: Me, neither.\Takeo-kun!\I'm free. Five buddies can come along. Is that okay?\Sorry to keep you waiting!\No, I wasn't waiting long.\So this is what it's like...\Triple Axel\leading into response:	an Ina Bauer.
context: Takeo-kun!\I'm free. Five buddies can come along. Is that okay?\Sorry to keep you waiting!\No, I wasn't waiting long.\So this is what it's like...\Triple Axel\leading into\an Ina Bauer. response:	Wow, who is that guy?
context: I'm free. Five buddies can come along. Is that okay?\Sorry to keep you waiting!\No, I wasn't waiting long.\So this is what it's like...\Triple Axel\leading into\an Ina Bauer.\Wow, who is that guy? response:	Did he just do an axel?
context: Sorry to keep you waiting!\No, I wasn't waiting long.\So this is what it's like...\Triple Axel\leading into\an Ina Bauer.\Wow, who is that guy?\Did he just do an axel? response:	Oh, there he goes again.
context: No, I wasn't waiting long.\So this is what it's like...\Triple Axel\leading into\an Ina Bauer.\Wow, who is that guy?\Did he just do an axel?\Oh, there he goes again. response:	I feel like I'm watching human evolution on fast-forward.
context: So this is what it's like...\Triple Axel\leading into\an Ina Bauer.\Wow, who is that guy?\Did he just do an axel?\Oh, there he goes again.\I feel like I'm watching human evolution on fast-forward. response:	Takeo-kun!
context: Triple Axel\leading into\an Ina Bauer.\Wow, who is that guy?\Did he just do an axel?\Oh, there he goes again.\I feel like I'm watching human evolution on fast-forward.\Takeo-kun! response:	You can hang on to me.
context: leading into\an Ina Bauer.\Wow, who is that guy?\Did he just do an axel?\Oh, there he goes again.\I feel like I'm watching human evolution on fast-forward.\Takeo-kun!\You can hang on to me. response:	Eh? Okay.
context: an Ina Bauer.\Wow, who is that guy?\Did he just do an axel?\Oh, there he goes again.\I feel like I'm watching human evolution on fast-forward.\Takeo-kun!\You can hang on to me.\Eh? Okay. response:	Take it slow, Yamato.
context: Wow, who is that guy?\Did he just do an axel?\Oh, there he goes again.\I feel like I'm watching human evolution on fast-forward.\Takeo-kun!\You can hang on to me.\Eh? Okay.\Take it slow, Yamato. response:	Takeo-kun, this is your first time, right?
context: Did he just do an axel?\Oh, there he goes again.\I feel like I'm watching human evolution on fast-forward.\Takeo-kun!\You can hang on to me.\Eh? Okay.\Take it slow, Yamato.\Takeo-kun, this is your first time, right? response:	Why are you so good at it?
context: Oh, there he goes again.\I feel like I'm watching human evolution on fast-forward.\Takeo-kun!\You can hang on to me.\Eh? Okay.\Take it slow, Yamato.\Takeo-kun, this is your first time, right?\Why are you so good at it? response:	Put one foot out at a time.
context: I feel like I'm watching human evolution on fast-forward.\Takeo-kun!\You can hang on to me.\Eh? Okay.\Take it slow, Yamato.\Takeo-kun, this is your first time, right?\Why are you so good at it?\Put one foot out at a time. response:	So warm!
context: Takeo-kun!\You can hang on to me.\Eh? Okay.\Take it slow, Yamato.\Takeo-kun, this is your first time, right?\Why are you so good at it?\Put one foot out at a time.\So warm! response:	Want anything to drink?
context: You can hang on to me.\Eh? Okay.\Take it slow, Yamato.\Takeo-kun, this is your first time, right?\Why are you so good at it?\Put one foot out at a time.\So warm!\Want anything to drink? response:	I'll go buy something.
context: Eh? Okay.\Take it slow, Yamato.\Takeo-kun, this is your first time, right?\Why are you so good at it?\Put one foot out at a time.\So warm!\Want anything to drink?\I'll go buy something. response:	Hmm, what do they have?
context: Take it slow, Yamato.\Takeo-kun, this is your first time, right?\Why are you so good at it?\Put one foot out at a time.\So warm!\Want anything to drink?\I'll go buy something.\Hmm, what do they have? response:	Oh, let's just go together.
context: Takeo-kun, this is your first time, right?\Why are you so good at it?\Put one foot out at a time.\So warm!\Want anything to drink?\I'll go buy something.\Hmm, what do they have?\Oh, let's just go together. response:	Yeah?
context: Why are you so good at it?\Put one foot out at a time.\So warm!\Want anything to drink?\I'll go buy something.\Hmm, what do they have?\Oh, let's just go together.\Yeah? response:	Come on!
context: Put one foot out at a time.\So warm!\Want anything to drink?\I'll go buy something.\Hmm, what do they have?\Oh, let's just go together.\Yeah?\Come on! response:	scritch scritch
context: So warm!\Want anything to drink?\I'll go buy something.\Hmm, what do they have?\Oh, let's just go together.\Yeah?\Come on!\scritch scritch response:	What's wrong?
context: Want anything to drink?\I'll go buy something.\Hmm, what do they have?\Oh, let's just go together.\Yeah?\Come on!\scritch scritch\What's wrong? response:	My thighs are all itchy because
context: I'll go buy something.\Hmm, what do they have?\Oh, let's just go together.\Yeah?\Come on!\scritch scritch\What's wrong?\My thighs are all itchy because response:	we switched here, where it's really warm, and my blood got flowing.
context: Hmm, what do they have?\Oh, let's just go together.\Yeah?\Come on!\scritch scritch\What's wrong?\My thighs are all itchy because\we switched here, where it's really warm, and my blood got flowing. response:	I love her.
context: Oh, let's just go together.\Yeah?\Come on!\scritch scritch\What's wrong?\My thighs are all itchy because\we switched here, where it's really warm, and my blood got flowing.\I love her. response:	Takeo, I thought I saw you accept a business card earlier.
context: Yeah?\Come on!\scritch scritch\What's wrong?\My thighs are all itchy because\we switched here, where it's really warm, and my blood got flowing.\I love her.\Takeo, I thought I saw you accept a business card earlier. response:	Oh, yeah.
context: Come on!\scritch scritch\What's wrong?\My thighs are all itchy because\we switched here, where it's really warm, and my blood got flowing.\I love her.\Takeo, I thought I saw you accept a business card earlier.\Oh, yeah. response:	Someone was trying to recruit him.
context: scritch scritch\What's wrong?\My thighs are all itchy because\we switched here, where it's really warm, and my blood got flowing.\I love her.\Takeo, I thought I saw you accept a business card earlier.\Oh, yeah.\Someone was trying to recruit him. response:	Crap, that's unbelievable!
context: What's wrong?\My thighs are all itchy because\we switched here, where it's really warm, and my blood got flowing.\I love her.\Takeo, I thought I saw you accept a business card earlier.\Oh, yeah.\Someone was trying to recruit him.\Crap, that's unbelievable! response:	Yeah, back there, what you did was unreal!
context: My thighs are all itchy because\we switched here, where it's really warm, and my blood got flowing.\I love her.\Takeo, I thought I saw you accept a business card earlier.\Oh, yeah.\Someone was trying to recruit him.\Crap, that's unbelievable!\Yeah, back there, what you did was unreal! response:	Oh, that was just a coincidence.
context: we switched here, where it's really warm, and my blood got flowing.\I love her.\Takeo, I thought I saw you accept a business card earlier.\Oh, yeah.\Someone was trying to recruit him.\Crap, that's unbelievable!\Yeah, back there, what you did was unreal!\Oh, that was just a coincidence. response:	I was turning around, when I lost my balance.
context: I love her.\Takeo, I thought I saw you accept a business card earlier.\Oh, yeah.\Someone was trying to recruit him.\Crap, that's unbelievable!\Yeah, back there, what you did was unreal!\Oh, that was just a coincidence.\I was turning around, when I lost my balance. response:	Huh?
context: Takeo, I thought I saw you accept a business card earlier.\Oh, yeah.\Someone was trying to recruit him.\Crap, that's unbelievable!\Yeah, back there, what you did was unreal!\Oh, that was just a coincidence.\I was turning around, when I lost my balance.\Huh? response:	That was fun!
context: Oh, yeah.\Someone was trying to recruit him.\Crap, that's unbelievable!\Yeah, back there, what you did was unreal!\Oh, that was just a coincidence.\I was turning around, when I lost my balance.\Huh?\That was fun! response:	I'm sorry I was late today.
context: Someone was trying to recruit him.\Crap, that's unbelievable!\Yeah, back there, what you did was unreal!\Oh, that was just a coincidence.\I was turning around, when I lost my balance.\Huh?\That was fun!\I'm sorry I was late today. response:	I had to retake a kanji test.
context: Crap, that's unbelievable!\Yeah, back there, what you did was unreal!\Oh, that was just a coincidence.\I was turning around, when I lost my balance.\Huh?\That was fun!\I'm sorry I was late today.\I had to retake a kanji test. response:	You aren't good at kanji?
context: Yeah, back there, what you did was unreal!\Oh, that was just a coincidence.\I was turning around, when I lost my balance.\Huh?\That was fun!\I'm sorry I was late today.\I had to retake a kanji test.\You aren't good at kanji? response:	No, I am, actually.
context: Oh, that was just a coincidence.\I was turning around, when I lost my balance.\Huh?\That was fun!\I'm sorry I was late today.\I had to retake a kanji test.\You aren't good at kanji?\No, I am, actually. response:	But I skipped a question in the middle,
context: I was turning around, when I lost my balance.\Huh?\That was fun!\I'm sorry I was late today.\I had to retake a kanji test.\You aren't good at kanji?\No, I am, actually.\But I skipped a question in the middle, response:	so all my answers were off by one, so I lost all my points.
context: Huh?\That was fun!\I'm sorry I was late today.\I had to retake a kanji test.\You aren't good at kanji?\No, I am, actually.\But I skipped a question in the middle,\so all my answers were off by one, so I lost all my points. response:	You didn't notice the extra answer space at the end?
context: That was fun!\I'm sorry I was late today.\I had to retake a kanji test.\You aren't good at kanji?\No, I am, actually.\But I skipped a question in the middle,\so all my answers were off by one, so I lost all my points.\You didn't notice the extra answer space at the end? response:	I did, but I just thought it was extra.
context: I'm sorry I was late today.\I had to retake a kanji test.\You aren't good at kanji?\No, I am, actually.\But I skipped a question in the middle,\so all my answers were off by one, so I lost all my points.\You didn't notice the extra answer space at the end?\I did, but I just thought it was extra. response:	Guess you didn't think too hard about it.
context: I had to retake a kanji test.\You aren't good at kanji?\No, I am, actually.\But I skipped a question in the middle,\so all my answers were off by one, so I lost all my points.\You didn't notice the extra answer space at the end?\I did, but I just thought it was extra.\Guess you didn't think too hard about it. response:	No, I didn't.
context: You aren't good at kanji?\No, I am, actually.\But I skipped a question in the middle,\so all my answers were off by one, so I lost all my points.\You didn't notice the extra answer space at the end?\I did, but I just thought it was extra.\Guess you didn't think too hard about it.\No, I didn't. response:	Oh, but Rinko's pretty good at school.
context: No, I am, actually.\But I skipped a question in the middle,\so all my answers were off by one, so I lost all my points.\You didn't notice the extra answer space at the end?\I did, but I just thought it was extra.\Guess you didn't think too hard about it.\No, I didn't.\Oh, but Rinko's pretty good at school. response:	Yeah, she's a good student.
context: But I skipped a question in the middle,\so all my answers were off by one, so I lost all my points.\You didn't notice the extra answer space at the end?\I did, but I just thought it was extra.\Guess you didn't think too hard about it.\No, I didn't.\Oh, but Rinko's pretty good at school.\Yeah, she's a good student. response:	She's one of the smart ones.
context: so all my answers were off by one, so I lost all my points.\You didn't notice the extra answer space at the end?\I did, but I just thought it was extra.\Guess you didn't think too hard about it.\No, I didn't.\Oh, but Rinko's pretty good at school.\Yeah, she's a good student.\She's one of the smart ones. response:	I see.
context: You didn't notice the extra answer space at the end?\I did, but I just thought it was extra.\Guess you didn't think too hard about it.\No, I didn't.\Oh, but Rinko's pretty good at school.\Yeah, she's a good student.\She's one of the smart ones.\I see. response:	Suna's good, too.
context: I did, but I just thought it was extra.\Guess you didn't think too hard about it.\No, I didn't.\Oh, but Rinko's pretty good at school.\Yeah, she's a good student.\She's one of the smart ones.\I see.\Suna's good, too. response:	Oh, I knew it!
context: Guess you didn't think too hard about it.\No, I didn't.\Oh, but Rinko's pretty good at school.\Yeah, she's a good student.\She's one of the smart ones.\I see.\Suna's good, too.\Oh, I knew it! response:	Stop it. I'm just normal.
context: No, I didn't.\Oh, but Rinko's pretty good at school.\Yeah, she's a good student.\She's one of the smart ones.\I see.\Suna's good, too.\Oh, I knew it!\Stop it. I'm just normal. response:	What about you, Takeo-kun?
context: Oh, but Rinko's pretty good at school.\Yeah, she's a good student.\She's one of the smart ones.\I see.\Suna's good, too.\Oh, I knew it!\Stop it. I'm just normal.\What about you, Takeo-kun? response:	I'm below average.
context: Yeah, she's a good student.\She's one of the smart ones.\I see.\Suna's good, too.\Oh, I knew it!\Stop it. I'm just normal.\What about you, Takeo-kun?\I'm below average. response:	Oh, okay.
context: She's one of the smart ones.\I see.\Suna's good, too.\Oh, I knew it!\Stop it. I'm just normal.\What about you, Takeo-kun?\I'm below average.\Oh, okay. response:	Below average, huh?
context: I see.\Suna's good, too.\Oh, I knew it!\Stop it. I'm just normal.\What about you, Takeo-kun?\I'm below average.\Oh, okay.\Below average, huh? response:	I might be even lower than that.
context: Suna's good, too.\Oh, I knew it!\Stop it. I'm just normal.\What about you, Takeo-kun?\I'm below average.\Oh, okay.\Below average, huh?\I might be even lower than that. response:	Today, we had a soccer tournament.
context: Oh, I knew it!\Stop it. I'm just normal.\What about you, Takeo-kun?\I'm below average.\Oh, okay.\Below average, huh?\I might be even lower than that.\Today, we had a soccer tournament. response:	Takeo was the goalkeeper, so we won without getting scored on at all!
context: Stop it. I'm just normal.\What about you, Takeo-kun?\I'm below average.\Oh, okay.\Below average, huh?\I might be even lower than that.\Today, we had a soccer tournament.\Takeo was the goalkeeper, so we won without getting scored on at all! response:	Wow!
context: What about you, Takeo-kun?\I'm below average.\Oh, okay.\Below average, huh?\I might be even lower than that.\Today, we had a soccer tournament.\Takeo was the goalkeeper, so we won without getting scored on at all!\Wow! response:	Nice, I wish I'd seen that.
context: I'm below average.\Oh, okay.\Below average, huh?\I might be even lower than that.\Today, we had a soccer tournament.\Takeo was the goalkeeper, so we won without getting scored on at all!\Wow!\Nice, I wish I'd seen that. response:	I can see why.
context: Oh, okay.\Below average, huh?\I might be even lower than that.\Today, we had a soccer tournament.\Takeo was the goalkeeper, so we won without getting scored on at all!\Wow!\Nice, I wish I'd seen that.\I can see why. response:	I'd have thought you were super cool.
context: Below average, huh?\I might be even lower than that.\Today, we had a soccer tournament.\Takeo was the goalkeeper, so we won without getting scored on at all!\Wow!\Nice, I wish I'd seen that.\I can see why.\I'd have thought you were super cool. response:	Are you good at all sports, Takeo-kun?
context: I might be even lower than that.\Today, we had a soccer tournament.\Takeo was the goalkeeper, so we won without getting scored on at all!\Wow!\Nice, I wish I'd seen that.\I can see why.\I'd have thought you were super cool.\Are you good at all sports, Takeo-kun? response:	He sucks at basketball.
context: Today, we had a soccer tournament.\Takeo was the goalkeeper, so we won without getting scored on at all!\Wow!\Nice, I wish I'd seen that.\I can see why.\I'd have thought you were super cool.\Are you good at all sports, Takeo-kun?\He sucks at basketball. response:	Yeah, horrible.
context: Takeo was the goalkeeper, so we won without getting scored on at all!\Wow!\Nice, I wish I'd seen that.\I can see why.\I'd have thought you were super cool.\Are you good at all sports, Takeo-kun?\He sucks at basketball.\Yeah, horrible. response:	He falls for all the fakes.
context: Wow!\Nice, I wish I'd seen that.\I can see why.\I'd have thought you were super cool.\Are you good at all sports, Takeo-kun?\He sucks at basketball.\Yeah, horrible.\He falls for all the fakes. response:	He sure does!
context: Nice, I wish I'd seen that.\I can see why.\I'd have thought you were super cool.\Are you good at all sports, Takeo-kun?\He sucks at basketball.\Yeah, horrible.\He falls for all the fakes.\He sure does! response:	He sucks at dance, too.
context: I can see why.\I'd have thought you were super cool.\Are you good at all sports, Takeo-kun?\He sucks at basketball.\Yeah, horrible.\He falls for all the fakes.\He sure does!\He sucks at dance, too. response:	He does!
context: I'd have thought you were super cool.\Are you good at all sports, Takeo-kun?\He sucks at basketball.\Yeah, horrible.\He falls for all the fakes.\He sure does!\He sucks at dance, too.\He does! response:	Every step he takes is huge!
context: Are you good at all sports, Takeo-kun?\He sucks at basketball.\Yeah, horrible.\He falls for all the fakes.\He sure does!\He sucks at dance, too.\He does!\Every step he takes is huge! response:	Nice...
context: He sucks at basketball.\Yeah, horrible.\He falls for all the fakes.\He sure does!\He sucks at dance, too.\He does!\Every step he takes is huge!\Nice... response:	Come to think of it,
context: Yeah, horrible.\He falls for all the fakes.\He sure does!\He sucks at dance, too.\He does!\Every step he takes is huge!\Nice...\Come to think of it, response:	at the last gym class...
context: He falls for all the fakes.\He sure does!\He sucks at dance, too.\He does!\Every step he takes is huge!\Nice...\Come to think of it,\at the last gym class... response:	I wish we were in the same school.
context: He sure does!\He sucks at dance, too.\He does!\Every step he takes is huge!\Nice...\Come to think of it,\at the last gym class...\I wish we were in the same school. response:	Later!
context: He sucks at dance, too.\He does!\Every step he takes is huge!\Nice...\Come to think of it,\at the last gym class...\I wish we were in the same school.\Later! response:	If we were in the same school, huh?
context: He does!\Every step he takes is huge!\Nice...\Come to think of it,\at the last gym class...\I wish we were in the same school.\Later!\If we were in the same school, huh? response:	Takeo-kun, where are you going for college?
context: Every step he takes is huge!\Nice...\Come to think of it,\at the last gym class...\I wish we were in the same school.\Later!\If we were in the same school, huh?\Takeo-kun, where are you going for college? response:	I don't know.
context: Nice...\Come to think of it,\at the last gym class...\I wish we were in the same school.\Later!\If we were in the same school, huh?\Takeo-kun, where are you going for college?\I don't know. response:	I haven't given it much thought.
context: Come to think of it,\at the last gym class...\I wish we were in the same school.\Later!\If we were in the same school, huh?\Takeo-kun, where are you going for college?\I don't know.\I haven't given it much thought. response:	What about you, Yamato?
context: at the last gym class...\I wish we were in the same school.\Later!\If we were in the same school, huh?\Takeo-kun, where are you going for college?\I don't know.\I haven't given it much thought.\What about you, Yamato? response:	I've been considering Murasakifuji University,
context: I wish we were in the same school.\Later!\If we were in the same school, huh?\Takeo-kun, where are you going for college?\I don't know.\I haven't given it much thought.\What about you, Yamato?\I've been considering Murasakifuji University, response:	but if you're going to college, maybe I'll change my mind.
