context: He moved! response:	Is he waking up?
context: The smell of Rin Okumura.\That way, huh?\Ladies should stay back.\Shut up, you idiot! Baldy!\Caliburn, give me strength.\Ooh Mister Arthur, you're so violent\Kirigakure Demon Sword Technique: Slither!\Snakefang! response:	My... My Behemoth!
context: That way, huh?\Ladies should stay back.\Shut up, you idiot! Baldy!\Caliburn, give me strength.\Ooh Mister Arthur, you're so violent\Kirigakure Demon Sword Technique: Slither!\Snakefang!\My... My Behemoth! response:	There you are!
context: Ladies should stay back.\Shut up, you idiot! Baldy!\Caliburn, give me strength.\Ooh Mister Arthur, you're so violent\Kirigakure Demon Sword Technique: Slither!\Snakefang!\My... My Behemoth!\There you are! response:	The time for voting is almost over!
context: Shut up, you idiot! Baldy!\Caliburn, give me strength.\Ooh Mister Arthur, you're so violent\Kirigakure Demon Sword Technique: Slither!\Snakefang!\My... My Behemoth!\There you are!\The time for voting is almost over! response:	Please decide whether you're for or against!
context: Caliburn, give me strength.\Ooh Mister Arthur, you're so violent\Kirigakure Demon Sword Technique: Slither!\Snakefang!\My... My Behemoth!\There you are!\The time for voting is almost over!\Please decide whether you're for or against! response:	You... heeded the summons because you knew this would happen?
context: Ooh Mister Arthur, you're so violent\Kirigakure Demon Sword Technique: Slither!\Snakefang!\My... My Behemoth!\There you are!\The time for voting is almost over!\Please decide whether you're for or against!\You... heeded the summons because you knew this would happen? response:	You knew that the son of Satan would lure an army of demons here!
context: Kirigakure Demon Sword Technique: Slither!\Snakefang!\My... My Behemoth!\There you are!\The time for voting is almost over!\Please decide whether you're for or against!\You... heeded the summons because you knew this would happen?\You knew that the son of Satan would lure an army of demons here! response:	Oh? What are you talking about?
context: Snakefang!\My... My Behemoth!\There you are!\The time for voting is almost over!\Please decide whether you're for or against!\You... heeded the summons because you knew this would happen?\You knew that the son of Satan would lure an army of demons here!\Oh? What are you talking about? response:	By the way, instead of thinking up schemes shouldn't you be ensuring the Grigori's safety?
context: My... My Behemoth!\There you are!\The time for voting is almost over!\Please decide whether you're for or against!\You... heeded the summons because you knew this would happen?\You knew that the son of Satan would lure an army of demons here!\Oh? What are you talking about?\By the way, instead of thinking up schemes shouldn't you be ensuring the Grigori's safety? response:	I'm here to settle things with you, Rin Okumura!
context: There you are!\The time for voting is almost over!\Please decide whether you're for or against!\You... heeded the summons because you knew this would happen?\You knew that the son of Satan would lure an army of demons here!\Oh? What are you talking about?\By the way, instead of thinking up schemes shouldn't you be ensuring the Grigori's safety?\I'm here to settle things with you, Rin Okumura! response:	You're pissing me off!
context: The time for voting is almost over!\Please decide whether you're for or against!\You... heeded the summons because you knew this would happen?\You knew that the son of Satan would lure an army of demons here!\Oh? What are you talking about?\By the way, instead of thinking up schemes shouldn't you be ensuring the Grigori's safety?\I'm here to settle things with you, Rin Okumura!\You're pissing me off! response:	Could you all just shut the hell up?
context: Please decide whether you're for or against!\You... heeded the summons because you knew this would happen?\You knew that the son of Satan would lure an army of demons here!\Oh? What are you talking about?\By the way, instead of thinking up schemes shouldn't you be ensuring the Grigori's safety?\I'm here to settle things with you, Rin Okumura!\You're pissing me off!\Could you all just shut the hell up? response:	Don't worry, you'll get your turn when I start killing you one by one!
context: You... heeded the summons because you knew this would happen?\You knew that the son of Satan would lure an army of demons here!\Oh? What are you talking about?\By the way, instead of thinking up schemes shouldn't you be ensuring the Grigori's safety?\I'm here to settle things with you, Rin Okumura!\You're pissing me off!\Could you all just shut the hell up?\Don't worry, you'll get your turn when I start killing you one by one! response:	Sir Pheles, I don't care how, just get rid of that demon!
context: You knew that the son of Satan would lure an army of demons here!\Oh? What are you talking about?\By the way, instead of thinking up schemes shouldn't you be ensuring the Grigori's safety?\I'm here to settle things with you, Rin Okumura!\You're pissing me off!\Could you all just shut the hell up?\Don't worry, you'll get your turn when I start killing you one by one!\Sir Pheles, I don't care how, just get rid of that demon! response:	As you command!
context: Oh? What are you talking about?\By the way, instead of thinking up schemes shouldn't you be ensuring the Grigori's safety?\I'm here to settle things with you, Rin Okumura!\You're pissing me off!\Could you all just shut the hell up?\Don't worry, you'll get your turn when I start killing you one by one!\Sir Pheles, I don't care how, just get rid of that demon!\As you command! response:	Okumura!
context: By the way, instead of thinking up schemes shouldn't you be ensuring the Grigori's safety?\I'm here to settle things with you, Rin Okumura!\You're pissing me off!\Could you all just shut the hell up?\Don't worry, you'll get your turn when I start killing you one by one!\Sir Pheles, I don't care how, just get rid of that demon!\As you command!\Okumura! response:	How long are you going to sleep there?
context: I'm here to settle things with you, Rin Okumura!\You're pissing me off!\Could you all just shut the hell up?\Don't worry, you'll get your turn when I start killing you one by one!\Sir Pheles, I don't care how, just get rid of that demon!\As you command!\Okumura!\How long are you going to sleep there? response:	Wake up already!
context: You're pissing me off!\Could you all just shut the hell up?\Don't worry, you'll get your turn when I start killing you one by one!\Sir Pheles, I don't care how, just get rid of that demon!\As you command!\Okumura!\How long are you going to sleep there?\Wake up already! response:	That's...
context: Could you all just shut the hell up?\Don't worry, you'll get your turn when I start killing you one by one!\Sir Pheles, I don't care how, just get rid of that demon!\As you command!\Okumura!\How long are you going to sleep there?\Wake up already!\That's... response:	The Kurikara?
context: Don't worry, you'll get your turn when I start killing you one by one!\Sir Pheles, I don't care how, just get rid of that demon!\As you command!\Okumura!\How long are you going to sleep there?\Wake up already!\That's...\The Kurikara? response:	They managed to fix it?
context: Sir Pheles, I don't care how, just get rid of that demon!\As you command!\Okumura!\How long are you going to sleep there?\Wake up already!\That's...\The Kurikara?\They managed to fix it? response:	I can hear it...
context: As you command!\Okumura!\How long are you going to sleep there?\Wake up already!\That's...\The Kurikara?\They managed to fix it?\I can hear it... response:	I can hear Rin Okumura's heartbeat.
context: Okumura!\How long are you going to sleep there?\Wake up already!\That's...\The Kurikara?\They managed to fix it?\I can hear it...\I can hear Rin Okumura's heartbeat. response:	Give that to me!
context: How long are you going to sleep there?\Wake up already!\That's...\The Kurikara?\They managed to fix it?\I can hear it...\I can hear Rin Okumura's heartbeat.\Give that to me! response:	Shima!
context: Wake up already!\That's...\The Kurikara?\They managed to fix it?\I can hear it...\I can hear Rin Okumura's heartbeat.\Give that to me!\Shima! response:	No way!
context: That's...\The Kurikara?\They managed to fix it?\I can hear it...\I can hear Rin Okumura's heartbeat.\Give that to me!\Shima!\No way! response:	Pass!
context: The Kurikara?\They managed to fix it?\I can hear it...\I can hear Rin Okumura's heartbeat.\Give that to me!\Shima!\No way!\Pass! response:	Huh? Why me?
context: They managed to fix it?\I can hear it...\I can hear Rin Okumura's heartbeat.\Give that to me!\Shima!\No way!\Pass!\Huh? Why me? response:	Kamiki, over here!
context: I can hear it...\I can hear Rin Okumura's heartbeat.\Give that to me!\Shima!\No way!\Pass!\Huh? Why me?\Kamiki, over here! response:	Yessir!
context: I can hear Rin Okumura's heartbeat.\Give that to me!\Shima!\No way!\Pass!\Huh? Why me?\Kamiki, over here!\Yessir! response:	Yukio!
context: Give that to me!\Shima!\No way!\Pass!\Huh? Why me?\Kamiki, over here!\Yessir!\Yukio! response:	Professor!
context: Shima!\No way!\Pass!\Huh? Why me?\Kamiki, over here!\Yessir!\Yukio!\Professor! response:	Wake up...
context: No way!\Pass!\Huh? Why me?\Kamiki, over here!\Yessir!\Yukio!\Professor!\Wake up... response:	Rin, wake up!
context: Pass!\Huh? Why me?\Kamiki, over here!\Yessir!\Yukio!\Professor!\Wake up...\Rin, wake up! response:	Blue flames...
context: Huh? Why me?\Kamiki, over here!\Yessir!\Yukio!\Professor!\Wake up...\Rin, wake up!\Blue flames... response:	The same glow as that night.
context: Kamiki, over here!\Yessir!\Yukio!\Professor!\Wake up...\Rin, wake up!\Blue flames...\The same glow as that night. response:	Where am I?
context: Yessir!\Yukio!\Professor!\Wake up...\Rin, wake up!\Blue flames...\The same glow as that night.\Where am I? response:	I can't see a thing. I can't feel a thing.
context: Yukio!\Professor!\Wake up...\Rin, wake up!\Blue flames...\The same glow as that night.\Where am I?\I can't see a thing. I can't feel a thing. response:	Am I dead?
context: Professor!\Wake up...\Rin, wake up!\Blue flames...\The same glow as that night.\Where am I?\I can't see a thing. I can't feel a thing.\Am I dead? response:	No, I can hear it...
context: Wake up...\Rin, wake up!\Blue flames...\The same glow as that night.\Where am I?\I can't see a thing. I can't feel a thing.\Am I dead?\No, I can hear it... response:	My...
context: Rin, wake up!\Blue flames...\The same glow as that night.\Where am I?\I can't see a thing. I can't feel a thing.\Am I dead?\No, I can hear it...\My... response:	My...
context: Blue flames...\The same glow as that night.\Where am I?\I can't see a thing. I can't feel a thing.\Am I dead?\No, I can hear it...\My...\My... response:	I'll crush you!
context: The same glow as that night.\Where am I?\I can't see a thing. I can't feel a thing.\Am I dead?\No, I can hear it...\My...\My...\I'll crush you! response:	I ain't dead yet!
context: Where am I?\I can't see a thing. I can't feel a thing.\Am I dead?\No, I can hear it...\My...\My...\I'll crush you!\I ain't dead yet! response:	No way...
context: I can't see a thing. I can't feel a thing.\Am I dead?\No, I can hear it...\My...\My...\I'll crush you!\I ain't dead yet!\No way... response:	I'm... the Earth King...
context: Am I dead?\No, I can hear it...\My...\My...\I'll crush you!\I ain't dead yet!\No way...\I'm... the Earth King... response:	I can't lose!
context: No, I can hear it...\My...\My...\I'll crush you!\I ain't dead yet!\No way...\I'm... the Earth King...\I can't lose! response:	Brother!
context: My...\My...\I'll crush you!\I ain't dead yet!\No way...\I'm... the Earth King...\I can't lose!\Brother! response:	Brother!
context: My...\I'll crush you!\I ain't dead yet!\No way...\I'm... the Earth King...\I can't lose!\Brother!\Brother! response:	Rin!
context: I'll crush you!\I ain't dead yet!\No way...\I'm... the Earth King...\I can't lose!\Brother!\Brother!\Rin! response:	What are you doing?
context: I ain't dead yet!\No way...\I'm... the Earth King...\I can't lose!\Brother!\Brother!\Rin!\What are you doing? response:	I am slaying the spawn of Satan.
context: No way...\I'm... the Earth King...\I can't lose!\Brother!\Brother!\Rin!\What are you doing?\I am slaying the spawn of Satan. response:	Stop, Angel.
context: I'm... the Earth King...\I can't lose!\Brother!\Brother!\Rin!\What are you doing?\I am slaying the spawn of Satan.\Stop, Angel. response:	We will take Sir Pheles' gamble.
context: I can't lose!\Brother!\Brother!\Rin!\What are you doing?\I am slaying the spawn of Satan.\Stop, Angel.\We will take Sir Pheles' gamble. response:	Will he become the savior of Assiah,
context: Brother!\Brother!\Rin!\What are you doing?\I am slaying the spawn of Satan.\Stop, Angel.\We will take Sir Pheles' gamble.\Will he become the savior of Assiah, response:	or a demon king that will bring upon the destruction of everything,
context: Brother!\Rin!\What are you doing?\I am slaying the spawn of Satan.\Stop, Angel.\We will take Sir Pheles' gamble.\Will he become the savior of Assiah,\or a demon king that will bring upon the destruction of everything, response:	we have no choice but to see for ourselves.
context: Rin!\What are you doing?\I am slaying the spawn of Satan.\Stop, Angel.\We will take Sir Pheles' gamble.\Will he become the savior of Assiah,\or a demon king that will bring upon the destruction of everything,\we have no choice but to see for ourselves. response:	I summoned you all here for a reason.
context: What are you doing?\I am slaying the spawn of Satan.\Stop, Angel.\We will take Sir Pheles' gamble.\Will he become the savior of Assiah,\or a demon king that will bring upon the destruction of everything,\we have no choice but to see for ourselves.\I summoned you all here for a reason. response:	We have received a notice from the Vatican Headquarters.
context: I am slaying the spawn of Satan.\Stop, Angel.\We will take Sir Pheles' gamble.\Will he become the savior of Assiah,\or a demon king that will bring upon the destruction of everything,\we have no choice but to see for ourselves.\I summoned you all here for a reason.\We have received a notice from the Vatican Headquarters. response:	So from today on we are officially raising Rin Okumura,
context: Stop, Angel.\We will take Sir Pheles' gamble.\Will he become the savior of Assiah,\or a demon king that will bring upon the destruction of everything,\we have no choice but to see for ourselves.\I summoned you all here for a reason.\We have received a notice from the Vatican Headquarters.\So from today on we are officially raising Rin Okumura, response:	the son of Satan here in the True Cross Academy.
context: We will take Sir Pheles' gamble.\Will he become the savior of Assiah,\or a demon king that will bring upon the destruction of everything,\we have no choice but to see for ourselves.\I summoned you all here for a reason.\We have received a notice from the Vatican Headquarters.\So from today on we are officially raising Rin Okumura,\the son of Satan here in the True Cross Academy. response:	Question!
context: Will he become the savior of Assiah,\or a demon king that will bring upon the destruction of everything,\we have no choice but to see for ourselves.\I summoned you all here for a reason.\We have received a notice from the Vatican Headquarters.\So from today on we are officially raising Rin Okumura,\the son of Satan here in the True Cross Academy.\Question! response:	Yes, Inokawa?
context: or a demon king that will bring upon the destruction of everything,\we have no choice but to see for ourselves.\I summoned you all here for a reason.\We have received a notice from the Vatican Headquarters.\So from today on we are officially raising Rin Okumura,\the son of Satan here in the True Cross Academy.\Question!\Yes, Inokawa? response:	I heard that the fire in the forest the other day
context: we have no choice but to see for ourselves.\I summoned you all here for a reason.\We have received a notice from the Vatican Headquarters.\So from today on we are officially raising Rin Okumura,\the son of Satan here in the True Cross Academy.\Question!\Yes, Inokawa?\I heard that the fire in the forest the other day response:	was the result of Okumura going berserk.
context: I summoned you all here for a reason.\We have received a notice from the Vatican Headquarters.\So from today on we are officially raising Rin Okumura,\the son of Satan here in the True Cross Academy.\Question!\Yes, Inokawa?\I heard that the fire in the forest the other day\was the result of Okumura going berserk. response:	Is there really no danger?
context: We have received a notice from the Vatican Headquarters.\So from today on we are officially raising Rin Okumura,\the son of Satan here in the True Cross Academy.\Question!\Yes, Inokawa?\I heard that the fire in the forest the other day\was the result of Okumura going berserk.\Is there really no danger? response:	I cannot say there is no danger.
context: So from today on we are officially raising Rin Okumura,\the son of Satan here in the True Cross Academy.\Question!\Yes, Inokawa?\I heard that the fire in the forest the other day\was the result of Okumura going berserk.\Is there really no danger?\I cannot say there is no danger. response:	However, if he was ever to run berserk again,
context: the son of Satan here in the True Cross Academy.\Question!\Yes, Inokawa?\I heard that the fire in the forest the other day\was the result of Okumura going berserk.\Is there really no danger?\I cannot say there is no danger.\However, if he was ever to run berserk again, response:	we have been ordered to kill him.
context: Question!\Yes, Inokawa?\I heard that the fire in the forest the other day\was the result of Okumura going berserk.\Is there really no danger?\I cannot say there is no danger.\However, if he was ever to run berserk again,\we have been ordered to kill him. response:	The risk is too great!
context: Yes, Inokawa?\I heard that the fire in the forest the other day\was the result of Okumura going berserk.\Is there really no danger?\I cannot say there is no danger.\However, if he was ever to run berserk again,\we have been ordered to kill him.\The risk is too great! response:	Is there a reason why we are in charge of him?
context: I heard that the fire in the forest the other day\was the result of Okumura going berserk.\Is there really no danger?\I cannot say there is no danger.\However, if he was ever to run berserk again,\we have been ordered to kill him.\The risk is too great!\Is there a reason why we are in charge of him? response:	Not the tiniest!
context: was the result of Okumura going berserk.\Is there really no danger?\I cannot say there is no danger.\However, if he was ever to run berserk again,\we have been ordered to kill him.\The risk is too great!\Is there a reason why we are in charge of him?\Not the tiniest! response:	However, I would like to gamble...
context: Is there really no danger?\I cannot say there is no danger.\However, if he was ever to run berserk again,\we have been ordered to kill him.\The risk is too great!\Is there a reason why we are in charge of him?\Not the tiniest!\However, I would like to gamble... response:	On the potential of Rin Okumura.
context: I cannot say there is no danger.\However, if he was ever to run berserk again,\we have been ordered to kill him.\The risk is too great!\Is there a reason why we are in charge of him?\Not the tiniest!\However, I would like to gamble...\On the potential of Rin Okumura. response:	Sir Pheles!
context: However, if he was ever to run berserk again,\we have been ordered to kill him.\The risk is too great!\Is there a reason why we are in charge of him?\Not the tiniest!\However, I would like to gamble...\On the potential of Rin Okumura.\Sir Pheles! response:	Yes?
context: we have been ordered to kill him.\The risk is too great!\Is there a reason why we are in charge of him?\Not the tiniest!\However, I would like to gamble...\On the potential of Rin Okumura.\Sir Pheles!\Yes? response:	Do you really believe that my brother can become the savior of Assiah?
context: The risk is too great!\Is there a reason why we are in charge of him?\Not the tiniest!\However, I would like to gamble...\On the potential of Rin Okumura.\Sir Pheles!\Yes?\Do you really believe that my brother can become the savior of Assiah? response:	I must believe so...
context: Is there a reason why we are in charge of him?\Not the tiniest!\However, I would like to gamble...\On the potential of Rin Okumura.\Sir Pheles!\Yes?\Do you really believe that my brother can become the savior of Assiah?\I must believe so... response:	To make the Vatican approve of his existence.
context: Not the tiniest!\However, I would like to gamble...\On the potential of Rin Okumura.\Sir Pheles!\Yes?\Do you really believe that my brother can become the savior of Assiah?\I must believe so...\To make the Vatican approve of his existence. response:	Your gamble is too reckless.
context: However, I would like to gamble...\On the potential of Rin Okumura.\Sir Pheles!\Yes?\Do you really believe that my brother can become the savior of Assiah?\I must believe so...\To make the Vatican approve of his existence.\Your gamble is too reckless. response:	We must abide by the two conditions the Grigori has set.
context: On the potential of Rin Okumura.\Sir Pheles!\Yes?\Do you really believe that my brother can become the savior of Assiah?\I must believe so...\To make the Vatican approve of his existence.\Your gamble is too reckless.\We must abide by the two conditions the Grigori has set. response:	First, make him pass the Exorcist authorization exam.
context: Sir Pheles!\Yes?\Do you really believe that my brother can become the savior of Assiah?\I must believe so...\To make the Vatican approve of his existence.\Your gamble is too reckless.\We must abide by the two conditions the Grigori has set.\First, make him pass the Exorcist authorization exam. response:	Impossible!
context: Yes?\Do you really believe that my brother can become the savior of Assiah?\I must believe so...\To make the Vatican approve of his existence.\Your gamble is too reckless.\We must abide by the two conditions the Grigori has set.\First, make him pass the Exorcist authorization exam.\Impossible! response:	Second, just to be cautious, someone must keep an eye on him around the clock.
context: Do you really believe that my brother can become the savior of Assiah?\I must believe so...\To make the Vatican approve of his existence.\Your gamble is too reckless.\We must abide by the two conditions the Grigori has set.\First, make him pass the Exorcist authorization exam.\Impossible!\Second, just to be cautious, someone must keep an eye on him around the clock. response:	I entrust the latter to you, his little brother, and to Miss Kirigakure.
context: I must believe so...\To make the Vatican approve of his existence.\Your gamble is too reckless.\We must abide by the two conditions the Grigori has set.\First, make him pass the Exorcist authorization exam.\Impossible!\Second, just to be cautious, someone must keep an eye on him around the clock.\I entrust the latter to you, his little brother, and to Miss Kirigakure. response:	That's impossible as well!
context: To make the Vatican approve of his existence.\Your gamble is too reckless.\We must abide by the two conditions the Grigori has set.\First, make him pass the Exorcist authorization exam.\Impossible!\Second, just to be cautious, someone must keep an eye on him around the clock.\I entrust the latter to you, his little brother, and to Miss Kirigakure.\That's impossible as well! response:	Yet, you must do it.
context: Your gamble is too reckless.\We must abide by the two conditions the Grigori has set.\First, make him pass the Exorcist authorization exam.\Impossible!\Second, just to be cautious, someone must keep an eye on him around the clock.\I entrust the latter to you, his little brother, and to Miss Kirigakure.\That's impossible as well!\Yet, you must do it. response:	The game has already started.
context: We must abide by the two conditions the Grigori has set.\First, make him pass the Exorcist authorization exam.\Impossible!\Second, just to be cautious, someone must keep an eye on him around the clock.\I entrust the latter to you, his little brother, and to Miss Kirigakure.\That's impossible as well!\Yet, you must do it.\The game has already started. response:	Every single one of them...
context: First, make him pass the Exorcist authorization exam.\Impossible!\Second, just to be cautious, someone must keep an eye on him around the clock.\I entrust the latter to you, his little brother, and to Miss Kirigakure.\That's impossible as well!\Yet, you must do it.\The game has already started.\Every single one of them... response:	I fix'd it fer now, but I ain't promisin' nuthin''bout the next time.
context: Impossible!\Second, just to be cautious, someone must keep an eye on him around the clock.\I entrust the latter to you, his little brother, and to Miss Kirigakure.\That's impossible as well!\Yet, you must do it.\The game has already started.\Every single one of them...\I fix'd it fer now, but I ain't promisin' nuthin''bout the next time. response:	's reckless to store a demon's heart in the Kurikara.
context: Second, just to be cautious, someone must keep an eye on him around the clock.\I entrust the latter to you, his little brother, and to Miss Kirigakure.\That's impossible as well!\Yet, you must do it.\The game has already started.\Every single one of them...\I fix'd it fer now, but I ain't promisin' nuthin''bout the next time.\'s reckless to store a demon's heart in the Kurikara. response:	Whate'r happens,'s outta my terms o' guarantee!
context: I entrust the latter to you, his little brother, and to Miss Kirigakure.\That's impossible as well!\Yet, you must do it.\The game has already started.\Every single one of them...\I fix'd it fer now, but I ain't promisin' nuthin''bout the next time.\'s reckless to store a demon's heart in the Kurikara.\Whate'r happens,'s outta my terms o' guarantee! response:	's the Demon-Slaying Blade, that was forged to slay the apparitions hauntin' ye olde capital.
context: That's impossible as well!\Yet, you must do it.\The game has already started.\Every single one of them...\I fix'd it fer now, but I ain't promisin' nuthin''bout the next time.\'s reckless to store a demon's heart in the Kurikara.\Whate'r happens,'s outta my terms o' guarantee!\'s the Demon-Slaying Blade, that was forged to slay the apparitions hauntin' ye olde capital. response:	Handle it wit' care.
context: Yet, you must do it.\The game has already started.\Every single one of them...\I fix'd it fer now, but I ain't promisin' nuthin''bout the next time.\'s reckless to store a demon's heart in the Kurikara.\Whate'r happens,'s outta my terms o' guarantee!\'s the Demon-Slaying Blade, that was forged to slay the apparitions hauntin' ye olde capital.\Handle it wit' care. response:	Rin, shouldn't you be going?
context: The game has already started.\Every single one of them...\I fix'd it fer now, but I ain't promisin' nuthin''bout the next time.\'s reckless to store a demon's heart in the Kurikara.\Whate'r happens,'s outta my terms o' guarantee!\'s the Demon-Slaying Blade, that was forged to slay the apparitions hauntin' ye olde capital.\Handle it wit' care.\Rin, shouldn't you be going? response:	Darn... Blackie, watch the house while I'm gone!
context: Every single one of them...\I fix'd it fer now, but I ain't promisin' nuthin''bout the next time.\'s reckless to store a demon's heart in the Kurikara.\Whate'r happens,'s outta my terms o' guarantee!\'s the Demon-Slaying Blade, that was forged to slay the apparitions hauntin' ye olde capital.\Handle it wit' care.\Rin, shouldn't you be going?\Darn... Blackie, watch the house while I'm gone! response:	Take care!
context: I fix'd it fer now, but I ain't promisin' nuthin''bout the next time.\'s reckless to store a demon's heart in the Kurikara.\Whate'r happens,'s outta my terms o' guarantee!\'s the Demon-Slaying Blade, that was forged to slay the apparitions hauntin' ye olde capital.\Handle it wit' care.\Rin, shouldn't you be going?\Darn... Blackie, watch the house while I'm gone!\Take care! response:	Why do we have to do this crap on the last day of the summer break?
context: 's reckless to store a demon's heart in the Kurikara.\Whate'r happens,'s outta my terms o' guarantee!\'s the Demon-Slaying Blade, that was forged to slay the apparitions hauntin' ye olde capital.\Handle it wit' care.\Rin, shouldn't you be going?\Darn... Blackie, watch the house while I'm gone!\Take care!\Why do we have to do this crap on the last day of the summer break? response:	Stop whining, and get to work.
context: Whate'r happens,'s outta my terms o' guarantee!\'s the Demon-Slaying Blade, that was forged to slay the apparitions hauntin' ye olde capital.\Handle it wit' care.\Rin, shouldn't you be going?\Darn... Blackie, watch the house while I'm gone!\Take care!\Why do we have to do this crap on the last day of the summer break?\Stop whining, and get to work. response:	Konekomaru, we'll manage here, so go and help Moriyama.
context: 's the Demon-Slaying Blade, that was forged to slay the apparitions hauntin' ye olde capital.\Handle it wit' care.\Rin, shouldn't you be going?\Darn... Blackie, watch the house while I'm gone!\Take care!\Why do we have to do this crap on the last day of the summer break?\Stop whining, and get to work.\Konekomaru, we'll manage here, so go and help Moriyama. response:	Sure.
context: Handle it wit' care.\Rin, shouldn't you be going?\Darn... Blackie, watch the house while I'm gone!\Take care!\Why do we have to do this crap on the last day of the summer break?\Stop whining, and get to work.\Konekomaru, we'll manage here, so go and help Moriyama.\Sure. response:	We're fine.
context: Rin, shouldn't you be going?\Darn... Blackie, watch the house while I'm gone!\Take care!\Why do we have to do this crap on the last day of the summer break?\Stop whining, and get to work.\Konekomaru, we'll manage here, so go and help Moriyama.\Sure.\We're fine. response:	I bet it still hurts. Why don't you just rest?
context: Darn... Blackie, watch the house while I'm gone!\Take care!\Why do we have to do this crap on the last day of the summer break?\Stop whining, and get to work.\Konekomaru, we'll manage here, so go and help Moriyama.\Sure.\We're fine.\I bet it still hurts. Why don't you just rest? response:	Ah well...
context: Take care!\Why do we have to do this crap on the last day of the summer break?\Stop whining, and get to work.\Konekomaru, we'll manage here, so go and help Moriyama.\Sure.\We're fine.\I bet it still hurts. Why don't you just rest?\Ah well... response:	Me too!
context: Why do we have to do this crap on the last day of the summer break?\Stop whining, and get to work.\Konekomaru, we'll manage here, so go and help Moriyama.\Sure.\We're fine.\I bet it still hurts. Why don't you just rest?\Ah well...\Me too! response:	You get back to work!
context: Stop whining, and get to work.\Konekomaru, we'll manage here, so go and help Moriyama.\Sure.\We're fine.\I bet it still hurts. Why don't you just rest?\Ah well...\Me too!\You get back to work! response:	I broke my ribs too, you know.
context: Konekomaru, we'll manage here, so go and help Moriyama.\Sure.\We're fine.\I bet it still hurts. Why don't you just rest?\Ah well...\Me too!\You get back to work!\I broke my ribs too, you know. response:	Sup!
context: Sure.\We're fine.\I bet it still hurts. Why don't you just rest?\Ah well...\Me too!\You get back to work!\I broke my ribs too, you know.\Sup! response:	Morning, Rin.
context: We're fine.\I bet it still hurts. Why don't you just rest?\Ah well...\Me too!\You get back to work!\I broke my ribs too, you know.\Sup!\Morning, Rin. response:	Morning...
