context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: So there you have it.\The people who are coming to attack are to blame for doing this to your bodies.\They're coming here?\Yes. But on the bright side, this is your chance to capture them!\Can we really pull that off?\Will it work?\Seriously?\Those three are probably wizards, so they won't be captured so easily. response:	True. We have the advantage when it comes to numbers, but no wizards.
context: The people who are coming to attack are to blame for doing this to your bodies.\They're coming here?\Yes. But on the bright side, this is your chance to capture them!\Can we really pull that off?\Will it work?\Seriously?\Those three are probably wizards, so they won't be captured so easily.\True. We have the advantage when it comes to numbers, but no wizards. response:	What? You're not planning on fighting, Lucy?
context: They're coming here?\Yes. But on the bright side, this is your chance to capture them!\Can we really pull that off?\Will it work?\Seriously?\Those three are probably wizards, so they won't be captured so easily.\True. We have the advantage when it comes to numbers, but no wizards.\What? You're not planning on fighting, Lucy? response:	I just thought of the perfect plan!
context: Yes. But on the bright side, this is your chance to capture them!\Can we really pull that off?\Will it work?\Seriously?\Those three are probably wizards, so they won't be captured so easily.\True. We have the advantage when it comes to numbers, but no wizards.\What? You're not planning on fighting, Lucy?\I just thought of the perfect plan! response:	I have a bad feeling about this.
context: Can we really pull that off?\Will it work?\Seriously?\Those three are probably wizards, so they won't be captured so easily.\True. We have the advantage when it comes to numbers, but no wizards.\What? You're not planning on fighting, Lucy?\I just thought of the perfect plan!\I have a bad feeling about this. response:	What's the meaning of all the ruckus?
context: Will it work?\Seriously?\Those three are probably wizards, so they won't be captured so easily.\True. We have the advantage when it comes to numbers, but no wizards.\What? You're not planning on fighting, Lucy?\I just thought of the perfect plan!\I have a bad feeling about this.\What's the meaning of all the ruckus? response:	Village Chief!
context: Seriously?\Those three are probably wizards, so they won't be captured so easily.\True. We have the advantage when it comes to numbers, but no wizards.\What? You're not planning on fighting, Lucy?\I just thought of the perfect plan!\I have a bad feeling about this.\What's the meaning of all the ruckus?\Village Chief! response:	Please listen! Enemies will be attacking this village soon.
context: Those three are probably wizards, so they won't be captured so easily.\True. We have the advantage when it comes to numbers, but no wizards.\What? You're not planning on fighting, Lucy?\I just thought of the perfect plan!\I have a bad feeling about this.\What's the meaning of all the ruckus?\Village Chief!\Please listen! Enemies will be attacking this village soon. response:	Enemies?
context: True. We have the advantage when it comes to numbers, but no wizards.\What? You're not planning on fighting, Lucy?\I just thought of the perfect plan!\I have a bad feeling about this.\What's the meaning of all the ruckus?\Village Chief!\Please listen! Enemies will be attacking this village soon.\Enemies? response:	They've been staying at the ruins in the forest,
context: What? You're not planning on fighting, Lucy?\I just thought of the perfect plan!\I have a bad feeling about this.\What's the meaning of all the ruckus?\Village Chief!\Please listen! Enemies will be attacking this village soon.\Enemies?\They've been staying at the ruins in the forest, response:	and they're the ones who turned your bodies into demons!
context: I just thought of the perfect plan!\I have a bad feeling about this.\What's the meaning of all the ruckus?\Village Chief!\Please listen! Enemies will be attacking this village soon.\Enemies?\They've been staying at the ruins in the forest,\and they're the ones who turned your bodies into demons! response:	Who cares?!
context: I have a bad feeling about this.\What's the meaning of all the ruckus?\Village Chief!\Please listen! Enemies will be attacking this village soon.\Enemies?\They've been staying at the ruins in the forest,\and they're the ones who turned your bodies into demons!\Who cares?! response:	Haven't you destroyed the moon yet?!
context: What's the meaning of all the ruckus?\Village Chief!\Please listen! Enemies will be attacking this village soon.\Enemies?\They've been staying at the ruins in the forest,\and they're the ones who turned your bodies into demons!\Who cares?!\Haven't you destroyed the moon yet?! response:	Well, there's no need to destroy the moon...
context: Village Chief!\Please listen! Enemies will be attacking this village soon.\Enemies?\They've been staying at the ruins in the forest,\and they're the ones who turned your bodies into demons!\Who cares?!\Haven't you destroyed the moon yet?!\Well, there's no need to destroy the moon... response:	If we just catch the ones responsible...
context: Please listen! Enemies will be attacking this village soon.\Enemies?\They've been staying at the ruins in the forest,\and they're the ones who turned your bodies into demons!\Who cares?!\Haven't you destroyed the moon yet?!\Well, there's no need to destroy the moon...\If we just catch the ones responsible... response:	The moon! Destroy the moon!
context: Enemies?\They've been staying at the ruins in the forest,\and they're the ones who turned your bodies into demons!\Who cares?!\Haven't you destroyed the moon yet?!\Well, there's no need to destroy the moon...\If we just catch the ones responsible...\The moon! Destroy the moon! response:	Chief, please calm down!
context: They've been staying at the ruins in the forest,\and they're the ones who turned your bodies into demons!\Who cares?!\Haven't you destroyed the moon yet?!\Well, there's no need to destroy the moon...\If we just catch the ones responsible...\The moon! Destroy the moon!\Chief, please calm down! response:	Come now, this way.
context: and they're the ones who turned your bodies into demons!\Who cares?!\Haven't you destroyed the moon yet?!\Well, there's no need to destroy the moon...\If we just catch the ones responsible...\The moon! Destroy the moon!\Chief, please calm down!\Come now, this way. response:	Don't mind him.
context: Who cares?!\Haven't you destroyed the moon yet?!\Well, there's no need to destroy the moon...\If we just catch the ones responsible...\The moon! Destroy the moon!\Chief, please calm down!\Come now, this way.\Don't mind him. response:	It's because of what happened to his son, Bobo...
context: Haven't you destroyed the moon yet?!\Well, there's no need to destroy the moon...\If we just catch the ones responsible...\The moon! Destroy the moon!\Chief, please calm down!\Come now, this way.\Don't mind him.\It's because of what happened to his son, Bobo... response:	Yeah.
context: Well, there's no need to destroy the moon...\If we just catch the ones responsible...\The moon! Destroy the moon!\Chief, please calm down!\Come now, this way.\Don't mind him.\It's because of what happened to his son, Bobo...\Yeah. response:	Anyway, we're going to capture them.
context: If we just catch the ones responsible...\The moon! Destroy the moon!\Chief, please calm down!\Come now, this way.\Don't mind him.\It's because of what happened to his son, Bobo...\Yeah.\Anyway, we're going to capture them. response:	But, how?
context: The moon! Destroy the moon!\Chief, please calm down!\Come now, this way.\Don't mind him.\It's because of what happened to his son, Bobo...\Yeah.\Anyway, we're going to capture them.\But, how? response:	Just leave this to the great Lucy! Fairy Tail's number-one Celestial Wizard!
context: Chief, please calm down!\Come now, this way.\Don't mind him.\It's because of what happened to his son, Bobo...\Yeah.\Anyway, we're going to capture them.\But, how?\Just leave this to the great Lucy! Fairy Tail's number-one Celestial Wizard! response:	This is going to work like a charm, just watch!
context: Come now, this way.\Don't mind him.\It's because of what happened to his son, Bobo...\Yeah.\Anyway, we're going to capture them.\But, how?\Just leave this to the great Lucy! Fairy Tail's number-one Celestial Wizard!\This is going to work like a charm, just watch! response:	I'm so awesome!
context: Don't mind him.\It's because of what happened to his son, Bobo...\Yeah.\Anyway, we're going to capture them.\But, how?\Just leave this to the great Lucy! Fairy Tail's number-one Celestial Wizard!\This is going to work like a charm, just watch!\I'm so awesome! response:	She's really gotten into this.
context: It's because of what happened to his son, Bobo...\Yeah.\Anyway, we're going to capture them.\But, how?\Just leave this to the great Lucy! Fairy Tail's number-one Celestial Wizard!\This is going to work like a charm, just watch!\I'm so awesome!\She's really gotten into this. response:	Gate of the Maiden, I open thee!
context: Yeah.\Anyway, we're going to capture them.\But, how?\Just leave this to the great Lucy! Fairy Tail's number-one Celestial Wizard!\This is going to work like a charm, just watch!\I'm so awesome!\She's really gotten into this.\Gate of the Maiden, I open thee! response:	Virgo!
context: Anyway, we're going to capture them.\But, how?\Just leave this to the great Lucy! Fairy Tail's number-one Celestial Wizard!\This is going to work like a charm, just watch!\I'm so awesome!\She's really gotten into this.\Gate of the Maiden, I open thee!\Virgo! response:	Did you call for me, Princess?
context: But, how?\Just leave this to the great Lucy! Fairy Tail's number-one Celestial Wizard!\This is going to work like a charm, just watch!\I'm so awesome!\She's really gotten into this.\Gate of the Maiden, I open thee!\Virgo!\Did you call for me, Princess? response:	Cute!
context: Just leave this to the great Lucy! Fairy Tail's number-one Celestial Wizard!\This is going to work like a charm, just watch!\I'm so awesome!\She's really gotten into this.\Gate of the Maiden, I open thee!\Virgo!\Did you call for me, Princess?\Cute! response:	So this is a maid?
context: This is going to work like a charm, just watch!\I'm so awesome!\She's really gotten into this.\Gate of the Maiden, I open thee!\Virgo!\Did you call for me, Princess?\Cute!\So this is a maid? response:	I can't get enough!
context: I'm so awesome!\She's really gotten into this.\Gate of the Maiden, I open thee!\Virgo!\Did you call for me, Princess?\Cute!\So this is a maid?\I can't get enough! response:	Guess they don't get many maids around here...
context: She's really gotten into this.\Gate of the Maiden, I open thee!\Virgo!\Did you call for me, Princess?\Cute!\So this is a maid?\I can't get enough!\Guess they don't get many maids around here... response:	And so...
context: Gate of the Maiden, I open thee!\Virgo!\Did you call for me, Princess?\Cute!\So this is a maid?\I can't get enough!\Guess they don't get many maids around here...\And so... response:	Princess, preparations are complete.
context: Virgo!\Did you call for me, Princess?\Cute!\So this is a maid?\I can't get enough!\Guess they don't get many maids around here...\And so...\Princess, preparations are complete. response:	Thanks, Virgo. You're always so fast.
context: Did you call for me, Princess?\Cute!\So this is a maid?\I can't get enough!\Guess they don't get many maids around here...\And so...\Princess, preparations are complete.\Thanks, Virgo. You're always so fast. response:	You wish to punish me?
context: Cute!\So this is a maid?\I can't get enough!\Guess they don't get many maids around here...\And so...\Princess, preparations are complete.\Thanks, Virgo. You're always so fast.\You wish to punish me? response:	That was a compliment!
context: So this is a maid?\I can't get enough!\Guess they don't get many maids around here...\And so...\Princess, preparations are complete.\Thanks, Virgo. You're always so fast.\You wish to punish me?\That was a compliment! response:	Um, well...
context: I can't get enough!\Guess they don't get many maids around here...\And so...\Princess, preparations are complete.\Thanks, Virgo. You're always so fast.\You wish to punish me?\That was a compliment!\Um, well... response:	What is it, Happy?
context: Guess they don't get many maids around here...\And so...\Princess, preparations are complete.\Thanks, Virgo. You're always so fast.\You wish to punish me?\That was a compliment!\Um, well...\What is it, Happy? response:	I really think you might actually be an idiot, Lucy.
context: And so...\Princess, preparations are complete.\Thanks, Virgo. You're always so fast.\You wish to punish me?\That was a compliment!\Um, well...\What is it, Happy?\I really think you might actually be an idiot, Lucy. response:	Whatever happened to if you can't say nice things?
context: Princess, preparations are complete.\Thanks, Virgo. You're always so fast.\You wish to punish me?\That was a compliment!\Um, well...\What is it, Happy?\I really think you might actually be an idiot, Lucy.\Whatever happened to if you can't say nice things? response:	I can't imagine that they'd fall for such a childish trick.
context: Thanks, Virgo. You're always so fast.\You wish to punish me?\That was a compliment!\Um, well...\What is it, Happy?\I really think you might actually be an idiot, Lucy.\Whatever happened to if you can't say nice things?\I can't imagine that they'd fall for such a childish trick. response:	What're you talking about? This pitfall is perfect!
context: You wish to punish me?\That was a compliment!\Um, well...\What is it, Happy?\I really think you might actually be an idiot, Lucy.\Whatever happened to if you can't say nice things?\I can't imagine that they'd fall for such a childish trick.\What're you talking about? This pitfall is perfect! response:	Yeah, see... That's exactly why you're an idiot.
context: That was a compliment!\Um, well...\What is it, Happy?\I really think you might actually be an idiot, Lucy.\Whatever happened to if you can't say nice things?\I can't imagine that they'd fall for such a childish trick.\What're you talking about? This pitfall is perfect!\Yeah, see... That's exactly why you're an idiot. response:	There's only one entrance to this village, right?
context: Um, well...\What is it, Happy?\I really think you might actually be an idiot, Lucy.\Whatever happened to if you can't say nice things?\I can't imagine that they'd fall for such a childish trick.\What're you talking about? This pitfall is perfect!\Yeah, see... That's exactly why you're an idiot.\There's only one entrance to this village, right? response:	Which means that the enemy is sure to come in that way.
context: What is it, Happy?\I really think you might actually be an idiot, Lucy.\Whatever happened to if you can't say nice things?\I can't imagine that they'd fall for such a childish trick.\What're you talking about? This pitfall is perfect!\Yeah, see... That's exactly why you're an idiot.\There's only one entrance to this village, right?\Which means that the enemy is sure to come in that way. response:	I don't think there's a single person who would fall for that.
context: I really think you might actually be an idiot, Lucy.\Whatever happened to if you can't say nice things?\I can't imagine that they'd fall for such a childish trick.\What're you talking about? This pitfall is perfect!\Yeah, see... That's exactly why you're an idiot.\There's only one entrance to this village, right?\Which means that the enemy is sure to come in that way.\I don't think there's a single person who would fall for that. response:	M-Me either.
context: Whatever happened to if you can't say nice things?\I can't imagine that they'd fall for such a childish trick.\What're you talking about? This pitfall is perfect!\Yeah, see... That's exactly why you're an idiot.\There's only one entrance to this village, right?\Which means that the enemy is sure to come in that way.\I don't think there's a single person who would fall for that.\M-Me either. response:	Actually, neither would I.
context: I can't imagine that they'd fall for such a childish trick.\What're you talking about? This pitfall is perfect!\Yeah, see... That's exactly why you're an idiot.\There's only one entrance to this village, right?\Which means that the enemy is sure to come in that way.\I don't think there's a single person who would fall for that.\M-Me either.\Actually, neither would I. response:	Princess, I concur as well!
context: What're you talking about? This pitfall is perfect!\Yeah, see... That's exactly why you're an idiot.\There's only one entrance to this village, right?\Which means that the enemy is sure to come in that way.\I don't think there's a single person who would fall for that.\M-Me either.\Actually, neither would I.\Princess, I concur as well! response:	Even you?!
context: Yeah, see... That's exactly why you're an idiot.\There's only one entrance to this village, right?\Which means that the enemy is sure to come in that way.\I don't think there's a single person who would fall for that.\M-Me either.\Actually, neither would I.\Princess, I concur as well!\Even you?! response:	Just watch, all of you!
context: There's only one entrance to this village, right?\Which means that the enemy is sure to come in that way.\I don't think there's a single person who would fall for that.\M-Me either.\Actually, neither would I.\Princess, I concur as well!\Even you?!\Just watch, all of you! response:	Ms. Lucy, someone is coming!
context: Which means that the enemy is sure to come in that way.\I don't think there's a single person who would fall for that.\M-Me either.\Actually, neither would I.\Princess, I concur as well!\Even you?!\Just watch, all of you!\Ms. Lucy, someone is coming! response:	They're here already? Open the gate!
context: I don't think there's a single person who would fall for that.\M-Me either.\Actually, neither would I.\Princess, I concur as well!\Even you?!\Just watch, all of you!\Ms. Lucy, someone is coming!\They're here already? Open the gate! response:	Right!
context: M-Me either.\Actually, neither would I.\Princess, I concur as well!\Even you?!\Just watch, all of you!\Ms. Lucy, someone is coming!\They're here already? Open the gate!\Right! response:	Now, come to mama.
context: Actually, neither would I.\Princess, I concur as well!\Even you?!\Just watch, all of you!\Ms. Lucy, someone is coming!\They're here already? Open the gate!\Right!\Now, come to mama. response:	Everyone, you okay?
context: Princess, I concur as well!\Even you?!\Just watch, all of you!\Ms. Lucy, someone is coming!\They're here already? Open the gate!\Right!\Now, come to mama.\Everyone, you okay? response:	Natsu!
context: Even you?!\Just watch, all of you!\Ms. Lucy, someone is coming!\They're here already? Open the gate!\Right!\Now, come to mama.\Everyone, you okay?\Natsu! response:	Stop! Don't come any closer!
context: Just watch, all of you!\Ms. Lucy, someone is coming!\They're here already? Open the gate!\Right!\Now, come to mama.\Everyone, you okay?\Natsu!\Stop! Don't come any closer! response:	What?
context: Ms. Lucy, someone is coming!\They're here already? Open the gate!\Right!\Now, come to mama.\Everyone, you okay?\Natsu!\Stop! Don't come any closer!\What? response:	I said stop! Stop!
context: They're here already? Open the gate!\Right!\Now, come to mama.\Everyone, you okay?\Natsu!\Stop! Don't come any closer!\What?\I said stop! Stop! response:	Whoa there.
context: Right!\Now, come to mama.\Everyone, you okay?\Natsu!\Stop! Don't come any closer!\What?\I said stop! Stop!\Whoa there. response:	What's this?
context: Now, come to mama.\Everyone, you okay?\Natsu!\Stop! Don't come any closer!\What?\I said stop! Stop!\Whoa there.\What's this? response:	There was someone who actually fell for it.
context: Everyone, you okay?\Natsu!\Stop! Don't come any closer!\What?\I said stop! Stop!\Whoa there.\What's this?\There was someone who actually fell for it. response:	Didn't expect that.
context: Natsu!\Stop! Don't come any closer!\What?\I said stop! Stop!\Whoa there.\What's this?\There was someone who actually fell for it.\Didn't expect that. response:	Failure!
context: Stop! Don't come any closer!\What?\I said stop! Stop!\Whoa there.\What's this?\There was someone who actually fell for it.\Didn't expect that.\Failure! response:	Hey, hey, hey! Who the hell put a hole here?
context: What?\I said stop! Stop!\Whoa there.\What's this?\There was someone who actually fell for it.\Didn't expect that.\Failure!\Hey, hey, hey! Who the hell put a hole here? response:	Lucy, obviously.
context: I said stop! Stop!\Whoa there.\What's this?\There was someone who actually fell for it.\Didn't expect that.\Failure!\Hey, hey, hey! Who the hell put a hole here?\Lucy, obviously. response:	I knew it!
context: Whoa there.\What's this?\There was someone who actually fell for it.\Didn't expect that.\Failure!\Hey, hey, hey! Who the hell put a hole here?\Lucy, obviously.\I knew it! response:	You've got it all wrong!
context: What's this?\There was someone who actually fell for it.\Didn't expect that.\Failure!\Hey, hey, hey! Who the hell put a hole here?\Lucy, obviously.\I knew it!\You've got it all wrong! response:	I'm glad you and Gray are safe though!
context: There was someone who actually fell for it.\Didn't expect that.\Failure!\Hey, hey, hey! Who the hell put a hole here?\Lucy, obviously.\I knew it!\You've got it all wrong!\I'm glad you and Gray are safe though! response:	There's nothing to be glad about! Gray's outta commission!
context: Didn't expect that.\Failure!\Hey, hey, hey! Who the hell put a hole here?\Lucy, obviously.\I knew it!\You've got it all wrong!\I'm glad you and Gray are safe though!\There's nothing to be glad about! Gray's outta commission! response:	He got beat by the masked guy?
context: Failure!\Hey, hey, hey! Who the hell put a hole here?\Lucy, obviously.\I knew it!\You've got it all wrong!\I'm glad you and Gray are safe though!\There's nothing to be glad about! Gray's outta commission!\He got beat by the masked guy? response:	The ice came off!
context: Hey, hey, hey! Who the hell put a hole here?\Lucy, obviously.\I knew it!\You've got it all wrong!\I'm glad you and Gray are safe though!\There's nothing to be glad about! Gray's outta commission!\He got beat by the masked guy?\The ice came off! response:	Even though fire didn't work?
