context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: During the initial confrontations with Phantom Lord,\Master and Erza were defeated!\In order for us to stop the Magic Giant,\we have to defeat the Element 4.\And by the way, Lucy, who is being targeted by Phantom,\was hidden away in the safe-house, but...\I've got a bad feeling about this.\It'll be all right! I'll yell it out countless times. response:	I believe your every tomorrow will be shining.
context: Master and Erza were defeated!\In order for us to stop the Magic Giant,\we have to defeat the Element 4.\And by the way, Lucy, who is being targeted by Phantom,\was hidden away in the safe-house, but...\I've got a bad feeling about this.\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining. response:	The intersection of all people
context: In order for us to stop the Magic Giant,\we have to defeat the Element 4.\And by the way, Lucy, who is being targeted by Phantom,\was hidden away in the safe-house, but...\I've got a bad feeling about this.\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people response:	Never giving up. And that's why we're not gonna lose!
context: we have to defeat the Element 4.\And by the way, Lucy, who is being targeted by Phantom,\was hidden away in the safe-house, but...\I've got a bad feeling about this.\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose! response:	When it seems like you'll be blown away by the headwinds,
context: And by the way, Lucy, who is being targeted by Phantom,\was hidden away in the safe-house, but...\I've got a bad feeling about this.\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds, response:	grasp this hand, try to take a chance.
context: was hidden away in the safe-house, but...\I've got a bad feeling about this.\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance. response:	Because you're not alone anymore, got it?
context: I've got a bad feeling about this.\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it? response:	Go forward, more and more!
context: It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more! response:	Don't give up on your awesome dream!
context: I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream! response:	That's right, don't cry!
context: The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry! response:	Move on, my way!
context: Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way! response:	Now, with the light shining down upon you.
context: When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you. response:	Don't even think about something like giving up!
context: grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up! response:	Even if you trade being hurt again for strength.
context: Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength. response:	Your eyes, always looking straight ahead,
context: Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead, response:	can surely see the light!
context: Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light! response:	Wow, you're right!
context: That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Wow, you're right! response:	The Magic Giant's writing speed has slowed down considerably, right?
context: Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Wow, you're right!\The Magic Giant's writing speed has slowed down considerably, right? response:	So that's it.
context: Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Wow, you're right!\The Magic Giant's writing speed has slowed down considerably, right?\So that's it. response:	Fire, water, wind, and earth.
context: Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Wow, you're right!\The Magic Giant's writing speed has slowed down considerably, right?\So that's it.\Fire, water, wind, and earth. response:	A Magic Giant that moves using the power of the four elements.
context: Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Wow, you're right!\The Magic Giant's writing speed has slowed down considerably, right?\So that's it.\Fire, water, wind, and earth.\A Magic Giant that moves using the power of the four elements. response:	And the source of that magical power is the Element 4.
context: Your eyes, always looking straight ahead,\can surely see the light!\Wow, you're right!\The Magic Giant's writing speed has slowed down considerably, right?\So that's it.\Fire, water, wind, and earth.\A Magic Giant that moves using the power of the four elements.\And the source of that magical power is the Element 4. response:	Totomaru of the Conflagration, who was guarding Jupiter.
context: can surely see the light!\Wow, you're right!\The Magic Giant's writing speed has slowed down considerably, right?\So that's it.\Fire, water, wind, and earth.\A Magic Giant that moves using the power of the four elements.\And the source of that magical power is the Element 4.\Totomaru of the Conflagration, who was guarding Jupiter. response:	Sol of the Land, who Elfman defeated.
context: Wow, you're right!\The Magic Giant's writing speed has slowed down considerably, right?\So that's it.\Fire, water, wind, and earth.\A Magic Giant that moves using the power of the four elements.\And the source of that magical power is the Element 4.\Totomaru of the Conflagration, who was guarding Jupiter.\Sol of the Land, who Elfman defeated. response:	And there's Juvia of the Deep, who Gray defeated.
context: The Magic Giant's writing speed has slowed down considerably, right?\So that's it.\Fire, water, wind, and earth.\A Magic Giant that moves using the power of the four elements.\And the source of that magical power is the Element 4.\Totomaru of the Conflagration, who was guarding Jupiter.\Sol of the Land, who Elfman defeated.\And there's Juvia of the Deep, who Gray defeated. response:	Then that means there's only one left.
context: So that's it.\Fire, water, wind, and earth.\A Magic Giant that moves using the power of the four elements.\And the source of that magical power is the Element 4.\Totomaru of the Conflagration, who was guarding Jupiter.\Sol of the Land, who Elfman defeated.\And there's Juvia of the Deep, who Gray defeated.\Then that means there's only one left. response:	If we can defeat that fourth member, we can stop the giant.
context: Fire, water, wind, and earth.\A Magic Giant that moves using the power of the four elements.\And the source of that magical power is the Element 4.\Totomaru of the Conflagration, who was guarding Jupiter.\Sol of the Land, who Elfman defeated.\And there's Juvia of the Deep, who Gray defeated.\Then that means there's only one left.\If we can defeat that fourth member, we can stop the giant. response:	Which means we can stop them from casting Abyss Break.
context: A Magic Giant that moves using the power of the four elements.\And the source of that magical power is the Element 4.\Totomaru of the Conflagration, who was guarding Jupiter.\Sol of the Land, who Elfman defeated.\And there's Juvia of the Deep, who Gray defeated.\Then that means there's only one left.\If we can defeat that fourth member, we can stop the giant.\Which means we can stop them from casting Abyss Break. response:	The final one, Aria of the Heavens.
context: And the source of that magical power is the Element 4.\Totomaru of the Conflagration, who was guarding Jupiter.\Sol of the Land, who Elfman defeated.\And there's Juvia of the Deep, who Gray defeated.\Then that means there's only one left.\If we can defeat that fourth member, we can stop the giant.\Which means we can stop them from casting Abyss Break.\The final one, Aria of the Heavens. response:	The strongest wizard of the Element 4.
context: Totomaru of the Conflagration, who was guarding Jupiter.\Sol of the Land, who Elfman defeated.\And there's Juvia of the Deep, who Gray defeated.\Then that means there's only one left.\If we can defeat that fourth member, we can stop the giant.\Which means we can stop them from casting Abyss Break.\The final one, Aria of the Heavens.\The strongest wizard of the Element 4. response:	And he's the one who took the master's magical power! He's a fearsome opponent.
context: Sol of the Land, who Elfman defeated.\And there's Juvia of the Deep, who Gray defeated.\Then that means there's only one left.\If we can defeat that fourth member, we can stop the giant.\Which means we can stop them from casting Abyss Break.\The final one, Aria of the Heavens.\The strongest wizard of the Element 4.\And he's the one who took the master's magical power! He's a fearsome opponent. response:	My imagination?
context: And there's Juvia of the Deep, who Gray defeated.\Then that means there's only one left.\If we can defeat that fourth member, we can stop the giant.\Which means we can stop them from casting Abyss Break.\The final one, Aria of the Heavens.\The strongest wizard of the Element 4.\And he's the one who took the master's magical power! He's a fearsome opponent.\My imagination? response:	Wings of Flame!
context: Then that means there's only one left.\If we can defeat that fourth member, we can stop the giant.\Which means we can stop them from casting Abyss Break.\The final one, Aria of the Heavens.\The strongest wizard of the Element 4.\And he's the one who took the master's magical power! He's a fearsome opponent.\My imagination?\Wings of Flame! response:	You hold up quite well, Salamander.
context: If we can defeat that fourth member, we can stop the giant.\Which means we can stop them from casting Abyss Break.\The final one, Aria of the Heavens.\The strongest wizard of the Element 4.\And he's the one who took the master's magical power! He's a fearsome opponent.\My imagination?\Wings of Flame!\You hold up quite well, Salamander. response:	I'm all fired up, you bastard!
context: Which means we can stop them from casting Abyss Break.\The final one, Aria of the Heavens.\The strongest wizard of the Element 4.\And he's the one who took the master's magical power! He's a fearsome opponent.\My imagination?\Wings of Flame!\You hold up quite well, Salamander.\I'm all fired up, you bastard! response:	Natsu...
context: The final one, Aria of the Heavens.\The strongest wizard of the Element 4.\And he's the one who took the master's magical power! He's a fearsome opponent.\My imagination?\Wings of Flame!\You hold up quite well, Salamander.\I'm all fired up, you bastard!\Natsu... response:	Airspace... Suppress!
context: The strongest wizard of the Element 4.\And he's the one who took the master's magical power! He's a fearsome opponent.\My imagination?\Wings of Flame!\You hold up quite well, Salamander.\I'm all fired up, you bastard!\Natsu...\Airspace... Suppress! response:	He's too strong!
context: And he's the one who took the master's magical power! He's a fearsome opponent.\My imagination?\Wings of Flame!\You hold up quite well, Salamander.\I'm all fired up, you bastard!\Natsu...\Airspace... Suppress!\He's too strong! response:	So this is the strongest man in the Element 4!
context: My imagination?\Wings of Flame!\You hold up quite well, Salamander.\I'm all fired up, you bastard!\Natsu...\Airspace... Suppress!\He's too strong!\So this is the strongest man in the Element 4! response:	Damn it...
context: Wings of Flame!\You hold up quite well, Salamander.\I'm all fired up, you bastard!\Natsu...\Airspace... Suppress!\He's too strong!\So this is the strongest man in the Element 4!\Damn it... response:	There's always someone better, young dragon...
context: You hold up quite well, Salamander.\I'm all fired up, you bastard!\Natsu...\Airspace... Suppress!\He's too strong!\So this is the strongest man in the Element 4!\Damn it...\There's always someone better, young dragon... response:	Then how about this?
context: I'm all fired up, you bastard!\Natsu...\Airspace... Suppress!\He's too strong!\So this is the strongest man in the Element 4!\Damn it...\There's always someone better, young dragon...\Then how about this? response:	Roar of the Fire Dragon!
context: Natsu...\Airspace... Suppress!\He's too strong!\So this is the strongest man in the Element 4!\Damn it...\There's always someone better, young dragon...\Then how about this?\Roar of the Fire Dragon! response:	He disappeared!
context: Airspace... Suppress!\He's too strong!\So this is the strongest man in the Element 4!\Damn it...\There's always someone better, young dragon...\Then how about this?\Roar of the Fire Dragon!\He disappeared! response:	Where'd he go?
context: He's too strong!\So this is the strongest man in the Element 4!\Damn it...\There's always someone better, young dragon...\Then how about this?\Roar of the Fire Dragon!\He disappeared!\Where'd he go? response:	This is over, Salamander.
context: So this is the strongest man in the Element 4!\Damn it...\There's always someone better, young dragon...\Then how about this?\Roar of the Fire Dragon!\He disappeared!\Where'd he go?\This is over, Salamander. response:	Let me give you the same suffering I gave to Makarov...
context: Damn it...\There's always someone better, young dragon...\Then how about this?\Roar of the Fire Dragon!\He disappeared!\Where'd he go?\This is over, Salamander.\Let me give you the same suffering I gave to Makarov... response:	Airspace... Ruin!
context: There's always someone better, young dragon...\Then how about this?\Roar of the Fire Dragon!\He disappeared!\Where'd he go?\This is over, Salamander.\Let me give you the same suffering I gave to Makarov...\Airspace... Ruin! response:	The sadness!
context: Then how about this?\Roar of the Fire Dragon!\He disappeared!\Where'd he go?\This is over, Salamander.\Let me give you the same suffering I gave to Makarov...\Airspace... Ruin!\The sadness! response:	No matter the wizard, inside this airspace their magical power will empty!
context: Roar of the Fire Dragon!\He disappeared!\Where'd he go?\This is over, Salamander.\Let me give you the same suffering I gave to Makarov...\Airspace... Ruin!\The sadness!\No matter the wizard, inside this airspace their magical power will empty! response:	My power...
context: He disappeared!\Where'd he go?\This is over, Salamander.\Let me give you the same suffering I gave to Makarov...\Airspace... Ruin!\The sadness!\No matter the wizard, inside this airspace their magical power will empty!\My power... response:	Natsu!
context: Where'd he go?\This is over, Salamander.\Let me give you the same suffering I gave to Makarov...\Airspace... Ruin!\The sadness!\No matter the wizard, inside this airspace their magical power will empty!\My power...\Natsu! response:	Damn it all...
context: This is over, Salamander.\Let me give you the same suffering I gave to Makarov...\Airspace... Ruin!\The sadness!\No matter the wizard, inside this airspace their magical power will empty!\My power...\Natsu!\Damn it all... response:	Erza!
context: Let me give you the same suffering I gave to Makarov...\Airspace... Ruin!\The sadness!\No matter the wizard, inside this airspace their magical power will empty!\My power...\Natsu!\Damn it all...\Erza! response:	Hey, is it okay for you to move with that injury?
context: Airspace... Ruin!\The sadness!\No matter the wizard, inside this airspace their magical power will empty!\My power...\Natsu!\Damn it all...\Erza!\Hey, is it okay for you to move with that injury? response:	Erza's angry!
context: The sadness!\No matter the wizard, inside this airspace their magical power will empty!\My power...\Natsu!\Damn it all...\Erza!\Hey, is it okay for you to move with that injury?\Erza's angry! response:	He's the one who did that to the master?
context: No matter the wizard, inside this airspace their magical power will empty!\My power...\Natsu!\Damn it all...\Erza!\Hey, is it okay for you to move with that injury?\Erza's angry!\He's the one who did that to the master? response:	Erza Scarlet?
context: My power...\Natsu!\Damn it all...\Erza!\Hey, is it okay for you to move with that injury?\Erza's angry!\He's the one who did that to the master?\Erza Scarlet? response:	How sad.
context: Natsu!\Damn it all...\Erza!\Hey, is it okay for you to move with that injury?\Erza's angry!\He's the one who did that to the master?\Erza Scarlet?\How sad. response:	For me to have the head of not only Salamander, but Titania as well!
context: Damn it all...\Erza!\Hey, is it okay for you to move with that injury?\Erza's angry!\He's the one who did that to the master?\Erza Scarlet?\How sad.\For me to have the head of not only Salamander, but Titania as well! response:	So you're the bastard who laid hands on him. He's like a father to us!
context: Erza!\Hey, is it okay for you to move with that injury?\Erza's angry!\He's the one who did that to the master?\Erza Scarlet?\How sad.\For me to have the head of not only Salamander, but Titania as well!\So you're the bastard who laid hands on him. He's like a father to us! response:	Erza!
context: Hey, is it okay for you to move with that injury?\Erza's angry!\He's the one who did that to the master?\Erza Scarlet?\How sad.\For me to have the head of not only Salamander, but Titania as well!\So you're the bastard who laid hands on him. He's like a father to us!\Erza! response:	Since I get to actually face Erza...
context: Erza's angry!\He's the one who did that to the master?\Erza Scarlet?\How sad.\For me to have the head of not only Salamander, but Titania as well!\So you're the bastard who laid hands on him. He's like a father to us!\Erza!\Since I get to actually face Erza... response:	His eyes?
context: He's the one who did that to the master?\Erza Scarlet?\How sad.\For me to have the head of not only Salamander, but Titania as well!\So you're the bastard who laid hands on him. He's like a father to us!\Erza!\Since I get to actually face Erza...\His eyes? response:	Yes.
context: Erza Scarlet?\How sad.\For me to have the head of not only Salamander, but Titania as well!\So you're the bastard who laid hands on him. He's like a father to us!\Erza!\Since I get to actually face Erza...\His eyes?\Yes. response:	What about his eyeballs?
context: How sad.\For me to have the head of not only Salamander, but Titania as well!\So you're the bastard who laid hands on him. He's like a father to us!\Erza!\Since I get to actually face Erza...\His eyes?\Yes.\What about his eyeballs? response:	Aria usually has his eyes closed.
context: For me to have the head of not only Salamander, but Titania as well!\So you're the bastard who laid hands on him. He's like a father to us!\Erza!\Since I get to actually face Erza...\His eyes?\Yes.\What about his eyeballs?\Aria usually has his eyes closed. response:	By closing his eyes he suppresses the overwhelming magical power he possesses, it seems.
context: So you're the bastard who laid hands on him. He's like a father to us!\Erza!\Since I get to actually face Erza...\His eyes?\Yes.\What about his eyeballs?\Aria usually has his eyes closed.\By closing his eyes he suppresses the overwhelming magical power he possesses, it seems. response:	What?
context: Erza!\Since I get to actually face Erza...\His eyes?\Yes.\What about his eyeballs?\Aria usually has his eyes closed.\By closing his eyes he suppresses the overwhelming magical power he possesses, it seems.\What? response:	Anyway, if you find Aria, beat him before he can open his eyes!
context: Since I get to actually face Erza...\His eyes?\Yes.\What about his eyeballs?\Aria usually has his eyes closed.\By closing his eyes he suppresses the overwhelming magical power he possesses, it seems.\What?\Anyway, if you find Aria, beat him before he can open his eyes! response:	If he opens them, you might lose any chance at victory.
context: His eyes?\Yes.\What about his eyeballs?\Aria usually has his eyes closed.\By closing his eyes he suppresses the overwhelming magical power he possesses, it seems.\What?\Anyway, if you find Aria, beat him before he can open his eyes!\If he opens them, you might lose any chance at victory. response:	What's that?
context: Yes.\What about his eyeballs?\Aria usually has his eyes closed.\By closing his eyes he suppresses the overwhelming magical power he possesses, it seems.\What?\Anyway, if you find Aria, beat him before he can open his eyes!\If he opens them, you might lose any chance at victory.\What's that? response:	The magic circle is glowing!
context: What about his eyeballs?\Aria usually has his eyes closed.\By closing his eyes he suppresses the overwhelming magical power he possesses, it seems.\What?\Anyway, if you find Aria, beat him before he can open his eyes!\If he opens them, you might lose any chance at victory.\What's that?\The magic circle is glowing! response:	Is it complete?
context: Aria usually has his eyes closed.\By closing his eyes he suppresses the overwhelming magical power he possesses, it seems.\What?\Anyway, if you find Aria, beat him before he can open his eyes!\If he opens them, you might lose any chance at victory.\What's that?\The magic circle is glowing!\Is it complete? response:	Damn it... Is this as far as we go?
context: By closing his eyes he suppresses the overwhelming magical power he possesses, it seems.\What?\Anyway, if you find Aria, beat him before he can open his eyes!\If he opens them, you might lose any chance at victory.\What's that?\The magic circle is glowing!\Is it complete?\Damn it... Is this as far as we go? response:	Natsu... Everyone...
context: What?\Anyway, if you find Aria, beat him before he can open his eyes!\If he opens them, you might lose any chance at victory.\What's that?\The magic circle is glowing!\Is it complete?\Damn it... Is this as far as we go?\Natsu... Everyone... response:	I'm counting on you!
context: Anyway, if you find Aria, beat him before he can open his eyes!\If he opens them, you might lose any chance at victory.\What's that?\The magic circle is glowing!\Is it complete?\Damn it... Is this as far as we go?\Natsu... Everyone...\I'm counting on you! response:	Come, Titania!
context: If he opens them, you might lose any chance at victory.\What's that?\The magic circle is glowing!\Is it complete?\Damn it... Is this as far as we go?\Natsu... Everyone...\I'm counting on you!\Come, Titania! response:	Activate the Airspace of Death, Zero!
context: What's that?\The magic circle is glowing!\Is it complete?\Damn it... Is this as far as we go?\Natsu... Everyone...\I'm counting on you!\Come, Titania!\Activate the Airspace of Death, Zero! response:	This Airspace will consume all life within it!
context: The magic circle is glowing!\Is it complete?\Damn it... Is this as far as we go?\Natsu... Everyone...\I'm counting on you!\Come, Titania!\Activate the Airspace of Death, Zero!\This Airspace will consume all life within it! response:	This isn't good at all!
context: Is it complete?\Damn it... Is this as far as we go?\Natsu... Everyone...\I'm counting on you!\Come, Titania!\Activate the Airspace of Death, Zero!\This Airspace will consume all life within it!\This isn't good at all! response:	Magic that consumes life?
context: Damn it... Is this as far as we go?\Natsu... Everyone...\I'm counting on you!\Come, Titania!\Activate the Airspace of Death, Zero!\This Airspace will consume all life within it!\This isn't good at all!\Magic that consumes life? response:	How? How can you take people's lives so easily?
context: Natsu... Everyone...\I'm counting on you!\Come, Titania!\Activate the Airspace of Death, Zero!\This Airspace will consume all life within it!\This isn't good at all!\Magic that consumes life?\How? How can you take people's lives so easily? response:	You villain!
context: I'm counting on you!\Come, Titania!\Activate the Airspace of Death, Zero!\This Airspace will consume all life within it!\This isn't good at all!\Magic that consumes life?\How? How can you take people's lives so easily?\You villain! response:	Now, let's enjoy this!
context: Come, Titania!\Activate the Airspace of Death, Zero!\This Airspace will consume all life within it!\This isn't good at all!\Magic that consumes life?\How? How can you take people's lives so easily?\You villain!\Now, let's enjoy this! response:	Erza!
context: Activate the Airspace of Death, Zero!\This Airspace will consume all life within it!\This isn't good at all!\Magic that consumes life?\How? How can you take people's lives so easily?\You villain!\Now, let's enjoy this!\Erza! response:	Can you withstand this Airspace?
context: This Airspace will consume all life within it!\This isn't good at all!\Magic that consumes life?\How? How can you take people's lives so easily?\You villain!\Now, let's enjoy this!\Erza!\Can you withstand this Airspace? response:	Impossible!
context: This isn't good at all!\Magic that consumes life?\How? How can you take people's lives so easily?\You villain!\Now, let's enjoy this!\Erza!\Can you withstand this Airspace?\Impossible! response:	She's slicing through the Airspace?!
context: Magic that consumes life?\How? How can you take people's lives so easily?\You villain!\Now, let's enjoy this!\Erza!\Can you withstand this Airspace?\Impossible!\She's slicing through the Airspace?! response:	Heaven's Wheel!
context: How? How can you take people's lives so easily?\You villain!\Now, let's enjoy this!\Erza!\Can you withstand this Airspace?\Impossible!\She's slicing through the Airspace?!\Heaven's Wheel! response:	Blumenblatt!
context: You villain!\Now, let's enjoy this!\Erza!\Can you withstand this Airspace?\Impossible!\She's slicing through the Airspace?!\Heaven's Wheel!\Blumenblatt! response:	She beat him in one hit!
context: Now, let's enjoy this!\Erza!\Can you withstand this Airspace?\Impossible!\She's slicing through the Airspace?!\Heaven's Wheel!\Blumenblatt!\She beat him in one hit! response:	Erza's dangerous, that's for sure!
context: Erza!\Can you withstand this Airspace?\Impossible!\She's slicing through the Airspace?!\Heaven's Wheel!\Blumenblatt!\She beat him in one hit!\Erza's dangerous, that's for sure! response:	The likes of you should never have been able to beat the master.
context: Can you withstand this Airspace?\Impossible!\She's slicing through the Airspace?!\Heaven's Wheel!\Blumenblatt!\She beat him in one hit!\Erza's dangerous, that's for sure!\The likes of you should never have been able to beat the master. response:	Your days of glory will be wiped out, starting now.
context: Impossible!\She's slicing through the Airspace?!\Heaven's Wheel!\Blumenblatt!\She beat him in one hit!\Erza's dangerous, that's for sure!\The likes of you should never have been able to beat the master.\Your days of glory will be wiped out, starting now. response:	T-The sadness...
context: She's slicing through the Airspace?!\Heaven's Wheel!\Blumenblatt!\She beat him in one hit!\Erza's dangerous, that's for sure!\The likes of you should never have been able to beat the master.\Your days of glory will be wiped out, starting now.\T-The sadness... response:	Can we block it?
context: Heaven's Wheel!\Blumenblatt!\She beat him in one hit!\Erza's dangerous, that's for sure!\The likes of you should never have been able to beat the master.\Your days of glory will be wiped out, starting now.\T-The sadness...\Can we block it? response:	It's not something blockable!
context: Blumenblatt!\She beat him in one hit!\Erza's dangerous, that's for sure!\The likes of you should never have been able to beat the master.\Your days of glory will be wiped out, starting now.\T-The sadness...\Can we block it?\It's not something blockable! response:	What should we do?
context: She beat him in one hit!\Erza's dangerous, that's for sure!\The likes of you should never have been able to beat the master.\Your days of glory will be wiped out, starting now.\T-The sadness...\Can we block it?\It's not something blockable!\What should we do? response:	What?
context: Erza's dangerous, that's for sure!\The likes of you should never have been able to beat the master.\Your days of glory will be wiped out, starting now.\T-The sadness...\Can we block it?\It's not something blockable!\What should we do?\What? response:	The light's disappeared!
context: The likes of you should never have been able to beat the master.\Your days of glory will be wiped out, starting now.\T-The sadness...\Can we block it?\It's not something blockable!\What should we do?\What?\The light's disappeared! response:	Erza!
context: Your days of glory will be wiped out, starting now.\T-The sadness...\Can we block it?\It's not something blockable!\What should we do?\What?\The light's disappeared!\Erza! response:	Hey!
context: T-The sadness...\Can we block it?\It's not something blockable!\What should we do?\What?\The light's disappeared!\Erza!\Hey! response:	What's this?
context: Can we block it?\It's not something blockable!\What should we do?\What?\The light's disappeared!\Erza!\Hey!\What's this? response:	Is this Natsu's doing?
context: It's not something blockable!\What should we do?\What?\The light's disappeared!\Erza!\Hey!\What's this?\Is this Natsu's doing? response:	It's stopped!
context: What should we do?\What?\The light's disappeared!\Erza!\Hey!\What's this?\Is this Natsu's doing?\It's stopped! response:	Abyss Break has been terminated!
context: What?\The light's disappeared!\Erza!\Hey!\What's this?\Is this Natsu's doing?\It's stopped!\Abyss Break has been terminated! response:	Seriously?
context: The light's disappeared!\Erza!\Hey!\What's this?\Is this Natsu's doing?\It's stopped!\Abyss Break has been terminated!\Seriously? response:	Which means...
context: Erza!\Hey!\What's this?\Is this Natsu's doing?\It's stopped!\Abyss Break has been terminated!\Seriously?\Which means... response:	The power of the four elements has been cut off.
context: Hey!\What's this?\Is this Natsu's doing?\It's stopped!\Abyss Break has been terminated!\Seriously?\Which means...\The power of the four elements has been cut off. response:	They did it!
context: What's this?\Is this Natsu's doing?\It's stopped!\Abyss Break has been terminated!\Seriously?\Which means...\The power of the four elements has been cut off.\They did it! response:	The giant has been stopped!
context: Is this Natsu's doing?\It's stopped!\Abyss Break has been terminated!\Seriously?\Which means...\The power of the four elements has been cut off.\They did it!\The giant has been stopped! response:	The Element 4 are defeated?
