context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: I-I'm rooting for you, too!\You've got this. You've got this. You've got this. You've got this. You've got this. You've got this...\You'd better not embarrass the rest of the squad.\Yeah.\Charmy... Even Gauche.\Thanks, you guys. I'm so happy I joined the Black Bu\Please, more noms.\I want to see Marie as soon as possible, so win this in one second. response:	But I have seniority...
context: You've got this. You've got this. You've got this. You've got this. You've got this. You've got this...\You'd better not embarrass the rest of the squad.\Yeah.\Charmy... Even Gauche.\Thanks, you guys. I'm so happy I joined the Black Bu\Please, more noms.\I want to see Marie as soon as possible, so win this in one second.\But I have seniority... response:	I'm sure Captain Yami's cheering you on from the base, too.
context: You'd better not embarrass the rest of the squad.\Yeah.\Charmy... Even Gauche.\Thanks, you guys. I'm so happy I joined the Black Bu\Please, more noms.\I want to see Marie as soon as possible, so win this in one second.\But I have seniority...\I'm sure Captain Yami's cheering you on from the base, too. response:	Yeah. He seemed a bit antsy this morning.
context: Yeah.\Charmy... Even Gauche.\Thanks, you guys. I'm so happy I joined the Black Bu\Please, more noms.\I want to see Marie as soon as possible, so win this in one second.\But I have seniority...\I'm sure Captain Yami's cheering you on from the base, too.\Yeah. He seemed a bit antsy this morning. response:	He said his stomach was acting up, but...
context: Charmy... Even Gauche.\Thanks, you guys. I'm so happy I joined the Black Bu\Please, more noms.\I want to see Marie as soon as possible, so win this in one second.\But I have seniority...\I'm sure Captain Yami's cheering you on from the base, too.\Yeah. He seemed a bit antsy this morning.\He said his stomach was acting up, but... response:	I'm sure he just wants to see you work hard even without his help.
context: Thanks, you guys. I'm so happy I joined the Black Bu\Please, more noms.\I want to see Marie as soon as possible, so win this in one second.\But I have seniority...\I'm sure Captain Yami's cheering you on from the base, too.\Yeah. He seemed a bit antsy this morning.\He said his stomach was acting up, but...\I'm sure he just wants to see you work hard even without his help. response:	Those guys must be going beyond their limits and kicking ass right about now.
context: Please, more noms.\I want to see Marie as soon as possible, so win this in one second.\But I have seniority...\I'm sure Captain Yami's cheering you on from the base, too.\Yeah. He seemed a bit antsy this morning.\He said his stomach was acting up, but...\I'm sure he just wants to see you work hard even without his help.\Those guys must be going beyond their limits and kicking ass right about now. response:	I'm kicking ass, too.
context: I want to see Marie as soon as possible, so win this in one second.\But I have seniority...\I'm sure Captain Yami's cheering you on from the base, too.\Yeah. He seemed a bit antsy this morning.\He said his stomach was acting up, but...\I'm sure he just wants to see you work hard even without his help.\Those guys must be going beyond their limits and kicking ass right about now.\I'm kicking ass, too. response:	This one's gonna be a killer.
context: But I have seniority...\I'm sure Captain Yami's cheering you on from the base, too.\Yeah. He seemed a bit antsy this morning.\He said his stomach was acting up, but...\I'm sure he just wants to see you work hard even without his help.\Those guys must be going beyond their limits and kicking ass right about now.\I'm kicking ass, too.\This one's gonna be a killer. response:	And damn it, kid! I told you to restock the damn toilet paper!
context: I'm sure Captain Yami's cheering you on from the base, too.\Yeah. He seemed a bit antsy this morning.\He said his stomach was acting up, but...\I'm sure he just wants to see you work hard even without his help.\Those guys must be going beyond their limits and kicking ass right about now.\I'm kicking ass, too.\This one's gonna be a killer.\And damn it, kid! I told you to restock the damn toilet paper! response:	Good grief. As if you could actually defeat me, Brother.
context: Yeah. He seemed a bit antsy this morning.\He said his stomach was acting up, but...\I'm sure he just wants to see you work hard even without his help.\Those guys must be going beyond their limits and kicking ass right about now.\I'm kicking ass, too.\This one's gonna be a killer.\And damn it, kid! I told you to restock the damn toilet paper!\Good grief. As if you could actually defeat me, Brother. response:	Langris, I managed to change after meeting my friends.
context: He said his stomach was acting up, but...\I'm sure he just wants to see you work hard even without his help.\Those guys must be going beyond their limits and kicking ass right about now.\I'm kicking ass, too.\This one's gonna be a killer.\And damn it, kid! I told you to restock the damn toilet paper!\Good grief. As if you could actually defeat me, Brother.\Langris, I managed to change after meeting my friends. response:	We'll be the ones who win this.
context: I'm sure he just wants to see you work hard even without his help.\Those guys must be going beyond their limits and kicking ass right about now.\I'm kicking ass, too.\This one's gonna be a killer.\And damn it, kid! I told you to restock the damn toilet paper!\Good grief. As if you could actually defeat me, Brother.\Langris, I managed to change after meeting my friends.\We'll be the ones who win this. response:	Whatever. Don't blame me for whatever happens, all right?
context: Those guys must be going beyond their limits and kicking ass right about now.\I'm kicking ass, too.\This one's gonna be a killer.\And damn it, kid! I told you to restock the damn toilet paper!\Good grief. As if you could actually defeat me, Brother.\Langris, I managed to change after meeting my friends.\We'll be the ones who win this.\Whatever. Don't blame me for whatever happens, all right? response:	Would you let me handle him?
context: I'm kicking ass, too.\This one's gonna be a killer.\And damn it, kid! I told you to restock the damn toilet paper!\Good grief. As if you could actually defeat me, Brother.\Langris, I managed to change after meeting my friends.\We'll be the ones who win this.\Whatever. Don't blame me for whatever happens, all right?\Would you let me handle him? response:	I don't see why not.
context: This one's gonna be a killer.\And damn it, kid! I told you to restock the damn toilet paper!\Good grief. As if you could actually defeat me, Brother.\Langris, I managed to change after meeting my friends.\We'll be the ones who win this.\Whatever. Don't blame me for whatever happens, all right?\Would you let me handle him?\I don't see why not. response:	A battle between brothers, eh?
context: And damn it, kid! I told you to restock the damn toilet paper!\Good grief. As if you could actually defeat me, Brother.\Langris, I managed to change after meeting my friends.\We'll be the ones who win this.\Whatever. Don't blame me for whatever happens, all right?\Would you let me handle him?\I don't see why not.\A battle between brothers, eh? response:	I also want to fight my brother for real one day.
context: Good grief. As if you could actually defeat me, Brother.\Langris, I managed to change after meeting my friends.\We'll be the ones who win this.\Whatever. Don't blame me for whatever happens, all right?\Would you let me handle him?\I don't see why not.\A battle between brothers, eh?\I also want to fight my brother for real one day. response:	I accept your passionate request!
context: Langris, I managed to change after meeting my friends.\We'll be the ones who win this.\Whatever. Don't blame me for whatever happens, all right?\Would you let me handle him?\I don't see why not.\A battle between brothers, eh?\I also want to fight my brother for real one day.\I accept your passionate request! response:	Bah-ha!
context: We'll be the ones who win this.\Whatever. Don't blame me for whatever happens, all right?\Would you let me handle him?\I don't see why not.\A battle between brothers, eh?\I also want to fight my brother for real one day.\I accept your passionate request!\Bah-ha! response:	I'm going to burn the image of me gallantly riding
context: Whatever. Don't blame me for whatever happens, all right?\Would you let me handle him?\I don't see why not.\A battle between brothers, eh?\I also want to fight my brother for real one day.\I accept your passionate request!\Bah-ha!\I'm going to burn the image of me gallantly riding response:	my Shooting Star into everyone's eyes!
context: Would you let me handle him?\I don't see why not.\A battle between brothers, eh?\I also want to fight my brother for real one day.\I accept your passionate request!\Bah-ha!\I'm going to burn the image of me gallantly riding\my Shooting Star into everyone's eyes! response:	You will not lay a single finger on our crystal!
context: I don't see why not.\A battle between brothers, eh?\I also want to fight my brother for real one day.\I accept your passionate request!\Bah-ha!\I'm going to burn the image of me gallantly riding\my Shooting Star into everyone's eyes!\You will not lay a single finger on our crystal! response:	It's finally starting!
context: A battle between brothers, eh?\I also want to fight my brother for real one day.\I accept your passionate request!\Bah-ha!\I'm going to burn the image of me gallantly riding\my Shooting Star into everyone's eyes!\You will not lay a single finger on our crystal!\It's finally starting! response:	Now I'm getting nervous.
context: I also want to fight my brother for real one day.\I accept your passionate request!\Bah-ha!\I'm going to burn the image of me gallantly riding\my Shooting Star into everyone's eyes!\You will not lay a single finger on our crystal!\It's finally starting!\Now I'm getting nervous. response:	Finral, I know you can win this.
context: I accept your passionate request!\Bah-ha!\I'm going to burn the image of me gallantly riding\my Shooting Star into everyone's eyes!\You will not lay a single finger on our crystal!\It's finally starting!\Now I'm getting nervous.\Finral, I know you can win this. response:	And now,
context: Bah-ha!\I'm going to burn the image of me gallantly riding\my Shooting Star into everyone's eyes!\You will not lay a single finger on our crystal!\It's finally starting!\Now I'm getting nervous.\Finral, I know you can win this.\And now, response:	E Team: Leopold, Hamon, and Finral versus G Team: Langris, Fragil, and Sekke.
context: I'm going to burn the image of me gallantly riding\my Shooting Star into everyone's eyes!\You will not lay a single finger on our crystal!\It's finally starting!\Now I'm getting nervous.\Finral, I know you can win this.\And now,\E Team: Leopold, Hamon, and Finral versus G Team: Langris, Fragil, and Sekke. response:	Fragil
context: my Shooting Star into everyone's eyes!\You will not lay a single finger on our crystal!\It's finally starting!\Now I'm getting nervous.\Finral, I know you can win this.\And now,\E Team: Leopold, Hamon, and Finral versus G Team: Langris, Fragil, and Sekke.\Fragil response:	Langris
context: You will not lay a single finger on our crystal!\It's finally starting!\Now I'm getting nervous.\Finral, I know you can win this.\And now,\E Team: Leopold, Hamon, and Finral versus G Team: Langris, Fragil, and Sekke.\Fragil\Langris response:	Sekke
context: It's finally starting!\Now I'm getting nervous.\Finral, I know you can win this.\And now,\E Team: Leopold, Hamon, and Finral versus G Team: Langris, Fragil, and Sekke.\Fragil\Langris\Sekke response:	G Team
context: Now I'm getting nervous.\Finral, I know you can win this.\And now,\E Team: Leopold, Hamon, and Finral versus G Team: Langris, Fragil, and Sekke.\Fragil\Langris\Sekke\G Team response:	Leopold
context: Finral, I know you can win this.\And now,\E Team: Leopold, Hamon, and Finral versus G Team: Langris, Fragil, and Sekke.\Fragil\Langris\Sekke\G Team\Leopold response:	Finral
context: And now,\E Team: Leopold, Hamon, and Finral versus G Team: Langris, Fragil, and Sekke.\Fragil\Langris\Sekke\G Team\Leopold\Finral response:	Hamon
context: E Team: Leopold, Hamon, and Finral versus G Team: Langris, Fragil, and Sekke.\Fragil\Langris\Sekke\G Team\Leopold\Finral\Hamon response:	E Team
context: Fragil\Langris\Sekke\G Team\Leopold\Finral\Hamon\E Team response:	Round two of stage two, begin!
context: Langris\Sekke\G Team\Leopold\Finral\Hamon\E Team\Round two of stage two, begin! response:	You two concentrate on destroying the enemy crystal.
context: Sekke\G Team\Leopold\Finral\Hamon\E Team\Round two of stage two, begin!\You two concentrate on destroying the enemy crystal. response:	Leave it to me.
context: G Team\Leopold\Finral\Hamon\E Team\Round two of stage two, begin!\You two concentrate on destroying the enemy crystal.\Leave it to me. response:	Let's find out where it is.
context: Leopold\Finral\Hamon\E Team\Round two of stage two, begin!\You two concentrate on destroying the enemy crystal.\Leave it to me.\Let's find out where it is. response:	Glass Magic: Verre Detection.
context: Finral\Hamon\E Team\Round two of stage two, begin!\You two concentrate on destroying the enemy crystal.\Leave it to me.\Let's find out where it is.\Glass Magic: Verre Detection. response:	I can see every inch of this battle stage as the light reflects off the glass.
context: Hamon\E Team\Round two of stage two, begin!\You two concentrate on destroying the enemy crystal.\Leave it to me.\Let's find out where it is.\Glass Magic: Verre Detection.\I can see every inch of this battle stage as the light reflects off the glass. response:	It will take a little while, but I will definitely be able to find the enemy's crystal.
