context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: You're the one who gives me my future\If I'm beaten down by the rain of tears\I wanna hold you, call my name immediately\I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls response:	Boy, please chase after me
context: If I'm beaten down by the rain of tears\I wanna hold you, call my name immediately\I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me response:	Because it won't be over after this
context: I wanna hold you, call my name immediately\I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this response:	I can't say I'm sorry, sorry
context: I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry response:	Even though I believe you, my lips are pouting
context: I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting response:	I can't be cute, sorry
context: Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry response:	Catch me in the town where a drizzle is falling
context: I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling response:	Because I'll turn around and give you a make-up kiss
context: Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss response:	In your warm arms
context: Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms response:	Tabitha's Younger Sister
context: Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\Tabitha's Younger Sister response:	Tabitha's Younger Sister
context: I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\Tabitha's Younger Sister\Tabitha's Younger Sister response:	Next Time
context: Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\Tabitha's Younger Sister\Tabitha's Younger Sister\Next Time response:	The Path to the Border
context: I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\Tabitha's Younger Sister\Tabitha's Younger Sister\Next Time\The Path to the Border response:	Geez, I don't see it anywhere.
context: Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\Tabitha's Younger Sister\Tabitha's Younger Sister\Next Time\The Path to the Border\Geez, I don't see it anywhere. response:	Strange... It should be around here...
context: Because I'll turn around and give you a make-up kiss\In your warm arms\Tabitha's Younger Sister\Tabitha's Younger Sister\Next Time\The Path to the Border\Geez, I don't see it anywhere.\Strange... It should be around here... response:	Order of Undine Knights!
context: In your warm arms\Tabitha's Younger Sister\Tabitha's Younger Sister\Next Time\The Path to the Border\Geez, I don't see it anywhere.\Strange... It should be around here...\Order of Undine Knights! response:	Search the premises thoroughly!
context: Tabitha's Younger Sister\Tabitha's Younger Sister\Next Time\The Path to the Border\Geez, I don't see it anywhere.\Strange... It should be around here...\Order of Undine Knights!\Search the premises thoroughly! response:	Yeah!
context: Tabitha's Younger Sister\Next Time\The Path to the Border\Geez, I don't see it anywhere.\Strange... It should be around here...\Order of Undine Knights!\Search the premises thoroughly!\Yeah! response:	Ah?
context: Next Time\The Path to the Border\Geez, I don't see it anywhere.\Strange... It should be around here...\Order of Undine Knights!\Search the premises thoroughly!\Yeah!\Ah? response:	I-It's your fault for dangling such a malicious object!
context: The Path to the Border\Geez, I don't see it anywhere.\Strange... It should be around here...\Order of Undine Knights!\Search the premises thoroughly!\Yeah!\Ah?\I-It's your fault for dangling such a malicious object! response:	But it's still hard to believe that Tabitha attacked Louise and Saito on the orders of the Gallian Kingdom.
context: Geez, I don't see it anywhere.\Strange... It should be around here...\Order of Undine Knights!\Search the premises thoroughly!\Yeah!\Ah?\I-It's your fault for dangling such a malicious object!\But it's still hard to believe that Tabitha attacked Louise and Saito on the orders of the Gallian Kingdom. response:	We need proof to support that claim.
context: Strange... It should be around here...\Order of Undine Knights!\Search the premises thoroughly!\Yeah!\Ah?\I-It's your fault for dangling such a malicious object!\But it's still hard to believe that Tabitha attacked Louise and Saito on the orders of the Gallian Kingdom.\We need proof to support that claim. response:	If Gallia really is behind this,
context: Order of Undine Knights!\Search the premises thoroughly!\Yeah!\Ah?\I-It's your fault for dangling such a malicious object!\But it's still hard to believe that Tabitha attacked Louise and Saito on the orders of the Gallian Kingdom.\We need proof to support that claim.\If Gallia really is behind this, response:	will you be going to Gallia, as well?
context: Search the premises thoroughly!\Yeah!\Ah?\I-It's your fault for dangling such a malicious object!\But it's still hard to believe that Tabitha attacked Louise and Saito on the orders of the Gallian Kingdom.\We need proof to support that claim.\If Gallia really is behind this,\will you be going to Gallia, as well? response:	You're worried about me, Montmorency?
context: Yeah!\Ah?\I-It's your fault for dangling such a malicious object!\But it's still hard to believe that Tabitha attacked Louise and Saito on the orders of the Gallian Kingdom.\We need proof to support that claim.\If Gallia really is behind this,\will you be going to Gallia, as well?\You're worried about me, Montmorency? response:	I'm worried you'd have an affair with a Gallian girl!
context: Ah?\I-It's your fault for dangling such a malicious object!\But it's still hard to believe that Tabitha attacked Louise and Saito on the orders of the Gallian Kingdom.\We need proof to support that claim.\If Gallia really is behind this,\will you be going to Gallia, as well?\You're worried about me, Montmorency?\I'm worried you'd have an affair with a Gallian girl! response:	What's this?
context: I-It's your fault for dangling such a malicious object!\But it's still hard to believe that Tabitha attacked Louise and Saito on the orders of the Gallian Kingdom.\We need proof to support that claim.\If Gallia really is behind this,\will you be going to Gallia, as well?\You're worried about me, Montmorency?\I'm worried you'd have an affair with a Gallian girl!\What's this? response:	What are you doing?!
context: But it's still hard to believe that Tabitha attacked Louise and Saito on the orders of the Gallian Kingdom.\We need proof to support that claim.\If Gallia really is behind this,\will you be going to Gallia, as well?\You're worried about me, Montmorency?\I'm worried you'd have an affair with a Gallian girl!\What's this?\What are you doing?! response:	Malicorn?!
context: We need proof to support that claim.\If Gallia really is behind this,\will you be going to Gallia, as well?\You're worried about me, Montmorency?\I'm worried you'd have an affair with a Gallian girl!\What's this?\What are you doing?!\Malicorn?! response:	You have man boobs.
context: If Gallia really is behind this,\will you be going to Gallia, as well?\You're worried about me, Montmorency?\I'm worried you'd have an affair with a Gallian girl!\What's this?\What are you doing?!\Malicorn?!\You have man boobs. response:	What's wrong with a guy having boobs?
context: will you be going to Gallia, as well?\You're worried about me, Montmorency?\I'm worried you'd have an affair with a Gallian girl!\What's this?\What are you doing?!\Malicorn?!\You have man boobs.\What's wrong with a guy having boobs? response:	Fondle them more!
context: You're worried about me, Montmorency?\I'm worried you'd have an affair with a Gallian girl!\What's this?\What are you doing?!\Malicorn?!\You have man boobs.\What's wrong with a guy having boobs?\Fondle them more! response:	I'm just joking with you.
context: I'm worried you'd have an affair with a Gallian girl!\What's this?\What are you doing?!\Malicorn?!\You have man boobs.\What's wrong with a guy having boobs?\Fondle them more!\I'm just joking with you. response:	I want to touch a girl's, too.
context: What's this?\What are you doing?!\Malicorn?!\You have man boobs.\What's wrong with a guy having boobs?\Fondle them more!\I'm just joking with you.\I want to touch a girl's, too. response:	I want a girlfriend!
context: What are you doing?!\Malicorn?!\You have man boobs.\What's wrong with a guy having boobs?\Fondle them more!\I'm just joking with you.\I want to touch a girl's, too.\I want a girlfriend! response:	S-She's so cute.
context: Malicorn?!\You have man boobs.\What's wrong with a guy having boobs?\Fondle them more!\I'm just joking with you.\I want to touch a girl's, too.\I want a girlfriend!\S-She's so cute. response:	We finally meet!
context: You have man boobs.\What's wrong with a guy having boobs?\Fondle them more!\I'm just joking with you.\I want to touch a girl's, too.\I want a girlfriend!\S-She's so cute.\We finally meet! response:	Why is it always Saito?
context: What's wrong with a guy having boobs?\Fondle them more!\I'm just joking with you.\I want to touch a girl's, too.\I want a girlfriend!\S-She's so cute.\We finally meet!\Why is it always Saito? response:	Help Onee-sama.
context: Fondle them more!\I'm just joking with you.\I want to touch a girl's, too.\I want a girlfriend!\S-She's so cute.\We finally meet!\Why is it always Saito?\Help Onee-sama. response:	Onee-sama?
context: I'm just joking with you.\I want to touch a girl's, too.\I want a girlfriend!\S-She's so cute.\We finally meet!\Why is it always Saito?\Help Onee-sama.\Onee-sama? response:	I can't believe you. One after another.
context: I want to touch a girl's, too.\I want a girlfriend!\S-She's so cute.\We finally meet!\Why is it always Saito?\Help Onee-sama.\Onee-sama?\I can't believe you. One after another. response:	You pervert dog!
context: I want a girlfriend!\S-She's so cute.\We finally meet!\Why is it always Saito?\Help Onee-sama.\Onee-sama?\I can't believe you. One after another.\You pervert dog! response:	First of all, why are you naked?!
context: S-She's so cute.\We finally meet!\Why is it always Saito?\Help Onee-sama.\Onee-sama?\I can't believe you. One after another.\You pervert dog!\First of all, why are you naked?! response:	I have a name, and it's Illococoo.
context: We finally meet!\Why is it always Saito?\Help Onee-sama.\Onee-sama?\I can't believe you. One after another.\You pervert dog!\First of all, why are you naked?!\I have a name, and it's Illococoo. response:	Illococoo? What a cute name!
context: Why is it always Saito?\Help Onee-sama.\Onee-sama?\I can't believe you. One after another.\You pervert dog!\First of all, why are you naked?!\I have a name, and it's Illococoo.\Illococoo? What a cute name! response:	It means swift as the wind.
context: Help Onee-sama.\Onee-sama?\I can't believe you. One after another.\You pervert dog!\First of all, why are you naked?!\I have a name, and it's Illococoo.\Illococoo? What a cute name!\It means swift as the wind. response:	I don't care about your name.
context: Onee-sama?\I can't believe you. One after another.\You pervert dog!\First of all, why are you naked?!\I have a name, and it's Illococoo.\Illococoo? What a cute name!\It means swift as the wind.\I don't care about your name. response:	Clothes!
context: I can't believe you. One after another.\You pervert dog!\First of all, why are you naked?!\I have a name, and it's Illococoo.\Illococoo? What a cute name!\It means swift as the wind.\I don't care about your name.\Clothes! response:	What do I do now?
context: You pervert dog!\First of all, why are you naked?!\I have a name, and it's Illococoo.\Illococoo? What a cute name!\It means swift as the wind.\I don't care about your name.\Clothes!\What do I do now? response:	I can't go save Onee-sama like this.
context: First of all, why are you naked?!\I have a name, and it's Illococoo.\Illococoo? What a cute name!\It means swift as the wind.\I don't care about your name.\Clothes!\What do I do now?\I can't go save Onee-sama like this. response:	Pardon me. You've said Onee-sama a few times,
context: I have a name, and it's Illococoo.\Illococoo? What a cute name!\It means swift as the wind.\I don't care about your name.\Clothes!\What do I do now?\I can't go save Onee-sama like this.\Pardon me. You've said Onee-sama a few times, response:	but who might you be referring to?
context: Illococoo? What a cute name!\It means swift as the wind.\I don't care about your name.\Clothes!\What do I do now?\I can't go save Onee-sama like this.\Pardon me. You've said Onee-sama a few times,\but who might you be referring to? response:	Tabitha-oneesama, of course!
context: It means swift as the wind.\I don't care about your name.\Clothes!\What do I do now?\I can't go save Onee-sama like this.\Pardon me. You've said Onee-sama a few times,\but who might you be referring to?\Tabitha-oneesama, of course! response:	You're Tabitha's younger sister?
context: I don't care about your name.\Clothes!\What do I do now?\I can't go save Onee-sama like this.\Pardon me. You've said Onee-sama a few times,\but who might you be referring to?\Tabitha-oneesama, of course!\You're Tabitha's younger sister? response:	Please save Onee-sama.
context: Clothes!\What do I do now?\I can't go save Onee-sama like this.\Pardon me. You've said Onee-sama a few times,\but who might you be referring to?\Tabitha-oneesama, of course!\You're Tabitha's younger sister?\Please save Onee-sama. response:	So Tabitha's charged with treason for letting Saito go and was stripped of her status as a chevalier?
context: What do I do now?\I can't go save Onee-sama like this.\Pardon me. You've said Onee-sama a few times,\but who might you be referring to?\Tabitha-oneesama, of course!\You're Tabitha's younger sister?\Please save Onee-sama.\So Tabitha's charged with treason for letting Saito go and was stripped of her status as a chevalier? response:	That's not all.
context: I can't go save Onee-sama like this.\Pardon me. You've said Onee-sama a few times,\but who might you be referring to?\Tabitha-oneesama, of course!\You're Tabitha's younger sister?\Please save Onee-sama.\So Tabitha's charged with treason for letting Saito go and was stripped of her status as a chevalier?\That's not all. response:	Even Onee-sama's mother was arrested.
context: Pardon me. You've said Onee-sama a few times,\but who might you be referring to?\Tabitha-oneesama, of course!\You're Tabitha's younger sister?\Please save Onee-sama.\So Tabitha's charged with treason for letting Saito go and was stripped of her status as a chevalier?\That's not all.\Even Onee-sama's mother was arrested. response:	What?
context: but who might you be referring to?\Tabitha-oneesama, of course!\You're Tabitha's younger sister?\Please save Onee-sama.\So Tabitha's charged with treason for letting Saito go and was stripped of her status as a chevalier?\That's not all.\Even Onee-sama's mother was arrested.\What? response:	And what's Tabitha doing now?
context: Tabitha-oneesama, of course!\You're Tabitha's younger sister?\Please save Onee-sama.\So Tabitha's charged with treason for letting Saito go and was stripped of her status as a chevalier?\That's not all.\Even Onee-sama's mother was arrested.\What?\And what's Tabitha doing now? response:	She went to save Mother.
context: You're Tabitha's younger sister?\Please save Onee-sama.\So Tabitha's charged with treason for letting Saito go and was stripped of her status as a chevalier?\That's not all.\Even Onee-sama's mother was arrested.\What?\And what's Tabitha doing now?\She went to save Mother. response:	But...
context: Please save Onee-sama.\So Tabitha's charged with treason for letting Saito go and was stripped of her status as a chevalier?\That's not all.\Even Onee-sama's mother was arrested.\What?\And what's Tabitha doing now?\She went to save Mother.\But... response:	For that Tabitha to lose...
context: So Tabitha's charged with treason for letting Saito go and was stripped of her status as a chevalier?\That's not all.\Even Onee-sama's mother was arrested.\What?\And what's Tabitha doing now?\She went to save Mother.\But...\For that Tabitha to lose... response:	We must be facing a Square-class mage.
context: That's not all.\Even Onee-sama's mother was arrested.\What?\And what's Tabitha doing now?\She went to save Mother.\But...\For that Tabitha to lose...\We must be facing a Square-class mage. response:	If I had known this, I would have chased after her!
context: Even Onee-sama's mother was arrested.\What?\And what's Tabitha doing now?\She went to save Mother.\But...\For that Tabitha to lose...\We must be facing a Square-class mage.\If I had known this, I would have chased after her! response:	So you've come to ask us for help?
context: What?\And what's Tabitha doing now?\She went to save Mother.\But...\For that Tabitha to lose...\We must be facing a Square-class mage.\If I had known this, I would have chased after her!\So you've come to ask us for help? response:	Please.
context: And what's Tabitha doing now?\She went to save Mother.\But...\For that Tabitha to lose...\We must be facing a Square-class mage.\If I had known this, I would have chased after her!\So you've come to ask us for help?\Please. response:	Sure.
context: She went to save Mother.\But...\For that Tabitha to lose...\We must be facing a Square-class mage.\If I had known this, I would have chased after her!\So you've come to ask us for help?\Please.\Sure. response:	We'll be glad to!
context: But...\For that Tabitha to lose...\We must be facing a Square-class mage.\If I had known this, I would have chased after her!\So you've come to ask us for help?\Please.\Sure.\We'll be glad to! response:	Won't you all go help?
context: For that Tabitha to lose...\We must be facing a Square-class mage.\If I had known this, I would have chased after her!\So you've come to ask us for help?\Please.\Sure.\We'll be glad to!\Won't you all go help? response:	You guys aren't...
context: We must be facing a Square-class mage.\If I had known this, I would have chased after her!\So you've come to ask us for help?\Please.\Sure.\We'll be glad to!\Won't you all go help?\You guys aren't... response:	Are you all doubting her?
context: If I had known this, I would have chased after her!\So you've come to ask us for help?\Please.\Sure.\We'll be glad to!\Won't you all go help?\You guys aren't...\Are you all doubting her? response:	Where's the proof that she's not a Gallian spy?
context: So you've come to ask us for help?\Please.\Sure.\We'll be glad to!\Won't you all go help?\You guys aren't...\Are you all doubting her?\Where's the proof that she's not a Gallian spy? response:	It could be a trap to lure Louise in.
context: Please.\Sure.\We'll be glad to!\Won't you all go help?\You guys aren't...\Are you all doubting her?\Where's the proof that she's not a Gallian spy?\It could be a trap to lure Louise in. response:	Besides, she's tall and has big breasts.
context: Sure.\We'll be glad to!\Won't you all go help?\You guys aren't...\Are you all doubting her?\Where's the proof that she's not a Gallian spy?\It could be a trap to lure Louise in.\Besides, she's tall and has big breasts. response:	It's hard to believe that she's Tabitha's younger sister.
context: We'll be glad to!\Won't you all go help?\You guys aren't...\Are you all doubting her?\Where's the proof that she's not a Gallian spy?\It could be a trap to lure Louise in.\Besides, she's tall and has big breasts.\It's hard to believe that she's Tabitha's younger sister. response:	I am her sister!
context: Won't you all go help?\You guys aren't...\Are you all doubting her?\Where's the proof that she's not a Gallian spy?\It could be a trap to lure Louise in.\Besides, she's tall and has big breasts.\It's hard to believe that she's Tabitha's younger sister.\I am her sister! response:	Believe me!
context: You guys aren't...\Are you all doubting her?\Where's the proof that she's not a Gallian spy?\It could be a trap to lure Louise in.\Besides, she's tall and has big breasts.\It's hard to believe that she's Tabitha's younger sister.\I am her sister!\Believe me! response:	Where's the proof?
context: Are you all doubting her?\Where's the proof that she's not a Gallian spy?\It could be a trap to lure Louise in.\Besides, she's tall and has big breasts.\It's hard to believe that she's Tabitha's younger sister.\I am her sister!\Believe me!\Where's the proof? response:	The proof...
context: Where's the proof that she's not a Gallian spy?\It could be a trap to lure Louise in.\Besides, she's tall and has big breasts.\It's hard to believe that she's Tabitha's younger sister.\I am her sister!\Believe me!\Where's the proof?\The proof... response:	The proof is...
context: It could be a trap to lure Louise in.\Besides, she's tall and has big breasts.\It's hard to believe that she's Tabitha's younger sister.\I am her sister!\Believe me!\Where's the proof?\The proof...\The proof is... response:	Hey, you're all being rude to her!
context: Besides, she's tall and has big breasts.\It's hard to believe that she's Tabitha's younger sister.\I am her sister!\Believe me!\Where's the proof?\The proof...\The proof is...\Hey, you're all being rude to her! response:	How could a cute girl like her lie?!
context: It's hard to believe that she's Tabitha's younger sister.\I am her sister!\Believe me!\Where's the proof?\The proof...\The proof is...\Hey, you're all being rude to her!\How could a cute girl like her lie?! response:	Ah ha.
context: I am her sister!\Believe me!\Where's the proof?\The proof...\The proof is...\Hey, you're all being rude to her!\How could a cute girl like her lie?!\Ah ha. response:	Love at first sight, eh, Malicorn?
context: Believe me!\Where's the proof?\The proof...\The proof is...\Hey, you're all being rude to her!\How could a cute girl like her lie?!\Ah ha.\Love at first sight, eh, Malicorn? response:	I-It's nothing like that!
context: Where's the proof?\The proof...\The proof is...\Hey, you're all being rude to her!\How could a cute girl like her lie?!\Ah ha.\Love at first sight, eh, Malicorn?\I-It's nothing like that! response:	Yes, her visuals aren't bad.
context: The proof...\The proof is...\Hey, you're all being rude to her!\How could a cute girl like her lie?!\Ah ha.\Love at first sight, eh, Malicorn?\I-It's nothing like that!\Yes, her visuals aren't bad. response:	I'll bring a witness!
context: The proof is...\Hey, you're all being rude to her!\How could a cute girl like her lie?!\Ah ha.\Love at first sight, eh, Malicorn?\I-It's nothing like that!\Yes, her visuals aren't bad.\I'll bring a witness! response:	Now?
context: Hey, you're all being rude to her!\How could a cute girl like her lie?!\Ah ha.\Love at first sight, eh, Malicorn?\I-It's nothing like that!\Yes, her visuals aren't bad.\I'll bring a witness!\Now? response:	Wait!
context: How could a cute girl like her lie?!\Ah ha.\Love at first sight, eh, Malicorn?\I-It's nothing like that!\Yes, her visuals aren't bad.\I'll bring a witness!\Now?\Wait! response:	Illococoo?
context: Ah ha.\Love at first sight, eh, Malicorn?\I-It's nothing like that!\Yes, her visuals aren't bad.\I'll bring a witness!\Now?\Wait!\Illococoo? response:	Sylphid?
context: Love at first sight, eh, Malicorn?\I-It's nothing like that!\Yes, her visuals aren't bad.\I'll bring a witness!\Now?\Wait!\Illococoo?\Sylphid? response:	Have you seen a girl around?
context: I-It's nothing like that!\Yes, her visuals aren't bad.\I'll bring a witness!\Now?\Wait!\Illococoo?\Sylphid?\Have you seen a girl around? response:	A girl with long blue hair.
context: Yes, her visuals aren't bad.\I'll bring a witness!\Now?\Wait!\Illococoo?\Sylphid?\Have you seen a girl around?\A girl with long blue hair. response:	You have?
context: I'll bring a witness!\Now?\Wait!\Illococoo?\Sylphid?\Have you seen a girl around?\A girl with long blue hair.\You have? response:	So you're the witness?
context: Now?\Wait!\Illococoo?\Sylphid?\Have you seen a girl around?\A girl with long blue hair.\You have?\So you're the witness? response:	I see.
context: Wait!\Illococoo?\Sylphid?\Have you seen a girl around?\A girl with long blue hair.\You have?\So you're the witness?\I see. response:	Hey, we want to ask something!
context: Illococoo?\Sylphid?\Have you seen a girl around?\A girl with long blue hair.\You have?\So you're the witness?\I see.\Hey, we want to ask something! response:	Does your master have a sister called Illococoo?
context: Sylphid?\Have you seen a girl around?\A girl with long blue hair.\You have?\So you're the witness?\I see.\Hey, we want to ask something!\Does your master have a sister called Illococoo? response:	So it was true.
context: Have you seen a girl around?\A girl with long blue hair.\You have?\So you're the witness?\I see.\Hey, we want to ask something!\Does your master have a sister called Illococoo?\So it was true. response:	Look! You all better apologise to her!
context: A girl with long blue hair.\You have?\So you're the witness?\I see.\Hey, we want to ask something!\Does your master have a sister called Illococoo?\So it was true.\Look! You all better apologise to her! response:	Sylphid, there's one more thing I want to ask you.
context: You have?\So you're the witness?\I see.\Hey, we want to ask something!\Does your master have a sister called Illococoo?\So it was true.\Look! You all better apologise to her!\Sylphid, there's one more thing I want to ask you. response:	Did your master get captured?
context: So you're the witness?\I see.\Hey, we want to ask something!\Does your master have a sister called Illococoo?\So it was true.\Look! You all better apologise to her!\Sylphid, there's one more thing I want to ask you.\Did your master get captured? response:	I see.
context: I see.\Hey, we want to ask something!\Does your master have a sister called Illococoo?\So it was true.\Look! You all better apologise to her!\Sylphid, there's one more thing I want to ask you.\Did your master get captured?\I see. response:	If Tabitha's familiar says so, we'll have to believe it.
context: Hey, we want to ask something!\Does your master have a sister called Illococoo?\So it was true.\Look! You all better apologise to her!\Sylphid, there's one more thing I want to ask you.\Did your master get captured?\I see.\If Tabitha's familiar says so, we'll have to believe it. response:	Okay.
context: Does your master have a sister called Illococoo?\So it was true.\Look! You all better apologise to her!\Sylphid, there's one more thing I want to ask you.\Did your master get captured?\I see.\If Tabitha's familiar says so, we'll have to believe it.\Okay. response:	You just wait.
context: So it was true.\Look! You all better apologise to her!\Sylphid, there's one more thing I want to ask you.\Did your master get captured?\I see.\If Tabitha's familiar says so, we'll have to believe it.\Okay.\You just wait. response:	We'll definitely save your master.
context: Look! You all better apologise to her!\Sylphid, there's one more thing I want to ask you.\Did your master get captured?\I see.\If Tabitha's familiar says so, we'll have to believe it.\Okay.\You just wait.\We'll definitely save your master. response:	The Order of Undine Knights cannot ignore this matter.
context: Sylphid, there's one more thing I want to ask you.\Did your master get captured?\I see.\If Tabitha's familiar says so, we'll have to believe it.\Okay.\You just wait.\We'll definitely save your master.\The Order of Undine Knights cannot ignore this matter. response:	We will go to Gallia to save Tabitha!
context: Did your master get captured?\I see.\If Tabitha's familiar says so, we'll have to believe it.\Okay.\You just wait.\We'll definitely save your master.\The Order of Undine Knights cannot ignore this matter.\We will go to Gallia to save Tabitha! response:	What's wrong, Reinard?
context: I see.\If Tabitha's familiar says so, we'll have to believe it.\Okay.\You just wait.\We'll definitely save your master.\The Order of Undine Knights cannot ignore this matter.\We will go to Gallia to save Tabitha!\What's wrong, Reinard? response:	Are you scared?
context: If Tabitha's familiar says so, we'll have to believe it.\Okay.\You just wait.\We'll definitely save your master.\The Order of Undine Knights cannot ignore this matter.\We will go to Gallia to save Tabitha!\What's wrong, Reinard?\Are you scared? response:	No, that is not it.
context: Okay.\You just wait.\We'll definitely save your master.\The Order of Undine Knights cannot ignore this matter.\We will go to Gallia to save Tabitha!\What's wrong, Reinard?\Are you scared?\No, that is not it. response:	We are the Queen's private knights, right?
context: You just wait.\We'll definitely save your master.\The Order of Undine Knights cannot ignore this matter.\We will go to Gallia to save Tabitha!\What's wrong, Reinard?\Are you scared?\No, that is not it.\We are the Queen's private knights, right? response:	Can we do this without her orders?
context: We'll definitely save your master.\The Order of Undine Knights cannot ignore this matter.\We will go to Gallia to save Tabitha!\What's wrong, Reinard?\Are you scared?\No, that is not it.\We are the Queen's private knights, right?\Can we do this without her orders? response:	So are you saying we should forget about Tabitha?
context: The Order of Undine Knights cannot ignore this matter.\We will go to Gallia to save Tabitha!\What's wrong, Reinard?\Are you scared?\No, that is not it.\We are the Queen's private knights, right?\Can we do this without her orders?\So are you saying we should forget about Tabitha? response:	I didn't say that.
context: We will go to Gallia to save Tabitha!\What's wrong, Reinard?\Are you scared?\No, that is not it.\We are the Queen's private knights, right?\Can we do this without her orders?\So are you saying we should forget about Tabitha?\I didn't say that. response:	Because Tabitha let us go, Louise is here with us.
