context: = LOGO START = response:	= LOGO END =
context: Just so you know...\Renose is famous for its lumber and furs.\Right.\Don't get upset if you see wolves pelts among those furs.\I get eaten by wolves,\but mice get eaten by me.\In our world, it's normal to hunt and be hunted.\I won't complain. response:	And even though you say that, humans are even more shocking.
context: Renose is famous for its lumber and furs.\Right.\Don't get upset if you see wolves pelts among those furs.\I get eaten by wolves,\but mice get eaten by me.\In our world, it's normal to hunt and be hunted.\I won't complain.\And even though you say that, humans are even more shocking. response:	You buy and sell each other, right?
context: Right.\Don't get upset if you see wolves pelts among those furs.\I get eaten by wolves,\but mice get eaten by me.\In our world, it's normal to hunt and be hunted.\I won't complain.\And even though you say that, humans are even more shocking.\You buy and sell each other, right? response:	You mean the slave trade?
context: Don't get upset if you see wolves pelts among those furs.\I get eaten by wolves,\but mice get eaten by me.\In our world, it's normal to hunt and be hunted.\I won't complain.\And even though you say that, humans are even more shocking.\You buy and sell each other, right?\You mean the slave trade? response:	It's profitable and a necessary business.
context: I get eaten by wolves,\but mice get eaten by me.\In our world, it's normal to hunt and be hunted.\I won't complain.\And even though you say that, humans are even more shocking.\You buy and sell each other, right?\You mean the slave trade?\It's profitable and a necessary business. response:	In the same way you calmly talk about trading people,
context: but mice get eaten by me.\In our world, it's normal to hunt and be hunted.\I won't complain.\And even though you say that, humans are even more shocking.\You buy and sell each other, right?\You mean the slave trade?\It's profitable and a necessary business.\In the same way you calmly talk about trading people, response:	we have no feelings for those who are hunted.
context: In our world, it's normal to hunt and be hunted.\I won't complain.\And even though you say that, humans are even more shocking.\You buy and sell each other, right?\You mean the slave trade?\It's profitable and a necessary business.\In the same way you calmly talk about trading people,\we have no feelings for those who are hunted. response:	Though, when I was being hunted by another man, you got pretty worked up, didn't you?
context: I won't complain.\And even though you say that, humans are even more shocking.\You buy and sell each other, right?\You mean the slave trade?\It's profitable and a necessary business.\In the same way you calmly talk about trading people,\we have no feelings for those who are hunted.\Though, when I was being hunted by another man, you got pretty worked up, didn't you? response:	Yes I got worked up.
context: And even though you say that, humans are even more shocking.\You buy and sell each other, right?\You mean the slave trade?\It's profitable and a necessary business.\In the same way you calmly talk about trading people,\we have no feelings for those who are hunted.\Though, when I was being hunted by another man, you got pretty worked up, didn't you?\Yes I got worked up. response:	Really worked up.
context: You buy and sell each other, right?\You mean the slave trade?\It's profitable and a necessary business.\In the same way you calmly talk about trading people,\we have no feelings for those who are hunted.\Though, when I was being hunted by another man, you got pretty worked up, didn't you?\Yes I got worked up.\Really worked up. response:	Don't speak in monotone!
context: You mean the slave trade?\It's profitable and a necessary business.\In the same way you calmly talk about trading people,\we have no feelings for those who are hunted.\Though, when I was being hunted by another man, you got pretty worked up, didn't you?\Yes I got worked up.\Really worked up.\Don't speak in monotone! response:	It's only natural.
context: It's profitable and a necessary business.\In the same way you calmly talk about trading people,\we have no feelings for those who are hunted.\Though, when I was being hunted by another man, you got pretty worked up, didn't you?\Yes I got worked up.\Really worked up.\Don't speak in monotone!\It's only natural. response:	Why?
context: In the same way you calmly talk about trading people,\we have no feelings for those who are hunted.\Though, when I was being hunted by another man, you got pretty worked up, didn't you?\Yes I got worked up.\Really worked up.\Don't speak in monotone!\It's only natural.\Why? response:	Because it's embarrassing.
context: we have no feelings for those who are hunted.\Though, when I was being hunted by another man, you got pretty worked up, didn't you?\Yes I got worked up.\Really worked up.\Don't speak in monotone!\It's only natural.\Why?\Because it's embarrassing. response:	It really is.
context: Though, when I was being hunted by another man, you got pretty worked up, didn't you?\Yes I got worked up.\Really worked up.\Don't speak in monotone!\It's only natural.\Why?\Because it's embarrassing.\It really is. response:	Right?
context: Yes I got worked up.\Really worked up.\Don't speak in monotone!\It's only natural.\Why?\Because it's embarrassing.\It really is.\Right? response:	They're fellow merchants.
context: Really worked up.\Don't speak in monotone!\It's only natural.\Why?\Because it's embarrassing.\It really is.\Right?\They're fellow merchants. response:	It looks like it'll take a while to enter the town.
context: Don't speak in monotone!\It's only natural.\Why?\Because it's embarrassing.\It really is.\Right?\They're fellow merchants.\It looks like it'll take a while to enter the town. response:	Is this like a temple courtyard?
context: It's only natural.\Why?\Because it's embarrassing.\It really is.\Right?\They're fellow merchants.\It looks like it'll take a while to enter the town.\Is this like a temple courtyard? response:	Those are in front of churches.
context: Why?\Because it's embarrassing.\It really is.\Right?\They're fellow merchants.\It looks like it'll take a while to enter the town.\Is this like a temple courtyard?\Those are in front of churches. response:	It's odd that they're setting up right in front of the town walls.
context: Because it's embarrassing.\It really is.\Right?\They're fellow merchants.\It looks like it'll take a while to enter the town.\Is this like a temple courtyard?\Those are in front of churches.\It's odd that they're setting up right in front of the town walls. response:	It doesn't look like they're doing any business either.
context: It really is.\Right?\They're fellow merchants.\It looks like it'll take a while to enter the town.\Is this like a temple courtyard?\Those are in front of churches.\It's odd that they're setting up right in front of the town walls.\It doesn't look like they're doing any business either. response:	The gates aren't closed,
context: Right?\They're fellow merchants.\It looks like it'll take a while to enter the town.\Is this like a temple courtyard?\Those are in front of churches.\It's odd that they're setting up right in front of the town walls.\It doesn't look like they're doing any business either.\The gates aren't closed, response:	so it doesn't appear to be a revolt.
context: They're fellow merchants.\It looks like it'll take a while to enter the town.\Is this like a temple courtyard?\Those are in front of churches.\It's odd that they're setting up right in front of the town walls.\It doesn't look like they're doing any business either.\The gates aren't closed,\so it doesn't appear to be a revolt. response:	You're expecting another battle here, aren't you?
context: It looks like it'll take a while to enter the town.\Is this like a temple courtyard?\Those are in front of churches.\It's odd that they're setting up right in front of the town walls.\It doesn't look like they're doing any business either.\The gates aren't closed,\so it doesn't appear to be a revolt.\You're expecting another battle here, aren't you? response:	I don't particularly want one.
context: Is this like a temple courtyard?\Those are in front of churches.\It's odd that they're setting up right in front of the town walls.\It doesn't look like they're doing any business either.\The gates aren't closed,\so it doesn't appear to be a revolt.\You're expecting another battle here, aren't you?\I don't particularly want one. response:	What's with that face?
context: Those are in front of churches.\It's odd that they're setting up right in front of the town walls.\It doesn't look like they're doing any business either.\The gates aren't closed,\so it doesn't appear to be a revolt.\You're expecting another battle here, aren't you?\I don't particularly want one.\What's with that face? response:	It's true that ever since you met me you've been caught up in a number of disputes.
context: It's odd that they're setting up right in front of the town walls.\It doesn't look like they're doing any business either.\The gates aren't closed,\so it doesn't appear to be a revolt.\You're expecting another battle here, aren't you?\I don't particularly want one.\What's with that face?\It's true that ever since you met me you've been caught up in a number of disputes. response:	But there hasn't been a single time where I directly caused one!
context: It doesn't look like they're doing any business either.\The gates aren't closed,\so it doesn't appear to be a revolt.\You're expecting another battle here, aren't you?\I don't particularly want one.\What's with that face?\It's true that ever since you met me you've been caught up in a number of disputes.\But there hasn't been a single time where I directly caused one! response:	The first one...
context: The gates aren't closed,\so it doesn't appear to be a revolt.\You're expecting another battle here, aren't you?\I don't particularly want one.\What's with that face?\It's true that ever since you met me you've been caught up in a number of disputes.\But there hasn't been a single time where I directly caused one!\The first one... response:	Well, that may have been partially my fault.
context: so it doesn't appear to be a revolt.\You're expecting another battle here, aren't you?\I don't particularly want one.\What's with that face?\It's true that ever since you met me you've been caught up in a number of disputes.\But there hasn't been a single time where I directly caused one!\The first one...\Well, that may have been partially my fault. response:	But it was more because you were greedy.
context: You're expecting another battle here, aren't you?\I don't particularly want one.\What's with that face?\It's true that ever since you met me you've been caught up in a number of disputes.\But there hasn't been a single time where I directly caused one!\The first one...\Well, that may have been partially my fault.\But it was more because you were greedy. response:	The next one happened entirely because you got greedy and failed.
context: I don't particularly want one.\What's with that face?\It's true that ever since you met me you've been caught up in a number of disputes.\But there hasn't been a single time where I directly caused one!\The first one...\Well, that may have been partially my fault.\But it was more because you were greedy.\The next one happened entirely because you got greedy and failed. response:	And the last one was because you got all worked up on your own.
context: What's with that face?\It's true that ever since you met me you've been caught up in a number of disputes.\But there hasn't been a single time where I directly caused one!\The first one...\Well, that may have been partially my fault.\But it was more because you were greedy.\The next one happened entirely because you got greedy and failed.\And the last one was because you got all worked up on your own. response:	Am I wrong?
context: It's true that ever since you met me you've been caught up in a number of disputes.\But there hasn't been a single time where I directly caused one!\The first one...\Well, that may have been partially my fault.\But it was more because you were greedy.\The next one happened entirely because you got greedy and failed.\And the last one was because you got all worked up on your own.\Am I wrong? response:	Well, I do see where you're coming from,
context: But there hasn't been a single time where I directly caused one!\The first one...\Well, that may have been partially my fault.\But it was more because you were greedy.\The next one happened entirely because you got greedy and failed.\And the last one was because you got all worked up on your own.\Am I wrong?\Well, I do see where you're coming from, response:	but I have trouble accepting it.
context: The first one...\Well, that may have been partially my fault.\But it was more because you were greedy.\The next one happened entirely because you got greedy and failed.\And the last one was because you got all worked up on your own.\Am I wrong?\Well, I do see where you're coming from,\but I have trouble accepting it. response:	Though it's true you weren't the cause of all the trouble.
context: Well, that may have been partially my fault.\But it was more because you were greedy.\The next one happened entirely because you got greedy and failed.\And the last one was because you got all worked up on your own.\Am I wrong?\Well, I do see where you're coming from,\but I have trouble accepting it.\Though it's true you weren't the cause of all the trouble. response:	It's natural for you to find it hard to accept.
context: But it was more because you were greedy.\The next one happened entirely because you got greedy and failed.\And the last one was because you got all worked up on your own.\Am I wrong?\Well, I do see where you're coming from,\but I have trouble accepting it.\Though it's true you weren't the cause of all the trouble.\It's natural for you to find it hard to accept. response:	Why's that?
context: The next one happened entirely because you got greedy and failed.\And the last one was because you got all worked up on your own.\Am I wrong?\Well, I do see where you're coming from,\but I have trouble accepting it.\Though it's true you weren't the cause of all the trouble.\It's natural for you to find it hard to accept.\Why's that? response:	You always measure me against your own standards,
context: And the last one was because you got all worked up on your own.\Am I wrong?\Well, I do see where you're coming from,\but I have trouble accepting it.\Though it's true you weren't the cause of all the trouble.\It's natural for you to find it hard to accept.\Why's that?\You always measure me against your own standards, response:	so you feel you're being manipulated by me.
context: Am I wrong?\Well, I do see where you're coming from,\but I have trouble accepting it.\Though it's true you weren't the cause of all the trouble.\It's natural for you to find it hard to accept.\Why's that?\You always measure me against your own standards,\so you feel you're being manipulated by me. response:	That's not true.
context: Well, I do see where you're coming from,\but I have trouble accepting it.\Though it's true you weren't the cause of all the trouble.\It's natural for you to find it hard to accept.\Why's that?\You always measure me against your own standards,\so you feel you're being manipulated by me.\That's not true. response:	So stubborn.
context: but I have trouble accepting it.\Though it's true you weren't the cause of all the trouble.\It's natural for you to find it hard to accept.\Why's that?\You always measure me against your own standards,\so you feel you're being manipulated by me.\That's not true.\So stubborn. response:	Why you!
context: Though it's true you weren't the cause of all the trouble.\It's natural for you to find it hard to accept.\Why's that?\You always measure me against your own standards,\so you feel you're being manipulated by me.\That's not true.\So stubborn.\Why you! response:	You're finally being honest with yourself?
context: It's natural for you to find it hard to accept.\Why's that?\You always measure me against your own standards,\so you feel you're being manipulated by me.\That's not true.\So stubborn.\Why you!\You're finally being honest with yourself? response:	Not good, not good.
context: Why's that?\You always measure me against your own standards,\so you feel you're being manipulated by me.\That's not true.\So stubborn.\Why you!\You're finally being honest with yourself?\Not good, not good. response:	How boring.
context: You always measure me against your own standards,\so you feel you're being manipulated by me.\That's not true.\So stubborn.\Why you!\You're finally being honest with yourself?\Not good, not good.\How boring. response:	Stew would be nice.
context: so you feel you're being manipulated by me.\That's not true.\So stubborn.\Why you!\You're finally being honest with yourself?\Not good, not good.\How boring.\Stew would be nice. response:	Oh, dinner?
context: That's not true.\So stubborn.\Why you!\You're finally being honest with yourself?\Not good, not good.\How boring.\Stew would be nice.\Oh, dinner? response:	It is pretty cold.
context: So stubborn.\Why you!\You're finally being honest with yourself?\Not good, not good.\How boring.\Stew would be nice.\Oh, dinner?\It is pretty cold. response:	It depends on the price,
context: Why you!\You're finally being honest with yourself?\Not good, not good.\How boring.\Stew would be nice.\Oh, dinner?\It is pretty cold.\It depends on the price, response:	but it'd be nice to have something with a flour and butter base rather than one with cream.
context: You're finally being honest with yourself?\Not good, not good.\How boring.\Stew would be nice.\Oh, dinner?\It is pretty cold.\It depends on the price,\but it'd be nice to have something with a flour and butter base rather than one with cream. response:	That does sound good.
context: Not good, not good.\How boring.\Stew would be nice.\Oh, dinner?\It is pretty cold.\It depends on the price,\but it'd be nice to have something with a flour and butter base rather than one with cream.\That does sound good. response:	There are times when the scent of milk beats wine.
context: How boring.\Stew would be nice.\Oh, dinner?\It is pretty cold.\It depends on the price,\but it'd be nice to have something with a flour and butter base rather than one with cream.\That does sound good.\There are times when the scent of milk beats wine. response:	The vegetables at this time of year are still especially good.
context: Stew would be nice.\Oh, dinner?\It is pretty cold.\It depends on the price,\but it'd be nice to have something with a flour and butter base rather than one with cream.\That does sound good.\There are times when the scent of milk beats wine.\The vegetables at this time of year are still especially good. response:	Vegetables?
context: Oh, dinner?\It is pretty cold.\It depends on the price,\but it'd be nice to have something with a flour and butter base rather than one with cream.\That does sound good.\There are times when the scent of milk beats wine.\The vegetables at this time of year are still especially good.\Vegetables? response:	Don't you know the taste of black, tender chunks of beef floating in a milky white broth?
context: It is pretty cold.\It depends on the price,\but it'd be nice to have something with a flour and butter base rather than one with cream.\That does sound good.\There are times when the scent of milk beats wine.\The vegetables at this time of year are still especially good.\Vegetables?\Don't you know the taste of black, tender chunks of beef floating in a milky white broth? response:	Well, they do say that good things are poison to the eyes and tongue.
context: It depends on the price,\but it'd be nice to have something with a flour and butter base rather than one with cream.\That does sound good.\There are times when the scent of milk beats wine.\The vegetables at this time of year are still especially good.\Vegetables?\Don't you know the taste of black, tender chunks of beef floating in a milky white broth?\Well, they do say that good things are poison to the eyes and tongue. response:	That's not very fair for me, considering I wasn't able to have a meal for several hundred years.
context: but it'd be nice to have something with a flour and butter base rather than one with cream.\That does sound good.\There are times when the scent of milk beats wine.\The vegetables at this time of year are still especially good.\Vegetables?\Don't you know the taste of black, tender chunks of beef floating in a milky white broth?\Well, they do say that good things are poison to the eyes and tongue.\That's not very fair for me, considering I wasn't able to have a meal for several hundred years. response:	Well, I'll consult my purse first.
context: That does sound good.\There are times when the scent of milk beats wine.\The vegetables at this time of year are still especially good.\Vegetables?\Don't you know the taste of black, tender chunks of beef floating in a milky white broth?\Well, they do say that good things are poison to the eyes and tongue.\That's not very fair for me, considering I wasn't able to have a meal for several hundred years.\Well, I'll consult my purse first. response:	This is an identification plaque that shows you're a traveling merchant.
context: There are times when the scent of milk beats wine.\The vegetables at this time of year are still especially good.\Vegetables?\Don't you know the taste of black, tender chunks of beef floating in a milky white broth?\Well, they do say that good things are poison to the eyes and tongue.\That's not very fair for me, considering I wasn't able to have a meal for several hundred years.\Well, I'll consult my purse first.\This is an identification plaque that shows you're a traveling merchant. response:	The townsfolk won't do business with outsiders unless they display this,
context: The vegetables at this time of year are still especially good.\Vegetables?\Don't you know the taste of black, tender chunks of beef floating in a milky white broth?\Well, they do say that good things are poison to the eyes and tongue.\That's not very fair for me, considering I wasn't able to have a meal for several hundred years.\Well, I'll consult my purse first.\This is an identification plaque that shows you're a traveling merchant.\The townsfolk won't do business with outsiders unless they display this, response:	so make sure you don't lose it.
context: Vegetables?\Don't you know the taste of black, tender chunks of beef floating in a milky white broth?\Well, they do say that good things are poison to the eyes and tongue.\That's not very fair for me, considering I wasn't able to have a meal for several hundred years.\Well, I'll consult my purse first.\This is an identification plaque that shows you're a traveling merchant.\The townsfolk won't do business with outsiders unless they display this,\so make sure you don't lose it. response:	Oh what,
context: Don't you know the taste of black, tender chunks of beef floating in a milky white broth?\Well, they do say that good things are poison to the eyes and tongue.\That's not very fair for me, considering I wasn't able to have a meal for several hundred years.\Well, I'll consult my purse first.\This is an identification plaque that shows you're a traveling merchant.\The townsfolk won't do business with outsiders unless they display this,\so make sure you don't lose it.\Oh what, response:	it's just a cheap wolf pelt.
context: Well, they do say that good things are poison to the eyes and tongue.\That's not very fair for me, considering I wasn't able to have a meal for several hundred years.\Well, I'll consult my purse first.\This is an identification plaque that shows you're a traveling merchant.\The townsfolk won't do business with outsiders unless they display this,\so make sure you don't lose it.\Oh what,\it's just a cheap wolf pelt. response:	It's not like I think it's the best thing in the whole world.
context: That's not very fair for me, considering I wasn't able to have a meal for several hundred years.\Well, I'll consult my purse first.\This is an identification plaque that shows you're a traveling merchant.\The townsfolk won't do business with outsiders unless they display this,\so make sure you don't lose it.\Oh what,\it's just a cheap wolf pelt.\It's not like I think it's the best thing in the whole world. response:	But that's a matter of the differences between species, not the quality of my tail!
context: Well, I'll consult my purse first.\This is an identification plaque that shows you're a traveling merchant.\The townsfolk won't do business with outsiders unless they display this,\so make sure you don't lose it.\Oh what,\it's just a cheap wolf pelt.\It's not like I think it's the best thing in the whole world.\But that's a matter of the differences between species, not the quality of my tail! response:	That's true.
context: This is an identification plaque that shows you're a traveling merchant.\The townsfolk won't do business with outsiders unless they display this,\so make sure you don't lose it.\Oh what,\it's just a cheap wolf pelt.\It's not like I think it's the best thing in the whole world.\But that's a matter of the differences between species, not the quality of my tail!\That's true. response:	Between something that's at the lower end of a superior scale,
context: The townsfolk won't do business with outsiders unless they display this,\so make sure you don't lose it.\Oh what,\it's just a cheap wolf pelt.\It's not like I think it's the best thing in the whole world.\But that's a matter of the differences between species, not the quality of my tail!\That's true.\Between something that's at the lower end of a superior scale, response:	and something that's at the upper end of an inferior scale,
context: so make sure you don't lose it.\Oh what,\it's just a cheap wolf pelt.\It's not like I think it's the best thing in the whole world.\But that's a matter of the differences between species, not the quality of my tail!\That's true.\Between something that's at the lower end of a superior scale,\and something that's at the upper end of an inferior scale, response:	you'd definitely commend the second one!
