context: Tsukiyama! response:	Mmm... Long time no see, Miss Kirishima.
context: Breakable, unbreakable; shakable, unshakable\When I found you, it shook me\In this twisted world, I'm gradually growing transparent and vanishing\Don't look for me; don't look at me\Don't look for me; don't look at me\Don't look for me; don't look at me\I don't wish to hurt you in a world\of someone else's imagining response:	Remember who I am
context: When I found you, it shook me\In this twisted world, I'm gradually growing transparent and vanishing\Don't look for me; don't look at me\Don't look for me; don't look at me\Don't look for me; don't look at me\I don't wish to hurt you in a world\of someone else's imagining\Remember who I am response:	What?
context: In this twisted world, I'm gradually growing transparent and vanishing\Don't look for me; don't look at me\Don't look for me; don't look at me\Don't look for me; don't look at me\I don't wish to hurt you in a world\of someone else's imagining\Remember who I am\What? response:	A jam bun, again?
context: Don't look for me; don't look at me\Don't look for me; don't look at me\Don't look for me; don't look at me\I don't wish to hurt you in a world\of someone else's imagining\Remember who I am\What?\A jam bun, again? response:	It's all right. This is the best on-the-go food there is.
context: Don't look for me; don't look at me\Don't look for me; don't look at me\I don't wish to hurt you in a world\of someone else's imagining\Remember who I am\What?\A jam bun, again?\It's all right. This is the best on-the-go food there is. response:	You can't! You're still a growing girl!
context: Don't look for me; don't look at me\I don't wish to hurt you in a world\of someone else's imagining\Remember who I am\What?\A jam bun, again?\It's all right. This is the best on-the-go food there is.\You can't! You're still a growing girl! response:	Eenie, meenie, miney, mo!
context: I don't wish to hurt you in a world\of someone else's imagining\Remember who I am\What?\A jam bun, again?\It's all right. This is the best on-the-go food there is.\You can't! You're still a growing girl!\Eenie, meenie, miney, mo! response:	Fried chicken!
context: of someone else's imagining\Remember who I am\What?\A jam bun, again?\It's all right. This is the best on-the-go food there is.\You can't! You're still a growing girl!\Eenie, meenie, miney, mo!\Fried chicken! response:	Here you go.
context: Remember who I am\What?\A jam bun, again?\It's all right. This is the best on-the-go food there is.\You can't! You're still a growing girl!\Eenie, meenie, miney, mo!\Fried chicken!\Here you go. response:	Huh? That's okay.
context: What?\A jam bun, again?\It's all right. This is the best on-the-go food there is.\You can't! You're still a growing girl!\Eenie, meenie, miney, mo!\Fried chicken!\Here you go.\Huh? That's okay. response:	You can't survive on bread alone. Here, eat this.
context: A jam bun, again?\It's all right. This is the best on-the-go food there is.\You can't! You're still a growing girl!\Eenie, meenie, miney, mo!\Fried chicken!\Here you go.\Huh? That's okay.\You can't survive on bread alone. Here, eat this. response:	Geez...
context: It's all right. This is the best on-the-go food there is.\You can't! You're still a growing girl!\Eenie, meenie, miney, mo!\Fried chicken!\Here you go.\Huh? That's okay.\You can't survive on bread alone. Here, eat this.\Geez... response:	I changed the seasoning on it. What do you think?
context: You can't! You're still a growing girl!\Eenie, meenie, miney, mo!\Fried chicken!\Here you go.\Huh? That's okay.\You can't survive on bread alone. Here, eat this.\Geez...\I changed the seasoning on it. What do you think? response:	Huh? What?
context: Eenie, meenie, miney, mo!\Fried chicken!\Here you go.\Huh? That's okay.\You can't survive on bread alone. Here, eat this.\Geez...\I changed the seasoning on it. What do you think?\Huh? What? response:	Ow!
context: Fried chicken!\Here you go.\Huh? That's okay.\You can't survive on bread alone. Here, eat this.\Geez...\I changed the seasoning on it. What do you think?\Huh? What?\Ow! response:	Well, it's pretty good.
context: Here you go.\Huh? That's okay.\You can't survive on bread alone. Here, eat this.\Geez...\I changed the seasoning on it. What do you think?\Huh? What?\Ow!\Well, it's pretty good. response:	Ah, I think you're just saying that.
context: Huh? That's okay.\You can't survive on bread alone. Here, eat this.\Geez...\I changed the seasoning on it. What do you think?\Huh? What?\Ow!\Well, it's pretty good.\Ah, I think you're just saying that. response:	No, really.
context: You can't survive on bread alone. Here, eat this.\Geez...\I changed the seasoning on it. What do you think?\Huh? What?\Ow!\Well, it's pretty good.\Ah, I think you're just saying that.\No, really. response:	Pass it! Pass it! Pass it! Pass it! Pass it!
context: Geez...\I changed the seasoning on it. What do you think?\Huh? What?\Ow!\Well, it's pretty good.\Ah, I think you're just saying that.\No, really.\Pass it! Pass it! Pass it! Pass it! Pass it! response:	Pass it... Pass it...
context: I changed the seasoning on it. What do you think?\Huh? What?\Ow!\Well, it's pretty good.\Ah, I think you're just saying that.\No, really.\Pass it! Pass it! Pass it! Pass it! Pass it!\Pass it... Pass it... response:	Compliments to the chef. I ate it, Yoriko.
context: Huh? What?\Ow!\Well, it's pretty good.\Ah, I think you're just saying that.\No, really.\Pass it! Pass it! Pass it! Pass it! Pass it!\Pass it... Pass it...\Compliments to the chef. I ate it, Yoriko. response:	Monochrome of Rainbows
context: Ow!\Well, it's pretty good.\Ah, I think you're just saying that.\No, really.\Pass it! Pass it! Pass it! Pass it! Pass it!\Pass it... Pass it...\Compliments to the chef. I ate it, Yoriko.\Monochrome of Rainbows response:	Kaneki...
context: Well, it's pretty good.\Ah, I think you're just saying that.\No, really.\Pass it! Pass it! Pass it! Pass it! Pass it!\Pass it... Pass it...\Compliments to the chef. I ate it, Yoriko.\Monochrome of Rainbows\Kaneki... response:	Hey.
context: Ah, I think you're just saying that.\No, really.\Pass it! Pass it! Pass it! Pass it! Pass it!\Pass it... Pass it...\Compliments to the chef. I ate it, Yoriko.\Monochrome of Rainbows\Kaneki...\Hey. response:	Oh, hi, uh...
context: No, really.\Pass it! Pass it! Pass it! Pass it! Pass it!\Pass it... Pass it...\Compliments to the chef. I ate it, Yoriko.\Monochrome of Rainbows\Kaneki...\Hey.\Oh, hi, uh... response:	Tsukiyama Shu. May I?
context: Pass it! Pass it! Pass it! Pass it! Pass it!\Pass it... Pass it...\Compliments to the chef. I ate it, Yoriko.\Monochrome of Rainbows\Kaneki...\Hey.\Oh, hi, uh...\Tsukiyama Shu. May I? response:	Oh, be my guest.
context: Pass it... Pass it...\Compliments to the chef. I ate it, Yoriko.\Monochrome of Rainbows\Kaneki...\Hey.\Oh, hi, uh...\Tsukiyama Shu. May I?\Oh, be my guest. response:	Merci beaucoup.
context: Compliments to the chef. I ate it, Yoriko.\Monochrome of Rainbows\Kaneki...\Hey.\Oh, hi, uh...\Tsukiyama Shu. May I?\Oh, be my guest.\Merci beaucoup. response:	Um, Mr. Tsukiyama, what brings you to Kamii University?
context: Monochrome of Rainbows\Kaneki...\Hey.\Oh, hi, uh...\Tsukiyama Shu. May I?\Oh, be my guest.\Merci beaucoup.\Um, Mr. Tsukiyama, what brings you to Kamii University? response:	What if I said... I'm here to see you?
context: Kaneki...\Hey.\Oh, hi, uh...\Tsukiyama Shu. May I?\Oh, be my guest.\Merci beaucoup.\Um, Mr. Tsukiyama, what brings you to Kamii University?\What if I said... I'm here to see you? response:	Huh? Uh, well, I don't know.
context: Hey.\Oh, hi, uh...\Tsukiyama Shu. May I?\Oh, be my guest.\Merci beaucoup.\Um, Mr. Tsukiyama, what brings you to Kamii University?\What if I said... I'm here to see you?\Huh? Uh, well, I don't know. response:	This man is a gourmet, one of the 20th Ward's pests.
context: Oh, hi, uh...\Tsukiyama Shu. May I?\Oh, be my guest.\Merci beaucoup.\Um, Mr. Tsukiyama, what brings you to Kamii University?\What if I said... I'm here to see you?\Huh? Uh, well, I don't know.\This man is a gourmet, one of the 20th Ward's pests. response:	You appear to be quite the bibliophile.
context: Tsukiyama Shu. May I?\Oh, be my guest.\Merci beaucoup.\Um, Mr. Tsukiyama, what brings you to Kamii University?\What if I said... I'm here to see you?\Huh? Uh, well, I don't know.\This man is a gourmet, one of the 20th Ward's pests.\You appear to be quite the bibliophile. response:	I heard so from one of Anteiku's regulars.
context: Oh, be my guest.\Merci beaucoup.\Um, Mr. Tsukiyama, what brings you to Kamii University?\What if I said... I'm here to see you?\Huh? Uh, well, I don't know.\This man is a gourmet, one of the 20th Ward's pests.\You appear to be quite the bibliophile.\I heard so from one of Anteiku's regulars. response:	Oh, not really. I wouldn't go that far.
context: Merci beaucoup.\Um, Mr. Tsukiyama, what brings you to Kamii University?\What if I said... I'm here to see you?\Huh? Uh, well, I don't know.\This man is a gourmet, one of the 20th Ward's pests.\You appear to be quite the bibliophile.\I heard so from one of Anteiku's regulars.\Oh, not really. I wouldn't go that far. response:	Books are nice, aren't they?
context: Um, Mr. Tsukiyama, what brings you to Kamii University?\What if I said... I'm here to see you?\Huh? Uh, well, I don't know.\This man is a gourmet, one of the 20th Ward's pests.\You appear to be quite the bibliophile.\I heard so from one of Anteiku's regulars.\Oh, not really. I wouldn't go that far.\Books are nice, aren't they? response:	With just one sentence, you can get lost in all sorts of dreams.
context: What if I said... I'm here to see you?\Huh? Uh, well, I don't know.\This man is a gourmet, one of the 20th Ward's pests.\You appear to be quite the bibliophile.\I heard so from one of Anteiku's regulars.\Oh, not really. I wouldn't go that far.\Books are nice, aren't they?\With just one sentence, you can get lost in all sorts of dreams. response:	The way I think of it, literature allows the reader's consciousness
context: Huh? Uh, well, I don't know.\This man is a gourmet, one of the 20th Ward's pests.\You appear to be quite the bibliophile.\I heard so from one of Anteiku's regulars.\Oh, not really. I wouldn't go that far.\Books are nice, aren't they?\With just one sentence, you can get lost in all sorts of dreams.\The way I think of it, literature allows the reader's consciousness response:	to more deeply relish the author the closer he comes to him.
context: This man is a gourmet, one of the 20th Ward's pests.\You appear to be quite the bibliophile.\I heard so from one of Anteiku's regulars.\Oh, not really. I wouldn't go that far.\Books are nice, aren't they?\With just one sentence, you can get lost in all sorts of dreams.\The way I think of it, literature allows the reader's consciousness\to more deeply relish the author the closer he comes to him. response:	And so, we freely walk around the world of the story
context: You appear to be quite the bibliophile.\I heard so from one of Anteiku's regulars.\Oh, not really. I wouldn't go that far.\Books are nice, aren't they?\With just one sentence, you can get lost in all sorts of dreams.\The way I think of it, literature allows the reader's consciousness\to more deeply relish the author the closer he comes to him.\And so, we freely walk around the world of the story response:	from the yarn spinner's view.
context: I heard so from one of Anteiku's regulars.\Oh, not really. I wouldn't go that far.\Books are nice, aren't they?\With just one sentence, you can get lost in all sorts of dreams.\The way I think of it, literature allows the reader's consciousness\to more deeply relish the author the closer he comes to him.\And so, we freely walk around the world of the story\from the yarn spinner's view. response:	It's only when you immerse yourself in the world of a book
context: Oh, not really. I wouldn't go that far.\Books are nice, aren't they?\With just one sentence, you can get lost in all sorts of dreams.\The way I think of it, literature allows the reader's consciousness\to more deeply relish the author the closer he comes to him.\And so, we freely walk around the world of the story\from the yarn spinner's view.\It's only when you immerse yourself in the world of a book response:	that you are able to forget just who you are.
context: Books are nice, aren't they?\With just one sentence, you can get lost in all sorts of dreams.\The way I think of it, literature allows the reader's consciousness\to more deeply relish the author the closer he comes to him.\And so, we freely walk around the world of the story\from the yarn spinner's view.\It's only when you immerse yourself in the world of a book\that you are able to forget just who you are. response:	You like books, don't you?
context: With just one sentence, you can get lost in all sorts of dreams.\The way I think of it, literature allows the reader's consciousness\to more deeply relish the author the closer he comes to him.\And so, we freely walk around the world of the story\from the yarn spinner's view.\It's only when you immerse yourself in the world of a book\that you are able to forget just who you are.\You like books, don't you? response:	It has been many a story that has seen me through
context: The way I think of it, literature allows the reader's consciousness\to more deeply relish the author the closer he comes to him.\And so, we freely walk around the world of the story\from the yarn spinner's view.\It's only when you immerse yourself in the world of a book\that you are able to forget just who you are.\You like books, don't you?\It has been many a story that has seen me through response:	some bitter and painful times.
context: to more deeply relish the author the closer he comes to him.\And so, we freely walk around the world of the story\from the yarn spinner's view.\It's only when you immerse yourself in the world of a book\that you are able to forget just who you are.\You like books, don't you?\It has been many a story that has seen me through\some bitter and painful times. response:	He's a lot... like me...
context: And so, we freely walk around the world of the story\from the yarn spinner's view.\It's only when you immerse yourself in the world of a book\that you are able to forget just who you are.\You like books, don't you?\It has been many a story that has seen me through\some bitter and painful times.\He's a lot... like me... response:	What a surprise.
context: from the yarn spinner's view.\It's only when you immerse yourself in the world of a book\that you are able to forget just who you are.\You like books, don't you?\It has been many a story that has seen me through\some bitter and painful times.\He's a lot... like me...\What a surprise. response:	What a surprise.
context: It's only when you immerse yourself in the world of a book\that you are able to forget just who you are.\You like books, don't you?\It has been many a story that has seen me through\some bitter and painful times.\He's a lot... like me...\What a surprise.\What a surprise. response:	You read Takatsuki, too?
context: that you are able to forget just who you are.\You like books, don't you?\It has been many a story that has seen me through\some bitter and painful times.\He's a lot... like me...\What a surprise.\What a surprise.\You read Takatsuki, too? response:	Oh, yes.
context: You like books, don't you?\It has been many a story that has seen me through\some bitter and painful times.\He's a lot... like me...\What a surprise.\What a surprise.\You read Takatsuki, too?\Oh, yes. response:	His style may be delicate, but it also has eloquence,
context: It has been many a story that has seen me through\some bitter and painful times.\He's a lot... like me...\What a surprise.\What a surprise.\You read Takatsuki, too?\Oh, yes.\His style may be delicate, but it also has eloquence, response:	and I'm terribly drawn to the elusive way in which he writes.
context: some bitter and painful times.\He's a lot... like me...\What a surprise.\What a surprise.\You read Takatsuki, too?\Oh, yes.\His style may be delicate, but it also has eloquence,\and I'm terribly drawn to the elusive way in which he writes. response:	I like his style of writing, too.
context: He's a lot... like me...\What a surprise.\What a surprise.\You read Takatsuki, too?\Oh, yes.\His style may be delicate, but it also has eloquence,\and I'm terribly drawn to the elusive way in which he writes.\I like his style of writing, too. response:	You don't say. Takatsuki, huh?
context: What a surprise.\What a surprise.\You read Takatsuki, too?\Oh, yes.\His style may be delicate, but it also has eloquence,\and I'm terribly drawn to the elusive way in which he writes.\I like his style of writing, too.\You don't say. Takatsuki, huh? response:	Listen, Kaneki,
context: What a surprise.\You read Takatsuki, too?\Oh, yes.\His style may be delicate, but it also has eloquence,\and I'm terribly drawn to the elusive way in which he writes.\I like his style of writing, too.\You don't say. Takatsuki, huh?\Listen, Kaneki, response:	there's this cafe that's run by an owner who loves books.
context: You read Takatsuki, too?\Oh, yes.\His style may be delicate, but it also has eloquence,\and I'm terribly drawn to the elusive way in which he writes.\I like his style of writing, too.\You don't say. Takatsuki, huh?\Listen, Kaneki,\there's this cafe that's run by an owner who loves books. response:	If you like, how about going there with me sometime?
context: Oh, yes.\His style may be delicate, but it also has eloquence,\and I'm terribly drawn to the elusive way in which he writes.\I like his style of writing, too.\You don't say. Takatsuki, huh?\Listen, Kaneki,\there's this cafe that's run by an owner who loves books.\If you like, how about going there with me sometime? response:	Rumor has it that Takatsuki Sen sometimes goes there, too.
context: His style may be delicate, but it also has eloquence,\and I'm terribly drawn to the elusive way in which he writes.\I like his style of writing, too.\You don't say. Takatsuki, huh?\Listen, Kaneki,\there's this cafe that's run by an owner who loves books.\If you like, how about going there with me sometime?\Rumor has it that Takatsuki Sen sometimes goes there, too. response:	Huh? Mr. Takatsuki?
context: and I'm terribly drawn to the elusive way in which he writes.\I like his style of writing, too.\You don't say. Takatsuki, huh?\Listen, Kaneki,\there's this cafe that's run by an owner who loves books.\If you like, how about going there with me sometime?\Rumor has it that Takatsuki Sen sometimes goes there, too.\Huh? Mr. Takatsuki? response:	Oh, uh, on second thought...
context: I like his style of writing, too.\You don't say. Takatsuki, huh?\Listen, Kaneki,\there's this cafe that's run by an owner who loves books.\If you like, how about going there with me sometime?\Rumor has it that Takatsuki Sen sometimes goes there, too.\Huh? Mr. Takatsuki?\Oh, uh, on second thought... response:	Miss Kirishima must have said something to you.
context: You don't say. Takatsuki, huh?\Listen, Kaneki,\there's this cafe that's run by an owner who loves books.\If you like, how about going there with me sometime?\Rumor has it that Takatsuki Sen sometimes goes there, too.\Huh? Mr. Takatsuki?\Oh, uh, on second thought...\Miss Kirishima must have said something to you. response:	No, it's just...
context: Listen, Kaneki,\there's this cafe that's run by an owner who loves books.\If you like, how about going there with me sometime?\Rumor has it that Takatsuki Sen sometimes goes there, too.\Huh? Mr. Takatsuki?\Oh, uh, on second thought...\Miss Kirishima must have said something to you.\No, it's just... response:	No, it's okay. I've always been easily misunderstood.
context: there's this cafe that's run by an owner who loves books.\If you like, how about going there with me sometime?\Rumor has it that Takatsuki Sen sometimes goes there, too.\Huh? Mr. Takatsuki?\Oh, uh, on second thought...\Miss Kirishima must have said something to you.\No, it's just...\No, it's okay. I've always been easily misunderstood. response:	I haven't had anyone to talk to since Miss Kamishiro died, either.
context: If you like, how about going there with me sometime?\Rumor has it that Takatsuki Sen sometimes goes there, too.\Huh? Mr. Takatsuki?\Oh, uh, on second thought...\Miss Kirishima must have said something to you.\No, it's just...\No, it's okay. I've always been easily misunderstood.\I haven't had anyone to talk to since Miss Kamishiro died, either. response:	Kamishiro? Miss Kamishiro Rize?
context: Rumor has it that Takatsuki Sen sometimes goes there, too.\Huh? Mr. Takatsuki?\Oh, uh, on second thought...\Miss Kirishima must have said something to you.\No, it's just...\No, it's okay. I've always been easily misunderstood.\I haven't had anyone to talk to since Miss Kamishiro died, either.\Kamishiro? Miss Kamishiro Rize? response:	I sensed the same kind of vibe from you that she had.
context: Huh? Mr. Takatsuki?\Oh, uh, on second thought...\Miss Kirishima must have said something to you.\No, it's just...\No, it's okay. I've always been easily misunderstood.\I haven't had anyone to talk to since Miss Kamishiro died, either.\Kamishiro? Miss Kamishiro Rize?\I sensed the same kind of vibe from you that she had. response:	There aren't that many ghouls who are also into books.
context: Oh, uh, on second thought...\Miss Kirishima must have said something to you.\No, it's just...\No, it's okay. I've always been easily misunderstood.\I haven't had anyone to talk to since Miss Kamishiro died, either.\Kamishiro? Miss Kamishiro Rize?\I sensed the same kind of vibe from you that she had.\There aren't that many ghouls who are also into books. response:	I just wanted a friend who I could chat with
context: Miss Kirishima must have said something to you.\No, it's just...\No, it's okay. I've always been easily misunderstood.\I haven't had anyone to talk to since Miss Kamishiro died, either.\Kamishiro? Miss Kamishiro Rize?\I sensed the same kind of vibe from you that she had.\There aren't that many ghouls who are also into books.\I just wanted a friend who I could chat with response:	about the things I like, in a nice, quiet place.
context: No, it's just...\No, it's okay. I've always been easily misunderstood.\I haven't had anyone to talk to since Miss Kamishiro died, either.\Kamishiro? Miss Kamishiro Rize?\I sensed the same kind of vibe from you that she had.\There aren't that many ghouls who are also into books.\I just wanted a friend who I could chat with\about the things I like, in a nice, quiet place. response:	L-Listen...
context: No, it's okay. I've always been easily misunderstood.\I haven't had anyone to talk to since Miss Kamishiro died, either.\Kamishiro? Miss Kamishiro Rize?\I sensed the same kind of vibe from you that she had.\There aren't that many ghouls who are also into books.\I just wanted a friend who I could chat with\about the things I like, in a nice, quiet place.\L-Listen... response:	i-if you'll settle for me...
context: I haven't had anyone to talk to since Miss Kamishiro died, either.\Kamishiro? Miss Kamishiro Rize?\I sensed the same kind of vibe from you that she had.\There aren't that many ghouls who are also into books.\I just wanted a friend who I could chat with\about the things I like, in a nice, quiet place.\L-Listen...\i-if you'll settle for me... response:	All right, this Sunday at three o'clock.
context: Kamishiro? Miss Kamishiro Rize?\I sensed the same kind of vibe from you that she had.\There aren't that many ghouls who are also into books.\I just wanted a friend who I could chat with\about the things I like, in a nice, quiet place.\L-Listen...\i-if you'll settle for me...\All right, this Sunday at three o'clock. response:	He didn't seem like all that bad a person.
context: I sensed the same kind of vibe from you that she had.\There aren't that many ghouls who are also into books.\I just wanted a friend who I could chat with\about the things I like, in a nice, quiet place.\L-Listen...\i-if you'll settle for me...\All right, this Sunday at three o'clock.\He didn't seem like all that bad a person. response:	Kaneki, you can go home now.
context: There aren't that many ghouls who are also into books.\I just wanted a friend who I could chat with\about the things I like, in a nice, quiet place.\L-Listen...\i-if you'll settle for me...\All right, this Sunday at three o'clock.\He didn't seem like all that bad a person.\Kaneki, you can go home now. response:	Oh, okay.
