context: Mashima-kun is still down by 5 cards! response:	He can't catch up!
context: Living Ghost\I don't need you, Dr. Harada.\When in trouble...\As the years pass...\Go lower right!\Yes!\Thank you very much.\Thank you very much. response:	Two wins for Fujisaki!
context: I don't need you, Dr. Harada.\When in trouble...\As the years pass...\Go lower right!\Yes!\Thank you very much.\Thank you very much.\Two wins for Fujisaki! response:	Good!
context: When in trouble...\As the years pass...\Go lower right!\Yes!\Thank you very much.\Thank you very much.\Two wins for Fujisaki!\Good! response:	One more win!
context: As the years pass...\Go lower right!\Yes!\Thank you very much.\Thank you very much.\Two wins for Fujisaki!\Good!\One more win! response:	One more win for the championship!
context: Go lower right!\Yes!\Thank you very much.\Thank you very much.\Two wins for Fujisaki!\Good!\One more win!\One more win for the championship! response:	Yeah!
context: Yes!\Thank you very much.\Thank you very much.\Two wins for Fujisaki!\Good!\One more win!\One more win for the championship!\Yeah! response:	Mizusawa's down 0 to 2.
context: Thank you very much.\Thank you very much.\Two wins for Fujisaki!\Good!\One more win!\One more win for the championship!\Yeah!\Mizusawa's down 0 to 2. response:	They're strong.
context: Thank you very much.\Two wins for Fujisaki!\Good!\One more win!\One more win for the championship!\Yeah!\Mizusawa's down 0 to 2.\They're strong. response:	That makes it a five-peat for Fujisaki.
context: Two wins for Fujisaki!\Good!\One more win!\One more win for the championship!\Yeah!\Mizusawa's down 0 to 2.\They're strong.\That makes it a five-peat for Fujisaki. response:	I'm sending a card.
context: Good!\One more win!\One more win for the championship!\Yeah!\Mizusawa's down 0 to 2.\They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card. response:	the cresting waves almost look like clouds in the skies
context: One more win!\One more win for the championship!\Yeah!\Mizusawa's down 0 to 2.\They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies response:	A multi-syllable card?
context: One more win for the championship!\Yeah!\Mizusawa's down 0 to 2.\They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card? response:	My only thought as I was already read,
context: Yeah!\Mizusawa's down 0 to 2.\They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read, response:	so this is now a two-syllable card.
context: Mizusawa's down 0 to 2.\They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card. response:	You won't be able to surprise me.
context: They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me. response:	I'm sticking to my usual playing style.
context: That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me.\I'm sticking to my usual playing style. response:	This is painful.
context: I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me.\I'm sticking to my usual playing style.\This is painful. response:	It would be most gratifying if Mizusawa was able
context: the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me.\I'm sticking to my usual playing style.\This is painful.\It would be most gratifying if Mizusawa was able response:	to secure a single win from the dominating Fujisaki.
context: A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me.\I'm sticking to my usual playing style.\This is painful.\It would be most gratifying if Mizusawa was able\to secure a single win from the dominating Fujisaki. response:	Three wins.
context: My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me.\I'm sticking to my usual playing style.\This is painful.\It would be most gratifying if Mizusawa was able\to secure a single win from the dominating Fujisaki.\Three wins. response:	We're getting three wins, guys.
context: so this is now a two-syllable card.\You won't be able to surprise me.\I'm sticking to my usual playing style.\This is painful.\It would be most gratifying if Mizusawa was able\to secure a single win from the dominating Fujisaki.\Three wins.\We're getting three wins, guys. response:	Chihaya Furu
context: You won't be able to surprise me.\I'm sticking to my usual playing style.\This is painful.\It would be most gratifying if Mizusawa was able\to secure a single win from the dominating Fujisaki.\Three wins.\We're getting three wins, guys.\Chihaya Furu response:	Episode 19
context: I'm sticking to my usual playing style.\This is painful.\It would be most gratifying if Mizusawa was able\to secure a single win from the dominating Fujisaki.\Three wins.\We're getting three wins, guys.\Chihaya Furu\Episode 19 response:	I do not know where this love will take me
context: This is painful.\It would be most gratifying if Mizusawa was able\to secure a single win from the dominating Fujisaki.\Three wins.\We're getting three wins, guys.\Chihaya Furu\Episode 19\I do not know where this love will take me response:	We're getting three wins.
context: It would be most gratifying if Mizusawa was able\to secure a single win from the dominating Fujisaki.\Three wins.\We're getting three wins, guys.\Chihaya Furu\Episode 19\I do not know where this love will take me\We're getting three wins. response:	Don't bother bluffing.
context: to secure a single win from the dominating Fujisaki.\Three wins.\We're getting three wins, guys.\Chihaya Furu\Episode 19\I do not know where this love will take me\We're getting three wins.\Don't bother bluffing. response:	It's possible you won't even get a single win.
context: Three wins.\We're getting three wins, guys.\Chihaya Furu\Episode 19\I do not know where this love will take me\We're getting three wins.\Don't bother bluffing.\It's possible you won't even get a single win. response:	Mashima...
context: We're getting three wins, guys.\Chihaya Furu\Episode 19\I do not know where this love will take me\We're getting three wins.\Don't bother bluffing.\It's possible you won't even get a single win.\Mashima... response:	Mashima went there.
context: Chihaya Furu\Episode 19\I do not know where this love will take me\We're getting three wins.\Don't bother bluffing.\It's possible you won't even get a single win.\Mashima...\Mashima went there. response:	Three wins, when we're cornered like this...
context: Episode 19\I do not know where this love will take me\We're getting three wins.\Don't bother bluffing.\It's possible you won't even get a single win.\Mashima...\Mashima went there.\Three wins, when we're cornered like this... response:	He's always let his actions speak for him.
context: I do not know where this love will take me\We're getting three wins.\Don't bother bluffing.\It's possible you won't even get a single win.\Mashima...\Mashima went there.\Three wins, when we're cornered like this...\He's always let his actions speak for him. response:	He's careful and has a lot of pride.
context: We're getting three wins.\Don't bother bluffing.\It's possible you won't even get a single win.\Mashima...\Mashima went there.\Three wins, when we're cornered like this...\He's always let his actions speak for him.\He's careful and has a lot of pride. response:	He's always thinking about what happens when he loses.
context: Don't bother bluffing.\It's possible you won't even get a single win.\Mashima...\Mashima went there.\Three wins, when we're cornered like this...\He's always let his actions speak for him.\He's careful and has a lot of pride.\He's always thinking about what happens when he loses. response:	Even when he volunteered to play their captain...
context: It's possible you won't even get a single win.\Mashima...\Mashima went there.\Three wins, when we're cornered like this...\He's always let his actions speak for him.\He's careful and has a lot of pride.\He's always thinking about what happens when he loses.\Even when he volunteered to play their captain... response:	I'll play their captain.
context: Mashima...\Mashima went there.\Three wins, when we're cornered like this...\He's always let his actions speak for him.\He's careful and has a lot of pride.\He's always thinking about what happens when he loses.\Even when he volunteered to play their captain...\I'll play their captain. response:	Mashima...
context: Mashima went there.\Three wins, when we're cornered like this...\He's always let his actions speak for him.\He's careful and has a lot of pride.\He's always thinking about what happens when he loses.\Even when he volunteered to play their captain...\I'll play their captain.\Mashima... response:	is trying to change!
context: Three wins, when we're cornered like this...\He's always let his actions speak for him.\He's careful and has a lot of pride.\He's always thinking about what happens when he loses.\Even when he volunteered to play their captain...\I'll play their captain.\Mashima...\is trying to change! response:	Excuse me.
context: He's always let his actions speak for him.\He's careful and has a lot of pride.\He's always thinking about what happens when he loses.\Even when he volunteered to play their captain...\I'll play their captain.\Mashima...\is trying to change!\Excuse me. response:	Again?
context: He's careful and has a lot of pride.\He's always thinking about what happens when he loses.\Even when he volunteered to play their captain...\I'll play their captain.\Mashima...\is trying to change!\Excuse me.\Again? response:	He keeps wasting time.
context: He's always thinking about what happens when he loses.\Even when he volunteered to play their captain...\I'll play their captain.\Mashima...\is trying to change!\Excuse me.\Again?\He keeps wasting time. response:	I have six cards.
context: Even when he volunteered to play their captain...\I'll play their captain.\Mashima...\is trying to change!\Excuse me.\Again?\He keeps wasting time.\I have six cards. response:	My opponent has two.
context: I'll play their captain.\Mashima...\is trying to change!\Excuse me.\Again?\He keeps wasting time.\I have six cards.\My opponent has two. response:	There are plenty of dead cards left.
context: Mashima...\is trying to change!\Excuse me.\Again?\He keeps wasting time.\I have six cards.\My opponent has two.\There are plenty of dead cards left. response:	After many, The emotions, The hazed early dawn mist,
context: is trying to change!\Excuse me.\Again?\He keeps wasting time.\I have six cards.\My opponent has two.\There are plenty of dead cards left.\After many, The emotions, The hazed early dawn mist, response:	The sight, May it, My life, When I, Nothing, Silent,
context: Excuse me.\Again?\He keeps wasting time.\I have six cards.\My opponent has two.\There are plenty of dead cards left.\After many, The emotions, The hazed early dawn mist,\The sight, May it, My life, When I, Nothing, Silent, response:	Gust, I feel, As my, Since I, For you I head.
context: Again?\He keeps wasting time.\I have six cards.\My opponent has two.\There are plenty of dead cards left.\After many, The emotions, The hazed early dawn mist,\The sight, May it, My life, When I, Nothing, Silent,\Gust, I feel, As my, Since I, For you I head. response:	My opponent won't make any memorization errors.
context: He keeps wasting time.\I have six cards.\My opponent has two.\There are plenty of dead cards left.\After many, The emotions, The hazed early dawn mist,\The sight, May it, My life, When I, Nothing, Silent,\Gust, I feel, As my, Since I, For you I head.\My opponent won't make any memorization errors. response:	He's aware of the changing unique syllables.
context: I have six cards.\My opponent has two.\There are plenty of dead cards left.\After many, The emotions, The hazed early dawn mist,\The sight, May it, My life, When I, Nothing, Silent,\Gust, I feel, As my, Since I, For you I head.\My opponent won't make any memorization errors.\He's aware of the changing unique syllables. response:	Excuse me.
context: My opponent has two.\There are plenty of dead cards left.\After many, The emotions, The hazed early dawn mist,\The sight, May it, My life, When I, Nothing, Silent,\Gust, I feel, As my, Since I, For you I head.\My opponent won't make any memorization errors.\He's aware of the changing unique syllables.\Excuse me. response:	I don't need you.
context: There are plenty of dead cards left.\After many, The emotions, The hazed early dawn mist,\The sight, May it, My life, When I, Nothing, Silent,\Gust, I feel, As my, Since I, For you I head.\My opponent won't make any memorization errors.\He's aware of the changing unique syllables.\Excuse me.\I don't need you. response:	What?
context: After many, The emotions, The hazed early dawn mist,\The sight, May it, My life, When I, Nothing, Silent,\Gust, I feel, As my, Since I, For you I head.\My opponent won't make any memorization errors.\He's aware of the changing unique syllables.\Excuse me.\I don't need you.\What? response:	You're the only coach I've ever had.
context: The sight, May it, My life, When I, Nothing, Silent,\Gust, I feel, As my, Since I, For you I head.\My opponent won't make any memorization errors.\He's aware of the changing unique syllables.\Excuse me.\I don't need you.\What?\You're the only coach I've ever had. response:	When in trouble,
context: Gust, I feel, As my, Since I, For you I head.\My opponent won't make any memorization errors.\He's aware of the changing unique syllables.\Excuse me.\I don't need you.\What?\You're the only coach I've ever had.\When in trouble, response:	go lower right!
context: My opponent won't make any memorization errors.\He's aware of the changing unique syllables.\Excuse me.\I don't need you.\What?\You're the only coach I've ever had.\When in trouble,\go lower right! response:	the cresting waves almost look like clouds in the skies
context: He's aware of the changing unique syllables.\Excuse me.\I don't need you.\What?\You're the only coach I've ever had.\When in trouble,\go lower right!\the cresting waves almost look like clouds in the skies response:	Come on!
context: Excuse me.\I don't need you.\What?\You're the only coach I've ever had.\When in trouble,\go lower right!\the cresting waves almost look like clouds in the skies\Come on! response:	Come on! Come on! Come on! Come on!
context: I don't need you.\What?\You're the only coach I've ever had.\When in trouble,\go lower right!\the cresting waves almost look like clouds in the skies\Come on!\Come on! Come on! Come on! Come on! response:	Read it! Read it! Read it! Read it!
context: What?\You're the only coach I've ever had.\When in trouble,\go lower right!\the cresting waves almost look like clouds in the skies\Come on!\Come on! Come on! Come on! Come on!\Read it! Read it! Read it! Read it! response:	Give it! Give it! Give it! Give it! Give it!
context: You're the only coach I've ever had.\When in trouble,\go lower right!\the cresting waves almost look like clouds in the skies\Come on!\Come on! Come on! Come on! Come on!\Read it! Read it! Read it! Read it!\Give it! Give it! Give it! Give it! Give it! response:	Come on! Come on! Come on! Come on!
context: When in trouble,\go lower right!\the cresting waves almost look like clouds in the skies\Come on!\Come on! Come on! Come on! Come on!\Read it! Read it! Read it! Read it!\Give it! Give it! Give it! Give it! Give it!\Come on! Come on! Come on! Come on! response:	My only thought as the boat takes me out to sea is that
context: go lower right!\the cresting waves almost look like clouds in the skies\Come on!\Come on! Come on! Come on! Come on!\Read it! Read it! Read it! Read it!\Give it! Give it! Give it! Give it! Give it!\Come on! Come on! Come on! Come on!\My only thought as the boat takes me out to sea is that response:	It was read...
context: the cresting waves almost look like clouds in the skies\Come on!\Come on! Come on! Come on! Come on!\Read it! Read it! Read it! Read it!\Give it! Give it! Give it! Give it! Give it!\Come on! Come on! Come on! Come on!\My only thought as the boat takes me out to sea is that\It was read... response:	It was read.
context: Come on!\Come on! Come on! Come on! Come on!\Read it! Read it! Read it! Read it!\Give it! Give it! Give it! Give it! Give it!\Come on! Come on! Come on! Come on!\My only thought as the boat takes me out to sea is that\It was read...\It was read. response:	It was read!
context: Come on! Come on! Come on! Come on!\Read it! Read it! Read it! Read it!\Give it! Give it! Give it! Give it! Give it!\Come on! Come on! Come on! Come on!\My only thought as the boat takes me out to sea is that\It was read...\It was read.\It was read! response:	Mashima sent the multi-syllable card to give himself a chance.
context: Read it! Read it! Read it! Read it!\Give it! Give it! Give it! Give it! Give it!\Come on! Come on! Come on! Come on!\My only thought as the boat takes me out to sea is that\It was read...\It was read.\It was read!\Mashima sent the multi-syllable card to give himself a chance. response:	The Fujisaki captain is very good at covering,
context: Give it! Give it! Give it! Give it! Give it!\Come on! Come on! Come on! Come on!\My only thought as the boat takes me out to sea is that\It was read...\It was read.\It was read!\Mashima sent the multi-syllable card to give himself a chance.\The Fujisaki captain is very good at covering, response:	so he has a habit of covering multi-syllable cards.
context: Come on! Come on! Come on! Come on!\My only thought as the boat takes me out to sea is that\It was read...\It was read.\It was read!\Mashima sent the multi-syllable card to give himself a chance.\The Fujisaki captain is very good at covering,\so he has a habit of covering multi-syllable cards. response:	Even when it's not necessary?
context: My only thought as the boat takes me out to sea is that\It was read...\It was read.\It was read!\Mashima sent the multi-syllable card to give himself a chance.\The Fujisaki captain is very good at covering,\so he has a habit of covering multi-syllable cards.\Even when it's not necessary? response:	He's open to attack then.
context: It was read...\It was read.\It was read!\Mashima sent the multi-syllable card to give himself a chance.\The Fujisaki captain is very good at covering,\so he has a habit of covering multi-syllable cards.\Even when it's not necessary?\He's open to attack then. response:	He's using my data!
context: It was read.\It was read!\Mashima sent the multi-syllable card to give himself a chance.\The Fujisaki captain is very good at covering,\so he has a habit of covering multi-syllable cards.\Even when it's not necessary?\He's open to attack then.\He's using my data! response:	He's only down three now!
context: It was read!\Mashima sent the multi-syllable card to give himself a chance.\The Fujisaki captain is very good at covering,\so he has a habit of covering multi-syllable cards.\Even when it's not necessary?\He's open to attack then.\He's using my data!\He's only down three now! response:	Huh? What?
context: Mashima sent the multi-syllable card to give himself a chance.\The Fujisaki captain is very good at covering,\so he has a habit of covering multi-syllable cards.\Even when it's not necessary?\He's open to attack then.\He's using my data!\He's only down three now!\Huh? What? response:	He was on a roll...
context: The Fujisaki captain is very good at covering,\so he has a habit of covering multi-syllable cards.\Even when it's not necessary?\He's open to attack then.\He's using my data!\He's only down three now!\Huh? What?\He was on a roll... response:	It is hard to decide what card to send towards the end,
context: so he has a habit of covering multi-syllable cards.\Even when it's not necessary?\He's open to attack then.\He's using my data!\He's only down three now!\Huh? What?\He was on a roll...\It is hard to decide what card to send towards the end, response:	but this isn't the time to stress over it.
context: Even when it's not necessary?\He's open to attack then.\He's using my data!\He's only down three now!\Huh? What?\He was on a roll...\It is hard to decide what card to send towards the end,\but this isn't the time to stress over it. response:	I'm sending a card.
context: He's open to attack then.\He's using my data!\He's only down three now!\Huh? What?\He was on a roll...\It is hard to decide what card to send towards the end,\but this isn't the time to stress over it.\I'm sending a card. response:	which shines over Mount Mikasa
context: He's using my data!\He's only down three now!\Huh? What?\He was on a roll...\It is hard to decide what card to send towards the end,\but this isn't the time to stress over it.\I'm sending a card.\which shines over Mount Mikasa response:	the cresting waves almost look like clouds in the skies
context: He's only down three now!\Huh? What?\He was on a roll...\It is hard to decide what card to send towards the end,\but this isn't the time to stress over it.\I'm sending a card.\which shines over Mount Mikasa\the cresting waves almost look like clouds in the skies response:	The storm blasts autumn...
context: Huh? What?\He was on a roll...\It is hard to decide what card to send towards the end,\but this isn't the time to stress over it.\I'm sending a card.\which shines over Mount Mikasa\the cresting waves almost look like clouds in the skies\The storm blasts autumn... response:	to set the Tatsuta River ablaze
context: He was on a roll...\It is hard to decide what card to send towards the end,\but this isn't the time to stress over it.\I'm sending a card.\which shines over Mount Mikasa\the cresting waves almost look like clouds in the skies\The storm blasts autumn...\to set the Tatsuta River ablaze response:	which shines over Mount Mikasa
context: It is hard to decide what card to send towards the end,\but this isn't the time to stress over it.\I'm sending a card.\which shines over Mount Mikasa\the cresting waves almost look like clouds in the skies\The storm blasts autumn...\to set the Tatsuta River ablaze\which shines over Mount Mikasa response:	Eromu went for the The sky may on his own side?!
context: but this isn't the time to stress over it.\I'm sending a card.\which shines over Mount Mikasa\the cresting waves almost look like clouds in the skies\The storm blasts autumn...\to set the Tatsuta River ablaze\which shines over Mount Mikasa\Eromu went for the The sky may on his own side?! response:	A fault!
context: I'm sending a card.\which shines over Mount Mikasa\the cresting waves almost look like clouds in the skies\The storm blasts autumn...\to set the Tatsuta River ablaze\which shines over Mount Mikasa\Eromu went for the The sky may on his own side?!\A fault! response:	Even better!
context: which shines over Mount Mikasa\the cresting waves almost look like clouds in the skies\The storm blasts autumn...\to set the Tatsuta River ablaze\which shines over Mount Mikasa\Eromu went for the The sky may on his own side?!\A fault!\Even better! response:	Double fault!
context: the cresting waves almost look like clouds in the skies\The storm blasts autumn...\to set the Tatsuta River ablaze\which shines over Mount Mikasa\Eromu went for the The sky may on his own side?!\A fault!\Even better!\Double fault! response:	Eromu-senpai committed a double fault?
context: The storm blasts autumn...\to set the Tatsuta River ablaze\which shines over Mount Mikasa\Eromu went for the The sky may on his own side?!\A fault!\Even better!\Double fault!\Eromu-senpai committed a double fault? response:	First time I've seen that happen.
context: to set the Tatsuta River ablaze\which shines over Mount Mikasa\Eromu went for the The sky may on his own side?!\A fault!\Even better!\Double fault!\Eromu-senpai committed a double fault?\First time I've seen that happen. response:	He rarely commits faults, let alone a double...
context: which shines over Mount Mikasa\Eromu went for the The sky may on his own side?!\A fault!\Even better!\Double fault!\Eromu-senpai committed a double fault?\First time I've seen that happen.\He rarely commits faults, let alone a double... response:	I needed to refresh my memory.
context: Eromu went for the The sky may on his own side?!\A fault!\Even better!\Double fault!\Eromu-senpai committed a double fault?\First time I've seen that happen.\He rarely commits faults, let alone a double...\I needed to refresh my memory. response:	Wait...
context: A fault!\Even better!\Double fault!\Eromu-senpai committed a double fault?\First time I've seen that happen.\He rarely commits faults, let alone a double...\I needed to refresh my memory.\Wait... response:	He knew exactly which card he was going to send.
context: Even better!\Double fault!\Eromu-senpai committed a double fault?\First time I've seen that happen.\He rarely commits faults, let alone a double...\I needed to refresh my memory.\Wait...\He knew exactly which card he was going to send. response:	He pretended to take a long time,
context: Double fault!\Eromu-senpai committed a double fault?\First time I've seen that happen.\He rarely commits faults, let alone a double...\I needed to refresh my memory.\Wait...\He knew exactly which card he was going to send.\He pretended to take a long time, response:	so he could reinforce what the field would look like in his mind.
context: Eromu-senpai committed a double fault?\First time I've seen that happen.\He rarely commits faults, let alone a double...\I needed to refresh my memory.\Wait...\He knew exactly which card he was going to send.\He pretended to take a long time,\so he could reinforce what the field would look like in his mind. response:	This is the first fault he's made.
context: First time I've seen that happen.\He rarely commits faults, let alone a double...\I needed to refresh my memory.\Wait...\He knew exactly which card he was going to send.\He pretended to take a long time,\so he could reinforce what the field would look like in his mind.\This is the first fault he's made. response:	I know you have to be tired.
context: He rarely commits faults, let alone a double...\I needed to refresh my memory.\Wait...\He knew exactly which card he was going to send.\He pretended to take a long time,\so he could reinforce what the field would look like in his mind.\This is the first fault he's made.\I know you have to be tired. response:	Five matches lasting over nine hours.
context: I needed to refresh my memory.\Wait...\He knew exactly which card he was going to send.\He pretended to take a long time,\so he could reinforce what the field would look like in his mind.\This is the first fault he's made.\I know you have to be tired.\Five matches lasting over nine hours. response:	And also, the Tokyo regional champions,
context: Wait...\He knew exactly which card he was going to send.\He pretended to take a long time,\so he could reinforce what the field would look like in his mind.\This is the first fault he's made.\I know you have to be tired.\Five matches lasting over nine hours.\And also, the Tokyo regional champions, response:	Hokuo,
context: He knew exactly which card he was going to send.\He pretended to take a long time,\so he could reinforce what the field would look like in his mind.\This is the first fault he's made.\I know you have to be tired.\Five matches lasting over nine hours.\And also, the Tokyo regional champions,\Hokuo, response:	would have made you work for your win.
context: He pretended to take a long time,\so he could reinforce what the field would look like in his mind.\This is the first fault he's made.\I know you have to be tired.\Five matches lasting over nine hours.\And also, the Tokyo regional champions,\Hokuo,\would have made you work for your win. response:	I guarantee it!
context: so he could reinforce what the field would look like in his mind.\This is the first fault he's made.\I know you have to be tired.\Five matches lasting over nine hours.\And also, the Tokyo regional champions,\Hokuo,\would have made you work for your win.\I guarantee it! response:	With that double fault,
context: This is the first fault he's made.\I know you have to be tired.\Five matches lasting over nine hours.\And also, the Tokyo regional champions,\Hokuo,\would have made you work for your win.\I guarantee it!\With that double fault, response:	the Prez removes one card from his side and sends another...
context: I know you have to be tired.\Five matches lasting over nine hours.\And also, the Tokyo regional champions,\Hokuo,\would have made you work for your win.\I guarantee it!\With that double fault,\the Prez removes one card from his side and sends another... response:	the plum blossoms still smell the same
context: Five matches lasting over nine hours.\And also, the Tokyo regional champions,\Hokuo,\would have made you work for your win.\I guarantee it!\With that double fault,\the Prez removes one card from his side and sends another...\the plum blossoms still smell the same response:	It's 3 to 3.
context: And also, the Tokyo regional champions,\Hokuo,\would have made you work for your win.\I guarantee it!\With that double fault,\the Prez removes one card from his side and sends another...\the plum blossoms still smell the same\It's 3 to 3. response:	He's caught up!
context: Hokuo,\would have made you work for your win.\I guarantee it!\With that double fault,\the Prez removes one card from his side and sends another...\the plum blossoms still smell the same\It's 3 to 3.\He's caught up! response:	I'm sending In order for.
context: would have made you work for your win.\I guarantee it!\With that double fault,\the Prez removes one card from his side and sends another...\the plum blossoms still smell the same\It's 3 to 3.\He's caught up!\I'm sending In order for. response:	Amusing.
context: I guarantee it!\With that double fault,\the Prez removes one card from his side and sends another...\the plum blossoms still smell the same\It's 3 to 3.\He's caught up!\I'm sending In order for.\Amusing. response:	The battle in the middle is getting fierce.
context: With that double fault,\the Prez removes one card from his side and sends another...\the plum blossoms still smell the same\It's 3 to 3.\He's caught up!\I'm sending In order for.\Amusing.\The battle in the middle is getting fierce. response:	It's 5 to 1...
context: the Prez removes one card from his side and sends another...\the plum blossoms still smell the same\It's 3 to 3.\He's caught up!\I'm sending In order for.\Amusing.\The battle in the middle is getting fierce.\It's 5 to 1... response:	The Mizusawa player only has one card left.
context: the plum blossoms still smell the same\It's 3 to 3.\He's caught up!\I'm sending In order for.\Amusing.\The battle in the middle is getting fierce.\It's 5 to 1...\The Mizusawa player only has one card left. response:	When did that happen?
context: It's 3 to 3.\He's caught up!\I'm sending In order for.\Amusing.\The battle in the middle is getting fierce.\It's 5 to 1...\The Mizusawa player only has one card left.\When did that happen? response:	Yamashiro-san panicked and committed a fault.
context: He's caught up!\I'm sending In order for.\Amusing.\The battle in the middle is getting fierce.\It's 5 to 1...\The Mizusawa player only has one card left.\When did that happen?\Yamashiro-san panicked and committed a fault. response:	Neither of them are using any sort of strategy.
context: I'm sending In order for.\Amusing.\The battle in the middle is getting fierce.\It's 5 to 1...\The Mizusawa player only has one card left.\When did that happen?\Yamashiro-san panicked and committed a fault.\Neither of them are using any sort of strategy. response:	This is a battle of sound and reflex.
context: Amusing.\The battle in the middle is getting fierce.\It's 5 to 1...\The Mizusawa player only has one card left.\When did that happen?\Yamashiro-san panicked and committed a fault.\Neither of them are using any sort of strategy.\This is a battle of sound and reflex. response:	The difference between them is barely perceivable,
context: The battle in the middle is getting fierce.\It's 5 to 1...\The Mizusawa player only has one card left.\When did that happen?\Yamashiro-san panicked and committed a fault.\Neither of them are using any sort of strategy.\This is a battle of sound and reflex.\The difference between them is barely perceivable, response:	but it exists.
context: It's 5 to 1...\The Mizusawa player only has one card left.\When did that happen?\Yamashiro-san panicked and committed a fault.\Neither of them are using any sort of strategy.\This is a battle of sound and reflex.\The difference between them is barely perceivable,\but it exists. response:	Enough of a difference for one to emerge victorious.
context: The Mizusawa player only has one card left.\When did that happen?\Yamashiro-san panicked and committed a fault.\Neither of them are using any sort of strategy.\This is a battle of sound and reflex.\The difference between them is barely perceivable,\but it exists.\Enough of a difference for one to emerge victorious. response:	Hang in there. Hang in there.
context: When did that happen?\Yamashiro-san panicked and committed a fault.\Neither of them are using any sort of strategy.\This is a battle of sound and reflex.\The difference between them is barely perceivable,\but it exists.\Enough of a difference for one to emerge victorious.\Hang in there. Hang in there. response:	Where am I?
