context: Take this! response:	Bring it on!
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Try reading this, Rin-chan.
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Try reading this, Rin-chan. response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Try reading this, Rin-chan.\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Try reading this, Rin-chan.\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Try reading this, Rin-chan.\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Try reading this, Rin-chan.\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Try reading this, Rin-chan.\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Try reading this, Rin-chan.\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Try reading this, Rin-chan.\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Come on, Rin.
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Come on, Rin. response:	You just have to read it.
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Come on, Rin.\You just have to read it. response:	What're you doing, stupid?!
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Come on, Rin.\You just have to read it.\What're you doing, stupid?! response:	When you try passing someone on a bicycle, you have to pedal a little bit harder, right?
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Come on, Rin.\You just have to read it.\What're you doing, stupid?!\When you try passing someone on a bicycle, you have to pedal a little bit harder, right? response:	Just put the same kind of effort into this.
context: Komari-chan\Komari-chan\Komari-chan\Come on, Rin.\You just have to read it.\What're you doing, stupid?!\When you try passing someone on a bicycle, you have to pedal a little bit harder, right?\Just put the same kind of effort into this. response:	Go on.
context: Komari-chan\Komari-chan\Come on, Rin.\You just have to read it.\What're you doing, stupid?!\When you try passing someone on a bicycle, you have to pedal a little bit harder, right?\Just put the same kind of effort into this.\Go on. response:	Komari-chan
context: Komari-chan\Come on, Rin.\You just have to read it.\What're you doing, stupid?!\When you try passing someone on a bicycle, you have to pedal a little bit harder, right?\Just put the same kind of effort into this.\Go on.\Komari-chan response:	Komari-chan
context: Come on, Rin.\You just have to read it.\What're you doing, stupid?!\When you try passing someone on a bicycle, you have to pedal a little bit harder, right?\Just put the same kind of effort into this.\Go on.\Komari-chan\Komari-chan response:	Komari-chan
context: You just have to read it.\What're you doing, stupid?!\When you try passing someone on a bicycle, you have to pedal a little bit harder, right?\Just put the same kind of effort into this.\Go on.\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: What're you doing, stupid?!\When you try passing someone on a bicycle, you have to pedal a little bit harder, right?\Just put the same kind of effort into this.\Go on.\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: When you try passing someone on a bicycle, you have to pedal a little bit harder, right?\Just put the same kind of effort into this.\Go on.\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Just put the same kind of effort into this.\Go on.\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Go on.\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
context: Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan\Komari-chan response:	Komari-chan
