context: Hanasaku Iroha response:	Mom,
context: Hello, Matsumae residence.\Oh, hi.\It's your boyfriend.\What?\Sorry, honey!\I've been so busy!\The editors are being so mean to me!\Are you coming over tonight? response:	What? If we need to talk, let's do it over a drink.
context: Oh, hi.\It's your boyfriend.\What?\Sorry, honey!\I've been so busy!\The editors are being so mean to me!\Are you coming over tonight?\What? If we need to talk, let's do it over a drink. response:	There will be dinner.
context: It's your boyfriend.\What?\Sorry, honey!\I've been so busy!\The editors are being so mean to me!\Are you coming over tonight?\What? If we need to talk, let's do it over a drink.\There will be dinner. response:	Episode 1: It's Spring, I'm 16, and I'm Still a Bud
context: What?\Sorry, honey!\I've been so busy!\The editors are being so mean to me!\Are you coming over tonight?\What? If we need to talk, let's do it over a drink.\There will be dinner.\Episode 1: It's Spring, I'm 16, and I'm Still a Bud response:	Made by Ohana.
context: Sorry, honey!\I've been so busy!\The editors are being so mean to me!\Are you coming over tonight?\What? If we need to talk, let's do it over a drink.\There will be dinner.\Episode 1: It's Spring, I'm 16, and I'm Still a Bud\Made by Ohana. response:	Ko, I've got a question.
context: I've been so busy!\The editors are being so mean to me!\Are you coming over tonight?\What? If we need to talk, let's do it over a drink.\There will be dinner.\Episode 1: It's Spring, I'm 16, and I'm Still a Bud\Made by Ohana.\Ko, I've got a question. response:	Yeah?
context: The editors are being so mean to me!\Are you coming over tonight?\What? If we need to talk, let's do it over a drink.\There will be dinner.\Episode 1: It's Spring, I'm 16, and I'm Still a Bud\Made by Ohana.\Ko, I've got a question.\Yeah? response:	How do you eat the corn kernels in canned soup?
context: Are you coming over tonight?\What? If we need to talk, let's do it over a drink.\There will be dinner.\Episode 1: It's Spring, I'm 16, and I'm Still a Bud\Made by Ohana.\Ko, I've got a question.\Yeah?\How do you eat the corn kernels in canned soup? response:	They always get stuck to the bottom.
context: What? If we need to talk, let's do it over a drink.\There will be dinner.\Episode 1: It's Spring, I'm 16, and I'm Still a Bud\Made by Ohana.\Ko, I've got a question.\Yeah?\How do you eat the corn kernels in canned soup?\They always get stuck to the bottom. response:	You look so ridiculous right now.
context: There will be dinner.\Episode 1: It's Spring, I'm 16, and I'm Still a Bud\Made by Ohana.\Ko, I've got a question.\Yeah?\How do you eat the corn kernels in canned soup?\They always get stuck to the bottom.\You look so ridiculous right now. response:	Can'h geh'em ouh...!
context: Episode 1: It's Spring, I'm 16, and I'm Still a Bud\Made by Ohana.\Ko, I've got a question.\Yeah?\How do you eat the corn kernels in canned soup?\They always get stuck to the bottom.\You look so ridiculous right now.\Can'h geh'em ouh...! response:	Why don't you just pour some water in the can?
context: Made by Ohana.\Ko, I've got a question.\Yeah?\How do you eat the corn kernels in canned soup?\They always get stuck to the bottom.\You look so ridiculous right now.\Can'h geh'em ouh...!\Why don't you just pour some water in the can? response:	You weirdo!
context: Ko, I've got a question.\Yeah?\How do you eat the corn kernels in canned soup?\They always get stuck to the bottom.\You look so ridiculous right now.\Can'h geh'em ouh...!\Why don't you just pour some water in the can?\You weirdo! response:	That would ruin the taste!
context: Yeah?\How do you eat the corn kernels in canned soup?\They always get stuck to the bottom.\You look so ridiculous right now.\Can'h geh'em ouh...!\Why don't you just pour some water in the can?\You weirdo!\That would ruin the taste! response:	The corn's as good as gone.
context: How do you eat the corn kernels in canned soup?\They always get stuck to the bottom.\You look so ridiculous right now.\Can'h geh'em ouh...!\Why don't you just pour some water in the can?\You weirdo!\That would ruin the taste!\The corn's as good as gone. response:	Well, you could dump the water into another cup,
context: They always get stuck to the bottom.\You look so ridiculous right now.\Can'h geh'em ouh...!\Why don't you just pour some water in the can?\You weirdo!\That would ruin the taste!\The corn's as good as gone.\Well, you could dump the water into another cup, response:	and just eat the corn with chopsticks.
context: You look so ridiculous right now.\Can'h geh'em ouh...!\Why don't you just pour some water in the can?\You weirdo!\That would ruin the taste!\The corn's as good as gone.\Well, you could dump the water into another cup,\and just eat the corn with chopsticks. response:	Here I thought your plan was lazy and crude,
context: Can'h geh'em ouh...!\Why don't you just pour some water in the can?\You weirdo!\That would ruin the taste!\The corn's as good as gone.\Well, you could dump the water into another cup,\and just eat the corn with chopsticks.\Here I thought your plan was lazy and crude, response:	but it's actually quite patient and elaborate.
context: Why don't you just pour some water in the can?\You weirdo!\That would ruin the taste!\The corn's as good as gone.\Well, you could dump the water into another cup,\and just eat the corn with chopsticks.\Here I thought your plan was lazy and crude,\but it's actually quite patient and elaborate. response:	Hush.
context: You weirdo!\That would ruin the taste!\The corn's as good as gone.\Well, you could dump the water into another cup,\and just eat the corn with chopsticks.\Here I thought your plan was lazy and crude,\but it's actually quite patient and elaborate.\Hush. response:	Ko's so patient! Ko's so patient!
context: That would ruin the taste!\The corn's as good as gone.\Well, you could dump the water into another cup,\and just eat the corn with chopsticks.\Here I thought your plan was lazy and crude,\but it's actually quite patient and elaborate.\Hush.\Ko's so patient! Ko's so patient! response:	Have you chosen your junior year electives yet?
context: The corn's as good as gone.\Well, you could dump the water into another cup,\and just eat the corn with chopsticks.\Here I thought your plan was lazy and crude,\but it's actually quite patient and elaborate.\Hush.\Ko's so patient! Ko's so patient!\Have you chosen your junior year electives yet? response:	Nope.
context: Well, you could dump the water into another cup,\and just eat the corn with chopsticks.\Here I thought your plan was lazy and crude,\but it's actually quite patient and elaborate.\Hush.\Ko's so patient! Ko's so patient!\Have you chosen your junior year electives yet?\Nope. response:	What career will you pursue after graduation?
context: and just eat the corn with chopsticks.\Here I thought your plan was lazy and crude,\but it's actually quite patient and elaborate.\Hush.\Ko's so patient! Ko's so patient!\Have you chosen your junior year electives yet?\Nope.\What career will you pursue after graduation? response:	Don't wanna decide yet.
context: Here I thought your plan was lazy and crude,\but it's actually quite patient and elaborate.\Hush.\Ko's so patient! Ko's so patient!\Have you chosen your junior year electives yet?\Nope.\What career will you pursue after graduation?\Don't wanna decide yet. response:	You really play everything by ear, don't you.
context: but it's actually quite patient and elaborate.\Hush.\Ko's so patient! Ko's so patient!\Have you chosen your junior year electives yet?\Nope.\What career will you pursue after graduation?\Don't wanna decide yet.\You really play everything by ear, don't you. response:	Keep that up, and you'll ruin yourself.
context: Hush.\Ko's so patient! Ko's so patient!\Have you chosen your junior year electives yet?\Nope.\What career will you pursue after graduation?\Don't wanna decide yet.\You really play everything by ear, don't you.\Keep that up, and you'll ruin yourself. response:	Ruin myself, huh? I like it.
context: Ko's so patient! Ko's so patient!\Have you chosen your junior year electives yet?\Nope.\What career will you pursue after graduation?\Don't wanna decide yet.\You really play everything by ear, don't you.\Keep that up, and you'll ruin yourself.\Ruin myself, huh? I like it. response:	Sounds dramatic.
context: Have you chosen your junior year electives yet?\Nope.\What career will you pursue after graduation?\Don't wanna decide yet.\You really play everything by ear, don't you.\Keep that up, and you'll ruin yourself.\Ruin myself, huh? I like it.\Sounds dramatic. response:	Excuse me?
context: Nope.\What career will you pursue after graduation?\Don't wanna decide yet.\You really play everything by ear, don't you.\Keep that up, and you'll ruin yourself.\Ruin myself, huh? I like it.\Sounds dramatic.\Excuse me? response:	What boring scenery.
context: What career will you pursue after graduation?\Don't wanna decide yet.\You really play everything by ear, don't you.\Keep that up, and you'll ruin yourself.\Ruin myself, huh? I like it.\Sounds dramatic.\Excuse me?\What boring scenery. response:	A mere fraction of sky is visible;
context: Don't wanna decide yet.\You really play everything by ear, don't you.\Keep that up, and you'll ruin yourself.\Ruin myself, huh? I like it.\Sounds dramatic.\Excuse me?\What boring scenery.\A mere fraction of sky is visible; response:	the rest blocked by tall buildings.
context: You really play everything by ear, don't you.\Keep that up, and you'll ruin yourself.\Ruin myself, huh? I like it.\Sounds dramatic.\Excuse me?\What boring scenery.\A mere fraction of sky is visible;\the rest blocked by tall buildings. response:	A transient escape on a packed train,
context: Keep that up, and you'll ruin yourself.\Ruin myself, huh? I like it.\Sounds dramatic.\Excuse me?\What boring scenery.\A mere fraction of sky is visible;\the rest blocked by tall buildings.\A transient escape on a packed train, response:	as the sunset dyes the city vermillion.
context: Ruin myself, huh? I like it.\Sounds dramatic.\Excuse me?\What boring scenery.\A mere fraction of sky is visible;\the rest blocked by tall buildings.\A transient escape on a packed train,\as the sunset dyes the city vermillion. response:	Hey, that sounds pretty cool.
context: Sounds dramatic.\Excuse me?\What boring scenery.\A mere fraction of sky is visible;\the rest blocked by tall buildings.\A transient escape on a packed train,\as the sunset dyes the city vermillion.\Hey, that sounds pretty cool. response:	But it isn't.
context: Excuse me?\What boring scenery.\A mere fraction of sky is visible;\the rest blocked by tall buildings.\A transient escape on a packed train,\as the sunset dyes the city vermillion.\Hey, that sounds pretty cool.\But it isn't. response:	I may not act like it, but I'm actually pretty pragmatic.
context: What boring scenery.\A mere fraction of sky is visible;\the rest blocked by tall buildings.\A transient escape on a packed train,\as the sunset dyes the city vermillion.\Hey, that sounds pretty cool.\But it isn't.\I may not act like it, but I'm actually pretty pragmatic. response:	I don't live with the greatest role model.
context: A mere fraction of sky is visible;\the rest blocked by tall buildings.\A transient escape on a packed train,\as the sunset dyes the city vermillion.\Hey, that sounds pretty cool.\But it isn't.\I may not act like it, but I'm actually pretty pragmatic.\I don't live with the greatest role model. response:	Yeah, your mom is quite the woman.
context: the rest blocked by tall buildings.\A transient escape on a packed train,\as the sunset dyes the city vermillion.\Hey, that sounds pretty cool.\But it isn't.\I may not act like it, but I'm actually pretty pragmatic.\I don't live with the greatest role model.\Yeah, your mom is quite the woman. response:	So, even if I don't decide on what to do right away,
context: A transient escape on a packed train,\as the sunset dyes the city vermillion.\Hey, that sounds pretty cool.\But it isn't.\I may not act like it, but I'm actually pretty pragmatic.\I don't live with the greatest role model.\Yeah, your mom is quite the woman.\So, even if I don't decide on what to do right away, response:	I think I'll end up finding a stable job,
context: as the sunset dyes the city vermillion.\Hey, that sounds pretty cool.\But it isn't.\I may not act like it, but I'm actually pretty pragmatic.\I don't live with the greatest role model.\Yeah, your mom is quite the woman.\So, even if I don't decide on what to do right away,\I think I'll end up finding a stable job, response:	getting married around age 26,
context: Hey, that sounds pretty cool.\But it isn't.\I may not act like it, but I'm actually pretty pragmatic.\I don't live with the greatest role model.\Yeah, your mom is quite the woman.\So, even if I don't decide on what to do right away,\I think I'll end up finding a stable job,\getting married around age 26, response:	then buying a plot at the cemetery in block 3 once I get old.
context: But it isn't.\I may not act like it, but I'm actually pretty pragmatic.\I don't live with the greatest role model.\Yeah, your mom is quite the woman.\So, even if I don't decide on what to do right away,\I think I'll end up finding a stable job,\getting married around age 26,\then buying a plot at the cemetery in block 3 once I get old. response:	My dad told me gravestones there can be pretty pricey.
context: I may not act like it, but I'm actually pretty pragmatic.\I don't live with the greatest role model.\Yeah, your mom is quite the woman.\So, even if I don't decide on what to do right away,\I think I'll end up finding a stable job,\getting married around age 26,\then buying a plot at the cemetery in block 3 once I get old.\My dad told me gravestones there can be pretty pricey. response:	If you can afford one, you should be fine
context: I don't live with the greatest role model.\Yeah, your mom is quite the woman.\So, even if I don't decide on what to do right away,\I think I'll end up finding a stable job,\getting married around age 26,\then buying a plot at the cemetery in block 3 once I get old.\My dad told me gravestones there can be pretty pricey.\If you can afford one, you should be fine response:	You lose! Later!
context: Yeah, your mom is quite the woman.\So, even if I don't decide on what to do right away,\I think I'll end up finding a stable job,\getting married around age 26,\then buying a plot at the cemetery in block 3 once I get old.\My dad told me gravestones there can be pretty pricey.\If you can afford one, you should be fine\You lose! Later! response:	Hey!
context: So, even if I don't decide on what to do right away,\I think I'll end up finding a stable job,\getting married around age 26,\then buying a plot at the cemetery in block 3 once I get old.\My dad told me gravestones there can be pretty pricey.\If you can afford one, you should be fine\You lose! Later!\Hey! response:	Got any plans for spring break?
context: I think I'll end up finding a stable job,\getting married around age 26,\then buying a plot at the cemetery in block 3 once I get old.\My dad told me gravestones there can be pretty pricey.\If you can afford one, you should be fine\You lose! Later!\Hey!\Got any plans for spring break? response:	Nope!
context: getting married around age 26,\then buying a plot at the cemetery in block 3 once I get old.\My dad told me gravestones there can be pretty pricey.\If you can afford one, you should be fine\You lose! Later!\Hey!\Got any plans for spring break?\Nope! response:	Never mind!
context: then buying a plot at the cemetery in block 3 once I get old.\My dad told me gravestones there can be pretty pricey.\If you can afford one, you should be fine\You lose! Later!\Hey!\Got any plans for spring break?\Nope!\Never mind! response:	I do like this time of day, though.
context: My dad told me gravestones there can be pretty pricey.\If you can afford one, you should be fine\You lose! Later!\Hey!\Got any plans for spring break?\Nope!\Never mind!\I do like this time of day, though. response:	Lights flicker on, one by one,
context: If you can afford one, you should be fine\You lose! Later!\Hey!\Got any plans for spring break?\Nope!\Never mind!\I do like this time of day, though.\Lights flicker on, one by one, response:	illuminating my path.
context: You lose! Later!\Hey!\Got any plans for spring break?\Nope!\Never mind!\I do like this time of day, though.\Lights flicker on, one by one,\illuminating my path. response:	I hope they also light the way to my future.
context: Hey!\Got any plans for spring break?\Nope!\Never mind!\I do like this time of day, though.\Lights flicker on, one by one,\illuminating my path.\I hope they also light the way to my future. response:	And I hope that, at the end of that path,
context: Got any plans for spring break?\Nope!\Never mind!\I do like this time of day, though.\Lights flicker on, one by one,\illuminating my path.\I hope they also light the way to my future.\And I hope that, at the end of that path, response:	I'll have changed for the better.
context: Nope!\Never mind!\I do like this time of day, though.\Lights flicker on, one by one,\illuminating my path.\I hope they also light the way to my future.\And I hope that, at the end of that path,\I'll have changed for the better. response:	I'm home.
context: Never mind!\I do like this time of day, though.\Lights flicker on, one by one,\illuminating my path.\I hope they also light the way to my future.\And I hope that, at the end of that path,\I'll have changed for the better.\I'm home. response:	What the heck?!
context: I do like this time of day, though.\Lights flicker on, one by one,\illuminating my path.\I hope they also light the way to my future.\And I hope that, at the end of that path,\I'll have changed for the better.\I'm home.\What the heck?! response:	Great! You're finally home!
context: Lights flicker on, one by one,\illuminating my path.\I hope they also light the way to my future.\And I hope that, at the end of that path,\I'll have changed for the better.\I'm home.\What the heck?!\Great! You're finally home! response:	What's going on?
context: illuminating my path.\I hope they also light the way to my future.\And I hope that, at the end of that path,\I'll have changed for the better.\I'm home.\What the heck?!\Great! You're finally home!\What's going on? response:	Listen.
context: I hope they also light the way to my future.\And I hope that, at the end of that path,\I'll have changed for the better.\I'm home.\What the heck?!\Great! You're finally home!\What's going on?\Listen. response:	He's fallen into debt.
context: And I hope that, at the end of that path,\I'll have changed for the better.\I'm home.\What the heck?!\Great! You're finally home!\What's going on?\Listen.\He's fallen into debt. response:	So you're doing a moonlight flit?!
context: I'll have changed for the better.\I'm home.\What the heck?!\Great! You're finally home!\What's going on?\Listen.\He's fallen into debt.\So you're doing a moonlight flit?! response:	Well you see, he gave them our address!
context: I'm home.\What the heck?!\Great! You're finally home!\What's going on?\Listen.\He's fallen into debt.\So you're doing a moonlight flit?!\Well you see, he gave them our address! response:	Yeah, sorry about that.
context: What the heck?!\Great! You're finally home!\What's going on?\Listen.\He's fallen into debt.\So you're doing a moonlight flit?!\Well you see, he gave them our address!\Yeah, sorry about that. response:	And when are you running away?
context: Great! You're finally home!\What's going on?\Listen.\He's fallen into debt.\So you're doing a moonlight flit?!\Well you see, he gave them our address!\Yeah, sorry about that.\And when are you running away? response:	Tonight.
context: What's going on?\Listen.\He's fallen into debt.\So you're doing a moonlight flit?!\Well you see, he gave them our address!\Yeah, sorry about that.\And when are you running away?\Tonight. response:	Strike while the iron's hot!
context: Listen.\He's fallen into debt.\So you're doing a moonlight flit?!\Well you see, he gave them our address!\Yeah, sorry about that.\And when are you running away?\Tonight.\Strike while the iron's hot! response:	Though there's nothing hot about this.
context: He's fallen into debt.\So you're doing a moonlight flit?!\Well you see, he gave them our address!\Yeah, sorry about that.\And when are you running away?\Tonight.\Strike while the iron's hot!\Though there's nothing hot about this. response:	Oh, shut up!
context: So you're doing a moonlight flit?!\Well you see, he gave them our address!\Yeah, sorry about that.\And when are you running away?\Tonight.\Strike while the iron's hot!\Though there's nothing hot about this.\Oh, shut up! response:	This is all your fault, you know!
context: Well you see, he gave them our address!\Yeah, sorry about that.\And when are you running away?\Tonight.\Strike while the iron's hot!\Though there's nothing hot about this.\Oh, shut up!\This is all your fault, you know! response:	It's like I'm living in a soap opera.
context: Yeah, sorry about that.\And when are you running away?\Tonight.\Strike while the iron's hot!\Though there's nothing hot about this.\Oh, shut up!\This is all your fault, you know!\It's like I'm living in a soap opera. response:	I feel a nosebleed coming!
context: And when are you running away?\Tonight.\Strike while the iron's hot!\Though there's nothing hot about this.\Oh, shut up!\This is all your fault, you know!\It's like I'm living in a soap opera.\I feel a nosebleed coming! response:	That sensitive nose of yours.
context: Tonight.\Strike while the iron's hot!\Though there's nothing hot about this.\Oh, shut up!\This is all your fault, you know!\It's like I'm living in a soap opera.\I feel a nosebleed coming!\That sensitive nose of yours. response:	But maybe this is a chance for me to reinvent myself.
context: Strike while the iron's hot!\Though there's nothing hot about this.\Oh, shut up!\This is all your fault, you know!\It's like I'm living in a soap opera.\I feel a nosebleed coming!\That sensitive nose of yours.\But maybe this is a chance for me to reinvent myself. response:	So, are we fleeing north or south?
context: Though there's nothing hot about this.\Oh, shut up!\This is all your fault, you know!\It's like I'm living in a soap opera.\I feel a nosebleed coming!\That sensitive nose of yours.\But maybe this is a chance for me to reinvent myself.\So, are we fleeing north or south? response:	Huh?
context: Oh, shut up!\This is all your fault, you know!\It's like I'm living in a soap opera.\I feel a nosebleed coming!\That sensitive nose of yours.\But maybe this is a chance for me to reinvent myself.\So, are we fleeing north or south?\Huh? response:	Why?
context: This is all your fault, you know!\It's like I'm living in a soap opera.\I feel a nosebleed coming!\That sensitive nose of yours.\But maybe this is a chance for me to reinvent myself.\So, are we fleeing north or south?\Huh?\Why? response:	Well, if we're going somewhere cold,
context: It's like I'm living in a soap opera.\I feel a nosebleed coming!\That sensitive nose of yours.\But maybe this is a chance for me to reinvent myself.\So, are we fleeing north or south?\Huh?\Why?\Well, if we're going somewhere cold, response:	I'll need to buy some more warm clothes.
context: I feel a nosebleed coming!\That sensitive nose of yours.\But maybe this is a chance for me to reinvent myself.\So, are we fleeing north or south?\Huh?\Why?\Well, if we're going somewhere cold,\I'll need to buy some more warm clothes. response:	But if we're going somewhere warm, then maybe I should get a sundress?
context: That sensitive nose of yours.\But maybe this is a chance for me to reinvent myself.\So, are we fleeing north or south?\Huh?\Why?\Well, if we're going somewhere cold,\I'll need to buy some more warm clothes.\But if we're going somewhere warm, then maybe I should get a sundress? response:	What kind of parent runs away with their kid?
context: But maybe this is a chance for me to reinvent myself.\So, are we fleeing north or south?\Huh?\Why?\Well, if we're going somewhere cold,\I'll need to buy some more warm clothes.\But if we're going somewhere warm, then maybe I should get a sundress?\What kind of parent runs away with their kid? response:	What kind of parent runs away without their kid?
context: So, are we fleeing north or south?\Huh?\Why?\Well, if we're going somewhere cold,\I'll need to buy some more warm clothes.\But if we're going somewhere warm, then maybe I should get a sundress?\What kind of parent runs away with their kid?\What kind of parent runs away without their kid? response:	Here.
context: Huh?\Why?\Well, if we're going somewhere cold,\I'll need to buy some more warm clothes.\But if we're going somewhere warm, then maybe I should get a sundress?\What kind of parent runs away with their kid?\What kind of parent runs away without their kid?\Here. response:	Kissuisou
context: Why?\Well, if we're going somewhere cold,\I'll need to buy some more warm clothes.\But if we're going somewhere warm, then maybe I should get a sundress?\What kind of parent runs away with their kid?\What kind of parent runs away without their kid?\Here.\Kissuisou response:	You're free to go!
context: Well, if we're going somewhere cold,\I'll need to buy some more warm clothes.\But if we're going somewhere warm, then maybe I should get a sundress?\What kind of parent runs away with their kid?\What kind of parent runs away without their kid?\Here.\Kissuisou\You're free to go! response:	Okay!
context: I'll need to buy some more warm clothes.\But if we're going somewhere warm, then maybe I should get a sundress?\What kind of parent runs away with their kid?\What kind of parent runs away without their kid?\Here.\Kissuisou\You're free to go!\Okay! response:	Hey!
context: But if we're going somewhere warm, then maybe I should get a sundress?\What kind of parent runs away with their kid?\What kind of parent runs away without their kid?\Here.\Kissuisou\You're free to go!\Okay!\Hey! response:	Are you serious?!
context: What kind of parent runs away with their kid?\What kind of parent runs away without their kid?\Here.\Kissuisou\You're free to go!\Okay!\Hey!\Are you serious?! response:	Yeah. I'm going to my grandma's by myself.
context: What kind of parent runs away without their kid?\Here.\Kissuisou\You're free to go!\Okay!\Hey!\Are you serious?!\Yeah. I'm going to my grandma's by myself. response:	I'll be going to school there, too.
context: Here.\Kissuisou\You're free to go!\Okay!\Hey!\Are you serious?!\Yeah. I'm going to my grandma's by myself.\I'll be going to school there, too. response:	O-Ohana!
context: Kissuisou\You're free to go!\Okay!\Hey!\Are you serious?!\Yeah. I'm going to my grandma's by myself.\I'll be going to school there, too.\O-Ohana! response:	Don't look so pessimistic!
context: You're free to go!\Okay!\Hey!\Are you serious?!\Yeah. I'm going to my grandma's by myself.\I'll be going to school there, too.\O-Ohana!\Don't look so pessimistic! response:	What kind of face is that?
context: Okay!\Hey!\Are you serious?!\Yeah. I'm going to my grandma's by myself.\I'll be going to school there, too.\O-Ohana!\Don't look so pessimistic!\What kind of face is that? response:	Huh?
context: Hey!\Are you serious?!\Yeah. I'm going to my grandma's by myself.\I'll be going to school there, too.\O-Ohana!\Don't look so pessimistic!\What kind of face is that?\Huh? response:	Since Grandma and Mom are on bad terms,
context: Are you serious?!\Yeah. I'm going to my grandma's by myself.\I'll be going to school there, too.\O-Ohana!\Don't look so pessimistic!\What kind of face is that?\Huh?\Since Grandma and Mom are on bad terms, response:	I don't know a single thing about her.
context: Yeah. I'm going to my grandma's by myself.\I'll be going to school there, too.\O-Ohana!\Don't look so pessimistic!\What kind of face is that?\Huh?\Since Grandma and Mom are on bad terms,\I don't know a single thing about her. response:	But doesn't living in a hot spring inn sound dramatic?
context: I'll be going to school there, too.\O-Ohana!\Don't look so pessimistic!\What kind of face is that?\Huh?\Since Grandma and Mom are on bad terms,\I don't know a single thing about her.\But doesn't living in a hot spring inn sound dramatic? response:	Though, personally, I think a moonlight flit would've been more fun.
context: O-Ohana!\Don't look so pessimistic!\What kind of face is that?\Huh?\Since Grandma and Mom are on bad terms,\I don't know a single thing about her.\But doesn't living in a hot spring inn sound dramatic?\Though, personally, I think a moonlight flit would've been more fun. response:	Ko?
context: Don't look so pessimistic!\What kind of face is that?\Huh?\Since Grandma and Mom are on bad terms,\I don't know a single thing about her.\But doesn't living in a hot spring inn sound dramatic?\Though, personally, I think a moonlight flit would've been more fun.\Ko? response:	I'm the kind of guy who reaches the corn by flooding it with water.
context: What kind of face is that?\Huh?\Since Grandma and Mom are on bad terms,\I don't know a single thing about her.\But doesn't living in a hot spring inn sound dramatic?\Though, personally, I think a moonlight flit would've been more fun.\Ko?\I'm the kind of guy who reaches the corn by flooding it with water. response:	Yeah, that was pretty original.
context: Huh?\Since Grandma and Mom are on bad terms,\I don't know a single thing about her.\But doesn't living in a hot spring inn sound dramatic?\Though, personally, I think a moonlight flit would've been more fun.\Ko?\I'm the kind of guy who reaches the corn by flooding it with water.\Yeah, that was pretty original. response:	I do things in a roundabout way.
