context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: Most Japanese people believe that on the way to the afterlife, the dead must cross the river.\Kopi Luwak Coffee is the most expensive coffee in the world, selling between S120 and S600 USD per pound.\What's gonna happen next?\Who knows.\But one thing's for sure. It'll be the same no matter where we go.\As long as the Kishin lives, the world will be controlled by madness.\I'm beginning to wonder if it was Medusa's intention to bring down an opponent like that.\Are you talking about the Kishin? response:	Or Shinigami?
context: Kopi Luwak Coffee is the most expensive coffee in the world, selling between S120 and S600 USD per pound.\What's gonna happen next?\Who knows.\But one thing's for sure. It'll be the same no matter where we go.\As long as the Kishin lives, the world will be controlled by madness.\I'm beginning to wonder if it was Medusa's intention to bring down an opponent like that.\Are you talking about the Kishin?\Or Shinigami? response:	No matter who that is, it'll still be impossible, right?
context: What's gonna happen next?\Who knows.\But one thing's for sure. It'll be the same no matter where we go.\As long as the Kishin lives, the world will be controlled by madness.\I'm beginning to wonder if it was Medusa's intention to bring down an opponent like that.\Are you talking about the Kishin?\Or Shinigami?\No matter who that is, it'll still be impossible, right? response:	What's happening inside?
context: Who knows.\But one thing's for sure. It'll be the same no matter where we go.\As long as the Kishin lives, the world will be controlled by madness.\I'm beginning to wonder if it was Medusa's intention to bring down an opponent like that.\Are you talking about the Kishin?\Or Shinigami?\No matter who that is, it'll still be impossible, right?\What's happening inside? response:	You do understand, right, Black Star?
context: But one thing's for sure. It'll be the same no matter where we go.\As long as the Kishin lives, the world will be controlled by madness.\I'm beginning to wonder if it was Medusa's intention to bring down an opponent like that.\Are you talking about the Kishin?\Or Shinigami?\No matter who that is, it'll still be impossible, right?\What's happening inside?\You do understand, right, Black Star? response:	Huh?
context: As long as the Kishin lives, the world will be controlled by madness.\I'm beginning to wonder if it was Medusa's intention to bring down an opponent like that.\Are you talking about the Kishin?\Or Shinigami?\No matter who that is, it'll still be impossible, right?\What's happening inside?\You do understand, right, Black Star?\Huh? response:	This is where we must hold out.
context: I'm beginning to wonder if it was Medusa's intention to bring down an opponent like that.\Are you talking about the Kishin?\Or Shinigami?\No matter who that is, it'll still be impossible, right?\What's happening inside?\You do understand, right, Black Star?\Huh?\This is where we must hold out. response:	Heh.
context: Are you talking about the Kishin?\Or Shinigami?\No matter who that is, it'll still be impossible, right?\What's happening inside?\You do understand, right, Black Star?\Huh?\This is where we must hold out.\Heh. response:	This has nothing to do with holding out.
context: Or Shinigami?\No matter who that is, it'll still be impossible, right?\What's happening inside?\You do understand, right, Black Star?\Huh?\This is where we must hold out.\Heh.\This has nothing to do with holding out. response:	Because the one who is going to defeat him is none other than ME!
context: No matter who that is, it'll still be impossible, right?\What's happening inside?\You do understand, right, Black Star?\Huh?\This is where we must hold out.\Heh.\This has nothing to do with holding out.\Because the one who is going to defeat him is none other than ME! response:	Maka.
context: What's happening inside?\You do understand, right, Black Star?\Huh?\This is where we must hold out.\Heh.\This has nothing to do with holding out.\Because the one who is going to defeat him is none other than ME!\Maka. response:	Soul?
context: You do understand, right, Black Star?\Huh?\This is where we must hold out.\Heh.\This has nothing to do with holding out.\Because the one who is going to defeat him is none other than ME!\Maka.\Soul? response:	Yeah.
context: Huh?\This is where we must hold out.\Heh.\This has nothing to do with holding out.\Because the one who is going to defeat him is none other than ME!\Maka.\Soul?\Yeah. response:	It's me, Maka.
context: This is where we must hold out.\Heh.\This has nothing to do with holding out.\Because the one who is going to defeat him is none other than ME!\Maka.\Soul?\Yeah.\It's me, Maka. response:	It's Soul.
context: Heh.\This has nothing to do with holding out.\Because the one who is going to defeat him is none other than ME!\Maka.\Soul?\Yeah.\It's me, Maka.\It's Soul. response:	Soul.
context: This has nothing to do with holding out.\Because the one who is going to defeat him is none other than ME!\Maka.\Soul?\Yeah.\It's me, Maka.\It's Soul.\Soul. response:	I'm so glad to see you.
context: Because the one who is going to defeat him is none other than ME!\Maka.\Soul?\Yeah.\It's me, Maka.\It's Soul.\Soul.\I'm so glad to see you. response:	It's still too early to be glad.
context: Maka.\Soul?\Yeah.\It's me, Maka.\It's Soul.\Soul.\I'm so glad to see you.\It's still too early to be glad. response:	I've relied too much on the Black Blood.
context: Soul?\Yeah.\It's me, Maka.\It's Soul.\Soul.\I'm so glad to see you.\It's still too early to be glad.\I've relied too much on the Black Blood. response:	Thanks to that, I'm now locked up in this room.
context: Yeah.\It's me, Maka.\It's Soul.\Soul.\I'm so glad to see you.\It's still too early to be glad.\I've relied too much on the Black Blood.\Thanks to that, I'm now locked up in this room. response:	Most of my soul has been consumed by the insanity of the Black Blood.
context: It's me, Maka.\It's Soul.\Soul.\I'm so glad to see you.\It's still too early to be glad.\I've relied too much on the Black Blood.\Thanks to that, I'm now locked up in this room.\Most of my soul has been consumed by the insanity of the Black Blood. response:	Yeah, I know.
context: It's Soul.\Soul.\I'm so glad to see you.\It's still too early to be glad.\I've relied too much on the Black Blood.\Thanks to that, I'm now locked up in this room.\Most of my soul has been consumed by the insanity of the Black Blood.\Yeah, I know. response:	That's why I'm here to get you.
context: Soul.\I'm so glad to see you.\It's still too early to be glad.\I've relied too much on the Black Blood.\Thanks to that, I'm now locked up in this room.\Most of my soul has been consumed by the insanity of the Black Blood.\Yeah, I know.\That's why I'm here to get you. response:	Hurry up.
context: I'm so glad to see you.\It's still too early to be glad.\I've relied too much on the Black Blood.\Thanks to that, I'm now locked up in this room.\Most of my soul has been consumed by the insanity of the Black Blood.\Yeah, I know.\That's why I'm here to get you.\Hurry up. response:	Let's get out of this place as soon as possible.
context: It's still too early to be glad.\I've relied too much on the Black Blood.\Thanks to that, I'm now locked up in this room.\Most of my soul has been consumed by the insanity of the Black Blood.\Yeah, I know.\That's why I'm here to get you.\Hurry up.\Let's get out of this place as soon as possible. response:	We can't.
context: I've relied too much on the Black Blood.\Thanks to that, I'm now locked up in this room.\Most of my soul has been consumed by the insanity of the Black Blood.\Yeah, I know.\That's why I'm here to get you.\Hurry up.\Let's get out of this place as soon as possible.\We can't. response:	Huh?
context: Thanks to that, I'm now locked up in this room.\Most of my soul has been consumed by the insanity of the Black Blood.\Yeah, I know.\That's why I'm here to get you.\Hurry up.\Let's get out of this place as soon as possible.\We can't.\Huh? response:	The door disappeared the moment you got in.
context: Most of my soul has been consumed by the insanity of the Black Blood.\Yeah, I know.\That's why I'm here to get you.\Hurry up.\Let's get out of this place as soon as possible.\We can't.\Huh?\The door disappeared the moment you got in. response:	Any other way to get out?
context: Yeah, I know.\That's why I'm here to get you.\Hurry up.\Let's get out of this place as soon as possible.\We can't.\Huh?\The door disappeared the moment you got in.\Any other way to get out? response:	I would've been long gone if there were any.
context: That's why I'm here to get you.\Hurry up.\Let's get out of this place as soon as possible.\We can't.\Huh?\The door disappeared the moment you got in.\Any other way to get out?\I would've been long gone if there were any. response:	Well, you got a point there...
context: Hurry up.\Let's get out of this place as soon as possible.\We can't.\Huh?\The door disappeared the moment you got in.\Any other way to get out?\I would've been long gone if there were any.\Well, you got a point there... response:	Hmmm...
context: Let's get out of this place as soon as possible.\We can't.\Huh?\The door disappeared the moment you got in.\Any other way to get out?\I would've been long gone if there were any.\Well, you got a point there...\Hmmm... response:	Any windows?
context: We can't.\Huh?\The door disappeared the moment you got in.\Any other way to get out?\I would've been long gone if there were any.\Well, you got a point there...\Hmmm...\Any windows? response:	Nope.
context: Huh?\The door disappeared the moment you got in.\Any other way to get out?\I would've been long gone if there were any.\Well, you got a point there...\Hmmm...\Any windows?\Nope. response:	Let's break through the wall.
context: The door disappeared the moment you got in.\Any other way to get out?\I would've been long gone if there were any.\Well, you got a point there...\Hmmm...\Any windows?\Nope.\Let's break through the wall. response:	That won't do.
context: Any other way to get out?\I would've been long gone if there were any.\Well, you got a point there...\Hmmm...\Any windows?\Nope.\Let's break through the wall.\That won't do. response:	We'll rip out the tiles and dig us a tunnel!
context: I would've been long gone if there were any.\Well, you got a point there...\Hmmm...\Any windows?\Nope.\Let's break through the wall.\That won't do.\We'll rip out the tiles and dig us a tunnel! response:	Suggestion dismissed.
context: Well, you got a point there...\Hmmm...\Any windows?\Nope.\Let's break through the wall.\That won't do.\We'll rip out the tiles and dig us a tunnel!\Suggestion dismissed. response:	Then what should we do?
context: Hmmm...\Any windows?\Nope.\Let's break through the wall.\That won't do.\We'll rip out the tiles and dig us a tunnel!\Suggestion dismissed.\Then what should we do? response:	Actually, there is one way.
context: Any windows?\Nope.\Let's break through the wall.\That won't do.\We'll rip out the tiles and dig us a tunnel!\Suggestion dismissed.\Then what should we do?\Actually, there is one way. response:	Huh?
context: Nope.\Let's break through the wall.\That won't do.\We'll rip out the tiles and dig us a tunnel!\Suggestion dismissed.\Then what should we do?\Actually, there is one way.\Huh? response:	The one and only way...
context: Let's break through the wall.\That won't do.\We'll rip out the tiles and dig us a tunnel!\Suggestion dismissed.\Then what should we do?\Actually, there is one way.\Huh?\The one and only way... response:	Sink or Swim?! The Men Who Exceed God?
context: That won't do.\We'll rip out the tiles and dig us a tunnel!\Suggestion dismissed.\Then what should we do?\Actually, there is one way.\Huh?\The one and only way...\Sink or Swim?! The Men Who Exceed God? response:	Death Cannon!
context: We'll rip out the tiles and dig us a tunnel!\Suggestion dismissed.\Then what should we do?\Actually, there is one way.\Huh?\The one and only way...\Sink or Swim?! The Men Who Exceed God?\Death Cannon! response:	Thanks for the massage - I'm all refreshed now.
context: Suggestion dismissed.\Then what should we do?\Actually, there is one way.\Huh?\The one and only way...\Sink or Swim?! The Men Who Exceed God?\Death Cannon!\Thanks for the massage - I'm all refreshed now. response:	I think even my voice has gotten clearer now.
context: Then what should we do?\Actually, there is one way.\Huh?\The one and only way...\Sink or Swim?! The Men Who Exceed God?\Death Cannon!\Thanks for the massage - I'm all refreshed now.\I think even my voice has gotten clearer now. response:	He's so tough.
context: Actually, there is one way.\Huh?\The one and only way...\Sink or Swim?! The Men Who Exceed God?\Death Cannon!\Thanks for the massage - I'm all refreshed now.\I think even my voice has gotten clearer now.\He's so tough. response:	If this continues, we'll lose our foothold.
context: Huh?\The one and only way...\Sink or Swim?! The Men Who Exceed God?\Death Cannon!\Thanks for the massage - I'm all refreshed now.\I think even my voice has gotten clearer now.\He's so tough.\If this continues, we'll lose our foothold. response:	Did I hear you say foothold?
context: The one and only way...\Sink or Swim?! The Men Who Exceed God?\Death Cannon!\Thanks for the massage - I'm all refreshed now.\I think even my voice has gotten clearer now.\He's so tough.\If this continues, we'll lose our foothold.\Did I hear you say foothold? response:	Such things as footholds never existed!
context: Sink or Swim?! The Men Who Exceed God?\Death Cannon!\Thanks for the massage - I'm all refreshed now.\I think even my voice has gotten clearer now.\He's so tough.\If this continues, we'll lose our foothold.\Did I hear you say foothold?\Such things as footholds never existed! response:	When facing an overwhelming power such as mine,
context: Death Cannon!\Thanks for the massage - I'm all refreshed now.\I think even my voice has gotten clearer now.\He's so tough.\If this continues, we'll lose our foothold.\Did I hear you say foothold?\Such things as footholds never existed!\When facing an overwhelming power such as mine, response:	it's impossible for unpredictable things to happen.
context: Thanks for the massage - I'm all refreshed now.\I think even my voice has gotten clearer now.\He's so tough.\If this continues, we'll lose our foothold.\Did I hear you say foothold?\Such things as footholds never existed!\When facing an overwhelming power such as mine,\it's impossible for unpredictable things to happen. response:	As of the question of what is to become of you,
context: I think even my voice has gotten clearer now.\He's so tough.\If this continues, we'll lose our foothold.\Did I hear you say foothold?\Such things as footholds never existed!\When facing an overwhelming power such as mine,\it's impossible for unpredictable things to happen.\As of the question of what is to become of you, response:	it had already been decided when you came inside this barrier.
context: He's so tough.\If this continues, we'll lose our foothold.\Did I hear you say foothold?\Such things as footholds never existed!\When facing an overwhelming power such as mine,\it's impossible for unpredictable things to happen.\As of the question of what is to become of you,\it had already been decided when you came inside this barrier. response:	I'd hate to admit it,
context: If this continues, we'll lose our foothold.\Did I hear you say foothold?\Such things as footholds never existed!\When facing an overwhelming power such as mine,\it's impossible for unpredictable things to happen.\As of the question of what is to become of you,\it had already been decided when you came inside this barrier.\I'd hate to admit it, response:	but with this level of attacks,
context: Did I hear you say foothold?\Such things as footholds never existed!\When facing an overwhelming power such as mine,\it's impossible for unpredictable things to happen.\As of the question of what is to become of you,\it had already been decided when you came inside this barrier.\I'd hate to admit it,\but with this level of attacks, response:	I don't think it's possible to put even a scratch on you.
context: Such things as footholds never existed!\When facing an overwhelming power such as mine,\it's impossible for unpredictable things to happen.\As of the question of what is to become of you,\it had already been decided when you came inside this barrier.\I'd hate to admit it,\but with this level of attacks,\I don't think it's possible to put even a scratch on you. response:	If that's the case...
context: When facing an overwhelming power such as mine,\it's impossible for unpredictable things to happen.\As of the question of what is to become of you,\it had already been decided when you came inside this barrier.\I'd hate to admit it,\but with this level of attacks,\I don't think it's possible to put even a scratch on you.\If that's the case... response:	Huh?
context: it's impossible for unpredictable things to happen.\As of the question of what is to become of you,\it had already been decided when you came inside this barrier.\I'd hate to admit it,\but with this level of attacks,\I don't think it's possible to put even a scratch on you.\If that's the case...\Huh? response:	Then we'll use attacks of higher levels!
context: As of the question of what is to become of you,\it had already been decided when you came inside this barrier.\I'd hate to admit it,\but with this level of attacks,\I don't think it's possible to put even a scratch on you.\If that's the case...\Huh?\Then we'll use attacks of higher levels! response:	Father,
context: it had already been decided when you came inside this barrier.\I'd hate to admit it,\but with this level of attacks,\I don't think it's possible to put even a scratch on you.\If that's the case...\Huh?\Then we'll use attacks of higher levels!\Father, response:	I was unable to understand your true intentions.
context: I'd hate to admit it,\but with this level of attacks,\I don't think it's possible to put even a scratch on you.\If that's the case...\Huh?\Then we'll use attacks of higher levels!\Father,\I was unable to understand your true intentions. response:	And I doubted Shibusen's every move.
context: but with this level of attacks,\I don't think it's possible to put even a scratch on you.\If that's the case...\Huh?\Then we'll use attacks of higher levels!\Father,\I was unable to understand your true intentions.\And I doubted Shibusen's every move. response:	I'm responsible for your defeat against the Kishin.
context: I don't think it's possible to put even a scratch on you.\If that's the case...\Huh?\Then we'll use attacks of higher levels!\Father,\I was unable to understand your true intentions.\And I doubted Shibusen's every move.\I'm responsible for your defeat against the Kishin. response:	Pathetic...
context: If that's the case...\Huh?\Then we'll use attacks of higher levels!\Father,\I was unable to understand your true intentions.\And I doubted Shibusen's every move.\I'm responsible for your defeat against the Kishin.\Pathetic... response:	So useless!
context: Huh?\Then we'll use attacks of higher levels!\Father,\I was unable to understand your true intentions.\And I doubted Shibusen's every move.\I'm responsible for your defeat against the Kishin.\Pathetic...\So useless! response:	If there was a hole somewhere, I'd hide in it.
context: Then we'll use attacks of higher levels!\Father,\I was unable to understand your true intentions.\And I doubted Shibusen's every move.\I'm responsible for your defeat against the Kishin.\Pathetic...\So useless!\If there was a hole somewhere, I'd hide in it. response:	If only...
context: Father,\I was unable to understand your true intentions.\And I doubted Shibusen's every move.\I'm responsible for your defeat against the Kishin.\Pathetic...\So useless!\If there was a hole somewhere, I'd hide in it.\If only... response:	If only I wasn't so distrustful,
context: I was unable to understand your true intentions.\And I doubted Shibusen's every move.\I'm responsible for your defeat against the Kishin.\Pathetic...\So useless!\If there was a hole somewhere, I'd hide in it.\If only...\If only I wasn't so distrustful, response:	then things would've surely played out differently.
context: And I doubted Shibusen's every move.\I'm responsible for your defeat against the Kishin.\Pathetic...\So useless!\If there was a hole somewhere, I'd hide in it.\If only...\If only I wasn't so distrustful,\then things would've surely played out differently. response:	To call me a God
context: I'm responsible for your defeat against the Kishin.\Pathetic...\So useless!\If there was a hole somewhere, I'd hide in it.\If only...\If only I wasn't so distrustful,\then things would've surely played out differently.\To call me a God response:	might be no more than an overstatement.
context: Pathetic...\So useless!\If there was a hole somewhere, I'd hide in it.\If only...\If only I wasn't so distrustful,\then things would've surely played out differently.\To call me a God\might be no more than an overstatement. response:	But...
context: So useless!\If there was a hole somewhere, I'd hide in it.\If only...\If only I wasn't so distrustful,\then things would've surely played out differently.\To call me a God\might be no more than an overstatement.\But... response:	Even so,
context: If there was a hole somewhere, I'd hide in it.\If only...\If only I wasn't so distrustful,\then things would've surely played out differently.\To call me a God\might be no more than an overstatement.\But...\Even so, response:	Kishin Asura!
context: If only...\If only I wasn't so distrustful,\then things would've surely played out differently.\To call me a God\might be no more than an overstatement.\But...\Even so,\Kishin Asura! response:	In the name of the Shinigami, I'll purge you!
context: If only I wasn't so distrustful,\then things would've surely played out differently.\To call me a God\might be no more than an overstatement.\But...\Even so,\Kishin Asura!\In the name of the Shinigami, I'll purge you! response:	Liz, Patty, let's do this!
context: then things would've surely played out differently.\To call me a God\might be no more than an overstatement.\But...\Even so,\Kishin Asura!\In the name of the Shinigami, I'll purge you!\Liz, Patty, let's do this! response:	Yessir!
context: To call me a God\might be no more than an overstatement.\But...\Even so,\Kishin Asura!\In the name of the Shinigami, I'll purge you!\Liz, Patty, let's do this!\Yessir! response:	Resonance of Souls!
context: might be no more than an overstatement.\But...\Even so,\Kishin Asura!\In the name of the Shinigami, I'll purge you!\Liz, Patty, let's do this!\Yessir!\Resonance of Souls! response:	Take a look at Kid's soul.
context: But...\Even so,\Kishin Asura!\In the name of the Shinigami, I'll purge you!\Liz, Patty, let's do this!\Yessir!\Resonance of Souls!\Take a look at Kid's soul. response:	Black Star,
context: Even so,\Kishin Asura!\In the name of the Shinigami, I'll purge you!\Liz, Patty, let's do this!\Yessir!\Resonance of Souls!\Take a look at Kid's soul.\Black Star, response:	follow my lead and back me up.
context: Kishin Asura!\In the name of the Shinigami, I'll purge you!\Liz, Patty, let's do this!\Yessir!\Resonance of Souls!\Take a look at Kid's soul.\Black Star,\follow my lead and back me up. response:	That's dirty, Kid!
context: In the name of the Shinigami, I'll purge you!\Liz, Patty, let's do this!\Yessir!\Resonance of Souls!\Take a look at Kid's soul.\Black Star,\follow my lead and back me up.\That's dirty, Kid! response:	Are you going to steal my spotlight at a crucial time like this?!
context: Liz, Patty, let's do this!\Yessir!\Resonance of Souls!\Take a look at Kid's soul.\Black Star,\follow my lead and back me up.\That's dirty, Kid!\Are you going to steal my spotlight at a crucial time like this?! response:	This is no time for you to fool around!
context: Yessir!\Resonance of Souls!\Take a look at Kid's soul.\Black Star,\follow my lead and back me up.\That's dirty, Kid!\Are you going to steal my spotlight at a crucial time like this?!\This is no time for you to fool around! response:	We must make sure that my next shot hits him.
context: Resonance of Souls!\Take a look at Kid's soul.\Black Star,\follow my lead and back me up.\That's dirty, Kid!\Are you going to steal my spotlight at a crucial time like this?!\This is no time for you to fool around!\We must make sure that my next shot hits him. response:	Until I'm ready, I'll need you to hold him back.
context: Take a look at Kid's soul.\Black Star,\follow my lead and back me up.\That's dirty, Kid!\Are you going to steal my spotlight at a crucial time like this?!\This is no time for you to fool around!\We must make sure that my next shot hits him.\Until I'm ready, I'll need you to hold him back. response:	That means...
context: Black Star,\follow my lead and back me up.\That's dirty, Kid!\Are you going to steal my spotlight at a crucial time like this?!\This is no time for you to fool around!\We must make sure that my next shot hits him.\Until I'm ready, I'll need you to hold him back.\That means... response:	I'm going to give it my all with this next shot.
context: follow my lead and back me up.\That's dirty, Kid!\Are you going to steal my spotlight at a crucial time like this?!\This is no time for you to fool around!\We must make sure that my next shot hits him.\Until I'm ready, I'll need you to hold him back.\That means...\I'm going to give it my all with this next shot. response:	And there'll be no second shots.
