context: Open your mind. Open your mind. response:	Far beyond the deep blue Earth, you and I shall meet...
context: Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Good morning!\Is something wrong?\Uh, no. response:	It's just hard for me to believe, you know?
context: Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Good morning!\Is something wrong?\Uh, no.\It's just hard for me to believe, you know? response:	A girl like you making breakfast for me...
context: I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Good morning!\Is something wrong?\Uh, no.\It's just hard for me to believe, you know?\A girl like you making breakfast for me... response:	Oh, never mind, it's nothing. Thanks for breakfast!
context: They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\Good morning!\Is something wrong?\Uh, no.\It's just hard for me to believe, you know?\A girl like you making breakfast for me...\Oh, never mind, it's nothing. Thanks for breakfast! response:	How is it?
context: The sky is so blue...\Good morning!\Is something wrong?\Uh, no.\It's just hard for me to believe, you know?\A girl like you making breakfast for me...\Oh, never mind, it's nothing. Thanks for breakfast!\How is it? response:	Mmm! It's delicious!
context: Good morning!\Is something wrong?\Uh, no.\It's just hard for me to believe, you know?\A girl like you making breakfast for me...\Oh, never mind, it's nothing. Thanks for breakfast!\How is it?\Mmm! It's delicious! response:	Oh, really? I'm so glad!
context: Is something wrong?\Uh, no.\It's just hard for me to believe, you know?\A girl like you making breakfast for me...\Oh, never mind, it's nothing. Thanks for breakfast!\How is it?\Mmm! It's delicious!\Oh, really? I'm so glad! response:	Huh? Time to go already?
context: Uh, no.\It's just hard for me to believe, you know?\A girl like you making breakfast for me...\Oh, never mind, it's nothing. Thanks for breakfast!\How is it?\Mmm! It's delicious!\Oh, really? I'm so glad!\Huh? Time to go already? response:	Are you going out now?
context: It's just hard for me to believe, you know?\A girl like you making breakfast for me...\Oh, never mind, it's nothing. Thanks for breakfast!\How is it?\Mmm! It's delicious!\Oh, really? I'm so glad!\Huh? Time to go already?\Are you going out now? response:	Yeah, I'll be at the university. I've got to be there first period today.
context: A girl like you making breakfast for me...\Oh, never mind, it's nothing. Thanks for breakfast!\How is it?\Mmm! It's delicious!\Oh, really? I'm so glad!\Huh? Time to go already?\Are you going out now?\Yeah, I'll be at the university. I've got to be there first period today. response:	University? Would that be the place we visited the other day?
context: Oh, never mind, it's nothing. Thanks for breakfast!\How is it?\Mmm! It's delicious!\Oh, really? I'm so glad!\Huh? Time to go already?\Are you going out now?\Yeah, I'll be at the university. I've got to be there first period today.\University? Would that be the place we visited the other day? response:	Yeah, that's right.
context: How is it?\Mmm! It's delicious!\Oh, really? I'm so glad!\Huh? Time to go already?\Are you going out now?\Yeah, I'll be at the university. I've got to be there first period today.\University? Would that be the place we visited the other day?\Yeah, that's right. response:	Would it be all right if I came along?
context: Mmm! It's delicious!\Oh, really? I'm so glad!\Huh? Time to go already?\Are you going out now?\Yeah, I'll be at the university. I've got to be there first period today.\University? Would that be the place we visited the other day?\Yeah, that's right.\Would it be all right if I came along? response:	Huh? Well, but you see...
context: Oh, really? I'm so glad!\Huh? Time to go already?\Are you going out now?\Yeah, I'll be at the university. I've got to be there first period today.\University? Would that be the place we visited the other day?\Yeah, that's right.\Would it be all right if I came along?\Huh? Well, but you see... response:	No?
context: Huh? Time to go already?\Are you going out now?\Yeah, I'll be at the university. I've got to be there first period today.\University? Would that be the place we visited the other day?\Yeah, that's right.\Would it be all right if I came along?\Huh? Well, but you see...\No? response:	That's not what I meant...
context: Are you going out now?\Yeah, I'll be at the university. I've got to be there first period today.\University? Would that be the place we visited the other day?\Yeah, that's right.\Would it be all right if I came along?\Huh? Well, but you see...\No?\That's not what I meant... response:	So I can come along!
context: Yeah, I'll be at the university. I've got to be there first period today.\University? Would that be the place we visited the other day?\Yeah, that's right.\Would it be all right if I came along?\Huh? Well, but you see...\No?\That's not what I meant...\So I can come along! response:	Will you accept these?
context: University? Would that be the place we visited the other day?\Yeah, that's right.\Would it be all right if I came along?\Huh? Well, but you see...\No?\That's not what I meant...\So I can come along!\Will you accept these? response:	Are you free this Saturday?
context: Yeah, that's right.\Would it be all right if I came along?\Huh? Well, but you see...\No?\That's not what I meant...\So I can come along!\Will you accept these?\Are you free this Saturday? response:	I'm sorry.
context: Would it be all right if I came along?\Huh? Well, but you see...\No?\That's not what I meant...\So I can come along!\Will you accept these?\Are you free this Saturday?\I'm sorry. response:	I've been invited to a yacht party that day with my father.
context: Huh? Well, but you see...\No?\That's not what I meant...\So I can come along!\Will you accept these?\Are you free this Saturday?\I'm sorry.\I've been invited to a yacht party that day with my father. response:	Miss Sayoko! I managed to get tickets for that concert you wanted to see!
context: No?\That's not what I meant...\So I can come along!\Will you accept these?\Are you free this Saturday?\I'm sorry.\I've been invited to a yacht party that day with my father.\Miss Sayoko! I managed to get tickets for that concert you wanted to see! response:	Oh, thanks.
context: That's not what I meant...\So I can come along!\Will you accept these?\Are you free this Saturday?\I'm sorry.\I've been invited to a yacht party that day with my father.\Miss Sayoko! I managed to get tickets for that concert you wanted to see!\Oh, thanks. response:	This is to prove my sincerity to you!
context: So I can come along!\Will you accept these?\Are you free this Saturday?\I'm sorry.\I've been invited to a yacht party that day with my father.\Miss Sayoko! I managed to get tickets for that concert you wanted to see!\Oh, thanks.\This is to prove my sincerity to you! response:	Hey, don't push!
context: Will you accept these?\Are you free this Saturday?\I'm sorry.\I've been invited to a yacht party that day with my father.\Miss Sayoko! I managed to get tickets for that concert you wanted to see!\Oh, thanks.\This is to prove my sincerity to you!\Hey, don't push! response:	What's that?
context: Are you free this Saturday?\I'm sorry.\I've been invited to a yacht party that day with my father.\Miss Sayoko! I managed to get tickets for that concert you wanted to see!\Oh, thanks.\This is to prove my sincerity to you!\Hey, don't push!\What's that? response:	Not Sayoko again!
context: I'm sorry.\I've been invited to a yacht party that day with my father.\Miss Sayoko! I managed to get tickets for that concert you wanted to see!\Oh, thanks.\This is to prove my sincerity to you!\Hey, don't push!\What's that?\Not Sayoko again! response:	Her dad's the CEO of some hotshot company, and she's so good-looking.
context: I've been invited to a yacht party that day with my father.\Miss Sayoko! I managed to get tickets for that concert you wanted to see!\Oh, thanks.\This is to prove my sincerity to you!\Hey, don't push!\What's that?\Not Sayoko again!\Her dad's the CEO of some hotshot company, and she's so good-looking. response:	No one can compete with that!
context: Miss Sayoko! I managed to get tickets for that concert you wanted to see!\Oh, thanks.\This is to prove my sincerity to you!\Hey, don't push!\What's that?\Not Sayoko again!\Her dad's the CEO of some hotshot company, and she's so good-looking.\No one can compete with that! response:	No girl in this school stands a chance against Sayoko...
context: Oh, thanks.\This is to prove my sincerity to you!\Hey, don't push!\What's that?\Not Sayoko again!\Her dad's the CEO of some hotshot company, and she's so good-looking.\No one can compete with that!\No girl in this school stands a chance against Sayoko... response:	Hey! Look over there!
context: This is to prove my sincerity to you!\Hey, don't push!\What's that?\Not Sayoko again!\Her dad's the CEO of some hotshot company, and she's so good-looking.\No one can compete with that!\No girl in this school stands a chance against Sayoko...\Hey! Look over there! response:	Who's she?
context: Hey, don't push!\What's that?\Not Sayoko again!\Her dad's the CEO of some hotshot company, and she's so good-looking.\No one can compete with that!\No girl in this school stands a chance against Sayoko...\Hey! Look over there!\Who's she? response:	The other day, I promised to take you on a tour of the campus, didn't I?
context: What's that?\Not Sayoko again!\Her dad's the CEO of some hotshot company, and she's so good-looking.\No one can compete with that!\No girl in this school stands a chance against Sayoko...\Hey! Look over there!\Who's she?\The other day, I promised to take you on a tour of the campus, didn't I? response:	Oh, my! I had no idea there'd be so many people around!
context: Not Sayoko again!\Her dad's the CEO of some hotshot company, and she's so good-looking.\No one can compete with that!\No girl in this school stands a chance against Sayoko...\Hey! Look over there!\Who's she?\The other day, I promised to take you on a tour of the campus, didn't I?\Oh, my! I had no idea there'd be so many people around! response:	It's not that I mind being with Belldandy...
context: Her dad's the CEO of some hotshot company, and she's so good-looking.\No one can compete with that!\No girl in this school stands a chance against Sayoko...\Hey! Look over there!\Who's she?\The other day, I promised to take you on a tour of the campus, didn't I?\Oh, my! I had no idea there'd be so many people around!\It's not that I mind being with Belldandy... response:	After all, she is a goddess.
context: No one can compete with that!\No girl in this school stands a chance against Sayoko...\Hey! Look over there!\Who's she?\The other day, I promised to take you on a tour of the campus, didn't I?\Oh, my! I had no idea there'd be so many people around!\It's not that I mind being with Belldandy...\After all, she is a goddess. response:	Who is that girl? I don't remember seeing her before.
context: No girl in this school stands a chance against Sayoko...\Hey! Look over there!\Who's she?\The other day, I promised to take you on a tour of the campus, didn't I?\Oh, my! I had no idea there'd be so many people around!\It's not that I mind being with Belldandy...\After all, she is a goddess.\Who is that girl? I don't remember seeing her before. response:	She's hot, huh?
context: Hey! Look over there!\Who's she?\The other day, I promised to take you on a tour of the campus, didn't I?\Oh, my! I had no idea there'd be so many people around!\It's not that I mind being with Belldandy...\After all, she is a goddess.\Who is that girl? I don't remember seeing her before.\She's hot, huh? response:	I think I'll make a pass at her!
context: Who's she?\The other day, I promised to take you on a tour of the campus, didn't I?\Oh, my! I had no idea there'd be so many people around!\It's not that I mind being with Belldandy...\After all, she is a goddess.\Who is that girl? I don't remember seeing her before.\She's hot, huh?\I think I'll make a pass at her! response:	How interesting!
context: The other day, I promised to take you on a tour of the campus, didn't I?\Oh, my! I had no idea there'd be so many people around!\It's not that I mind being with Belldandy...\After all, she is a goddess.\Who is that girl? I don't remember seeing her before.\She's hot, huh?\I think I'll make a pass at her!\How interesting! response:	She's daring to mount a challenge against me, eh?
context: Oh, my! I had no idea there'd be so many people around!\It's not that I mind being with Belldandy...\After all, she is a goddess.\Who is that girl? I don't remember seeing her before.\She's hot, huh?\I think I'll make a pass at her!\How interesting!\She's daring to mount a challenge against me, eh? response:	Ah! The Queen and the Goddess
context: It's not that I mind being with Belldandy...\After all, she is a goddess.\Who is that girl? I don't remember seeing her before.\She's hot, huh?\I think I'll make a pass at her!\How interesting!\She's daring to mount a challenge against me, eh?\Ah! The Queen and the Goddess response:	Wow, she's really cute.
context: After all, she is a goddess.\Who is that girl? I don't remember seeing her before.\She's hot, huh?\I think I'll make a pass at her!\How interesting!\She's daring to mount a challenge against me, eh?\Ah! The Queen and the Goddess\Wow, she's really cute. response:	Oh, jeez...
context: Who is that girl? I don't remember seeing her before.\She's hot, huh?\I think I'll make a pass at her!\How interesting!\She's daring to mount a challenge against me, eh?\Ah! The Queen and the Goddess\Wow, she's really cute.\Oh, jeez... response:	I just don't know what to make of everyone around here.
context: She's hot, huh?\I think I'll make a pass at her!\How interesting!\She's daring to mount a challenge against me, eh?\Ah! The Queen and the Goddess\Wow, she's really cute.\Oh, jeez...\I just don't know what to make of everyone around here. response:	Something might be about to happen to you, Keiichi!
context: I think I'll make a pass at her!\How interesting!\She's daring to mount a challenge against me, eh?\Ah! The Queen and the Goddess\Wow, she's really cute.\Oh, jeez...\I just don't know what to make of everyone around here.\Something might be about to happen to you, Keiichi! response:	If something happens, it'll be to you.
context: How interesting!\She's daring to mount a challenge against me, eh?\Ah! The Queen and the Goddess\Wow, she's really cute.\Oh, jeez...\I just don't know what to make of everyone around here.\Something might be about to happen to you, Keiichi!\If something happens, it'll be to you. response:	We're just on a walk, and now this. What is going to happen later?
context: She's daring to mount a challenge against me, eh?\Ah! The Queen and the Goddess\Wow, she's really cute.\Oh, jeez...\I just don't know what to make of everyone around here.\Something might be about to happen to you, Keiichi!\If something happens, it'll be to you.\We're just on a walk, and now this. What is going to happen later? response:	Morisato!
context: Ah! The Queen and the Goddess\Wow, she's really cute.\Oh, jeez...\I just don't know what to make of everyone around here.\Something might be about to happen to you, Keiichi!\If something happens, it'll be to you.\We're just on a walk, and now this. What is going to happen later?\Morisato! response:	How've you been doing, kid?
context: Wow, she's really cute.\Oh, jeez...\I just don't know what to make of everyone around here.\Something might be about to happen to you, Keiichi!\If something happens, it'll be to you.\We're just on a walk, and now this. What is going to happen later?\Morisato!\How've you been doing, kid? response:	The seniors! How've you been doing, kid?
context: Oh, jeez...\I just don't know what to make of everyone around here.\Something might be about to happen to you, Keiichi!\If something happens, it'll be to you.\We're just on a walk, and now this. What is going to happen later?\Morisato!\How've you been doing, kid?\The seniors! How've you been doing, kid? response:	By the way, Miss...
context: I just don't know what to make of everyone around here.\Something might be about to happen to you, Keiichi!\If something happens, it'll be to you.\We're just on a walk, and now this. What is going to happen later?\Morisato!\How've you been doing, kid?\The seniors! How've you been doing, kid?\By the way, Miss... response:	Your address and your number?
context: Something might be about to happen to you, Keiichi!\If something happens, it'll be to you.\We're just on a walk, and now this. What is going to happen later?\Morisato!\How've you been doing, kid?\The seniors! How've you been doing, kid?\By the way, Miss...\Your address and your number? response:	Why are you asking for her address?
context: If something happens, it'll be to you.\We're just on a walk, and now this. What is going to happen later?\Morisato!\How've you been doing, kid?\The seniors! How've you been doing, kid?\By the way, Miss...\Your address and your number?\Why are you asking for her address? response:	Idiot! Why are you asking for her address?
context: We're just on a walk, and now this. What is going to happen later?\Morisato!\How've you been doing, kid?\The seniors! How've you been doing, kid?\By the way, Miss...\Your address and your number?\Why are you asking for her address?\Idiot! Why are you asking for her address? response:	We'll send over the stuff you left at the dorm to your new place.
context: Morisato!\How've you been doing, kid?\The seniors! How've you been doing, kid?\By the way, Miss...\Your address and your number?\Why are you asking for her address?\Idiot! Why are you asking for her address?\We'll send over the stuff you left at the dorm to your new place. response:	Oh, I see.
context: How've you been doing, kid?\The seniors! How've you been doing, kid?\By the way, Miss...\Your address and your number?\Why are you asking for her address?\Idiot! Why are you asking for her address?\We'll send over the stuff you left at the dorm to your new place.\Oh, I see. response:	Does that mean they're shacking up together?
context: The seniors! How've you been doing, kid?\By the way, Miss...\Your address and your number?\Why are you asking for her address?\Idiot! Why are you asking for her address?\We'll send over the stuff you left at the dorm to your new place.\Oh, I see.\Does that mean they're shacking up together? response:	Who the hell knew?
context: By the way, Miss...\Your address and your number?\Why are you asking for her address?\Idiot! Why are you asking for her address?\We'll send over the stuff you left at the dorm to your new place.\Oh, I see.\Does that mean they're shacking up together?\Who the hell knew? response:	The question is, why would she go out with such a loser?
context: Your address and your number?\Why are you asking for her address?\Idiot! Why are you asking for her address?\We'll send over the stuff you left at the dorm to your new place.\Oh, I see.\Does that mean they're shacking up together?\Who the hell knew?\The question is, why would she go out with such a loser? response:	Sweetheart! You better jump ship to someone who's actually worthy of you!
context: Why are you asking for her address?\Idiot! Why are you asking for her address?\We'll send over the stuff you left at the dorm to your new place.\Oh, I see.\Does that mean they're shacking up together?\Who the hell knew?\The question is, why would she go out with such a loser?\Sweetheart! You better jump ship to someone who's actually worthy of you! response:	Don't break your parents' hearts!
context: Idiot! Why are you asking for her address?\We'll send over the stuff you left at the dorm to your new place.\Oh, I see.\Does that mean they're shacking up together?\Who the hell knew?\The question is, why would she go out with such a loser?\Sweetheart! You better jump ship to someone who's actually worthy of you!\Don't break your parents' hearts! response:	What do they mean by'shacking up together'?
context: We'll send over the stuff you left at the dorm to your new place.\Oh, I see.\Does that mean they're shacking up together?\Who the hell knew?\The question is, why would she go out with such a loser?\Sweetheart! You better jump ship to someone who's actually worthy of you!\Don't break your parents' hearts!\What do they mean by'shacking up together'? response:	Huh?
context: Oh, I see.\Does that mean they're shacking up together?\Who the hell knew?\The question is, why would she go out with such a loser?\Sweetheart! You better jump ship to someone who's actually worthy of you!\Don't break your parents' hearts!\What do they mean by'shacking up together'?\Huh? response:	Oh, well, it's like when a guy and a girl live together...
context: Does that mean they're shacking up together?\Who the hell knew?\The question is, why would she go out with such a loser?\Sweetheart! You better jump ship to someone who's actually worthy of you!\Don't break your parents' hearts!\What do they mean by'shacking up together'?\Huh?\Oh, well, it's like when a guy and a girl live together... response:	Here on Earth, do parents grieve when a man and woman live together?
context: Who the hell knew?\The question is, why would she go out with such a loser?\Sweetheart! You better jump ship to someone who's actually worthy of you!\Don't break your parents' hearts!\What do they mean by'shacking up together'?\Huh?\Oh, well, it's like when a guy and a girl live together...\Here on Earth, do parents grieve when a man and woman live together? response:	No, but living together kind of means you're involved in a lot of ways...
context: The question is, why would she go out with such a loser?\Sweetheart! You better jump ship to someone who's actually worthy of you!\Don't break your parents' hearts!\What do they mean by'shacking up together'?\Huh?\Oh, well, it's like when a guy and a girl live together...\Here on Earth, do parents grieve when a man and woman live together?\No, but living together kind of means you're involved in a lot of ways... response:	Involved in a lot of ways?
context: Sweetheart! You better jump ship to someone who's actually worthy of you!\Don't break your parents' hearts!\What do they mean by'shacking up together'?\Huh?\Oh, well, it's like when a guy and a girl live together...\Here on Earth, do parents grieve when a man and woman live together?\No, but living together kind of means you're involved in a lot of ways...\Involved in a lot of ways? response:	Hey, no, not in that way exactly, but...
context: Don't break your parents' hearts!\What do they mean by'shacking up together'?\Huh?\Oh, well, it's like when a guy and a girl live together...\Here on Earth, do parents grieve when a man and woman live together?\No, but living together kind of means you're involved in a lot of ways...\Involved in a lot of ways?\Hey, no, not in that way exactly, but... response:	Never mind that.
context: What do they mean by'shacking up together'?\Huh?\Oh, well, it's like when a guy and a girl live together...\Here on Earth, do parents grieve when a man and woman live together?\No, but living together kind of means you're involved in a lot of ways...\Involved in a lot of ways?\Hey, no, not in that way exactly, but...\Never mind that. response:	Let's take you on a campus tour.
context: Huh?\Oh, well, it's like when a guy and a girl live together...\Here on Earth, do parents grieve when a man and woman live together?\No, but living together kind of means you're involved in a lot of ways...\Involved in a lot of ways?\Hey, no, not in that way exactly, but...\Never mind that.\Let's take you on a campus tour. response:	Come on, let's go! Let's take you on a campus tour.
context: Oh, well, it's like when a guy and a girl live together...\Here on Earth, do parents grieve when a man and woman live together?\No, but living together kind of means you're involved in a lot of ways...\Involved in a lot of ways?\Hey, no, not in that way exactly, but...\Never mind that.\Let's take you on a campus tour.\Come on, let's go! Let's take you on a campus tour. response:	Hey!
context: Here on Earth, do parents grieve when a man and woman live together?\No, but living together kind of means you're involved in a lot of ways...\Involved in a lot of ways?\Hey, no, not in that way exactly, but...\Never mind that.\Let's take you on a campus tour.\Come on, let's go! Let's take you on a campus tour.\Hey! response:	Morisato! I just remembered I have an errand for you.
context: No, but living together kind of means you're involved in a lot of ways...\Involved in a lot of ways?\Hey, no, not in that way exactly, but...\Never mind that.\Let's take you on a campus tour.\Come on, let's go! Let's take you on a campus tour.\Hey!\Morisato! I just remembered I have an errand for you. response:	I need you to bring me something from the club room.
context: Involved in a lot of ways?\Hey, no, not in that way exactly, but...\Never mind that.\Let's take you on a campus tour.\Come on, let's go! Let's take you on a campus tour.\Hey!\Morisato! I just remembered I have an errand for you.\I need you to bring me something from the club room. response:	Can't you...
context: Hey, no, not in that way exactly, but...\Never mind that.\Let's take you on a campus tour.\Come on, let's go! Let's take you on a campus tour.\Hey!\Morisato! I just remembered I have an errand for you.\I need you to bring me something from the club room.\Can't you... response:	On the double!
context: Never mind that.\Let's take you on a campus tour.\Come on, let's go! Let's take you on a campus tour.\Hey!\Morisato! I just remembered I have an errand for you.\I need you to bring me something from the club room.\Can't you...\On the double! response:	Yes! On the double!
context: Let's take you on a campus tour.\Come on, let's go! Let's take you on a campus tour.\Hey!\Morisato! I just remembered I have an errand for you.\I need you to bring me something from the club room.\Can't you...\On the double!\Yes! On the double! response:	S-Senior?
context: Come on, let's go! Let's take you on a campus tour.\Hey!\Morisato! I just remembered I have an errand for you.\I need you to bring me something from the club room.\Can't you...\On the double!\Yes! On the double!\S-Senior? response:	Yo. Den-chan?
context: Hey!\Morisato! I just remembered I have an errand for you.\I need you to bring me something from the club room.\Can't you...\On the double!\Yes! On the double!\S-Senior?\Yo. Den-chan? response:	Don't tell me this was caused by...
context: Morisato! I just remembered I have an errand for you.\I need you to bring me something from the club room.\Can't you...\On the double!\Yes! On the double!\S-Senior?\Yo. Den-chan?\Don't tell me this was caused by... response:	You mean that thing that reacts when something tries to separate us?
context: I need you to bring me something from the club room.\Can't you...\On the double!\Yes! On the double!\S-Senior?\Yo. Den-chan?\Don't tell me this was caused by...\You mean that thing that reacts when something tries to separate us? response:	Yes.
context: Can't you...\On the double!\Yes! On the double!\S-Senior?\Yo. Den-chan?\Don't tell me this was caused by...\You mean that thing that reacts when something tries to separate us?\Yes. response:	I see. I hope it doesn't turn into a huge headache for us.
context: On the double!\Yes! On the double!\S-Senior?\Yo. Den-chan?\Don't tell me this was caused by...\You mean that thing that reacts when something tries to separate us?\Yes.\I see. I hope it doesn't turn into a huge headache for us. response:	Humph! Just you wait.
context: Yes! On the double!\S-Senior?\Yo. Den-chan?\Don't tell me this was caused by...\You mean that thing that reacts when something tries to separate us?\Yes.\I see. I hope it doesn't turn into a huge headache for us.\Humph! Just you wait. response:	You'll learn about many things here.
context: S-Senior?\Yo. Den-chan?\Don't tell me this was caused by...\You mean that thing that reacts when something tries to separate us?\Yes.\I see. I hope it doesn't turn into a huge headache for us.\Humph! Just you wait.\You'll learn about many things here. response:	Except this isn't really the class I'm supposed to be taking right now...
context: Yo. Den-chan?\Don't tell me this was caused by...\You mean that thing that reacts when something tries to separate us?\Yes.\I see. I hope it doesn't turn into a huge headache for us.\Humph! Just you wait.\You'll learn about many things here.\Except this isn't really the class I'm supposed to be taking right now... response:	No problem, I'm in this class.
context: Don't tell me this was caused by...\You mean that thing that reacts when something tries to separate us?\Yes.\I see. I hope it doesn't turn into a huge headache for us.\Humph! Just you wait.\You'll learn about many things here.\Except this isn't really the class I'm supposed to be taking right now...\No problem, I'm in this class. response:	Well, the last thing we need is for the System Force to kick in again.
context: You mean that thing that reacts when something tries to separate us?\Yes.\I see. I hope it doesn't turn into a huge headache for us.\Humph! Just you wait.\You'll learn about many things here.\Except this isn't really the class I'm supposed to be taking right now...\No problem, I'm in this class.\Well, the last thing we need is for the System Force to kick in again. response:	I have no choice.
context: Yes.\I see. I hope it doesn't turn into a huge headache for us.\Humph! Just you wait.\You'll learn about many things here.\Except this isn't really the class I'm supposed to be taking right now...\No problem, I'm in this class.\Well, the last thing we need is for the System Force to kick in again.\I have no choice. response:	Excuse me? I have no choice.
context: I see. I hope it doesn't turn into a huge headache for us.\Humph! Just you wait.\You'll learn about many things here.\Except this isn't really the class I'm supposed to be taking right now...\No problem, I'm in this class.\Well, the last thing we need is for the System Force to kick in again.\I have no choice.\Excuse me? I have no choice. response:	I'm sorry, but would you mind moving?
context: Humph! Just you wait.\You'll learn about many things here.\Except this isn't really the class I'm supposed to be taking right now...\No problem, I'm in this class.\Well, the last thing we need is for the System Force to kick in again.\I have no choice.\Excuse me? I have no choice.\I'm sorry, but would you mind moving? response:	That's my seat.
context: You'll learn about many things here.\Except this isn't really the class I'm supposed to be taking right now...\No problem, I'm in this class.\Well, the last thing we need is for the System Force to kick in again.\I have no choice.\Excuse me? I have no choice.\I'm sorry, but would you mind moving?\That's my seat. response:	Oh, is that so?
context: Except this isn't really the class I'm supposed to be taking right now...\No problem, I'm in this class.\Well, the last thing we need is for the System Force to kick in again.\I have no choice.\Excuse me? I have no choice.\I'm sorry, but would you mind moving?\That's my seat.\Oh, is that so? response:	But they never said anything about assigned seats...
context: No problem, I'm in this class.\Well, the last thing we need is for the System Force to kick in again.\I have no choice.\Excuse me? I have no choice.\I'm sorry, but would you mind moving?\That's my seat.\Oh, is that so?\But they never said anything about assigned seats... response:	Never mind. I'll move to that side.
context: Well, the last thing we need is for the System Force to kick in again.\I have no choice.\Excuse me? I have no choice.\I'm sorry, but would you mind moving?\That's my seat.\Oh, is that so?\But they never said anything about assigned seats...\Never mind. I'll move to that side. response:	Just a minute.
context: I have no choice.\Excuse me? I have no choice.\I'm sorry, but would you mind moving?\That's my seat.\Oh, is that so?\But they never said anything about assigned seats...\Never mind. I'll move to that side.\Just a minute. response:	I'm talking to you.
context: Excuse me? I have no choice.\I'm sorry, but would you mind moving?\That's my seat.\Oh, is that so?\But they never said anything about assigned seats...\Never mind. I'll move to that side.\Just a minute.\I'm talking to you. response:	If you give up your seat, then you'll be admitting defeat.
context: I'm sorry, but would you mind moving?\That's my seat.\Oh, is that so?\But they never said anything about assigned seats...\Never mind. I'll move to that side.\Just a minute.\I'm talking to you.\If you give up your seat, then you'll be admitting defeat. response:	And if you refuse, everyone will think you're a little bitch.
