context: Episode 7 response:	Saturday Night
context: But I had fun listening to Yoshida-san's ramen lecture over tea.\Yano-san, Yoshida-san.\Curry tonight, huh, Sawako?\Curry tonight, huh?\The phone's ringing.\Hello, Kuronuma residence.\Ignoring me tonight, huh?\Sawako, it's from your friend! response:	Hey, Sadako,
context: Yano-san, Yoshida-san.\Curry tonight, huh, Sawako?\Curry tonight, huh?\The phone's ringing.\Hello, Kuronuma residence.\Ignoring me tonight, huh?\Sawako, it's from your friend!\Hey, Sadako, response:	we're having ramen tonight.
context: Curry tonight, huh, Sawako?\Curry tonight, huh?\The phone's ringing.\Hello, Kuronuma residence.\Ignoring me tonight, huh?\Sawako, it's from your friend!\Hey, Sadako,\we're having ramen tonight. response:	We are?
context: Curry tonight, huh?\The phone's ringing.\Hello, Kuronuma residence.\Ignoring me tonight, huh?\Sawako, it's from your friend!\Hey, Sadako,\we're having ramen tonight.\We are? response:	Let's go, ramen revenge!
context: The phone's ringing.\Hello, Kuronuma residence.\Ignoring me tonight, huh?\Sawako, it's from your friend!\Hey, Sadako,\we're having ramen tonight.\We are?\Let's go, ramen revenge! response:	Can I go eat ramen with my friends?
context: Hello, Kuronuma residence.\Ignoring me tonight, huh?\Sawako, it's from your friend!\Hey, Sadako,\we're having ramen tonight.\We are?\Let's go, ramen revenge!\Can I go eat ramen with my friends? response:	Friends?!
context: Ignoring me tonight, huh?\Sawako, it's from your friend!\Hey, Sadako,\we're having ramen tonight.\We are?\Let's go, ramen revenge!\Can I go eat ramen with my friends?\Friends?! response:	Sure, sure, go, hurry.
context: Sawako, it's from your friend!\Hey, Sadako,\we're having ramen tonight.\We are?\Let's go, ramen revenge!\Can I go eat ramen with my friends?\Friends?!\Sure, sure, go, hurry. response:	But I haven't served the curry yet.
context: Hey, Sadako,\we're having ramen tonight.\We are?\Let's go, ramen revenge!\Can I go eat ramen with my friends?\Friends?!\Sure, sure, go, hurry.\But I haven't served the curry yet. response:	It's fine.
context: we're having ramen tonight.\We are?\Let's go, ramen revenge!\Can I go eat ramen with my friends?\Friends?!\Sure, sure, go, hurry.\But I haven't served the curry yet.\It's fine. response:	Bring them over sometime, Sawako.
context: We are?\Let's go, ramen revenge!\Can I go eat ramen with my friends?\Friends?!\Sure, sure, go, hurry.\But I haven't served the curry yet.\It's fine.\Bring them over sometime, Sawako. response:	Yeah.
context: Let's go, ramen revenge!\Can I go eat ramen with my friends?\Friends?!\Sure, sure, go, hurry.\But I haven't served the curry yet.\It's fine.\Bring them over sometime, Sawako.\Yeah. response:	Her friends, huh?
context: Can I go eat ramen with my friends?\Friends?!\Sure, sure, go, hurry.\But I haven't served the curry yet.\It's fine.\Bring them over sometime, Sawako.\Yeah.\Her friends, huh? response:	She did say that she's pretty happy these days.
context: Friends?!\Sure, sure, go, hurry.\But I haven't served the curry yet.\It's fine.\Bring them over sometime, Sawako.\Yeah.\Her friends, huh?\She did say that she's pretty happy these days. response:	Oh yeah, she came home a little later than usual the other day.
context: Sure, sure, go, hurry.\But I haven't served the curry yet.\It's fine.\Bring them over sometime, Sawako.\Yeah.\Her friends, huh?\She did say that she's pretty happy these days.\Oh yeah, she came home a little later than usual the other day. response:	Is her friend a boy or a girl?!
context: But I haven't served the curry yet.\It's fine.\Bring them over sometime, Sawako.\Yeah.\Her friends, huh?\She did say that she's pretty happy these days.\Oh yeah, she came home a little later than usual the other day.\Is her friend a boy or a girl?! response:	I don't know.
context: It's fine.\Bring them over sometime, Sawako.\Yeah.\Her friends, huh?\She did say that she's pretty happy these days.\Oh yeah, she came home a little later than usual the other day.\Is her friend a boy or a girl?!\I don't know. response:	Hey, Sadako.
context: Bring them over sometime, Sawako.\Yeah.\Her friends, huh?\She did say that she's pretty happy these days.\Oh yeah, she came home a little later than usual the other day.\Is her friend a boy or a girl?!\I don't know.\Hey, Sadako. response:	Today's my big ramen initiation.
context: Yeah.\Her friends, huh?\She did say that she's pretty happy these days.\Oh yeah, she came home a little later than usual the other day.\Is her friend a boy or a girl?!\I don't know.\Hey, Sadako.\Today's my big ramen initiation. response:	Oh yeah, we don't have your cell number yet.
context: Her friends, huh?\She did say that she's pretty happy these days.\Oh yeah, she came home a little later than usual the other day.\Is her friend a boy or a girl?!\I don't know.\Hey, Sadako.\Today's my big ramen initiation.\Oh yeah, we don't have your cell number yet. response:	What is it?
context: She did say that she's pretty happy these days.\Oh yeah, she came home a little later than usual the other day.\Is her friend a boy or a girl?!\I don't know.\Hey, Sadako.\Today's my big ramen initiation.\Oh yeah, we don't have your cell number yet.\What is it? response:	I don't have one.
context: Oh yeah, she came home a little later than usual the other day.\Is her friend a boy or a girl?!\I don't know.\Hey, Sadako.\Today's my big ramen initiation.\Oh yeah, we don't have your cell number yet.\What is it?\I don't have one. response:	You don't have one?
context: Is her friend a boy or a girl?!\I don't know.\Hey, Sadako.\Today's my big ramen initiation.\Oh yeah, we don't have your cell number yet.\What is it?\I don't have one.\You don't have one? response:	I never thought I needed one.
context: I don't know.\Hey, Sadako.\Today's my big ramen initiation.\Oh yeah, we don't have your cell number yet.\What is it?\I don't have one.\You don't have one?\I never thought I needed one. response:	Oh, I guess.
context: Hey, Sadako.\Today's my big ramen initiation.\Oh yeah, we don't have your cell number yet.\What is it?\I don't have one.\You don't have one?\I never thought I needed one.\Oh, I guess. response:	Well, let me know if you do get one.
context: Today's my big ramen initiation.\Oh yeah, we don't have your cell number yet.\What is it?\I don't have one.\You don't have one?\I never thought I needed one.\Oh, I guess.\Well, let me know if you do get one. response:	Hey, Chizu-chan, here with your friends tonight?
context: Oh yeah, we don't have your cell number yet.\What is it?\I don't have one.\You don't have one?\I never thought I needed one.\Oh, I guess.\Well, let me know if you do get one.\Hey, Chizu-chan, here with your friends tonight? response:	Hey Pops, can you cut us a deal?
context: What is it?\I don't have one.\You don't have one?\I never thought I needed one.\Oh, I guess.\Well, let me know if you do get one.\Hey, Chizu-chan, here with your friends tonight?\Hey Pops, can you cut us a deal? response:	All right, you win again, Chizu-chan.
context: I don't have one.\You don't have one?\I never thought I needed one.\Oh, I guess.\Well, let me know if you do get one.\Hey, Chizu-chan, here with your friends tonight?\Hey Pops, can you cut us a deal?\All right, you win again, Chizu-chan. response:	Here you are
context: You don't have one?\I never thought I needed one.\Oh, I guess.\Well, let me know if you do get one.\Hey, Chizu-chan, here with your friends tonight?\Hey Pops, can you cut us a deal?\All right, you win again, Chizu-chan.\Here you are response:	I really wanted you to have the ramen here.
context: I never thought I needed one.\Oh, I guess.\Well, let me know if you do get one.\Hey, Chizu-chan, here with your friends tonight?\Hey Pops, can you cut us a deal?\All right, you win again, Chizu-chan.\Here you are\I really wanted you to have the ramen here. response:	It's really good.
context: Oh, I guess.\Well, let me know if you do get one.\Hey, Chizu-chan, here with your friends tonight?\Hey Pops, can you cut us a deal?\All right, you win again, Chizu-chan.\Here you are\I really wanted you to have the ramen here.\It's really good. response:	I'll have the usual.
context: Well, let me know if you do get one.\Hey, Chizu-chan, here with your friends tonight?\Hey Pops, can you cut us a deal?\All right, you win again, Chizu-chan.\Here you are\I really wanted you to have the ramen here.\It's really good.\I'll have the usual. response:	Okay.
context: Hey, Chizu-chan, here with your friends tonight?\Hey Pops, can you cut us a deal?\All right, you win again, Chizu-chan.\Here you are\I really wanted you to have the ramen here.\It's really good.\I'll have the usual.\Okay. response:	What's your order?
context: Hey Pops, can you cut us a deal?\All right, you win again, Chizu-chan.\Here you are\I really wanted you to have the ramen here.\It's really good.\I'll have the usual.\Okay.\What's your order? response:	I recommend miso.
context: All right, you win again, Chizu-chan.\Here you are\I really wanted you to have the ramen here.\It's really good.\I'll have the usual.\Okay.\What's your order?\I recommend miso. response:	I'll have miso then.
context: Here you are\I really wanted you to have the ramen here.\It's really good.\I'll have the usual.\Okay.\What's your order?\I recommend miso.\I'll have miso then. response:	I'll have shoyu.
context: I really wanted you to have the ramen here.\It's really good.\I'll have the usual.\Okay.\What's your order?\I recommend miso.\I'll have miso then.\I'll have shoyu. response:	I just said I recommend miso.
context: It's really good.\I'll have the usual.\Okay.\What's your order?\I recommend miso.\I'll have miso then.\I'll have shoyu.\I just said I recommend miso. response:	I've had it before.
context: I'll have the usual.\Okay.\What's your order?\I recommend miso.\I'll have miso then.\I'll have shoyu.\I just said I recommend miso.\I've had it before. response:	Not enough water.
context: Okay.\What's your order?\I recommend miso.\I'll have miso then.\I'll have shoyu.\I just said I recommend miso.\I've had it before.\Not enough water. response:	Here you go.
context: What's your order?\I recommend miso.\I'll have miso then.\I'll have shoyu.\I just said I recommend miso.\I've had it before.\Not enough water.\Here you go. response:	How can you let your customers notice before you do?
context: I recommend miso.\I'll have miso then.\I'll have shoyu.\I just said I recommend miso.\I've had it before.\Not enough water.\Here you go.\How can you let your customers notice before you do? response:	It's busy. Sorry.
context: I'll have miso then.\I'll have shoyu.\I just said I recommend miso.\I've had it before.\Not enough water.\Here you go.\How can you let your customers notice before you do?\It's busy. Sorry. response:	I thought I just saw Sanada-kun.
context: I'll have shoyu.\I just said I recommend miso.\I've had it before.\Not enough water.\Here you go.\How can you let your customers notice before you do?\It's busy. Sorry.\I thought I just saw Sanada-kun. response:	Yeah, it's Ryu.
context: I just said I recommend miso.\I've had it before.\Not enough water.\Here you go.\How can you let your customers notice before you do?\It's busy. Sorry.\I thought I just saw Sanada-kun.\Yeah, it's Ryu. response:	Oh yeah, this is Ryu's place.
context: I've had it before.\Not enough water.\Here you go.\How can you let your customers notice before you do?\It's busy. Sorry.\I thought I just saw Sanada-kun.\Yeah, it's Ryu.\Oh yeah, this is Ryu's place. response:	Miso's ready.
context: Not enough water.\Here you go.\How can you let your customers notice before you do?\It's busy. Sorry.\I thought I just saw Sanada-kun.\Yeah, it's Ryu.\Oh yeah, this is Ryu's place.\Miso's ready. response:	It's really good.
context: Here you go.\How can you let your customers notice before you do?\It's busy. Sorry.\I thought I just saw Sanada-kun.\Yeah, it's Ryu.\Oh yeah, this is Ryu's place.\Miso's ready.\It's really good. response:	Let's eat!
context: How can you let your customers notice before you do?\It's busy. Sorry.\I thought I just saw Sanada-kun.\Yeah, it's Ryu.\Oh yeah, this is Ryu's place.\Miso's ready.\It's really good.\Let's eat! response:	I'm stuffed.
context: It's busy. Sorry.\I thought I just saw Sanada-kun.\Yeah, it's Ryu.\Oh yeah, this is Ryu's place.\Miso's ready.\It's really good.\Let's eat!\I'm stuffed. response:	Your ramen's the best, Pops.
context: I thought I just saw Sanada-kun.\Yeah, it's Ryu.\Oh yeah, this is Ryu's place.\Miso's ready.\It's really good.\Let's eat!\I'm stuffed.\Your ramen's the best, Pops. response:	It was twice as good since I was with you guys.
context: Yeah, it's Ryu.\Oh yeah, this is Ryu's place.\Miso's ready.\It's really good.\Let's eat!\I'm stuffed.\Your ramen's the best, Pops.\It was twice as good since I was with you guys. response:	I'll be heading upstairs.
context: Oh yeah, this is Ryu's place.\Miso's ready.\It's really good.\Let's eat!\I'm stuffed.\Your ramen's the best, Pops.\It was twice as good since I was with you guys.\I'll be heading upstairs. response:	Yeah, make yourselves at home.
context: Miso's ready.\It's really good.\Let's eat!\I'm stuffed.\Your ramen's the best, Pops.\It was twice as good since I was with you guys.\I'll be heading upstairs.\Yeah, make yourselves at home. response:	Upstairs?
context: It's really good.\Let's eat!\I'm stuffed.\Your ramen's the best, Pops.\It was twice as good since I was with you guys.\I'll be heading upstairs.\Yeah, make yourselves at home.\Upstairs? response:	Just come in.
context: Let's eat!\I'm stuffed.\Your ramen's the best, Pops.\It was twice as good since I was with you guys.\I'll be heading upstairs.\Yeah, make yourselves at home.\Upstairs?\Just come in. response:	Was this your place?
context: I'm stuffed.\Your ramen's the best, Pops.\It was twice as good since I was with you guys.\I'll be heading upstairs.\Yeah, make yourselves at home.\Upstairs?\Just come in.\Was this your place? response:	No, why?
context: Your ramen's the best, Pops.\It was twice as good since I was with you guys.\I'll be heading upstairs.\Yeah, make yourselves at home.\Upstairs?\Just come in.\Was this your place?\No, why? response:	Can I really come in?
context: It was twice as good since I was with you guys.\I'll be heading upstairs.\Yeah, make yourselves at home.\Upstairs?\Just come in.\Was this your place?\No, why?\Can I really come in? response:	It's fine, what are you talking about?
context: I'll be heading upstairs.\Yeah, make yourselves at home.\Upstairs?\Just come in.\Was this your place?\No, why?\Can I really come in?\It's fine, what are you talking about? response:	Yoshida-san and Sanada-kun are really close, aren't they?
context: Yeah, make yourselves at home.\Upstairs?\Just come in.\Was this your place?\No, why?\Can I really come in?\It's fine, what are you talking about?\Yoshida-san and Sanada-kun are really close, aren't they? response:	Come on, make yourself comfortable.
context: Upstairs?\Just come in.\Was this your place?\No, why?\Can I really come in?\It's fine, what are you talking about?\Yoshida-san and Sanada-kun are really close, aren't they?\Come on, make yourself comfortable. response:	One second.
context: Just come in.\Was this your place?\No, why?\Can I really come in?\It's fine, what are you talking about?\Yoshida-san and Sanada-kun are really close, aren't they?\Come on, make yourself comfortable.\One second. response:	Hello?
context: Was this your place?\No, why?\Can I really come in?\It's fine, what are you talking about?\Yoshida-san and Sanada-kun are really close, aren't they?\Come on, make yourself comfortable.\One second.\Hello? response:	She's so popular.
context: No, why?\Can I really come in?\It's fine, what are you talking about?\Yoshida-san and Sanada-kun are really close, aren't they?\Come on, make yourself comfortable.\One second.\Hello?\She's so popular. response:	R-Right now? Sorry, I'm with friends tonight. I can't go.
context: Can I really come in?\It's fine, what are you talking about?\Yoshida-san and Sanada-kun are really close, aren't they?\Come on, make yourself comfortable.\One second.\Hello?\She's so popular.\R-Right now? Sorry, I'm with friends tonight. I can't go. response:	Girls.
context: It's fine, what are you talking about?\Yoshida-san and Sanada-kun are really close, aren't they?\Come on, make yourself comfortable.\One second.\Hello?\She's so popular.\R-Right now? Sorry, I'm with friends tonight. I can't go.\Girls. response:	Say something.
context: Yoshida-san and Sanada-kun are really close, aren't they?\Come on, make yourself comfortable.\One second.\Hello?\She's so popular.\R-Right now? Sorry, I'm with friends tonight. I can't go.\Girls.\Say something. response:	Miso ramen's the best ramen.
context: Come on, make yourself comfortable.\One second.\Hello?\She's so popular.\R-Right now? Sorry, I'm with friends tonight. I can't go.\Girls.\Say something.\Miso ramen's the best ramen. response:	Houichi's ear was
context: One second.\Hello?\She's so popular.\R-Right now? Sorry, I'm with friends tonight. I can't go.\Girls.\Say something.\Miso ramen's the best ramen.\Houichi's ear was response:	See?
context: Hello?\She's so popular.\R-Right now? Sorry, I'm with friends tonight. I can't go.\Girls.\Say something.\Miso ramen's the best ramen.\Houichi's ear was\See? response:	Okay, fine.
context: She's so popular.\R-Right now? Sorry, I'm with friends tonight. I can't go.\Girls.\Say something.\Miso ramen's the best ramen.\Houichi's ear was\See?\Okay, fine. response:	I'll text you.
context: R-Right now? Sorry, I'm with friends tonight. I can't go.\Girls.\Say something.\Miso ramen's the best ramen.\Houichi's ear was\See?\Okay, fine.\I'll text you. response:	See you.
context: Girls.\Say something.\Miso ramen's the best ramen.\Houichi's ear was\See?\Okay, fine.\I'll text you.\See you. response:	Boyfriend?
context: Say something.\Miso ramen's the best ramen.\Houichi's ear was\See?\Okay, fine.\I'll text you.\See you.\Boyfriend? response:	Yeah.
context: Miso ramen's the best ramen.\Houichi's ear was\See?\Okay, fine.\I'll text you.\See you.\Boyfriend?\Yeah. response:	Boyfriend?
context: Houichi's ear was\See?\Okay, fine.\I'll text you.\See you.\Boyfriend?\Yeah.\Boyfriend? response:	Your current boyfriend's in University, isn't he?
context: See?\Okay, fine.\I'll text you.\See you.\Boyfriend?\Yeah.\Boyfriend?\Your current boyfriend's in University, isn't he? response:	Don't say current.”
context: Okay, fine.\I'll text you.\See you.\Boyfriend?\Yeah.\Boyfriend?\Your current boyfriend's in University, isn't he?\Don't say current.” response:	Y-You're so grown up.
context: I'll text you.\See you.\Boyfriend?\Yeah.\Boyfriend?\Your current boyfriend's in University, isn't he?\Don't say current.”\Y-You're so grown up. response:	Don't worry.
context: See you.\Boyfriend?\Yeah.\Boyfriend?\Your current boyfriend's in University, isn't he?\Don't say current.”\Y-You're so grown up.\Don't worry. response:	You'll know what it means to be a grown-up soon enough.
context: Boyfriend?\Yeah.\Boyfriend?\Your current boyfriend's in University, isn't he?\Don't say current.”\Y-You're so grown up.\Don't worry.\You'll know what it means to be a grown-up soon enough. response:	Soon enough?
context: Yeah.\Boyfriend?\Your current boyfriend's in University, isn't he?\Don't say current.”\Y-You're so grown up.\Don't worry.\You'll know what it means to be a grown-up soon enough.\Soon enough? response:	You too, Chizu.
context: Boyfriend?\Your current boyfriend's in University, isn't he?\Don't say current.”\Y-You're so grown up.\Don't worry.\You'll know what it means to be a grown-up soon enough.\Soon enough?\You too, Chizu. response:	Grown-up? You can't beat up 99 guys, can you?
context: Your current boyfriend's in University, isn't he?\Don't say current.”\Y-You're so grown up.\Don't worry.\You'll know what it means to be a grown-up soon enough.\Soon enough?\You too, Chizu.\Grown-up? You can't beat up 99 guys, can you? response:	That's such a half-assed record, 99 in a row.
context: Don't say current.”\Y-You're so grown up.\Don't worry.\You'll know what it means to be a grown-up soon enough.\Soon enough?\You too, Chizu.\Grown-up? You can't beat up 99 guys, can you?\That's such a half-assed record, 99 in a row. response:	It's not half-assed, it's awesome.
context: Y-You're so grown up.\Don't worry.\You'll know what it means to be a grown-up soon enough.\Soon enough?\You too, Chizu.\Grown-up? You can't beat up 99 guys, can you?\That's such a half-assed record, 99 in a row.\It's not half-assed, it's awesome. response:	You should have gone for 100.
context: Don't worry.\You'll know what it means to be a grown-up soon enough.\Soon enough?\You too, Chizu.\Grown-up? You can't beat up 99 guys, can you?\That's such a half-assed record, 99 in a row.\It's not half-assed, it's awesome.\You should have gone for 100. response:	What was the 100th like?
context: You'll know what it means to be a grown-up soon enough.\Soon enough?\You too, Chizu.\Grown-up? You can't beat up 99 guys, can you?\That's such a half-assed record, 99 in a row.\It's not half-assed, it's awesome.\You should have gone for 100.\What was the 100th like? response:	Ryu.
context: Soon enough?\You too, Chizu.\Grown-up? You can't beat up 99 guys, can you?\That's such a half-assed record, 99 in a row.\It's not half-assed, it's awesome.\You should have gone for 100.\What was the 100th like?\Ryu. response:	Congratulations on your combo breaker, Ryu.
context: You too, Chizu.\Grown-up? You can't beat up 99 guys, can you?\That's such a half-assed record, 99 in a row.\It's not half-assed, it's awesome.\You should have gone for 100.\What was the 100th like?\Ryu.\Congratulations on your combo breaker, Ryu. response:	What a perfect time for you to come in.
context: Grown-up? You can't beat up 99 guys, can you?\That's such a half-assed record, 99 in a row.\It's not half-assed, it's awesome.\You should have gone for 100.\What was the 100th like?\Ryu.\Congratulations on your combo breaker, Ryu.\What a perfect time for you to come in. response:	It's my room.
context: That's such a half-assed record, 99 in a row.\It's not half-assed, it's awesome.\You should have gone for 100.\What was the 100th like?\Ryu.\Congratulations on your combo breaker, Ryu.\What a perfect time for you to come in.\It's my room. response:	Um, wait...
context: It's not half-assed, it's awesome.\You should have gone for 100.\What was the 100th like?\Ryu.\Congratulations on your combo breaker, Ryu.\What a perfect time for you to come in.\It's my room.\Um, wait... response:	Are you two lovers?
context: You should have gone for 100.\What was the 100th like?\Ryu.\Congratulations on your combo breaker, Ryu.\What a perfect time for you to come in.\It's my room.\Um, wait...\Are you two lovers? response:	I knew it!
context: What was the 100th like?\Ryu.\Congratulations on your combo breaker, Ryu.\What a perfect time for you to come in.\It's my room.\Um, wait...\Are you two lovers?\I knew it! response:	No!
context: Ryu.\Congratulations on your combo breaker, Ryu.\What a perfect time for you to come in.\It's my room.\Um, wait...\Are you two lovers?\I knew it!\No! response:	You could at least confirm or deny, Ryu.
context: Congratulations on your combo breaker, Ryu.\What a perfect time for you to come in.\It's my room.\Um, wait...\Are you two lovers?\I knew it!\No!\You could at least confirm or deny, Ryu. response:	Yeah.
context: What a perfect time for you to come in.\It's my room.\Um, wait...\Are you two lovers?\I knew it!\No!\You could at least confirm or deny, Ryu.\Yeah. response:	No don't confirm.
context: It's my room.\Um, wait...\Are you two lovers?\I knew it!\No!\You could at least confirm or deny, Ryu.\Yeah.\No don't confirm. response:	We're not.
context: Um, wait...\Are you two lovers?\I knew it!\No!\You could at least confirm or deny, Ryu.\Yeah.\No don't confirm.\We're not. response:	We're like brothers.
context: Are you two lovers?\I knew it!\No!\You could at least confirm or deny, Ryu.\Yeah.\No don't confirm.\We're not.\We're like brothers. response:	Wait, which is the older and younger brother?
context: I knew it!\No!\You could at least confirm or deny, Ryu.\Yeah.\No don't confirm.\We're not.\We're like brothers.\Wait, which is the older and younger brother? response:	I'm the older brother.
context: No!\You could at least confirm or deny, Ryu.\Yeah.\No don't confirm.\We're not.\We're like brothers.\Wait, which is the older and younger brother?\I'm the older brother. response:	Your birthday's later than mine.
context: You could at least confirm or deny, Ryu.\Yeah.\No don't confirm.\We're not.\We're like brothers.\Wait, which is the older and younger brother?\I'm the older brother.\Your birthday's later than mine. response:	Not to mention, he called you a brother.”
context: Yeah.\No don't confirm.\We're not.\We're like brothers.\Wait, which is the older and younger brother?\I'm the older brother.\Your birthday's later than mine.\Not to mention, he called you a brother.” response:	I see.
context: No don't confirm.\We're not.\We're like brothers.\Wait, which is the older and younger brother?\I'm the older brother.\Your birthday's later than mine.\Not to mention, he called you a brother.”\I see. response:	I wish I had siblings as well.
context: We're not.\We're like brothers.\Wait, which is the older and younger brother?\I'm the older brother.\Your birthday's later than mine.\Not to mention, he called you a brother.”\I see.\I wish I had siblings as well. response:	Come on, you too?
context: We're like brothers.\Wait, which is the older and younger brother?\I'm the older brother.\Your birthday's later than mine.\Not to mention, he called you a brother.”\I see.\I wish I had siblings as well.\Come on, you too? response:	Laughter.
context: Wait, which is the older and younger brother?\I'm the older brother.\Your birthday's later than mine.\Not to mention, he called you a brother.”\I see.\I wish I had siblings as well.\Come on, you too?\Laughter. response:	Liveliness.
context: I'm the older brother.\Your birthday's later than mine.\Not to mention, he called you a brother.”\I see.\I wish I had siblings as well.\Come on, you too?\Laughter.\Liveliness. response:	My beloved friends.
context: Your birthday's later than mine.\Not to mention, he called you a brother.”\I see.\I wish I had siblings as well.\Come on, you too?\Laughter.\Liveliness.\My beloved friends. response:	I'm allowed to be together with them, aren't I?
context: Not to mention, he called you a brother.”\I see.\I wish I had siblings as well.\Come on, you too?\Laughter.\Liveliness.\My beloved friends.\I'm allowed to be together with them, aren't I? response:	Hey, we should invite Kazehaya too.
context: I see.\I wish I had siblings as well.\Come on, you too?\Laughter.\Liveliness.\My beloved friends.\I'm allowed to be together with them, aren't I?\Hey, we should invite Kazehaya too. response:	Kazehaya-kun?
context: I wish I had siblings as well.\Come on, you too?\Laughter.\Liveliness.\My beloved friends.\I'm allowed to be together with them, aren't I?\Hey, we should invite Kazehaya too.\Kazehaya-kun? response:	We can't let Ryu have a harem to himself.
context: Come on, you too?\Laughter.\Liveliness.\My beloved friends.\I'm allowed to be together with them, aren't I?\Hey, we should invite Kazehaya too.\Kazehaya-kun?\We can't let Ryu have a harem to himself. response:	Yup.
context: Laughter.\Liveliness.\My beloved friends.\I'm allowed to be together with them, aren't I?\Hey, we should invite Kazehaya too.\Kazehaya-kun?\We can't let Ryu have a harem to himself.\Yup. response:	Harem...?
context: Liveliness.\My beloved friends.\I'm allowed to be together with them, aren't I?\Hey, we should invite Kazehaya too.\Kazehaya-kun?\We can't let Ryu have a harem to himself.\Yup.\Harem...? response:	Don't you feel weird being the only guy here, Ryu?
context: My beloved friends.\I'm allowed to be together with them, aren't I?\Hey, we should invite Kazehaya too.\Kazehaya-kun?\We can't let Ryu have a harem to himself.\Yup.\Harem...?\Don't you feel weird being the only guy here, Ryu? response:	Pass me your phone.
context: I'm allowed to be together with them, aren't I?\Hey, we should invite Kazehaya too.\Kazehaya-kun?\We can't let Ryu have a harem to himself.\Yup.\Harem...?\Don't you feel weird being the only guy here, Ryu?\Pass me your phone. response:	Sadako, you call him.
context: Hey, we should invite Kazehaya too.\Kazehaya-kun?\We can't let Ryu have a harem to himself.\Yup.\Harem...?\Don't you feel weird being the only guy here, Ryu?\Pass me your phone.\Sadako, you call him. response:	Here.
context: Kazehaya-kun?\We can't let Ryu have a harem to himself.\Yup.\Harem...?\Don't you feel weird being the only guy here, Ryu?\Pass me your phone.\Sadako, you call him.\Here. response:	M-Me?
