context: TS response:	OP
context: This is why I asked you to come.\In the Japanese army, you're the only one who survived the Scub Burst 10 years ago.\If you negotiate with Eureka,\you could very possibly convince her to cooperate with our country.\She's a good ship, captain.\Agent Nakamura, what exactly is the meaning of that?\Huh?\She got on board without asking a question. response:	Are you seriously going on a mission with your lover?
context: In the Japanese army, you're the only one who survived the Scub Burst 10 years ago.\If you negotiate with Eureka,\you could very possibly convince her to cooperate with our country.\She's a good ship, captain.\Agent Nakamura, what exactly is the meaning of that?\Huh?\She got on board without asking a question.\Are you seriously going on a mission with your lover? response:	Oh, I'm so scared!
context: If you negotiate with Eureka,\you could very possibly convince her to cooperate with our country.\She's a good ship, captain.\Agent Nakamura, what exactly is the meaning of that?\Huh?\She got on board without asking a question.\Are you seriously going on a mission with your lover?\Oh, I'm so scared! response:	What are you doing here, Truth?
context: you could very possibly convince her to cooperate with our country.\She's a good ship, captain.\Agent Nakamura, what exactly is the meaning of that?\Huh?\She got on board without asking a question.\Are you seriously going on a mission with your lover?\Oh, I'm so scared!\What are you doing here, Truth? response:	I dropped the Nirvash here.
context: She's a good ship, captain.\Agent Nakamura, what exactly is the meaning of that?\Huh?\She got on board without asking a question.\Are you seriously going on a mission with your lover?\Oh, I'm so scared!\What are you doing here, Truth?\I dropped the Nirvash here. response:	I'll take that woman for myself as well.
context: Agent Nakamura, what exactly is the meaning of that?\Huh?\She got on board without asking a question.\Are you seriously going on a mission with your lover?\Oh, I'm so scared!\What are you doing here, Truth?\I dropped the Nirvash here.\I'll take that woman for myself as well. response:	Don't forget that this ship is just on lookout.
context: Huh?\She got on board without asking a question.\Are you seriously going on a mission with your lover?\Oh, I'm so scared!\What are you doing here, Truth?\I dropped the Nirvash here.\I'll take that woman for myself as well.\Don't forget that this ship is just on lookout. response:	The government isn't determined enough yet to face off against Generation Bleu.
context: She got on board without asking a question.\Are you seriously going on a mission with your lover?\Oh, I'm so scared!\What are you doing here, Truth?\I dropped the Nirvash here.\I'll take that woman for myself as well.\Don't forget that this ship is just on lookout.\The government isn't determined enough yet to face off against Generation Bleu. response:	I can't have you causing trouble.
context: Are you seriously going on a mission with your lover?\Oh, I'm so scared!\What are you doing here, Truth?\I dropped the Nirvash here.\I'll take that woman for myself as well.\Don't forget that this ship is just on lookout.\The government isn't determined enough yet to face off against Generation Bleu.\I can't have you causing trouble. response:	Oh? I thought you liked trouble.
context: Oh, I'm so scared!\What are you doing here, Truth?\I dropped the Nirvash here.\I'll take that woman for myself as well.\Don't forget that this ship is just on lookout.\The government isn't determined enough yet to face off against Generation Bleu.\I can't have you causing trouble.\Oh? I thought you liked trouble. response:	Come on, we're so late!
context: What are you doing here, Truth?\I dropped the Nirvash here.\I'll take that woman for myself as well.\Don't forget that this ship is just on lookout.\The government isn't determined enough yet to face off against Generation Bleu.\I can't have you causing trouble.\Oh? I thought you liked trouble.\Come on, we're so late! response:	I'm sure you know we reentered the atmosphere as fast as we could.
context: I dropped the Nirvash here.\I'll take that woman for myself as well.\Don't forget that this ship is just on lookout.\The government isn't determined enough yet to face off against Generation Bleu.\I can't have you causing trouble.\Oh? I thought you liked trouble.\Come on, we're so late!\I'm sure you know we reentered the atmosphere as fast as we could. response:	But it's still weird that a woman came out of the Scub Coral!
context: I'll take that woman for myself as well.\Don't forget that this ship is just on lookout.\The government isn't determined enough yet to face off against Generation Bleu.\I can't have you causing trouble.\Oh? I thought you liked trouble.\Come on, we're so late!\I'm sure you know we reentered the atmosphere as fast as we could.\But it's still weird that a woman came out of the Scub Coral! response:	Ao hasn't been keeping in contact either...
context: Don't forget that this ship is just on lookout.\The government isn't determined enough yet to face off against Generation Bleu.\I can't have you causing trouble.\Oh? I thought you liked trouble.\Come on, we're so late!\I'm sure you know we reentered the atmosphere as fast as we could.\But it's still weird that a woman came out of the Scub Coral!\Ao hasn't been keeping in contact either... response:	Don't worry about it. Here, have this.
context: The government isn't determined enough yet to face off against Generation Bleu.\I can't have you causing trouble.\Oh? I thought you liked trouble.\Come on, we're so late!\I'm sure you know we reentered the atmosphere as fast as we could.\But it's still weird that a woman came out of the Scub Coral!\Ao hasn't been keeping in contact either...\Don't worry about it. Here, have this. response:	Who's this Eureka person anyway? Everyone acts weird whenever her name is mentioned.
context: I can't have you causing trouble.\Oh? I thought you liked trouble.\Come on, we're so late!\I'm sure you know we reentered the atmosphere as fast as we could.\But it's still weird that a woman came out of the Scub Coral!\Ao hasn't been keeping in contact either...\Don't worry about it. Here, have this.\Who's this Eureka person anyway? Everyone acts weird whenever her name is mentioned. response:	Chief Hannah even left space for her.
context: Oh? I thought you liked trouble.\Come on, we're so late!\I'm sure you know we reentered the atmosphere as fast as we could.\But it's still weird that a woman came out of the Scub Coral!\Ao hasn't been keeping in contact either...\Don't worry about it. Here, have this.\Who's this Eureka person anyway? Everyone acts weird whenever her name is mentioned.\Chief Hannah even left space for her. response:	She's a woman beyond common sense.
context: Come on, we're so late!\I'm sure you know we reentered the atmosphere as fast as we could.\But it's still weird that a woman came out of the Scub Coral!\Ao hasn't been keeping in contact either...\Don't worry about it. Here, have this.\Who's this Eureka person anyway? Everyone acts weird whenever her name is mentioned.\Chief Hannah even left space for her.\She's a woman beyond common sense. response:	I don't know what you're misunderstanding...
context: I'm sure you know we reentered the atmosphere as fast as we could.\But it's still weird that a woman came out of the Scub Coral!\Ao hasn't been keeping in contact either...\Don't worry about it. Here, have this.\Who's this Eureka person anyway? Everyone acts weird whenever her name is mentioned.\Chief Hannah even left space for her.\She's a woman beyond common sense.\I don't know what you're misunderstanding... response:	I'm not misunderstanding!
context: But it's still weird that a woman came out of the Scub Coral!\Ao hasn't been keeping in contact either...\Don't worry about it. Here, have this.\Who's this Eureka person anyway? Everyone acts weird whenever her name is mentioned.\Chief Hannah even left space for her.\She's a woman beyond common sense.\I don't know what you're misunderstanding...\I'm not misunderstanding! response:	Eureka is Ao's mother.
context: Ao hasn't been keeping in contact either...\Don't worry about it. Here, have this.\Who's this Eureka person anyway? Everyone acts weird whenever her name is mentioned.\Chief Hannah even left space for her.\She's a woman beyond common sense.\I don't know what you're misunderstanding...\I'm not misunderstanding!\Eureka is Ao's mother. response:	Yeah, I heard that, but I can't believe it!
context: Don't worry about it. Here, have this.\Who's this Eureka person anyway? Everyone acts weird whenever her name is mentioned.\Chief Hannah even left space for her.\She's a woman beyond common sense.\I don't know what you're misunderstanding...\I'm not misunderstanding!\Eureka is Ao's mother.\Yeah, I heard that, but I can't believe it! response:	I know she saved your life ten years ago.
context: Who's this Eureka person anyway? Everyone acts weird whenever her name is mentioned.\Chief Hannah even left space for her.\She's a woman beyond common sense.\I don't know what you're misunderstanding...\I'm not misunderstanding!\Eureka is Ao's mother.\Yeah, I heard that, but I can't believe it!\I know she saved your life ten years ago. response:	Right?
context: Chief Hannah even left space for her.\She's a woman beyond common sense.\I don't know what you're misunderstanding...\I'm not misunderstanding!\Eureka is Ao's mother.\Yeah, I heard that, but I can't believe it!\I know she saved your life ten years ago.\Right? response:	But what we have right now is a mysterious being that emerged along the Scub Coral.
context: She's a woman beyond common sense.\I don't know what you're misunderstanding...\I'm not misunderstanding!\Eureka is Ao's mother.\Yeah, I heard that, but I can't believe it!\I know she saved your life ten years ago.\Right?\But what we have right now is a mysterious being that emerged along the Scub Coral. response:	I'm well aware, Mama Hannah.
context: I don't know what you're misunderstanding...\I'm not misunderstanding!\Eureka is Ao's mother.\Yeah, I heard that, but I can't believe it!\I know she saved your life ten years ago.\Right?\But what we have right now is a mysterious being that emerged along the Scub Coral.\I'm well aware, Mama Hannah. response:	She's back... She's back... The birth...
context: I'm not misunderstanding!\Eureka is Ao's mother.\Yeah, I heard that, but I can't believe it!\I know she saved your life ten years ago.\Right?\But what we have right now is a mysterious being that emerged along the Scub Coral.\I'm well aware, Mama Hannah.\She's back... She's back... The birth... response:	How long has it been since Mama last went down to Earth?
context: Eureka is Ao's mother.\Yeah, I heard that, but I can't believe it!\I know she saved your life ten years ago.\Right?\But what we have right now is a mysterious being that emerged along the Scub Coral.\I'm well aware, Mama Hannah.\She's back... She's back... The birth...\How long has it been since Mama last went down to Earth? response:	Who's this Eureka anyway?
context: Yeah, I heard that, but I can't believe it!\I know she saved your life ten years ago.\Right?\But what we have right now is a mysterious being that emerged along the Scub Coral.\I'm well aware, Mama Hannah.\She's back... She's back... The birth...\How long has it been since Mama last went down to Earth?\Who's this Eureka anyway? response:	In the past, when a Scub Coral appears, a Secret emerges and a Scub Burst happens.
context: I know she saved your life ten years ago.\Right?\But what we have right now is a mysterious being that emerged along the Scub Coral.\I'm well aware, Mama Hannah.\She's back... She's back... The birth...\How long has it been since Mama last went down to Earth?\Who's this Eureka anyway?\In the past, when a Scub Coral appears, a Secret emerges and a Scub Burst happens. response:	That's the natural order. At least it was.
context: Right?\But what we have right now is a mysterious being that emerged along the Scub Coral.\I'm well aware, Mama Hannah.\She's back... She's back... The birth...\How long has it been since Mama last went down to Earth?\Who's this Eureka anyway?\In the past, when a Scub Coral appears, a Secret emerges and a Scub Burst happens.\That's the natural order. At least it was. response:	But ten years ago in Okinawa,
context: But what we have right now is a mysterious being that emerged along the Scub Coral.\I'm well aware, Mama Hannah.\She's back... She's back... The birth...\How long has it been since Mama last went down to Earth?\Who's this Eureka anyway?\In the past, when a Scub Coral appears, a Secret emerges and a Scub Burst happens.\That's the natural order. At least it was.\But ten years ago in Okinawa, response:	for the first time, mankind fought back against the Secrets.
context: I'm well aware, Mama Hannah.\She's back... She's back... The birth...\How long has it been since Mama last went down to Earth?\Who's this Eureka anyway?\In the past, when a Scub Coral appears, a Secret emerges and a Scub Burst happens.\That's the natural order. At least it was.\But ten years ago in Okinawa,\for the first time, mankind fought back against the Secrets. response:	We were taught that Scub Bursts can be stopped.
context: She's back... She's back... The birth...\How long has it been since Mama last went down to Earth?\Who's this Eureka anyway?\In the past, when a Scub Coral appears, a Secret emerges and a Scub Burst happens.\That's the natural order. At least it was.\But ten years ago in Okinawa,\for the first time, mankind fought back against the Secrets.\We were taught that Scub Bursts can be stopped. response:	It was...
context: How long has it been since Mama last went down to Earth?\Who's this Eureka anyway?\In the past, when a Scub Coral appears, a Secret emerges and a Scub Burst happens.\That's the natural order. At least it was.\But ten years ago in Okinawa,\for the first time, mankind fought back against the Secrets.\We were taught that Scub Bursts can be stopped.\It was... response:	Eureka?
context: Who's this Eureka anyway?\In the past, when a Scub Coral appears, a Secret emerges and a Scub Burst happens.\That's the natural order. At least it was.\But ten years ago in Okinawa,\for the first time, mankind fought back against the Secrets.\We were taught that Scub Bursts can be stopped.\It was...\Eureka? response:	That was when Generation Bleu was founded.
context: In the past, when a Scub Coral appears, a Secret emerges and a Scub Burst happens.\That's the natural order. At least it was.\But ten years ago in Okinawa,\for the first time, mankind fought back against the Secrets.\We were taught that Scub Bursts can be stopped.\It was...\Eureka?\That was when Generation Bleu was founded. response:	This is bad.
context: That's the natural order. At least it was.\But ten years ago in Okinawa,\for the first time, mankind fought back against the Secrets.\We were taught that Scub Bursts can be stopped.\It was...\Eureka?\That was when Generation Bleu was founded.\This is bad. response:	Not only is the Japanese Navy heading there, the Okinawan Allied Forces are making an appearance too.
context: But ten years ago in Okinawa,\for the first time, mankind fought back against the Secrets.\We were taught that Scub Bursts can be stopped.\It was...\Eureka?\That was when Generation Bleu was founded.\This is bad.\Not only is the Japanese Navy heading there, the Okinawan Allied Forces are making an appearance too. response:	It's still not too late to command Fukai Ao
context: for the first time, mankind fought back against the Secrets.\We were taught that Scub Bursts can be stopped.\It was...\Eureka?\That was when Generation Bleu was founded.\This is bad.\Not only is the Japanese Navy heading there, the Okinawan Allied Forces are making an appearance too.\It's still not too late to command Fukai Ao response:	to bring back the woman that looks like Eureka.
context: We were taught that Scub Bursts can be stopped.\It was...\Eureka?\That was when Generation Bleu was founded.\This is bad.\Not only is the Japanese Navy heading there, the Okinawan Allied Forces are making an appearance too.\It's still not too late to command Fukai Ao\to bring back the woman that looks like Eureka. response:	Then we would have to abandon that huge ship.
context: It was...\Eureka?\That was when Generation Bleu was founded.\This is bad.\Not only is the Japanese Navy heading there, the Okinawan Allied Forces are making an appearance too.\It's still not too late to command Fukai Ao\to bring back the woman that looks like Eureka.\Then we would have to abandon that huge ship. response:	We can't let Japan or America have it.
context: Eureka?\That was when Generation Bleu was founded.\This is bad.\Not only is the Japanese Navy heading there, the Okinawan Allied Forces are making an appearance too.\It's still not too late to command Fukai Ao\to bring back the woman that looks like Eureka.\Then we would have to abandon that huge ship.\We can't let Japan or America have it. response:	Such a complete sample is unprecedented.
context: That was when Generation Bleu was founded.\This is bad.\Not only is the Japanese Navy heading there, the Okinawan Allied Forces are making an appearance too.\It's still not too late to command Fukai Ao\to bring back the woman that looks like Eureka.\Then we would have to abandon that huge ship.\We can't let Japan or America have it.\Such a complete sample is unprecedented. response:	Ao is also on highest alert.
context: This is bad.\Not only is the Japanese Navy heading there, the Okinawan Allied Forces are making an appearance too.\It's still not too late to command Fukai Ao\to bring back the woman that looks like Eureka.\Then we would have to abandon that huge ship.\We can't let Japan or America have it.\Such a complete sample is unprecedented.\Ao is also on highest alert. response:	Is it really a good idea to leave it to a kid
context: Not only is the Japanese Navy heading there, the Okinawan Allied Forces are making an appearance too.\It's still not too late to command Fukai Ao\to bring back the woman that looks like Eureka.\Then we would have to abandon that huge ship.\We can't let Japan or America have it.\Such a complete sample is unprecedented.\Ao is also on highest alert.\Is it really a good idea to leave it to a kid response:	instead of dispatching team Goldilocks?
