context: My name is Glass. response:	Feel free to consider me your enemy, hero.
context: High Quick!\Eight kicks in a single instant? How very admirable.\But they cannot touch me.\Not even worthy of mention.\Both of you, get behind me!\Shield Prison!\Reverse Four Seasons.\I'm impressed that you're still standing after that attack. response:	Now, when exactly do you plan on using that flaming shield from before?
context: Eight kicks in a single instant? How very admirable.\But they cannot touch me.\Not even worthy of mention.\Both of you, get behind me!\Shield Prison!\Reverse Four Seasons.\I'm impressed that you're still standing after that attack.\Now, when exactly do you plan on using that flaming shield from before? response:	Naofumi-sama...
context: But they cannot touch me.\Not even worthy of mention.\Both of you, get behind me!\Shield Prison!\Reverse Four Seasons.\I'm impressed that you're still standing after that attack.\Now, when exactly do you plan on using that flaming shield from before?\Naofumi-sama... response:	Come forth, Rage Shield!
context: Not even worthy of mention.\Both of you, get behind me!\Shield Prison!\Reverse Four Seasons.\I'm impressed that you're still standing after that attack.\Now, when exactly do you plan on using that flaming shield from before?\Naofumi-sama...\Come forth, Rage Shield! response:	I told you.
context: Both of you, get behind me!\Shield Prison!\Reverse Four Seasons.\I'm impressed that you're still standing after that attack.\Now, when exactly do you plan on using that flaming shield from before?\Naofumi-sama...\Come forth, Rage Shield!\I told you. response:	You cannot touch me.
context: Shield Prison!\Reverse Four Seasons.\I'm impressed that you're still standing after that attack.\Now, when exactly do you plan on using that flaming shield from before?\Naofumi-sama...\Come forth, Rage Shield!\I told you.\You cannot touch me. response:	Filo!
context: Reverse Four Seasons.\I'm impressed that you're still standing after that attack.\Now, when exactly do you plan on using that flaming shield from before?\Naofumi-sama...\Come forth, Rage Shield!\I told you.\You cannot touch me.\Filo! response:	Raphtalia, take care of Filo.
context: I'm impressed that you're still standing after that attack.\Now, when exactly do you plan on using that flaming shield from before?\Naofumi-sama...\Come forth, Rage Shield!\I told you.\You cannot touch me.\Filo!\Raphtalia, take care of Filo. response:	Your flame is too cold to burn me.
context: Now, when exactly do you plan on using that flaming shield from before?\Naofumi-sama...\Come forth, Rage Shield!\I told you.\You cannot touch me.\Filo!\Raphtalia, take care of Filo.\Your flame is too cold to burn me. response:	Rupture-Stance Rondo: Tortoise Shell Cracker.
context: Naofumi-sama...\Come forth, Rage Shield!\I told you.\You cannot touch me.\Filo!\Raphtalia, take care of Filo.\Your flame is too cold to burn me.\Rupture-Stance Rondo: Tortoise Shell Cracker. response:	Naofumi-sama!
context: Come forth, Rage Shield!\I told you.\You cannot touch me.\Filo!\Raphtalia, take care of Filo.\Your flame is too cold to burn me.\Rupture-Stance Rondo: Tortoise Shell Cracker.\Naofumi-sama! response:	Even that isn't enough to bring you down?
context: I told you.\You cannot touch me.\Filo!\Raphtalia, take care of Filo.\Your flame is too cold to burn me.\Rupture-Stance Rondo: Tortoise Shell Cracker.\Naofumi-sama!\Even that isn't enough to bring you down? response:	If nothing else, I see your defense lives up to your title of hero.
context: You cannot touch me.\Filo!\Raphtalia, take care of Filo.\Your flame is too cold to burn me.\Rupture-Stance Rondo: Tortoise Shell Cracker.\Naofumi-sama!\Even that isn't enough to bring you down?\If nothing else, I see your defense lives up to your title of hero. response:	Aw, you flatter me.
context: Filo!\Raphtalia, take care of Filo.\Your flame is too cold to burn me.\Rupture-Stance Rondo: Tortoise Shell Cracker.\Naofumi-sama!\Even that isn't enough to bring you down?\If nothing else, I see your defense lives up to your title of hero.\Aw, you flatter me. response:	However, your dark flame only activates with close-quarter attacks.
context: Raphtalia, take care of Filo.\Your flame is too cold to burn me.\Rupture-Stance Rondo: Tortoise Shell Cracker.\Naofumi-sama!\Even that isn't enough to bring you down?\If nothing else, I see your defense lives up to your title of hero.\Aw, you flatter me.\However, your dark flame only activates with close-quarter attacks. response:	Not when you attack from range.
context: Your flame is too cold to burn me.\Rupture-Stance Rondo: Tortoise Shell Cracker.\Naofumi-sama!\Even that isn't enough to bring you down?\If nothing else, I see your defense lives up to your title of hero.\Aw, you flatter me.\However, your dark flame only activates with close-quarter attacks.\Not when you attack from range. response:	You have an ace up your sleeve, do you not?
context: Rupture-Stance Rondo: Tortoise Shell Cracker.\Naofumi-sama!\Even that isn't enough to bring you down?\If nothing else, I see your defense lives up to your title of hero.\Aw, you flatter me.\However, your dark flame only activates with close-quarter attacks.\Not when you attack from range.\You have an ace up your sleeve, do you not? response:	Don't hold it back. Show it to me.
context: Naofumi-sama!\Even that isn't enough to bring you down?\If nothing else, I see your defense lives up to your title of hero.\Aw, you flatter me.\However, your dark flame only activates with close-quarter attacks.\Not when you attack from range.\You have an ace up your sleeve, do you not?\Don't hold it back. Show it to me. response:	Very well, if you insist.
context: Even that isn't enough to bring you down?\If nothing else, I see your defense lives up to your title of hero.\Aw, you flatter me.\However, your dark flame only activates with close-quarter attacks.\Not when you attack from range.\You have an ace up your sleeve, do you not?\Don't hold it back. Show it to me.\Very well, if you insist. response:	Shield Prison!
context: If nothing else, I see your defense lives up to your title of hero.\Aw, you flatter me.\However, your dark flame only activates with close-quarter attacks.\Not when you attack from range.\You have an ace up your sleeve, do you not?\Don't hold it back. Show it to me.\Very well, if you insist.\Shield Prison! response:	Change Shield!
context: Aw, you flatter me.\However, your dark flame only activates with close-quarter attacks.\Not when you attack from range.\You have an ace up your sleeve, do you not?\Don't hold it back. Show it to me.\Very well, if you insist.\Shield Prison!\Change Shield! response:	Iron Maiden!
context: However, your dark flame only activates with close-quarter attacks.\Not when you attack from range.\You have an ace up your sleeve, do you not?\Don't hold it back. Show it to me.\Very well, if you insist.\Shield Prison!\Change Shield!\Iron Maiden! response:	It's even less potent than I thought it would be.
context: Not when you attack from range.\You have an ace up your sleeve, do you not?\Don't hold it back. Show it to me.\Very well, if you insist.\Shield Prison!\Change Shield!\Iron Maiden!\It's even less potent than I thought it would be. response:	Wha...
context: You have an ace up your sleeve, do you not?\Don't hold it back. Show it to me.\Very well, if you insist.\Shield Prison!\Change Shield!\Iron Maiden!\It's even less potent than I thought it would be.\Wha... response:	Such a disappointment.
context: Don't hold it back. Show it to me.\Very well, if you insist.\Shield Prison!\Change Shield!\Iron Maiden!\It's even less potent than I thought it would be.\Wha...\Such a disappointment. response:	Is there... Is there nothing we can do?
context: Very well, if you insist.\Shield Prison!\Change Shield!\Iron Maiden!\It's even less potent than I thought it would be.\Wha...\Such a disappointment.\Is there... Is there nothing we can do? response:	The time limit?
context: Shield Prison!\Change Shield!\Iron Maiden!\It's even less potent than I thought it would be.\Wha...\Such a disappointment.\Is there... Is there nothing we can do?\The time limit? response:	I didn't expect to hit it so soon.
context: Change Shield!\Iron Maiden!\It's even less potent than I thought it would be.\Wha...\Such a disappointment.\Is there... Is there nothing we can do?\The time limit?\I didn't expect to hit it so soon. response:	When I give the sign, use light magic.
context: Iron Maiden!\It's even less potent than I thought it would be.\Wha...\Such a disappointment.\Is there... Is there nothing we can do?\The time limit?\I didn't expect to hit it so soon.\When I give the sign, use light magic. response:	The battle of the Wave will end in our victory.
context: It's even less potent than I thought it would be.\Wha...\Such a disappointment.\Is there... Is there nothing we can do?\The time limit?\I didn't expect to hit it so soon.\When I give the sign, use light magic.\The battle of the Wave will end in our victory. response:	I have nothing against you, but it is what it is.
context: Wha...\Such a disappointment.\Is there... Is there nothing we can do?\The time limit?\I didn't expect to hit it so soon.\When I give the sign, use light magic.\The battle of the Wave will end in our victory.\I have nothing against you, but it is what it is. response:	Now!
context: Such a disappointment.\Is there... Is there nothing we can do?\The time limit?\I didn't expect to hit it so soon.\When I give the sign, use light magic.\The battle of the Wave will end in our victory.\I have nothing against you, but it is what it is.\Now! response:	Fast Light!
context: Is there... Is there nothing we can do?\The time limit?\I didn't expect to hit it so soon.\When I give the sign, use light magic.\The battle of the Wave will end in our victory.\I have nothing against you, but it is what it is.\Now!\Fast Light! response:	Fast Heal!
context: The time limit?\I didn't expect to hit it so soon.\When I give the sign, use light magic.\The battle of the Wave will end in our victory.\I have nothing against you, but it is what it is.\Now!\Fast Light!\Fast Heal! response:	Run for it!
context: I didn't expect to hit it so soon.\When I give the sign, use light magic.\The battle of the Wave will end in our victory.\I have nothing against you, but it is what it is.\Now!\Fast Light!\Fast Heal!\Run for it! response:	Of all the futile...
context: When I give the sign, use light magic.\The battle of the Wave will end in our victory.\I have nothing against you, but it is what it is.\Now!\Fast Light!\Fast Heal!\Run for it!\Of all the futile... response:	Naofumi-sama! She's attacking!
context: The battle of the Wave will end in our victory.\I have nothing against you, but it is what it is.\Now!\Fast Light!\Fast Heal!\Run for it!\Of all the futile...\Naofumi-sama! She's attacking! response:	Air Strike Shield!
context: I have nothing against you, but it is what it is.\Now!\Fast Light!\Fast Heal!\Run for it!\Of all the futile...\Naofumi-sama! She's attacking!\Air Strike Shield! response:	So I can't defeat him at this range.
context: Now!\Fast Light!\Fast Heal!\Run for it!\Of all the futile...\Naofumi-sama! She's attacking!\Air Strike Shield!\So I can't defeat him at this range. response:	I shall leave this time,
context: Fast Light!\Fast Heal!\Run for it!\Of all the futile...\Naofumi-sama! She's attacking!\Air Strike Shield!\So I can't defeat him at this range.\I shall leave this time, response:	but you won't survive our next encounter unless you get stronger.
context: Fast Heal!\Run for it!\Of all the futile...\Naofumi-sama! She's attacking!\Air Strike Shield!\So I can't defeat him at this range.\I shall leave this time,\but you won't survive our next encounter unless you get stronger. response:	Remember that we shall be the ones to emerge triumphant from the Waves.
context: Run for it!\Of all the futile...\Naofumi-sama! She's attacking!\Air Strike Shield!\So I can't defeat him at this range.\I shall leave this time,\but you won't survive our next encounter unless you get stronger.\Remember that we shall be the ones to emerge triumphant from the Waves. response:	Is it over?
context: Of all the futile...\Naofumi-sama! She's attacking!\Air Strike Shield!\So I can't defeat him at this range.\I shall leave this time,\but you won't survive our next encounter unless you get stronger.\Remember that we shall be the ones to emerge triumphant from the Waves.\Is it over? response:	Did we manage to get away somehow?
context: Naofumi-sama! She's attacking!\Air Strike Shield!\So I can't defeat him at this range.\I shall leave this time,\but you won't survive our next encounter unless you get stronger.\Remember that we shall be the ones to emerge triumphant from the Waves.\Is it over?\Did we manage to get away somehow? response:	That countdown showed up out of nowhere.
context: Air Strike Shield!\So I can't defeat him at this range.\I shall leave this time,\but you won't survive our next encounter unless you get stronger.\Remember that we shall be the ones to emerge triumphant from the Waves.\Is it over?\Did we manage to get away somehow?\That countdown showed up out of nowhere. response:	It must've been signaling the end of the Wave.
context: So I can't defeat him at this range.\I shall leave this time,\but you won't survive our next encounter unless you get stronger.\Remember that we shall be the ones to emerge triumphant from the Waves.\Is it over?\Did we manage to get away somehow?\That countdown showed up out of nowhere.\It must've been signaling the end of the Wave. response:	But what are the Waves, anyway?
context: I shall leave this time,\but you won't survive our next encounter unless you get stronger.\Remember that we shall be the ones to emerge triumphant from the Waves.\Is it over?\Did we manage to get away somehow?\That countdown showed up out of nowhere.\It must've been signaling the end of the Wave.\But what are the Waves, anyway? response:	Weren't they supposed to be world-ending calamities?
context: but you won't survive our next encounter unless you get stronger.\Remember that we shall be the ones to emerge triumphant from the Waves.\Is it over?\Did we manage to get away somehow?\That countdown showed up out of nowhere.\It must've been signaling the end of the Wave.\But what are the Waves, anyway?\Weren't they supposed to be world-ending calamities? response:	That Glass woman was fixated on defeating me, a hero.
context: Remember that we shall be the ones to emerge triumphant from the Waves.\Is it over?\Did we manage to get away somehow?\That countdown showed up out of nowhere.\It must've been signaling the end of the Wave.\But what are the Waves, anyway?\Weren't they supposed to be world-ending calamities?\That Glass woman was fixated on defeating me, a hero. response:	All these questions, and no answers.
context: Is it over?\Did we manage to get away somehow?\That countdown showed up out of nowhere.\It must've been signaling the end of the Wave.\But what are the Waves, anyway?\Weren't they supposed to be world-ending calamities?\That Glass woman was fixated on defeating me, a hero.\All these questions, and no answers. response:	But one thing's for sure: we must grow much stronger by the next Wave.
context: Did we manage to get away somehow?\That countdown showed up out of nowhere.\It must've been signaling the end of the Wave.\But what are the Waves, anyway?\Weren't they supposed to be world-ending calamities?\That Glass woman was fixated on defeating me, a hero.\All these questions, and no answers.\But one thing's for sure: we must grow much stronger by the next Wave. response:	If we don't, we'll die for sure.
context: That countdown showed up out of nowhere.\It must've been signaling the end of the Wave.\But what are the Waves, anyway?\Weren't they supposed to be world-ending calamities?\That Glass woman was fixated on defeating me, a hero.\All these questions, and no answers.\But one thing's for sure: we must grow much stronger by the next Wave.\If we don't, we'll die for sure. response:	Feeding my shield monster fragments will let me obtain new skills,
context: It must've been signaling the end of the Wave.\But what are the Waves, anyway?\Weren't they supposed to be world-ending calamities?\That Glass woman was fixated on defeating me, a hero.\All these questions, and no answers.\But one thing's for sure: we must grow much stronger by the next Wave.\If we don't, we'll die for sure.\Feeding my shield monster fragments will let me obtain new skills, response:	Soul Eater Shield
context: But what are the Waves, anyway?\Weren't they supposed to be world-ending calamities?\That Glass woman was fixated on defeating me, a hero.\All these questions, and no answers.\But one thing's for sure: we must grow much stronger by the next Wave.\If we don't, we'll die for sure.\Feeding my shield monster fragments will let me obtain new skills,\Soul Eater Shield response:	but any concrete improvement will require Raphtalia and Filo to get class upgrades.
context: Weren't they supposed to be world-ending calamities?\That Glass woman was fixated on defeating me, a hero.\All these questions, and no answers.\But one thing's for sure: we must grow much stronger by the next Wave.\If we don't, we'll die for sure.\Feeding my shield monster fragments will let me obtain new skills,\Soul Eater Shield\but any concrete improvement will require Raphtalia and Filo to get class upgrades. response:	U-Um, Sir Hero...
context: That Glass woman was fixated on defeating me, a hero.\All these questions, and no answers.\But one thing's for sure: we must grow much stronger by the next Wave.\If we don't, we'll die for sure.\Feeding my shield monster fragments will let me obtain new skills,\Soul Eater Shield\but any concrete improvement will require Raphtalia and Filo to get class upgrades.\U-Um, Sir Hero... response:	You are to report to the castle at once.
context: All these questions, and no answers.\But one thing's for sure: we must grow much stronger by the next Wave.\If we don't, we'll die for sure.\Feeding my shield monster fragments will let me obtain new skills,\Soul Eater Shield\but any concrete improvement will require Raphtalia and Filo to get class upgrades.\U-Um, Sir Hero...\You are to report to the castle at once. response:	What?
context: But one thing's for sure: we must grow much stronger by the next Wave.\If we don't, we'll die for sure.\Feeding my shield monster fragments will let me obtain new skills,\Soul Eater Shield\but any concrete improvement will require Raphtalia and Filo to get class upgrades.\U-Um, Sir Hero...\You are to report to the castle at once.\What? response:	Shield Prison!
context: If we don't, we'll die for sure.\Feeding my shield monster fragments will let me obtain new skills,\Soul Eater Shield\but any concrete improvement will require Raphtalia and Filo to get class upgrades.\U-Um, Sir Hero...\You are to report to the castle at once.\What?\Shield Prison! response:	Change Shield!
context: Feeding my shield monster fragments will let me obtain new skills,\Soul Eater Shield\but any concrete improvement will require Raphtalia and Filo to get class upgrades.\U-Um, Sir Hero...\You are to report to the castle at once.\What?\Shield Prison!\Change Shield! response:	Iron Maiden!
context: Soul Eater Shield\but any concrete improvement will require Raphtalia and Filo to get class upgrades.\U-Um, Sir Hero...\You are to report to the castle at once.\What?\Shield Prison!\Change Shield!\Iron Maiden! response:	I saw what happened through the crystal ball.
context: but any concrete improvement will require Raphtalia and Filo to get class upgrades.\U-Um, Sir Hero...\You are to report to the castle at once.\What?\Shield Prison!\Change Shield!\Iron Maiden!\I saw what happened through the crystal ball. response:	You did well to quell the Wave,
context: U-Um, Sir Hero...\You are to report to the castle at once.\What?\Shield Prison!\Change Shield!\Iron Maiden!\I saw what happened through the crystal ball.\You did well to quell the Wave, response:	as much as I hate to admit it.
context: You are to report to the castle at once.\What?\Shield Prison!\Change Shield!\Iron Maiden!\I saw what happened through the crystal ball.\You did well to quell the Wave,\as much as I hate to admit it. response:	Is that really how you thank someone?
context: What?\Shield Prison!\Change Shield!\Iron Maiden!\I saw what happened through the crystal ball.\You did well to quell the Wave,\as much as I hate to admit it.\Is that really how you thank someone? response:	Please, Sir Hero!
context: Shield Prison!\Change Shield!\Iron Maiden!\I saw what happened through the crystal ball.\You did well to quell the Wave,\as much as I hate to admit it.\Is that really how you thank someone?\Please, Sir Hero! response:	I know how you feel,
context: Change Shield!\Iron Maiden!\I saw what happened through the crystal ball.\You did well to quell the Wave,\as much as I hate to admit it.\Is that really how you thank someone?\Please, Sir Hero!\I know how you feel, response:	but please go with the Captain!
context: Iron Maiden!\I saw what happened through the crystal ball.\You did well to quell the Wave,\as much as I hate to admit it.\Is that really how you thank someone?\Please, Sir Hero!\I know how you feel,\but please go with the Captain! response:	I have a question for you.
context: I saw what happened through the crystal ball.\You did well to quell the Wave,\as much as I hate to admit it.\Is that really how you thank someone?\Please, Sir Hero!\I know how you feel,\but please go with the Captain!\I have a question for you. response:	How did you obtain such strength?
context: You did well to quell the Wave,\as much as I hate to admit it.\Is that really how you thank someone?\Please, Sir Hero!\I know how you feel,\but please go with the Captain!\I have a question for you.\How did you obtain such strength? response:	You possess power unbecoming of the Shield Hero.
context: as much as I hate to admit it.\Is that really how you thank someone?\Please, Sir Hero!\I know how you feel,\but please go with the Captain!\I have a question for you.\How did you obtain such strength?\You possess power unbecoming of the Shield Hero. response:	It is your duty to reveal the secret behind it.
context: Is that really how you thank someone?\Please, Sir Hero!\I know how you feel,\but please go with the Captain!\I have a question for you.\How did you obtain such strength?\You possess power unbecoming of the Shield Hero.\It is your duty to reveal the secret behind it. response:	Now, spit it out. And don't you dare lie to me.
context: Please, Sir Hero!\I know how you feel,\but please go with the Captain!\I have a question for you.\How did you obtain such strength?\You possess power unbecoming of the Shield Hero.\It is your duty to reveal the secret behind it.\Now, spit it out. And don't you dare lie to me. response:	If you want to know so badly, kneel before me.
context: I know how you feel,\but please go with the Captain!\I have a question for you.\How did you obtain such strength?\You possess power unbecoming of the Shield Hero.\It is your duty to reveal the secret behind it.\Now, spit it out. And don't you dare lie to me.\If you want to know so badly, kneel before me. response:	In my world, one grovels before the person they're asking for something.
context: but please go with the Captain!\I have a question for you.\How did you obtain such strength?\You possess power unbecoming of the Shield Hero.\It is your duty to reveal the secret behind it.\Now, spit it out. And don't you dare lie to me.\If you want to know so badly, kneel before me.\In my world, one grovels before the person they're asking for something. response:	And they say, I beg you. Please enlighten my ignorant self.
context: I have a question for you.\How did you obtain such strength?\You possess power unbecoming of the Shield Hero.\It is your duty to reveal the secret behind it.\Now, spit it out. And don't you dare lie to me.\If you want to know so badly, kneel before me.\In my world, one grovels before the person they're asking for something.\And they say, I beg you. Please enlighten my ignorant self. response:	You cur!
context: How did you obtain such strength?\You possess power unbecoming of the Shield Hero.\It is your duty to reveal the secret behind it.\Now, spit it out. And don't you dare lie to me.\If you want to know so badly, kneel before me.\In my world, one grovels before the person they're asking for something.\And they say, I beg you. Please enlighten my ignorant self.\You cur! response:	As I am now, I could kill you here and walk out the front door if I wanted.
context: You possess power unbecoming of the Shield Hero.\It is your duty to reveal the secret behind it.\Now, spit it out. And don't you dare lie to me.\If you want to know so badly, kneel before me.\In my world, one grovels before the person they're asking for something.\And they say, I beg you. Please enlighten my ignorant self.\You cur!\As I am now, I could kill you here and walk out the front door if I wanted. response:	You're bluffing.
context: It is your duty to reveal the secret behind it.\Now, spit it out. And don't you dare lie to me.\If you want to know so badly, kneel before me.\In my world, one grovels before the person they're asking for something.\And they say, I beg you. Please enlighten my ignorant self.\You cur!\As I am now, I could kill you here and walk out the front door if I wanted.\You're bluffing. response:	Do any of you here want to fight me, the man who killed the Wave's boss monster?
context: Now, spit it out. And don't you dare lie to me.\If you want to know so badly, kneel before me.\In my world, one grovels before the person they're asking for something.\And they say, I beg you. Please enlighten my ignorant self.\You cur!\As I am now, I could kill you here and walk out the front door if I wanted.\You're bluffing.\Do any of you here want to fight me, the man who killed the Wave's boss monster? response:	I'm willing to cooperate with you until the Waves die down and I can go home.
context: If you want to know so badly, kneel before me.\In my world, one grovels before the person they're asking for something.\And they say, I beg you. Please enlighten my ignorant self.\You cur!\As I am now, I could kill you here and walk out the front door if I wanted.\You're bluffing.\Do any of you here want to fight me, the man who killed the Wave's boss monster?\I'm willing to cooperate with you until the Waves die down and I can go home. response:	So don't ever bother me again.
context: In my world, one grovels before the person they're asking for something.\And they say, I beg you. Please enlighten my ignorant self.\You cur!\As I am now, I could kill you here and walk out the front door if I wanted.\You're bluffing.\Do any of you here want to fight me, the man who killed the Wave's boss monster?\I'm willing to cooperate with you until the Waves die down and I can go home.\So don't ever bother me again. response:	I'm the king! You cannot disrespect me this way, Shield!
