context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	15 years earlier
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\15 years earlier response:	Anno Domini 2000
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\15 years earlier\Anno Domini 2000 response:	Father...
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\15 years earlier\Anno Domini 2000\Father... response:	Thanks, Shinji, you really saved us from that rainstorm.
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\15 years earlier\Anno Domini 2000\Father...\Thanks, Shinji, you really saved us from that rainstorm. response:	Where's Misato?
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\15 years earlier\Anno Domini 2000\Father...\Thanks, Shinji, you really saved us from that rainstorm.\Where's Misato? response:	I guess she must still be asleep.
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\15 years earlier\Anno Domini 2000\Father...\Thanks, Shinji, you really saved us from that rainstorm.\Where's Misato?\I guess she must still be asleep. response:	She's been working all night recently.
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\15 years earlier\Anno Domini 2000\Father...\Thanks, Shinji, you really saved us from that rainstorm.\Where's Misato?\I guess she must still be asleep.\She's been working all night recently. response:	That's right, she has a tough job.
context: 15 years earlier\Anno Domini 2000\Father...\Thanks, Shinji, you really saved us from that rainstorm.\Where's Misato?\I guess she must still be asleep.\She's been working all night recently.\That's right, she has a tough job. response:	We've got to be quiet. Don't wake her up.
context: Anno Domini 2000\Father...\Thanks, Shinji, you really saved us from that rainstorm.\Where's Misato?\I guess she must still be asleep.\She's been working all night recently.\That's right, she has a tough job.\We've got to be quiet. Don't wake her up. response:	What are you doing in here?!
context: Father...\Thanks, Shinji, you really saved us from that rainstorm.\Where's Misato?\I guess she must still be asleep.\She's been working all night recently.\That's right, she has a tough job.\We've got to be quiet. Don't wake her up.\What are you doing in here?! response:	Taking shelter from the rain.
context: Thanks, Shinji, you really saved us from that rainstorm.\Where's Misato?\I guess she must still be asleep.\She's been working all night recently.\That's right, she has a tough job.\We've got to be quiet. Don't wake her up.\What are you doing in here?!\Taking shelter from the rain. response:	You guys are after me, aren't you?
context: Where's Misato?\I guess she must still be asleep.\She's been working all night recently.\That's right, she has a tough job.\We've got to be quiet. Don't wake her up.\What are you doing in here?!\Taking shelter from the rain.\You guys are after me, aren't you? response:	Well, I'm changing and if you peep, I'll kill you!
context: I guess she must still be asleep.\She's been working all night recently.\That's right, she has a tough job.\We've got to be quiet. Don't wake her up.\What are you doing in here?!\Taking shelter from the rain.\You guys are after me, aren't you?\Well, I'm changing and if you peep, I'll kill you! response:	Shut up, idiot!
context: She's been working all night recently.\That's right, she has a tough job.\We've got to be quiet. Don't wake her up.\What are you doing in here?!\Taking shelter from the rain.\You guys are after me, aren't you?\Well, I'm changing and if you peep, I'll kill you!\Shut up, idiot! response:	Who would want to see you changing clothes?!
context: That's right, she has a tough job.\We've got to be quiet. Don't wake her up.\What are you doing in here?!\Taking shelter from the rain.\You guys are after me, aren't you?\Well, I'm changing and if you peep, I'll kill you!\Shut up, idiot!\Who would want to see you changing clothes?! response:	She's way too self-conscious.
context: We've got to be quiet. Don't wake her up.\What are you doing in here?!\Taking shelter from the rain.\You guys are after me, aren't you?\Well, I'm changing and if you peep, I'll kill you!\Shut up, idiot!\Who would want to see you changing clothes?!\She's way too self-conscious. response:	Sorry for disturbing you!
context: What are you doing in here?!\Taking shelter from the rain.\You guys are after me, aren't you?\Well, I'm changing and if you peep, I'll kill you!\Shut up, idiot!\Who would want to see you changing clothes?!\She's way too self-conscious.\Sorry for disturbing you! response:	Hi, how's it going?
context: Taking shelter from the rain.\You guys are after me, aren't you?\Well, I'm changing and if you peep, I'll kill you!\Shut up, idiot!\Who would want to see you changing clothes?!\She's way too self-conscious.\Sorry for disturbing you!\Hi, how's it going? response:	Shinji, don't be late tonight, we're having a harmonics test.
context: You guys are after me, aren't you?\Well, I'm changing and if you peep, I'll kill you!\Shut up, idiot!\Who would want to see you changing clothes?!\She's way too self-conscious.\Sorry for disturbing you!\Hi, how's it going?\Shinji, don't be late tonight, we're having a harmonics test. response:	Right.
context: Well, I'm changing and if you peep, I'll kill you!\Shut up, idiot!\Who would want to see you changing clothes?!\She's way too self-conscious.\Sorry for disturbing you!\Hi, how's it going?\Shinji, don't be late tonight, we're having a harmonics test.\Right. response:	Did you hear that, Asuka?
context: Shut up, idiot!\Who would want to see you changing clothes?!\She's way too self-conscious.\Sorry for disturbing you!\Hi, how's it going?\Shinji, don't be late tonight, we're having a harmonics test.\Right.\Did you hear that, Asuka? response:	Yes, Ma'am!
context: Who would want to see you changing clothes?!\She's way too self-conscious.\Sorry for disturbing you!\Hi, how's it going?\Shinji, don't be late tonight, we're having a harmonics test.\Right.\Did you hear that, Asuka?\Yes, Ma'am! response:	Congratulations on your promotion!
context: She's way too self-conscious.\Sorry for disturbing you!\Hi, how's it going?\Shinji, don't be late tonight, we're having a harmonics test.\Right.\Did you hear that, Asuka?\Yes, Ma'am!\Congratulations on your promotion! response:	Congratulations!
context: Sorry for disturbing you!\Hi, how's it going?\Shinji, don't be late tonight, we're having a harmonics test.\Right.\Did you hear that, Asuka?\Yes, Ma'am!\Congratulations on your promotion!\Congratulations! response:	Thank you.
context: Hi, how's it going?\Shinji, don't be late tonight, we're having a harmonics test.\Right.\Did you hear that, Asuka?\Yes, Ma'am!\Congratulations on your promotion!\Congratulations!\Thank you. response:	See you later.
context: Shinji, don't be late tonight, we're having a harmonics test.\Right.\Did you hear that, Asuka?\Yes, Ma'am!\Congratulations on your promotion!\Congratulations!\Thank you.\See you later. response:	See you!
context: Right.\Did you hear that, Asuka?\Yes, Ma'am!\Congratulations on your promotion!\Congratulations!\Thank you.\See you later.\See you! response:	What's up? Did something happen to Misato?
context: Did you hear that, Asuka?\Yes, Ma'am!\Congratulations on your promotion!\Congratulations!\Thank you.\See you later.\See you!\What's up? Did something happen to Misato? response:	Didn't you see her badge?
context: Yes, Ma'am!\Congratulations on your promotion!\Congratulations!\Thank you.\See you later.\See you!\What's up? Did something happen to Misato?\Didn't you see her badge? response:	The number of lines increased to two.
context: Congratulations on your promotion!\Congratulations!\Thank you.\See you later.\See you!\What's up? Did something happen to Misato?\Didn't you see her badge?\The number of lines increased to two. response:	That means that she's been promoted from Captain to Major.
context: Congratulations!\Thank you.\See you later.\See you!\What's up? Did something happen to Misato?\Didn't you see her badge?\The number of lines increased to two.\That means that she's been promoted from Captain to Major. response:	Really? I didn't notice that.
context: Thank you.\See you later.\See you!\What's up? Did something happen to Misato?\Didn't you see her badge?\The number of lines increased to two.\That means that she's been promoted from Captain to Major.\Really? I didn't notice that. response:	Yeah, I wonder when...
context: See you later.\See you!\What's up? Did something happen to Misato?\Didn't you see her badge?\The number of lines increased to two.\That means that she's been promoted from Captain to Major.\Really? I didn't notice that.\Yeah, I wonder when... response:	Are you serious? What a bunch of dweebs!
context: See you!\What's up? Did something happen to Misato?\Didn't you see her badge?\The number of lines increased to two.\That means that she's been promoted from Captain to Major.\Really? I didn't notice that.\Yeah, I wonder when...\Are you serious? What a bunch of dweebs! response:	Haven't you got any sympathy?
context: What's up? Did something happen to Misato?\Didn't you see her badge?\The number of lines increased to two.\That means that she's been promoted from Captain to Major.\Really? I didn't notice that.\Yeah, I wonder when...\Are you serious? What a bunch of dweebs!\Haven't you got any sympathy? response:	Don't you know how hard it is to foster two jr. High kids at her age?
context: Didn't you see her badge?\The number of lines increased to two.\That means that she's been promoted from Captain to Major.\Really? I didn't notice that.\Yeah, I wonder when...\Are you serious? What a bunch of dweebs!\Haven't you got any sympathy?\Don't you know how hard it is to foster two jr. High kids at her age? response:	We're the only ones who have some human compassion.
context: The number of lines increased to two.\That means that she's been promoted from Captain to Major.\Really? I didn't notice that.\Yeah, I wonder when...\Are you serious? What a bunch of dweebs!\Haven't you got any sympathy?\Don't you know how hard it is to foster two jr. High kids at her age?\We're the only ones who have some human compassion. response:	Units 00 and 02 are both on the edge of the contamination zone.
context: That means that she's been promoted from Captain to Major.\Really? I didn't notice that.\Yeah, I wonder when...\Are you serious? What a bunch of dweebs!\Haven't you got any sympathy?\Don't you know how hard it is to foster two jr. High kids at her age?\We're the only ones who have some human compassion.\Units 00 and 02 are both on the edge of the contamination zone. response:	They've reached their limit.
context: Really? I didn't notice that.\Yeah, I wonder when...\Are you serious? What a bunch of dweebs!\Haven't you got any sympathy?\Don't you know how hard it is to foster two jr. High kids at her age?\We're the only ones who have some human compassion.\Units 00 and 02 are both on the edge of the contamination zone.\They've reached their limit. response:	Unit 01 can still tolerate a little more though, can't he?
context: Yeah, I wonder when...\Are you serious? What a bunch of dweebs!\Haven't you got any sympathy?\Don't you know how hard it is to foster two jr. High kids at her age?\We're the only ones who have some human compassion.\Units 00 and 02 are both on the edge of the contamination zone.\They've reached their limit.\Unit 01 can still tolerate a little more though, can't he? response:	Lower the graph depth another 0.3.
context: Are you serious? What a bunch of dweebs!\Haven't you got any sympathy?\Don't you know how hard it is to foster two jr. High kids at her age?\We're the only ones who have some human compassion.\Units 00 and 02 are both on the edge of the contamination zone.\They've reached their limit.\Unit 01 can still tolerate a little more though, can't he?\Lower the graph depth another 0.3. response:	He's almost reached the contamination zone.
context: Haven't you got any sympathy?\Don't you know how hard it is to foster two jr. High kids at her age?\We're the only ones who have some human compassion.\Units 00 and 02 are both on the edge of the contamination zone.\They've reached their limit.\Unit 01 can still tolerate a little more though, can't he?\Lower the graph depth another 0.3.\He's almost reached the contamination zone. response:	And he's still getting these readings? He's wonderful.
context: Don't you know how hard it is to foster two jr. High kids at her age?\We're the only ones who have some human compassion.\Units 00 and 02 are both on the edge of the contamination zone.\They've reached their limit.\Unit 01 can still tolerate a little more though, can't he?\Lower the graph depth another 0.3.\He's almost reached the contamination zone.\And he's still getting these readings? He's wonderful. response:	His harmonics and sync ratio are rapidly catching up with Asuka's.
context: We're the only ones who have some human compassion.\Units 00 and 02 are both on the edge of the contamination zone.\They've reached their limit.\Unit 01 can still tolerate a little more though, can't he?\Lower the graph depth another 0.3.\He's almost reached the contamination zone.\And he's still getting these readings? He's wonderful.\His harmonics and sync ratio are rapidly catching up with Asuka's. response:	It is a talent, isn't it?
context: Units 00 and 02 are both on the edge of the contamination zone.\They've reached their limit.\Unit 01 can still tolerate a little more though, can't he?\Lower the graph depth another 0.3.\He's almost reached the contamination zone.\And he's still getting these readings? He's wonderful.\His harmonics and sync ratio are rapidly catching up with Asuka's.\It is a talent, isn't it? response:	He was born to pilot an Eva, wasn't he?
context: They've reached their limit.\Unit 01 can still tolerate a little more though, can't he?\Lower the graph depth another 0.3.\He's almost reached the contamination zone.\And he's still getting these readings? He's wonderful.\His harmonics and sync ratio are rapidly catching up with Asuka's.\It is a talent, isn't it?\He was born to pilot an Eva, wasn't he? response:	Not that he wants to.
context: Unit 01 can still tolerate a little more though, can't he?\Lower the graph depth another 0.3.\He's almost reached the contamination zone.\And he's still getting these readings? He's wonderful.\His harmonics and sync ratio are rapidly catching up with Asuka's.\It is a talent, isn't it?\He was born to pilot an Eva, wasn't he?\Not that he wants to. response:	I know he's not happy.
context: Lower the graph depth another 0.3.\He's almost reached the contamination zone.\And he's still getting these readings? He's wonderful.\His harmonics and sync ratio are rapidly catching up with Asuka's.\It is a talent, isn't it?\He was born to pilot an Eva, wasn't he?\Not that he wants to.\I know he's not happy. response:	Test completed. Good work.
context: He's almost reached the contamination zone.\And he's still getting these readings? He's wonderful.\His harmonics and sync ratio are rapidly catching up with Asuka's.\It is a talent, isn't it?\He was born to pilot an Eva, wasn't he?\Not that he wants to.\I know he's not happy.\Test completed. Good work. response:	Excellent work, Shinji.
context: And he's still getting these readings? He's wonderful.\His harmonics and sync ratio are rapidly catching up with Asuka's.\It is a talent, isn't it?\He was born to pilot an Eva, wasn't he?\Not that he wants to.\I know he's not happy.\Test completed. Good work.\Excellent work, Shinji. response:	What do you mean?
context: His harmonics and sync ratio are rapidly catching up with Asuka's.\It is a talent, isn't it?\He was born to pilot an Eva, wasn't he?\Not that he wants to.\I know he's not happy.\Test completed. Good work.\Excellent work, Shinji.\What do you mean? response:	Your harmonics value increased by eight points since the last test.
context: It is a talent, isn't it?\He was born to pilot an Eva, wasn't he?\Not that he wants to.\I know he's not happy.\Test completed. Good work.\Excellent work, Shinji.\What do you mean?\Your harmonics value increased by eight points since the last test. response:	That's very good.
context: He was born to pilot an Eva, wasn't he?\Not that he wants to.\I know he's not happy.\Test completed. Good work.\Excellent work, Shinji.\What do you mean?\Your harmonics value increased by eight points since the last test.\That's very good. response:	But still it's fifty points lower than mine!
context: Not that he wants to.\I know he's not happy.\Test completed. Good work.\Excellent work, Shinji.\What do you mean?\Your harmonics value increased by eight points since the last test.\That's very good.\But still it's fifty points lower than mine! response:	Yes, but he increased it by eight points in only ten days.
context: I know he's not happy.\Test completed. Good work.\Excellent work, Shinji.\What do you mean?\Your harmonics value increased by eight points since the last test.\That's very good.\But still it's fifty points lower than mine!\Yes, but he increased it by eight points in only ten days. response:	That's really something.
context: Test completed. Good work.\Excellent work, Shinji.\What do you mean?\Your harmonics value increased by eight points since the last test.\That's very good.\But still it's fifty points lower than mine!\Yes, but he increased it by eight points in only ten days.\That's really something. response:	It's not so great!
context: Excellent work, Shinji.\What do you mean?\Your harmonics value increased by eight points since the last test.\That's very good.\But still it's fifty points lower than mine!\Yes, but he increased it by eight points in only ten days.\That's really something.\It's not so great! response:	Are you happy with your little praise?
context: What do you mean?\Your harmonics value increased by eight points since the last test.\That's very good.\But still it's fifty points lower than mine!\Yes, but he increased it by eight points in only ten days.\That's really something.\It's not so great!\Are you happy with your little praise? response:	I'm going home now! Idiot!
context: Your harmonics value increased by eight points since the last test.\That's very good.\But still it's fifty points lower than mine!\Yes, but he increased it by eight points in only ten days.\That's really something.\It's not so great!\Are you happy with your little praise?\I'm going home now! Idiot! response:	Having your girlfriend dump you isn't really such a big deal.
context: That's very good.\But still it's fifty points lower than mine!\Yes, but he increased it by eight points in only ten days.\That's really something.\It's not so great!\Are you happy with your little praise?\I'm going home now! Idiot!\Having your girlfriend dump you isn't really such a big deal. response:	Congratulations on your promotion. Having your girlfriend dump you isn't really such a big deal.
context: But still it's fifty points lower than mine!\Yes, but he increased it by eight points in only ten days.\That's really something.\It's not so great!\Are you happy with your little praise?\I'm going home now! Idiot!\Having your girlfriend dump you isn't really such a big deal.\Congratulations on your promotion. Having your girlfriend dump you isn't really such a big deal. response:	Thanks. When I was a kid, everyone lived in dirty huts and barely had food.
context: Yes, but he increased it by eight points in only ten days.\That's really something.\It's not so great!\Are you happy with your little praise?\I'm going home now! Idiot!\Having your girlfriend dump you isn't really such a big deal.\Congratulations on your promotion. Having your girlfriend dump you isn't really such a big deal.\Thanks. When I was a kid, everyone lived in dirty huts and barely had food. response:	But I'm not really all that thrilled. When I was a kid, everyone lived in dirty huts and barely had food.
context: That's really something.\It's not so great!\Are you happy with your little praise?\I'm going home now! Idiot!\Having your girlfriend dump you isn't really such a big deal.\Congratulations on your promotion. Having your girlfriend dump you isn't really such a big deal.\Thanks. When I was a kid, everyone lived in dirty huts and barely had food.\But I'm not really all that thrilled. When I was a kid, everyone lived in dirty huts and barely had food. response:	But I'm not really all that thrilled. We couldn't really afford to be depressed about relationships.
context: It's not so great!\Are you happy with your little praise?\I'm going home now! Idiot!\Having your girlfriend dump you isn't really such a big deal.\Congratulations on your promotion. Having your girlfriend dump you isn't really such a big deal.\Thanks. When I was a kid, everyone lived in dirty huts and barely had food.\But I'm not really all that thrilled. When I was a kid, everyone lived in dirty huts and barely had food.\But I'm not really all that thrilled. We couldn't really afford to be depressed about relationships. response:	I understand. We couldn't really afford to be depressed about relationships.
context: Are you happy with your little praise?\I'm going home now! Idiot!\Having your girlfriend dump you isn't really such a big deal.\Congratulations on your promotion. Having your girlfriend dump you isn't really such a big deal.\Thanks. When I was a kid, everyone lived in dirty huts and barely had food.\But I'm not really all that thrilled. When I was a kid, everyone lived in dirty huts and barely had food.\But I'm not really all that thrilled. We couldn't really afford to be depressed about relationships.\I understand. We couldn't really afford to be depressed about relationships. response:	I'm not happy when I get praised either. We couldn't really afford to be depressed about relationships.
context: I'm going home now! Idiot!\Having your girlfriend dump you isn't really such a big deal.\Congratulations on your promotion. Having your girlfriend dump you isn't really such a big deal.\Thanks. When I was a kid, everyone lived in dirty huts and barely had food.\But I'm not really all that thrilled. When I was a kid, everyone lived in dirty huts and barely had food.\But I'm not really all that thrilled. We couldn't really afford to be depressed about relationships.\I understand. We couldn't really afford to be depressed about relationships.\I'm not happy when I get praised either. We couldn't really afford to be depressed about relationships. response:	All it does is make Asuka angry. We couldn't really afford to be depressed about relationships.
context: Having your girlfriend dump you isn't really such a big deal.\Congratulations on your promotion. Having your girlfriend dump you isn't really such a big deal.\Thanks. When I was a kid, everyone lived in dirty huts and barely had food.\But I'm not really all that thrilled. When I was a kid, everyone lived in dirty huts and barely had food.\But I'm not really all that thrilled. We couldn't really afford to be depressed about relationships.\I understand. We couldn't really afford to be depressed about relationships.\I'm not happy when I get praised either. We couldn't really afford to be depressed about relationships.\All it does is make Asuka angry. We couldn't really afford to be depressed about relationships. response:	All it does is make Asuka angry. You should be glad your parents are alive and you have food to eat.
context: Congratulations on your promotion. Having your girlfriend dump you isn't really such a big deal.\Thanks. When I was a kid, everyone lived in dirty huts and barely had food.\But I'm not really all that thrilled. When I was a kid, everyone lived in dirty huts and barely had food.\But I'm not really all that thrilled. We couldn't really afford to be depressed about relationships.\I understand. We couldn't really afford to be depressed about relationships.\I'm not happy when I get praised either. We couldn't really afford to be depressed about relationships.\All it does is make Asuka angry. We couldn't really afford to be depressed about relationships.\All it does is make Asuka angry. You should be glad your parents are alive and you have food to eat. response:	You should be glad your parents are alive and you have food to eat.
