context: Every weekday's tightly packed. response:	Madly dashing around again since morning.
context: You're quibbling. Photos don't show inner essence.\Yes, they do!\This is embarrassing. Don't you think you're exaggerating?\Oh? This is no exaggeration.\I can't understand it.\There are people who do, though. Right?\Huh?\Last year, Saki did such an admirablejob portraying the president through cosplay! response:	Wha?
context: Yes, they do!\This is embarrassing. Don't you think you're exaggerating?\Oh? This is no exaggeration.\I can't understand it.\There are people who do, though. Right?\Huh?\Last year, Saki did such an admirablejob portraying the president through cosplay!\Wha? response:	Please, speak up!
context: This is embarrassing. Don't you think you're exaggerating?\Oh? This is no exaggeration.\I can't understand it.\There are people who do, though. Right?\Huh?\Last year, Saki did such an admirablejob portraying the president through cosplay!\Wha?\Please, speak up! response:	Don't even go there.
context: Oh? This is no exaggeration.\I can't understand it.\There are people who do, though. Right?\Huh?\Last year, Saki did such an admirablejob portraying the president through cosplay!\Wha?\Please, speak up!\Don't even go there. response:	So, in any case, is it safe to say Ohno's...
context: I can't understand it.\There are people who do, though. Right?\Huh?\Last year, Saki did such an admirablejob portraying the president through cosplay!\Wha?\Please, speak up!\Don't even go there.\So, in any case, is it safe to say Ohno's... response:	Sure, why not? It's more like our only main, though.
context: There are people who do, though. Right?\Huh?\Last year, Saki did such an admirablejob portraying the president through cosplay!\Wha?\Please, speak up!\Don't even go there.\So, in any case, is it safe to say Ohno's...\Sure, why not? It's more like our only main, though. response:	Thus making the festival all hers.
context: Huh?\Last year, Saki did such an admirablejob portraying the president through cosplay!\Wha?\Please, speak up!\Don't even go there.\So, in any case, is it safe to say Ohno's...\Sure, why not? It's more like our only main, though.\Thus making the festival all hers. response:	Why don't you give it a try too?
context: Last year, Saki did such an admirablejob portraying the president through cosplay!\Wha?\Please, speak up!\Don't even go there.\So, in any case, is it safe to say Ohno's...\Sure, why not? It's more like our only main, though.\Thus making the festival all hers.\Why don't you give it a try too? response:	I won't do something that embarrassing!
context: Wha?\Please, speak up!\Don't even go there.\So, in any case, is it safe to say Ohno's...\Sure, why not? It's more like our only main, though.\Thus making the festival all hers.\Why don't you give it a try too?\I won't do something that embarrassing! response:	You want to try it, in reality, don't you?
context: Please, speak up!\Don't even go there.\So, in any case, is it safe to say Ohno's...\Sure, why not? It's more like our only main, though.\Thus making the festival all hers.\Why don't you give it a try too?\I won't do something that embarrassing!\You want to try it, in reality, don't you? response:	Society for the Study of Modern Visual Culture
context: Don't even go there.\So, in any case, is it safe to say Ohno's...\Sure, why not? It's more like our only main, though.\Thus making the festival all hers.\Why don't you give it a try too?\I won't do something that embarrassing!\You want to try it, in reality, don't you?\Society for the Study of Modern Visual Culture response:	I wish things could be a little smoother between Ohno and Ogiue.
context: So, in any case, is it safe to say Ohno's...\Sure, why not? It's more like our only main, though.\Thus making the festival all hers.\Why don't you give it a try too?\I won't do something that embarrassing!\You want to try it, in reality, don't you?\Society for the Study of Modern Visual Culture\I wish things could be a little smoother between Ohno and Ogiue. response:	Maybe getting Ogiue to cosplay for the photo shoot's a good idea.
context: Sure, why not? It's more like our only main, though.\Thus making the festival all hers.\Why don't you give it a try too?\I won't do something that embarrassing!\You want to try it, in reality, don't you?\Society for the Study of Modern Visual Culture\I wish things could be a little smoother between Ohno and Ogiue.\Maybe getting Ogiue to cosplay for the photo shoot's a good idea. response:	Huh? What for?
context: Thus making the festival all hers.\Why don't you give it a try too?\I won't do something that embarrassing!\You want to try it, in reality, don't you?\Society for the Study of Modern Visual Culture\I wish things could be a little smoother between Ohno and Ogiue.\Maybe getting Ogiue to cosplay for the photo shoot's a good idea.\Huh? What for? response:	I mean, you got more well-rounded after cosplaying last year.
context: Why don't you give it a try too?\I won't do something that embarrassing!\You want to try it, in reality, don't you?\Society for the Study of Modern Visual Culture\I wish things could be a little smoother between Ohno and Ogiue.\Maybe getting Ogiue to cosplay for the photo shoot's a good idea.\Huh? What for?\I mean, you got more well-rounded after cosplaying last year. response:	Huh?
context: I won't do something that embarrassing!\You want to try it, in reality, don't you?\Society for the Study of Modern Visual Culture\I wish things could be a little smoother between Ohno and Ogiue.\Maybe getting Ogiue to cosplay for the photo shoot's a good idea.\Huh? What for?\I mean, you got more well-rounded after cosplaying last year.\Huh? response:	I did?
context: You want to try it, in reality, don't you?\Society for the Study of Modern Visual Culture\I wish things could be a little smoother between Ohno and Ogiue.\Maybe getting Ogiue to cosplay for the photo shoot's a good idea.\Huh? What for?\I mean, you got more well-rounded after cosplaying last year.\Huh?\I did? response:	You no longertalk about smashing Genshiken.
context: Society for the Study of Modern Visual Culture\I wish things could be a little smoother between Ohno and Ogiue.\Maybe getting Ogiue to cosplay for the photo shoot's a good idea.\Huh? What for?\I mean, you got more well-rounded after cosplaying last year.\Huh?\I did?\You no longertalk about smashing Genshiken. response:	Whoa!
context: I wish things could be a little smoother between Ohno and Ogiue.\Maybe getting Ogiue to cosplay for the photo shoot's a good idea.\Huh? What for?\I mean, you got more well-rounded after cosplaying last year.\Huh?\I did?\You no longertalk about smashing Genshiken.\Whoa! response:	And here you are, even without Kohsaka.
context: Maybe getting Ogiue to cosplay for the photo shoot's a good idea.\Huh? What for?\I mean, you got more well-rounded after cosplaying last year.\Huh?\I did?\You no longertalk about smashing Genshiken.\Whoa!\And here you are, even without Kohsaka. response:	Huh?
context: Huh? What for?\I mean, you got more well-rounded after cosplaying last year.\Huh?\I did?\You no longertalk about smashing Genshiken.\Whoa!\And here you are, even without Kohsaka.\Huh? response:	Back on topic...
context: I mean, you got more well-rounded after cosplaying last year.\Huh?\I did?\You no longertalk about smashing Genshiken.\Whoa!\And here you are, even without Kohsaka.\Huh?\Back on topic... response:	I'll make any number of outfits if that's all I have to do...
context: Huh?\I did?\You no longertalk about smashing Genshiken.\Whoa!\And here you are, even without Kohsaka.\Huh?\Back on topic...\I'll make any number of outfits if that's all I have to do... response:	L-let's leave that to Kasukabe...
context: I did?\You no longertalk about smashing Genshiken.\Whoa!\And here you are, even without Kohsaka.\Huh?\Back on topic...\I'll make any number of outfits if that's all I have to do...\L-let's leave that to Kasukabe... response:	No way.
context: You no longertalk about smashing Genshiken.\Whoa!\And here you are, even without Kohsaka.\Huh?\Back on topic...\I'll make any number of outfits if that's all I have to do...\L-let's leave that to Kasukabe...\No way. response:	Oh... okay.
context: Whoa!\And here you are, even without Kohsaka.\Huh?\Back on topic...\I'll make any number of outfits if that's all I have to do...\L-let's leave that to Kasukabe...\No way.\Oh... okay. response:	I'm not against making her cosplay.
context: And here you are, even without Kohsaka.\Huh?\Back on topic...\I'll make any number of outfits if that's all I have to do...\L-let's leave that to Kasukabe...\No way.\Oh... okay.\I'm not against making her cosplay. response:	Well then!
context: Huh?\Back on topic...\I'll make any number of outfits if that's all I have to do...\L-let's leave that to Kasukabe...\No way.\Oh... okay.\I'm not against making her cosplay.\Well then! response:	But I don't like you capitalizing on my success.
context: Back on topic...\I'll make any number of outfits if that's all I have to do...\L-let's leave that to Kasukabe...\No way.\Oh... okay.\I'm not against making her cosplay.\Well then!\But I don't like you capitalizing on my success. response:	Hmm. What now?
context: I'll make any number of outfits if that's all I have to do...\L-let's leave that to Kasukabe...\No way.\Oh... okay.\I'm not against making her cosplay.\Well then!\But I don't like you capitalizing on my success.\Hmm. What now? response:	First, we should pass word along to Ohno.
context: L-let's leave that to Kasukabe...\No way.\Oh... okay.\I'm not against making her cosplay.\Well then!\But I don't like you capitalizing on my success.\Hmm. What now?\First, we should pass word along to Ohno. response:	Th-that's true.
context: No way.\Oh... okay.\I'm not against making her cosplay.\Well then!\But I don't like you capitalizing on my success.\Hmm. What now?\First, we should pass word along to Ohno.\Th-that's true. response:	Who'll do that? Tanaka?
context: Oh... okay.\I'm not against making her cosplay.\Well then!\But I don't like you capitalizing on my success.\Hmm. What now?\First, we should pass word along to Ohno.\Th-that's true.\Who'll do that? Tanaka? response:	Who'll do that? Tanaka? Huh?
context: I'm not against making her cosplay.\Well then!\But I don't like you capitalizing on my success.\Hmm. What now?\First, we should pass word along to Ohno.\Th-that's true.\Who'll do that? Tanaka?\Who'll do that? Tanaka? Huh? response:	Well, that's fine.
context: Well then!\But I don't like you capitalizing on my success.\Hmm. What now?\First, we should pass word along to Ohno.\Th-that's true.\Who'll do that? Tanaka?\Who'll do that? Tanaka? Huh?\Well, that's fine. response:	Y-you two're the c-cosplay team, so n-naturally.
context: But I don't like you capitalizing on my success.\Hmm. What now?\First, we should pass word along to Ohno.\Th-that's true.\Who'll do that? Tanaka?\Who'll do that? Tanaka? Huh?\Well, that's fine.\Y-you two're the c-cosplay team, so n-naturally. response:	That decides that, then.
context: Hmm. What now?\First, we should pass word along to Ohno.\Th-that's true.\Who'll do that? Tanaka?\Who'll do that? Tanaka? Huh?\Well, that's fine.\Y-you two're the c-cosplay team, so n-naturally.\That decides that, then. response:	Hm?
context: First, we should pass word along to Ohno.\Th-that's true.\Who'll do that? Tanaka?\Who'll do that? Tanaka? Huh?\Well, that's fine.\Y-you two're the c-cosplay team, so n-naturally.\That decides that, then.\Hm? response:	What's this?
context: Th-that's true.\Who'll do that? Tanaka?\Who'll do that? Tanaka? Huh?\Well, that's fine.\Y-you two're the c-cosplay team, so n-naturally.\That decides that, then.\Hm?\What's this? response:	Gulp!
context: Who'll do that? Tanaka?\Who'll do that? Tanaka? Huh?\Well, that's fine.\Y-you two're the c-cosplay team, so n-naturally.\That decides that, then.\Hm?\What's this?\Gulp! response:	Is this a Kujiun uniform?
context: Who'll do that? Tanaka? Huh?\Well, that's fine.\Y-you two're the c-cosplay team, so n-naturally.\That decides that, then.\Hm?\What's this?\Gulp!\Is this a Kujiun uniform? response:	Gulp!
context: Well, that's fine.\Y-you two're the c-cosplay team, so n-naturally.\That decides that, then.\Hm?\What's this?\Gulp!\Is this a Kujiun uniform?\Gulp! response:	But it's small.
context: Y-you two're the c-cosplay team, so n-naturally.\That decides that, then.\Hm?\What's this?\Gulp!\Is this a Kujiun uniform?\Gulp!\But it's small. response:	Renko?
context: That decides that, then.\Hm?\What's this?\Gulp!\Is this a Kujiun uniform?\Gulp!\But it's small.\Renko? response:	Is this Rimururu?
context: Hm?\What's this?\Gulp!\Is this a Kujiun uniform?\Gulp!\But it's small.\Renko?\Is this Rimururu? response:	EE Sakura, and Ink Seizuyo?
context: What's this?\Gulp!\Is this a Kujiun uniform?\Gulp!\But it's small.\Renko?\Is this Rimururu?\EE Sakura, and Ink Seizuyo? response:	Tanaka?
context: Gulp!\Is this a Kujiun uniform?\Gulp!\But it's small.\Renko?\Is this Rimururu?\EE Sakura, and Ink Seizuyo?\Tanaka? response:	Not one of those is a character geared towards me.
context: Is this a Kujiun uniform?\Gulp!\But it's small.\Renko?\Is this Rimururu?\EE Sakura, and Ink Seizuyo?\Tanaka?\Not one of those is a character geared towards me. response:	Well, you see. It's not like I was hiding them.
context: Gulp!\But it's small.\Renko?\Is this Rimururu?\EE Sakura, and Ink Seizuyo?\Tanaka?\Not one of those is a character geared towards me.\Well, you see. It's not like I was hiding them. response:	They weren't hidden anyway. I always keep costumes in the closet...
context: But it's small.\Renko?\Is this Rimururu?\EE Sakura, and Ink Seizuyo?\Tanaka?\Not one of those is a character geared towards me.\Well, you see. It's not like I was hiding them.\They weren't hidden anyway. I always keep costumes in the closet... response:	Tanaka...
context: Renko?\Is this Rimururu?\EE Sakura, and Ink Seizuyo?\Tanaka?\Not one of those is a character geared towards me.\Well, you see. It's not like I was hiding them.\They weren't hidden anyway. I always keep costumes in the closet...\Tanaka... response:	University Ouran Festival
context: Is this Rimururu?\EE Sakura, and Ink Seizuyo?\Tanaka?\Not one of those is a character geared towards me.\Well, you see. It's not like I was hiding them.\They weren't hidden anyway. I always keep costumes in the closet...\Tanaka...\University Ouran Festival response:	Yakisoba
context: EE Sakura, and Ink Seizuyo?\Tanaka?\Not one of those is a character geared towards me.\Well, you see. It's not like I was hiding them.\They weren't hidden anyway. I always keep costumes in the closet...\Tanaka...\University Ouran Festival\Yakisoba response:	Karaoke tournament
context: Tanaka?\Not one of those is a character geared towards me.\Well, you see. It's not like I was hiding them.\They weren't hidden anyway. I always keep costumes in the closet...\Tanaka...\University Ouran Festival\Yakisoba\Karaoke tournament response:	Bamboo wares
context: Not one of those is a character geared towards me.\Well, you see. It's not like I was hiding them.\They weren't hidden anyway. I always keep costumes in the closet...\Tanaka...\University Ouran Festival\Yakisoba\Karaoke tournament\Bamboo wares response:	Let's bring that right a little.
context: Well, you see. It's not like I was hiding them.\They weren't hidden anyway. I always keep costumes in the closet...\Tanaka...\University Ouran Festival\Yakisoba\Karaoke tournament\Bamboo wares\Let's bring that right a little. response:	Yes, sir! Whoa!
context: They weren't hidden anyway. I always keep costumes in the closet...\Tanaka...\University Ouran Festival\Yakisoba\Karaoke tournament\Bamboo wares\Let's bring that right a little.\Yes, sir! Whoa! response:	I got it!
context: Tanaka...\University Ouran Festival\Yakisoba\Karaoke tournament\Bamboo wares\Let's bring that right a little.\Yes, sir! Whoa!\I got it! response:	So, what? Ohno's ticked off and not getting anywhere?
context: University Ouran Festival\Yakisoba\Karaoke tournament\Bamboo wares\Let's bring that right a little.\Yes, sir! Whoa!\I got it!\So, what? Ohno's ticked off and not getting anywhere? response:	That's how it is.
context: Yakisoba\Karaoke tournament\Bamboo wares\Let's bring that right a little.\Yes, sir! Whoa!\I got it!\So, what? Ohno's ticked off and not getting anywhere?\That's how it is. response:	Shames me to say it.
context: Karaoke tournament\Bamboo wares\Let's bring that right a little.\Yes, sir! Whoa!\I got it!\So, what? Ohno's ticked off and not getting anywhere?\That's how it is.\Shames me to say it. response:	Well, don't look at me.
context: Bamboo wares\Let's bring that right a little.\Yes, sir! Whoa!\I got it!\So, what? Ohno's ticked off and not getting anywhere?\That's how it is.\Shames me to say it.\Well, don't look at me. response:	Keep out
context: Let's bring that right a little.\Yes, sir! Whoa!\I got it!\So, what? Ohno's ticked off and not getting anywhere?\That's how it is.\Shames me to say it.\Well, don't look at me.\Keep out response:	Uh, never mind Ogiue cosplaying.
context: Yes, sir! Whoa!\I got it!\So, what? Ohno's ticked off and not getting anywhere?\That's how it is.\Shames me to say it.\Well, don't look at me.\Keep out\Uh, never mind Ogiue cosplaying. response:	Could you maybe go placate Ohno?
context: I got it!\So, what? Ohno's ticked off and not getting anywhere?\That's how it is.\Shames me to say it.\Well, don't look at me.\Keep out\Uh, never mind Ogiue cosplaying.\Could you maybe go placate Ohno? response:	She's in there in the changing room.
context: So, what? Ohno's ticked off and not getting anywhere?\That's how it is.\Shames me to say it.\Well, don't look at me.\Keep out\Uh, never mind Ogiue cosplaying.\Could you maybe go placate Ohno?\She's in there in the changing room. response:	You are too pathetic.
context: That's how it is.\Shames me to say it.\Well, don't look at me.\Keep out\Uh, never mind Ogiue cosplaying.\Could you maybe go placate Ohno?\She's in there in the changing room.\You are too pathetic. response:	Yeah...
context: Shames me to say it.\Well, don't look at me.\Keep out\Uh, never mind Ogiue cosplaying.\Could you maybe go placate Ohno?\She's in there in the changing room.\You are too pathetic.\Yeah... response:	So it's me, after all.
context: Well, don't look at me.\Keep out\Uh, never mind Ogiue cosplaying.\Could you maybe go placate Ohno?\She's in there in the changing room.\You are too pathetic.\Yeah...\So it's me, after all. response:	Huh, after all or inevitably?
context: Keep out\Uh, never mind Ogiue cosplaying.\Could you maybe go placate Ohno?\She's in there in the changing room.\You are too pathetic.\Yeah...\So it's me, after all.\Huh, after all or inevitably? response:	Sorry about this.
context: Uh, never mind Ogiue cosplaying.\Could you maybe go placate Ohno?\She's in there in the changing room.\You are too pathetic.\Yeah...\So it's me, after all.\Huh, after all or inevitably?\Sorry about this. response:	I don't mind playing go-between, but you do understand what the problem is?
context: Could you maybe go placate Ohno?\She's in there in the changing room.\You are too pathetic.\Yeah...\So it's me, after all.\Huh, after all or inevitably?\Sorry about this.\I don't mind playing go-between, but you do understand what the problem is? response:	Huh?
context: She's in there in the changing room.\You are too pathetic.\Yeah...\So it's me, after all.\Huh, after all or inevitably?\Sorry about this.\I don't mind playing go-between, but you do understand what the problem is?\Huh? response:	Yeah... That I went ahead and made Ogiue costumes.
context: You are too pathetic.\Yeah...\So it's me, after all.\Huh, after all or inevitably?\Sorry about this.\I don't mind playing go-between, but you do understand what the problem is?\Huh?\Yeah... That I went ahead and made Ogiue costumes. response:	Wrong!
context: Yeah...\So it's me, after all.\Huh, after all or inevitably?\Sorry about this.\I don't mind playing go-between, but you do understand what the problem is?\Huh?\Yeah... That I went ahead and made Ogiue costumes.\Wrong! response:	Wrong! Eh?
context: So it's me, after all.\Huh, after all or inevitably?\Sorry about this.\I don't mind playing go-between, but you do understand what the problem is?\Huh?\Yeah... That I went ahead and made Ogiue costumes.\Wrong!\Wrong! Eh? response:	That doesn't matter. Even Ohno wanted to make her do it.
context: Huh, after all or inevitably?\Sorry about this.\I don't mind playing go-between, but you do understand what the problem is?\Huh?\Yeah... That I went ahead and made Ogiue costumes.\Wrong!\Wrong! Eh?\That doesn't matter. Even Ohno wanted to make her do it. response:	But...
context: Sorry about this.\I don't mind playing go-between, but you do understand what the problem is?\Huh?\Yeah... That I went ahead and made Ogiue costumes.\Wrong!\Wrong! Eh?\That doesn't matter. Even Ohno wanted to make her do it.\But... response:	You're missing the point.
context: I don't mind playing go-between, but you do understand what the problem is?\Huh?\Yeah... That I went ahead and made Ogiue costumes.\Wrong!\Wrong! Eh?\That doesn't matter. Even Ohno wanted to make her do it.\But...\You're missing the point. response:	Look, the focus of Ohno's discontent isn't Ogiue, it's...
context: Huh?\Yeah... That I went ahead and made Ogiue costumes.\Wrong!\Wrong! Eh?\That doesn't matter. Even Ohno wanted to make her do it.\But...\You're missing the point.\Look, the focus of Ohno's discontent isn't Ogiue, it's... response:	Good morning.
context: Yeah... That I went ahead and made Ogiue costumes.\Wrong!\Wrong! Eh?\That doesn't matter. Even Ohno wanted to make her do it.\But...\You're missing the point.\Look, the focus of Ohno's discontent isn't Ogiue, it's...\Good morning. response:	Good morning.
context: Wrong!\Wrong! Eh?\That doesn't matter. Even Ohno wanted to make her do it.\But...\You're missing the point.\Look, the focus of Ohno's discontent isn't Ogiue, it's...\Good morning.\Good morning. response:	Good morning. M-morning!
context: Wrong! Eh?\That doesn't matter. Even Ohno wanted to make her do it.\But...\You're missing the point.\Look, the focus of Ohno's discontent isn't Ogiue, it's...\Good morning.\Good morning.\Good morning. M-morning! response:	H-hi!
context: That doesn't matter. Even Ohno wanted to make her do it.\But...\You're missing the point.\Look, the focus of Ohno's discontent isn't Ogiue, it's...\Good morning.\Good morning.\Good morning. M-morning!\H-hi! response:	Cosplay photo shoot The Society for the Study of Modern Visual Culture
context: But...\You're missing the point.\Look, the focus of Ohno's discontent isn't Ogiue, it's...\Good morning.\Good morning.\Good morning. M-morning!\H-hi!\Cosplay photo shoot The Society for the Study of Modern Visual Culture response:	Good morning!
context: You're missing the point.\Look, the focus of Ohno's discontent isn't Ogiue, it's...\Good morning.\Good morning.\Good morning. M-morning!\H-hi!\Cosplay photo shoot The Society for the Study of Modern Visual Culture\Good morning! response:	Good morning.
context: Look, the focus of Ohno's discontent isn't Ogiue, it's...\Good morning.\Good morning.\Good morning. M-morning!\H-hi!\Cosplay photo shoot The Society for the Study of Modern Visual Culture\Good morning!\Good morning. response:	Good morning. Guten morgen!
context: Good morning.\Good morning.\Good morning. M-morning!\H-hi!\Cosplay photo shoot The Society for the Study of Modern Visual Culture\Good morning!\Good morning.\Good morning. Guten morgen! response:	What is it?
context: Good morning.\Good morning. M-morning!\H-hi!\Cosplay photo shoot The Society for the Study of Modern Visual Culture\Good morning!\Good morning.\Good morning. Guten morgen!\What is it? response:	What is it? Nothing.
context: Good morning. M-morning!\H-hi!\Cosplay photo shoot The Society for the Study of Modern Visual Culture\Good morning!\Good morning.\Good morning. Guten morgen!\What is it?\What is it? Nothing. response:	Yeah, nothing.
context: H-hi!\Cosplay photo shoot The Society for the Study of Modern Visual Culture\Good morning!\Good morning.\Good morning. Guten morgen!\What is it?\What is it? Nothing.\Yeah, nothing. response:	Nothing at all!
context: Cosplay photo shoot The Society for the Study of Modern Visual Culture\Good morning!\Good morning.\Good morning. Guten morgen!\What is it?\What is it? Nothing.\Yeah, nothing.\Nothing at all! response:	I'll give it a shot.
context: Good morning!\Good morning.\Good morning. Guten morgen!\What is it?\What is it? Nothing.\Yeah, nothing.\Nothing at all!\I'll give it a shot. response:	Okay...
context: Good morning.\Good morning. Guten morgen!\What is it?\What is it? Nothing.\Yeah, nothing.\Nothing at all!\I'll give it a shot.\Okay... response:	I don't really mind him making outfits for Ogiue.
context: Good morning. Guten morgen!\What is it?\What is it? Nothing.\Yeah, nothing.\Nothing at all!\I'll give it a shot.\Okay...\I don't really mind him making outfits for Ogiue. response:	He's made a bunch for you, too.
context: What is it?\What is it? Nothing.\Yeah, nothing.\Nothing at all!\I'll give it a shot.\Okay...\I don't really mind him making outfits for Ogiue.\He's made a bunch for you, too. response:	That part I mind.
context: What is it? Nothing.\Yeah, nothing.\Nothing at all!\I'll give it a shot.\Okay...\I don't really mind him making outfits for Ogiue.\He's made a bunch for you, too.\That part I mind. response:	They're right there.
