context: My moves! response:	While I was spending my time uselessly at my internship...
context: This kid is seriously only thinking about defeating me, huh?\With such weak consecutive hits, it just stings, though.\And...\You're not off the hook either, Young Midoriya.\Are you leaving your teammate and running away?\Why am I reminded of the hero killer?!\Whoops! That's no good.\Move! response:	Kaccha-
context: With such weak consecutive hits, it just stings, though.\And...\You're not off the hook either, Young Midoriya.\Are you leaving your teammate and running away?\Why am I reminded of the hero killer?!\Whoops! That's no good.\Move!\Kaccha- response:	One wants to defeat All Might.
context: And...\You're not off the hook either, Young Midoriya.\Are you leaving your teammate and running away?\Why am I reminded of the hero killer?!\Whoops! That's no good.\Move!\Kaccha-\One wants to defeat All Might. response:	The other only thinks of running.
context: You're not off the hook either, Young Midoriya.\Are you leaving your teammate and running away?\Why am I reminded of the hero killer?!\Whoops! That's no good.\Move!\Kaccha-\One wants to defeat All Might.\The other only thinks of running. response:	The latter probably admires him too much.
context: Are you leaving your teammate and running away?\Why am I reminded of the hero killer?!\Whoops! That's no good.\Move!\Kaccha-\One wants to defeat All Might.\The other only thinks of running.\The latter probably admires him too much. response:	To Izuku Midoriya, All Might is like a god.
context: Why am I reminded of the hero killer?!\Whoops! That's no good.\Move!\Kaccha-\One wants to defeat All Might.\The other only thinks of running.\The latter probably admires him too much.\To Izuku Midoriya, All Might is like a god. response:	On the other hand, I don't know much about this boy,
context: Whoops! That's no good.\Move!\Kaccha-\One wants to defeat All Might.\The other only thinks of running.\The latter probably admires him too much.\To Izuku Midoriya, All Might is like a god.\On the other hand, I don't know much about this boy, response:	but from the sports festival and his grades,
context: Move!\Kaccha-\One wants to defeat All Might.\The other only thinks of running.\The latter probably admires him too much.\To Izuku Midoriya, All Might is like a god.\On the other hand, I don't know much about this boy,\but from the sports festival and his grades, response:	he appears to have amazing combat sense.
context: Kaccha-\One wants to defeat All Might.\The other only thinks of running.\The latter probably admires him too much.\To Izuku Midoriya, All Might is like a god.\On the other hand, I don't know much about this boy,\but from the sports festival and his grades,\he appears to have amazing combat sense. response:	I wonder why he's in such a hurry...
context: One wants to defeat All Might.\The other only thinks of running.\The latter probably admires him too much.\To Izuku Midoriya, All Might is like a god.\On the other hand, I don't know much about this boy,\but from the sports festival and his grades,\he appears to have amazing combat sense.\I wonder why he's in such a hurry... response:	Kacchan!
context: The other only thinks of running.\The latter probably admires him too much.\To Izuku Midoriya, All Might is like a god.\On the other hand, I don't know much about this boy,\but from the sports festival and his grades,\he appears to have amazing combat sense.\I wonder why he's in such a hurry...\Kacchan! response:	Move.
context: The latter probably admires him too much.\To Izuku Midoriya, All Might is like a god.\On the other hand, I don't know much about this boy,\but from the sports festival and his grades,\he appears to have amazing combat sense.\I wonder why he's in such a hurry...\Kacchan!\Move. response:	I told you, there's no way you can win facing him head on!
context: To Izuku Midoriya, All Might is like a god.\On the other hand, I don't know much about this boy,\but from the sports festival and his grades,\he appears to have amazing combat sense.\I wonder why he's in such a hurry...\Kacchan!\Move.\I told you, there's no way you can win facing him head on! response:	Shut up. I'll win.
context: On the other hand, I don't know much about this boy,\but from the sports festival and his grades,\he appears to have amazing combat sense.\I wonder why he's in such a hurry...\Kacchan!\Move.\I told you, there's no way you can win facing him head on!\Shut up. I'll win. response:	That's what it means to be a hero!
context: but from the sports festival and his grades,\he appears to have amazing combat sense.\I wonder why he's in such a hurry...\Kacchan!\Move.\I told you, there's no way you can win facing him head on!\Shut up. I'll win.\That's what it means to be a hero! response:	Wow!
context: he appears to have amazing combat sense.\I wonder why he's in such a hurry...\Kacchan!\Move.\I told you, there's no way you can win facing him head on!\Shut up. I'll win.\That's what it means to be a hero!\Wow! response:	TV
context: I wonder why he's in such a hurry...\Kacchan!\Move.\I told you, there's no way you can win facing him head on!\Shut up. I'll win.\That's what it means to be a hero!\Wow!\TV response:	All Might really is cool!
context: Kacchan!\Move.\I told you, there's no way you can win facing him head on!\Shut up. I'll win.\That's what it means to be a hero!\Wow!\TV\All Might really is cool! response:	Then it's even more important to avoid-
context: Move.\I told you, there's no way you can win facing him head on!\Shut up. I'll win.\That's what it means to be a hero!\Wow!\TV\All Might really is cool!\Then it's even more important to avoid- response:	Let go! Don't touch me!
context: I told you, there's no way you can win facing him head on!\Shut up. I'll win.\That's what it means to be a hero!\Wow!\TV\All Might really is cool!\Then it's even more important to avoid-\Let go! Don't touch me! response:	For now, here's a present for the one who wants to run away!
context: Shut up. I'll win.\That's what it means to be a hero!\Wow!\TV\All Might really is cool!\Then it's even more important to avoid-\Let go! Don't touch me!\For now, here's a present for the one who wants to run away! response:	Kacchan!
context: That's what it means to be a hero!\Wow!\TV\All Might really is cool!\Then it's even more important to avoid-\Let go! Don't touch me!\For now, here's a present for the one who wants to run away!\Kacchan! response:	Look! Did you see that just now?
context: Wow!\TV\All Might really is cool!\Then it's even more important to avoid-\Let go! Don't touch me!\For now, here's a present for the one who wants to run away!\Kacchan!\Look! Did you see that just now? response:	Oshima Electronics
context: TV\All Might really is cool!\Then it's even more important to avoid-\Let go! Don't touch me!\For now, here's a present for the one who wants to run away!\Kacchan!\Look! Did you see that just now?\Oshima Electronics response:	All Might really is cool, isn't he?
context: All Might really is cool!\Then it's even more important to avoid-\Let go! Don't touch me!\For now, here's a present for the one who wants to run away!\Kacchan!\Look! Did you see that just now?\Oshima Electronics\All Might really is cool, isn't he? response:	You think he'd totally lose four-on-one, right?
context: Then it's even more important to avoid-\Let go! Don't touch me!\For now, here's a present for the one who wants to run away!\Kacchan!\Look! Did you see that just now?\Oshima Electronics\All Might really is cool, isn't he?\You think he'd totally lose four-on-one, right? response:	But look!
context: Let go! Don't touch me!\For now, here's a present for the one who wants to run away!\Kacchan!\Look! Did you see that just now?\Oshima Electronics\All Might really is cool, isn't he?\You think he'd totally lose four-on-one, right?\But look! response:	See? Right here!
context: For now, here's a present for the one who wants to run away!\Kacchan!\Look! Did you see that just now?\Oshima Electronics\All Might really is cool, isn't he?\You think he'd totally lose four-on-one, right?\But look!\See? Right here! response:	He dodges like this, and then a punch!
context: Kacchan!\Look! Did you see that just now?\Oshima Electronics\All Might really is cool, isn't he?\You think he'd totally lose four-on-one, right?\But look!\See? Right here!\He dodges like this, and then a punch! response:	Or so he wants you to think, and then-
context: Look! Did you see that just now?\Oshima Electronics\All Might really is cool, isn't he?\You think he'd totally lose four-on-one, right?\But look!\See? Right here!\He dodges like this, and then a punch!\Or so he wants you to think, and then- response:	See? He won!
context: Oshima Electronics\All Might really is cool, isn't he?\You think he'd totally lose four-on-one, right?\But look!\See? Right here!\He dodges like this, and then a punch!\Or so he wants you to think, and then-\See? He won! response:	No matter how much trouble he's in, he always wins in the end!
context: All Might really is cool, isn't he?\You think he'd totally lose four-on-one, right?\But look!\See? Right here!\He dodges like this, and then a punch!\Or so he wants you to think, and then-\See? He won!\No matter how much trouble he's in, he always wins in the end! response:	You're a jerk...
context: You think he'd totally lose four-on-one, right?\But look!\See? Right here!\He dodges like this, and then a punch!\Or so he wants you to think, and then-\See? He won!\No matter how much trouble he's in, he always wins in the end!\You're a jerk... response:	But... yeah...
context: But look!\See? Right here!\He dodges like this, and then a punch!\Or so he wants you to think, and then-\See? He won!\No matter how much trouble he's in, he always wins in the end!\You're a jerk...\But... yeah... response:	No matter what, you always...
context: See? Right here!\He dodges like this, and then a punch!\Or so he wants you to think, and then-\See? He won!\No matter how much trouble he's in, he always wins in the end!\You're a jerk...\But... yeah...\No matter what, you always... response:	I admired you for that!
context: He dodges like this, and then a punch!\Or so he wants you to think, and then-\See? He won!\No matter how much trouble he's in, he always wins in the end!\You're a jerk...\But... yeah...\No matter what, you always...\I admired you for that! response:	I know why you're so angry.
context: Or so he wants you to think, and then-\See? He won!\No matter how much trouble he's in, he always wins in the end!\You're a jerk...\But... yeah...\No matter what, you always...\I admired you for that!\I know why you're so angry. response:	It's because of Young Midoriya's sudden improvement, right?
context: See? He won!\No matter how much trouble he's in, he always wins in the end!\You're a jerk...\But... yeah...\No matter what, you always...\I admired you for that!\I know why you're so angry.\It's because of Young Midoriya's sudden improvement, right? response:	But you know,
context: No matter how much trouble he's in, he always wins in the end!\You're a jerk...\But... yeah...\No matter what, you always...\I admired you for that!\I know why you're so angry.\It's because of Young Midoriya's sudden improvement, right?\But you know, response:	there's no way Level 1 power and Level 50 power can improve at the same rate.
context: You're a jerk...\But... yeah...\No matter what, you always...\I admired you for that!\I know why you're so angry.\It's because of Young Midoriya's sudden improvement, right?\But you know,\there's no way Level 1 power and Level 50 power can improve at the same rate. response:	There's so much wasted potential in you.
context: But... yeah...\No matter what, you always...\I admired you for that!\I know why you're so angry.\It's because of Young Midoriya's sudden improvement, right?\But you know,\there's no way Level 1 power and Level 50 power can improve at the same rate.\There's so much wasted potential in you. response:	Do you understand?
context: No matter what, you always...\I admired you for that!\I know why you're so angry.\It's because of Young Midoriya's sudden improvement, right?\But you know,\there's no way Level 1 power and Level 50 power can improve at the same rate.\There's so much wasted potential in you.\Do you understand? response:	You do, right?
