context: Late Night Show response:	Late Night Show
context: Eruka and I will give you magical support.\I'm counting on you.\Yeah...\Leave it to me...\Now... the time draws near...\Now... the time draws near...\I've longed for this day.\This is a free fansub. Not for sale or rent. response:	This is out of the blue but do you like Yakiniku?
context: I'm counting on you.\Yeah...\Leave it to me...\Now... the time draws near...\Now... the time draws near...\I've longed for this day.\This is a free fansub. Not for sale or rent.\This is out of the blue but do you like Yakiniku? response:	Today is the Big Yakiniku Special.
context: Yeah...\Leave it to me...\Now... the time draws near...\Now... the time draws near...\I've longed for this day.\This is a free fansub. Not for sale or rent.\This is out of the blue but do you like Yakiniku?\Today is the Big Yakiniku Special. response:	Meat Meat Meat Meat Meat Vege tables.
context: Leave it to me...\Now... the time draws near...\Now... the time draws near...\I've longed for this day.\This is a free fansub. Not for sale or rent.\This is out of the blue but do you like Yakiniku?\Today is the Big Yakiniku Special.\Meat Meat Meat Meat Meat Vege tables. response:	It's the Yakiniku's Golden Ratio.
context: Now... the time draws near...\Now... the time draws near...\I've longed for this day.\This is a free fansub. Not for sale or rent.\This is out of the blue but do you like Yakiniku?\Today is the Big Yakiniku Special.\Meat Meat Meat Meat Meat Vege tables.\It's the Yakiniku's Golden Ratio. response:	Chef!!
context: Now... the time draws near...\I've longed for this day.\This is a free fansub. Not for sale or rent.\This is out of the blue but do you like Yakiniku?\Today is the Big Yakiniku Special.\Meat Meat Meat Meat Meat Vege tables.\It's the Yakiniku's Golden Ratio.\Chef!! response:	Chef!!
context: I've longed for this day.\This is a free fansub. Not for sale or rent.\This is out of the blue but do you like Yakiniku?\Today is the Big Yakiniku Special.\Meat Meat Meat Meat Meat Vege tables.\It's the Yakiniku's Golden Ratio.\Chef!!\Chef!! response:	This is good meat!
context: This is a free fansub. Not for sale or rent.\This is out of the blue but do you like Yakiniku?\Today is the Big Yakiniku Special.\Meat Meat Meat Meat Meat Vege tables.\It's the Yakiniku's Golden Ratio.\Chef!!\Chef!!\This is good meat! response:	If you don't hurry, it'll start without us...
context: This is out of the blue but do you like Yakiniku?\Today is the Big Yakiniku Special.\Meat Meat Meat Meat Meat Vege tables.\It's the Yakiniku's Golden Ratio.\Chef!!\Chef!!\This is good meat!\If you don't hurry, it'll start without us... response:	You were the one who took so long to prepare, though.
context: Today is the Big Yakiniku Special.\Meat Meat Meat Meat Meat Vege tables.\It's the Yakiniku's Golden Ratio.\Chef!!\Chef!!\This is good meat!\If you don't hurry, it'll start without us...\You were the one who took so long to prepare, though. response:	Hey Soul, I'm gonna stuff myself full!
context: Meat Meat Meat Meat Meat Vege tables.\It's the Yakiniku's Golden Ratio.\Chef!!\Chef!!\This is good meat!\If you don't hurry, it'll start without us...\You were the one who took so long to prepare, though.\Hey Soul, I'm gonna stuff myself full! response:	He's so sloppy.
context: It's the Yakiniku's Golden Ratio.\Chef!!\Chef!!\This is good meat!\If you don't hurry, it'll start without us...\You were the one who took so long to prepare, though.\Hey Soul, I'm gonna stuff myself full!\He's so sloppy. response:	Look at you... all dressed up and stuff...
context: Chef!!\Chef!!\This is good meat!\If you don't hurry, it'll start without us...\You were the one who took so long to prepare, though.\Hey Soul, I'm gonna stuff myself full!\He's so sloppy.\Look at you... all dressed up and stuff... response:	Kid-kun, what's wrong? You don't seem well...
context: Chef!!\This is good meat!\If you don't hurry, it'll start without us...\You were the one who took so long to prepare, though.\Hey Soul, I'm gonna stuff myself full!\He's so sloppy.\Look at you... all dressed up and stuff...\Kid-kun, what's wrong? You don't seem well... response:	Oh, no. Excuse me.
context: This is good meat!\If you don't hurry, it'll start without us...\You were the one who took so long to prepare, though.\Hey Soul, I'm gonna stuff myself full!\He's so sloppy.\Look at you... all dressed up and stuff...\Kid-kun, what's wrong? You don't seem well...\Oh, no. Excuse me. response:	I'm starving...
context: If you don't hurry, it'll start without us...\You were the one who took so long to prepare, though.\Hey Soul, I'm gonna stuff myself full!\He's so sloppy.\Look at you... all dressed up and stuff...\Kid-kun, what's wrong? You don't seem well...\Oh, no. Excuse me.\I'm starving... response:	Sloppy, huh?
context: You were the one who took so long to prepare, though.\Hey Soul, I'm gonna stuff myself full!\He's so sloppy.\Look at you... all dressed up and stuff...\Kid-kun, what's wrong? You don't seem well...\Oh, no. Excuse me.\I'm starving...\Sloppy, huh? response:	Anyway, everyone, it's good you came.
context: Hey Soul, I'm gonna stuff myself full!\He's so sloppy.\Look at you... all dressed up and stuff...\Kid-kun, what's wrong? You don't seem well...\Oh, no. Excuse me.\I'm starving...\Sloppy, huh?\Anyway, everyone, it's good you came. response:	After all, tonight is to celebrate the founding of Shibusen.
context: He's so sloppy.\Look at you... all dressed up and stuff...\Kid-kun, what's wrong? You don't seem well...\Oh, no. Excuse me.\I'm starving...\Sloppy, huh?\Anyway, everyone, it's good you came.\After all, tonight is to celebrate the founding of Shibusen. response:	The Nightmare Before The Festival
context: Look at you... all dressed up and stuff...\Kid-kun, what's wrong? You don't seem well...\Oh, no. Excuse me.\I'm starving...\Sloppy, huh?\Anyway, everyone, it's good you came.\After all, tonight is to celebrate the founding of Shibusen.\The Nightmare Before The Festival response:	And So, The Curtain Rises?
context: Kid-kun, what's wrong? You don't seem well...\Oh, no. Excuse me.\I'm starving...\Sloppy, huh?\Anyway, everyone, it's good you came.\After all, tonight is to celebrate the founding of Shibusen.\The Nightmare Before The Festival\And So, The Curtain Rises? response:	And So, The Curtain Rises?
context: Oh, no. Excuse me.\I'm starving...\Sloppy, huh?\Anyway, everyone, it's good you came.\After all, tonight is to celebrate the founding of Shibusen.\The Nightmare Before The Festival\And So, The Curtain Rises?\And So, The Curtain Rises? response:	Now, come inside...
context: I'm starving...\Sloppy, huh?\Anyway, everyone, it's good you came.\After all, tonight is to celebrate the founding of Shibusen.\The Nightmare Before The Festival\And So, The Curtain Rises?\And So, The Curtain Rises?\Now, come inside... response:	There will be a greeting from father shortly.
context: Sloppy, huh?\Anyway, everyone, it's good you came.\After all, tonight is to celebrate the founding of Shibusen.\The Nightmare Before The Festival\And So, The Curtain Rises?\And So, The Curtain Rises?\Now, come inside...\There will be a greeting from father shortly. response:	I'm starving.
context: Anyway, everyone, it's good you came.\After all, tonight is to celebrate the founding of Shibusen.\The Nightmare Before The Festival\And So, The Curtain Rises?\And So, The Curtain Rises?\Now, come inside...\There will be a greeting from father shortly.\I'm starving. response:	What father said... could it be true?
context: After all, tonight is to celebrate the founding of Shibusen.\The Nightmare Before The Festival\And So, The Curtain Rises?\And So, The Curtain Rises?\Now, come inside...\There will be a greeting from father shortly.\I'm starving.\What father said... could it be true? response:	Something like that here in Shibusen?
context: The Nightmare Before The Festival\And So, The Curtain Rises?\And So, The Curtain Rises?\Now, come inside...\There will be a greeting from father shortly.\I'm starving.\What father said... could it be true?\Something like that here in Shibusen? response:	Yo!
context: And So, The Curtain Rises?\And So, The Curtain Rises?\Now, come inside...\There will be a greeting from father shortly.\I'm starving.\What father said... could it be true?\Something like that here in Shibusen?\Yo! response:	Hey! Greetz!
context: And So, The Curtain Rises?\Now, come inside...\There will be a greeting from father shortly.\I'm starving.\What father said... could it be true?\Something like that here in Shibusen?\Yo!\Hey! Greetz! response:	Thanks! Thanks! Hey!
context: Now, come inside...\There will be a greeting from father shortly.\I'm starving.\What father said... could it be true?\Something like that here in Shibusen?\Yo!\Hey! Greetz!\Thanks! Thanks! Hey! response:	Thanks for the support!
context: There will be a greeting from father shortly.\I'm starving.\What father said... could it be true?\Something like that here in Shibusen?\Yo!\Hey! Greetz!\Thanks! Thanks! Hey!\Thanks for the support! response:	It's Shinigami-sama!
context: I'm starving.\What father said... could it be true?\Something like that here in Shibusen?\Yo!\Hey! Greetz!\Thanks! Thanks! Hey!\Thanks for the support!\It's Shinigami-sama! response:	Shinigami-sama!
context: What father said... could it be true?\Something like that here in Shibusen?\Yo!\Hey! Greetz!\Thanks! Thanks! Hey!\Thanks for the support!\It's Shinigami-sama!\Shinigami-sama! response:	Well...
context: Something like that here in Shibusen?\Yo!\Hey! Greetz!\Thanks! Thanks! Hey!\Thanks for the support!\It's Shinigami-sama!\Shinigami-sama!\Well... response:	Having said this, my greeting is over.
context: Yo!\Hey! Greetz!\Thanks! Thanks! Hey!\Thanks for the support!\It's Shinigami-sama!\Shinigami-sama!\Well...\Having said this, my greeting is over. response:	It's really just a greeting, huh?
context: Hey! Greetz!\Thanks! Thanks! Hey!\Thanks for the support!\It's Shinigami-sama!\Shinigami-sama!\Well...\Having said this, my greeting is over.\It's really just a greeting, huh? response:	Father, it was too little casual...
context: Thanks! Thanks! Hey!\Thanks for the support!\It's Shinigami-sama!\Shinigami-sama!\Well...\Having said this, my greeting is over.\It's really just a greeting, huh?\Father, it was too little casual... response:	Then I too thank you for...
context: Thanks for the support!\It's Shinigami-sama!\Shinigami-sama!\Well...\Having said this, my greeting is over.\It's really just a greeting, huh?\Father, it was too little casual...\Then I too thank you for... response:	With your permission I, Shinigami-sama's son, Death The Kid, will give you a welcoming speech too.
context: It's Shinigami-sama!\Shinigami-sama!\Well...\Having said this, my greeting is over.\It's really just a greeting, huh?\Father, it was too little casual...\Then I too thank you for...\With your permission I, Shinigami-sama's son, Death The Kid, will give you a welcoming speech too. response:	He's doing it so neatly...
context: Shinigami-sama!\Well...\Having said this, my greeting is over.\It's really just a greeting, huh?\Father, it was too little casual...\Then I too thank you for...\With your permission I, Shinigami-sama's son, Death The Kid, will give you a welcoming speech too.\He's doing it so neatly... response:	As it stands, Shibusen protects the peace of the world by...
context: Well...\Having said this, my greeting is over.\It's really just a greeting, huh?\Father, it was too little casual...\Then I too thank you for...\With your permission I, Shinigami-sama's son, Death The Kid, will give you a welcoming speech too.\He's doing it so neatly...\As it stands, Shibusen protects the peace of the world by... response:	It's me!
context: Having said this, my greeting is over.\It's really just a greeting, huh?\Father, it was too little casual...\Then I too thank you for...\With your permission I, Shinigami-sama's son, Death The Kid, will give you a welcoming speech too.\He's doing it so neatly...\As it stands, Shibusen protects the peace of the world by...\It's me! response:	It's my highness!
context: It's really just a greeting, huh?\Father, it was too little casual...\Then I too thank you for...\With your permission I, Shinigami-sama's son, Death The Kid, will give you a welcoming speech too.\He's doing it so neatly...\As it stands, Shibusen protects the peace of the world by...\It's me!\It's my highness! response:	It's the one and only Black Star!
context: Father, it was too little casual...\Then I too thank you for...\With your permission I, Shinigami-sama's son, Death The Kid, will give you a welcoming speech too.\He's doing it so neatly...\As it stands, Shibusen protects the peace of the world by...\It's me!\It's my highness!\It's the one and only Black Star! response:	All of this is... you see?
context: Then I too thank you for...\With your permission I, Shinigami-sama's son, Death The Kid, will give you a welcoming speech too.\He's doing it so neatly...\As it stands, Shibusen protects the peace of the world by...\It's me!\It's my highness!\It's the one and only Black Star!\All of this is... you see? response:	The only one who can add -sama to his name is none other than me!
context: With your permission I, Shinigami-sama's son, Death The Kid, will give you a welcoming speech too.\He's doing it so neatly...\As it stands, Shibusen protects the peace of the world by...\It's me!\It's my highness!\It's the one and only Black Star!\All of this is... you see?\The only one who can add -sama to his name is none other than me! response:	How should I put this?
context: He's doing it so neatly...\As it stands, Shibusen protects the peace of the world by...\It's me!\It's my highness!\It's the one and only Black Star!\All of this is... you see?\The only one who can add -sama to his name is none other than me!\How should I put this? response:	It's annoying and lame!
context: As it stands, Shibusen protects the peace of the world by...\It's me!\It's my highness!\It's the one and only Black Star!\All of this is... you see?\The only one who can add -sama to his name is none other than me!\How should I put this?\It's annoying and lame! response:	What're you doing?
context: It's me!\It's my highness!\It's the one and only Black Star!\All of this is... you see?\The only one who can add -sama to his name is none other than me!\How should I put this?\It's annoying and lame!\What're you doing? response:	Being a nuisance while I'm speaking!
context: It's my highness!\It's the one and only Black Star!\All of this is... you see?\The only one who can add -sama to his name is none other than me!\How should I put this?\It's annoying and lame!\What're you doing?\Being a nuisance while I'm speaking! response:	The nuisance is you!
context: It's the one and only Black Star!\All of this is... you see?\The only one who can add -sama to his name is none other than me!\How should I put this?\It's annoying and lame!\What're you doing?\Being a nuisance while I'm speaking!\The nuisance is you! response:	Fool! Blockhead!
context: All of this is... you see?\The only one who can add -sama to his name is none other than me!\How should I put this?\It's annoying and lame!\What're you doing?\Being a nuisance while I'm speaking!\The nuisance is you!\Fool! Blockhead! response:	I wanted to do a proper greeting...
context: The only one who can add -sama to his name is none other than me!\How should I put this?\It's annoying and lame!\What're you doing?\Being a nuisance while I'm speaking!\The nuisance is you!\Fool! Blockhead!\I wanted to do a proper greeting... response:	It's useless... Just let me die...
context: How should I put this?\It's annoying and lame!\What're you doing?\Being a nuisance while I'm speaking!\The nuisance is you!\Fool! Blockhead!\I wanted to do a proper greeting...\It's useless... Just let me die... response:	Geez...
context: It's annoying and lame!\What're you doing?\Being a nuisance while I'm speaking!\The nuisance is you!\Fool! Blockhead!\I wanted to do a proper greeting...\It's useless... Just let me die...\Geez... response:	Whose festival do you think this is?
context: What're you doing?\Being a nuisance while I'm speaking!\The nuisance is you!\Fool! Blockhead!\I wanted to do a proper greeting...\It's useless... Just let me die...\Geez...\Whose festival do you think this is? response:	At the very least, it isn't yours...
context: Being a nuisance while I'm speaking!\The nuisance is you!\Fool! Blockhead!\I wanted to do a proper greeting...\It's useless... Just let me die...\Geez...\Whose festival do you think this is?\At the very least, it isn't yours... response:	Well, it seems it's already becoming a party...
context: The nuisance is you!\Fool! Blockhead!\I wanted to do a proper greeting...\It's useless... Just let me die...\Geez...\Whose festival do you think this is?\At the very least, it isn't yours...\Well, it seems it's already becoming a party... response:	There's a band too, so don't hold back on the dancing.
context: Fool! Blockhead!\I wanted to do a proper greeting...\It's useless... Just let me die...\Geez...\Whose festival do you think this is?\At the very least, it isn't yours...\Well, it seems it's already becoming a party...\There's a band too, so don't hold back on the dancing. response:	Just be yourselves!
context: I wanted to do a proper greeting...\It's useless... Just let me die...\Geez...\Whose festival do you think this is?\At the very least, it isn't yours...\Well, it seems it's already becoming a party...\There's a band too, so don't hold back on the dancing.\Just be yourselves! response:	Yes!
context: It's useless... Just let me die...\Geez...\Whose festival do you think this is?\At the very least, it isn't yours...\Well, it seems it's already becoming a party...\There's a band too, so don't hold back on the dancing.\Just be yourselves!\Yes! response:	He's so embarrassing...
context: Geez...\Whose festival do you think this is?\At the very least, it isn't yours...\Well, it seems it's already becoming a party...\There's a band too, so don't hold back on the dancing.\Just be yourselves!\Yes!\He's so embarrassing... response:	Raise your legs to a 60 degree angle!
context: Whose festival do you think this is?\At the very least, it isn't yours...\Well, it seems it's already becoming a party...\There's a band too, so don't hold back on the dancing.\Just be yourselves!\Yes!\He's so embarrassing...\Raise your legs to a 60 degree angle! response:	Do it diligently!
context: At the very least, it isn't yours...\Well, it seems it's already becoming a party...\There's a band too, so don't hold back on the dancing.\Just be yourselves!\Yes!\He's so embarrassing...\Raise your legs to a 60 degree angle!\Do it diligently! response:	Aye!
context: Well, it seems it's already becoming a party...\There's a band too, so don't hold back on the dancing.\Just be yourselves!\Yes!\He's so embarrassing...\Raise your legs to a 60 degree angle!\Do it diligently!\Aye! response:	Embarrassing...
context: There's a band too, so don't hold back on the dancing.\Just be yourselves!\Yes!\He's so embarrassing...\Raise your legs to a 60 degree angle!\Do it diligently!\Aye!\Embarrassing... response:	This kind of stuff doesn't suit me well...
context: Just be yourselves!\Yes!\He's so embarrassing...\Raise your legs to a 60 degree angle!\Do it diligently!\Aye!\Embarrassing...\This kind of stuff doesn't suit me well... response:	Soul...
context: Yes!\He's so embarrassing...\Raise your legs to a 60 degree angle!\Do it diligently!\Aye!\Embarrassing...\This kind of stuff doesn't suit me well...\Soul... response:	Maka?
context: He's so embarrassing...\Raise your legs to a 60 degree angle!\Do it diligently!\Aye!\Embarrassing...\This kind of stuff doesn't suit me well...\Soul...\Maka? response:	We don't get to eat this every day... aren't you going to try it?
context: Raise your legs to a 60 degree angle!\Do it diligently!\Aye!\Embarrassing...\This kind of stuff doesn't suit me well...\Soul...\Maka?\We don't get to eat this every day... aren't you going to try it? response:	Standing in lines for the food is a pain...
context: Do it diligently!\Aye!\Embarrassing...\This kind of stuff doesn't suit me well...\Soul...\Maka?\We don't get to eat this every day... aren't you going to try it?\Standing in lines for the food is a pain... response:	It's a waste!
context: Aye!\Embarrassing...\This kind of stuff doesn't suit me well...\Soul...\Maka?\We don't get to eat this every day... aren't you going to try it?\Standing in lines for the food is a pain...\It's a waste! response:	And it's this delicious...
context: Embarrassing...\This kind of stuff doesn't suit me well...\Soul...\Maka?\We don't get to eat this every day... aren't you going to try it?\Standing in lines for the food is a pain...\It's a waste!\And it's this delicious... response:	Then gimme that plate.
context: This kind of stuff doesn't suit me well...\Soul...\Maka?\We don't get to eat this every day... aren't you going to try it?\Standing in lines for the food is a pain...\It's a waste!\And it's this delicious...\Then gimme that plate. response:	Nah!
context: Soul...\Maka?\We don't get to eat this every day... aren't you going to try it?\Standing in lines for the food is a pain...\It's a waste!\And it's this delicious...\Then gimme that plate.\Nah! response:	Stingy...
context: Maka?\We don't get to eat this every day... aren't you going to try it?\Standing in lines for the food is a pain...\It's a waste!\And it's this delicious...\Then gimme that plate.\Nah!\Stingy... response:	Is Soul-kun still having those strange dreams about the demon?
context: We don't get to eat this every day... aren't you going to try it?\Standing in lines for the food is a pain...\It's a waste!\And it's this delicious...\Then gimme that plate.\Nah!\Stingy...\Is Soul-kun still having those strange dreams about the demon? response:	He seemed a bit troubled, so...
context: Standing in lines for the food is a pain...\It's a waste!\And it's this delicious...\Then gimme that plate.\Nah!\Stingy...\Is Soul-kun still having those strange dreams about the demon?\He seemed a bit troubled, so... response:	Hey, Soul...
context: It's a waste!\And it's this delicious...\Then gimme that plate.\Nah!\Stingy...\Is Soul-kun still having those strange dreams about the demon?\He seemed a bit troubled, so...\Hey, Soul... response:	Is there anything troubling you?
context: And it's this delicious...\Then gimme that plate.\Nah!\Stingy...\Is Soul-kun still having those strange dreams about the demon?\He seemed a bit troubled, so...\Hey, Soul...\Is there anything troubling you? response:	Huh?
context: Then gimme that plate.\Nah!\Stingy...\Is Soul-kun still having those strange dreams about the demon?\He seemed a bit troubled, so...\Hey, Soul...\Is there anything troubling you?\Huh? response:	What's that, out of the blue?
context: Nah!\Stingy...\Is Soul-kun still having those strange dreams about the demon?\He seemed a bit troubled, so...\Hey, Soul...\Is there anything troubling you?\Huh?\What's that, out of the blue? response:	He came begging me for advice.
context: Stingy...\Is Soul-kun still having those strange dreams about the demon?\He seemed a bit troubled, so...\Hey, Soul...\Is there anything troubling you?\Huh?\What's that, out of the blue?\He came begging me for advice. response:	If you'd like, I can give you some advice.
context: Is Soul-kun still having those strange dreams about the demon?\He seemed a bit troubled, so...\Hey, Soul...\Is there anything troubling you?\Huh?\What's that, out of the blue?\He came begging me for advice.\If you'd like, I can give you some advice. response:	There's really nothing so...
context: He seemed a bit troubled, so...\Hey, Soul...\Is there anything troubling you?\Huh?\What's that, out of the blue?\He came begging me for advice.\If you'd like, I can give you some advice.\There's really nothing so... response:	What?
context: Hey, Soul...\Is there anything troubling you?\Huh?\What's that, out of the blue?\He came begging me for advice.\If you'd like, I can give you some advice.\There's really nothing so...\What? response:	It may be annoying if I'm too persistent...
context: Is there anything troubling you?\Huh?\What's that, out of the blue?\He came begging me for advice.\If you'd like, I can give you some advice.\There's really nothing so...\What?\It may be annoying if I'm too persistent... response:	Am I really that unreliable as a partner?
context: Huh?\What's that, out of the blue?\He came begging me for advice.\If you'd like, I can give you some advice.\There's really nothing so...\What?\It may be annoying if I'm too persistent...\Am I really that unreliable as a partner? response:	What's up with that, now of all times?
context: What's that, out of the blue?\He came begging me for advice.\If you'd like, I can give you some advice.\There's really nothing so...\What?\It may be annoying if I'm too persistent...\Am I really that unreliable as a partner?\What's up with that, now of all times? response:	What?! Stupid Soul! Idiot Soul!
context: He came begging me for advice.\If you'd like, I can give you some advice.\There's really nothing so...\What?\It may be annoying if I'm too persistent...\Am I really that unreliable as a partner?\What's up with that, now of all times?\What?! Stupid Soul! Idiot Soul! response:	Okay, want to dance?
context: If you'd like, I can give you some advice.\There's really nothing so...\What?\It may be annoying if I'm too persistent...\Am I really that unreliable as a partner?\What's up with that, now of all times?\What?! Stupid Soul! Idiot Soul!\Okay, want to dance? response:	Okay, want to dance?
context: There's really nothing so...\What?\It may be annoying if I'm too persistent...\Am I really that unreliable as a partner?\What's up with that, now of all times?\What?! Stupid Soul! Idiot Soul!\Okay, want to dance?\Okay, want to dance? response:	No way... it's too troublesome...
context: What?\It may be annoying if I'm too persistent...\Am I really that unreliable as a partner?\What's up with that, now of all times?\What?! Stupid Soul! Idiot Soul!\Okay, want to dance?\Okay, want to dance?\No way... it's too troublesome... response:	Why not? You're good at this stuff, right?
context: It may be annoying if I'm too persistent...\Am I really that unreliable as a partner?\What's up with that, now of all times?\What?! Stupid Soul! Idiot Soul!\Okay, want to dance?\Okay, want to dance?\No way... it's too troublesome...\Why not? You're good at this stuff, right? response:	Take the lead.
context: Am I really that unreliable as a partner?\What's up with that, now of all times?\What?! Stupid Soul! Idiot Soul!\Okay, want to dance?\Okay, want to dance?\No way... it's too troublesome...\Why not? You're good at this stuff, right?\Take the lead. response:	Dancing is like matching wavelengths, so it's okay.
context: What's up with that, now of all times?\What?! Stupid Soul! Idiot Soul!\Okay, want to dance?\Okay, want to dance?\No way... it's too troublesome...\Why not? You're good at this stuff, right?\Take the lead.\Dancing is like matching wavelengths, so it's okay. response:	Hold it right there!
context: What?! Stupid Soul! Idiot Soul!\Okay, want to dance?\Okay, want to dance?\No way... it's too troublesome...\Why not? You're good at this stuff, right?\Take the lead.\Dancing is like matching wavelengths, so it's okay.\Hold it right there! response:	Dance with papa!
context: Okay, want to dance?\Okay, want to dance?\No way... it's too troublesome...\Why not? You're good at this stuff, right?\Take the lead.\Dancing is like matching wavelengths, so it's okay.\Hold it right there!\Dance with papa! response:	No way.
context: Okay, want to dance?\No way... it's too troublesome...\Why not? You're good at this stuff, right?\Take the lead.\Dancing is like matching wavelengths, so it's okay.\Hold it right there!\Dance with papa!\No way. response:	Perfect, isn't it?
context: No way... it's too troublesome...\Why not? You're good at this stuff, right?\Take the lead.\Dancing is like matching wavelengths, so it's okay.\Hold it right there!\Dance with papa!\No way.\Perfect, isn't it? response:	Fathers and daughters should be close.
context: Why not? You're good at this stuff, right?\Take the lead.\Dancing is like matching wavelengths, so it's okay.\Hold it right there!\Dance with papa!\No way.\Perfect, isn't it?\Fathers and daughters should be close. response:	Go on and dance!
context: Take the lead.\Dancing is like matching wavelengths, so it's okay.\Hold it right there!\Dance with papa!\No way.\Perfect, isn't it?\Fathers and daughters should be close.\Go on and dance! response:	W-Wait!
context: Dancing is like matching wavelengths, so it's okay.\Hold it right there!\Dance with papa!\No way.\Perfect, isn't it?\Fathers and daughters should be close.\Go on and dance!\W-Wait! response:	As Soul-kun said!
context: Hold it right there!\Dance with papa!\No way.\Perfect, isn't it?\Fathers and daughters should be close.\Go on and dance!\W-Wait!\As Soul-kun said! response:	Now, Maka...
context: Dance with papa!\No way.\Perfect, isn't it?\Fathers and daughters should be close.\Go on and dance!\W-Wait!\As Soul-kun said!\Now, Maka... response:	Soul, keep an eye on my food!
context: No way.\Perfect, isn't it?\Fathers and daughters should be close.\Go on and dance!\W-Wait!\As Soul-kun said!\Now, Maka...\Soul, keep an eye on my food! response:	Keep an eye, heh?
context: Perfect, isn't it?\Fathers and daughters should be close.\Go on and dance!\W-Wait!\As Soul-kun said!\Now, Maka...\Soul, keep an eye on my food!\Keep an eye, heh? response:	She's a real glutton...
context: Fathers and daughters should be close.\Go on and dance!\W-Wait!\As Soul-kun said!\Now, Maka...\Soul, keep an eye on my food!\Keep an eye, heh?\She's a real glutton... response:	Huh?
context: Go on and dance!\W-Wait!\As Soul-kun said!\Now, Maka...\Soul, keep an eye on my food!\Keep an eye, heh?\She's a real glutton...\Huh? response:	Maka doesn't like raw fish...
