context: There you go, making that face again, response:	biting onto your lips.
context: Try to act like a real cat, sensei.\Geez, why do we have to go so far?\What are you talking about?\You've gotten fat recently, so I'm taking you on a walk.\Oh? Is it an earthquake?\It's gotten cooler, so my fur just sticks out more.\It's a grasshopper! A grasshopper!\The grasshopper's moving! The grasshopper! response:	Ah, geez...
context: Geez, why do we have to go so far?\What are you talking about?\You've gotten fat recently, so I'm taking you on a walk.\Oh? Is it an earthquake?\It's gotten cooler, so my fur just sticks out more.\It's a grasshopper! A grasshopper!\The grasshopper's moving! The grasshopper!\Ah, geez... response:	Sorry, I was kind of dozing off.
context: What are you talking about?\You've gotten fat recently, so I'm taking you on a walk.\Oh? Is it an earthquake?\It's gotten cooler, so my fur just sticks out more.\It's a grasshopper! A grasshopper!\The grasshopper's moving! The grasshopper!\Ah, geez...\Sorry, I was kind of dozing off. response:	Are you all right?
context: You've gotten fat recently, so I'm taking you on a walk.\Oh? Is it an earthquake?\It's gotten cooler, so my fur just sticks out more.\It's a grasshopper! A grasshopper!\The grasshopper's moving! The grasshopper!\Ah, geez...\Sorry, I was kind of dozing off.\Are you all right? response:	Y-Yes.
context: Oh? Is it an earthquake?\It's gotten cooler, so my fur just sticks out more.\It's a grasshopper! A grasshopper!\The grasshopper's moving! The grasshopper!\Ah, geez...\Sorry, I was kind of dozing off.\Are you all right?\Y-Yes. response:	I see, that's good.
context: It's gotten cooler, so my fur just sticks out more.\It's a grasshopper! A grasshopper!\The grasshopper's moving! The grasshopper!\Ah, geez...\Sorry, I was kind of dozing off.\Are you all right?\Y-Yes.\I see, that's good. response:	A tattoo?
context: It's a grasshopper! A grasshopper!\The grasshopper's moving! The grasshopper!\Ah, geez...\Sorry, I was kind of dozing off.\Are you all right?\Y-Yes.\I see, that's good.\A tattoo? response:	Th-Thanks.
context: The grasshopper's moving! The grasshopper!\Ah, geez...\Sorry, I was kind of dozing off.\Are you all right?\Y-Yes.\I see, that's good.\A tattoo?\Th-Thanks. response:	Natori-san! The break's over!
context: Ah, geez...\Sorry, I was kind of dozing off.\Are you all right?\Y-Yes.\I see, that's good.\A tattoo?\Th-Thanks.\Natori-san! The break's over! response:	Okay, I'm coming!
context: Sorry, I was kind of dozing off.\Are you all right?\Y-Yes.\I see, that's good.\A tattoo?\Th-Thanks.\Natori-san! The break's over!\Okay, I'm coming! response:	Wasn't that Natori Shuuichi?
context: Are you all right?\Y-Yes.\I see, that's good.\A tattoo?\Th-Thanks.\Natori-san! The break's over!\Okay, I'm coming!\Wasn't that Natori Shuuichi? response:	Natori Shuuichi? Who's that?
context: Y-Yes.\I see, that's good.\A tattoo?\Th-Thanks.\Natori-san! The break's over!\Okay, I'm coming!\Wasn't that Natori Shuuichi?\Natori Shuuichi? Who's that? response:	Come on, he's the actor who recently became popular.
context: I see, that's good.\A tattoo?\Th-Thanks.\Natori-san! The break's over!\Okay, I'm coming!\Wasn't that Natori Shuuichi?\Natori Shuuichi? Who's that?\Come on, he's the actor who recently became popular. response:	Don't you know him?
context: A tattoo?\Th-Thanks.\Natori-san! The break's over!\Okay, I'm coming!\Wasn't that Natori Shuuichi?\Natori Shuuichi? Who's that?\Come on, he's the actor who recently became popular.\Don't you know him? response:	That was surprising.
context: Th-Thanks.\Natori-san! The break's over!\Okay, I'm coming!\Wasn't that Natori Shuuichi?\Natori Shuuichi? Who's that?\Come on, he's the actor who recently became popular.\Don't you know him?\That was surprising. response:	I thought sensei disguised himself for a moment.
context: Natori-san! The break's over!\Okay, I'm coming!\Wasn't that Natori Shuuichi?\Natori Shuuichi? Who's that?\Come on, he's the actor who recently became popular.\Don't you know him?\That was surprising.\I thought sensei disguised himself for a moment. response:	First you'll have an argument, and then...
context: Okay, I'm coming!\Wasn't that Natori Shuuichi?\Natori Shuuichi? Who's that?\Come on, he's the actor who recently became popular.\Don't you know him?\That was surprising.\I thought sensei disguised himself for a moment.\First you'll have an argument, and then... response:	Natori... Shuuichi...
context: Wasn't that Natori Shuuichi?\Natori Shuuichi? Who's that?\Come on, he's the actor who recently became popular.\Don't you know him?\That was surprising.\I thought sensei disguised himself for a moment.\First you'll have an argument, and then...\Natori... Shuuichi... response:	A rope?
context: Natori Shuuichi? Who's that?\Come on, he's the actor who recently became popular.\Don't you know him?\That was surprising.\I thought sensei disguised himself for a moment.\First you'll have an argument, and then...\Natori... Shuuichi...\A rope? response:	Is it tied to her?
context: Come on, he's the actor who recently became popular.\Don't you know him?\That was surprising.\I thought sensei disguised himself for a moment.\First you'll have an argument, and then...\Natori... Shuuichi...\A rope?\Is it tied to her? response:	She's a Youkai, right?
context: Don't you know him?\That was surprising.\I thought sensei disguised himself for a moment.\First you'll have an argument, and then...\Natori... Shuuichi...\A rope?\Is it tied to her?\She's a Youkai, right? response:	Hey, your bandages are coming apart.
context: That was surprising.\I thought sensei disguised himself for a moment.\First you'll have an argument, and then...\Natori... Shuuichi...\A rope?\Is it tied to her?\She's a Youkai, right?\Hey, your bandages are coming apart. response:	Want me to tie them back up for you?
context: I thought sensei disguised himself for a moment.\First you'll have an argument, and then...\Natori... Shuuichi...\A rope?\Is it tied to her?\She's a Youkai, right?\Hey, your bandages are coming apart.\Want me to tie them back up for you? response:	You're just a human, so don't talk to me.
context: First you'll have an argument, and then...\Natori... Shuuichi...\A rope?\Is it tied to her?\She's a Youkai, right?\Hey, your bandages are coming apart.\Want me to tie them back up for you?\You're just a human, so don't talk to me. response:	Idiot, don't just talk to them without giving it any thought, Natsume.
context: Natori... Shuuichi...\A rope?\Is it tied to her?\She's a Youkai, right?\Hey, your bandages are coming apart.\Want me to tie them back up for you?\You're just a human, so don't talk to me.\Idiot, don't just talk to them without giving it any thought, Natsume. response:	Yeah.
context: A rope?\Is it tied to her?\She's a Youkai, right?\Hey, your bandages are coming apart.\Want me to tie them back up for you?\You're just a human, so don't talk to me.\Idiot, don't just talk to them without giving it any thought, Natsume.\Yeah. response:	That's right.
context: Is it tied to her?\She's a Youkai, right?\Hey, your bandages are coming apart.\Want me to tie them back up for you?\You're just a human, so don't talk to me.\Idiot, don't just talk to them without giving it any thought, Natsume.\Yeah.\That's right. response:	Why am I calling out to them?
context: She's a Youkai, right?\Hey, your bandages are coming apart.\Want me to tie them back up for you?\You're just a human, so don't talk to me.\Idiot, don't just talk to them without giving it any thought, Natsume.\Yeah.\That's right.\Why am I calling out to them? response:	Liar!
context: Hey, your bandages are coming apart.\Want me to tie them back up for you?\You're just a human, so don't talk to me.\Idiot, don't just talk to them without giving it any thought, Natsume.\Yeah.\That's right.\Why am I calling out to them?\Liar! response:	Liar!
context: Want me to tie them back up for you?\You're just a human, so don't talk to me.\Idiot, don't just talk to them without giving it any thought, Natsume.\Yeah.\That's right.\Why am I calling out to them?\Liar!\Liar! response:	Natsume-kun, why do you keep making up all these creepy lies?
context: You're just a human, so don't talk to me.\Idiot, don't just talk to them without giving it any thought, Natsume.\Yeah.\That's right.\Why am I calling out to them?\Liar!\Liar!\Natsume-kun, why do you keep making up all these creepy lies? response:	Why can't I at least forget about what happened recently?
context: Idiot, don't just talk to them without giving it any thought, Natsume.\Yeah.\That's right.\Why am I calling out to them?\Liar!\Liar!\Natsume-kun, why do you keep making up all these creepy lies?\Why can't I at least forget about what happened recently? response:	Huh? Where's sensei?
context: Yeah.\That's right.\Why am I calling out to them?\Liar!\Liar!\Natsume-kun, why do you keep making up all these creepy lies?\Why can't I at least forget about what happened recently?\Huh? Where's sensei? response:	Sign: Gone drinking
context: That's right.\Why am I calling out to them?\Liar!\Liar!\Natsume-kun, why do you keep making up all these creepy lies?\Why can't I at least forget about what happened recently?\Huh? Where's sensei?\Sign: Gone drinking response:	Again?
context: Why am I calling out to them?\Liar!\Liar!\Natsume-kun, why do you keep making up all these creepy lies?\Why can't I at least forget about what happened recently?\Huh? Where's sensei?\Sign: Gone drinking\Again? response:	What is that?
context: Liar!\Liar!\Natsume-kun, why do you keep making up all these creepy lies?\Why can't I at least forget about what happened recently?\Huh? Where's sensei?\Sign: Gone drinking\Again?\What is that? response:	Let go!
context: Liar!\Natsume-kun, why do you keep making up all these creepy lies?\Why can't I at least forget about what happened recently?\Huh? Where's sensei?\Sign: Gone drinking\Again?\What is that?\Let go! response:	This is...
context: Natsume-kun, why do you keep making up all these creepy lies?\Why can't I at least forget about what happened recently?\Huh? Where's sensei?\Sign: Gone drinking\Again?\What is that?\Let go!\This is... response:	Are you all right?
context: Why can't I at least forget about what happened recently?\Huh? Where's sensei?\Sign: Gone drinking\Again?\What is that?\Let go!\This is...\Are you all right? response:	He saw me?
context: Huh? Where's sensei?\Sign: Gone drinking\Again?\What is that?\Let go!\This is...\Are you all right?\He saw me? response:	No, it's not like he could see that thing just now.
context: Sign: Gone drinking\Again?\What is that?\Let go!\This is...\Are you all right?\He saw me?\No, it's not like he could see that thing just now. response:	I'm all right. It was nothing, so you don't need to worry.
context: Again?\What is that?\Let go!\This is...\Are you all right?\He saw me?\No, it's not like he could see that thing just now.\I'm all right. It was nothing, so you don't need to worry. response:	You...
context: What is that?\Let go!\This is...\Are you all right?\He saw me?\No, it's not like he could see that thing just now.\I'm all right. It was nothing, so you don't need to worry.\You... response:	You could see the thing just now?
context: Let go!\This is...\Are you all right?\He saw me?\No, it's not like he could see that thing just now.\I'm all right. It was nothing, so you don't need to worry.\You...\You could see the thing just now? response:	I can see them too.
context: This is...\Are you all right?\He saw me?\No, it's not like he could see that thing just now.\I'm all right. It was nothing, so you don't need to worry.\You...\You could see the thing just now?\I can see them too. response:	See them?
context: Are you all right?\He saw me?\No, it's not like he could see that thing just now.\I'm all right. It was nothing, so you don't need to worry.\You...\You could see the thing just now?\I can see them too.\See them? response:	See what?
context: He saw me?\No, it's not like he could see that thing just now.\I'm all right. It was nothing, so you don't need to worry.\You...\You could see the thing just now?\I can see them too.\See them?\See what? response:	Let's see...
context: No, it's not like he could see that thing just now.\I'm all right. It was nothing, so you don't need to worry.\You...\You could see the thing just now?\I can see them too.\See them?\See what?\Let's see... response:	Probably the ones called Youkai.
context: I'm all right. It was nothing, so you don't need to worry.\You...\You could see the thing just now?\I can see them too.\See them?\See what?\Let's see...\Probably the ones called Youkai. response:	No way...
context: You...\You could see the thing just now?\I can see them too.\See them?\See what?\Let's see...\Probably the ones called Youkai.\No way... response:	Just who are you?
context: You could see the thing just now?\I can see them too.\See them?\See what?\Let's see...\Probably the ones called Youkai.\No way...\Just who are you? response:	Huh? You can't tell?
context: I can see them too.\See them?\See what?\Let's see...\Probably the ones called Youkai.\No way...\Just who are you?\Huh? You can't tell? response:	We met once this afternoon.
context: See them?\See what?\Let's see...\Probably the ones called Youkai.\No way...\Just who are you?\Huh? You can't tell?\We met once this afternoon. response:	I'm Natori. Natori Shuuichi.
context: See what?\Let's see...\Probably the ones called Youkai.\No way...\Just who are you?\Huh? You can't tell?\We met once this afternoon.\I'm Natori. Natori Shuuichi. response:	I tested you, and it seems you can see them.
context: Let's see...\Probably the ones called Youkai.\No way...\Just who are you?\Huh? You can't tell?\We met once this afternoon.\I'm Natori. Natori Shuuichi.\I tested you, and it seems you can see them. response:	And your power seems to be quite strong.
context: Probably the ones called Youkai.\No way...\Just who are you?\Huh? You can't tell?\We met once this afternoon.\I'm Natori. Natori Shuuichi.\I tested you, and it seems you can see them.\And your power seems to be quite strong. response:	Sorry, I'm getting too excited.
context: No way...\Just who are you?\Huh? You can't tell?\We met once this afternoon.\I'm Natori. Natori Shuuichi.\I tested you, and it seems you can see them.\And your power seems to be quite strong.\Sorry, I'm getting too excited. response:	I was just so happy.
context: Just who are you?\Huh? You can't tell?\We met once this afternoon.\I'm Natori. Natori Shuuichi.\I tested you, and it seems you can see them.\And your power seems to be quite strong.\Sorry, I'm getting too excited.\I was just so happy. response:	You and I are the same.
context: Huh? You can't tell?\We met once this afternoon.\I'm Natori. Natori Shuuichi.\I tested you, and it seems you can see them.\And your power seems to be quite strong.\Sorry, I'm getting too excited.\I was just so happy.\You and I are the same. response:	Th-The same?
context: We met once this afternoon.\I'm Natori. Natori Shuuichi.\I tested you, and it seems you can see them.\And your power seems to be quite strong.\Sorry, I'm getting too excited.\I was just so happy.\You and I are the same.\Th-The same? response:	I'm going now.
context: I'm Natori. Natori Shuuichi.\I tested you, and it seems you can see them.\And your power seems to be quite strong.\Sorry, I'm getting too excited.\I was just so happy.\You and I are the same.\Th-The same?\I'm going now. response:	Ah, wait, Takashi-kun!
context: I tested you, and it seems you can see them.\And your power seems to be quite strong.\Sorry, I'm getting too excited.\I was just so happy.\You and I are the same.\Th-The same?\I'm going now.\Ah, wait, Takashi-kun! response:	You forgot your lunch.
context: And your power seems to be quite strong.\Sorry, I'm getting too excited.\I was just so happy.\You and I are the same.\Th-The same?\I'm going now.\Ah, wait, Takashi-kun!\You forgot your lunch. response:	Ah, shoot!
context: Sorry, I'm getting too excited.\I was just so happy.\You and I are the same.\Th-The same?\I'm going now.\Ah, wait, Takashi-kun!\You forgot your lunch.\Ah, shoot! response:	What's wrong? You seem out of it this morning.
context: I was just so happy.\You and I are the same.\Th-The same?\I'm going now.\Ah, wait, Takashi-kun!\You forgot your lunch.\Ah, shoot!\What's wrong? You seem out of it this morning. response:	No, it's nothing.
context: You and I are the same.\Th-The same?\I'm going now.\Ah, wait, Takashi-kun!\You forgot your lunch.\Ah, shoot!\What's wrong? You seem out of it this morning.\No, it's nothing. response:	I'm going to go now.
context: Th-The same?\I'm going now.\Ah, wait, Takashi-kun!\You forgot your lunch.\Ah, shoot!\What's wrong? You seem out of it this morning.\No, it's nothing.\I'm going to go now. response:	And finally, the sisters brought the corpse that no one else would take to the gate.
context: I'm going now.\Ah, wait, Takashi-kun!\You forgot your lunch.\Ah, shoot!\What's wrong? You seem out of it this morning.\No, it's nothing.\I'm going to go now.\And finally, the sisters brought the corpse that no one else would take to the gate. response:	You and I are the same.
context: Ah, wait, Takashi-kun!\You forgot your lunch.\Ah, shoot!\What's wrong? You seem out of it this morning.\No, it's nothing.\I'm going to go now.\And finally, the sisters brought the corpse that no one else would take to the gate.\You and I are the same. response:	The same?
context: You forgot your lunch.\Ah, shoot!\What's wrong? You seem out of it this morning.\No, it's nothing.\I'm going to go now.\And finally, the sisters brought the corpse that no one else would take to the gate.\You and I are the same.\The same? response:	He said he tested me. Was he teasing me or something?
context: Ah, shoot!\What's wrong? You seem out of it this morning.\No, it's nothing.\I'm going to go now.\And finally, the sisters brought the corpse that no one else would take to the gate.\You and I are the same.\The same?\He said he tested me. Was he teasing me or something? response:	Hey, Natsume.
context: What's wrong? You seem out of it this morning.\No, it's nothing.\I'm going to go now.\And finally, the sisters brought the corpse that no one else would take to the gate.\You and I are the same.\The same?\He said he tested me. Was he teasing me or something?\Hey, Natsume. response:	You okay?
context: No, it's nothing.\I'm going to go now.\And finally, the sisters brought the corpse that no one else would take to the gate.\You and I are the same.\The same?\He said he tested me. Was he teasing me or something?\Hey, Natsume.\You okay? response:	Tanuma... Yeah, I'm okay.
context: I'm going to go now.\And finally, the sisters brought the corpse that no one else would take to the gate.\You and I are the same.\The same?\He said he tested me. Was he teasing me or something?\Hey, Natsume.\You okay?\Tanuma... Yeah, I'm okay. response:	Get it together!
context: And finally, the sisters brought the corpse that no one else would take to the gate.\You and I are the same.\The same?\He said he tested me. Was he teasing me or something?\Hey, Natsume.\You okay?\Tanuma... Yeah, I'm okay.\Get it together! response:	Damn it, how can I be so confused like this?
context: You and I are the same.\The same?\He said he tested me. Was he teasing me or something?\Hey, Natsume.\You okay?\Tanuma... Yeah, I'm okay.\Get it together!\Damn it, how can I be so confused like this? response:	Hey, doesn't that person by the gate look like the actor Natori Shuuichi?
context: The same?\He said he tested me. Was he teasing me or something?\Hey, Natsume.\You okay?\Tanuma... Yeah, I'm okay.\Get it together!\Damn it, how can I be so confused like this?\Hey, doesn't that person by the gate look like the actor Natori Shuuichi? response:	Ah, you're right, he kind of does.
context: He said he tested me. Was he teasing me or something?\Hey, Natsume.\You okay?\Tanuma... Yeah, I'm okay.\Get it together!\Damn it, how can I be so confused like this?\Hey, doesn't that person by the gate look like the actor Natori Shuuichi?\Ah, you're right, he kind of does. response:	It's Natori Shuuichi.
context: Hey, Natsume.\You okay?\Tanuma... Yeah, I'm okay.\Get it together!\Damn it, how can I be so confused like this?\Hey, doesn't that person by the gate look like the actor Natori Shuuichi?\Ah, you're right, he kind of does.\It's Natori Shuuichi. response:	You know him?
context: You okay?\Tanuma... Yeah, I'm okay.\Get it together!\Damn it, how can I be so confused like this?\Hey, doesn't that person by the gate look like the actor Natori Shuuichi?\Ah, you're right, he kind of does.\It's Natori Shuuichi.\You know him? response:	Hey, don't make fun of me.
context: Tanuma... Yeah, I'm okay.\Get it together!\Damn it, how can I be so confused like this?\Hey, doesn't that person by the gate look like the actor Natori Shuuichi?\Ah, you're right, he kind of does.\It's Natori Shuuichi.\You know him?\Hey, don't make fun of me. response:	Even I watch some TV.
context: Get it together!\Damn it, how can I be so confused like this?\Hey, doesn't that person by the gate look like the actor Natori Shuuichi?\Ah, you're right, he kind of does.\It's Natori Shuuichi.\You know him?\Hey, don't make fun of me.\Even I watch some TV. response:	But, well, if I had to say, he's the type that I wouldn't like.
context: Damn it, how can I be so confused like this?\Hey, doesn't that person by the gate look like the actor Natori Shuuichi?\Ah, you're right, he kind of does.\It's Natori Shuuichi.\You know him?\Hey, don't make fun of me.\Even I watch some TV.\But, well, if I had to say, he's the type that I wouldn't like. response:	Walk further away from me.
context: Hey, doesn't that person by the gate look like the actor Natori Shuuichi?\Ah, you're right, he kind of does.\It's Natori Shuuichi.\You know him?\Hey, don't make fun of me.\Even I watch some TV.\But, well, if I had to say, he's the type that I wouldn't like.\Walk further away from me. response:	Why?
context: Ah, you're right, he kind of does.\It's Natori Shuuichi.\You know him?\Hey, don't make fun of me.\Even I watch some TV.\But, well, if I had to say, he's the type that I wouldn't like.\Walk further away from me.\Why? response:	I don't like standing out.
context: It's Natori Shuuichi.\You know him?\Hey, don't make fun of me.\Even I watch some TV.\But, well, if I had to say, he's the type that I wouldn't like.\Walk further away from me.\Why?\I don't like standing out. response:	I'm sorry for being so fabulous.
context: You know him?\Hey, don't make fun of me.\Even I watch some TV.\But, well, if I had to say, he's the type that I wouldn't like.\Walk further away from me.\Why?\I don't like standing out.\I'm sorry for being so fabulous. response:	I just want to have a talk.
context: Hey, don't make fun of me.\Even I watch some TV.\But, well, if I had to say, he's the type that I wouldn't like.\Walk further away from me.\Why?\I don't like standing out.\I'm sorry for being so fabulous.\I just want to have a talk. response:	So, could you come with me for a bit?
context: Even I watch some TV.\But, well, if I had to say, he's the type that I wouldn't like.\Walk further away from me.\Why?\I don't like standing out.\I'm sorry for being so fabulous.\I just want to have a talk.\So, could you come with me for a bit? response:	So, you're really human.
context: But, well, if I had to say, he's the type that I wouldn't like.\Walk further away from me.\Why?\I don't like standing out.\I'm sorry for being so fabulous.\I just want to have a talk.\So, could you come with me for a bit?\So, you're really human. response:	Your aura was kind of weird, so I thought you might have been a Youkai.
context: Walk further away from me.\Why?\I don't like standing out.\I'm sorry for being so fabulous.\I just want to have a talk.\So, could you come with me for a bit?\So, you're really human.\Your aura was kind of weird, so I thought you might have been a Youkai. response:	What do you want?
context: Why?\I don't like standing out.\I'm sorry for being so fabulous.\I just want to have a talk.\So, could you come with me for a bit?\So, you're really human.\Your aura was kind of weird, so I thought you might have been a Youkai.\What do you want? response:	Would you like to help me with my job?
context: I don't like standing out.\I'm sorry for being so fabulous.\I just want to have a talk.\So, could you come with me for a bit?\So, you're really human.\Your aura was kind of weird, so I thought you might have been a Youkai.\What do you want?\Would you like to help me with my job? response:	Your job? Do you mean your TV one?
context: I'm sorry for being so fabulous.\I just want to have a talk.\So, could you come with me for a bit?\So, you're really human.\Your aura was kind of weird, so I thought you might have been a Youkai.\What do you want?\Would you like to help me with my job?\Your job? Do you mean your TV one? response:	No, my side job.
context: I just want to have a talk.\So, could you come with me for a bit?\So, you're really human.\Your aura was kind of weird, so I thought you might have been a Youkai.\What do you want?\Would you like to help me with my job?\Your job? Do you mean your TV one?\No, my side job. response:	I actually work as an exorcist too.
context: So, could you come with me for a bit?\So, you're really human.\Your aura was kind of weird, so I thought you might have been a Youkai.\What do you want?\Would you like to help me with my job?\Your job? Do you mean your TV one?\No, my side job.\I actually work as an exorcist too. response:	An exorcist?
context: So, you're really human.\Your aura was kind of weird, so I thought you might have been a Youkai.\What do you want?\Would you like to help me with my job?\Your job? Do you mean your TV one?\No, my side job.\I actually work as an exorcist too.\An exorcist? response:	I've been wanting an assistant.
context: Your aura was kind of weird, so I thought you might have been a Youkai.\What do you want?\Would you like to help me with my job?\Your job? Do you mean your TV one?\No, my side job.\I actually work as an exorcist too.\An exorcist?\I've been wanting an assistant. response:	I'm sure you'll learn a lot from it, so how about it?
context: What do you want?\Would you like to help me with my job?\Your job? Do you mean your TV one?\No, my side job.\I actually work as an exorcist too.\An exorcist?\I've been wanting an assistant.\I'm sure you'll learn a lot from it, so how about it? response:	No thanks.
context: Would you like to help me with my job?\Your job? Do you mean your TV one?\No, my side job.\I actually work as an exorcist too.\An exorcist?\I've been wanting an assistant.\I'm sure you'll learn a lot from it, so how about it?\No thanks. response:	How selfish.
context: Your job? Do you mean your TV one?\No, my side job.\I actually work as an exorcist too.\An exorcist?\I've been wanting an assistant.\I'm sure you'll learn a lot from it, so how about it?\No thanks.\How selfish. response:	Is it the money? Do you want money?
context: No, my side job.\I actually work as an exorcist too.\An exorcist?\I've been wanting an assistant.\I'm sure you'll learn a lot from it, so how about it?\No thanks.\How selfish.\Is it the money? Do you want money? response:	I'm leaving.
context: I actually work as an exorcist too.\An exorcist?\I've been wanting an assistant.\I'm sure you'll learn a lot from it, so how about it?\No thanks.\How selfish.\Is it the money? Do you want money?\I'm leaving. response:	I'm just joking!
context: An exorcist?\I've been wanting an assistant.\I'm sure you'll learn a lot from it, so how about it?\No thanks.\How selfish.\Is it the money? Do you want money?\I'm leaving.\I'm just joking! response:	You're so quick-tempered.
context: I've been wanting an assistant.\I'm sure you'll learn a lot from it, so how about it?\No thanks.\How selfish.\Is it the money? Do you want money?\I'm leaving.\I'm just joking!\You're so quick-tempered. response:	Huh? Did that tattoo look like that?
context: I'm sure you'll learn a lot from it, so how about it?\No thanks.\How selfish.\Is it the money? Do you want money?\I'm leaving.\I'm just joking!\You're so quick-tempered.\Huh? Did that tattoo look like that? response:	The tattoo moved!
context: No thanks.\How selfish.\Is it the money? Do you want money?\I'm leaving.\I'm just joking!\You're so quick-tempered.\Huh? Did that tattoo look like that?\The tattoo moved! response:	Ah, amazing!
context: How selfish.\Is it the money? Do you want money?\I'm leaving.\I'm just joking!\You're so quick-tempered.\Huh? Did that tattoo look like that?\The tattoo moved!\Ah, amazing! response:	You can see this too?
